,r2
2478,"[0.1160264657524509, 0.1731883657004908, 0.13501945189070097, 0.20711007510973756, 0.17419254067055923, 0.1742262898001372, 0.17009319113675558, 0.17666249126688094, 0.20240894136036902, 0.1720569447335587]"
2479,"[0.16107336745287526, 0.1703753862800098, 0.17352096791639293, 0.16517922475543045, 0.2038007901118284, 0.12398184421634051, 0.1900832707299277, 0.15089866014561737, 0.25003096616360854, 0.12495763974911456]"
2480,"[0.14919492616768104, 0.1671093237629424, 0.13096235691980074, 0.1652970151529346, 0.17670262728928, 0.12831984540524644, 0.2652597195340901, 0.1542749494779041, 0.19261578280068725, 0.17526456144918123]"
2481,"[0.1734590414502204, 0.189428105535684, 0.09950368997840386, 0.1264708177194761, 0.22117886881662574, 0.18570316357825745, 0.18489547792277927, 0.16439472864467652, 0.2338840631339847, 0.1388730481095547]"
2482,"[0.142184768627991, 0.1829548087407794, 0.199319969588183, 0.15256233115095508, 0.22259654557633124, 0.1829041130298522, 0.13210294136397327, 0.1641946321453177, 0.19861379884150365, 0.13140302035047513]"
2483,"[0.12419990360033328, 0.20164064957411887, 0.22436571046496412, 0.21112870186784127, 0.1386149500019056, 0.1953950141570785, 0.0892603791642621, 0.2055919449093908, 0.16728825775079204, 0.13256268909013902]"
2484,"[0.16513965055890578, 0.19477672341934504, 0.09090834496548483, 0.15551611142575583, 0.14208171796777824, 0.17124783856862602, 0.19203415799368018, 0.1783988354718301, 0.20352972199886032, 0.2057121086968472]"
2485,"[0.21528355958350875, 0.12546365285717043, 0.16646679269455045, 0.1731095223739969, 0.20076012557653422, 0.15180431581647102, 0.17023069235879618, 0.1588978876554441, 0.1548154609713076, 0.1828746600544957]"
2486,"[0.17208308724832477, 0.1780725730263003, 0.15873493824621554, 0.16045135512692632, 0.15110049608949583, 0.14690921749889452, 0.2133260621458577, 0.17545728732266408, 0.20839837085326507, 0.1511152537381959]"
2487,"[0.13814724732522188, 0.16166960093848193, 0.20623500762348224, 0.189664866903982, 0.16446406780021738, 0.1510248101617795, 0.17275868638116698, 0.1751457721045716, 0.09479431809966288, 0.23054212271923324]"
2488,"[0.1324488904858191, 0.13943486601877642, 0.18257012623235003, 0.19176236129449487, 0.21370850880419312, 0.08507579146732613, 0.2731295381313722, 0.15999690208077677, 0.1838677730413486, 0.15045110007094165]"
2489,"[0.1756734872542287, 0.13594607272874004, 0.2112678206458558, 0.18427609971655556, 0.17478539932540882, 0.17886145048784474, 0.14544660574585988, 0.16359756105296874, 0.14481653954690366, 0.20141193188668172]"
2490,"[0.15698383414522588, 0.2129274526909153, 0.1409885180412288, 0.1331987348272896, 0.18468717482116703, 0.16310381407214725, 0.14137040061778383, 0.21977258392638876, 0.19349073792841454, 0.16019661466067592]"
2491,"[0.1482326611150232, 0.21837704787526702, 0.18914279763022201, 0.11576285314333179, 0.19757777527945852, 0.0814347814971712, 0.23197038091126476, 0.1722479498182572, 0.188830016776657, 0.14742991203753186]"
2492,"[0.16501835427536682, 0.12207548094094922, 0.20665458032338713, 0.17063322553989446, 0.18125791905624933, 0.1902031659641823, 0.13284959269365615, 0.13684017361339895, 0.18835460864677955, 0.24734735414206377]"
2493,"[0.11960787549766749, 0.15519564835760757, 0.16898313013853716, 0.18990009994838153, 0.194920498462667, 0.17573104455607658, 0.12638881651526668, 0.17744113889982793, 0.2143904893110704, 0.1750912565785797]"
2494,"[0.22536043058508737, 0.17190294723217103, 0.21685948973287428, 0.14147711541253816, 0.1966205476371331, 0.1786448765622708, 0.14525617187894935, 0.13802743207832846, 0.12159782237720262, 0.16756615267366382]"
2495,"[0.1741245884598004, 0.20355712819093097, 0.2113473819696361, 0.13618495671371278, 0.14357954897256242, 0.14909131345822935, 0.2045031340246528, 0.2053549449433123, 0.11657508270323391, 0.15542249051845625]"
2496,"[0.2082455551844219, 0.21175916666526606, 0.17038422373127904, 0.15754878928455174, 0.07377698201528671, 0.1598595270684703, 0.24781203386317574, 0.15891090292503285, 0.12608671072959476, 0.20464073855026677]"
2497,"[0.16947414054159549, 0.17780007855276725, 0.15385278405504244, 0.09696925078020247, 0.1957851209610445, 0.16567627566542031, 0.17174766517692786, 0.1199321897643264, 0.23265634647175837, 0.22233911389436545]"
2498,"[0.21024878541949077, 0.18642327993973862, 0.19241072175120078, 0.11256625097707407, 0.1878720957088268, 0.22873533238756583, 0.10981989648513724, 0.16640637685310766, 0.19198834356947447, 0.12210966224056907]"
2499,"[0.11637887900135035, 0.23747549871443074, 0.1598860151072784, 0.1841663766773094, 0.16050650355221463, 0.14314169799539544, 0.19451835943789952, 0.19097799661519388, 0.1881751619969949, 0.14792660849336658]"
2500,"[0.21180710285562077, 0.20048966081826414, 0.20347039526138277, 0.1823729490583863, 0.18799203362848715, 0.13873386849836877, 0.15008912165449306, 0.20294136121662232, 0.12240298737274768, 0.11821887571588019]"
2501,"[0.09906471403028694, 0.1888504398800952, 0.17305688196361446, 0.1888462402756088, 0.22000330302162263, 0.1070582647443199, 0.19502793164759336, 0.21130187047650117, 0.17560282364652113, 0.15762732245583744]"
2502,"[0.21251348378966317, 0.15526720628585167, 0.2437807985221463, 0.17715930154569326, 0.17776348051547797, 0.09912931151737348, 0.2370399343738443, 0.0955323680735698, 0.1925077469038028, 0.10798042379299067]"
2503,"[0.14160259905814376, 0.17411762634738526, 0.17625849098309976, 0.15698607949682042, 0.22984912063569185, 0.19432980564144253, 0.18740604146505213, 0.16168184029040156, 0.08944196859285025, 0.20193012650798192]"
2504,"[0.1995899229787742, 0.21366570511411076, 0.12375981933311997, 0.14697032671455468, 0.227473531872461, 0.14578766750337857, 0.17896384092971596, 0.12033123978507088, 0.14778160917190053, 0.19714654503152396]"
2505,"[0.14384160092470155, 0.1397960958758825, 0.16186540038124253, 0.11109197623503408, 0.2093447042820098, 0.10002965982852485, 0.20779526277688765, 0.17630809596707842, 0.2353043465089586, 0.19454821076895612]"
2506,"[0.19856881729380726, 0.12767323798702024, 0.15442119002493482, 0.17743852595829956, 0.1547152552971669, 0.1621291567716706, 0.17337528767382038, 0.18759345518234927, 0.1575884068490765, 0.21927426949594098]"
2507,"[0.12899616883453646, 0.19926378145810086, 0.24783986883266118, 0.17417712206647007, 0.16377849480765716, 0.11199163000785484, 0.13848323141059138, 0.22483476068364705, 0.16039395789896005, 0.14712612414203963]"
2508,"[0.1482688350307534, 0.1488626838200917, 0.20954975863830194, 0.19305131738154901, 0.213974176306029, 0.1318713556140071, 0.20730017316779203, 0.1818840457354406, 0.1797165857937587, 0.11008534059750463]"
2509,"[0.14652766976817222, 0.20957339476902892, 0.10192092564840283, 0.12649250585993332, 0.16094183013057017, 0.25430612184562273, 0.12780335936636844, 0.199957045768676, 0.20853477190722047, 0.1854041522230594]"
2510,"[0.1824500860707119, 0.16333554464206157, 0.20507210553834765, 0.13685714266462123, 0.21903614435325558, 0.1754714617351102, 0.14150885061392748, 0.1651357903168552, 0.15400184640922887, 0.14993538894556002]"
2511,"[0.14945357875772725, 0.20323833443480566, 0.1305391717501162, 0.13201998799540016, 0.191634677408285, 0.1613525352104499, 0.2081528466028304, 0.1970397243879638, 0.18727894248768584, 0.13520010949456895]"
2512,"[0.19539280222481936, 0.18588598616141228, 0.13016284175207715, 0.16318623739977312, 0.1374903620830229, 0.1060041100225968, 0.18165970565080902, 0.2153622852228141, 0.19483763444103186, 0.18819527761780475]"
2513,"[0.1757675298353144, 0.15138459238368662, 0.14406758869249026, 0.10935428664369706, 0.2104869133407009, 0.21027861554194982, 0.20592338191251502, 0.15196954350459002, 0.19243129181654417, 0.17062068683138]"
2514,"[0.13150312739736836, 0.1672006141959942, 0.15954549657867256, 0.18392064216937165, 0.17798477855546224, 0.19205621747432555, 0.14171773271339616, 0.2085381070988921, 0.17489626613354514, 0.16938982768415434]"
2515,"[0.11451253591898425, 0.17541089976709867, 0.1625388952296487, 0.22700723239055443, 0.22194281181820052, 0.09827657937620449, 0.2145932656684577, 0.15541253782534636, 0.14315429893931775, 0.2023696791545675]"
2516,"[0.1398579890992171, 0.1200182984964494, 0.17930727537227253, 0.1711998876945986, 0.16681319503500103, 0.20962887716441847, 0.1748151518444414, 0.228655178157957, 0.19591147273634324, 0.12749259569120552]"
2517,"[0.14757860674868428, 0.22256170222364158, 0.16527394206685841, 0.17683879673885994, 0.11845412348294715, 0.23674347061615086, 0.10271837680736562, 0.18116364683181174, 0.19138549299550367, 0.17141095489639135]"
2518,"[0.19808320185426198, 0.1381144156137737, 0.1388829273027513, 0.20621243936837363, 0.1628408414433945, 0.15641212548942673, 0.1991200015187553, 0.15939670024526786, 0.16874249450553447, 0.21958946369095766]"
2519,"[0.14008896929157766, 0.13506545349795973, 0.202949216832209, 0.22984496882877947, 0.17599427678217472, 0.1851844347538817, 0.18338475485049877, 0.14492583322589503, 0.1476349370354506, 0.1570569469895723]"
2520,"[0.19201937122628743, 0.16753264236741516, 0.14562473487043404, 0.21250363015987772, 0.20269771347148124, 0.1424318240227912, 0.14759526148160795, 0.1946898931811757, 0.16802004378562263, 0.14792656026421847]"
2521,"[0.22633641752576583, 0.16074070829846987, 0.23619001111187388, 0.16832163354257357, 0.090670046161333, 0.13274664821410143, 0.16603685701526583, 0.2162719713267971, 0.19264478698189136, 0.13113146820085064]"
2522,"[0.1450463706574049, 0.19443066911181794, 0.15221153810343668, 0.19277871847646888, 0.19103999136241157, 0.18148421345797672, 0.15307278937531155, 0.17572571539781778, 0.15220634835665103, 0.16555387533309507]"
2523,"[0.1969005817085442, 0.193948834812251, 0.15870384674411497, 0.17136546123757646, 0.19490181778843174, 0.14539410560748778, 0.193722324606173, 0.15679873227177488, 0.11717204592734431, 0.1756710420210713]"
2524,"[0.15526486735235634, 0.1829851687160572, 0.14696039457479326, 0.1537115587914284, 0.1811296757658759, 0.15017554449175563, 0.19129890502821445, 0.17209406950286232, 0.14845846711476274, 0.21849529956698543]"
2525,"[0.16867588755725071, 0.25594123674786595, 0.11445272729776168, 0.1540164636775646, 0.17306150516429064, 0.17025029858915897, 0.1947450752877239, 0.16854768618066085, 0.18203200188035462, 0.11239871950367475]"
2526,"[0.12198427734168293, 0.19725829720069732, 0.2183253552656107, 0.09634867137209169, 0.08541971347887378, 0.1882041386308103, 0.23390845443035724, 0.10575690562838136, 0.20742801971464808, 0.2253100761675203]"
2527,"[0.18743735279515972, 0.1383932708844321, 0.16163368717779336, 0.1982466773166377, 0.08812495531364073, 0.1738330713268451, 0.24104578046194647, 0.20052369052257113, 0.17155307186605606, 0.14257990452600477]"
2528,"[0.17006947968841601, 0.19221066237536477, 0.2212495043448044, 0.19194841106004656, 0.14449241986434358, 0.2099859548242704, 0.061842964805819745, 0.15699424031665843, 0.19209192632383254, 0.17130368876716529]"
2529,"[0.1922370484563617, 0.1409961721770383, 0.11817367490000585, 0.175772342866248, 0.17959531125609385, 0.18489305290718017, 0.2358016299579082, 0.12177618774793253, 0.2552784691827654, 0.1247384834982539]"
2530,"[0.17342108270620815, 0.18844460630558757, 0.15184913771631492, 0.18972587436325472, 0.20226664424327478, 0.2428597089810598, 0.09279957090726132, 0.14788845285443308, 0.16068406642813315, 0.1663097242617163]"
2531,"[0.1826837404002789, 0.1915830644672215, 0.1980249589467723, 0.22515733845708807, 0.1708588719743972, 0.10044985416857644, 0.20715602671762046, 0.192468690442684, 0.13651024743571616, 0.12536986469493516]"
2532,"[0.17392621199955416, 0.17877620381211667, 0.18102591371188592, 0.15985802117616366, 0.16029384023197069, 0.21948193707164865, 0.18602382682981755, 0.11810509736859787, 0.2241940726578744, 0.0848140081755887]"
2533,"[0.1504602972075425, 0.128399699404668, 0.21936657177229557, 0.1941596097676721, 0.20024562921984834, 0.24327469642806976, 0.18987780772802376, 0.09531246621921807, 0.17700409628228253, 0.11665528448130924]"
2534,"[0.12905765484510434, 0.18613235836758024, 0.14957211944806648, 0.22112826958873688, 0.1685039425382825, 0.16567652517344966, 0.1582137457021796, 0.17359173496646174, 0.15219762406150694, 0.20264259984421695]"
2535,"[0.13091179353331606, 0.1265457352285161, 0.17482393444604283, 0.2071543583459039, 0.18521426819552833, 0.19884617299593443, 0.16905648614867508, 0.18813267461187966, 0.13107074867943946, 0.20408100638304316]"
2536,"[0.1967548413798671, 0.13098199888356732, 0.21607323648698107, 0.13979358891551552, 0.1341473593027216, 0.16596445576110952, 0.2008783337368235, 0.1859136972591361, 0.13697174411074786, 0.20382531683155192]"
2537,"[0.14427892271382103, 0.17473203338111454, 0.1483805082778893, 0.14218767114309605, 0.20257309175550564, 0.20796176210044504, 0.12586300217350344, 0.16797338710185528, 0.21373889369821641, 0.1774911126262516]"
2538,"[0.1568853217198969, 0.18301591696273312, 0.16953645780543547, 0.13825058451702632, 0.23350381761518446, 0.1485113349773517, 0.16116425743672946, 0.15505379398882368, 0.17948473124927644, 0.16752106075161566]"
2539,"[0.1784594280724624, 0.1295710201272573, 0.18916127047993891, 0.18035183410406663, 0.16132138765682347, 0.17683739510381935, 0.20674974946662816, 0.21273723714702608, 0.1709735391978202, 0.1250955109032914]"
2540,"[0.2434831749861912, 0.15193056189704257, 0.14280903427173264, 0.13926060613692137, 0.12410023041753138, 0.1771951682981937, 0.1626957381558224, 0.15502624568288648, 0.19471137306955666, 0.22843818532383553]"
2541,"[0.14805274721856132, 0.18060468215778513, 0.15520276043306458, 0.17912283099709225, 0.17968558373942212, 0.14287148354688295, 0.1623830067595713, 0.15940454694904238, 0.18115951220476934, 0.2002938658448763]"
2542,"[0.20820241236433112, 0.16337510485514506, 0.10434304020470031, 0.22231584691612782, 0.1713106096783067, 0.13858640300030212, 0.17509639913871777, 0.18691321196356858, 0.148069821711872, 0.18649166070949752]"
2543,"[0.13244548726855132, 0.14244732550539774, 0.16305048465212757, 0.18179484675642454, 0.1715825007313485, 0.1938667600926629, 0.21744994846874577, 0.11793836411062553, 0.17309857676136853, 0.22005475066020563]"
2544,"[0.2392798812611766, 0.18844144372751193, 0.18304441597213417, 0.10247075900309166, 0.15051148011687343, 0.09475483849659849, 0.17084495557857482, 0.23542101572380025, 0.21175435207534588, 0.13359238178575839]"
2545,"[0.15066014012222384, 0.20102863698522355, 0.14382725069879765, 0.17494172178970036, 0.21033291429298306, 0.17986036784880444, 0.15938968727313596, 0.16238535989352454, 0.19484608579770624, 0.13050960996276817]"
2546,"[0.12306674580758126, 0.22120389790776818, 0.151068848184289, 0.18310120931349438, 0.17576699822482145, 0.1984132824689664, 0.1428762354885863, 0.21607040831721314, 0.14808171786939206, 0.16629840295088272]"
2547,"[0.17401392478803213, 0.15577217632739715, 0.16404494273262682, 0.22425322372950174, 0.19236282205087085, 0.1408300425923339, 0.2294709910918179, 0.10508010058664063, 0.15383768819233767, 0.17126783030045345]"
2548,"[0.18852189184089718, 0.18977655361629198, 0.1533301871201158, 0.18977470752939918, 0.20189059566769352, 0.18009075548768116, 0.17150785754995468, 0.1753940979180193, 0.14329770245502738, 0.12129657109008518]"
2549,"[0.18695908857276244, 0.1846787379598278, 0.20348807340715713, 0.23315034703042659, 0.07322470533404168, 0.16452585423940025, 0.178197766231744, 0.17158151740339278, 0.16842553785734238, 0.11126084733243224]"
2550,"[0.1680087876727876, 0.19997187538544214, 0.1659195940651702, 0.1508754822137066, 0.23362218298718695, 0.181796942475008, 0.15597497345432176, 0.1459008511974993, 0.08251520946086088, 0.2168370092635743]"
2551,"[0.1209979073777091, 0.20226439092780624, 0.1554578929380097, 0.10467841821528523, 0.2031650954209807, 0.15362223643302753, 0.12576602651078406, 0.1826535644319668, 0.20472728281375374, 0.24981773071030855]"
2552,"[0.18731293373973368, 0.06434448973732643, 0.13803614189971858, 0.1927318822289087, 0.1875194489186902, 0.11478696202649497, 0.1988146032698398, 0.24634162937068793, 0.16435408778001293, 0.19344032126905497]"
2553,"[0.17136093138596686, 0.20415449985358225, 0.20710432468792017, 0.15985569532840826, 0.14473780068902387, 0.22412612086649109, 0.12722869569950546, 0.17637570890463627, 0.18367172658140873, 0.1005668442269213]"
2554,"[0.1362509482500065, 0.16774097943442046, 0.21987362235576602, 0.18955928719510762, 0.1466801483760306, 0.1705070181088788, 0.20772542144361117, 0.16400169815500665, 0.19181168559999717, 0.13183080039142947]"
2555,"[0.14057073093133032, 0.14363632653654945, 0.20519098061676633, 0.12030878316135185, 0.1594310999265005, 0.1870419513117818, 0.19626861863426204, 0.191305444738319, 0.1608645418635113, 0.20048194857596646]"
2556,"[0.20054182968133683, 0.12601693956601578, 0.1815320686200339, 0.13780923533747724, 0.17567638274828, 0.1687479380133894, 0.1711178434578885, 0.19068171642267562, 0.1883926720173581, 0.17181626853737808]"
2557,"[0.19290810289175442, 0.15024093103046354, 0.13206874280580727, 0.19833779238355054, 0.19073475693831976, 0.15433248660200394, 0.20256872745036203, 0.23186479253759573, 0.08378329045282651, 0.16768218710723348]"
2558,"[0.15609090601277453, 0.1613489653974466, 0.18775040867223403, 0.11504392715298373, 0.19885912945269124, 0.13211929652620036, 0.19650846923592735, 0.1877680402957922, 0.20413161861085027, 0.15891792549537131]"
2559,"[0.1559632184333254, 0.2664914925287951, 0.15262016162979553, 0.1224639713717166, 0.11754145331317534, 0.14954466561633606, 0.14756797931465082, 0.23704368656676378, 0.15830435395165166, 0.19798125921776188]"
2560,"[0.1763402518143523, 0.17330784437595548, 0.15980467616125504, 0.11355349250105684, 0.18152083881456638, 0.1447535216662189, 0.12889617314145552, 0.17142014771782998, 0.2171355563321622, 0.23603523275040184]"
2561,"[0.21275174600586177, 0.1486466879773809, 0.1144934731366044, 0.17540838952601012, 0.2181058603023316, 0.1632408554838709, 0.1619549957111861, 0.1311314497182533, 0.11083580115237501, 0.25520049948193124]"
2562,"[0.13917968380125745, 0.18028218283154152, 0.16269506526634836, 0.18000878331788583, 0.17421309363569626, 0.2028668382496026, 0.21348953030839524, 0.09415618725488173, 0.17942498751332148, 0.18727491535866303]"
2563,"[0.17203731837636704, 0.1894490698123651, 0.16181001316959054, 0.12493308242305723, 0.18741707886810932, 0.15058732523209117, 0.12555308004775811, 0.27954246451887066, 0.18237316335209675, 0.15007869188691725]"
2564,"[0.1945641602504612, 0.18004673092667423, 0.17833058397171098, 0.22636493721804063, 0.19117037119047875, 0.14140760215424053, 0.16505012570110922, 0.14642074435828611, 0.12484781708183357, 0.17431599240387508]"
2565,"[0.1762501526911202, 0.24762132780529045, 0.13901202692117154, 0.16511708393244207, 0.1546733102255764, 0.11458604198132472, 0.22395881166601728, 0.12791032394865376, 0.2042761794853598, 0.15215415837783364]"
2566,"[0.17520107233718285, 0.11683377345327195, 0.1539310435787803, 0.14244119423429435, 0.21279026640289134, 0.1855293073113996, 0.19357541987112403, 0.1449772122705455, 0.20143437877068382, 0.1871061404962141]"
2567,"[0.19098006283148128, 0.1711786035132712, 0.25192490933303846, 0.16601819154647435, 0.20119910763256543, 0.2166173459233448, 0.06356086896794422, 0.16928543752810377, 0.14751848588739325, 0.1130752933574366]"
2568,"[0.1946219740297781, 0.13953435597274189, 0.1185006955455652, 0.16986906635097776, 0.14681353637206862, 0.14132802223169372, 0.22710564863185534, 0.20578430252913404, 0.19551370918196398, 0.18070856453000106]"
2569,"[0.1826233713753337, 0.1965557304133555, 0.17526813478241032, 0.09690302250379101, 0.18802449151660416, 0.08806053151103321, 0.2415795299744392, 0.1499128691624979, 0.21549161727237465, 0.19274727163657013]"
2570,"[0.15678737557580935, 0.21960203156503688, 0.19918601827125104, 0.13311239237334438, 0.1524085283740969, 0.1851609851076198, 0.15350209655499236, 0.17189038368361864, 0.19843405149088011, 0.1514841795040951]"
2571,"[0.22196247212241305, 0.19836796493896758, 0.18229280311537022, 0.1716812665038141, 0.14606591898637467, 0.1507330274974128, 0.16915744582947212, 0.1539943559103052, 0.18311677328957388, 0.1280569235673118]"
2572,"[0.11570174034402281, 0.20037065308787272, 0.1591974582397303, 0.13732580451488885, 0.19306458986641695, 0.14844611803998542, 0.23010224566868054, 0.19762990694267513, 0.21533741369533488, 0.0991905666127949]"
2573,"[0.18143515205668959, 0.1850380731806075, 0.15363162382678364, 0.1851259036730062, 0.11575863990015833, 0.19758986093735575, 0.1319990033401527, 0.242321671472426, 0.20124036132756262, 0.11217543246279926]"
2574,"[0.1236770183950725, 0.20123626852520715, 0.16225315503159732, 0.20244533382760665, 0.12685375149236755, 0.19110674527956628, 0.19334086627932667, 0.15584474920991143, 0.15061968608506748, 0.20946576453599675]"
2575,"[0.1679458568156319, 0.18416788836888964, 0.12430781411258673, 0.21003116930134735, 0.1117889350143817, 0.19996783922470107, 0.18953456050483608, 0.1949409831950969, 0.14206284784955392, 0.17392825077848473]"
2576,"[0.1567653573855876, 0.16250809422711476, 0.13544140322428155, 0.11683075936697085, 0.17528845498406376, 0.2153829854189453, 0.19132926770833658, 0.14964216758610305, 0.12745038419208177, 0.24446102895213762]"
2577,"[0.22980712232893552, 0.1603534388343416, 0.1888251838172329, 0.19076134660416832, 0.20703402494178247, 0.06908896892959737, 0.20405541172679542, 0.15717179020665706, 0.17167014465757136, 0.11024024294055257]"
2578,"[0.19972490394368902, 0.20175358671232257, 0.16767049357735087, 0.21096969148598477, 0.1424185658160977, 0.17098060339428556, 0.10808164205756132, 0.19271888648353996, 0.20819931761830346, 0.1117767749630354]"
2579,"[0.17479604242881097, 0.17530159794959843, 0.18510584309053912, 0.1862256275061388, 0.2396721294489741, 0.18835697133241336, 0.14377859302725438, 0.17839308962385392, 0.13978401869189327, 0.09658035146525168]"
2580,"[0.17591110081260497, 0.21269542842342337, 0.17018076324835318, 0.16547417463321779, 0.09413654566504404, 0.16478017181662397, 0.1520052094653529, 0.23803368208948916, 0.13990612138825442, 0.20499928865399175]"
2581,"[0.14808269276525854, 0.181361380853574, 0.27248186588366496, 0.19219922518939125, 0.16173541391391044, 0.19893374730071356, 0.16005337345050807, 0.13100076706455666, 0.09172482351341571, 0.17574040303523109]"
2582,"[0.14349529674630446, 0.23848387181907515, 0.10623576007724311, 0.1960369711087836, 0.19653773146277354, 0.1607272164527861, 0.1473394640013701, 0.15857855496906093, 0.18947781176671386, 0.18347061298528955]"
2583,"[0.16874182055957154, 0.16336313395307078, 0.15126924240044792, 0.16699098639601195, 0.09811463632288941, 0.1896696095275524, 0.2656490521274585, 0.08604076749264455, 0.22751355730768097, 0.1916745976398897]"
2584,"[0.16134282159865798, 0.1655532617954214, 0.20773695145294502, 0.2131035648239038, 0.22270073497491327, 0.09014106103318065, 0.12251327913367083, 0.11596305208549995, 0.2371591275361189, 0.17444592771410505]"
2585,"[0.12079548235197812, 0.069612186019399, 0.19726723935146928, 0.17745231478061485, 0.2044008977071733, 0.17752954058468529, 0.19808915622121726, 0.1954544003088955, 0.1996503929298099, 0.18429827594830728]"
2586,"[0.22096448259222512, 0.19351318960653485, 0.1536038010901124, 0.18171625264347446, 0.15052208716770987, 0.14641027865247735, 0.16293993319727185, 0.16886656787285892, 0.16548983902153702, 0.14813064022625666]"
2587,"[0.14216260282917592, 0.1778183693298968, 0.1567312069360084, 0.20417011377615346, 0.18070583656393235, 0.23627179811967947, 0.11840903545964332, 0.16543791678306974, 0.10451297858197761, 0.22167106948704662]"
2588,"[0.19447451280996808, 0.11500423635045876, 0.15999899042290167, 0.16145287867096048, 0.20532534771247934, 0.21112524875216843, 0.13551930676766188, 0.15308387437741988, 0.16962461765931547, 0.1989117283656795]"
2589,"[0.14096904026047719, 0.17284402604305593, 0.18389970106441733, 0.20209412936151405, 0.1867904521629813, 0.12664064116525586, 0.17654141820344948, 0.1771607468480817, 0.17655718950821353, 0.15518817086315473]"
2590,"[0.18622295897658625, 0.20942359454492476, 0.18163170029273912, 0.13305568948345192, 0.13092749162587047, 0.11715128360386828, 0.18928240133352892, 0.20927287368766445, 0.17300516728558546, 0.18635366979180412]"
2591,"[0.12930396412039813, 0.11981544609938732, 0.18035037299226342, 0.1289798761765737, 0.23401962681741661, 0.15725166864831375, 0.18300258473840858, 0.1890490422389478, 0.23854709479818226, 0.13782209483441277]"
2592,"[0.1968875214466549, 0.2113880172772763, 0.10405564227302744, 0.1681461410664109, 0.13790093401513326, 0.2252098312543367, 0.13884501696232365, 0.14722952971301684, 0.2001456668930831, 0.17837133054194587]"
2593,"[0.17544105145556865, 0.22894983237783417, 0.20844273369137967, 0.1732229570798789, 0.15312097755447285, 0.19215939939987292, 0.13167256278420814, 0.1644279230087845, 0.1463582402947997, 0.14170539891795897]"
2594,"[0.19913763125945017, 0.1863182780687619, 0.17952357882669645, 0.1905307972265452, 0.13376567417986573, 0.18676460624661462, 0.15511611897681687, 0.18415839250782595, 0.11926821738061122, 0.1640880219780848]"
2595,"[0.2008191419050004, 0.10457103013022273, 0.14165865767242014, 0.19203212086172738, 0.2723388645803154, 0.14341668651038897, 0.179882112959589, 0.20196068701712933, 0.1476237165766009, 0.12215366233973923]"
2596,"[0.15136827119178786, 0.13360510580498475, 0.16319019470425422, 0.14161598610818615, 0.20954508235907277, 0.1741548411693532, 0.14080732169944998, 0.2191186496057692, 0.21877372716124588, 0.16602520574533353]"
2597,"[0.15080265924759162, 0.1636301238844956, 0.1832181496109293, 0.2039655351519406, 0.185463091161706, 0.1695868634223765, 0.14541361090513127, 0.1375616286633442, 0.19323621203890928, 0.1508758902790861]"
2598,"[0.15969601884650886, 0.18665930905587602, 0.1780861171997582, 0.18149747474582856, 0.1434978804613588, 0.15040124938917032, 0.19513003808783724, 0.16810908302994132, 0.18651799733898777, 0.15914838199422676]"
2599,"[0.13782050995949435, 0.15405031941457414, 0.1479190029222942, 0.23239391308620594, 0.13943364426056915, 0.22830017666344615, 0.19350306031241182, 0.14102282899022778, 0.1458779805337732, 0.14741425635222938]"
2600,"[0.21056619207409066, 0.18865293387170978, 0.15002856566063083, 0.15420967663924456, 0.1832026401126552, 0.12239058788482804, 0.16240207116970373, 0.22479656689432248, 0.13438208110106098, 0.18238128572035894]"
2601,"[0.17833995024328209, 0.14507128920347456, 0.17679357845352606, 0.0352479122692444, 0.16928067077924247, 0.21455257753230028, 0.1982487315822422, 0.17303908696966075, 0.22047918120596588, 0.19740027877023458]"
2602,"[0.20550939024557013, 0.14538140862905846, 0.13880037492034292, 0.2191016573104938, 0.15805258747226458, 0.20860812999832756, 0.15167471908142793, 0.16656894114797338, 0.17480354792499198, 0.12650961545519124]"
2603,"[0.16525548572391358, 0.14025449824252745, 0.2041347358728438, 0.212011249256709, 0.18746799659078006, 0.12313895984978818, 0.1576810412873727, 0.18636969737824327, 0.13723535274153698, 0.19395051508236127]"
2604,"[0.22999397067332283, 0.20100501352004996, 0.1702502393004467, 0.2213381883784078, 0.20233116230882497, 0.15582794546026146, 0.13068863713823975, 0.09987384055721837, 0.14957439535160377, 0.1401853921567271]"
2605,"[0.2173779932367056, 0.1784414715494993, 0.13419405252173477, 0.17161655065340298, 0.2173575011789468, 0.12263111345123434, 0.1450289787165665, 0.17528999812096502, 0.18583031266430194, 0.1466631288946164]"
2606,"[0.15554191382155036, 0.14271986389214564, 0.13046181392569378, 0.17039575698844678, 0.15080570504016888, 0.22462954819455705, 0.1486152787710019, 0.17059171034394005, 0.2044405959751049, 0.1834766247735139]"
2607,"[0.07048101265583784, 0.1770483747727859, 0.26126299032097, 0.15734944761703618, 0.13910891186682117, 0.11104217142634143, 0.18060164668286172, 0.12316929748928396, 0.2681857114080769, 0.20618625881335628]"
2608,"[0.18203437596806216, 0.19132975860127466, 0.193412000000158, 0.16173405694934928, 0.11292325857168217, 0.1429934847830382, 0.2516720305509633, 0.14203563047504242, 0.1577273296497983, 0.17503060623066435]"
2609,"[0.15405831972839634, 0.2169903780421263, 0.11434707968322899, 0.22830523917032175, 0.14890666115264095, 0.15302377402399914, 0.22195533204252726, 0.16301552523961926, 0.15856869860750267, 0.1577602744661878]"
