,imv
49,"[0.1599688842687473, 0.11414359437782531, 0.0898594134523265, 0.11917512071803592, 0.11561317436720095]"
50,"[0.10718610968779269, 0.12222390093123803, 0.1511579291464452, 0.13866119568259164, 0.0807051632075975]"
51,"[0.11234340788764129, 0.1042838687140877, 0.1226978617137278, 0.1559728022907258, 0.10615650796584208]"
52,"[0.14177858616170538, 0.11023521422536503, 0.11347306171845133, 0.12282542596561631, 0.11448020289570786]"
53,"[0.1144920121659188, 0.12576731150362563, 0.11150646268502878, 0.10228775306203512, 0.1401388535492644]"
54,"[0.0908296501860389, 0.11524247914052983, 0.10691952403022019, 0.1419077694460204, 0.1506288078007754]"
55,"[0.11509505476104206, 0.13776348097165772, 0.10950566422888484, 0.09911323301468503, 0.14673684591116634]"
56,"[0.13172496969245184, 0.13338022839138, 0.09799317896566816, 0.11165576373294767, 0.1297036360395751]"
57,"[0.12399895652442929, 0.10450777018833948, 0.15121964102885532, 0.11911993591538528, 0.11084370187872913]"
58,"[0.1459614208111441, 0.1355132156581122, 0.10460369860135517, 0.13805232453177912, 0.07139689356536343]"
59,"[0.12348918577349764, 0.1534929566898661, 0.12987659624886963, 0.11098502608411362, 0.08655027507272431]"
60,"[0.12908242432092099, 0.11958054394798825, 0.08693010298037902, 0.10574126021835509, 0.16226668020687482]"
61,"[0.10529432002898052, 0.11559082249819012, 0.12189814792738274, 0.1354403596666304, 0.13354141107193432]"
62,"[0.12227255872879197, 0.13316741149516115, 0.1417287877039328, 0.12300115892709235, 0.08470046535229211]"
63,"[0.11985775205097243, 0.09673302753193175, 0.12268076454812658, 0.1282916417663734, 0.1487465373848572]"
64,"[0.11020423148884949, 0.12421927925967191, 0.1126639507786923, 0.14275593487371716, 0.10662270580340082]"
65,"[0.10575810306797803, 0.11219123545229544, 0.11480398680932899, 0.1273355375434665, 0.14924936479207715]"
66,"[0.15740597750335641, 0.09734230429119459, 0.11053611335822633, 0.11603663976797957, 0.13020921085968407]"
67,"[0.14789837980972032, 0.09832241156970323, 0.09425705336220683, 0.14975552001573453, 0.10940004570024119]"
68,"[0.11611623976933323, 0.08719746616418615, 0.14472185403318677, 0.15140682098300975, 0.09384921834870309]"
69,"[0.1289587472484529, 0.08380080932562169, 0.12879028528489908, 0.14028686108458369, 0.12725764970676828]"
70,"[0.1318023257566433, 0.1082438562924399, 0.14813578481582262, 0.1402321991455311, 0.0797002350675172]"
71,"[0.10659970625613495, 0.1291427837086243, 0.14938521926902934, 0.11194842774837742, 0.1101735639339488]"
72,"[0.12295255167886505, 0.09520261040365194, 0.10867705240497819, 0.12362038830471131, 0.1581151216009189]"
73,"[0.11437473840195571, 0.13379610153962657, 0.10461609087176017, 0.14860718912930368, 0.10577868399517253]"
74,"[0.10309768279469422, 0.125500369700789, 0.10939092100361233, 0.14512450860561046, 0.12452644788314017]"
75,"[0.09281550332118961, 0.11955930129569473, 0.1597006756860546, 0.1297922452478221, 0.1082994957160383]"
76,"[0.1237613323956917, 0.11873320415559617, 0.13248713917702817, 0.12687206267103762, 0.1018247834252998]"
77,"[0.1570481031522139, 0.10854443757488108, 0.14806461068150767, 0.11215054051594259, 0.07691617758706422]"
78,"[0.13521499513176563, 0.13844320713061817, 0.12960036543958445, 0.09557167540629505, 0.1006721757168842]"
79,"[0.1082794238059507, 0.10298922862383018, 0.1586560779591625, 0.10192819710104717, 0.12125893684710287]"
80,"[0.11681807530037577, 0.12003977458998384, 0.09988094119806791, 0.13533106481711865, 0.12902441550204427]"
81,"[0.11897584048004006, 0.1428463301878933, 0.1236580126644416, 0.0972347541654537, 0.11500411896207009]"
82,"[0.1027800300027103, 0.13221151952093602, 0.14008887456861896, 0.10206943219810483, 0.114885650115652]"
83,"[0.12039632541830335, 0.1268930727151622, 0.13546510953988034, 0.10184924095058849, 0.12877149742566113]"
84,"[0.14541182874588574, 0.12795805871386468, 0.10234032735747062, 0.12760890054850488, 0.09564299756116222]"
85,"[0.14375392059752778, 0.11148897191681793, 0.12797333042873382, 0.10745524737582397, 0.10939570835967473]"
86,"[0.10408619993053227, 0.12460792138644042, 0.14798944290293833, 0.11295140901192964, 0.1126216039591555]"
87,"[0.10591327074642942, 0.10148072923965513, 0.17138534878658548, 0.08993085554245187, 0.13495549113147873]"
88,"[0.114292171948398, 0.11038447869316277, 0.11046170444674479, 0.16352950337591157, 0.10563712624324012]"
89,"[0.08626837078025096, 0.10865761990205096, 0.12733537898624445, 0.13250502449226226, 0.15372687231988852]"
90,"[0.10638840049806843, 0.11086441568929106, 0.12486936127258036, 0.1321587609582592, 0.12064588685473897]"
91,"[0.09889694929481911, 0.12094375878085925, 0.15657931921383128, 0.11472334923902089, 0.10512626230510493]"
92,"[0.1585725930481258, 0.08333394517984737, 0.13484650779681515, 0.061151388621310754, 0.1497329805545119]"
93,"[0.11849834301650967, 0.1274209794101057, 0.11117753426195286, 0.1141162107462872, 0.1287677710054415]"
94,"[0.12430505561974797, 0.09239802992495795, 0.1254486856712272, 0.15310055004963666, 0.10423796238648045]"
95,"[0.14856815882006516, 0.11590994708097467, 0.08514420912257625, 0.1452584536813442, 0.11513024983653035]"
96,"[0.09389624877817561, 0.1408958214962621, 0.1192758549708594, 0.14093395176998325, 0.11193281857662545]"
97,"[0.1218844406977535, 0.1028181184787239, 0.12383374837366802, 0.13323834296543335, 0.12003181080622534]"
98,"[0.10588525382680351, 0.14293766425405421, 0.13382754267047087, 0.1153683002485882, 0.09499552998433293]"
99,"[0.10809994875070347, 0.14682081678058972, 0.13508723228193326, 0.1046667570911489, 0.10723057211969876]"
100,"[0.14880145590942107, 0.1087794151257817, 0.11411281680017185, 0.1219927842390861, 0.11353366045601523]"
101,"[0.10661167663045928, 0.1367909631387251, 0.09942645936315953, 0.13636213801192332, 0.13378193626284937]"
102,"[0.10027471384329403, 0.13801336058374658, 0.12223288875334595, 0.10583157497939924, 0.13055513850561323]"
103,"[0.13996818330322974, 0.15942858670618487, 0.07242368069223812, 0.10891464744552382, 0.12162437234211237]"
104,"[0.11813043642855933, 0.10804697039635293, 0.11270107282488928, 0.11514933208413661, 0.14285683495098814]"
105,"[0.13584074675627378, 0.11061100696434, 0.08490765741383033, 0.13755778850093997, 0.13156398026310617]"
106,"[0.16518349179179442, 0.11248100798852823, 0.11100938175726742, 0.10856486221033428, 0.11611179065214376]"
107,"[0.11117760153618447, 0.13485065562732326, 0.11603191372080286, 0.09417351170368374, 0.1420218914314481]"
108,"[0.11382495858103744, 0.1335955565828367, 0.10426040796846747, 0.11495909375370987, 0.14278317385190278]"
109,"[0.16176303225234626, 0.14711124458786085, 0.10836180153274899, 0.0864985679457215, 0.10558581031777789]"
110,"[0.09116124641883618, 0.16440294707636524, 0.1276045470627909, 0.09481690884303591, 0.13571416001487188]"
111,"[0.16313782603059668, 0.08487235231294377, 0.1275772730776691, 0.13287573407850375, 0.09951749147284693]"
112,"[0.15157698479897394, 0.09312875065074504, 0.1280199782206418, 0.12497714271748588, 0.10475877461711526]"
113,"[0.11418872178852142, 0.13524886940010689, 0.10287007892830158, 0.11624122692086175, 0.13212526127570498]"
114,"[0.12523611831722126, 0.12443961265872844, 0.11341992804979865, 0.1318110912423338, 0.10476386894299548]"
115,"[0.12613494696509395, 0.07750770633410427, 0.12445983284458124, 0.13324796826873633, 0.1335587114337471]"
116,"[0.136812011842903, 0.1629820032255155, 0.0921038214953152, 0.0846689886617806, 0.13309985640810443]"
117,"[0.07927527152992099, 0.11428640802667245, 0.12132628293308662, 0.14372124216257698, 0.13955100910428564]"
118,"[0.17184648016228765, 0.09347489245518076, 0.1090694855314143, 0.11828041366342763, 0.12094138325069946]"
119,"[0.10086511594453705, 0.12399597477408962, 0.12449707851013411, 0.07547914088385771, 0.16253961549974255]"
120,"[0.1282720784754992, 0.10194467756748118, 0.1094900673969822, 0.11278618092972376, 0.14545348709251454]"
121,"[0.11217748341594182, 0.14162096052404102, 0.11321442525670503, 0.13160371980640986, 0.0947588202030136]"
122,"[0.11429132767297343, 0.1338781896546001, 0.10831804376667764, 0.14156207945325525, 0.10746716620884587]"
123,"[0.11787032723191007, 0.10601455320747886, 0.10110559435965034, 0.14468527109074603, 0.1295565028639448]"
124,"[0.12471020422604323, 0.10986204093425816, 0.13690863929262598, 0.12699471482592603, 0.11104331743019531]"
125,"[0.11540020284426948, 0.09504242389893734, 0.10487218545162892, 0.1560278309050404, 0.12798637952477518]"
126,"[0.15407723175929874, 0.1177616985306542, 0.0965855997159177, 0.12812797306761023, 0.10632435217619979]"
127,"[0.08968777824005654, 0.14114345880751938, 0.13820131288012996, 0.11661234328627204, 0.11301578271369271]"
128,"[0.12881890990837067, 0.09824876413138088, 0.09538053918529521, 0.10936924052481573, 0.1776673779939162]"
129,"[0.12213924576324492, 0.11996975597364129, 0.09866448763124552, 0.15816409619136923, 0.10288666255138859]"
130,"[0.10407995246664549, 0.1404902987156582, 0.1114920189786381, 0.12302941811970422, 0.12826242914929467]"
131,"[0.09209119107240656, 0.16358576256323556, 0.13147458931448577, 0.1255863123722171, 0.0879111551756348]"
132,"[0.11142390004954125, 0.10520667667583086, 0.13906357616243806, 0.12911811742556462, 0.12595055489781457]"
133,"[0.11373540125669643, 0.13747031702017942, 0.09125074333736954, 0.12220311773229396, 0.135964717510867]"
134,"[0.12130891709027505, 0.20746279942500995, 0.07677297939059594, 0.13905401279981072, 0.10260441308349334]"
135,"[0.12261363521856641, 0.09014958585319836, 0.12926940629688868, 0.11204773890399596, 0.13836338844655707]"
136,"[0.1256586188104597, 0.13336675917519647, 0.1355341314216701, 0.130259433144965, 0.09443728483264476]"
137,"[0.10036627699700798, 0.14358509399021935, 0.13286823476040033, 0.13677628571940503, 0.09017541291480889]"
138,"[0.16169063363363606, 0.13161417820199667, 0.08265716752546902, 0.12560113249919536, 0.10280507991170341]"
139,"[0.10421190773018688, 0.09001479995296569, 0.14618960942808323, 0.14124621861717776, 0.12844647250875804]"
140,"[0.1597957037420037, 0.10970834331300598, 0.10752711538291897, 0.1210123071400506, 0.09827956786386345]"
141,"[0.09053418018295942, 0.13650030781417982, 0.11468985273416328, 0.126842231646237, 0.14034677644606422]"
142,"[0.0853234008748183, 0.12962761423326527, 0.1572177021164273, 0.11651295207671479, 0.12291649650187246]"
143,"[0.19811171644243653, 0.10013372577754155, 0.11327971409094828, 0.1301394627790298, 0.07410842628783337]"
144,"[0.11672428006630162, 0.13991660052398452, 0.12736615361722864, 0.08064652898486001, 0.14098581996919587]"
145,"[0.1503023533390796, 0.13318804271277399, 0.11032126488617067, 0.10120241044199874, 0.11556851785662024]"
146,"[0.11221787925021572, 0.15649046799309274, 0.10661229297009422, 0.10968892391396882, 0.12628660548904466]"
147,"[0.1331627904746954, 0.10061441577824418, 0.11605610157909521, 0.10444232599092343, 0.15361627640408865]"
148,"[0.14107295441921802, 0.11313081068762244, 0.12089295904601767, 0.12919025443176116, 0.09127749473626691]"
149,"[0.13340644011446887, 0.08590341488696232, 0.1395741732602877, 0.10097204081532991, 0.14223096391076787]"
150,"[0.06805004523104105, 0.1241663822761272, 0.18862452646480052, 0.13435600988289606, 0.10563276235474045]"
151,"[0.09987083689651666, 0.1307073163102204, 0.09650150618175395, 0.13228007653795398, 0.13885887047944323]"
152,"[0.1324741439873643, 0.10051992772022665, 0.10697499455119941, 0.13646455868644958, 0.12196673213402406]"
153,"[0.09887132721741963, 0.12677229183537989, 0.14260530498992902, 0.12184503265418561, 0.1107602921689326]"
154,"[0.11976459840718305, 0.11810795085710198, 0.10573993320103992, 0.1329647616517968, 0.12355467579966113]"
155,"[0.10314232990639109, 0.11447300910747736, 0.1345962876729691, 0.11280372887906423, 0.1324582300356607]"
156,"[0.1436790999096933, 0.125630598152137, 0.11123734870562244, 0.09582926037071061, 0.11891141986325887]"
157,"[0.12533778182231653, 0.13446390886011883, 0.10903852538280846, 0.10199240757226698, 0.12875383331600562]"
158,"[0.11264296581019742, 0.1243268344295944, 0.13179702701919963, 0.11589269556680903, 0.12167618060616556]"
159,"[0.14209793448333283, 0.11916122091256119, 0.10447423171701202, 0.15071723459499406, 0.08809556360849466]"
160,"[0.10717007658247438, 0.1247027442138281, 0.12163055480011879, 0.11619286246740365, 0.13355348552687094]"
161,"[0.09374232872432137, 0.11273439577112142, 0.10397151390395977, 0.1415982248519467, 0.15114470886398607]"
162,"[0.1258459656614642, 0.09667189920587292, 0.12907941451071803, 0.12991320209795554, 0.1246150000772988]"
163,"[0.0840597684977293, 0.1409183682859534, 0.134679647145099, 0.11639250483831995, 0.12139367600194774]"
164,"[0.10225630634230075, 0.1402147252718071, 0.09341527456250875, 0.12076439166366003, 0.1421909078229141]"
165,"[0.10612134520005861, 0.15557708402922513, 0.13139044744117653, 0.09133169121923591, 0.11679005534169931]"
166,"[0.13694950201408485, 0.09929176964544659, 0.1384922381052082, 0.11532686629184016, 0.10333795724656002]"
167,"[0.15411734287075154, 0.13128011120055114, 0.1205571359152444, 0.12462883608169302, 0.06869495758148436]"
168,"[0.12288978619082176, 0.12372272671510286, 0.1377992377839929, 0.11378432430601315, 0.10465631768715147]"
169,"[0.2316451645972167, 0.11897546117846111, 0.10022111257217016, 0.10069940820803144, 0.09268663993458638]"
170,"[0.14103741495950176, 0.134762299368055, 0.1312554912748031, 0.120642972840293, 0.06745090343389114]"
171,"[0.13076843452347656, 0.11750426295576621, 0.12777138408333066, 0.12397253387328765, 0.10723771919908207]"
172,"[0.12026908764348326, 0.12304062823660337, 0.12579148431420084, 0.09643746071449748, 0.1388168228794694]"
173,"[0.13374191466770563, 0.08865249880906524, 0.12810588732369563, 0.13311251773651994, 0.11837488916311446]"
174,"[0.13779441650073737, 0.10582475199720841, 0.10599938188943753, 0.11977921558169474, 0.1249347984899241]"
175,"[0.13108394163402393, 0.13783043040332277, 0.09591994694069449, 0.10981845589041356, 0.13392621958108578]"
176,"[0.10755641609437892, 0.14063849429284744, 0.11841154103632201, 0.10855023652311767, 0.11737344816096106]"
177,"[0.1103234793507225, 0.09159191815315408, 0.12920389123267395, 0.14363639861065708, 0.12366179267731815]"
178,"[0.13479148629045912, 0.11729718237451142, 0.11069677813079425, 0.13778582262506422, 0.09687162238329869]"
179,"[0.1424504263392348, 0.10615734855243822, 0.11680877208176772, 0.13357208504823234, 0.10804587107109394]"
180,"[0.13001532660361892, 0.10426357700223621, 0.1324646284667272, 0.13097050127870855, 0.10466545464326041]"
181,"[0.1434958639429097, 0.07954259083438314, 0.138230108031569, 0.1389756872487406, 0.1082585045625524]"
182,"[0.15962190052255815, 0.096987778604102, 0.10408586055778943, 0.1239457291285491, 0.11678679648860392]"
183,"[0.0808711593311846, 0.15937671975024895, 0.12051762773605121, 0.13495451467904448, 0.1284494723108322]"
184,"[0.12280510130941003, 0.11377910391046768, 0.12521762281796112, 0.12180198772984696, 0.11380050708290854]"
185,"[0.1175238482216513, 0.11991111031484972, 0.1243804744344677, 0.10995859848220788, 0.13460329249946631]"
186,"[0.10233289512213485, 0.1088036422748983, 0.08698132044529885, 0.1669064592507979, 0.15728116912675844]"
187,"[0.1396584099166563, 0.13386984558051926, 0.10240138161484663, 0.102475677861878, 0.12269965440474641]"
188,"[0.10183144367064122, 0.14513092872830902, 0.11448494749071762, 0.11060964970124273, 0.132652480261004]"
189,"[0.08560120645856974, 0.14032058304274383, 0.09388514359315928, 0.1257024729241976, 0.14546997769561645]"
190,"[0.10199855737998204, 0.1396313120339927, 0.1505436464068563, 0.11817123826481715, 0.09085924587114809]"
191,"[0.10408132920361204, 0.13915062387341331, 0.11016641565847955, 0.12793248602194093, 0.11737612696344504]"
192,"[0.09854081532263916, 0.14174805615646582, 0.12325619531322489, 0.09793802120000626, 0.1364889512646227]"
193,"[0.11020866020143563, 0.15250223773468655, 0.10196865173161115, 0.1167225809632485, 0.12672398864831033]"
194,"[0.15656689502737695, 0.09804593785189686, 0.136871558083448, 0.08797346478178758, 0.1118498896403707]"
195,"[0.12441642865458226, 0.0979415771307262, 0.14192851888251257, 0.11439836192257698, 0.11779888448427547]"
196,"[0.12538357258196986, 0.12845303485866133, 0.10545303544491856, 0.1303316705019507, 0.1106749287664897]"
197,"[0.10152632336905365, 0.1122530036932617, 0.12090397803538677, 0.13361472805434793, 0.14263486581650117]"
198,"[0.1313920214486139, 0.11204180043191607, 0.11073357844258708, 0.1544715459959293, 0.10607025829741273]"
199,"[0.14146068045282467, 0.13997738435961976, 0.11334445262257903, 0.09766406164464536, 0.11416441160266196]"
200,"[0.13645517106457777, 0.10014131290735744, 0.15127270587418332, 0.11760992639873413, 0.09421230650116012]"
201,"[0.11936896128495042, 0.12686112798609456, 0.1100453346731463, 0.13188095911190037, 0.11065951522493017]"
202,"[0.10916966352935027, 0.1511045417680967, 0.14222313804499195, 0.06737225293596337, 0.1464447752138213]"
203,"[0.09175179814760086, 0.12406325228871837, 0.11550414058394558, 0.14383402559619382, 0.12045740639656147]"
204,"[0.14194480057796022, 0.09494963550650788, 0.12637507549425078, 0.11290997537615038, 0.12407516794956377]"
205,"[0.11481119301188088, 0.1253031350724425, 0.12312789976582413, 0.12201621944369093, 0.11621985697354638]"
206,"[0.0735959311394349, 0.1300510125823885, 0.11925653258877839, 0.12855606109724582, 0.1612006423115707]"
207,"[0.09204882987041053, 0.10747044685327227, 0.1719741765437576, 0.13255618260969818, 0.11458537215002959]"
208,"[0.10306798383795794, 0.11915928561966331, 0.14030285314052215, 0.11279223956713794, 0.13775416500541965]"
209,"[0.13581522148278585, 0.12307597174983193, 0.1510344061310816, 0.07944739017100587, 0.11904177422865853]"
210,"[0.12892612428426295, 0.10984078012056901, 0.13054467057262556, 0.09219524431685028, 0.14012252319715693]"
211,"[0.1044638214723305, 0.10959914064750678, 0.15159137217364976, 0.1420551465661938, 0.0961188399601785]"
212,"[0.13043008283217847, 0.13143432461275598, 0.0904556622856345, 0.0984301627894585, 0.1467627849937107]"
213,"[0.09867510999648398, 0.08666787499997133, 0.14924276497127378, 0.13163643363217503, 0.1366382133724209]"
214,"[0.12126429763071661, 0.12950113482029038, 0.05935193905593232, 0.13569713680131876, 0.153335777746597]"
215,"[0.12612027705865092, 0.08837894600913113, 0.09538370458432259, 0.1260398883032631, 0.16798647666745872]"
216,"[0.13481170000500967, 0.12874889731387004, 0.10166876333340943, 0.10796747528296613, 0.13125614652617149]"
217,"[0.11997872327734782, 0.15093880733383058, 0.09055229876943087, 0.13730239619726162, 0.10994332526714155]"
218,"[0.12236575817458277, 0.12960411608103692, 0.11273900456857155, 0.11461618474886417, 0.11841921506018803]"
219,"[0.12142026491895222, 0.11213104663727856, 0.11679545490555579, 0.14230660301853695, 0.10823104180442865]"
220,"[0.10472697101123846, 0.11460378546186, 0.13184493698271327, 0.13314088496970103, 0.12108363095756226]"
221,"[0.09393972130337243, 0.139585471222084, 0.1308961456014204, 0.12681241665486573, 0.11318155273348056]"
222,"[0.12960312400913376, 0.11742600150978263, 0.11331000420519516, 0.12282393381824021, 0.110320833027043]"
223,"[0.10874793011685273, 0.11552808325777836, 0.12217702174096473, 0.11789147375913911, 0.14007412811934758]"
224,"[0.12749247116498091, 0.13547965467575745, 0.11948849961162895, 0.08996910171734264, 0.13259831745117534]"
225,"[0.17264120611541495, 0.13956122713721966, 0.0791751512367657, 0.09779810828371108, 0.1217827537839618]"
226,"[0.10493559798205548, 0.11663954511917442, 0.1270876699505012, 0.12168029044660604, 0.12973477372330428]"
227,"[0.10662323027603555, 0.13402832478825716, 0.1373443801681484, 0.13070287084846438, 0.0940960479646112]"
228,"[0.120012250389781, 0.11650565615305451, 0.1386617412718325, 0.12095173082511461, 0.10670638950857952]"
229,"[0.07630264991182978, 0.1016642751787045, 0.15887448773945487, 0.13713482952115255, 0.1403019139552373]"
230,"[0.12913382621262853, 0.1760972290154432, 0.08960836410770352, 0.08328099111246948, 0.13273525181260418]"
231,"[0.11016627365091536, 0.1291432680828861, 0.10911213178896066, 0.13573083585399207, 0.11559956625074215]"
232,"[0.13208841323978837, 0.11471650897599617, 0.11585172406722875, 0.13642043074730598, 0.1051404294537084]"
233,"[0.07960933349573508, 0.12080710802100454, 0.12098818830150607, 0.1454220747995474, 0.13498950049774108]"
234,"[0.13356111126131087, 0.12433941925119299, 0.12218511123432713, 0.09238017512612628, 0.12156896002419257]"
235,"[0.1052837714844254, 0.12164422717363332, 0.13300633768955186, 0.12394957902656838, 0.11893993798462507]"
236,"[0.11031523430992685, 0.11750775826773471, 0.11010558883917519, 0.10893429951291304, 0.15234636465547371]"
237,"[0.1302218390555925, 0.11874723597310802, 0.11762401445905865, 0.08581087553405445, 0.15227961297216738]"
238,"[0.12359451797393008, 0.12011614031589614, 0.14128291885038244, 0.09907673857208993, 0.11962343136483773]"
239,"[0.1611843002479833, 0.09710558983123305, 0.1259929628695042, 0.1260020787325387, 0.09185592563612671]"
240,"[0.12573147237328852, 0.16257785474965142, 0.1263071112345848, 0.10357035293721246, 0.07842991940572665]"
241,"[0.1574385743591332, 0.13600426324817735, 0.10047316891504587, 0.10186132915868679, 0.11102846708280363]"
242,"[0.16522737480693844, 0.12754563765363647, 0.12285680891707315, 0.11527484369498825, 0.07395875900929118]"
243,"[0.1459760983151216, 0.0935673334403551, 0.12800628411904633, 0.12001668211728042, 0.10320988292050008]"
244,"[0.1500834724178624, 0.10827272438448929, 0.13342781474798807, 0.11110202033807305, 0.0963022767513134]"
245,"[0.11553662561339974, 0.12311534091188478, 0.10564446155082417, 0.11770200689588425, 0.13565889920622215]"
246,"[0.13153644945091092, 0.09916235907974111, 0.08270453251574161, 0.139832735564209, 0.13881898967235132]"
247,"[0.10855516742476741, 0.0838118136507623, 0.12926243045015917, 0.1343748862311494, 0.15899834070527977]"
248,"[0.12018834756715374, 0.11391471744123989, 0.13219921068582854, 0.11618348886061072, 0.11358552478120279]"
249,"[0.09778585645644734, 0.13183581855116458, 0.11959626543153463, 0.13615126265764763, 0.11431835328595905]"
250,"[0.1378781137536639, 0.15341399435700276, 0.10436985075373138, 0.10949475819203494, 0.11039644796667074]"
251,"[0.08357211092301273, 0.1468160383306648, 0.10962778116124734, 0.1512954594094272, 0.11077989228866533]"
252,"[0.10618216549376211, 0.1374974471839801, 0.09236680958050984, 0.10149281390314834, 0.17903957092641995]"
253,"[0.12229475413338277, 0.12382509905890127, 0.0955480317296808, 0.15286070255938886, 0.10016969016186471]"
