,imv
221,"[0.11845403087339981, 0.16851806053410773, 0.1123459459119998, 0.12373400542717786, 0.08078744276231128, 0.10406099246026368, 0.13807585261665495, 0.12264645785547945, 0.09043428529936993, 0.12922351908479263]"
222,"[0.11689808610119834, 0.0981204889113545, 0.14076873939822218, 0.13574037942716802, 0.10863762061994006, 0.09762704590095253, 0.08871983375509596, 0.1347337829480689, 0.15284795816546434, 0.11739296497332125]"
223,"[0.11041172365921886, 0.153032744880722, 0.09416148326914871, 0.1339634755984506, 0.12461083342045372, 0.14521449686195137, 0.09475289238185358, 0.11656873966081664, 0.13227040091926726, 0.09249449251345783]"
224,"[0.10216352457112628, 0.07000833337497674, 0.11585583269624605, 0.12140621518626339, 0.13759742021531585, 0.12978108501066465, 0.14071427437595768, 0.09705308309743621, 0.13189860390867578, 0.1383111876221499]"
225,"[0.12463565925427203, 0.11282524553750027, 0.13293502245838748, 0.10312838528381463, 0.10389563967077466, 0.12548765564516245, 0.12191274835121367, 0.12281880122393103, 0.13667683339973818, 0.1191516024970405]"
226,"[0.09633829349709948, 0.1259271140864796, 0.12854146011477863, 0.12022574882397548, 0.13614656938279118, 0.15651449367064907, 0.12616120618558993, 0.12187942198856337, 0.12158074764029383, 0.05816007186083273]"
227,"[0.10388600046987634, 0.13782432929594682, 0.1464631177719758, 0.1284236465729925, 0.12680604531337034, 0.1166024035238454, 0.10545563372984505, 0.09362643442071161, 0.1199967114695466, 0.12546190427168513]"
228,"[0.08622534102178592, 0.11201944175265341, 0.12006632510394884, 0.10230157852326852, 0.12571892409388463, 0.1333690269788703, 0.13584782723933486, 0.11813464713866406, 0.12451662838104967, 0.14580026828882764]"
229,"[0.09778677866627547, 0.14958041154179516, 0.1323164673501687, 0.09875696785351681, 0.11916321472099387, 0.11056008633139695, 0.08063279463930001, 0.14805932795549667, 0.12066553366665532, 0.13523957346181295]"
230,"[0.10319538171969192, 0.12994940884596812, 0.11450729464538781, 0.12300571428951185, 0.14372132221646278, 0.129446568689172, 0.0803593147909797, 0.11760025635178535, 0.10914763290504782, 0.13834510963443275]"
231,"[0.10643934961569858, 0.12752688707192966, 0.11408011928795668, 0.11576929429348765, 0.1469223390103568, 0.1082971479754236, 0.0767546034892211, 0.09919197951714802, 0.15694492016830533, 0.13687672024237643]"
232,"[0.11490547120317986, 0.12953723103186673, 0.14019976612156987, 0.13094154181192671, 0.09735547919118182, 0.10730674836630226, 0.12290359819521536, 0.11177344215794296, 0.13168213126486283, 0.11075676916746409]"
233,"[0.13033480113562146, 0.1137724075519725, 0.15584092418325626, 0.12689824096633934, 0.0949720295400796, 0.14229200849100318, 0.10026095584367488, 0.07691559110939672, 0.14254066009501687, 0.10290684968357257]"
234,"[0.1289582476013592, 0.14435161259239632, 0.11603756420855037, 0.0640093334840233, 0.1302851401326291, 0.1433524995591785, 0.10681274026272844, 0.10767238634721364, 0.12729593233359143, 0.1192092700023533]"
235,"[0.13472465924368954, 0.15894828299884428, 0.08766647477067188, 0.1023675747423048, 0.1193671657454063, 0.12418300172689206, 0.12802669256510882, 0.1079315145781693, 0.10022001580368359, 0.13591678350643388]"
236,"[0.11219857397421142, 0.11471701528001911, 0.11556813341163438, 0.11749015253162233, 0.10222175678426175, 0.14302210402862992, 0.14171807022841032, 0.10325522925194927, 0.14682359923346783, 0.10199876724217685]"
237,"[0.13262541633619251, 0.061258590312984244, 0.11088537321292873, 0.09981967230903667, 0.15329141002408841, 0.14440323689587758, 0.10630949618475284, 0.14982898473515888, 0.1173019545947491, 0.11386513197661892]"
238,"[0.10751429919545144, 0.12528655939962657, 0.11783380493142642, 0.14746523350645294, 0.13570725267848263, 0.0946582447042192, 0.10720344363951671, 0.14175986272287844, 0.09123593702878258, 0.1268029742573809]"
239,"[0.12850643848154364, 0.10668023853713886, 0.10214183642579451, 0.1339388318620212, 0.14205692307147635, 0.11495408017028333, 0.11771561601620813, 0.07775099040069086, 0.1369340161710501, 0.131226748856393]"
240,"[0.1028998938352541, 0.1053400559398746, 0.14902412539987855, 0.1340886354043388, 0.08720615453653696, 0.11896294250634878, 0.11565410033442924, 0.12517806885992644, 0.12470556529680797, 0.1261452654129802]"
241,"[0.13216373844254178, 0.08408476471905606, 0.11295435620881197, 0.1289850418083782, 0.1300142880454696, 0.11489315938055406, 0.13259635364883507, 0.1342384693764665, 0.10592456672286685, 0.13186425071176974]"
242,"[0.09221381436884389, 0.1475267991198712, 0.11402835817068144, 0.15767833026460945, 0.09822432417185295, 0.12068739025017894, 0.10009754596892652, 0.12971470307307245, 0.09299197794890032, 0.13716319583571787]"
243,"[0.10216440646843132, 0.13428209215942707, 0.10759463147357137, 0.12983534798785787, 0.10396431585251825, 0.13896945927320797, 0.15084398154748951, 0.09483728272962388, 0.12950455208600503, 0.1077851882948589]"
244,"[0.12194454740688936, 0.08998708561822671, 0.11386657424580683, 0.06696899940162565, 0.11468285732168564, 0.10217061392689626, 0.15124086810495457, 0.16344598972274696, 0.13292360557804414, 0.1286161250162037]"
245,"[0.1414079557741706, 0.1034263244225563, 0.12224280378364596, 0.11714321376580945, 0.12550699636651003, 0.11616567517362784, 0.1265535125344512, 0.11032288613972288, 0.10790012539774055, 0.136815002235648]"
246,"[0.10627711126622269, 0.12533825688801692, 0.10661023749917349, 0.12344162286056029, 0.11378226083347745, 0.15711229598134532, 0.14232547197106002, 0.07913194805951683, 0.1258301348966345, 0.11802860237459027]"
247,"[0.12369934374947696, 0.1097567214451839, 0.08537350129633234, 0.14060387370778357, 0.14830197545616045, 0.1002441491815224, 0.1354946442906135, 0.11290863991364197, 0.10085052004091369, 0.13496184255304278]"
248,"[0.10148139444259888, 0.11460585516069943, 0.10036678391925494, 0.12779834465819057, 0.12124164171816551, 0.13354858009090892, 0.09956757896174646, 0.17533933261533463, 0.1318065240001575, 0.08793184168976398]"
249,"[0.11689326901701379, 0.1258667878701262, 0.14465685704719003, 0.13715754130036578, 0.10564856950477416, 0.13042841519565054, 0.12380094222236508, 0.11227040325943781, 0.1041106798660666, 0.10077181386114556]"
250,"[0.11056860868305561, 0.1296813418988871, 0.11842325875786075, 0.09198838555017876, 0.1319681226152448, 0.1527852765781505, 0.10837167852660007, 0.09912733190686385, 0.1425832352278118, 0.10525493769978052]"
251,"[0.08458052621858679, 0.13734185496129053, 0.1108868434717112, 0.14984448113346763, 0.10940612983200325, 0.10305642721371494, 0.12120658006232991, 0.11712673662120231, 0.1497145264288519, 0.11731344349992444]"
252,"[0.0931773750543502, 0.14385390960429, 0.12218079402365156, 0.131298727124705, 0.12057982746417024, 0.10269538571826793, 0.13363706833516897, 0.13846916667622594, 0.12574635167969253, 0.08872052962456164]"
253,"[0.16604196253928255, 0.07679494815324767, 0.13738379868219328, 0.1271029063549296, 0.11431146029080226, 0.1279584514319814, 0.09093200172159334, 0.1394950847724869, 0.1149086304293409, 0.0904555041038696]"
254,"[0.08259127183591523, 0.15459354698300265, 0.09034439325594769, 0.12564532063120296, 0.12460693831089915, 0.11883782145963318, 0.12499649288318133, 0.1293604278601336, 0.10591597238179927, 0.12232362867670897]"
255,"[0.06774438921872908, 0.11876637588744934, 0.14486646327849542, 0.12526343073886645, 0.10061240329474051, 0.12769054375406014, 0.11786468256639188, 0.11947857981534896, 0.12225391155321373, 0.152199904645409]"
256,"[0.14688295898640336, 0.07942397645180349, 0.12008875018318314, 0.10317380714521088, 0.12320414973544862, 0.10652259383687342, 0.11014588106838177, 0.144842552742505, 0.1429227070694117, 0.12404369324131198]"
257,"[0.1208821406859599, 0.10381684220200878, 0.14064606467586935, 0.15245833706366402, 0.08570889445263627, 0.11798584560073187, 0.14643440478858977, 0.13133820479436628, 0.11025345182694915, 0.09500126934856037]"
258,"[0.1337109444678682, 0.12681233160488214, 0.07387080856228999, 0.12445225235568932, 0.12268433514424275, 0.10572538795889506, 0.11162263845602213, 0.12144696971352197, 0.12923175081846366, 0.13565665698904178]"
259,"[0.07503466306577222, 0.1088564482152315, 0.14282270227254057, 0.11291034035858025, 0.14409048956299114, 0.14096088873274554, 0.14510927831956366, 0.10984723694202572, 0.13494131641821472, 0.0796419034669266]"
260,"[0.13649452706638845, 0.137133435054254, 0.1139924385133384, 0.12374930168060727, 0.1278978628678047, 0.14179497088810905, 0.051074886327776806, 0.09586355516572101, 0.12323519605470457, 0.12849979610162918]"
261,"[0.15090131390022854, 0.08248285044431948, 0.10913249317440717, 0.13267557080475376, 0.1397824370859449, 0.10633609926904142, 0.09301674377704088, 0.12690402025773778, 0.11510773145195581, 0.13942368728497254]"
262,"[0.12847685718126842, 0.12664721686712027, 0.12159033654861642, 0.12573800753396627, 0.10861029829964608, 0.1127152228711518, 0.10013362898244607, 0.15981780508699558, 0.08685483194664674, 0.12087061800535069]"
263,"[0.12912631951452164, 0.1412964276562924, 0.10201386170218948, 0.10442571370933128, 0.1379824735916867, 0.10816115225657104, 0.06391301280241872, 0.1261384875905863, 0.1454875701936968, 0.1318162729690284]"
264,"[0.16293461395591943, 0.096615145257689, 0.10646401884291987, 0.124502812484297, 0.11260272943493717, 0.11568077931525639, 0.13526379500911148, 0.1227710876981423, 0.08595798605029635, 0.12645383505606908]"
265,"[0.13749948483627222, 0.14829331502223675, 0.14792716392866265, 0.13168248398294374, 0.09501082242008366, 0.06871518198161246, 0.11221702637328154, 0.12862450179037088, 0.13165404319918125, 0.08742327406274221]"
266,"[0.10469658027359384, 0.09670331811790202, 0.11130769610025418, 0.12907804555256022, 0.14761392350852878, 0.12247522507544235, 0.11579058643736244, 0.13723353302733993, 0.11942439018634196, 0.11088989994545133]"
267,"[0.12270519759970346, 0.11602924643514537, 0.10768320934961752, 0.1218166016489298, 0.14353738447425815, 0.14245987558097045, 0.12895995196924942, 0.12547731439291504, 0.06841720445372323, 0.12334684288936085]"
268,"[0.14191785155894796, 0.10034268886652128, 0.06831647881318495, 0.10211280404839758, 0.11049498471197329, 0.13407597805033836, 0.11757932956952948, 0.15147741819090826, 0.12909831176362224, 0.13934347120299506]"
269,"[0.12001903875251933, 0.15207878147106446, 0.07457557789279863, 0.1277916360016663, 0.11366808258266543, 0.13933368856509812, 0.08797679086501754, 0.11754808375696164, 0.09819838660575166, 0.15577676604398658]"
270,"[0.1182469234931982, 0.1557332785701456, 0.09877023346972821, 0.12725483229791656, 0.07589055657234334, 0.11176505980182178, 0.10903709057190845, 0.11900586232345724, 0.12150510548210483, 0.15349123139392468]"
271,"[0.1298361619439701, 0.10583361418956812, 0.09702705247756345, 0.14862867861760223, 0.12267999419707613, 0.14436059711959195, 0.14440386548886128, 0.11519476259135177, 0.10944095021419167, 0.0828212539377552]"
272,"[0.11368969397359531, 0.1552354269718497, 0.12377136544772692, 0.12058643267586476, 0.14336819644543433, 0.09854053821478825, 0.09667226548786712, 0.09821091377382092, 0.13263974268350243, 0.11315672523211152]"
273,"[0.14198627427038854, 0.12062106607297178, 0.14723609061333282, 0.09569583229516815, 0.12725352495034722, 0.1047604056297619, 0.12116045225177363, 0.11651664110083361, 0.11305070631326189, 0.11983972489516939]"
274,"[0.07235087075753299, 0.11978373706497182, 0.11358365537827854, 0.11020854156588042, 0.14379855499072514, 0.13343150137035953, 0.12202713703379772, 0.1101204368668105, 0.14446139001312772, 0.12745850737969808]"
275,"[0.10574601356139599, 0.11675058918602331, 0.11500965679575229, 0.12133037446581797, 0.12529994728803295, 0.1396665958167863, 0.13282011999832688, 0.14514098769210293, 0.08903625571799698, 0.1025027690595266]"
276,"[0.13579672228808048, 0.09994750405639517, 0.09374757291982472, 0.13189750009902118, 0.12439801718568538, 0.12858646484589067, 0.11726943947854071, 0.1257705701658298, 0.12535680301992685, 0.11166918431181697]"
277,"[0.1221342199315706, 0.1212116791539236, 0.11117780900846191, 0.15378913288506094, 0.10332648876300232, 0.1307328828921165, 0.12593191908866044, 0.10109939609269174, 0.11691585380965902, 0.11533286651539959]"
278,"[0.18035998933683187, 0.11765074332651698, 0.1096088133603071, 0.09887360546740541, 0.1079370436973044, 0.08471549066673838, 0.1149572434517987, 0.10916190368781069, 0.1264615363026073, 0.13409494864861737]"
279,"[0.13571387726749512, 0.12510747279295392, 0.11492179316404008, 0.06865279753152452, 0.16075528268687403, 0.11669476807581612, 0.08514537758168692, 0.11309154738376512, 0.13278264907403775, 0.14432594742915486]"
280,"[0.14719545100045722, 0.07887625548135577, 0.10545221992175684, 0.1166913472310323, 0.1570659479418594, 0.12502066289455793, 0.08465544979054243, 0.12440252831849107, 0.1389573213992751, 0.10482042345557445]"
281,"[0.14302110812607982, 0.11533189497181066, 0.09058390830219275, 0.0794663538275182, 0.14378525690942312, 0.11770533137724225, 0.09938855395493906, 0.1509670718137352, 0.13257447297754096, 0.1185024937221564]"
282,"[0.12812489663428636, 0.10531159542951671, 0.0942495409847934, 0.11259098654218236, 0.11844103351106117, 0.1354022717121317, 0.07956968321105294, 0.09551921662652113, 0.1554389587430598, 0.16658238091949784]"
283,"[0.10983972225980787, 0.13343296116508557, 0.09095759975323625, 0.09147638885638498, 0.12140001063731766, 0.10035926714508331, 0.10371370673353986, 0.1340850607605755, 0.1303548617696701, 0.18049065731772404]"
284,"[0.09365205132599873, 0.13471397895057977, 0.11837743335701316, 0.12354653168515865, 0.11468504575023364, 0.0707963409702472, 0.14756451784348026, 0.14973903339240419, 0.14115694627272576, 0.09416599928268814]"
285,"[0.13615012260203554, 0.07173771118795577, 0.1084452316780299, 0.09142962283678471, 0.11500387533512446, 0.11688106205291429, 0.1298993053719955, 0.11074627554229968, 0.1532739710968248, 0.1583052040335523]"
286,"[0.10290029170223935, 0.11824201512609925, 0.14802200854021225, 0.1294902586575243, 0.12135185214491127, 0.08851878960320218, 0.10972020958470355, 0.10835036617413919, 0.14084609379672758, 0.1307054540936476]"
287,"[0.14808561204274237, 0.12661286146224376, 0.1128916504437102, 0.10949944164679147, 0.12054991295398929, 0.1500783361487305, 0.11686468283598839, 0.1177603546499626, 0.09597896932799671, 0.09974071453444658]"
288,"[0.10580882307452052, 0.10403338169693578, 0.14397958058255492, 0.1452665759553187, 0.14612012411567088, 0.11454404117507218, 0.09621851298417369, 0.13717164788062663, 0.09970981148430651, 0.10555002635949998]"
289,"[0.09181868146119236, 0.09111310723128828, 0.12588305481403936, 0.12752085114069422, 0.1302266539519438, 0.14040529950562736, 0.1515356179000129, 0.11555095124918333, 0.11385176036601588, 0.11003889074438396]"
290,"[0.09992243189367608, 0.13294112453381657, 0.11844400941049409, 0.11127319543958276, 0.10498156578320123, 0.1345179287230054, 0.11065437225989748, 0.11483273608574322, 0.14284125351437246, 0.12727376202824342]"
291,"[0.12665099958787365, 0.13433352793319428, 0.1242738219624719, 0.10506166345293928, 0.08020047496361798, 0.14582072125969078, 0.10573282175017447, 0.12395239581491325, 0.10974234502652847, 0.14289098780528306]"
292,"[0.13996428527661237, 0.1275428111102835, 0.14232789689084765, 0.10051449003522689, 0.08656904430301508, 0.1280335124854829, 0.09274513277574069, 0.10988033204866392, 0.12087929657352688, 0.13624740537666996]"
293,"[0.13669567291715665, 0.10392562676698305, 0.10643143367129544, 0.1321398513644081, 0.08935916596354045, 0.12800597262251062, 0.11267959924303382, 0.14158532364947407, 0.13851136507810616, 0.11132144047240253]"
294,"[0.1408946729035086, 0.09461729968005637, 0.11507630507086988, 0.12938833496464167, 0.12737316159417011, 0.11793164556008953, 0.11788941493168889, 0.09075329352935013, 0.11952158918617832, 0.14390729461001536]"
295,"[0.10951636421957012, 0.10080860438529657, 0.12423998465159986, 0.11794676935552706, 0.14958531111721898, 0.13102802066933658, 0.10454817779345377, 0.12797757080802868, 0.12412401566849968, 0.10800294658513585]"
296,"[0.08651931751319435, 0.08807921250258431, 0.10171309461063277, 0.12112301281144439, 0.12614886547782672, 0.12176536461978155, 0.13347952417841774, 0.1368859111785312, 0.1318101474943921, 0.14068618040129735]"
297,"[0.13441567656042946, 0.12294772699343887, 0.1578875440371517, 0.06904370895478096, 0.13652215494801462, 0.09433355306102544, 0.13857317389857896, 0.13239912202385035, 0.1180044711686085, 0.07817650402875484]"
298,"[0.14886918698004975, 0.12969515128287118, 0.15049198095175795, 0.095005770895745, 0.08676121821902842, 0.10704189909288549, 0.0891279101570481, 0.10894934334206141, 0.16319114210329244, 0.11300005932764565]"
299,"[0.12979490372460256, 0.12233291374654237, 0.09834860174951662, 0.14339331931522584, 0.10694989525327796, 0.1360603014003749, 0.11433398920583103, 0.07712615861620739, 0.12738071887080651, 0.13073833623347195]"
300,"[0.11324946947291377, 0.1158440072922166, 0.13856049753431973, 0.12594796010608705, 0.10751598442884097, 0.1264098630803678, 0.134598152096271, 0.10920024732800272, 0.0836622029937664, 0.1403806631081545]"
301,"[0.09458214446421791, 0.15215477951005824, 0.11056605369395377, 0.1431896333239909, 0.13263640262520224, 0.08433937242678186, 0.11102067967360198, 0.12124433310865357, 0.12462303277822469, 0.11830252279943267]"
302,"[0.11706784345463954, 0.10221662915885586, 0.09825533246285358, 0.11952576379184066, 0.12573517190401726, 0.13561994450890502, 0.12669468540502477, 0.13053763518000402, 0.11767751797522218, 0.1255609410425086]"
303,"[0.09320243606590857, 0.11776259187523143, 0.10337768790318813, 0.1404182995730398, 0.13429795258268945, 0.113987925824065, 0.13429538150678222, 0.14826758062394996, 0.10094431416921855, 0.10931838743148083]"
304,"[0.1414232202964846, 0.1380316280301454, 0.11011192754519827, 0.13380281366849087, 0.07319796556834873, 0.08333803101182738, 0.12720124949396694, 0.1384623316165749, 0.1432269776185475, 0.1031805549698628]"
305,"[0.11005372839880675, 0.1306714833912493, 0.144967405371608, 0.10527058101945908, 0.11397734093977498, 0.10233996263540628, 0.10565286193534025, 0.13997265607094073, 0.11085084870142249, 0.1270480823649106]"
306,"[0.15968523198276272, 0.048457315252391005, 0.1417728285457863, 0.0944411248832792, 0.1393556194870001, 0.12601298557315896, 0.1598030595821302, 0.08794176098170725, 0.12348043092388598, 0.09413295016497998]"
307,"[0.11686825800030785, 0.11068890279595123, 0.11912752659573829, 0.1253701283262022, 0.13050261025429385, 0.0980032946454374, 0.09958603722325042, 0.11952662912344475, 0.15984086567951633, 0.10571840484189159]"
308,"[0.058196840369199525, 0.12699198372990078, 0.1312394123699824, 0.10436818567110132, 0.13184827832892468, 0.12338435970752626, 0.13508019769740032, 0.16576605749548118, 0.0953936228365878, 0.11216160375568732]"
309,"[0.12542076971249225, 0.13432267777397564, 0.08720924487557599, 0.07369345135564702, 0.12150123461199085, 0.10646744467095709, 0.14783939457941436, 0.14044566919655552, 0.1477223139236871, 0.09971760120960961]"
310,"[0.13332018775355106, 0.11146006696976533, 0.06530118190999522, 0.1343641462928653, 0.1307510538432713, 0.09936801155942888, 0.13873829493148873, 0.14389823672629684, 0.13158497533229413, 0.10128095939025165]"
311,"[0.12106325757352758, 0.12032905540538028, 0.11145885500915118, 0.14781820003188695, 0.07438600385657125, 0.15375753443469942, 0.12918941668216335, 0.102878943981552, 0.1424060247545314, 0.0859990204563162]"
312,"[0.1514683620375138, 0.1313097562898136, 0.1058519872794716, 0.13562803654468328, 0.09289888089958721, 0.08345811956499083, 0.11873165315951359, 0.13392902607241058, 0.11223587411345429, 0.12859050336941547]"
313,"[0.09795154500374739, 0.09307980324469893, 0.1245414922323678, 0.13558741226825485, 0.0953595632239143, 0.1482453693756143, 0.14172371039090756, 0.11457905787291617, 0.10989060362274851, 0.1345658428382982]"
314,"[0.13746225674651275, 0.05974634216083351, 0.11947502324523533, 0.1393308890693787, 0.13828608953052984, 0.07146743754410134, 0.1409548206311947, 0.13368774271173098, 0.11783017701120267, 0.13230983153557116]"
315,"[0.125642327183473, 0.13380509921182232, 0.11464251641102027, 0.11915409893086268, 0.11476214978548133, 0.1017781274062032, 0.12830373264082176, 0.0920103746139649, 0.12100024928733377, 0.1456447765829683]"
316,"[0.09343724932291475, 0.10999335298556967, 0.14775325732538674, 0.1386392346254242, 0.08068825483475749, 0.10628077098725001, 0.13170955389732542, 0.09770088650697371, 0.11151114338669504, 0.1616639120382715]"
317,"[0.12049888681120291, 0.11189390482412369, 0.09640156996216775, 0.11260809500594038, 0.1165214270715405, 0.1381609805323117, 0.10631615331412018, 0.1182224032236348, 0.13879243639067776, 0.13994890850300268]"
318,"[0.13167157277703875, 0.10366173328323729, 0.09964286057046412, 0.08452792783233895, 0.09757999646660989, 0.12898225280567105, 0.11456552937031578, 0.13823293941122106, 0.13793070315162465, 0.1530588412057055]"
319,"[0.15039841846314525, 0.11625948254796571, 0.10682755247466795, 0.1280371511740967, 0.11087570855504411, 0.1296556039579149, 0.13635313386303563, 0.10394477736494508, 0.11723247767694037, 0.09736646420755869]"
320,"[0.11559355337508474, 0.15231218165873506, 0.11765676189169894, 0.10469389638890156, 0.14883739743693875, 0.12209242069855022, 0.09586082312154388, 0.11113237997196138, 0.10648785691085391, 0.12438162942463765]"
321,"[0.10565544888707323, 0.10630181826755314, 0.10217465682871582, 0.12547247396273886, 0.1324261144006379, 0.14665920271928806, 0.12029960467965001, 0.14160713253007962, 0.10613445127015561, 0.11236647497700845]"
322,"[0.132944681018164, 0.1426166620639823, 0.09937033911163899, 0.09702356872212196, 0.0768656483976163, 0.13887271625017694, 0.12717306466848524, 0.10866635463979595, 0.15489080443911174, 0.11225083201414901]"
323,"[0.14305911708585048, 0.13397240509587116, 0.15504939453462316, 0.09039195193101861, 0.11540718761419998, 0.15644252512156565, 0.06574690104023548, 0.12011403081573892, 0.07943306459334151, 0.11215055343627753]"
324,"[0.11531359807082338, 0.12643456914130546, 0.13401189210446876, 0.11578584835170924, 0.12151925237038559, 0.11454880192896522, 0.12549278812340933, 0.13319517921749954, 0.1025777473356092, 0.11341129312701721]"
325,"[0.12232399504110672, 0.13556905829183188, 0.12041367647464216, 0.09647022113071055, 0.15309436042509256, 0.07979349282186662, 0.12437644266074276, 0.1364248948368136, 0.07403037019541336, 0.14382814510987968]"
326,"[0.08648389388693205, 0.12637613566975378, 0.1227789739093376, 0.1371831308261887, 0.12519864437631184, 0.11603656773765379, 0.12100699517193297, 0.10284590140714704, 0.15452229315609817, 0.1015281002473073]"
327,"[0.09046685214623507, 0.10969591384356317, 0.13799669254273686, 0.12523313939050354, 0.10779628371374492, 0.13019145454873413, 0.09154239780675846, 0.15657201481260785, 0.13408723469705147, 0.1072496590854657]"
328,"[0.08934725767560837, 0.09915341430127889, 0.14705930002139253, 0.1367708953154016, 0.10559668626797158, 0.15838023265095752, 0.12490107129095976, 0.09511771394085783, 0.12383869289165703, 0.11379703159525714]"
329,"[0.10519129803540297, 0.09181822097178671, 0.1282937156233406, 0.12947716548100682, 0.11841904720552672, 0.1509410706567126, 0.15459301950194732, 0.10837453170872514, 0.07669352721005901, 0.12982304599791744]"
330,"[0.11480612785906316, 0.11431403080546801, 0.12250577108792815, 0.13039271771559402, 0.10436197276612659, 0.0815597512215297, 0.1534086393892614, 0.134111259366234, 0.11771399574246912, 0.11554328465885134]"
331,"[0.1282602758925258, 0.13672286180700724, 0.10766985374887754, 0.12324987528002432, 0.11703658102315208, 0.110298637384392, 0.12134094395110677, 0.13634989456401894, 0.13191989973578616, 0.09617622319889536]"
332,"[0.12089390100217723, 0.12358707120001552, 0.12096531988098908, 0.12494453520480178, 0.13236144031180083, 0.10885221766277979, 0.12219840339185092, 0.13029583156452806, 0.09990187291554498, 0.12025603760649928]"
333,"[0.10522307725329157, 0.1136093380237322, 0.13208733095179384, 0.14831051751717383, 0.09294985151161492, 0.1475922382211717, 0.09263976016599804, 0.10612929435265632, 0.14729716632854514, 0.09571313567563143]"
334,"[0.1095056293354362, 0.11156072390090109, 0.10857335859905645, 0.13013212823076165, 0.11627622138486966, 0.11192067950550777, 0.12266623399576387, 0.13166971863958038, 0.12354367373307633, 0.12600575760872207]"
335,"[0.1326052804148364, 0.13691793791683743, 0.11248715727114077, 0.13497003635941587, 0.14021434888970402, 0.132689698984353, 0.10908628561141817, 0.07420058888093804, 0.1301928292922371, 0.09372503129403943]"
336,"[0.11618031196596317, 0.1416633095535172, 0.12116404594775221, 0.13254730160453262, 0.09112803208034577, 0.13834533225608367, 0.14329072309563975, 0.08137489148833983, 0.08369951577722921, 0.14323362291803218]"
337,"[0.16093275613327623, 0.09102021283584345, 0.10126803818970803, 0.12595331476210084, 0.12793259192235779, 0.11428941266390763, 0.10351789127053734, 0.10506210888465235, 0.14114292034971332, 0.12072247811651114]"
338,"[0.128855370940178, 0.12232480258041327, 0.07919878681268468, 0.13905478317835487, 0.10877030874107445, 0.10241460650910154, 0.13937459620732864, 0.10472317840588963, 0.12981995237473568, 0.13250643606991877]"
339,"[0.12676948745402003, 0.12828901026733266, 0.13774208738435245, 0.10999410970663959, 0.12405809332849718, 0.15686601072485443, 0.09777841010615532, 0.102660693496186, 0.09688814862208958, 0.11984043386534025]"
340,"[0.06870204908937479, 0.12663582965278233, 0.14326219663871273, 0.14299885243285604, 0.13064564252160493, 0.11789501122473726, 0.10327313167167336, 0.10619633541753606, 0.1451746970030231, 0.09706158756201266]"
341,"[0.1356527561436615, 0.13159792908597748, 0.09879889125582907, 0.12729286794020106, 0.11195629758972628, 0.09757841749713496, 0.11455551272720511, 0.11155093869590685, 0.12828284964990505, 0.1340100999019816]"
342,"[0.1311364273316174, 0.08018321581929332, 0.08822435397019011, 0.17176320218987517, 0.09697533545941658, 0.09951580345485656, 0.1329104316002864, 0.13671033444110162, 0.11862447281669242, 0.13271048261925025]"
343,"[0.1013449553019513, 0.15727512048843567, 0.11693944718576327, 0.1429979420968722, 0.14398211390348062, 0.12424363054801846, 0.11259725508155714, 0.08447128604713783, 0.1042900591244688, 0.11035147356024536]"
344,"[0.12470451931905376, 0.11819859761137656, 0.11401607675519324, 0.12748934186490668, 0.10095325728816679, 0.13140709326002512, 0.1076550851211447, 0.11457682631145846, 0.09912494328659993, 0.1591027559509886]"
345,"[0.09223263359653558, 0.12928377962365636, 0.13667913624888328, 0.11703889348839115, 0.11121460722164801, 0.12292562994050373, 0.1292347777667898, 0.13107307089912817, 0.13130702704490793, 0.1017004705566838]"
346,"[0.1095681218307117, 0.13628631686205397, 0.14647658538520114, 0.11126410576116842, 0.12407463974790653, 0.08939890862598623, 0.13586848389307532, 0.119954318738386, 0.113826552466527, 0.11032489771685029]"
347,"[0.1070062219698286, 0.1109765448228319, 0.12051121403098163, 0.15790371649403473, 0.11215354851471573, 0.13298870150095932, 0.0963971684529268, 0.10223997523299175, 0.11420508179151055, 0.1409964752919675]"
348,"[0.1259450221944388, 0.09496144002271793, 0.08758705212033324, 0.13347875579379345, 0.1520511121499954, 0.12815869679045183, 0.12207467710031351, 0.0883132983192917, 0.1200348367367337, 0.1393333600639135]"
349,"[0.12157557383466129, 0.1209694120199283, 0.13911096892504698, 0.1421159292538556, 0.1237806935165968, 0.12419185768700601, 0.11536529270467118, 0.06844567675597063, 0.11330700452827519, 0.12949005872803257]"
350,"[0.06352507924208634, 0.12032060476287154, 0.12761893293001317, 0.12581794341426425, 0.12147351055134045, 0.13700329034043413, 0.16517017969224937, 0.14193648389660649, 0.09162009981193192, 0.09595437101185224]"
351,"[0.15946172689475954, 0.07831548159574876, 0.10887306277200952, 0.1362726972186171, 0.14318661624712375, 0.08394891378708276, 0.15070809653971906, 0.11176056431804844, 0.13442108875476483, 0.08251768776044031]"
352,"[0.1175128480615646, 0.1288676222947096, 0.10409249971650318, 0.14381606083718745, 0.13806179127033974, 0.15734351489955214, 0.12076993718904591, 0.08905244075946211, 0.09349911308708517, 0.09641706051753743]"
353,"[0.08732600856990033, 0.12964603422229717, 0.14586970610899253, 0.10240138175363929, 0.11331085363933865, 0.12366396625483088, 0.1113815069583184, 0.1406982535449135, 0.10853142717233104, 0.11707371883242354]"
