,r2
19,"[0.20989086993510386, 0.11164395381371184, 0.14370247345364828, 0.1641483261944986, 0.2160015170374202]"
20,"[0.17138526251893793, 0.15669589578440246, 0.16909625853101584, 0.1472633458156476, 0.2001048663763012]"
21,"[0.17253459516328318, 0.1754212774771442, 0.17867523197265545, 0.15707815555280868, 0.18050990882061746]"
22,"[0.15169048376055516, 0.16740182790015723, 0.1672981458426569, 0.14064515044343195, 0.22108048687418824]"
23,"[0.19755007712417105, 0.17623442299060743, 0.14213565543369389, 0.1412744692361727, 0.19192172801054475]"
24,"[0.15523687399876873, 0.2087286451390129, 0.14356889412032747, 0.1657797103412051, 0.17615902155037766]"
25,"[0.13850354602974702, 0.14950793569439225, 0.2075821334102873, 0.18222400291240948, 0.1851915272697171]"
26,"[0.1746291330442179, 0.16870102283861588, 0.19149264136562738, 0.16181783654799864, 0.15279414324328078]"
27,"[0.15951029997708444, 0.20887717516152748, 0.14890890554816882, 0.16150326487906763, 0.17593331919164934]"
28,"[0.17742056405200812, 0.17851271403253888, 0.1656580488233218, 0.177518294345118, 0.15382097856792265]"
29,"[0.211875157904732, 0.16794051341008653, 0.16505306828177058, 0.14683777595452085, 0.17184189450569687]"
30,"[0.17870580622397847, 0.1512323834829341, 0.1475967909146626, 0.22739759574028862, 0.15102778795890104]"
31,"[0.18148573612341057, 0.19570302989256594, 0.1533372074356124, 0.1475491217956223, 0.18471088731680674]"
32,"[0.15866786763849405, 0.21728863109031293, 0.1232789746000994, 0.17849246573968158, 0.17890276871225286]"
33,"[0.15089931924111966, 0.1973749162678453, 0.16881953862979115, 0.14898126482932095, 0.18417774951450983]"
34,"[0.19636238965275465, 0.1665379598876665, 0.15862578982894804, 0.1819015508931081, 0.15745238672209827]"
35,"[0.18609133625479002, 0.1820270883309436, 0.1957765626958876, 0.1386657090716834, 0.1535739768611969]"
36,"[0.19103682371151087, 0.17166502019180507, 0.16430584682704474, 0.15565929058012062, 0.1656509897963192]"
37,"[0.1901896524363289, 0.1745077292980428, 0.15943307968181641, 0.1615573161189111, 0.16207975872748925]"
38,"[0.16542793197099592, 0.1888349939250319, 0.18902630370517148, 0.13754559508364927, 0.17477670319971705]"
39,"[0.12368753335413007, 0.2094276627926609, 0.16221761965092607, 0.15088031473423702, 0.20654409425313924]"
40,"[0.19354446311804818, 0.1916565981149484, 0.14439993564881426, 0.14545392763393683, 0.173536867967805]"
41,"[0.19115904779414494, 0.18635243477332153, 0.16803114159446075, 0.16758330440727887, 0.15464287225433448]"
42,"[0.19891860250312166, 0.1653060422876622, 0.1875968403188636, 0.13533426388175662, 0.17366603472365727]"
43,"[0.15992401820492175, 0.1532241222191626, 0.17283591358233064, 0.20032719241637387, 0.16925876016795394]"
44,"[0.19310901609054043, 0.1649084537975951, 0.17093157697225514, 0.16796551929822257, 0.16453781491604935]"
45,"[0.21756569000219628, 0.16092886687846608, 0.154115773956226, 0.17823127974157993, 0.14179527590599883]"
46,"[0.13721217435789146, 0.15152892170427013, 0.20729436564112025, 0.19998598203587692, 0.1480728233324573]"
47,"[0.21516105498922133, 0.15624558525757037, 0.15440988253702248, 0.1656748075474841, 0.16669176869477575]"
48,"[0.1873598679659806, 0.14718085371474077, 0.17127907502363293, 0.1738539820432431, 0.18553817633224523]"
49,"[0.2123180113356289, 0.16587961734465173, 0.12431371604331487, 0.185283539195936, 0.16953732225358475]"
50,"[0.1786103205175834, 0.16458837434858675, 0.18756894420199433, 0.20352676922212154, 0.1109413401226591]"
51,"[0.16675137259307138, 0.1512678366055995, 0.16181950070402285, 0.22013813314260233, 0.15976506640761234]"
52,"[0.19349042077053424, 0.16464889459037524, 0.17369767004953685, 0.1748547992179661, 0.1559421570447489]"
53,"[0.14416149744007956, 0.17361053560562423, 0.16858752970759572, 0.15778433152672222, 0.21221563904280438]"
54,"[0.14117681567131357, 0.17288356293063456, 0.15585017187059957, 0.18260526469429017, 0.1989931334669759]"
55,"[0.15801216930740036, 0.19671390395796806, 0.1720693067987985, 0.14881659921230173, 0.18713635756290048]"
56,"[0.15063793714911777, 0.2108473872504003, 0.14435654054295954, 0.17219725466431102, 0.1821401259402684]"
57,"[0.18073387336562308, 0.15269219862230687, 0.1812181297878127, 0.17562084200638328, 0.17380495080699576]"
58,"[0.2132388826226107, 0.19659337541241817, 0.15627253851572986, 0.18870418750048534, 0.10210303672235099]"
59,"[0.15350074278606585, 0.18678109283100464, 0.20704749807041467, 0.17901130482202254, 0.12506739662872102]"
60,"[0.18577038093549636, 0.1671171058997898, 0.12374079672786475, 0.1636280553861269, 0.2140499453482928]"
61,"[0.16266895878267673, 0.1796740225224347, 0.17788085653687902, 0.16457907713838005, 0.1833682619269218]"
62,"[0.16617022782918234, 0.19592973899373867, 0.18335056036448738, 0.1747598786704775, 0.13078530313030312]"
63,"[0.1389221008738709, 0.15901907556771577, 0.1782123627905977, 0.18807132805329507, 0.19386789054769826]"
64,"[0.1626410347867785, 0.20717623660834106, 0.16697481706404405, 0.16645093672183897, 0.14079829043559788]"
65,"[0.15755210114481932, 0.17397267514664239, 0.169011647025905, 0.18306941101540508, 0.17778305114905701]"
66,"[0.18391789244547097, 0.14763877525066815, 0.1680117607798317, 0.16021923683757644, 0.2017061516541404]"
67,"[0.20963212718214608, 0.16476575052603115, 0.11915641728412663, 0.21806435804093038, 0.1417384989959498]"
68,"[0.15123166721702141, 0.13305487175476605, 0.210970125593807, 0.22944220828967554, 0.12903389857569092]"
69,"[0.18419039632040257, 0.13157670217386563, 0.19545913217417432, 0.1707234651167555, 0.17913715056647894]"
70,"[0.19992123413532437, 0.1643080621410008, 0.20695324586171893, 0.15948141714689157, 0.11975219263764647]"
71,"[0.17732229853360504, 0.17638211648272617, 0.19106072968806587, 0.1485327272503445, 0.16344720277151514]"
72,"[0.1826026788097006, 0.14776140974137142, 0.1581839723227404, 0.18342158371973616, 0.17148413732447965]"
73,"[0.16746339509422348, 0.17797770936755486, 0.1532566035071632, 0.20285967280297212, 0.16336293459601936]"
74,"[0.17060992530834196, 0.17219814684276558, 0.1551001179893371, 0.19640611588883183, 0.16413342988940471]"
75,"[0.12991091421530565, 0.18714685186564772, 0.17946194527996473, 0.20201367303059614, 0.16121786896158086]"
76,"[0.1509933940878624, 0.17498130903628917, 0.19813790163293243, 0.18240155261681268, 0.1549245354541411]"
77,"[0.1918152867550973, 0.15144916375804507, 0.20761768712148965, 0.18402736380298224, 0.11186027924921993]"
78,"[0.19982433294060875, 0.1886362779236792, 0.19429308284726376, 0.14416423529627798, 0.12995921964646118]"
79,"[0.15510253073426938, 0.14125820987954263, 0.22672654959125493, 0.1503952823835405, 0.17648016029908564]"
80,"[0.16977464169379364, 0.17592252871600011, 0.14546293731903526, 0.22371104518618212, 0.14589391451637213]"
81,"[0.17483999655200733, 0.21791410652138188, 0.1840473663501202, 0.1381146885627359, 0.14781936942376617]"
82,"[0.15310892362845063, 0.20685929970642536, 0.1966042519027379, 0.11549601555178834, 0.1763657310620661]"
83,"[0.17379399729356426, 0.16645130362167893, 0.2028805720911706, 0.1647180646658889, 0.16230771009760214]"
84,"[0.18914670633274833, 0.18677989419065943, 0.14567566207059235, 0.18324694222819715, 0.14740317744775044]"
85,"[0.1844946479644598, 0.17125872174354206, 0.18691139719791627, 0.1507790451946761, 0.16262013419381605]"
86,"[0.1485980134418492, 0.16912156475409024, 0.1762421001837342, 0.16460447173691362, 0.19011340805859078]"
87,"[0.17004806674523965, 0.15846264115037023, 0.2308899478371247, 0.1238524483111284, 0.1610169671007211]"
88,"[0.1558161375016578, 0.17797052170692096, 0.1699021784627196, 0.19906260936496878, 0.14451450756286122]"
89,"[0.13026493527017702, 0.1602663491461972, 0.18181810519311636, 0.20129165959461626, 0.18340502131791925]"
90,"[0.1463496541985586, 0.15970269837340367, 0.16162926222398255, 0.1902574726078594, 0.19592302893211733]"
91,"[0.15414880558263733, 0.14783769810634662, 0.2294381509710125, 0.18044704781662546, 0.13477931652967157]"
92,"[0.2174197194333849, 0.1054396635122522, 0.19017454616879814, 0.09485373123633423, 0.22983070240889358]"
93,"[0.15039452428887046, 0.2023499165370598, 0.15056214763082987, 0.14205583614040673, 0.22136203716221292]"
94,"[0.19280254610473035, 0.13667986777060837, 0.1897023734561083, 0.19131793363180638, 0.1407509302040988]"
95,"[0.22210678174795662, 0.13899144483466397, 0.14030349421297617, 0.1966526214547325, 0.14981490669186692]"
96,"[0.14735018800307254, 0.18924857815647944, 0.1522578249044203, 0.20591906095043455, 0.16284847423244198]"
97,"[0.17045520220126642, 0.15811367567809476, 0.1640492319283643, 0.17606698559735912, 0.19008720430922443]"
98,"[0.16641309832929263, 0.20694974665049592, 0.20057859535782308, 0.16351791388135128, 0.11750336257643001]"
99,"[0.1432088859698777, 0.21326103758342085, 0.20227698479303557, 0.15536332991904545, 0.15553875932224703]"
100,"[0.18919655867684082, 0.1656307302911073, 0.1732567323409666, 0.16568165213959307, 0.17046924901144933]"
101,"[0.17604315404023607, 0.18422461409196833, 0.1527366585431208, 0.19088950908625768, 0.15328912939371575]"
102,"[0.14110753855117064, 0.20732880660267894, 0.18810894235888498, 0.14752309487045723, 0.17659635902498583]"
103,"[0.1973155703914412, 0.21423547406177146, 0.10378560015383576, 0.16837986680845485, 0.16889658437668154]"
104,"[0.15196016660072054, 0.16661055914426448, 0.1549525034612831, 0.1727077882445851, 0.20882177896187426]"
105,"[0.19913895566333817, 0.15320065209086253, 0.13047316312634327, 0.2113602151911821, 0.15728695214353494]"
106,"[0.1958095154256233, 0.17099591687626814, 0.16832286669007712, 0.17681283773458467, 0.13995137992239726]"
107,"[0.19113673975041978, 0.18386330605911005, 0.15377265298902099, 0.12052392391158262, 0.19763995348818608]"
108,"[0.17442835007010216, 0.15662159698521294, 0.15283310424511243, 0.18756987537539938, 0.1880447548401183]"
109,"[0.2176979335669309, 0.1814568428305935, 0.16490186553023167, 0.13193516068043254, 0.1579912758783909]"
110,"[0.1360958768928121, 0.17921777726920107, 0.19509276572312373, 0.14145444796938833, 0.201935755922642]"
111,"[0.2021020236954839, 0.13470110917198042, 0.17541047398673215, 0.18955708390572856, 0.14051643574855743]"
112,"[0.1956387077566274, 0.14477247388212722, 0.1705412772381686, 0.1811735402217588, 0.15345788481075084]"
113,"[0.1759820285547088, 0.17753795522991878, 0.16124204821522736, 0.1584612687719389, 0.17755521867275736]"
114,"[0.15928419025600504, 0.18216440981380433, 0.18308297346882552, 0.17200163094218346, 0.15790148931082826]"
115,"[0.1888341069521806, 0.11050431456721255, 0.1759978609143814, 0.1772460552324464, 0.1855021289721276]"
116,"[0.17894556910305548, 0.21700643949961895, 0.15078664830498034, 0.11386795891528334, 0.18557173560292228]"
117,"[0.11121989427015155, 0.170526587603252, 0.18363677559870906, 0.19893931740222637, 0.19002480389355592]"
118,"[0.18895245495555912, 0.14313544153683688, 0.16630438492724375, 0.17512380900357294, 0.1734572253690171]"
119,"[0.14074890472091173, 0.20103169026515677, 0.15153474722418547, 0.11550402901878654, 0.2295924883076369]"
120,"[0.17418831164729753, 0.12824627208456052, 0.16185066106838486, 0.17829780588726674, 0.2200245128946242]"
121,"[0.13897738973822116, 0.22561078873707552, 0.1732677220015012, 0.17871895658914883, 0.13954193793792513]"
122,"[0.18242676496032884, 0.19213352075525414, 0.15876978053262902, 0.17504835375774241, 0.15385539125539072]"
123,"[0.16462889986553353, 0.15032691303795453, 0.1491247708345973, 0.21011525031464717, 0.19065706262187299]"
124,"[0.1846478463645297, 0.16652462952581204, 0.1739716960666211, 0.1658268643799915, 0.17401528454055037]"
125,"[0.1487915960127244, 0.14931028158066662, 0.15167730044733918, 0.2048590134677334, 0.18424573454737103]"
126,"[0.21431967432036492, 0.1665422878050299, 0.14893850095067163, 0.18978464402277584, 0.14158706025214862]"
127,"[0.12714307051468865, 0.22687212662341905, 0.15446239110734816, 0.1735277965576335, 0.17195528993788312]"
128,"[0.18172982240957536, 0.136521159322335, 0.14785652640576286, 0.1544300955124508, 0.24020299284627478]"
129,"[0.14855836709487535, 0.16380070243241063, 0.150522142184206, 0.22914051788255663, 0.16277601947317222]"
130,"[0.16241998650854783, 0.20046812742763231, 0.15993240225388639, 0.1534565857833824, 0.18666869598281266]"
131,"[0.1279877988635738, 0.22505773414564378, 0.1621914216160505, 0.20169294138629967, 0.1320950114900562]"
132,"[0.17131936445403473, 0.17211142742684804, 0.19339396400694342, 0.18372582115615999, 0.13762320504508163]"
133,"[0.1697890011058052, 0.17846366345652076, 0.14599076235626252, 0.16885636107490276, 0.18575964053386496]"
134,"[0.18558778748672644, 0.17895051280044783, 0.11069295583250227, 0.21405629622711742, 0.16233461095916213]"
135,"[0.20129181801150375, 0.12087558712563284, 0.16670748675318414, 0.15721768797000424, 0.21453633981661746]"
136,"[0.20368099391333816, 0.17342271339458015, 0.18044335993739002, 0.15039639232920887, 0.15469902399067348]"
137,"[0.14521161232600732, 0.1830403977537005, 0.18334424284264506, 0.21008396427559184, 0.13753004046053596]"
138,"[0.19011578516624783, 0.2055136044034792, 0.1246536925850188, 0.1867216435010396, 0.14216342577956853]"
139,"[0.16378725065974697, 0.13202299425729946, 0.20714852716792342, 0.16636021110160804, 0.1923497547887527]"
140,"[0.2221022311360662, 0.1588238729204947, 0.16320081720351975, 0.17719204460314708, 0.1326788611629267]"
141,"[0.14135803333480434, 0.1784344219537829, 0.17195044284082917, 0.1744531954959554, 0.19456692479952908]"
142,"[0.12533905494095587, 0.1781406921968548, 0.18280677702587378, 0.18370377988976627, 0.19090174214186806]"
143,"[0.24989976892594168, 0.14281315742977196, 0.1674528600368591, 0.15947077442999325, 0.11865040440713559]"
144,"[0.17531169841356686, 0.2035842120707032, 0.16111398807140342, 0.13064656419511744, 0.16230105336937373]"
145,"[0.18457210280886371, 0.1872306020164598, 0.16721114325383224, 0.1544177066710296, 0.17060084618905547]"
146,"[0.18588601553817663, 0.18464093132697568, 0.14792026700189065, 0.1632351268500115, 0.17571467313263545]"
147,"[0.19833586526555347, 0.14471240074847258, 0.18411349291130197, 0.15032356175379602, 0.18524818524946574]"
148,"[0.20193047572984124, 0.14778908828262938, 0.1887474272540769, 0.1782804051262007, 0.13798378957103308]"
149,"[0.210355640287186, 0.1294614335199029, 0.15892355143911252, 0.14011792749324592, 0.21626660177671575]"
150,"[0.09434027857198268, 0.19512793718263244, 0.198535657358622, 0.1956442043126696, 0.1624834848359883]"
151,"[0.14146035069093543, 0.17458222188278294, 0.14113289984114918, 0.18841333215117362, 0.21824671600529266]"
152,"[0.18345542513758506, 0.1530648835195757, 0.15662724115470927, 0.187447613410768, 0.17312056605343185]"
153,"[0.14529270707240494, 0.19079377046637702, 0.18271659602665213, 0.17962045263323456, 0.16113042979336012]"
154,"[0.17679469184733576, 0.16195995860513634, 0.1523982307127062, 0.18917636166839957, 0.18054247098283804]"
155,"[0.16354657633228453, 0.17193844963371074, 0.1889939969449761, 0.1501624546652085, 0.17276510335404138]"
156,"[0.21457856679511844, 0.1785283212610298, 0.15773256644647515, 0.13205024246505737, 0.17800730232433548]"
157,"[0.1965022467756813, 0.21710918635560694, 0.15326140369378782, 0.1366262906508393, 0.16094887191644236]"
158,"[0.16692757300743544, 0.13898903126521733, 0.21667798169413344, 0.19964831774400627, 0.1289531752646147]"
159,"[0.18662941812448264, 0.17414483384660262, 0.1599245239732311, 0.19712944144434486, 0.13443432260727628]"
160,"[0.1508558119391784, 0.1761650412334942, 0.182254012869008, 0.1617947213466463, 0.19763267207723723]"
161,"[0.14074665374552942, 0.17238437115927907, 0.14902127408485377, 0.18267164720919005, 0.21247610792188576]"
162,"[0.18212710864017279, 0.13818477609120483, 0.17233141372928484, 0.18695257262938791, 0.19225214284093228]"
163,"[0.12144530244016227, 0.21230856281510158, 0.1721660520881496, 0.17730801585595746, 0.16708759246352567]"
164,"[0.15597682435954552, 0.17414741356729202, 0.13160511220932647, 0.1879686003094594, 0.20462935388556924]"
165,"[0.1677078810308461, 0.1919201704091028, 0.1690742646959108, 0.14389336314664758, 0.1619587689717118]"
166,"[0.20648274708584857, 0.1462353086110747, 0.19719025645432775, 0.16291439529742036, 0.1391747932780626]"
167,"[0.20917712817051515, 0.18010007222459934, 0.19608164593510313, 0.1712508166947131, 0.09407752941674086]"
168,"[0.1378908153629339, 0.1721581347600981, 0.18391043427528175, 0.1658173323151686, 0.18083784995592744]"
169,"[0.20995174990801713, 0.17958367593348712, 0.16338404289150965, 0.13961186368986112, 0.14491873906241626]"
170,"[0.1888276602789345, 0.18750830070237268, 0.2037900170598016, 0.1823851664064774, 0.09104570101146947]"
171,"[0.1646866485375864, 0.1896665764241856, 0.1821304628055942, 0.17182955786800913, 0.1583337666837753]"
172,"[0.19014249381062565, 0.16559666447994803, 0.18761078520415908, 0.14045908366630266, 0.1730992638066411]"
173,"[0.18771697045789193, 0.12786796284917157, 0.19267696518403565, 0.16519076570476254, 0.18438791295848234]"
174,"[0.217021231645542, 0.172279908442583, 0.1280852005504366, 0.1471402032560405, 0.1884950218123922]"
175,"[0.18621634214565863, 0.20583466041825826, 0.1485085593969787, 0.16910423299998611, 0.1487429714573123]"
176,"[0.14791911808076175, 0.17851950805132033, 0.17808166956120708, 0.15680186045067857, 0.18631661351228346]"
177,"[0.15365229983716033, 0.13052251280155425, 0.18935198571961254, 0.2112995733330797, 0.17840406331982683]"
178,"[0.19402230785295105, 0.1373662516788947, 0.14720324059205858, 0.2076222327534415, 0.1599788335106599]"
179,"[0.20862207351652706, 0.15335439148789076, 0.17561358478383993, 0.16108290332019348, 0.1670008663548216]"
180,"[0.1758475388599683, 0.1657493760317088, 0.15811168533960107, 0.1951154846512294, 0.15597355151568704]"
181,"[0.20447303510732906, 0.12167326844981508, 0.18686323551061024, 0.18789527915935433, 0.15326407978304712]"
182,"[0.1913236694737459, 0.12545680734175935, 0.18057144772698952, 0.16435080482996056, 0.16924616508759194]"
183,"[0.12710934139573893, 0.18152333954284716, 0.17483944791855888, 0.18237887269293895, 0.18522547107659426]"
184,"[0.1861609412320343, 0.17069517008847002, 0.17105499760281817, 0.17425890426804314, 0.15844503977851865]"
185,"[0.17652867558078889, 0.17628217917084565, 0.17832330372323746, 0.16966124962367535, 0.1620743372856086]"
186,"[0.13017906228779152, 0.18176061583118885, 0.1387133438239303, 0.1873218212047849, 0.20446034258798418]"
187,"[0.19311944743248233, 0.20114938048841846, 0.14557144326060756, 0.15785459267066393, 0.16253240111004685]"
188,"[0.14599274763617287, 0.19368093145419596, 0.1626298770320117, 0.17078247414248537, 0.1868784817979542]"
189,"[0.11545124571561183, 0.21634419634129787, 0.13448584756731818, 0.18880099742389878, 0.2020433829843028]"
190,"[0.1445018400568897, 0.19065660408222718, 0.20887084952500445, 0.16545818592932138, 0.13805722621208638]"
191,"[0.15442830308149302, 0.19929557840730905, 0.17576474714709567, 0.17848050388772274, 0.14793414591774579]"
192,"[0.1558879672059269, 0.19872178981974098, 0.1686311301321901, 0.1391777272135053, 0.18264709467716123]"
193,"[0.17005184986462762, 0.18298173972207077, 0.14931799897382747, 0.17671584559418008, 0.18189823147965944]"
194,"[0.27092240832761305, 0.13461530058792104, 0.16873143195261775, 0.12153090600588567, 0.1621033970162875]"
195,"[0.19286054915359074, 0.12699230676473172, 0.21238009940163982, 0.17519439146677074, 0.1529079589516793]"
196,"[0.19457638969537405, 0.19955992616966545, 0.14391111853927807, 0.17525903996101178, 0.1523548376441446]"
197,"[0.16376956512209462, 0.16775593821644275, 0.1771315484066016, 0.179027663151463, 0.1661633380799573]"
198,"[0.18485049332932635, 0.16343896468509633, 0.1711189595166045, 0.1664429293911911, 0.16966728237858963]"
199,"[0.19668779971958106, 0.18789010684879603, 0.15136935876034763, 0.15635195486801345, 0.16895520432341204]"
200,"[0.19248782525888175, 0.1602705797234475, 0.18412938040149818, 0.15619775031235572, 0.1460642914091601]"
201,"[0.15600893130901405, 0.18293752096471871, 0.15319058627910476, 0.1924713134343926, 0.17297737591216966]"
202,"[0.17605888610470544, 0.1970822277383184, 0.17273016829621257, 0.10226970632814114, 0.18806172295409818]"
203,"[0.1402349565440425, 0.19861929857113114, 0.17256511569963373, 0.17703816609445255, 0.15039876943128727]"
204,"[0.1898201519330316, 0.13522947638744443, 0.18461468455655095, 0.17020327146390157, 0.17572500070572106]"
205,"[0.1730803544226257, 0.17895170465922428, 0.1834398343278837, 0.16769070109947992, 0.16205491075892287]"
206,"[0.11060560197238511, 0.19596366959720835, 0.174089748457964, 0.20903322441120364, 0.1629200857618881]"
207,"[0.13913141815246244, 0.1583575700155062, 0.1897691788327961, 0.1977483170297738, 0.17043576699309015]"
208,"[0.16531500173236524, 0.1947319118694294, 0.1762129168286638, 0.14533361818072166, 0.18061192733518228]"
209,"[0.15882308327704142, 0.164013980685369, 0.20010480285593013, 0.12484180401678424, 0.1876196055005942]"
210,"[0.18358604188324168, 0.17590006333603547, 0.17300772817611498, 0.13786659900327813, 0.1811364739521515]"
211,"[0.13990758566297434, 0.1641914518919877, 0.19092261637193808, 0.20729241642168528, 0.1492623900847614]"
212,"[0.17842962574605903, 0.20099218001017083, 0.12261430863487566, 0.1431384511193402, 0.21891411680672124]"
213,"[0.14199761843832426, 0.1391080143341622, 0.21232203794534354, 0.16512621412412776, 0.190599796244194]"
214,"[0.14762425356881193, 0.2014642589597927, 0.08371236148821848, 0.17034468642192901, 0.23565932322044814]"
215,"[0.17979937383734734, 0.1146231777873089, 0.15718482159989033, 0.19375336533273857, 0.19226683613386997]"
216,"[0.17720103567368972, 0.21029473878713478, 0.14421767841050837, 0.16504308610504648, 0.16295841902470087]"
217,"[0.17295743867518987, 0.18826200315904995, 0.13629489983239784, 0.18208296941151714, 0.17387564624553598]"
218,"[0.18487870704380194, 0.17860011681269916, 0.1711496893172364, 0.17586604837800224, 0.14419785512722139]"
219,"[0.14752643459376769, 0.16953954268837856, 0.18039771933953574, 0.20626173081453758, 0.15713267007825515]"
220,"[0.1590643196157382, 0.15630744626085202, 0.1522298582694036, 0.20471578244676625, 0.1918356093928445]"
221,"[0.14577355194905495, 0.21372131457558663, 0.1687439351460911, 0.181377081808207, 0.15256311993145677]"
222,"[0.18609738962907107, 0.1711573849598852, 0.15724867174893142, 0.19558976032434883, 0.14614748034532865]"
223,"[0.15593230545305614, 0.1795550159178949, 0.1925078005866805, 0.16219547175661342, 0.16970138424583725]"
224,"[0.20123294141944492, 0.16934280869078844, 0.16054977556515726, 0.13971982130758542, 0.18536103728549647]"
225,"[0.2037207586021973, 0.21039534561887618, 0.1175671773323751, 0.14851704342133343, 0.17226736573671575]"
226,"[0.15340030458267873, 0.17221780149126376, 0.1728709090329027, 0.16811233981300733, 0.1942543195332499]"
227,"[0.15776083575324185, 0.1849284292199611, 0.18336277899173303, 0.2060085673288814, 0.13295339885791757]"
228,"[0.18222194331019947, 0.1305018076728256, 0.198493097357327, 0.19145567144178222, 0.16048887151518532]"
229,"[0.12003671490090762, 0.15396726555459073, 0.16985420593482636, 0.18850152711410895, 0.21954589530840507]"
230,"[0.19352305716089835, 0.20695965754240453, 0.13012677763376435, 0.1247833968611286, 0.18942165838180314]"
231,"[0.16313543933940644, 0.17165647136345585, 0.1554346372135592, 0.20182846715459835, 0.16887002511413007]"
232,"[0.1738965703234827, 0.15702735890433273, 0.17795493618810432, 0.17689335234130776, 0.1704931887207849]"
233,"[0.11398657069941664, 0.17959347384725022, 0.16268386604616514, 0.20009174860696022, 0.2071786439231278]"
234,"[0.16824695266214418, 0.18760403068988452, 0.17532959139861526, 0.13593082507982768, 0.181344816417773]"
235,"[0.14666936290977184, 0.16904147524954816, 0.17831150423470488, 0.16437083115054585, 0.20377837249906605]"
236,"[0.15682325971547262, 0.1909197915674945, 0.15681989827103748, 0.1490673492943625, 0.1992467301199129]"
237,"[0.1740779554191998, 0.17823106553092483, 0.16803478304502173, 0.13193520521246682, 0.19621370231726776]"
238,"[0.1711149323652743, 0.1660731836846009, 0.1909269835265266, 0.14341514718009096, 0.1943790888076069]"
239,"[0.22890724800030726, 0.12373647189106585, 0.16517765427628206, 0.19142368574135615, 0.14397505512123077]"
240,"[0.1704110696968495, 0.22497719498083202, 0.18902934932696647, 0.14309977558731568, 0.11693726520089054]"
241,"[0.20933434284607755, 0.18549356762871294, 0.15334224477693714, 0.16045144957119628, 0.14388854384400684]"
242,"[0.20577250538646052, 0.18932620299188552, 0.1889683269198621, 0.1585847502780433, 0.11242069483341088]"
243,"[0.20264408012143598, 0.1383896645658249, 0.1998843709154441, 0.17547163278701705, 0.1373078278622415]"
244,"[0.21066843440664262, 0.16041746290463754, 0.19266089685060306, 0.16752748486785896, 0.1299887730528172]"
245,"[0.17123832691814622, 0.17681352371070158, 0.14110289066518455, 0.1865647591095344, 0.18091054216963143]"
246,"[0.20908339978778157, 0.14857239611806072, 0.10945111471042823, 0.18902064229884863, 0.19683769185308175]"
247,"[0.1511662125452219, 0.13577410855095684, 0.17090970724197885, 0.172987420639243, 0.21519312000394952]"
248,"[0.17728536685597074, 0.16550195279528002, 0.19342144639246617, 0.14857908725445845, 0.17262121861232083]"
249,"[0.14210513682572012, 0.15956480759917357, 0.17247310566247775, 0.18473449460348546, 0.19169962215518355]"
250,"[0.17642423594805623, 0.17996266639561598, 0.15156833159666616, 0.1705124442782714, 0.182498445412122]"
251,"[0.12075167191226355, 0.18037329200849073, 0.15582479260250648, 0.2204935626612381, 0.17474141289625167]"
252,"[0.16340336952221657, 0.19592108242611272, 0.14928259248154718, 0.12908505088676103, 0.21288541453939303]"
253,"[0.18370551736631835, 0.20719674600818017, 0.12490532811261146, 0.19153891021394298, 0.1432258604406772]"
