,roc_auc
1056,"[0.6725060733750426, 0.6754471524535486, 0.6735851899252627, 0.6750079968490291, 0.6736538475973225]"
1057,"[0.672992969073586, 0.6745274705234893, 0.6717522358755564, 0.6755703432334184, 0.6754340879380032]"
1058,"[0.6749720898953236, 0.6736121578923915, 0.6748545247651669, 0.6781069191524136, 0.6686279041609356]"
1059,"[0.672636138483695, 0.6701910900792375, 0.6782735431097986, 0.6782694569454694, 0.6706038900654671]"
1060,"[0.6720505502658816, 0.6765051733272637, 0.678483695252362, 0.6730630822940713, 0.6699504261087804]"
1061,"[0.6728311894711602, 0.6689453317913993, 0.675118403706567, 0.6769558292617132, 0.6762943741366686]"
1062,"[0.674308060097057, 0.674807106646045, 0.677387449907258, 0.6705900514615862, 0.6726507803372337]"
1063,"[0.6690519714065922, 0.6809093500268355, 0.6695380709000803, 0.6779150197406196, 0.6728251664561885]"
1064,"[0.6708110776813079, 0.6719489813722802, 0.6754421835552182, 0.6734298067430896, 0.6781804747859611]"
1065,"[0.6786953524629291, 0.6771789191942686, 0.664711350025292, 0.6804406266368092, 0.6692337652670811]"
1066,"[0.6742973822181042, 0.6770606389706326, 0.6739537224845534, 0.6688640948840383, 0.6759623735410888]"
1067,"[0.6720696252142829, 0.6785541963147534, 0.6718579598137658, 0.6718488259839384, 0.6756938067316383]"
1068,"[0.677303589102716, 0.6763138493961414, 0.672777982378638, 0.6649477025533016, 0.6789832920050181]"
1069,"[0.6780863564366124, 0.6693853290354489, 0.6714628045712255, 0.6755228245386146, 0.6757987938563964]"
1070,"[0.6764124453342134, 0.673433973956445, 0.6720417210820678, 0.6677780601424648, 0.6807870657767378]"
1071,"[0.6748827879419738, 0.6717334955948073, 0.6783532641983135, 0.6711102953007486, 0.673955523156184]"
1072,"[0.6771201546041513, 0.6754422767222777, 0.6709443867992074, 0.6747053904443121, 0.6718816008803933]"
1073,"[0.6748759631541703, 0.6664414034794885, 0.6833901700781505, 0.6715019028769378, 0.6735911868532549]"
1074,"[0.6742552057267639, 0.6730657356103299, 0.6729921286882412, 0.6767871701987264, 0.6730116071108007]"
1075,"[0.6764543544298585, 0.6773881072398314, 0.6715629277343191, 0.6679794257315166, 0.6768561028089587]"
1076,"[0.6646476895447676, 0.6730718367425615, 0.6715517977525174, 0.6763171001758471, 0.6842357371017237]"
1077,"[0.6706209206253566, 0.6744485419457287, 0.6791530619052376, 0.6730900505819176, 0.6727965869828572]"
1078,"[0.6781685882896507, 0.6746035218948796, 0.6655707012765597, 0.6715909626395593, 0.6800281542159606]"
1079,"[0.677424542028669, 0.6767568171071298, 0.6743436389235102, 0.6702661598520393, 0.6714248998520855]"
1080,"[0.6742574407483348, 0.6782354371417666, 0.676330504704063, 0.6716225946689474, 0.6698676057140146]"
1081,"[0.6739234043677361, 0.6783221757861587, 0.6732988897671758, 0.6693563022108504, 0.6750503333330129]"
1082,"[0.678275484733801, 0.6774155748345432, 0.6640616352851343, 0.6774498864157551, 0.6730712166239248]"
1083,"[0.6754687339925802, 0.6719009771020322, 0.6739263132452378, 0.672903833762679, 0.6757663628184781]"
1084,"[0.6776158277790293, 0.6715188679966039, 0.6747188691319211, 0.671660538647174, 0.6745165719203072]"
1085,"[0.6713819030359075, 0.6757515332689951, 0.6774656713500704, 0.6692417263963162, 0.6762351279899083]"
1086,"[0.6727357163724177, 0.6723021763541035, 0.6732898651495691, 0.6751434328321927, 0.6765385367522566]"
1087,"[0.6798402073140927, 0.6682967629719632, 0.673500898511736, 0.6770092768255989, 0.6710963950708796]"
1088,"[0.6738815669295575, 0.6750675991664626, 0.6750983917684875, 0.6754739641117168, 0.6706217373118888]"
1089,"[0.678563758748662, 0.6729884439988468, 0.6718420792182246, 0.6777438214210839, 0.6688054918655085]"
1090,"[0.6766903211987089, 0.6725916812688265, 0.6786933749800355, 0.66937037043553, 0.6727984867095063]"
1091,"[0.6706113119971061, 0.6762056698282248, 0.6756575679211857, 0.6735225914167229, 0.6741612549279014]"
1092,"[0.6796165075674957, 0.6722342160373836, 0.6664131813990847, 0.677422495187011, 0.6743029118536714]"
1093,"[0.6727580851546363, 0.6735666547335307, 0.671114851776195, 0.6761710745842995, 0.6767812104277361]"
1094,"[0.6779993306650838, 0.6705982042814354, 0.675903833396683, 0.6768254381573643, 0.6689145530981386]"
1095,"[0.673472716925187, 0.67481594254929, 0.6700369337353641, 0.6760558700036586, 0.675783404931522]"
1096,"[0.6787568214908629, 0.673024174408928, 0.6748915502395799, 0.6687731867532873, 0.6747449004797594]"
1097,"[0.670851120416366, 0.6765958699368394, 0.6754113333081284, 0.6746998346455616, 0.6724774502601311]"
1098,"[0.67263741077134, 0.6762340456759741, 0.6695210722099226, 0.6729434234991287, 0.6789603101763684]"
1099,"[0.6755134421527141, 0.668931170083185, 0.6765337044671983, 0.6750047404133612, 0.6738717394907999]"
1100,"[0.6746174364445223, 0.671677827038417, 0.6759599775268109, 0.6725890790808076, 0.6751855010651736]"
1101,"[0.6788505128193317, 0.6753160906004749, 0.6685066571278644, 0.6737597198366638, 0.6737116438928045]"
1102,"[0.674679236179766, 0.6759454048446918, 0.6644825372635579, 0.6792581953337201, 0.6753895628354333]"
1103,"[0.6706751065046165, 0.6747601134793138, 0.6681000644056707, 0.6816837799239903, 0.6748162553811943]"
1104,"[0.6771047698232016, 0.6767746028688464, 0.6737062662873449, 0.6741054094357192, 0.6681526563736632]"
1105,"[0.6743829995075692, 0.6738293241154805, 0.6703680275149344, 0.6714719887331394, 0.6800270258888753]"
1106,"[0.6762859448331385, 0.6769118736408117, 0.6655043248937664, 0.6719203198623427, 0.679291205636076]"
1107,"[0.6695533518734512, 0.6741296937125721, 0.6774929069499441, 0.6729632432762545, 0.6757611367167844]"
1108,"[0.6741216440567379, 0.6750006636226065, 0.6770535828586957, 0.6764444128977143, 0.6673957004039104]"
1109,"[0.6764714939763092, 0.6788559105727279, 0.6712103346965759, 0.6687291231130007, 0.6747295713381476]"
1110,"[0.6769869910514443, 0.6687604585757889, 0.6728264387208304, 0.6714055046182927, 0.6803396685183117]"
1111,"[0.6820266777391558, 0.6752373654139179, 0.6748069281241056, 0.6643986256530389, 0.6737611762977154]"
1112,"[0.6738054161422765, 0.6750994016233914, 0.6743727988358169, 0.6732259718096237, 0.673581625192306]"
1113,"[0.6752717001857294, 0.6780337914159095, 0.6725650805642412, 0.668850497618781, 0.6753639843431402]"
1114,"[0.6801063456713072, 0.6710102323924529, 0.6734161130408327, 0.6695357732309158, 0.6760472906691083]"
1115,"[0.6750334544622948, 0.6779223178703351, 0.6740580565056362, 0.6679166134180216, 0.6752877848546049]"
1116,"[0.6674793672938768, 0.6760654946844983, 0.6718110350792011, 0.6787043211274778, 0.6760959425384714]"
1117,"[0.6778856647083474, 0.6689856440595343, 0.6723019277672194, 0.6727160247160039, 0.6780417338908455]"
1118,"[0.6753985960566032, 0.6707176766177035, 0.6732090075918489, 0.6697677494795573, 0.6813335321405584]"
1119,"[0.6729426488597964, 0.6698002723965468, 0.6771887392344326, 0.6740296808996373, 0.6760664059842802]"
1120,"[0.6726464326367403, 0.673776279705535, 0.6770167141658332, 0.6697782740302282, 0.6768134759719829]"
1121,"[0.6752726918973311, 0.6726986578498602, 0.6694207911127472, 0.674236017605236, 0.6784450003901408]"
1122,"[0.6794724392142778, 0.6667531928177426, 0.6750291445406991, 0.675849460596009, 0.6726866857770948]"
1123,"[0.6701264482853553, 0.6787871200758527, 0.6739318044515296, 0.6758046850974131, 0.6714583972012641]"
1124,"[0.67633852848207, 0.6717723304553255, 0.6708684127703581, 0.6727381757434936, 0.6785231879871882]"
1125,"[0.6746965237137941, 0.6732650155192523, 0.6713911945569545, 0.6740983798454846, 0.6766400236567545]"
1126,"[0.6793598137646628, 0.6721894668314795, 0.6719544213268442, 0.6725536148073484, 0.6738937922682317]"
1127,"[0.672422965191702, 0.6748065764865973, 0.6749687630418056, 0.6746641152478476, 0.6733111107545919]"
1128,"[0.6740755263253676, 0.6726146492059387, 0.6750957515804128, 0.6721289795942686, 0.6759865907658317]"
1129,"[0.6727391235570741, 0.6740621856850847, 0.678096426038371, 0.6781453320301216, 0.6673512791217361]"
1130,"[0.6735467894459468, 0.6736738601050325, 0.6780196509378084, 0.67226799206404, 0.6724955315429212]"
1131,"[0.6736814144236711, 0.6701343298339208, 0.6748363106327886, 0.6760858198038989, 0.6755061232565254]"
1132,"[0.678489658191064, 0.671530620184055, 0.6783417187073404, 0.6689324102234496, 0.6727449011446831]"
1133,"[0.6766029540964551, 0.672646625254321, 0.675177730707248, 0.6698669354009864, 0.6759862897299442]"
1134,"[0.6756207082299501, 0.675843297910579, 0.6730810108782286, 0.6722247979990285, 0.6733628121164077]"
1135,"[0.6768369496346348, 0.6682790937683962, 0.6841546230544919, 0.6671163290860028, 0.6735099293552231]"
1136,"[0.6760470022688063, 0.6688320958318995, 0.6767497661863697, 0.6755043364747233, 0.6731402378439187]"
1137,"[0.6699294286286167, 0.6711416839126664, 0.6872171807570403, 0.6732740253952668, 0.6683803104741002]"
1138,"[0.668602610889205, 0.6762974237431206, 0.6736775688473965, 0.6762293998167377, 0.6751436865005703]"
1139,"[0.6736505435215945, 0.675204184709035, 0.6737926677102777, 0.6760373876801224, 0.6713115019474483]"
1140,"[0.6733956706406348, 0.6726029345665382, 0.6789483076093098, 0.6691108669586976, 0.6762837279143735]"
1141,"[0.6764446758797948, 0.6779839848516518, 0.662168314026591, 0.6767559042571993, 0.6767196088883636]"
1142,"[0.6760341990709937, 0.6725142464924686, 0.676145238655216, 0.6721779703048492, 0.6730183104638922]"
1143,"[0.6716675316025881, 0.6728517412258375, 0.6729824248148071, 0.6769991431093039, 0.6757076004264086]"
1144,"[0.6790753338821022, 0.6725085031114969, 0.6750137999828957, 0.6706910201861012, 0.6728205253619387]"
1145,"[0.6703791009817173, 0.6722523449112107, 0.6735027005520461, 0.6799980917179497, 0.6738483646427722]"
1146,"[0.6773726318616491, 0.6813145806130596, 0.6739793751870623, 0.6644339479869988, 0.6730466838813297]"
1147,"[0.6713229204475902, 0.6790705902463459, 0.6709410320298005, 0.6732327776941256, 0.6753972147207992]"
1148,"[0.6819666656440286, 0.6716942821668368, 0.6658335341898978, 0.6748258204962202, 0.6759405718296947]"
1149,"[0.6721215983784833, 0.6718946752071935, 0.6835230576785062, 0.6658157176748688, 0.6760094604091131]"
1150,"[0.6726503815856469, 0.6813120029908397, 0.6734610486893975, 0.6704895837551246, 0.6719521410942884]"
1151,"[0.6672908300833899, 0.6801982502650519, 0.6770056185281446, 0.6719528227727871, 0.673805310922727]"
1152,"[0.6721452063700014, 0.6756450114675906, 0.6724101713305278, 0.673356841864736, 0.6763148085916441]"
1153,"[0.6781893366124006, 0.678210108419055, 0.6731051637172836, 0.6687419083704944, 0.6714962395277823]"
1154,"[0.6792325532610414, 0.6742500783528855, 0.6742931809351329, 0.6669928618118007, 0.6752303166951016]"
1155,"[0.67286705577891, 0.6773052057050577, 0.679904611694613, 0.6702826247705739, 0.6697012829558346]"
1156,"[0.6706815437243235, 0.678430496576127, 0.666022412336709, 0.67539205881709, 0.6793757943805634]"
1157,"[0.6673626239147031, 0.6769637058129927, 0.6747892832181129, 0.675152542306923, 0.6759027000435385]"
1158,"[0.675601416837362, 0.667775688783609, 0.6788143186097193, 0.6705819866013853, 0.6774447551535411]"
1159,"[0.6703511555958529, 0.672160845185643, 0.6772538990348034, 0.6718652891109037, 0.6787246319984964]"
1160,"[0.6804754779086939, 0.675162067592695, 0.6733223270351016, 0.6749901285129519, 0.6659278043346342]"
1161,"[0.6768625809163605, 0.6713364206618757, 0.6803372111146057, 0.6715589200231082, 0.6695069211452195]"
1162,"[0.677822511783028, 0.6689964488432184, 0.6735117236597026, 0.6738208831490029, 0.6760297675216776]"
1163,"[0.6691395104538684, 0.6756566968376728, 0.6795726507797659, 0.672594953873441, 0.6729383670328705]"
1164,"[0.6766037639327251, 0.6724393646248834, 0.677746778927354, 0.6690273299948192, 0.6743855705556006]"
1165,"[0.6706192460318706, 0.676204867219293, 0.6755923067425168, 0.6740652111246416, 0.6734807976914153]"
1166,"[0.671543776034355, 0.6748878073789848, 0.6786446413533211, 0.6716524650679903, 0.6733041883119739]"
1167,"[0.6768090304681447, 0.6728469303442814, 0.6763989411530292, 0.6761137380799641, 0.6677685221713511]"
1168,"[0.6771523360537307, 0.6737210635346298, 0.672045040676799, 0.6766536701896472, 0.6704757826342121]"
1169,"[0.6756935342053088, 0.6744535666180096, 0.6733484867052437, 0.673056016420316, 0.6733812829854848]"
1170,"[0.6750144987429382, 0.6765579848659479, 0.6782962549038395, 0.670012930750246, 0.6703957431076624]"
1171,"[0.674530035789639, 0.6784097163689448, 0.6740943504827381, 0.6705900898865944, 0.671938665362811]"
1172,"[0.6690355327921299, 0.675971315327933, 0.6742127162989794, 0.6725554932149679, 0.6782542982805068]"
1173,"[0.6653518152756597, 0.679128245252937, 0.6703560394891279, 0.6739013923522794, 0.6814818174558093]"
1174,"[0.67644058656874, 0.6761965870458162, 0.6723889910896774, 0.6720854693808432, 0.6730442424226631]"
1175,"[0.6761515787250449, 0.6721187500958551, 0.6675827675483893, 0.6756135360822326, 0.6787136690330036]"
1176,"[0.6775575776563312, 0.6754790247077681, 0.6767092023216926, 0.6714894997356103, 0.6688831852542428]"
1177,"[0.6793153307941435, 0.6710896324915315, 0.6718581571991709, 0.6752608955474216, 0.6726541088714301]"
1178,"[0.6790104867682825, 0.6686180367282586, 0.672248785896251, 0.6756723480351335, 0.674393440770999]"
1179,"[0.6728702584591619, 0.6651634452432595, 0.6757885995763862, 0.6776471497099064, 0.6786834465981432]"
1180,"[0.6719602726096614, 0.6744722637108638, 0.6840593345333689, 0.6710841447363025, 0.668566860341987]"
1181,"[0.6737790666518674, 0.671279239239112, 0.6714523248726625, 0.6831273405022055, 0.6704366051839769]"
1182,"[0.6730230435509541, 0.6772343750098082, 0.6752421994687466, 0.6730763109753554, 0.6714609647697607]"
1183,"[0.6772066962894584, 0.6670003840268152, 0.680309176283501, 0.6777944535974089, 0.6679612938190735]"
1184,"[0.6750503986596947, 0.6759013985723645, 0.6674524923484744, 0.6702792878109396, 0.6814235355022791]"
1185,"[0.6757902776263539, 0.6728714848108837, 0.6802221336018854, 0.6717732420778527, 0.6693936848191963]"
1186,"[0.6744256636868754, 0.6667960557681792, 0.6794791765793176, 0.6781799521450335, 0.671254468881575]"
1187,"[0.6800342753179723, 0.6719312368916394, 0.6701496111831999, 0.6722235969677928, 0.6753973039797965]"
1188,"[0.6756690694681259, 0.6756008180524442, 0.6762373798540583, 0.6776256000451466, 0.6650017547463672]"
1189,"[0.6774748418046582, 0.6710081644801876, 0.6792083506412219, 0.6744038314340781, 0.6680293242725095]"
1190,"[0.6738231700386107, 0.6723137151847843, 0.6738854369991182, 0.677977983231913, 0.6720758599140917]"
1191,"[0.6668797769960647, 0.6695449739025859, 0.6780911089363647, 0.6759253716521356, 0.6795265301577961]"
1192,"[0.6726313262402016, 0.6732653968417154, 0.6707942980752893, 0.6744934339963047, 0.6788751666907988]"
1193,"[0.6716237759658706, 0.6721526931860635, 0.6743484928157393, 0.6785619431213692, 0.673651164319024]"
1194,"[0.6687810274356076, 0.6735653149046172, 0.6714942221978639, 0.6800113625590329, 0.6761605871644404]"
1195,"[0.6814486440107128, 0.6745916155225379, 0.6736823926199537, 0.6723946990555758, 0.6678788582294434]"
1196,"[0.6745599779130068, 0.6788932773299661, 0.6696655252840128, 0.6761499478549191, 0.6709201573376182]"
1197,"[0.6707312952701218, 0.6683897688515938, 0.679893159060345, 0.6768002729374002, 0.6742740639408785]"
1198,"[0.6755174439947587, 0.6698581430627748, 0.6752429538447419, 0.6763145409434919, 0.6731706766884517]"
1199,"[0.6716980159526195, 0.6728027228960144, 0.6791043062301905, 0.6689879976232334, 0.6775146251341077]"
1200,"[0.6733806940584179, 0.6673036527503451, 0.6717841181984852, 0.674197439707822, 0.6836552146858256]"
1201,"[0.6785610123830443, 0.6754458346522538, 0.6700217930873954, 0.6745901419604601, 0.6712876651326005]"
1202,"[0.6780992535234672, 0.6706366730274397, 0.6753667095532775, 0.674564565333649, 0.6710178097065179]"
1203,"[0.679303794301887, 0.6695060135429647, 0.6751432028333346, 0.6759232533151557, 0.6702201315229979]"
1204,"[0.6812242780448774, 0.6731698416703584, 0.6754996050794143, 0.6684856604334964, 0.6716486714954313]"
1205,"[0.6738958039582225, 0.6742103091917495, 0.6725515555391286, 0.6758148297059652, 0.6734311835119263]"
1206,"[0.6708896583421939, 0.6740839866938448, 0.674539253151922, 0.6771739552975278, 0.6735275333591719]"
1207,"[0.675947118968654, 0.6716486160470736, 0.671152152446772, 0.6812706009941898, 0.6700618626953364]"
1208,"[0.6739070771410713, 0.6781742264567545, 0.6745821797187342, 0.673766543655897, 0.6696820302741199]"
1209,"[0.6740689888450313, 0.6689441736048177, 0.6777983273184283, 0.6730639357593555, 0.6764024226937237]"
1210,"[0.6758689976894725, 0.6678899873142442, 0.6761250452650617, 0.6810174259518641, 0.6691300154151023]"
1211,"[0.676146378841161, 0.6733023007672102, 0.6704289158619549, 0.6769998480742093, 0.6731146582400908]"
1212,"[0.6752729003396328, 0.6747241321997978, 0.674395490921499, 0.6743046589578116, 0.6712791761875851]"
1213,"[0.6781159965261788, 0.6743399769327895, 0.668980867411178, 0.6783843413520629, 0.6703073038734287]"
1214,"[0.6752207969211675, 0.6734218717420455, 0.6772896621325674, 0.6751223154748877, 0.6692120091835323]"
1215,"[0.6699207910837524, 0.6775645801378879, 0.6762580304133822, 0.6714342673521182, 0.6752049674950814]"
1216,"[0.6792241411821309, 0.6754191984821857, 0.6728381895939254, 0.669024611500068, 0.6738414549817001]"
1217,"[0.6746403675929364, 0.6788696277544496, 0.6716868255699703, 0.6667632002344741, 0.6784912767544715]"
1218,"[0.6749287188730207, 0.6699461507207235, 0.6799226201385691, 0.6729190844492202, 0.6720831814759911]"
1219,"[0.6823479147797114, 0.669994196856323, 0.6720356950280802, 0.6719766031730212, 0.673720232102101]"
1220,"[0.6728814983080929, 0.6779216620449807, 0.6777569379137994, 0.6691492668054204, 0.6720946987038535]"
1221,"[0.6721971119170007, 0.6798379298774703, 0.6735500756308824, 0.6764017022014783, 0.6681245539341003]"
1222,"[0.6771581111629946, 0.6704238031200827, 0.6718982058135535, 0.6759561277748218, 0.6743683336747531]"
1223,"[0.6728254721540189, 0.6685237270387877, 0.6749760260584917, 0.6751849076199287, 0.6783498389923979]"
1224,"[0.6692329326007003, 0.6720784269320634, 0.6736909088582858, 0.676898019472288, 0.6781096163068349]"
1225,"[0.6738530648628174, 0.6763295254680427, 0.6783279683795286, 0.666027158683713, 0.6755532491275987]"
1226,"[0.6762196040077807, 0.6757363809203902, 0.6761153997346586, 0.6707687952752087, 0.6711988628773949]"
1227,"[0.6775834708015783, 0.675595684265979, 0.6701666495306051, 0.6704587875941674, 0.6764313821130091]"
1228,"[0.6757194062865712, 0.6730029514269527, 0.6763662363926745, 0.6699936590911427, 0.6749325098286331]"
1229,"[0.6754222830926618, 0.6713302368810092, 0.674078759949722, 0.6685033080314848, 0.6807412440780423]"
1230,"[0.6749652955609323, 0.6719398726704239, 0.6750630569557532, 0.6731506728998506, 0.6748549085307273]"
1231,"[0.6789183645758972, 0.6728704209991277, 0.675996122053177, 0.6681319446928157, 0.6741320079925354]"
1232,"[0.6702028391437717, 0.6704215767843266, 0.6800069685834288, 0.6797019583539236, 0.6698816237136784]"
1233,"[0.6709632315626312, 0.6748449566632903, 0.6818013937168851, 0.6709123543884513, 0.6718949950393833]"
1234,"[0.6724203842959274, 0.6738754025181384, 0.6755705113901298, 0.6731403962318174, 0.6751160384644935]"
1235,"[0.6719738313908092, 0.6793340018850468, 0.6705960474549757, 0.673937680450599, 0.6743769720667429]"
1236,"[0.6728020504592154, 0.6746930934685299, 0.6761493478928832, 0.671918522538989, 0.6745535265213561]"
1237,"[0.6751973154338166, 0.6753197789010162, 0.6712423277806102, 0.670213829770711, 0.6782272521327636]"
1238,"[0.6761586670409709, 0.6762941523654944, 0.6751981662083347, 0.6689849302432862, 0.67355773661219]"
1239,"[0.6800775520346717, 0.675400001368846, 0.6666044508296366, 0.6773709687327438, 0.6707954887260703]"
1240,"[0.677847083112985, 0.6703837843908871, 0.673083555846062, 0.6715221371463357, 0.6772709823755949]"
1241,"[0.6709926713482195, 0.6740069552009311, 0.6713103187441419, 0.6771326315087897, 0.6768731120302574]"
1242,"[0.668017102233172, 0.6823064267383445, 0.6757144550434826, 0.6726841587554505, 0.6715271955375529]"
1243,"[0.6704864942007973, 0.6769671395034043, 0.6735973851461606, 0.6784101810183519, 0.6706188018681428]"
1244,"[0.6741665224067307, 0.6717435640779639, 0.6733309307463409, 0.6738084083057968, 0.6769701125766607]"
1245,"[0.682385159518862, 0.677522895144182, 0.6692428748199759, 0.669645346226439, 0.6712225816428296]"
1246,"[0.6726499936117751, 0.6757819567087621, 0.6752807780539559, 0.6731176263517822, 0.6733125045073258]"
1247,"[0.6715597608773808, 0.6723576308930479, 0.6768463904328427, 0.6773563511549651, 0.6723030362430193]"
1248,"[0.6715069566486636, 0.6763075333507117, 0.6780827486672124, 0.6705671075065021, 0.6736481952144575]"
1249,"[0.6790261168427566, 0.6771216064974611, 0.6703617521666, 0.6777744923524169, 0.6657277302218533]"
1250,"[0.6730822232036018, 0.6676361460577094, 0.6822632405679779, 0.6734759587655708, 0.6734077404830743]"
1251,"[0.677152664780983, 0.6696818361491442, 0.6713695785703344, 0.676619298421405, 0.6753229286999307]"
1252,"[0.6726210554294147, 0.6781006611517181, 0.673960285675022, 0.673320845794816, 0.6721630236355031]"
1253,"[0.6686364253103384, 0.6775342428872859, 0.6710554633986883, 0.6674225577634919, 0.6853329140270272]"
1254,"[0.6744438480661024, 0.6713114275566863, 0.6798184317952859, 0.6745186186205183, 0.670030789619531]"
1255,"[0.6712379271748143, 0.6734993777261913, 0.6746671295276798, 0.6746594293160911, 0.6761192403979556]"
1256,"[0.6710380715236602, 0.6741023252741122, 0.675004293901776, 0.6731318083783713, 0.6769625077822387]"
1257,"[0.6768776487886563, 0.6705787255933741, 0.6772015259167298, 0.6739213883763957, 0.6715075672688158]"
1258,"[0.6691026678665878, 0.6700463424609796, 0.6762355405038056, 0.6750156569353635, 0.6796007062471178]"
1259,"[0.675717290173346, 0.6730780557147495, 0.6732216586974786, 0.6766155588852703, 0.6713030857171474]"
1260,"[0.6731395778521777, 0.6711050914325898, 0.6753779073992641, 0.6736998334899631, 0.6766094114798885]"
1261,"[0.6724949054264764, 0.6798687553016091, 0.676631893397982, 0.6722185799421824, 0.6690230605103776]"
1262,"[0.6700347375111906, 0.6735007796899738, 0.671946646115799, 0.6782910529887625, 0.6763709695025518]"
1263,"[0.6754117488721003, 0.6735012527136655, 0.6796598547390831, 0.6679021512707695, 0.6734866316836295]"
1264,"[0.6734283700825561, 0.6837009428566124, 0.6657464957380773, 0.6726738728507401, 0.6742595977074697]"
1265,"[0.6724736736503883, 0.6714590664639798, 0.6762962844015743, 0.6734059340701978, 0.6764967300300245]"
1266,"[0.6757287828232407, 0.6736181425554172, 0.6724894085742739, 0.6758401635358612, 0.6724655165889207]"
1267,"[0.6789650006381153, 0.6729010994344358, 0.6786997114154308, 0.6696912313767672, 0.6698596903494178]"
1268,"[0.6785229888932435, 0.6751566266936486, 0.6680971479300273, 0.6727454147598277, 0.675444297113506]"
1269,"[0.6768902298710556, 0.6656717322027779, 0.6790092329736974, 0.6710672377754574, 0.6773697597461584]"
1270,"[0.6746756996265619, 0.6725759276606337, 0.6682204918859712, 0.6757379319636719, 0.6789675800699007]"
1271,"[0.6844017420790464, 0.6768213950478947, 0.667553105390344, 0.6700308523211606, 0.6713588525528681]"
1272,"[0.6723272476406194, 0.672516289738048, 0.6714957189480227, 0.6714178886515957, 0.6826209816249686]"
1273,"[0.6691649460363335, 0.6768737004719185, 0.6774353247597678, 0.6753459245452451, 0.6710391223316554]"
1274,"[0.672428052848498, 0.6771443593528645, 0.6750868155511639, 0.6710126308880552, 0.6745845082075593]"
1275,"[0.6763429517316873, 0.6744333771377313, 0.6715238712937202, 0.673122567603782, 0.674836093740017]"
1276,"[0.686779356737748, 0.6752341141476409, 0.6730538975036172, 0.6688051019244844, 0.6662247174214724]"
1277,"[0.6733611938594275, 0.6664349196302376, 0.6744213324163139, 0.6785351441860749, 0.6773692441619243]"
1278,"[0.6737616683563648, 0.6671053476172609, 0.6755970886635887, 0.6734597284945142, 0.6801702707951665]"
1279,"[0.6725197069675972, 0.6773517544262989, 0.6789327476486089, 0.6720957536581746, 0.6693155462248008]"
1280,"[0.676132546478701, 0.6761962608965687, 0.671072232853581, 0.672987943827912, 0.673460647632124]"
1281,"[0.6746653646530366, 0.6779793476355673, 0.6641412860017444, 0.6764576614086999, 0.6768191462925052]"
1282,"[0.6757246728286603, 0.6701206122314148, 0.6735996574313581, 0.669708899958542, 0.6808131333253833]"
1283,"[0.6728013742546494, 0.6714995760142954, 0.678838736394593, 0.6747156329433405, 0.6721381184616141]"
1284,"[0.6759562605199411, 0.6736579487646257, 0.6727198687922723, 0.6726563631736738, 0.675119330038453]"
1285,"[0.6773954889763305, 0.67556713258439, 0.6762987563635762, 0.6704155953779377, 0.6706755911570051]"
1286,"[0.6739628673990785, 0.675148792768449, 0.6712902055301443, 0.6750041158883442, 0.6745673054502513]"
1287,"[0.6704880224450903, 0.6728915147507445, 0.676042683874617, 0.6775778974012557, 0.6730609569206345]"
1288,"[0.6699064788711079, 0.6707456491797241, 0.6733598212667634, 0.6812857459396073, 0.6747302043393655]"
1289,"[0.6722740343789729, 0.6753139585738346, 0.672131155780332, 0.6725645732918236, 0.677837662089666]"
1290,"[0.6713471606310899, 0.6757243864996443, 0.6765717276907016, 0.6686829433084278, 0.6778680061941595]"
1291,"[0.6736273096222669, 0.673783746726771, 0.6738603462464057, 0.6741308539841376, 0.674404414311514]"
1292,"[0.6764295484537036, 0.6692796005862782, 0.6805730982338379, 0.6710162955267119, 0.672557469572602]"
1293,"[0.6763590687234203, 0.6708537134638776, 0.6753539817177499, 0.6750580951355053, 0.6723984626168482]"
1294,"[0.6757074851658857, 0.6761330527053625, 0.6719639753504238, 0.6775474223091229, 0.6688742907135377]"
1295,"[0.6752136174807932, 0.6801055074689045, 0.6750759550653623, 0.6733245392899456, 0.6664884660052238]"
1296,"[0.6706071140130729, 0.6762468771451516, 0.6791714462843004, 0.6725422292421742, 0.6713016679906808]"
1297,"[0.674466172299755, 0.6760259557855016, 0.6742115002759776, 0.6737194779340362, 0.6714481274525124]"
1298,"[0.6726764737804544, 0.6822505306233181, 0.6703657822993923, 0.6728548977026781, 0.6720151869068631]"
1299,"[0.6710928587762334, 0.6748084177175179, 0.670294537124997, 0.6725469228575873, 0.6810425115322059]"
1300,"[0.6785371285047436, 0.675007851324056, 0.6709307559578884, 0.6670618258740937, 0.6784606572436152]"
1301,"[0.6748055363958164, 0.6718832553635307, 0.6749299524182344, 0.6748827577531598, 0.673592682241662]"
1302,"[0.6693761693807267, 0.6758606925977405, 0.6769988842472182, 0.6734161990884626, 0.6742789151704108]"
1303,"[0.6739299835717601, 0.6610283839571358, 0.6788545975517312, 0.6815580870529008, 0.6751223753203718]"
1304,"[0.6728397755505621, 0.6697506888537723, 0.6754530691775752, 0.674920719845362, 0.6772410291512707]"
1305,"[0.6755814865552465, 0.670389947978455, 0.677748398838144, 0.6720539074122691, 0.6745134132248012]"
1306,"[0.6740708154683624, 0.6744421182360333, 0.6787188219183931, 0.6723640269385217, 0.6703990006916433]"
1307,"[0.6756477746868285, 0.6770649214147021, 0.6717537509162793, 0.6765240150438268, 0.669212564277915]"
