,roc_auc
1407,"[0.698383400862555, 0.6982187404453808, 0.697175925563581, 0.6958153552171534, 0.701343928746746]"
1408,"[0.7035958965490446, 0.6973928495269843, 0.7018541218544788, 0.6921906253117436, 0.695722006367528]"
1409,"[0.700853752022558, 0.698976767860048, 0.6938616501840016, 0.6963858418512429, 0.7007003070792787]"
1410,"[0.6991902994427335, 0.6984095093690904, 0.6994376765206978, 0.6996241242741836, 0.6936195049852423]"
1411,"[0.7022136881066097, 0.6996489654321557, 0.6983710162327812, 0.6948438649279811, 0.6957655386660212]"
1412,"[0.6988892480693824, 0.7016249653452817, 0.7003768064467046, 0.6919826853401599, 0.6982269598706423]"
1413,"[0.6968141870074374, 0.7058552425363583, 0.6991629878838188, 0.691043706068976, 0.6976964025332621]"
1414,"[0.6957058216603507, 0.6987845972668212, 0.695459702112609, 0.7072806665285403, 0.6938628699337243]"
1415,"[0.6991982316437496, 0.6927024604137204, 0.700848044333488, 0.6951065344285552, 0.7023467506213759]"
1416,"[0.6968038793454501, 0.6936591446898658, 0.7020650555249986, 0.6979938454281812, 0.7004399930382832]"
1417,"[0.704342525609898, 0.691372008192596, 0.7002259743221589, 0.6958255762089818, 0.6988799636457801]"
1418,"[0.6954066327482771, 0.7027736102479653, 0.6967813187084778, 0.6966451342471198, 0.6993170234274122]"
1419,"[0.6946242594123049, 0.6996838164976308, 0.6994846738753806, 0.698227692049644, 0.6981311261530571]"
1420,"[0.6979838910015295, 0.6997034512204208, 0.6941435094670416, 0.6989539386984778, 0.7000156402516008]"
1421,"[0.6983589073970905, 0.6964592922303936, 0.7015493387488425, 0.6982429168322298, 0.6964784414944479]"
1422,"[0.7011699402917386, 0.6947684293505629, 0.7024121009527465, 0.6933587175820085, 0.6984625092339691]"
1423,"[0.6941588881083022, 0.7086897474369037, 0.6947153520415453, 0.6965248809408834, 0.696800681986712]"
1424,"[0.6971625501180272, 0.7012171884714931, 0.6946755582467207, 0.6966815218407519, 0.7005383241106022]"
1425,"[0.6980403822554115, 0.6990615036059158, 0.7043847084851548, 0.6994347407834329, 0.6894277836072091]"
1426,"[0.6975488922302774, 0.6971715230728467, 0.700894933867439, 0.6952474442639235, 0.699760677360703]"
1427,"[0.6953608202866919, 0.6982031359480604, 0.7004304489633493, 0.6983491645190552, 0.698713920205339]"
1428,"[0.697386225929169, 0.7002711228350256, 0.6983251980964207, 0.6984578244235209, 0.6964818072475323]"
1429,"[0.7044762959548077, 0.7008116735631682, 0.7042647596231433, 0.6947843586404819, 0.6863724244723873]"
1430,"[0.6970619965032852, 0.6974063271184949, 0.7024319308878095, 0.6925474723296501, 0.7015629921633462]"
1431,"[0.6988145407865536, 0.7004928068000116, 0.6954769239209105, 0.6988760961514265, 0.6970922345299431]"
1432,"[0.6945739389091636, 0.699198800256242, 0.6972915400321625, 0.697807500764077, 0.7012860026036967]"
1433,"[0.700411482729098, 0.6947645217002412, 0.6945750818089237, 0.7054152106520988, 0.6953970346773144]"
1434,"[0.6962618826845425, 0.7020652802461034, 0.700457258872121, 0.6940132878796609, 0.697735867549023]"
1435,"[0.6955721318972514, 0.7011483137227927, 0.7007661357607111, 0.697887690824578, 0.6952904827672761]"
1436,"[0.696609724850753, 0.6976239502142241, 0.6931127693722803, 0.6978990220041018, 0.7050607713111879]"
1437,"[0.7018183355860224, 0.6969000247946826, 0.6994704937466789, 0.6990534106078456, 0.6936200487274774]"
1438,"[0.6975703462860521, 0.7028240646758054, 0.6993396867694692, 0.694742347458054, 0.6963172758418662]"
1439,"[0.7012454817665472, 0.6926213996523842, 0.6924107258865766, 0.70430422834395, 0.7002816732349366]"
1440,"[0.6950532554061678, 0.6965731463836545, 0.6983810946338435, 0.6976425391323, 0.702257759655761]"
1441,"[0.7038260268496958, 0.6958910826470834, 0.6980612188956254, 0.6971872157414353, 0.6958449749794571]"
1442,"[0.7038006889776558, 0.6950608959237298, 0.6993185232621935, 0.7004291863032533, 0.6923086934325882]"
1443,"[0.7002061931901642, 0.6962884905713108, 0.7005824886800943, 0.6926241774451363, 0.701437799770543]"
1444,"[0.7026316455274172, 0.6979059105082658, 0.6979677485355039, 0.6979749302363955, 0.6943731986977612]"
1445,"[0.6967313489064544, 0.7008328030217915, 0.691870817543006, 0.6997917035877861, 0.7014092538707749]"
1446,"[0.6991719324647616, 0.6963612343818605, 0.7009340705232754, 0.6973797493046342, 0.6969401161124651]"
1447,"[0.6940368180152563, 0.6979779937749622, 0.7012143181701096, 0.7036757372406854, 0.6939465562908526]"
1448,"[0.6969431042844481, 0.6989645228297485, 0.6985128776724174, 0.6987752155069564, 0.6976041230055274]"
1449,"[0.7014337378997219, 0.6951696110004132, 0.6948267376675192, 0.7055742819321879, 0.6939548032372801]"
1450,"[0.6982773790342637, 0.698280367370975, 0.6998525956667705, 0.6930028138830947, 0.7016065165157106]"
1451,"[0.6979995477067833, 0.702420203397024, 0.6985464814222654, 0.6966291364197278, 0.6955329974799874]"
1452,"[0.6993124750866013, 0.694631654779571, 0.6979778280715212, 0.6965649169427491, 0.7021694316243118]"
1453,"[0.6987275930132456, 0.6994918399817215, 0.6963083817939477, 0.7040140538864674, 0.6918304182165591]"
1454,"[0.6985571908583492, 0.6936871281421844, 0.693726416882001, 0.7027533971629959, 0.701944970516003]"
1455,"[0.6945584410976203, 0.6988913738402371, 0.6965864503270386, 0.7023184396999851, 0.6982363976012136]"
1456,"[0.6939271155276581, 0.7011702240305073, 0.7028119320060582, 0.694865471587073, 0.6979359260960992]"
1457,"[0.6966754296699301, 0.6995615591369976, 0.6965475701710488, 0.6965731014553085, 0.7009243345559928]"
1458,"[0.6982285884505627, 0.6969106536489559, 0.699240272649622, 0.6983866588948988, 0.6980331481158842]"
1459,"[0.6992187947597907, 0.6951168174301643, 0.6956034918409169, 0.7002257778953502, 0.7003058124387609]"
1460,"[0.693874590941762, 0.6934768754447095, 0.6967560807124844, 0.7049774016640465, 0.7014215862625147]"
1461,"[0.6916441647447034, 0.7008918082011636, 0.6992701832556572, 0.6988598792379144, 0.6999986355361864]"
1462,"[0.6986137887980081, 0.6932765320399906, 0.6973142164345526, 0.700227194576581, 0.701587845383592]"
1463,"[0.7037669127146365, 0.6961318440719181, 0.7013454225055491, 0.69418925944033, 0.6952541655536411]"
1464,"[0.6977435778839495, 0.7001128749140226, 0.703963778617007, 0.6910162714920647, 0.6977962638029364]"
1465,"[0.7026234432070931, 0.698581205372772, 0.6941022663345867, 0.6929944908808636, 0.7024537849749423]"
1466,"[0.6981988855413062, 0.6990380486243446, 0.7017218326259416, 0.6988699560642653, 0.6925557794396235]"
1467,"[0.6903918428309128, 0.6952195172449522, 0.6957276116628274, 0.7047965579913239, 0.7050452967931287]"
1468,"[0.6996210069488488, 0.6997886908863415, 0.6960449575861841, 0.6954904334740343, 0.6997512033049721]"
1469,"[0.6980052145374707, 0.7003132217236067, 0.6906150918989468, 0.6986089756836202, 0.7031677945855804]"
1470,"[0.7011885342607255, 0.6990498464823447, 0.6948067397591051, 0.6966614362977253, 0.6987713219038942]"
1471,"[0.6948717318264955, 0.7012967624416816, 0.693750523327785, 0.6965853804944699, 0.7041627395763478]"
1472,"[0.6964218092041007, 0.6991745133526012, 0.7005169155157057, 0.6980504002964496, 0.6964393090809312]"
1473,"[0.6951763537685111, 0.6970682784796228, 0.7019186349708277, 0.6957354217030933, 0.7004209677358569]"
1474,"[0.6988646297588598, 0.693770705098921, 0.7006709482135618, 0.6953889307612033, 0.7017541181266045]"
1475,"[0.7019442463670406, 0.6911185886138147, 0.7014657629270611, 0.6999792288195826, 0.6962133404784923]"
1476,"[0.6911451193236379, 0.7045260614649176, 0.6972107993281574, 0.6975629722753213, 0.7001797891079281]"
1477,"[0.7034739830797991, 0.7021643289104164, 0.6901820634097039, 0.6987367460276053, 0.6965453320058304]"
1478,"[0.7045233137386819, 0.6942422471536643, 0.6942900174127532, 0.7010686771189589, 0.696339690735763]"
1479,"[0.6970658190319763, 0.6952175049696051, 0.7015428422659957, 0.6961736507008055, 0.7007707495101893]"
1480,"[0.701428596553234, 0.6948300562761572, 0.6961756033997734, 0.6973352214697315, 0.701030615162494]"
1481,"[0.6972282753663956, 0.6958621628568282, 0.693425625413362, 0.7020588283237986, 0.7018923750901489]"
1482,"[0.6983519966556415, 0.6935824092423186, 0.6999447744480173, 0.6977249631901263, 0.7010153109186211]"
1483,"[0.6984767804262706, 0.698941671644277, 0.6968772916445388, 0.6976773692847071, 0.6988078706904227]"
1484,"[0.7019658559116605, 0.6986085952435868, 0.6969819923851234, 0.69990621751878, 0.6933305394744831]"
1485,"[0.7015288244358696, 0.6982385283871059, 0.6974068072044914, 0.6978489069055627, 0.6956718435922168]"
1486,"[0.6993525673746104, 0.6988147212444105, 0.6925210094711729, 0.6963183474340793, 0.7036254484624762]"
1487,"[0.690079456661232, 0.7058297321511471, 0.6956380478180725, 0.7008685050557584, 0.6987550448268364]"
1488,"[0.7039472933945488, 0.6978806112246984, 0.6900082416351677, 0.7016919476156689, 0.6971949586762711]"
1489,"[0.7010439829775624, 0.6988793921195149, 0.6929823244457392, 0.6991220220236718, 0.6986888603857468]"
1490,"[0.6973887841179072, 0.6986298949454712, 0.6945078754441828, 0.697429010761919, 0.7025161212194192]"
1491,"[0.6950844167326954, 0.6928689038453166, 0.7043076234714447, 0.6998290379058946, 0.6988803473302801]"
1492,"[0.7004711790961105, 0.700788734986156, 0.7006156066691703, 0.6965209612291127, 0.6923512301946715]"
1493,"[0.6953068089096479, 0.7012962641964039, 0.697699953615748, 0.7034896298252811, 0.6931342927988595]"
1494,"[0.6966374801771016, 0.6930323589402019, 0.6995792008786768, 0.7020345211161105, 0.6997051940846475]"
1495,"[0.6872035474646112, 0.7033987321534897, 0.7027261135130494, 0.7027922310291059, 0.6944866898484755]"
1496,"[0.6975379864469657, 0.6967042756881056, 0.6974195902034963, 0.7031498170369812, 0.695421811841757]"
1497,"[0.6991728529133271, 0.6923933043261817, 0.7038642498666972, 0.6933437164261873, 0.701763895270387]"
1498,"[0.6938086330276031, 0.6919445113109532, 0.7011251402100801, 0.699950189124674, 0.7039946187908325]"
1499,"[0.6950057200827795, 0.6960299943384809, 0.7024416165944161, 0.6939538099711928, 0.7028715969625446]"
1500,"[0.6985598704872801, 0.7005249237587119, 0.6967287158106815, 0.7001014334679954, 0.694950920849611]"
1501,"[0.6923260117048553, 0.7026406071326861, 0.7009140850993674, 0.6972952944433448, 0.6971208655668043]"
1502,"[0.6941766512901743, 0.6976986790611993, 0.7021566543442022, 0.7015694932317827, 0.695401739920665]"
1503,"[0.6914773467779325, 0.7026745468292359, 0.7024408697939769, 0.6950581073147837, 0.6991146934226897]"
1504,"[0.7006483705522631, 0.7037308971852552, 0.6962760673530644, 0.6955157680026469, 0.6946781665765576]"
1505,"[0.7039827970591916, 0.7028810950333477, 0.6969558498299356, 0.6895581250914089, 0.6970705722479503]"
1506,"[0.6999750675339128, 0.6988227533214733, 0.6904259868193763, 0.6994694006616538, 0.7018149843372723]"
1507,"[0.6977495409379112, 0.7023762363723901, 0.6942574510118433, 0.6971022807069402, 0.6989794593935341]"
1508,"[0.6962596241239442, 0.6977255922508826, 0.6939477138273066, 0.7042288139067968, 0.6985150899027273]"
1509,"[0.6992991756830373, 0.690982624400746, 0.6989606821417761, 0.7025755662082113, 0.6990639199306298]"
1510,"[0.7020224232075323, 0.6958212125427826, 0.697622013980867, 0.6960864464789863, 0.6991008217523049]"
1511,"[0.699112368887493, 0.6938013954190926, 0.6978471402645942, 0.697258823982942, 0.7027447063685226]"
1512,"[0.6989312731858837, 0.7014559194616994, 0.6976791067609383, 0.6999796159095664, 0.6930928344399566]"
1513,"[0.6999460660268921, 0.7001556820145702, 0.6986359567405245, 0.6984825278024828, 0.6933533482693309]"
1514,"[0.6948870060518891, 0.7025450325658562, 0.6952985078482325, 0.698344419545061, 0.6992254908357751]"
1515,"[0.6945927984576377, 0.6977195281859193, 0.6918760428761693, 0.7067588942040166, 0.6997645130705418]"
1516,"[0.6930237207971293, 0.6967528665197134, 0.7001757582348844, 0.7024084080394298, 0.6983441175921704]"
1517,"[0.7023602119416922, 0.6951646887002547, 0.7024932161919264, 0.7004242835418466, 0.6904838388683114]"
1518,"[0.7008570365825437, 0.7010252891325292, 0.6952129015918225, 0.6984318178794525, 0.6952598334137254]"
1519,"[0.696861999259864, 0.6947914292151491, 0.6972225086596618, 0.6999806159866211, 0.7021096143026321]"
1520,"[0.7002805066435821, 0.6974912569416803, 0.6983420533142332, 0.6998399978876919, 0.694913335660868]"
1521,"[0.6941535277154849, 0.7007184892117253, 0.6963285147620157, 0.7007256586353101, 0.6989668432114837]"
1522,"[0.692600136269062, 0.7011606438747229, 0.6948856702097663, 0.7040874613585438, 0.698100423446928]"
1523,"[0.6970585258106671, 0.6987721411348777, 0.6968556503211767, 0.7008499928462139, 0.6975576313416748]"
1524,"[0.699241018315106, 0.7026392031932587, 0.6948108902898128, 0.6953360980866494, 0.6983556360732992]"
1525,"[0.695909537016596, 0.7051299824096491, 0.6951020675540152, 0.6961852486432213, 0.6980235287595143]"
1526,"[0.6934848677983445, 0.7004515579927814, 0.7048358474525225, 0.6990898538243787, 0.6923309380522985]"
1527,"[0.7019840276773595, 0.6929492314256749, 0.7006883697739563, 0.7003045717075227, 0.6948310421465844]"
1528,"[0.6993588856695107, 0.6944500812618755, 0.6989639360579749, 0.6943531517502166, 0.7035145761287488]"
1529,"[0.7024731115977354, 0.692852377764476, 0.695340215177313, 0.7029244194206473, 0.6972857443318107]"
1530,"[0.7020426685361526, 0.6949696126220369, 0.7018573088083283, 0.6932990489664516, 0.6987835328333811]"
1531,"[0.6930240226951792, 0.7007322130884871, 0.6937188001984955, 0.7032609391061823, 0.6998636149173445]"
1532,"[0.6996647583320185, 0.6993741031471505, 0.6951407025597087, 0.6985635170164983, 0.6978994783389213]"
1533,"[0.6992987319156031, 0.6994232205979128, 0.6938696504823223, 0.6999090520164029, 0.6982330749842565]"
1534,"[0.6985675722924163, 0.6936657001903764, 0.6995935818944267, 0.697324003806332, 0.7016029271358615]"
1535,"[0.6948706456744892, 0.7005797931617922, 0.7007268697199961, 0.6971030253727154, 0.6976976409941779]"
1536,"[0.7046681044973657, 0.7026869246492793, 0.694628993309921, 0.6980360064518932, 0.6908167067401288]"
1537,"[0.6966216963568795, 0.6937060898366153, 0.6983772834547031, 0.7006740666919943, 0.7007557563004968]"
1538,"[0.6985398918731025, 0.6942929864552283, 0.7060512572224229, 0.6942872272610515, 0.6974341314742843]"
1539,"[0.693359740136328, 0.6945016025474855, 0.7091041218045407, 0.6961444974897725, 0.6971431101865146]"
1540,"[0.6968552678413167, 0.700244206240477, 0.6951541971755453, 0.7024612656875311, 0.6959432981056475]"
1541,"[0.6988480537399957, 0.6982646868316646, 0.6949909724765404, 0.7011784562924099, 0.6974697744021412]"
1542,"[0.6991804480326861, 0.6935345357023182, 0.6952407045862845, 0.703637302951333, 0.6989835493794914]"
1543,"[0.6991297609390555, 0.6913223096448355, 0.7001861112950747, 0.6973793815123918, 0.7019503171254556]"
1544,"[0.6942944233083527, 0.6940204394785752, 0.7017549199712305, 0.7045416439123595, 0.6958655679395593]"
1545,"[0.7027586288409808, 0.6930886629264964, 0.6941653267084401, 0.7000858136492968, 0.7007593956274405]"
1546,"[0.6954703548009389, 0.698549243902917, 0.7068281362408788, 0.6922882798279623, 0.6975857685833955]"
1547,"[0.6981281721653847, 0.7000232145980863, 0.6981105111294694, 0.7027808567134548, 0.6918972224556871]"
1548,"[0.7025831557068111, 0.6967052971476727, 0.6996063376545099, 0.697483941214449, 0.6944511127599706]"
1549,"[0.6991482470873104, 0.6951653957772662, 0.7037444723829022, 0.6960798160021683, 0.696643665348472]"
1550,"[0.7005167759162315, 0.6992731023601091, 0.6945331508936935, 0.6955168543519562, 0.7012876145326612]"
1551,"[0.6936585079800689, 0.6999760163563551, 0.6978266259516213, 0.6985003668614104, 0.7005905982858248]"
1552,"[0.7002337022312618, 0.6996707236558903, 0.6982694241341459, 0.6994981315927042, 0.6931904549013379]"
1553,"[0.7026034282743531, 0.6924502643165094, 0.7020311328527746, 0.6963567499389169, 0.6969974451607008]"
1554,"[0.7062251504991287, 0.6970628148058938, 0.690421599083058, 0.7044397177843851, 0.6923652573821466]"
1555,"[0.698041059823591, 0.7005639049257033, 0.6956589661750519, 0.6965471959405907, 0.699999354093253]"
1556,"[0.700564343018362, 0.7002133297876731, 0.698952342491888, 0.6965122159468996, 0.6943282315554574]"
1557,"[0.6990603686508412, 0.6996939754805032, 0.6979459437786113, 0.7016496651297037, 0.6926865057434846]"
1558,"[0.6910775259392166, 0.7010444573887836, 0.703408735647517, 0.6985374049024345, 0.6964753447745781]"
1559,"[0.6937716595961387, 0.7015227331319844, 0.6985625932445041, 0.700657520581722, 0.6958813864114751]"
1560,"[0.7034284634366234, 0.6924490601291753, 0.6978524507193882, 0.6962575674956659, 0.700272237774688]"
1561,"[0.6985625716803576, 0.6957939475170262, 0.6989365711561718, 0.7023806783205951, 0.6952446381453319]"
1562,"[0.6954196779219041, 0.69872682237875, 0.7006641373481591, 0.6969526028861338, 0.6988024820800041]"
1563,"[0.6983486212992498, 0.6981385513295418, 0.696606072565323, 0.7004414358282225, 0.6976256263649463]"
1564,"[0.6979377630224337, 0.6990766609309367, 0.6945026001729964, 0.6938526024002848, 0.7055541611991626]"
1565,"[0.700215184304265, 0.7021339018998222, 0.6966584700362508, 0.696659769881021, 0.6950842829978774]"
1566,"[0.7005996049375739, 0.6947662604514153, 0.7015932206518459, 0.6939253662359364, 0.6997606864419929]"
1567,"[0.6948256753495693, 0.6973374830135814, 0.6994191654034314, 0.7021061055192311, 0.6968999836218935]"
1568,"[0.7010466671463139, 0.6949021985605175, 0.6980853888988937, 0.6991202375501985, 0.6976041127890763]"
1569,"[0.6992426730796047, 0.6948914153523539, 0.6980815311865952, 0.6979782517181914, 0.7002684145516229]"
1570,"[0.6996279562787704, 0.695330796185149, 0.6997525334875758, 0.6982416329648645, 0.697918651212309]"
1571,"[0.700974485138526, 0.6997920480834522, 0.7015651577526719, 0.6947048939480149, 0.6937990920344691]"
1572,"[0.6947818286301733, 0.7024333518515631, 0.6983361401982946, 0.6965784673625024, 0.6986251120006841]"
1573,"[0.7015049120674035, 0.6997183338863137, 0.693292565550329, 0.6972620217321626, 0.6992781441548526]"
1574,"[0.6952193697007927, 0.7030998133607238, 0.6970909764461594, 0.6972480024908161, 0.6984466294633461]"
1575,"[0.6979950930081157, 0.6966190053783977, 0.7008849564773785, 0.700323592469304, 0.6951033173815935]"
1576,"[0.6954834317533082, 0.7020558090460058, 0.696380204020977, 0.702334487474472, 0.6948189663012855]"
1577,"[0.701307285745133, 0.6994441616539938, 0.6930296509373939, 0.6996240958951525, 0.6971075921263945]"
1578,"[0.694473253639633, 0.6993088659294641, 0.6977082955355461, 0.7012501871313309, 0.6982388813340125]"
1579,"[0.6979912160015809, 0.6986566220025224, 0.7000525327575727, 0.6950031677809636, 0.6986597128505202]"
1580,"[0.6978426129288017, 0.6954458261518672, 0.701214066210083, 0.6961561760286366, 0.7003857834131421]"
1581,"[0.6957749018359197, 0.6899765173709231, 0.7023567196849276, 0.7006767626999456, 0.7022214935243819]"
1582,"[0.6977155932966757, 0.7020128135429159, 0.7018686946776364, 0.694600182134351, 0.6943323079194795]"
1583,"[0.7016639726162398, 0.6963512910404521, 0.6960340370484565, 0.7012756817176787, 0.6949295491688962]"
1584,"[0.6953187055087396, 0.7008929840146209, 0.6987918428200173, 0.6987680367472582, 0.6972102458927255]"
1585,"[0.6995284263935055, 0.6973600811040712, 0.6932826755518092, 0.7045220578402794, 0.6959530150858843]"
1586,"[0.6924161600514736, 0.7006389560999196, 0.7019262822981203, 0.693299794767388, 0.7020461122475589]"
1587,"[0.6995435020017612, 0.6968455889444407, 0.6940096869141986, 0.6978669729967389, 0.7024433573837676]"
1588,"[0.6948699045488255, 0.6989964037177931, 0.7000364300149746, 0.6942570069984507, 0.7025589133927821]"
1589,"[0.6955441121263704, 0.7026624958762543, 0.6902533329136118, 0.6994712645964141, 0.702861539433935]"
1590,"[0.6966129163444227, 0.7011803012966145, 0.70152137232085, 0.697063047264073, 0.694346580301783]"
1591,"[0.6997585725835277, 0.6957172620075024, 0.7001687532921642, 0.7018157505711109, 0.6935719031336943]"
1592,"[0.6941070127167086, 0.6973414598961627, 0.698733914713011, 0.7015900657589826, 0.6984136360018295]"
1593,"[0.703492183219375, 0.6953676822250727, 0.6992181728044099, 0.6953359993276212, 0.6963646415798757]"
1594,"[0.7001596112290385, 0.692245208578321, 0.6974432960101389, 0.700105404262022, 0.7007678639303105]"
1595,"[0.6966974534731523, 0.6993419271707865, 0.6982822616109944, 0.7002267427824065, 0.6959424331127806]"
1596,"[0.7022598365148969, 0.6992745062995362, 0.6922810992626443, 0.6973581585377997, 0.6993058954417509]"
1597,"[0.6910257969568276, 0.7007131901064823, 0.6984737603108171, 0.6964589008288176, 0.7041047475939463]"
1598,"[0.6946810026262134, 0.7047544575542147, 0.6964697190626636, 0.695649189179298, 0.6991351251898954]"
1599,"[0.6917339805494851, 0.7026203436447847, 0.7008478502561704, 0.7013728344926281, 0.694196973996135]"
1600,"[0.6999562556535518, 0.7010354617348625, 0.6992374806601386, 0.6956808749350631, 0.6945163947478723]"
1601,"[0.7029140688831292, 0.6974397163618338, 0.7040867850479893, 0.6942885020471272, 0.6921926152494019]"
1602,"[0.6944111330085811, 0.6973704943168805, 0.7052228784825029, 0.6988552761590756, 0.6949479989445725]"
1603,"[0.6955646922667374, 0.6987314053273411, 0.6991579316589617, 0.6983124579451139, 0.699130992067811]"
1604,"[0.6974134943597909, 0.6978361890830796, 0.697693714767703, 0.701461680157604, 0.6960180132834752]"
1605,"[0.6971508895895909, 0.6999430776901808, 0.6970725765544903, 0.6973504485226398, 0.6992262230147767]"
1606,"[0.6998676406312391, 0.6978381355310325, 0.6935691643165984, 0.7059891981234605, 0.6936491031794823]"
1607,"[0.6976108528326636, 0.6975645602850818, 0.6946560097805161, 0.6971002169838012, 0.7034765470919598]"
1608,"[0.7014672213443319, 0.6935388303723203, 0.6964460019064702, 0.6987385690965611, 0.7003787408727928]"
1609,"[0.6952600725946321, 0.7007747580144127, 0.6962455518159745, 0.7012453797234683, 0.6975417016239571]"
1610,"[0.6964310715724643, 0.697108367362767, 0.701044996492444, 0.6977939934804512, 0.698229891992132]"
1611,"[0.7084748527731738, 0.7017899140410451, 0.6909275189270103, 0.689965370998165, 0.6996839506771533]"
1612,"[0.6975510860984366, 0.6939225847870004, 0.7050353657449021, 0.6998667343404392, 0.6942858400940132]"
1613,"[0.6989554919922201, 0.7007049162839886, 0.6990273301086203, 0.698234472367746, 0.6942077024050389]"
1614,"[0.7026669505749219, 0.696012678328908, 0.6896068114301561, 0.6985582930044598, 0.703643927752345]"
1615,"[0.7012557258710503, 0.6966683566299054, 0.6960598277675711, 0.6974916376076741, 0.6995167743457918]"
1616,"[0.6984544433754479, 0.6932656205819037, 0.6999069214263702, 0.6978421640477817, 0.7008415200026991]"
1617,"[0.7017284653033974, 0.695177004097769, 0.7027362214229436, 0.6900949496540096, 0.7012413476307345]"
1618,"[0.6963548321002849, 0.6962895710485417, 0.701640735546043, 0.696000125412614, 0.7008829681451506]"
1619,"[0.6975752538317945, 0.6961255984141427, 0.697737255049229, 0.6984318212849362, 0.700940234759518]"
1620,"[0.6998029357074826, 0.6979877838974354, 0.6940702140683257, 0.7019776529433392, 0.6965902503362007]"
1621,"[0.6983774729922005, 0.700813649519953, 0.7020015615983066, 0.6963129872026916, 0.6932397208992676]"
1622,"[0.7043798644968965, 0.6930665925901163, 0.6991907216460211, 0.6978270505109974, 0.6966763704790331]"
1623,"[0.7000417574940948, 0.6980558925514605, 0.7007293121433165, 0.6938773318879552, 0.6980914238885966]"
1624,"[0.6884494739065566, 0.6979117634715853, 0.7059084197214225, 0.6977916232637765, 0.7008303091502669]"
1625,"[0.6997404779947738, 0.6984510941230229, 0.6982631671268198, 0.696288569884363, 0.6980476725039837]"
1626,"[0.6996689304268726, 0.7007235840250552, 0.6978930106088881, 0.6922686517549161, 0.7000639481734416]"
1627,"[0.7004086748502435, 0.6925703641275458, 0.6939431376884458, 0.7019774122891558, 0.7019575061016052]"
1628,"[0.698645050000582, 0.7003581353007728, 0.7002039493839818, 0.6956621061790776, 0.6954979471062992]"
1629,"[0.6919166629182885, 0.697729524870216, 0.6968933104004615, 0.7031022662676892, 0.7008168779224442]"
1630,"[0.6974352151300081, 0.7008330799508298, 0.7024058008171277, 0.6972698861292513, 0.6926258461321628]"
1631,"[0.6984846683640389, 0.695290526844148, 0.6937819275346984, 0.7053830753724816, 0.6979048601383724]"
1632,"[0.7016367847674283, 0.6969768158550282, 0.6990502380418454, 0.6961276585078996, 0.6968208867216693]"
1633,"[0.6955042842828932, 0.7009887083955206, 0.6977910712140001, 0.6947671041895941, 0.7016096018839681]"
1634,"[0.69971584379488, 0.6948168000008861, 0.6984660619105463, 0.6962289534862232, 0.701582688346067]"
1635,"[0.6940690427946886, 0.7007597051052585, 0.6987793492345563, 0.6984502880880311, 0.698815975741695]"
1636,"[0.6981183468593042, 0.6951440608917744, 0.7024548683298668, 0.6988086164913592, 0.6962512696210919]"
1637,"[0.7002681038545271, 0.7044501386452039, 0.6919606957703166, 0.6942422453616517, 0.6997232522296951]"
1638,"[0.6985484914277025, 0.7026173314740167, 0.6946775534977419, 0.6941955107732931, 0.7002820217294382]"
1639,"[0.6967191163606606, 0.7043155465928204, 0.7011085789456318, 0.6940857792766144, 0.6948810618915792]"
1640,"[0.6943536384544134, 0.7024572801094002, 0.7009209413629729, 0.6974035683929882, 0.6951317599816884]"
1641,"[0.6992604782548146, 0.7026446668669878, 0.7034140688014124, 0.6932539978222159, 0.6923492504734644]"
1642,"[0.7002334650256512, 0.6923212392187666, 0.6976962366378788, 0.6935963613178278, 0.7072105873492274]"
1643,"[0.7001481198089083, 0.7028773712457479, 0.6962933368294792, 0.6946633050455692, 0.6961564847924945]"
1644,"[0.6968999941508954, 0.6985437790942328, 0.6975546509923257, 0.6956937930700041, 0.701572559302299]"
1645,"[0.7000674903305006, 0.6971233873582239, 0.6995690339511187, 0.6952101042700088, 0.6990689679926757]"
1646,"[0.6989955922249148, 0.7010252698382928, 0.6922542825441422, 0.6985127628221798, 0.699897121471743]"
1647,"[0.6950787010989398, 0.6987097537893834, 0.7011613872702965, 0.6978022063720415, 0.6979923640427595]"
1648,"[0.7023897729815646, 0.6923741508243433, 0.6953153971146973, 0.6957350516405282, 0.7050296678931403]"
1649,"[0.6976273312453913, 0.6969720286145237, 0.6990402822159314, 0.698032880217831, 0.6990567797664137]"
1650,"[0.7006178289112064, 0.6991558569610853, 0.6927136442610252, 0.698347489021061, 0.6998823621052664]"
1651,"[0.6986287736098575, 0.6943866928860054, 0.702585634448694, 0.6983281594954217, 0.6971802935281778]"
1652,"[0.6978044738984757, 0.6913759680508512, 0.6958499269061693, 0.7012391533640526, 0.7043277715881219]"
1653,"[0.6968656118218665, 0.6955725030275608, 0.6958067691045036, 0.7029177231044771, 0.6998171096315571]"
1654,"[0.6991217050279362, 0.6969805135386612, 0.6948420334570593, 0.699076071831732, 0.7009357644945448]"
1655,"[0.697567380648442, 0.6978370300847899, 0.697933764575706, 0.6958568294683136, 0.7011690060750653]"
1656,"[0.7009330388491127, 0.6964880224831513, 0.6943500622109735, 0.6977312792272802, 0.7012244836753143]"
1657,"[0.6973460825681813, 0.6987373309277854, 0.6975178035408746, 0.6962880931166411, 0.700835424186826]"
1658,"[0.6979647885726694, 0.6950770928675991, 0.7010703320945738, 0.7000439443620241, 0.6960313764016234]"
