,roc_auc
2229,"[0.6915180230397621, 0.7480258268301748, 0.7511148272017837, 0.7609860664523045, 0.7291579290740483, 0.744908896034298, 0.7650053590568061, 0.7162845426161517, 0.7686984482035509, 0.7519688708700313]"
2230,"[0.7152777777777778, 0.7119565217391304, 0.7602076365663322, 0.7177058576820915, 0.7314413532783448, 0.7800922689780512, 0.7603919101542477, 0.7490097395032387, 0.7246726315298941, 0.7798010158907683]"
2231,"[0.7413717019695281, 0.7396646228167967, 0.7705778520995912, 0.7290880283331004, 0.740843002935831, 0.7376508690992125, 0.7539260916165712, 0.7370450626776643, 0.7378372710750734, 0.7435108812153409]"
2232,"[0.7597431252322556, 0.7216067447045708, 0.7337421033073207, 0.7793117107041334, 0.7373829162589123, 0.7445244419590847, 0.7547183000139803, 0.7077683023440049, 0.7686052472156205, 0.7343538841511719]"
2233,"[0.7367382014121144, 0.7097617056856187, 0.7439265143069491, 0.7749079640244186, 0.7207232396663406, 0.7288317256162917, 0.7319656088354538, 0.7854513257840532, 0.7114497413672585, 0.7866745887506407]"
2234,"[0.7355420847268673, 0.8010265700483092, 0.7609856930509104, 0.7192902744769094, 0.7536814390232537, 0.7354722960063377, 0.7204203364555666, 0.6887436506826973, 0.759122046693695, 0.767568386224894]"
2235,"[0.7439729654403568, 0.748525176514307, 0.7549586584912672, 0.7589705950883079, 0.755918262733585, 0.7526678782795098, 0.7271541078335431, 0.7220397036208585, 0.7647723565869798, 0.7142574211286639]"
2236,"[0.7451574693422519, 0.7273899108138238, 0.7807390375325158, 0.7325481150100192, 0.6908406729111328, 0.7523649750687357, 0.7230532643646023, 0.7428934246703015, 0.7840882613355702, 0.7576657812572812]"
2237,"[0.7128623188405797, 0.7427884615384616, 0.6863154960981047, 0.7529824316137752, 0.7516892679062398, 0.8067128011556921, 0.7246260310359292, 0.7493009925905215, 0.7405284496015658, 0.754555198285102]"
2238,"[0.7167990523968785, 0.725078966926793, 0.7467135823114085, 0.7450370473927024, 0.7594016496574865, 0.7145137238454727, 0.7293093806794353, 0.7617316743557483, 0.7603569597837737, 0.7695605573419079]"
2239,"[0.7431252322556672, 0.7756758639910813, 0.7337421033073208, 0.7074653991332308, 0.7714362272240085, 0.7541590940863974, 0.7464467123351508, 0.7188475697842398, 0.7518640197586095, 0.7304627429050748]"
2240,"[0.7526941657376439, 0.7108997584541064, 0.7578037904124861, 0.7608462649704086, 0.7225406589309847, 0.7424740202246144, 0.7383032760147257, 0.7308588471037792, 0.7591686471876602, 0.7615219721329047]"
2241,"[0.7064520624303234, 0.7610669825343738, 0.7954872723894462, 0.7013024838063283, 0.7752108672351926, 0.7439069854140454, 0.7244396290600681, 0.7294025816673656, 0.7418099631856099, 0.7428934246703016]"
2242,"[0.7419058900037161, 0.7540993125232255, 0.7887286324786326, 0.7274104105503518, 0.7543221958152757, 0.7690945524022554, 0.7290181275921526, 0.7144321729810337, 0.741518710098327, 0.7186495176848875]"
2243,"[0.7161835748792269, 0.7915157004830917, 0.724417038275734, 0.7228202618947761, 0.7878279509762802, 0.7212358450999581, 0.7481010298709165, 0.7825853954051913, 0.694126007735682, 0.7450952980101591]"
2244,"[0.7527986807878112, 0.7736784652545521, 0.7580012077294687, 0.7679411901766159, 0.7318840579710145, 0.7293443310499091, 0.7434176802274104, 0.732315112540193, 0.6938697050188732, 0.7474136725849294]"
2245,"[0.80631038647343, 0.753100613154961, 0.7575018580453362, 0.6859592711682744, 0.6993918635537537, 0.7210377930006058, 0.7901929260450161, 0.7437322335616757, 0.7377790204576169, 0.749883498765087]"
2246,"[0.717797751765143, 0.712676514306949, 0.7569908955778522, 0.7211309939885363, 0.7717857309287478, 0.7498718486415956, 0.8061885455985833, 0.7025024465259332, 0.7314646535253274, 0.7541707442098886]"
2247,"[0.7282840951319213, 0.7400013935340022, 0.7325459866220735, 0.767079081038259, 0.7314064029078708, 0.7152942821193906, 0.8099049349923109, 0.6769420755860011, 0.7588657439768861, 0.7718439815462044]"
2248,"[0.7553070419918246, 0.7402452619843924, 0.7557947788926049, 0.7662402721468847, 0.7413905587399228, 0.706638240365348, 0.7610792674402348, 0.7289598769746959, 0.7347732885968592, 0.744384640477189]"
2249,"[0.7287602192493497, 0.7565263842437756, 0.7713094574507617, 0.7568153222424158, 0.7512582133370613, 0.7231231651055503, 0.7720886341395219, 0.7097255230905448, 0.7271541078335432, 0.73175590661261]"
2250,"[0.7612411742846524, 0.742312337421033, 0.7569560572277964, 0.7293093806794352, 0.7513747145719746, 0.7180320611398481, 0.7696071578358732, 0.7494407940724174, 0.7364392562561163, 0.7018150892399461]"
2251,"[0.7827132107023411, 0.7693585098476402, 0.7277499070977331, 0.7065333892539261, 0.7735332494524442, 0.7248473833822638, 0.6882659956195535, 0.767381984249033, 0.733666526865185, 0.7570599748357332]"
2252,"[0.7809945187662578, 0.7613805276848755, 0.7493148457822372, 0.7374644671233515, 0.7772845892166457, 0.6842117526445781, 0.686926231418053, 0.7452117992450721, 0.7556969103872502, 0.7601356074374389]"
2253,"[0.7235925306577482, 0.694920568561873, 0.7662578966926794, 0.7601123071904563, 0.725371638939373, 0.7441865883778368, 0.7628384360874225, 0.7375110676173168, 0.7596346521273125, 0.7560464140919894]"
2254,"[0.7665366034931252, 0.7376556112969157, 0.7580128205128205, 0.7675916864718766, 0.7571065753296985, 0.7402837970082483, 0.7255347406682511, 0.6866349783307703, 0.7427885735588797, 0.7392585861410133]"
2255,"[0.7815635451505016, 0.7580244332961725, 0.7509057971014492, 0.7666713267160631, 0.7290064774686613, 0.7015704366466284, 0.733678176988676, 0.7158301877999906, 0.7386527797194651, 0.7433361293629712]"
2256,"[0.7390375325157934, 0.786220271274619, 0.712688127090301, 0.786348385292884, 0.7171000512605434, 0.7634791928794445, 0.7109953865510975, 0.7091663171629619, 0.750675707162496, 0.7560813644624633]"
2257,"[0.7596502229654404, 0.7209332032701599, 0.7651198439241916, 0.7509902604967611, 0.7651451605387017, 0.7056013793746214, 0.7365324572440468, 0.7422060673843143, 0.726175497460273, 0.7679178899296333]"
2258,"[0.7212235228539576, 0.7711817168338908, 0.7408491267186919, 0.7337597278531153, 0.7154107833543035, 0.7413439582459574, 0.7031432033179551, 0.7832727526911785, 0.7453865510974418, 0.7649471084393494]"
2259,"[0.6743078781122259, 0.7542735042735043, 0.7283537718320328, 0.7592501980520994, 0.7796728645323641, 0.7695139568479425, 0.6996598163940537, 0.7517125681532226, 0.7514912158068876, 0.7763991798313062]"
2260,"[0.7645624303232998, 0.7146739130434783, 0.7273782980304719, 0.7205717880609536, 0.7342490330397502, 0.7681392422759681, 0.7765739316836758, 0.7447224940584369, 0.7567337713779767, 0.7103895801295493]"
2261,"[0.7047914344109996, 0.7502438684503902, 0.7296079524340394, 0.7398177920685959, 0.7741973064914488, 0.7421361666433666, 0.7533668856889882, 0.7663684235052893, 0.7278764154900041, 0.7409012535532877]"
2262,"[0.7542967298402081, 0.7225473801560758, 0.7028869379412858, 0.8196444382310453, 0.7406566009599701, 0.7062071857961694, 0.7442564891187846, 0.7543105456917844, 0.7674052844960155, 0.720443636702549]"
2263,"[0.7872654217762913, 0.726553790412486, 0.6919128576737272, 0.7095507712381752, 0.7262919986951861, 0.7556270096463023, 0.7516543175357658, 0.765494664243441, 0.7468661167808379, 0.7687799990679902]"
2264,"[0.766838535860275, 0.7120494240059457, 0.7641327573392791, 0.7151894310079686, 0.7112516892679063, 0.7452700498625286, 0.7381285241623563, 0.7601472575609303, 0.7764690805722542, 0.7450836478866678]"
2265,"[0.7291086027499071, 0.7722965440356744, 0.7491174284652545, 0.7515028659303788, 0.7316161051307144, 0.7537862901346755, 0.6967938860151917, 0.7380003728039517, 0.7762826785963931, 0.729647234260683]"
2266,"[0.7268092716462281, 0.7178209773318469, 0.7455871423262728, 0.7561629153269026, 0.762593783494105, 0.768022741041055, 0.7616384733678176, 0.7439186355375367, 0.7179388601519175, 0.7300433384593877]"
2267,"[0.760381828316611, 0.7956730769230769, 0.7242428465254553, 0.757351227923016, 0.7208979915187101, 0.7505126054336175, 0.7368237103313295, 0.7513164639545179, 0.7002772729390931, 0.7359616011929726]"
2268,"[0.7417316982534373, 0.7291782794500186, 0.7552025269416575, 0.7462370101123073, 0.7378955216925299, 0.7601822079314042, 0.7719954331515914, 0.7385129782375693, 0.7514912158068875, 0.6996132159000885]"
2269,"[0.6898341694537348, 0.7354375696767, 0.7302582683017464, 0.771156624260217, 0.7606249126240738, 0.7108788853161845, 0.7560231138450066, 0.7866163381331843, 0.7287268745048698, 0.7612190689221304]"
2270,"[0.7473987365291713, 0.7301653660349312, 0.7358672426607208, 0.8223705671280116, 0.7297054848781396, 0.7532154340836014, 0.7587608928654643, 0.751281513584044, 0.6802274104105503, 0.7251852369635119]"
2271,"[0.7607418246005202, 0.7400710702341137, 0.7439613526570048, 0.8131669695698776, 0.7116827438370847, 0.7312316510555011, 0.7485204343166038, 0.7280162169719, 0.7291695791975396, 0.7186145673144135]"
2272,"[0.7496051653660348, 0.7612411742846525, 0.7031075808249722, 0.7390605340416608, 0.7878046507292977, 0.6799944079407243, 0.7701663637634559, 0.7633393913975488, 0.7181369122512699, 0.7605433617596348]"
2273,"[0.7348917688591601, 0.7294685990338163, 0.710539762170197, 0.7410760054056573, 0.7379537723099867, 0.7521203224754183, 0.7771797381052239, 0.7458292557901114, 0.7903793280208771, 0.7022461438091244]"
2274,"[0.7006340579710146, 0.7286673169825344, 0.7356233742103306, 0.8004333845938767, 0.7417167621976795, 0.7531455333426533, 0.7066032899948739, 0.8019246004007643, 0.7169485996551563, 0.7165641455799432]"
2275,"[0.7410465440356745, 0.7424052396878482, 0.7416620215533258, 0.7519805209935225, 0.7371033132951209, 0.7848455193625054, 0.7347383382263852, 0.7360781024278856, 0.71395451791789, 0.761533622256396]"
2276,"[0.7519161092530657, 0.7579083054626532, 0.760393441099963, 0.7674052844960157, 0.7236707209096417, 0.7264318001770819, 0.7368353604548208, 0.7314763036488187, 0.7102730788946363, 0.776841884523976]"
2277,"[0.7522064288368635, 0.7462374581939799, 0.7639121144555928, 0.7538678409991146, 0.7826669462696305, 0.6969569877440701, 0.7428934246703015, 0.7455729530733025, 0.7089682650636098, 0.7412857076285008]"
2278,"[0.7893441099962839, 0.7246492939427722, 0.7546335005574136, 0.6686238874132067, 0.7179272100284265, 0.7282026189477608, 0.7133836618668159, 0.762290880283331, 0.7796495642853815, 0.786383335663358]"
2279,"[0.7326272761055369, 0.7764887588257153, 0.7380388331475286, 0.7462370101123071, 0.7526911785264923, 0.766892679062398, 0.7209329418891841, 0.7438953352905542, 0.7275036115382822, 0.7254881401742859]"
2280,"[0.7247538089929394, 0.7382594760312152, 0.7342762913415086, 0.674786802740109, 0.7505359056806002, 0.7506058064215482, 0.7699683116641037, 0.7719488326576261, 0.7732419963651614, 0.7411575562700965]"
2281,"[0.7276686176142698, 0.7545057599405425, 0.7213744890375327, 0.7310219488326576, 0.7839950603476398, 0.7360431520574119, 0.7619530267020831, 0.7320821100703667, 0.7500699007409478, 0.725231837457477]"
2282,"[0.7354259568933482, 0.7799725938312896, 0.7553186547751766, 0.7425206207185795, 0.7358567500815509, 0.7896570203644159, 0.6920289855072462, 0.7280628174658652, 0.7482641315997951, 0.7268046041288038]"
2283,"[0.7324995354886659, 0.763598569305091, 0.7835261055369751, 0.7108905354396756, 0.7310219488326576, 0.7069760939465958, 0.7601123071904562, 0.7077100517265482, 0.7911132858008294, 0.7273638100563866]"
2284,"[0.7354027313266445, 0.7333240431066518, 0.7396181716833891, 0.7615918728738524, 0.7254415396803204, 0.7567803718719418, 0.717577706323687, 0.7634675427559532, 0.7424856703481056, 0.7537513397642015]"
2285,"[0.755655425492382, 0.7038391861761426, 0.728853121516165, 0.7674635351134722, 0.7364043058856424, 0.7668926790623981, 0.7230882147350762, 0.7652500116501235, 0.7195116268232443, 0.7727526911785265]"
2286,"[0.7750371609067264, 0.7765816610925307, 0.7414413786696396, 0.7034927070226944, 0.765832517824689, 0.7215503984342234, 0.693706603289995, 0.7438021343026237, 0.7294841325318049, 0.7770865371172935]"
2287,"[0.7403381642512077, 0.7665366034931252, 0.7471897064288369, 0.7260240458548861, 0.7385945291020085, 0.7536231884057971, 0.7221212544852975, 0.7404352486136353, 0.7441632881308542, 0.751316463954518]"
2288,"[0.6815426421404682, 0.7370052954292083, 0.7663275733927908, 0.732885968591267, 0.7355188965003029, 0.7669625798033459, 0.7629083368283703, 0.7282375693182348, 0.7377673703341255, 0.7802786709539122]"
2289,"[0.736273690078038, 0.7496051653660348, 0.7345898364920104, 0.7705741180856518, 0.7368353604548208, 0.7737779020457616, 0.7313481522904144, 0.7039004613448901, 0.7434759308448669, 0.7476350249312642]"
2290,"[0.73519370122631, 0.7063127090301002, 0.7288066703827573, 0.729903536977492, 0.7700731627755254, 0.7247774826413159, 0.7875716482594716, 0.7519572207465398, 0.7091896174099446, 0.77589822452118]"
2291,"[0.7474103493125234, 0.7604515050167224, 0.765886287625418, 0.7377790204576168, 0.7381401742858474, 0.7823873433058391, 0.7280045668484088, 0.7055198285101822, 0.7186961181788527, 0.7505475558040915]"
2292,"[0.6972198996655519, 0.7164390561129691, 0.7058714232627276, 0.7397129409571741, 0.7574560790344378, 0.7982548115010019, 0.7739643040216226, 0.7601589076844215, 0.7462020597418333, 0.7409245538002702]"
2293,"[0.7746539390561129, 0.7333356558900037, 0.7863944630248979, 0.7342606831632416, 0.7308122466098141, 0.7415420103453096, 0.7305209935225314, 0.707954704319866, 0.7251036860990727, 0.7719954331515915]"
2294,"[0.6939915458937198, 0.7210144927536233, 0.7469574507617986, 0.7932219581527565, 0.6971899902138963, 0.7429400251642668, 0.75640756792022, 0.7484039330816907, 0.7762593783494105, 0.7570599748357332]"
2295,"[0.7036649944258639, 0.7829803047194351, 0.754714790040877, 0.759727853115243, 0.7160864905167994, 0.7521785730928748, 0.7605200615126522, 0.7897851717228203, 0.6815322242415769, 0.7213756465818538]"
2296,"[0.6953502415458938, 0.7170080824972129, 0.783804812337421, 0.7507689081504264, 0.7665664756046413, 0.7169952001491218, 0.704983922829582, 0.7922666480264692, 0.7898900228342421, 0.7090032154340836]"
2297,"[0.7083913972500929, 0.7564334819769603, 0.716299702712746, 0.7505708560510742, 0.7432079780045668, 0.7536697888997623, 0.7286453236404306, 0.7474835733258772, 0.7432312782515493, 0.776690432918589]"
2298,"[0.7206661092530657, 0.7552257525083612, 0.7596269973987365, 0.7660072696770586, 0.7772146884756979, 0.738012022927443, 0.7164359942215388, 0.7398643925625613, 0.7065799897478913, 0.7378722214455472]"
2299,"[0.7264028242289112, 0.7148597175771089, 0.7788113154960981, 0.734458735262594, 0.7708537210494432, 0.7414022088634139, 0.7241600260962767, 0.7516077170418006, 0.7626986346055268, 0.7266531525234168]"
2300,"[0.7453316610925307, 0.7398852657004831, 0.7311640654031958, 0.7432778787455147, 0.7365790577380122, 0.7346218369914722, 0.7582016869378814, 0.7453749009739502, 0.716599095950417, 0.7739759541451139]"
2301,"[0.7488851727982162, 0.7467716462281679, 0.7580592716462282, 0.7506524069155133, 0.7354955962533204, 0.7408663031828138, 0.778915606505429, 0.7386877300899389, 0.7153175823663731, 0.7199193811454402]"
2302,"[0.7490129134150874, 0.7334401709401709, 0.7696488294314381, 0.7243231278251551, 0.7440584370194325, 0.6871941842583532, 0.7443030896127499, 0.734470385386085, 0.7707139195675475, 0.7784146511953028]"
2303,"[0.7763610182088443, 0.724800260126347, 0.7348453177257525, 0.7342956335337154, 0.7212358450999581, 0.751130061978657, 0.7447690945524024, 0.7599026049676127, 0.7522717740808053, 0.730054988582879]"
2304,"[0.7239757525083612, 0.7385265700483092, 0.762541806020067, 0.7781816487254765, 0.7322102614287711, 0.7217368004100844, 0.7192436739829442, 0.7515494664243441, 0.7531804837131274, 0.7501514516053871]"
2305,"[0.759417967298402, 0.7236622073578595, 0.744077480490524, 0.7695372570949252, 0.7612773195395871, 0.7765389813132019, 0.7702595647513863, 0.7093760193858056, 0.6962230299641177, 0.7238454727620113]"
2306,"[0.7570605722779635, 0.7250325157933855, 0.777197138610182, 0.755766811128198, 0.7350994920546158, 0.719197073488979, 0.7214338971993104, 0.7161330910107647, 0.7827135467635957, 0.7467845659163989]"
2307,"[0.7410697696023782, 0.7696488294314381, 0.7420800817539948, 0.7687217484505336, 0.7318607577240319, 0.7709935225313389, 0.7309520480917098, 0.7373829162589123, 0.7119040961834195, 0.7249638846171769]"
2308,"[0.7113294314381271, 0.7314427722036416, 0.7597431252322556, 0.7195931776876835, 0.8047206300386784, 0.7368936110722774, 0.7557202106342327, 0.7273288596859127, 0.7053683769047954, 0.7920569458036255]"
2309,"[0.777069397993311, 0.7698346339650688, 0.7464697138610182, 0.7037373596160119, 0.7210028426301318, 0.7799757677431381, 0.7500699007409477, 0.7176243068176524, 0.7282375693182349, 0.7441050375133975]"
2310,"[0.7357046636937943, 0.7467135823114084, 0.7907260312151616, 0.7028985507246377, 0.757805582739177, 0.7364276061326249, 0.7048441213476864, 0.7608695652173912, 0.737406216505895, 0.7572463768115942]"
2311,"[0.7335330732069862, 0.7410000929022669, 0.7104700854700855, 0.7435341814623235, 0.7781117479845288, 0.7911948366652686, 0.7303462416701617, 0.7452700498625285, 0.7333403234074282, 0.7375460179877907]"
2312,"[0.7309318097361576, 0.7378181902638424, 0.7286557041991825, 0.742124516519875, 0.7667878279509763, 0.7678945896826506, 0.6848059089426348, 0.7532620345775665, 0.7616268232443264, 0.7572813271820682]"
2313,"[0.7397226867335562, 0.7740849126718692, 0.7178209773318469, 0.7899482734516987, 0.720699939419358, 0.7311850505615359, 0.7681508923994596, 0.7496388461717693, 0.7111817885269585, 0.7317093061186448]"
2314,"[0.7694630248978075, 0.7516954663693793, 0.7116197510219249, 0.7620811780604875, 0.7666480264690805, 0.7370683629246468, 0.7119623468008761, 0.7453865510974417, 0.7388275315718347, 0.732280162169719]"
2315,"[0.763877276105537, 0.7242080081753995, 0.6982302118171683, 0.7169485996551564, 0.7204203364555664, 0.7523649750687358, 0.7477515261661773, 0.7902511766624726, 0.7567221212544852, 0.7494407940724171]"
2316,"[0.7691843180973614, 0.7694049609810478, 0.6956289483463397, 0.7931753576587912, 0.7392119856470478, 0.7278181648725477, 0.6944871615639127, 0.7717274803112913, 0.7798476163847335, 0.683303043012256]"
2317,"[0.7425097547380156, 0.792305369751022, 0.7113874953548867, 0.7286336735169393, 0.7538911412460971, 0.7649587585628408, 0.6687753390185935, 0.7755487208164407, 0.7390488839181695, 0.7611025676872176]"
2318,"[0.7144764957264957, 0.755527684875511, 0.784757060572278, 0.7479029777715643, 0.7256279416561815, 0.7384314273731303, 0.7434759308448671, 0.7155622349596906, 0.761160818304674, 0.7464467123351508]"
2319,"[0.7641908212560387, 0.7522412671869194, 0.7715881642512078, 0.6911202758749243, 0.7456195535672678, 0.728062817465865, 0.7299384873479658, 0.7597162029917518, 0.7737779020457617, 0.7112400391444149]"
2320,"[0.7328014678558157, 0.733695652173913, 0.7470503530286139, 0.7491145906146606, 0.7281094179598303, 0.7334218742718672, 0.758411389160725, 0.7981150100191061, 0.71466517545086, 0.7396779905867003]"
2321,"[0.7481884057971013, 0.7676282051282051, 0.7123861947231511, 0.7597861037326996, 0.7395731394752785, 0.7530057318607577, 0.7601822079314041, 0.7550445034717368, 0.7121487487767372, 0.7191854233654877]"
2322,"[0.7407446116685246, 0.7265073392790783, 0.7096688034188035, 0.7338296285940631, 0.7317559066126101, 0.7806165245351602, 0.754939652360315, 0.7599142550911039, 0.7556386597697935, 0.7337014772356587]"
2323,"[0.7603353771832033, 0.7702178558156819, 0.7131526384243776, 0.7561163148329373, 0.7612889696630784, 0.7340975814343633, 0.7375809683582646, 0.7659723193065846, 0.7064634885129782, 0.7225756093014586]"
2324,"[0.8131154775176515, 0.7458658491267187, 0.6883012820512819, 0.7274803112912998, 0.7217834009040496, 0.6996947667645277, 0.7847872687450487, 0.7515494664243443, 0.7633044410270748, 0.7416934619506966]"
2325,"[0.773039762170197, 0.7471084169453734, 0.7411742846525455, 0.7651568106621931, 0.7671023812852417, 0.7341441819283285, 0.7560697143389719, 0.6842816533855259, 0.7213057458409059, 0.7512931637075353]"
2326,"[0.6948392790784095, 0.7278892604979562, 0.7628785767372722, 0.7036791089985555, 0.762780185469966, 0.7551377044596673, 0.7218533016449974, 0.8078894636283145, 0.7586560417540426, 0.727457011044317]"
2327,"[0.6853516350798959, 0.7423704013377925, 0.7474916387959867, 0.7464001118411856, 0.7191038725010485, 0.7456545039377419, 0.7613006197865697, 0.7618714758376438, 0.7780301971200896, 0.7486019851810429]"
2328,"[0.7261937941285767, 0.7221873838721664, 0.781377740616871, 0.7543804464327322, 0.710832284822219, 0.7611724684281653, 0.7606831632415303, 0.728319120182674, 0.7517941190176616, 0.7246842816533855]"
2329,"[0.7702294685990337, 0.746632292827945, 0.7256944444444444, 0.7158534880469734, 0.7482175311058297, 0.7413556083694488, 0.7389440328067478, 0.7367072090964164, 0.7847523183745747, 0.7244396290600681]"
2330,"[0.7764423076923077, 0.7338698439241917, 0.7519741731698253, 0.7103662798825667, 0.7513863646954658, 0.7513630644484832, 0.7456545039377416, 0.7507805582739178, 0.7348781397082809, 0.7250920359755814]"
2331,"[0.713628762541806, 0.7575250836120402, 0.7396065589000371, 0.7599375553380867, 0.6783051400344844, 0.7366023579849946, 0.7323384127871755, 0.7871522438137843, 0.76824409338739, 0.7602754089193344]"
2332,"[0.6754575436640654, 0.764527591973244, 0.7534606094388704, 0.7560231138450068, 0.7510718113612005, 0.7602404585488605, 0.7563143669322895, 0.7153641828603383, 0.7582249871848642, 0.7480777296239339]"
2333,"[0.716067447045708, 0.7482813080639167, 0.7553070419918246, 0.7394449881168741, 0.7580851857029685, 0.7649121580688758, 0.7398760426860524, 0.7475068735728598, 0.7056363297450954, 0.7551610047066497]"
2334,"[0.7766977889260497, 0.7572347640282424, 0.7300608509847641, 0.7757234726688103, 0.7595997017568387, 0.7507456079034438, 0.7728225919194743, 0.7595298010158907, 0.6630784286313434, 0.6952793699613216]"
2335,"[0.7664320884429581, 0.7353911185432924, 0.7730281493868449, 0.7556270096463023, 0.721235845099958, 0.7463185609767464, 0.7291928794445222, 0.7473204715969989, 0.7496854466657347, 0.7116710937135933]"
2336,"[0.7512425678186547, 0.7287486064659978, 0.7685456150130062, 0.7615219721329047, 0.7611258679342, 0.7291928794445222, 0.7445943427000326, 0.7250104851111421, 0.7356586979821986, 0.7237056712801155]"
2337,"[0.7288995726495726, 0.7335795243403939, 0.7931182645856559, 0.7146185749568945, 0.7446991938114546, 0.7729623934013701, 0.7637238454727621, 0.6986579057738012, 0.7510019106202527, 0.7329092688382496]"
2338,"[0.7416271832032701, 0.700703734671126, 0.7765119843924191, 0.7578172328626682, 0.7050538235705299, 0.7544503471736801, 0.7608695652173912, 0.7406799012069527, 0.7468661167808379, 0.7478097767836339]"
2339,"[0.7465742289111855, 0.743787160906726, 0.7496632292827944, 0.7694440561069946, 0.6840020504217346, 0.7384314273731301, 0.7181718626217437, 0.7286802740109045, 0.7607763642294608, 0.7926278018546996]"
2340,"[0.7001579338535859, 0.7551444630248978, 0.7549470457079153, 0.738839181695326, 0.7074653991332308, 0.7180553613868307, 0.7437089333146931, 0.8140407288317256, 0.7410410550351834, 0.7499300992590521]"
2341,"[0.7513703084355257, 0.7535535117056857, 0.7643069490895577, 0.7304510927815835, 0.7367887599608556, 0.6879630924087795, 0.7510485111142178, 0.7604035602777389, 0.7803951721888251, 0.7138380166829769]"
2342,"[0.7900524897807507, 0.7001695466369379, 0.7337188777406168, 0.7173796542243347, 0.7616035229973438, 0.7723099864858568, 0.7087119623468008, 0.7373130155179645, 0.7502213523463349, 0.7590637960762385]"
2343,"[0.7751300631735414, 0.7256479933110369, 0.7297008547008547, 0.723193065846498, 0.7611025676872176, 0.7358800503285335, 0.7326995666154061, 0.7462370101123073, 0.7425555710890537, 0.7578871336036163]"
2344,"[0.728864734299517, 0.7521135265700483, 0.7660140282422891, 0.7719138822871523, 0.755091103965702, 0.7218416515215061, 0.7388158814483433, 0.6993219628128058, 0.7723915373502959, 0.724171676219768]"
2345,"[0.7088094574507617, 0.7802396878483834, 0.7511961166852472, 0.7247192320238595, 0.7101332774127407, 0.6956987744070087, 0.8042546250990261, 0.7579570343445641, 0.73175590661261, 0.7696887087003121]"
2346,"[0.7815403195837978, 0.7026662950575995, 0.7698346339650688, 0.7355887972412508, 0.7483223822172514, 0.7325597651335105, 0.7608346148469174, 0.7499184491355608, 0.7216901999161192, 0.7280628174658651]"
2347,"[0.7509174098848013, 0.7482116313638052, 0.7080314009661837, 0.7691411528962206, 0.7737196514283051, 0.7524232256861922, 0.7253250384454075, 0.7852998741786663, 0.7357285987231464, 0.6830933407894124]"
2348,"[0.7937569676700111, 0.764829524340394, 0.7187035488665923, 0.7154107833543035, 0.7684654457337248, 0.7019781909688243, 0.7249405843701944, 0.7356936483526726, 0.729600633766718, 0.7804883731767557]"
2349,"[0.7087862318840579, 0.7591508732813081, 0.7564567075436639, 0.7715760287059044, 0.7851833729437533, 0.7090964164220142, 0.7126730043338461, 0.7628034857169486, 0.7335500256302717, 0.7362062537862901]"
2350,"[0.7298750464511334, 0.7484206614641398, 0.7344969342251951, 0.7466797148049769, 0.7841232117060442, 0.7452933501095111, 0.7231464653525328, 0.7310918495736056, 0.7330840206906194, 0.759949205461578]"
2351,"[0.7529844853214417, 0.7472129319955407, 0.7461561687105166, 0.7630364881867748, 0.7296938347546484, 0.7446292930705066, 0.7267114031408732, 0.7064052378955218, 0.7614753716389393, 0.7589239945943428]"
2352,"[0.7126649015235972, 0.7724242846525455, 0.7262750836120402, 0.7623724311477702, 0.7809543781164081, 0.7100284263013188, 0.7862435341814622, 0.7446991938114544, 0.7172631529894217, 0.7247075819003681]"
2353,"[0.7764887588257154, 0.7677907840951318, 0.7355420847268673, 0.7259774453609209, 0.7273172095624213, 0.7820960902185563, 0.7691994035136774, 0.7387343305839043, 0.7204552868260405, 0.693298848967799]"
2354,"[0.7484438870308436, 0.7152197138610182, 0.7326969528056484, 0.7249522344936856, 0.7722633859918915, 0.7415420103453099, 0.6914231790856984, 0.7821776410829955, 0.7652383615266324, 0.7649121580688755]"
2355,"[0.7639701783723523, 0.7629598662207359, 0.764411464139725, 0.7352975441539682, 0.7505475558040915, 0.7471923202385945, 0.7135118132252202, 0.7447690945524024, 0.7208979915187101, 0.722703760659863]"
2356,"[0.7750023225566703, 0.7470039018952062, 0.7618334262356002, 0.7327927676033366, 0.7275968125262128, 0.7596579523742952, 0.7037024092455381, 0.7243697283191203, 0.761009366699287, 0.7396546903397175]"
2357,"[0.7839209401709402, 0.7816332218506131, 0.6780588071348941, 0.7370800130481383, 0.7555571089053545, 0.7563027168087981, 0.7227736614008109, 0.7515145160538702, 0.7547532503844542, 0.7000326203457757]"
2358,"[0.7979724080267558, 0.742335562987737, 0.7694978632478633, 0.6935435015611165, 0.711356540379328, 0.7471340696211382, 0.7713546763595694, 0.707581900368144, 0.7484854839461298, 0.7526562281560185]"
2359,"[0.7500812894834634, 0.7131410256410255, 0.7455058528428095, 0.7880842536930892, 0.7763059788433757, 0.7162961927396431, 0.7544619972971713, 0.712521552728459, 0.732093760193858, 0.7420546157789273]"
2360,"[0.7465393905611296, 0.7230931809736157, 0.7505574136008919, 0.7267463535113472, 0.7088168134582227, 0.7189524208956615, 0.7176359569411436, 0.766135421035463, 0.8049885828789785, 0.7742322568619227]"
2361,"[0.6915064102564102, 0.7669430509104422, 0.731524061687105, 0.7197213290460879, 0.7290530779626265, 0.753658138776271, 0.7969965981639406, 0.7315695046367492, 0.742194417260823, 0.7716459294468522]"
