,r2
21,"[0.0351782611228032, 0.031711251149895814, 0.03058076538895993, 0.0362847456478852, 0.031197860338029737, 0.028800997564296438, 0.03511880134702916, 0.030367645128491882, 0.03304398678474474, 0.031038487792968916]"
22,"[0.03322972938639657, 0.03469341659027447, 0.032261183398713755, 0.030781377694776846, 0.030485826192475973, 0.030917668724498193, 0.03163062956408791, 0.027561411292135518, 0.03576148932559742, 0.03571085375808425]"
23,"[0.03460427877679295, 0.03461483086459505, 0.025863965643829312, 0.032324464822928944, 0.03190196918451571, 0.036008207060566955, 0.03163129649904961, 0.035013299095525974, 0.02893828389672448, 0.03249856637027404]"
24,"[0.03612297976928036, 0.03395097133840641, 0.03176258477125504, 0.03146684295933888, 0.03446944120281614, 0.031270310331671713, 0.029816376066307382, 0.032129484172889855, 0.029743348505265277, 0.03234253748041349]"
25,"[0.03696153449264594, 0.026353957742223932, 0.035206235041228995, 0.032834888609015955, 0.02894338582138367, 0.03239968915259295, 0.03474382090663919, 0.03285958257783561, 0.03302691477258424, 0.029623020770366826]"
26,"[0.0316770800774, 0.029602847725759163, 0.035782541926258515, 0.035271501955593254, 0.03503852099687066, 0.02997726892126562, 0.029485157817147, 0.034176926552960896, 0.028895418340173173, 0.03343630331497005]"
27,"[0.03180487227632933, 0.02751635590913748, 0.03564740804537714, 0.030855795472562564, 0.034380364642591976, 0.034085860001931256, 0.030687994842100275, 0.03585499930819924, 0.03518515881855877, 0.027004047698754197]"
28,"[0.03326396497764983, 0.030812503413230274, 0.03021890376004821, 0.029740638970597533, 0.029456065521262786, 0.03448979687137865, 0.03135804632366013, 0.03219255550465672, 0.037577397073604635, 0.033559875476974366]"
29,"[0.0341027385997581, 0.031204597594097105, 0.03060627069695432, 0.03395394497356208, 0.03189381224929322, 0.03402079228802546, 0.034182298020655866, 0.03270212329793154, 0.03597881094424071, 0.024325538513455425]"
30,"[0.030636581314540834, 0.027577025568633617, 0.03734541961246518, 0.03709639303459211, 0.033669460248168526, 0.031213659906691338, 0.02716981904350968, 0.036555193541453535, 0.03328169724431118, 0.027770204201663984]"
31,"[0.026662313008819938, 0.0325422661538991, 0.036019346344760006, 0.03366103618689131, 0.028845985425307807, 0.03750501083860436, 0.03457696370814245, 0.02816477837083764, 0.03185943030813676, 0.033016674572936666]"
32,"[0.03311245599019552, 0.028995288301017608, 0.031020298439439986, 0.03377769650450668, 0.030316310485842157, 0.03806627492833614, 0.03206266577923145, 0.0313821898676514, 0.031036400246992835, 0.033468959858572345]"
33,"[0.03213994539545406, 0.031681074238814944, 0.03380688953130895, 0.03432802275536795, 0.027350853915237172, 0.036755879127567725, 0.031712407719310165, 0.0321459862449448, 0.03196970430924695, 0.030445489740624554]"
34,"[0.03231139099801428, 0.03284251001830352, 0.03242395892478722, 0.031656864117574623, 0.03786865956575314, 0.03257907314960207, 0.02982687591210964, 0.030509484813776355, 0.03057692840537929, 0.0329598266124953]"
35,"[0.02808772668021431, 0.03141489940024067, 0.0343777240683798, 0.03480384686185545, 0.031111537217893837, 0.035007603793780095, 0.028765584852839865, 0.03649968896697098, 0.030344285728020393, 0.03287300355517797]"
36,"[0.03428540213369358, 0.03300771268959912, 0.03390320964448612, 0.03630440258166545, 0.02832760589927652, 0.03380130636428513, 0.033689607788226716, 0.028760595289299862, 0.03411702840287201, 0.027071934154709987]"
37,"[0.029806726334312472, 0.029095242979484515, 0.03332812455178302, 0.03555054372997435, 0.0363165001406317, 0.030003256393850708, 0.02946833691116746, 0.03889747369092922, 0.030771074874806348, 0.029705895510870994]"
38,"[0.031211026715588952, 0.03259863268324348, 0.0317115712220003, 0.03196294496259178, 0.03269162299746331, 0.03206187213792344, 0.032656717920426126, 0.03252691630125015, 0.03498798586970531, 0.030919075967612453]"
39,"[0.028492596323540953, 0.030693717179999358, 0.03252308170999596, 0.03737643542564206, 0.029707917941670048, 0.034238385018689144, 0.033645995749165825, 0.03094029027392886, 0.03484444027351208, 0.030987825624656518]"
40,"[0.03418968593499028, 0.03069560166084917, 0.03214161563376794, 0.03402555193342238, 0.028997894851113037, 0.03623437796165707, 0.03563402057263554, 0.02929603896150912, 0.030134364867252295, 0.03188834753727232]"
41,"[0.02935590641199315, 0.036846446593539306, 0.030417034554608424, 0.03464352607094123, 0.03143482245734064, 0.03408732326960817, 0.034212531014352954, 0.02958636516761559, 0.02708993389608605, 0.035135978469592266]"
42,"[0.0342132411422138, 0.032046702101569347, 0.03346281662685535, 0.030694727459460003, 0.03311845426711035, 0.036623224761800466, 0.0249295217089045, 0.029892189031389016, 0.03445301524633959, 0.0337477104266497]"
43,"[0.03353501081484367, 0.028960440015729616, 0.027325201095557583, 0.03164344114074458, 0.032477072844923294, 0.03379548704687818, 0.03245651681754724, 0.03160465272287316, 0.03304558226108123, 0.037964194024687425]"
44,"[0.033097908280415034, 0.03126272876585001, 0.03526119070673073, 0.031393913381907335, 0.03370428091307387, 0.033183659442079017, 0.02879176260959848, 0.031473489713069625, 0.03223020006143551, 0.033070739649009306]"
45,"[0.03301629260981109, 0.034912495044163494, 0.037345850524867164, 0.028655130658384764, 0.031091406457121495, 0.02957213438382955, 0.02982416059188131, 0.03380034148586164, 0.03352842625772445, 0.030913628071272514]"
46,"[0.03462590506578089, 0.030949526698348273, 0.033163972846359635, 0.02546014905613636, 0.03773737927305043, 0.03130163741118652, 0.03213974184113433, 0.029288062953636507, 0.03488009536072145, 0.03338997513665709]"
47,"[0.03252197902969689, 0.03276969003644803, 0.028332375152584244, 0.030605690675035158, 0.03009011513517268, 0.031276650981906795, 0.039397466118828106, 0.036319261712985385, 0.028398965425048273, 0.03290278536546232]"
48,"[0.030855205561222787, 0.03394798689474732, 0.03371304415210519, 0.03111471812581923, 0.027993610533652458, 0.031990393226603575, 0.029857256545015587, 0.03914262693684678, 0.031832868358471766, 0.03236806924894675]"
49,"[0.033084420007959414, 0.03642637009539074, 0.03330500580490525, 0.03309904839002642, 0.028253397838302607, 0.032326120350207876, 0.031108057540871092, 0.03137652678161773, 0.03440181995772307, 0.0300922745125628]"
50,"[0.03385618139315405, 0.030800233197216587, 0.032280208519178455, 0.032063611067868036, 0.03336781358720442, 0.02920810599019108, 0.03341906793235783, 0.028729559476030064, 0.03640488265974995, 0.03277924343425509]"
51,"[0.030389296286965406, 0.034796241746582246, 0.03339951881805969, 0.03238229191778774, 0.02721178066179397, 0.03660711210949219, 0.03198310274553251, 0.037369020912027984, 0.03060379559896309, 0.028318827471063734]"
52,"[0.03157326452617737, 0.029058934674827563, 0.031056285914363713, 0.030135149438902498, 0.03164754969354222, 0.03665278283774709, 0.031781482360106694, 0.04030141082420702, 0.028988696325216834, 0.03148871257319619]"
53,"[0.03221006867066556, 0.030749893394274253, 0.033928784348571606, 0.029393884246140756, 0.030585482491472638, 0.03204222854387473, 0.031954083264593924, 0.036264138900284126, 0.03234286010663745, 0.03326232645901073]"
54,"[0.03270371700661945, 0.030928134867614587, 0.029552166834660776, 0.039868406462598815, 0.028861679046463196, 0.03415925619100579, 0.03366658023464564, 0.0315416478550985, 0.03194552020406227, 0.029527173935503304]"
55,"[0.030562914656764306, 0.03309118327727878, 0.03226058739712789, 0.027036838692412468, 0.03359406375399099, 0.033404450293354926, 0.033650341025229236, 0.033949415796101445, 0.0302787620865973, 0.03481929822133989]"
56,"[0.02867681288779278, 0.03255084965181776, 0.02984704082043743, 0.03743946019065092, 0.032114275774311696, 0.033234155125933196, 0.0346277261166813, 0.03147628650018497, 0.0330822122735025, 0.030007220072289287]"
57,"[0.01991252083578432, 0.033422297456881744, 0.03794756791820042, 0.03094359921259615, 0.03596721932811098, 0.033561560120626166, 0.03107805152531018, 0.03443605291926699, 0.03151930914881118, 0.03422744853365356]"
58,"[0.03504111464660109, 0.0338122118109313, 0.02908503675043883, 0.03451865278252697, 0.035447368748273034, 0.030897071915515273, 0.02833633164882221, 0.03401670899492326, 0.03330163875539727, 0.02868147051718184]"
59,"[0.03283014823212449, 0.031227294147599505, 0.026502323640006042, 0.028770371162870068, 0.036986413358160664, 0.039157789351846106, 0.03313206067415819, 0.032946788932392446, 0.03365904037456302, 0.027912058093961578]"
60,"[0.03203979915960875, 0.03524589680720913, 0.03276668927666326, 0.03036383463670944, 0.03065347995312584, 0.03431037042655238, 0.031102056811295742, 0.030597490345354306, 0.03477994641589077, 0.031141597971649615]"
61,"[0.03325782099222907, 0.03168048887096464, 0.033983491042786085, 0.03335180846064234, 0.03333169975119632, 0.02998094045685684, 0.032942492673703305, 0.03210734043942165, 0.029490932883334375, 0.03285284777368469]"
62,"[0.03266426909837428, 0.03041551623839267, 0.033422348794126755, 0.03377029343586857, 0.02955016933655319, 0.030821297024428707, 0.03229329406313575, 0.03469729750925088, 0.032391191642402783, 0.03317782767978239]"
63,"[0.03639945318996851, 0.030712962876466965, 0.03674982771248847, 0.03257023626655331, 0.02881094510310278, 0.031869309516063704, 0.02995943707373938, 0.0332014652779441, 0.030628336316943505, 0.032226954144479514]"
64,"[0.035545650539761775, 0.030310337377666086, 0.033126486538121225, 0.02450255560057546, 0.03234210434849083, 0.03213499440743095, 0.03671808838969581, 0.03204253137209889, 0.03413294555768254, 0.0321122338893719]"
65,"[0.030121420474204186, 0.03252504908264764, 0.03129019831000479, 0.031058907849161765, 0.03459435581624437, 0.03380824309161945, 0.03748216013915773, 0.031185594372828085, 0.030494558352331946, 0.030389758432715408]"
66,"[0.030458781673649016, 0.032087570861241255, 0.03309388030068172, 0.03032092717954593, 0.03538203080452307, 0.03106770276797588, 0.03694946529414633, 0.037331767292192564, 0.027021958108761512, 0.0289595097537495]"
67,"[0.028347910187645597, 0.028732888919270283, 0.03539224088943971, 0.03262307606969228, 0.03590564309403199, 0.030148301766867003, 0.0356547487886919, 0.034030333179166594, 0.03115706204869506, 0.03138235897685704]"
68,"[0.03137118281357765, 0.029002604471918714, 0.034210843233340116, 0.03188932427436664, 0.0337497405856273, 0.03513763880836429, 0.028271568356682097, 0.03283953051992605, 0.033921028867370584, 0.032531344019942066]"
69,"[0.03193907873085711, 0.030485910472424327, 0.030086025328244226, 0.03458413329625798, 0.03560785550376311, 0.03364194452212732, 0.037844817587590396, 0.02643751045877385, 0.03250049616112061, 0.03027288261368788]"
70,"[0.03256727217669497, 0.03058028024789894, 0.03618916040753761, 0.027171052469143864, 0.033862460789773285, 0.03258546561641129, 0.034545430488958084, 0.02962827923744049, 0.035243198366059825, 0.030971880691343046]"
71,"[0.03124642110886222, 0.03588169482097403, 0.03328176387572812, 0.035631148412093694, 0.027019235618334414, 0.03373435297323801, 0.03135214244588569, 0.03586861997295743, 0.02915737782788208, 0.029529095008078987]"
72,"[0.03685910314907892, 0.03281987915571649, 0.03395079375070753, 0.031405821082191254, 0.0311409669947722, 0.030723062862882844, 0.032967268472576916, 0.03330906001268019, 0.02885320078702458, 0.03129832528361398]"
73,"[0.033616375087952566, 0.033074291896784014, 0.03551063896952655, 0.028516654836431177, 0.026970262169970893, 0.03600827645622051, 0.030641640039960727, 0.029523419090690672, 0.036050480130935814, 0.03242580880379631]"
74,"[0.03272167530609893, 0.031324371737035395, 0.029098501534286614, 0.030237910778258326, 0.030582187833423924, 0.031178533007000575, 0.03507892091010156, 0.03165878836915248, 0.0343216351117589, 0.03649079073303774]"
75,"[0.03226106623468594, 0.03025506566515268, 0.025559266938804615, 0.03430013721684122, 0.030728502714192696, 0.03096357974145547, 0.0339827320937065, 0.03324281928821016, 0.034911508388008494, 0.0368991247925875]"
76,"[0.0348859162684102, 0.03398896705808374, 0.03167023549180703, 0.03407309855712237, 0.030264339867509094, 0.03255276745657809, 0.02993752831868224, 0.02767841024929718, 0.03277597369455176, 0.03476035422343782]"
77,"[0.03550564986783655, 0.037028883119615386, 0.0347055835010478, 0.025705554625483407, 0.025614215428389153, 0.033885588769388963, 0.032266970260566574, 0.025670798554690344, 0.03738791586639423, 0.03436094533153822]"
78,"[0.0304279143700128, 0.032974642351065064, 0.03480516833857339, 0.03725506193852968, 0.03159648893746525, 0.03051180102294271, 0.03154511154338513, 0.031659706597656156, 0.030056517696404716, 0.03224537224913737]"
79,"[0.032864082640663206, 0.03275472529294188, 0.033407226235073306, 0.028498805747076417, 0.029957799548779085, 0.03200608864877341, 0.029325888389639232, 0.03454679441611708, 0.03382573231968755, 0.03584858462391083]"
80,"[0.034212959954257216, 0.03016230211184079, 0.03300739404993447, 0.03911523546929052, 0.03198996889141681, 0.03189028598396049, 0.03170382296777274, 0.03072161869988599, 0.03543674152007503, 0.02455660560861206]"
81,"[0.029334575401933183, 0.03694199437210066, 0.034601746838462955, 0.02905204357163249, 0.033957196791514876, 0.02682141185549658, 0.032860853672907475, 0.03624007501213733, 0.0344007461186876, 0.028622460670361782]"
82,"[0.03244477512293753, 0.03147929864186072, 0.03343813993243938, 0.034072771945047875, 0.03101037211133595, 0.030052324439802214, 0.03294373053577648, 0.03287258847092722, 0.03318315571901498, 0.03163620226376329]"
83,"[0.035877963577851446, 0.03140015099373916, 0.03619858228499839, 0.03146020623406265, 0.03029168228562107, 0.030800981971440655, 0.03560064272039809, 0.02958662001292267, 0.029669139835683978, 0.0322573171759476]"
84,"[0.035312625867854, 0.030319191133833634, 0.026996119143063324, 0.02855234238716431, 0.031688163702631056, 0.036116260930551425, 0.03371578432547229, 0.029471566987958497, 0.0360965566830429, 0.034806834757031946]"
85,"[0.03364551950198569, 0.033821660892634164, 0.03210142475569333, 0.03213858209070819, 0.032325028966857516, 0.033367791124592316, 0.027872749925928586, 0.029172819527528593, 0.033426220378511395, 0.03480294415969121]"
86,"[0.031488998629979226, 0.02443822639519655, 0.032993004371185575, 0.03333389148918542, 0.03191995285669447, 0.03111603311446598, 0.03284646245177392, 0.034629552440353706, 0.03417649632614794, 0.03589852454844156]"
87,"[0.035748976182390924, 0.03287696654434702, 0.030078330005366416, 0.03342222098003855, 0.03542249970910061, 0.029615582237521032, 0.029945227677984798, 0.0265320419583428, 0.034504536803217856, 0.03477787761301954]"
88,"[0.027113821274708627, 0.03190461615800011, 0.037030558601703345, 0.03091051239243614, 0.03301021647761959, 0.03226075400236561, 0.03400215346637592, 0.03245020734531501, 0.03269562968742812, 0.031748036964494575]"
89,"[0.03242636646474717, 0.029759272826435534, 0.030184375365031157, 0.03329593200396497, 0.03840023586149499, 0.029737176911065144, 0.03350235873037777, 0.028267629282192397, 0.03465542265201671, 0.032576442708749376]"
90,"[0.03680935340610514, 0.031038656097882922, 0.036660985949272806, 0.03227689711305193, 0.029432301387665505, 0.03183264427716137, 0.03579291971250942, 0.03277880214888962, 0.029371366978903635, 0.027415873479744057]"
91,"[0.03545545647903969, 0.0314874267009857, 0.03268488640009937, 0.028378234334329178, 0.03322858687949737, 0.03243906830921961, 0.030177028912068415, 0.03112706000781873, 0.035874703160569954, 0.0324404617539541]"
92,"[0.028938753891707747, 0.03506183838864818, 0.033799265807167744, 0.029990793476346478, 0.03129256183221507, 0.03700257837183296, 0.032278805530329135, 0.029949427402138573, 0.03180292307417343, 0.03305604643177462]"
93,"[0.0332810705907316, 0.03451763619253101, 0.035442928515279526, 0.03343352996902027, 0.03191966050082051, 0.03556363455900957, 0.03146440696683128, 0.02636100843873579, 0.032109645002217024, 0.0285837513597198]"
94,"[0.03698648285743211, 0.0315254834280263, 0.031142420253655545, 0.025989296843606735, 0.03426573073821493, 0.033503208853912114, 0.03227761244181404, 0.03367653539835769, 0.033652577917337556, 0.0301222787177573]"
95,"[0.028608764047692636, 0.03188444754763875, 0.03914347100150295, 0.03439064153321725, 0.031040654261046297, 0.031214051006543286, 0.02875633503462882, 0.032569325365299995, 0.03479795956758891, 0.030703278850637394]"
96,"[0.032647068290797665, 0.033488422349449376, 0.034026468310325186, 0.033606155706708996, 0.030706454348129575, 0.02503837108457574, 0.034407841439322406, 0.03178505810917609, 0.035484077782083956, 0.0315967081663191]"
97,"[0.030239760856084597, 0.03302664866399829, 0.03054910579337322, 0.03273232568199136, 0.028331394227149476, 0.028257911622131315, 0.03277889830445757, 0.03504560567239068, 0.03546712119101836, 0.03671492344509608]"
98,"[0.03273989300990987, 0.03334861389275623, 0.03224336071870715, 0.037918536174382456, 0.025165775083510367, 0.03029361107188766, 0.03231899239343394, 0.033694618162852796, 0.032196182364970016, 0.033215704132513735]"
99,"[0.03703510209099048, 0.03572519742005431, 0.02799055605501688, 0.030135105962163955, 0.03217426563662873, 0.029555889639800936, 0.027820726876949697, 0.03222770510618167, 0.03389529755411003, 0.03666552895590969]"
100,"[0.03742665826269498, 0.034611764954638025, 0.030539938172039816, 0.036122155987305615, 0.02785262730873983, 0.03198343609283827, 0.033495170002465824, 0.031139214596095033, 0.028952094426727637, 0.03049786093606721]"
101,"[0.033119815193094704, 0.03161630783313074, 0.030625628322205056, 0.0374316911691569, 0.028172449296145263, 0.03290369593566389, 0.03154091063216535, 0.03378753053972283, 0.03128456902746024, 0.03284175666281364]"
102,"[0.03000192852390804, 0.037205618115856876, 0.038026371618651966, 0.033511209422904975, 0.031065491670898338, 0.026659251132982953, 0.03208676805201127, 0.03337234520142551, 0.03252751645930341, 0.02872071175803359]"
103,"[0.03698617773061752, 0.03710904164935391, 0.03471631652511631, 0.028912737387999266, 0.029073740804076764, 0.02771562827503604, 0.031412528908125514, 0.03314581269218675, 0.027839758451509433, 0.036163222078045565]"
104,"[0.02837571283970275, 0.036117859861759194, 0.033455315408258635, 0.030792613728888085, 0.034627895433298805, 0.03182035049397758, 0.03421838961594814, 0.03263280058958973, 0.031680723004726685, 0.02957606277362479]"
105,"[0.029166559673885373, 0.03039163918802168, 0.03513843577302389, 0.0344488841567796, 0.032729830452359554, 0.03592272223105497, 0.028396120672284808, 0.03296666134820381, 0.028990186601052237, 0.034809723394600534]"
106,"[0.026934341540439943, 0.03659293662973351, 0.035469095891289326, 0.03214019851147676, 0.029891747394764634, 0.030362707504470787, 0.03209448138558313, 0.033316176008635234, 0.036039340294697686, 0.029823419582070132]"
107,"[0.028999945365274837, 0.03679499883966675, 0.03359878541473582, 0.03364385799302427, 0.025009708914597972, 0.032875383934090396, 0.0341536142865797, 0.03511113986212411, 0.030647125845936873, 0.03179007034304371]"
108,"[0.033002821388124715, 0.032627341628313045, 0.029953125820360804, 0.03642783608127753, 0.0331481339572931, 0.032130633340520576, 0.03004322043760088, 0.033188596084486766, 0.030658038738588744, 0.03172841588052544]"
109,"[0.03242590951252122, 0.033759483808456725, 0.032329799590292696, 0.02670220227908604, 0.028922787040914666, 0.03070291032474526, 0.034122649871761834, 0.03545160692310578, 0.03730486643937214, 0.030881621857816732]"
110,"[0.03188106575088956, 0.031036339551180236, 0.03333757909873225, 0.02936346645605925, 0.031581770006167464, 0.031015823976808243, 0.03172755017295059, 0.03492509373818009, 0.035663635806044924, 0.03286826412902144]"
111,"[0.033446757375083624, 0.02479955422420188, 0.03248054096114772, 0.035453380174710336, 0.02929859788656186, 0.03115338852937244, 0.0375300203271931, 0.027632322103262164, 0.03647233699558505, 0.034625482425810095]"
112,"[0.03144645884177888, 0.029427438822456464, 0.031319826234698644, 0.030939673588084804, 0.030783428049571904, 0.035751965914459505, 0.03540044946434362, 0.03185981886914735, 0.032252595950227225, 0.03369359815677886]"
113,"[0.03535851916165156, 0.029870631031423733, 0.03284708719385643, 0.033206041477849446, 0.03528095612218407, 0.03026661367583361, 0.031364638082968965, 0.029792046258689253, 0.032942380779444225, 0.03221281700941858]"
114,"[0.031501850182179325, 0.035060491159859875, 0.032749775048366625, 0.03398490749263472, 0.02896873773600306, 0.031357752222055946, 0.03501985862528145, 0.03304815955472262, 0.032830290486234426, 0.0283922358802281]"
115,"[0.026087379981280967, 0.031066659930913954, 0.03548967927330182, 0.02830187858548383, 0.038036593402048124, 0.027369828446394906, 0.03569781531052696, 0.033666518579021476, 0.03418415137535846, 0.03260938457453677]"
116,"[0.03194362055768085, 0.032960119734454785, 0.03386705868048345, 0.029238956033729835, 0.03508237865172925, 0.030945828386113372, 0.03272814001561075, 0.0347783455653119, 0.031608465542562025, 0.02963074855946468]"
117,"[0.03457004972175992, 0.029425420159381765, 0.03761961392248414, 0.031020452177519364, 0.028851248427305354, 0.032916340351933804, 0.03420522607310117, 0.02974715603163569, 0.03410435276416912, 0.03061453838806616]"
118,"[0.03407060510041293, 0.03425866261815458, 0.028567082684913703, 0.033613496961069744, 0.03159425903150881, 0.03130623349981221, 0.029071740138834512, 0.036049351155333254, 0.03700127265369213, 0.02757615632186139]"
119,"[0.03346037503071786, 0.032207065205408836, 0.03248578457591689, 0.0345163577976082, 0.035322848775813265, 0.028791634487295492, 0.030486890763393615, 0.032019900966741566, 0.032284900860911736, 0.031537438242800975]"
120,"[0.031243228012012403, 0.0338706862747532, 0.034563590224879426, 0.03302035339261311, 0.030914537966382105, 0.029365258720398746, 0.02942409389685352, 0.03288836406082518, 0.03200597495824431, 0.03563603263576687]"
121,"[0.03233016063560501, 0.03215337185313294, 0.03358698208208433, 0.039839177310828644, 0.03337705163446869, 0.03157013718988766, 0.029655977441388925, 0.03253047437660195, 0.023225101910668955, 0.034551890779068395]"
122,"[0.030654719553176224, 0.028271043303774057, 0.03231758580976318, 0.029584109850707363, 0.03657747535990086, 0.034884345761789004, 0.029818483062890033, 0.0329114669477546, 0.02782962432230862, 0.04036581368623826]"
123,"[0.02924587793281752, 0.03402823983973213, 0.03340052240393221, 0.03764438311114804, 0.030347426950713352, 0.030253364211143996, 0.030329512391730762, 0.032697692679482304, 0.03198996197833581, 0.033348225406141574]"
124,"[0.033465508751268414, 0.03423733230252901, 0.03540784573395506, 0.03406757334245747, 0.03198765704199724, 0.024777764870774432, 0.037739474724249766, 0.03322318434212068, 0.028343752483706353, 0.02981955317346563]"
125,"[0.03175272565526588, 0.03097994751157207, 0.034085704795474125, 0.031533700348893245, 0.034552504768024184, 0.0325077914271068, 0.03190684294452395, 0.03122688709080934, 0.03203290637152523, 0.03264287063287563]"
126,"[0.02982287505848047, 0.029767425385183066, 0.0353091191676721, 0.03140969677728234, 0.03699138072953889, 0.030648360180796197, 0.033551060402092325, 0.03445031196806536, 0.02915410445592792, 0.03213126126835686]"
127,"[0.037226503559247726, 0.0353094860365446, 0.024544512626951898, 0.03356868336078567, 0.03465732402845889, 0.03213343225754095, 0.032609702767516846, 0.03250814151551906, 0.03169530385678487, 0.02891035522865648]"
128,"[0.03786060984529571, 0.028628090027220998, 0.030300491979647126, 0.03435734996927908, 0.031236951920796674, 0.032266536447527194, 0.03205186392225101, 0.03418996408292152, 0.02977864514608508, 0.03279055875538506]"
129,"[0.03414025923087938, 0.02754361972440822, 0.03560333110993952, 0.035044349910314354, 0.02852314286972113, 0.03382301283248934, 0.028039885910720375, 0.03146758754772172, 0.03039979747794508, 0.03809298956995333]"
130,"[0.03818912160686705, 0.03616832035635775, 0.030148826237116566, 0.024982681430532838, 0.0310141753976233, 0.033851308650593714, 0.028429883553132584, 0.031735606679070494, 0.03368325405091044, 0.0346191653812169]"
131,"[0.028218984627752963, 0.03293179007980496, 0.03317466511417111, 0.03493207548431332, 0.03545896766992118, 0.031141216928148863, 0.03062598107836001, 0.03472268313717364, 0.03348579832994092, 0.028148214012976736]"
132,"[0.035277060018135575, 0.03616544292950152, 0.033395800341846305, 0.029353421434198612, 0.03295165414411727, 0.03150045742960106, 0.03128321751266516, 0.030452201662506728, 0.03091253286281237, 0.031639241659740636]"
