,roc_auc
17,"[0.714930875576037, 0.7235917469297951, 0.7013874856873442, 0.7208053384523972, 0.717634335154827, 0.7345971022441611, 0.7429900744416873, 0.7304059198629484, 0.7516820658611704, 0.7024814814814815]"
18,"[0.7460622874530158, 0.7369705521756228, 0.7500184615384615, 0.7085987261146498, 0.7097411249643096, 0.7049422033498467, 0.7260792639773531, 0.7194097515445131, 0.7135986733001659, 0.7233029078757045]"
19,"[0.7547858887144602, 0.756292567367486, 0.71030823273303, 0.6672872858255451, 0.6986259180289032, 0.6693792666937928, 0.7264046298529058, 0.7272792740890107, 0.7651958178273968, 0.7399337530539373]"
20,"[0.7552167552167552, 0.7125649978648043, 0.7135849146904688, 0.7074829931972789, 0.7358070809936232, 0.7092977541893952, 0.6996532593619973, 0.7046899841017489, 0.7353734671125975, 0.7700240891297802]"
21,"[0.7168710419582078, 0.6992481203007519, 0.7426550108147081, 0.7221681879395481, 0.762206700122067, 0.7174230997760409, 0.715677471491425, 0.6940443612271352, 0.7272538141470181, 0.7339509638779712]"
22,"[0.7047969635997804, 0.6979940918620163, 0.7107701352145798, 0.7264767322992133, 0.695273132664437, 0.7524345930232558, 0.7092002830856333, 0.7427053718389944, 0.7271478127674911, 0.7722467581281715]"
23,"[0.7555437977660199, 0.7538920660856934, 0.7082469954413593, 0.7529861045017605, 0.7054360082691223, 0.7022089870660919, 0.7238997277676951, 0.6824717562478604, 0.7281696147975218, 0.7377280265339967]"
24,"[0.7145879851143009, 0.7346529691806565, 0.738225806451613, 0.7768091110663173, 0.7129176569271634, 0.7250213064621246, 0.6979259259259258, 0.7364058206063882, 0.7309170977212359, 0.69206502717141]"
25,"[0.6692773600668337, 0.7118222222222224, 0.6866244504680987, 0.7189975514907102, 0.7612544018273532, 0.7639736912992727, 0.7122133621660584, 0.7457477049256722, 0.7231608261777673, 0.7362085906793935]"
26,"[0.7055419389978214, 0.7369308216213754, 0.7414741474147416, 0.6913336697710695, 0.7572418716035737, 0.7392163661581137, 0.7395902731512325, 0.6974295190713101, 0.7240011970671854, 0.7004021128771294]"
27,"[0.6901345735206809, 0.7269313434277573, 0.7780785752640057, 0.7290594188988745, 0.6733464841030401, 0.7236848313281434, 0.7235408472354085, 0.7412839506172839, 0.7099945938640356, 0.7278635157945502]"
28,"[0.7128004807692309, 0.7591707282945827, 0.7270864556013487, 0.7268597761685318, 0.7267914466190327, 0.7164631408817455, 0.74209927140255, 0.716451431779899, 0.7172909698996657, 0.7088448183107547]"
29,"[0.7583661761619365, 0.7624700552643437, 0.7136129826849236, 0.7187159440890786, 0.7696626573952265, 0.6694227657751974, 0.729287537711766, 0.6773701342737015, 0.7006352209758074, 0.7419526199195263]"
30,"[0.7451110182088443, 0.7664903846153847, 0.6746910119207236, 0.7384663777436041, 0.685629087224832, 0.7249655540246233, 0.7359164897381459, 0.7401061084026385, 0.7544845620957011, 0.6799018942990189]"
31,"[0.7163354679694548, 0.7575000000000001, 0.7516666666666666, 0.7209213274541656, 0.7257957728545963, 0.6995644250855594, 0.7251827824116981, 0.7002124870021248, 0.7438907292716885, 0.709141621129326]"
32,"[0.702457264957265, 0.7156496178718401, 0.753377403846154, 0.7723179517133957, 0.6758351101634684, 0.7073320556292692, 0.7403811618927897, 0.7314548196901138, 0.728557525951557, 0.7114846917377324]"
33,"[0.7105230769230768, 0.7006682027649771, 0.7601307487300972, 0.7539932885906041, 0.7218012704174228, 0.7169514896695148, 0.7269565217391305, 0.703125, 0.7013366848336778, 0.7454810794203492]"
34,"[0.7408775869979956, 0.7372251261715934, 0.7254776498057969, 0.7061705989110708, 0.7286128832181463, 0.701502419149478, 0.7277543324054951, 0.7325581395348838, 0.7343967545249411, 0.7079957356076759]"
35,"[0.7602447526876477, 0.6917310645766802, 0.7069914882414883, 0.7576723442854263, 0.7603121516164995, 0.7329268886292833, 0.7128522062732588, 0.7049110117064814, 0.7001216545012164, 0.7226210053780168]"
36,"[0.7330555555555556, 0.7261705685618729, 0.7289557637720114, 0.7056698585231195, 0.7259701083230495, 0.7229469147005445, 0.7018936999578593, 0.7277832145020737, 0.7287529205607477, 0.7317176287764523]"
37,"[0.7452859277531368, 0.7166245218180639, 0.7169882235028815, 0.7119483964311549, 0.7241763565891474, 0.7487530550152126, 0.7084732304900181, 0.7462868414945463, 0.6798412625590677, 0.7460345311622684]"
38,"[0.7277126349918335, 0.722596945308213, 0.7349183897981635, 0.7163495010443257, 0.733993866477943, 0.7540707467714768, 0.6884448998178507, 0.6987700162450684, 0.7483939278576187, 0.7111056522552872]"
39,"[0.6927764976958525, 0.6959712822388879, 0.7645972686733556, 0.7737081587601928, 0.684701057831213, 0.7112820512820514, 0.7319025801784422, 0.7082469254883047, 0.7347318539066112, 0.7538024691358025]"
40,"[0.7279779897978462, 0.7739424473493101, 0.7231778920807453, 0.744970283953335, 0.6823303257922575, 0.733050252667041, 0.7211252653927813, 0.6752325688495902, 0.774317617866005, 0.6808622502628813]"
41,"[0.7087868117797695, 0.7672359408795963, 0.7258446231495569, 0.7514564931403871, 0.6897279442125063, 0.7184622251456494, 0.7000947642738689, 0.7305592841163311, 0.7533457604435522, 0.6981994787964937]"
42,"[0.7403917050691244, 0.7638404719533896, 0.7637309214245337, 0.6880699088145897, 0.7421135646687697, 0.7256932557343375, 0.6886612021857924, 0.7156833509198514, 0.6948411952640481, 0.7190650571906506]"
43,"[0.7199307416807001, 0.6879731172360248, 0.6907461959290349, 0.7083102172907999, 0.7415209326974033, 0.7494238801670747, 0.7229585038545732, 0.741096196868009, 0.7740570719602978, 0.71270795470432]"
44,"[0.7637174211248284, 0.7413820295602018, 0.7070766204571001, 0.6972045293701346, 0.7153235828314694, 0.732772858650273, 0.695758489876137, 0.7478039759593157, 0.739753466872111, 0.6968155683325962]"
45,"[0.733198272515528, 0.7544060528501828, 0.7436749381843872, 0.6827274003368895, 0.7276884700665189, 0.69625520110957, 0.7479316424793163, 0.7148790536948432, 0.7345887944692496, 0.7049363605091159]"
46,"[0.7038852578068264, 0.6729325896853267, 0.7531237504998, 0.7205135374434968, 0.7694179300018716, 0.7217326958105648, 0.7220638412498879, 0.7363337017592337, 0.7360799176492607, 0.7032223520249221]"
47,"[0.7469933235778307, 0.7560778918906097, 0.693015873015873, 0.720604938271605, 0.7210228340537493, 0.7082681828950486, 0.7309147923875432, 0.7066997518610422, 0.7311068242102725, 0.7286275017253279]"
48,"[0.7525056200824278, 0.7245558691681885, 0.6842122749119581, 0.6943792023579257, 0.698459853674449, 0.7444979703624004, 0.7098994549896636, 0.7507658389417498, 0.7688286976132306, 0.7114813291283879]"
49,"[0.7147428036299583, 0.76723980245107, 0.7317663243281706, 0.710132058287796, 0.753589196872779, 0.6487475340643207, 0.7188674988720108, 0.762809086338498, 0.710521721781635, 0.727137020741672]"
50,"[0.7147092267706304, 0.7500232255667038, 0.7193417338015562, 0.710622089606221, 0.7659755343578873, 0.6886154057897875, 0.7267211876083381, 0.7832133995037222, 0.6944282945736434, 0.6974387177875551]"
51,"[0.7223589667089331, 0.7106452478969035, 0.7128254964406144, 0.7077067669172932, 0.6679618867414515, 0.7611534905224225, 0.7684236384053902, 0.7687101553380624, 0.6959822956912994, 0.7230358294188082]"
52,"[0.7372377294866992, 0.7551570610345444, 0.7258591372829782, 0.6957446808510639, 0.7209910778876296, 0.7488341105929379, 0.7034157113324563, 0.7508765938069217, 0.7084615384615385, 0.6852795470629867]"
53,"[0.7071604422147899, 0.68646254784035, 0.72639482602051, 0.7455027730889799, 0.7055016181229774, 0.7140778598327384, 0.7301901565995527, 0.7008167340877669, 0.7461974110032363, 0.768664563617245]"
54,"[0.6823630769230769, 0.7213775764331964, 0.7426119333083552, 0.7175102762642195, 0.7003456790123457, 0.7220512820512821, 0.7405730504122179, 0.7076877370995018, 0.7539528432732315, 0.7454362416107383]"
55,"[0.7253437076820676, 0.6925790557264799, 0.7442328042328044, 0.7348684210526315, 0.7544854280510018, 0.7036217251734493, 0.6785376402216514, 0.7432877406281663, 0.744568097509274, 0.7172792417938048]"
56,"[0.7078462408140193, 0.7094914284456769, 0.743265193922431, 0.7528595325285953, 0.7059916502270955, 0.731096314030625, 0.6821880650994575, 0.7436777541873083, 0.6916801808442675, 0.7637590520079]"
57,"[0.7165888888888889, 0.7351944389471601, 0.6904537392514761, 0.7301985111662531, 0.7191923774954628, 0.757343168527379, 0.76741941276825, 0.6585409765231167, 0.7388594164456234, 0.725799418604651]"
58,"[0.7577067848294263, 0.7322233237202596, 0.7431484578223708, 0.7380261582389243, 0.7499644633972992, 0.6887908061292473, 0.7636054421768708, 0.6936460091632505, 0.678211939046554, 0.6776315789473685]"
59,"[0.7030508474576271, 0.7233856486555817, 0.7471200297287255, 0.7091978772456393, 0.7677796060149001, 0.7299740635443164, 0.7519238122550425, 0.6795414719626168, 0.6880769962881889, 0.7321904444655943]"
60,"[0.6994309666541776, 0.7537755404204916, 0.7153016009148084, 0.7496215075469101, 0.705547112462006, 0.7238089330024814, 0.6647773188470862, 0.7479212860310421, 0.7385016083345336, 0.7399234309803415]"
61,"[0.7372853535353537, 0.7151644517891161, 0.7218629807692307, 0.732616049614734, 0.7074594731509625, 0.738588983980689, 0.6826303391261833, 0.7527208561020037, 0.7298100318173311, 0.7370247298702473]"
62,"[0.7227978654669889, 0.7249363811863812, 0.7445652173913044, 0.7308857861183442, 0.7245078299776286, 0.7344915722575297, 0.6909207689131532, 0.7673487126479984, 0.6782657602582286, 0.7221712158808933]"
63,"[0.7162634900310956, 0.6950136012636011, 0.7478849198495943, 0.7276099973965113, 0.704360504543605, 0.7270436460091632, 0.7379304720630039, 0.7226306056403143, 0.7111420046114201, 0.7541515426497278]"
64,"[0.7304819220681904, 0.7115699342994712, 0.7834974747474748, 0.7149490642027955, 0.7141715116279068, 0.7369394359685624, 0.7086505644526122, 0.7347727170338334, 0.6923774954627949, 0.7107258437355524]"
65,"[0.7036175115207373, 0.7174769230769231, 0.7190747213300586, 0.7056208775451678, 0.7099442586399108, 0.7657918483982554, 0.7272141597721418, 0.7374175509033553, 0.710839992816737, 0.7505666918529712]"
66,"[0.7214471452798189, 0.726875502706463, 0.7198358672707004, 0.7218409267912772, 0.7090265156810662, 0.7090954918623074, 0.7508734119782214, 0.6913998788387158, 0.7214580632771616, 0.7672589433783463]"
67,"[0.7441550160589456, 0.7485897121451984, 0.7311450419832066, 0.6998546147290319, 0.7305124189829918, 0.6879745911214954, 0.7698566805362922, 0.7265838941749826, 0.7157606263982104, 0.6791482942678118]"
68,"[0.7177361211247295, 0.6969279881560988, 0.7079086538461539, 0.6952626820215094, 0.7252080443828017, 0.7797660655202947, 0.7239382687398469, 0.7936786449560173, 0.695388349514563, 0.6976443450300572]"
69,"[0.6932052006783493, 0.7757406133630607, 0.7155150477688588, 0.6639228839162272, 0.7500802862779282, 0.7086603682170544, 0.7255998239049086, 0.7218039053145436, 0.7243321169527414, 0.758471943408852]"
70,"[0.7404101557826221, 0.7243229083619963, 0.6905228603816361, 0.753279479141548, 0.7543854100780097, 0.7494632102644672, 0.7084942084942085, 0.7565925599823905, 0.666860465116279, 0.6949063432288357]"
71,"[0.7320984615384615, 0.7264966686262982, 0.7165092165898618, 0.7625495072303584, 0.7286957530749593, 0.7497571100512277, 0.6728823392898584, 0.7149984443753056, 0.7610246913580248, 0.6800221055540205]"
72,"[0.7548707381041588, 0.702322967403522, 0.7300736014469089, 0.6900324901369228, 0.7207233770701261, 0.7383495145631068, 0.7553649995510461, 0.6745610603022447, 0.7383277591973246, 0.7272925573684669]"
73,"[0.7436789103818011, 0.7194988110481069, 0.705784832451499, 0.7440133779264215, 0.7325823507392849, 0.6794520868425977, 0.7187161136412925, 0.7671096183800623, 0.7053387609956954, 0.7290038822546563]"
74,"[0.724342401745689, 0.752619760479042, 0.7168912220620044, 0.7273301516002246, 0.7262582749221185, 0.7141846996498159, 0.7368456496363472, 0.7131469018333721, 0.6986301369863013, 0.7411812485495475]"
75,"[0.6725009145783792, 0.7308591535990933, 0.7528825995807128, 0.7071950931823543, 0.7398551046713188, 0.7248404138234648, 0.7265128488532744, 0.7557196029776675, 0.7074187986392655, 0.7187863372093024]"
76,"[0.707736710220154, 0.7454123837766728, 0.7041569316893752, 0.7135641796654765, 0.7783353677833537, 0.6997236758448673, 0.6996054769087957, 0.7378605713220561, 0.708381970009877, 0.7394743899168676]"
77,"[0.7324708583539385, 0.7301617700072097, 0.7351498021481062, 0.6899913966160021, 0.7554817125548172, 0.7584696397781816, 0.7370152100552646, 0.6985132293245954, 0.6911604938271604, 0.6989149883011423]"
78,"[0.7359919954259576, 0.7462927951527298, 0.7435787671232876, 0.7201554885124161, 0.7100901525658807, 0.7398515316669799, 0.7260292898590771, 0.6891545906088382, 0.7042580797357869, 0.7213377926421404]"
79,"[0.7107296740352191, 0.7215899815769221, 0.695545116194626, 0.6934774471270821, 0.7542798576384194, 0.7504177303318635, 0.7200246913580247, 0.7345286360035416, 0.7244488280343466, 0.7355421967472856]"
80,"[0.7089051949001731, 0.7388804367281189, 0.7092663037288444, 0.7378534735224926, 0.7311384500675708, 0.7128391472868219, 0.7410500317895047, 0.7552621687652696, 0.6837910899653978, 0.7180851063829787]"
81,"[0.7385253456221199, 0.7088680217309855, 0.7504776601998825, 0.7495832770194172, 0.7172445677300047, 0.7406796673358188, 0.7448269240001921, 0.6621760592348827, 0.7170357941834452, 0.7152555910543131]"
82,"[0.7146360082352126, 0.6823314716833234, 0.7521198156682027, 0.7604427736006684, 0.7368624772313296, 0.7379796578825705, 0.7147136273864384, 0.6625455373406194, 0.7426532016315298, 0.7417706888580674]"
83,"[0.7443447920569501, 0.7267396313364056, 0.6953749092229484, 0.7439995462794919, 0.7586105213493749, 0.7409012535532877, 0.7334495572785246, 0.6843227199136537, 0.706199035905753, 0.7106102003642986]"
84,"[0.7630821559392988, 0.6870781893004115, 0.726647823629169, 0.7377214460607806, 0.7223636623203579, 0.7192039916453934, 0.7307285934404579, 0.6935679012345678, 0.7159367396593674, 0.7268395061728395]"
85,"[0.7021869874248223, 0.7568494754589734, 0.7226346623656934, 0.7208201892744479, 0.7262615109941741, 0.7411002118448927, 0.685947621044783, 0.7263499564160206, 0.7640503875968991, 0.6960832284822219]"
86,"[0.6936820906706632, 0.7189271091165652, 0.7050630928942186, 0.7708067940552018, 0.7190449183303085, 0.7442295764664185, 0.6860622136484207, 0.7186025408348458, 0.75609253875969, 0.7275372908687764]"
87,"[0.7677525252525252, 0.6903219063545152, 0.6980266122720049, 0.6994454846608095, 0.701707650273224, 0.7952313375681397, 0.7052881758764112, 0.7063984618380063, 0.7399520773995207, 0.7161761426978818]"
88,"[0.7442379018014836, 0.7088314134608418, 0.7061058700209644, 0.733775125935345, 0.70673100004801, 0.7494622885001433, 0.7372048127862081, 0.7167065390749601, 0.6993516256342792, 0.7268927880630008]"
89,"[0.693359375, 0.7395498771962971, 0.7178858111927642, 0.7055997837731584, 0.7336887477313974, 0.7363171539680253, 0.7154311251314406, 0.7536754507628295, 0.730926046410757, 0.710321312991216]"
90,"[0.692442396313364, 0.7210631412242647, 0.7132415454373702, 0.694862761352123, 0.7602739726027397, 0.6849795843464697, 0.7490997393982468, 0.7201908519521035, 0.7343501326259946, 0.767699541837473]"
91,"[0.6900758711127764, 0.7141018592562975, 0.6974898445778878, 0.714606102003643, 0.7545386486992325, 0.7697973588342442, 0.7336222838650023, 0.7458966565349544, 0.6907937540663631, 0.7296427342866972]"
92,"[0.7368259803921569, 0.7657838598402325, 0.6603553170325476, 0.7475812649758127, 0.7320272769301894, 0.7313761893710837, 0.6897417673537077, 0.6369047619047619, 0.7515161148334718, 0.7555300265801683]"
93,"[0.713099848856981, 0.7019789318536501, 0.7369044485390892, 0.7748881697915675, 0.6766990291262136, 0.712852506970154, 0.7164976831674084, 0.691622586916226, 0.7505555555555554, 0.7726951908099688]"
94,"[0.71264, 0.7605866556496592, 0.6532939290243845, 0.7413204192401273, 0.7274590163934427, 0.7289301685586516, 0.7277648234510325, 0.7466232202004559, 0.7006012539771663, 0.7277891621129327]"
95,"[0.776699609945201, 0.7285698134539288, 0.7123552123552123, 0.7152819679740079, 0.6784104485717389, 0.7144786799065421, 0.7634783768167475, 0.7279075253597547, 0.6999862882215824, 0.7097857045978571]"
96,"[0.7367900705164856, 0.6894295259865859, 0.7295862239285154, 0.7143784153005464, 0.75308656860381, 0.6756638139126618, 0.7343121298431212, 0.7612919414969888, 0.7276757654664631, 0.726641975308642]"
97,"[0.7416888888888888, 0.705576923076923, 0.725127087872186, 0.707776089159068, 0.7069228697135674, 0.7525383679580759, 0.6961764992211839, 0.7236159169550173, 0.7437512598266478, 0.7239069596733495]"
98,"[0.7374425229908035, 0.7243651034257597, 0.755374203821656, 0.7505806010928961, 0.7242166353167867, 0.7368540020938422, 0.7090508238570433, 0.7020296936666041, 0.6716331096196869, 0.7320732210854705]"
99,"[0.6779426559356138, 0.7378686635944701, 0.7614976958525347, 0.7431923254738789, 0.7490753582986592, 0.719106846718787, 0.7513502533218621, 0.6985763954143958, 0.6756815879156306, 0.7369426751592355]"
100,"[0.7243018419489008, 0.7448874199545549, 0.6680581580133298, 0.7656573012591619, 0.7322119369991712, 0.6937810211804021, 0.7256272317233602, 0.7423214040861099, 0.727375460179878, 0.7073736556581328]"
101,"[0.7293526785714286, 0.7147238523026396, 0.7047348277747403, 0.7695400643333814, 0.713753086419753, 0.7179653367900523, 0.7175887978142076, 0.7285945446139621, 0.7405052110934462, 0.7047586520947177]"
102,"[0.7192710170487949, 0.7060138248847926, 0.7569199022793578, 0.7232894128525197, 0.714369268201385, 0.7388526696488055, 0.7026769738954902, 0.7102635782747605, 0.7487468671679197, 0.7164295967636696]"
103,"[0.7444514050474315, 0.7506376346117514, 0.7866288640936528, 0.7428143442807587, 0.6611936777541874, 0.7042199180130215, 0.7402097902097902, 0.7017499639925104, 0.7288103739898515, 0.685182682344461]"
104,"[0.6775067448549579, 0.7358037359203378, 0.6992764273600904, 0.770031243700867, 0.7449200532978013, 0.6983151183970856, 0.709355051727933, 0.7338200269234753, 0.7211817168338909, 0.7533847040184357]"
105,"[0.7466937464575855, 0.7170408816535577, 0.7255091925018025, 0.7006396588486141, 0.729872468847352, 0.6807705412772587, 0.7650511306351722, 0.7150254276467869, 0.7108249110986338, 0.7396626297577855]"
106,"[0.7384911505432677, 0.7173809678186258, 0.6991791236211843, 0.7000286779466588, 0.7298638753747112, 0.7126031035928982, 0.7257219811461917, 0.7566133720930233, 0.7351839464882943, 0.7260043877690936]"
107,"[0.7804276315789473, 0.7310158211647692, 0.7619682886823402, 0.6962408180901628, 0.7099387540564012, 0.7010108685640601, 0.6680688040982158, 0.7253250167288021, 0.7140892279241794, 0.7534380692167577]"
108,"[0.7135076252723311, 0.761815966783521, 0.706236482418783, 0.7064437012263098, 0.7332329988851729, 0.7059587471352178, 0.7627774532710281, 0.7041787790697674, 0.707253291737395, 0.7469370224693702]"
109,"[0.7221968172672398, 0.7576727060461148, 0.7203170639256171, 0.7518696220209938, 0.7163227587497661, 0.7198885658914729, 0.6982240180417214, 0.7092059553349878, 0.7414779674279847, 0.703514245079598]"
110,"[0.7138133640552996, 0.6929743302211063, 0.7198198972683703, 0.7361657398616573, 0.7346062110591901, 0.7391269440748726, 0.7221080910240201, 0.7228003784295175, 0.7485366898258303, 0.7082590612002376]"
111,"[0.7597082868822, 0.7261017095679614, 0.7240824939084125, 0.7172839506172839, 0.7341625207296849, 0.7311461008244358, 0.7482710605708981, 0.713111356728378, 0.7246982032565974, 0.6668716639591554]"
112,"[0.7116865992736358, 0.7604971042471043, 0.7380288461538461, 0.6695847801633492, 0.7285494166850099, 0.7006500334576045, 0.7945695056857738, 0.6944483436271757, 0.7247572815533981, 0.7018107476635513]"
113,"[0.7294012034161491, 0.7226983463396508, 0.6913172209598568, 0.7545839527864125, 0.6888155421913174, 0.7522802862326144, 0.7072306778189132, 0.7356811325133442, 0.7203615098351941, 0.7325548478414722]"
114,"[0.7284381759192502, 0.7229334183731577, 0.7065256407188495, 0.7542536297640653, 0.7588709677419355, 0.7359478061370806, 0.7242967332123412, 0.6876405009863742, 0.7333805142722339, 0.6849265393973423]"
115,"[0.720503222662739, 0.7320446821271491, 0.6991459627329192, 0.6817829457364342, 0.7600814439797489, 0.7515925925925925, 0.7019898410923155, 0.7354515050167223, 0.6959544573643411, 0.7477217697556682]"
116,"[0.7308945777441904, 0.7238614426114427, 0.7424773923145259, 0.7209731543624162, 0.7561242678889739, 0.7161414392059553, 0.6619174620999438, 0.717892782548155, 0.7483545865898806, 0.7204319865790578]"
117,"[0.6901213867372001, 0.6806368450390189, 0.744996923076923, 0.7120755061931532, 0.674135530285449, 0.7753492726487109, 0.7769668136458574, 0.727155172413793, 0.6918808142212398, 0.7602767695099818]"
118,"[0.7671926234017739, 0.7506724986331328, 0.694770981641064, 0.7182659046473154, 0.6792862310103689, 0.7494077232883204, 0.7229021800413457, 0.7111210298816013, 0.7116870058046528, 0.7145199339466856]"
119,"[0.730634166494526, 0.6907701352145798, 0.7670610425240055, 0.7822761016465214, 0.6970472266524897, 0.713673139158576, 0.7113895781637718, 0.6415741121623475, 0.7435897435897437, 0.7709066795273691]"
120,"[0.7334222222222223, 0.719159887099452, 0.7207101658255227, 0.6618283242258651, 0.6968024089475193, 0.7154715851524361, 0.7132580011229647, 0.7643920595533499, 0.7874318467775758, 0.7283321538098609]"
121,"[0.6701585128929707, 0.7329339101066413, 0.7422647108090646, 0.7458536929148656, 0.7227693018955155, 0.7610465116279069, 0.7736918254159632, 0.7027869212201009, 0.6686172839506174, 0.7253187988482105]"
122,"[0.7350455215049869, 0.7323076923076922, 0.7531940511494124, 0.7247587498199626, 0.689900525006908, 0.7478176995418374, 0.705455692210659, 0.728116412127765, 0.737413438143365, 0.6820375957298677]"
123,"[0.694209905387587, 0.7421446441277054, 0.7170479302832244, 0.7107523555724754, 0.6972615456022278, 0.7144641667459788, 0.7520512820512821, 0.7307242990654206, 0.7479495782655297, 0.7300542580797359]"
124,"[0.6900475210660395, 0.7412906216884494, 0.7117259455222418, 0.7477707006369427, 0.7242082263368924, 0.7451792196007259, 0.73739694553318, 0.6918002210555403, 0.7044829675194557, 0.7416454686019255]"
125,"[0.7183179723502304, 0.7263173049236972, 0.7106211901994735, 0.7618198385837022, 0.7195721468977282, 0.6836126490099258, 0.7572529165749505, 0.7297870357425789, 0.6929382716049381, 0.7279190955661544]"
126,"[0.7444169019256811, 0.7709468046477851, 0.7085888855203938, 0.711355637826226, 0.704042543066527, 0.7209135802469135, 0.7606637270828499, 0.7140724946695096, 0.6909156840726184, 0.7127201874127134]"
127,"[0.6982015736230798, 0.7063268114083161, 0.7758708953950415, 0.7522394987236017, 0.6982997762863534, 0.7227823024433194, 0.7241532976827095, 0.7143539712876128, 0.7354426619132501, 0.7146049382716049]"
128,"[0.7357524845647135, 0.7251382174003562, 0.6967028849756464, 0.724400146809194, 0.6851158645276293, 0.7272587874498703, 0.7108508738958842, 0.70812253423068, 0.7706284153005464, 0.7499328859060403]"
129,"[0.7137931034482758, 0.6908569403530531, 0.6905584950029394, 0.7581013757484346, 0.7379506172839506, 0.7084673097534834, 0.7320923865041512, 0.770203488372093, 0.7327573845712647, 0.7017684108527132]"
130,"[0.7254706909937887, 0.7266400136515443, 0.7141285557127143, 0.7557668912595922, 0.7080184108527132, 0.7105760473588342, 0.7100943646996278, 0.7241239266651197, 0.7604301694752509, 0.7097065870970658]"
131,"[0.6786538461538462, 0.7267382702091577, 0.7712011115919909, 0.7414965986394557, 0.7097002879329902, 0.7145038526592746, 0.7115746322642875, 0.7547706291044065, 0.7311043566362715, 0.6978533302390345]"
132,"[0.7353489890627551, 0.6842788461538463, 0.7480702408992328, 0.7310433446375582, 0.7227552712627339, 0.7324832214765101, 0.7358811040339703, 0.7001559745015596, 0.7086800739713361, 0.7342884948096886]"
133,"[0.7652824228911185, 0.6942542036652183, 0.7366805307981779, 0.6967006850272613, 0.6822639017948844, 0.6926719961240311, 0.7870065003345761, 0.7046447718160112, 0.7437817845584835, 0.7246639445795293]"
