,roc_auc
22,"[0.7395055481889874, 0.7337479935794542, 0.7349053202130876, 0.7586152663218231, 0.7442506640570389]"
23,"[0.7530619722241608, 0.7299183474073556, 0.7590521553027659, 0.7222697935598117, 0.7533173726641502]"
24,"[0.7513841393909786, 0.7277287319422152, 0.7375950868867333, 0.7524902138962672, 0.7496184584556597]"
25,"[0.749476585944588, 0.7612766650382674, 0.6973067438993183, 0.753320285195023, 0.7498601985181043]"
26,"[0.7091010072812711, 0.7169609416800429, 0.7891484634889617, 0.7422701430635165, 0.7618248753436787]"
27,"[0.7378131760764882, 0.7139891129876474, 0.7669557075394886, 0.7355218090311757, 0.7648276946735636]"
28,"[0.7380341731221067, 0.7248906646195361, 0.7649347477144253, 0.7322510368609907, 0.749982524814763]"
29,"[0.763611673296578, 0.7413665759415637, 0.7023460581105916, 0.7591133091010764, 0.7454244139987884]"
30,"[0.7584182427245446, 0.7572143903970968, 0.7410699746434969, 0.7438108718952421, 0.7115866303182814]"
31,"[0.7151813338916417, 0.7485489799241631, 0.7460278688905948, 0.7445273544899575, 0.7660305699240413]"
32,"[0.7660281015190639, 0.7295286947216599, 0.7531637471793798, 0.749507782282492, 0.7201261708374109]"
33,"[0.7170801637704423, 0.7361469746667597, 0.7628905250424548, 0.7641665501654318, 0.7311442751293163]"
34,"[0.7450188429059947, 0.7497324772605671, 0.7511078930839556, 0.7311617503145532, 0.7462865231371453]"
35,"[0.733050108172238, 0.7440098169213948, 0.7639809709912299, 0.7190805722540659, 0.7502504776550633]"
36,"[0.7503751134063787, 0.7431345523065112, 0.7266353781375765, 0.7283977585162402, 0.757351227923016]"
37,"[0.7435823621094749, 0.7526606881150115, 0.7085194361085908, 0.7698547229600634, 0.744402115662426]"
38,"[0.7179990462232768, 0.7499912764324098, 0.7803347523669948, 0.7305821566708608, 0.7375431054569178]"
39,"[0.7411630260311256, 0.708635750343127, 0.7747662083885826, 0.758125961135188, 0.734237382916259]"
40,"[0.7181240840254031, 0.7844435527019797, 0.7232099239304907, 0.7497582599375553, 0.7467554406076704]"
41,"[0.7496452415846651, 0.724003768581199, 0.7507211482541234, 0.7426021715830187, 0.7531921338366185]"
42,"[0.7359027147742341, 0.7621722846441947, 0.733608416498011, 0.7401061326250058, 0.7470117433244792]"
43,"[0.7390577383860236, 0.7266499174168936, 0.7554289668969688, 0.7409216412693975, 0.756576494710844]"
44,"[0.7468217135413031, 0.7198949682462139, 0.7438644241282248, 0.7505359056806002, 0.7571386131692996]"
45,"[0.7329279782259752, 0.7551032870402679, 0.7520558540954243, 0.7500611631483293, 0.7309200102521087]"
46,"[0.7136169074371321, 0.7618378812199038, 0.752381533952125, 0.7445593923295586, 0.738687730089939]"
47,"[0.7375718240398259, 0.7248005210877708, 0.7286214436922791, 0.7619617642947016, 0.762727759914255]"
48,"[0.7540273803708097, 0.7519220927257078, 0.7513957708144323, 0.7390954844121348, 0.7247687450486975]"
49,"[0.7235850373368693, 0.738226091609091, 0.7507851210831183, 0.766589775851624, 0.7396284775618622]"
50,"[0.71193907460395, 0.763495359062042, 0.729455998325075, 0.7213086583717787, 0.7864707115895428]"
51,"[0.7414683508967828, 0.751451020075837, 0.7472433526414962, 0.7711915746306911, 0.7092944685213664]"
52,"[0.7590725102938097, 0.7543152581012864, 0.7301945937143787, 0.7077916025909875, 0.7581900368143902]"
53,"[0.7550974713285412, 0.7344604182659874, 0.7259142298834531, 0.76001328114078, 0.7445564797986859]"
54,"[0.7628788936190012, 0.7355944820527136, 0.7221078465582618, 0.7802320704599469, 0.7074537490097395]"
55,"[0.7315351152674063, 0.761201060785819, 0.7501657477842139, 0.7573162775525422, 0.7202776224427979]"
56,"[0.7342772233465933, 0.7455160862586363, 0.7675896201177099, 0.7325714152570018, 0.7295977212358451]"
57,"[0.6961028915718706, 0.7610876544071464, 0.7689272338148742, 0.7276405004893052, 0.7570046367491495]"
58,"[0.7554609533114662, 0.7304592085979481, 0.7602705469095309, 0.7373013653944732, 0.7339228295819935]"
59,"[0.7370629492637308, 0.7445245074092167, 0.7530299858096633, 0.7399430308961275, 0.7409536791089987]"
60,"[0.7286417986833228, 0.766769604764231, 0.6971351804033776, 0.741891514050049, 0.7858649051679948]"
61,"[0.7562169958359504, 0.7402005257403401, 0.7310931211761695, 0.7433885549186823, 0.7429749755347407]"
62,"[0.7498778700537372, 0.7414450880498755, 0.7514510200758369, 0.7517242182767138, 0.7119011836525467]"
63,"[0.7303458022192757, 0.739871938027776, 0.7329483332170191, 0.7505504683349644, 0.7631675520760519]"
64,"[0.7703695303231209, 0.6823138390676251, 0.7395229953241677, 0.7443409525140966, 0.7815252341674822]"
65,"[0.7412095517249401, 0.7296653639472399, 0.7432712215320911, 0.7592705857682092, 0.7418099631856098]"
66,"[0.7404738641914997, 0.7729342591946402, 0.7137186823923511, 0.7498048604315206, 0.738332401323454]"
67,"[0.7522535882941355, 0.7614075185521204, 0.717048177355945, 0.7449875343678642, 0.7380760986066452]"
68,"[0.7359376090445948, 0.7457952404215228, 0.764242678018936, 0.7536494011836525, 0.7168845239759543]"
69,"[0.7683485704980575, 0.7503605741270618, 0.724003768581199, 0.7340305932242881, 0.7357489864392562]"
70,"[0.7361847767929839, 0.7241666085095494, 0.7743009514504384, 0.7409653292324899, 0.7399313807726362]"
71,"[0.7601338776839509, 0.7378393467792589, 0.7410379882289995, 0.7448652080712056, 0.7337975907544619]"
72,"[0.7232244632098076, 0.7642077837485751, 0.7430356852071556, 0.7280191295027728, 0.7462719604827811]"
73,"[0.7448356479866006, 0.7365657059110894, 0.7486652941586991, 0.7527290414278391, 0.737962509902605]"
74,"[0.733506641542792, 0.7285952729895084, 0.7744841463698329, 0.7349742532270842, 0.7414284216412694]"
75,"[0.7432770372438179, 0.7774937771884524, 0.7325208784050992, 0.7412128943566803, 0.7248910713453562]"
76,"[0.7221340172610324, 0.7395200874683043, 0.7523844418079885, 0.7462923481988908, 0.7378663963838017]"
77,"[0.726298066857422, 0.7461907088189453, 0.7427856096029031, 0.7546134489025583, 0.7407148515774268]"
78,"[0.7160507827947984, 0.7675721729825296, 0.7406192569846699, 0.7638636469546576, 0.7343334964350622]"
79,"[0.7250622281154768, 0.7473334961732617, 0.7516923721124992, 0.7251065986299455, 0.756372617549746]"
80,"[0.7450682764556725, 0.7541029846232582, 0.7329599646404727, 0.7478592898084719, 0.7393809124376718]"
81,"[0.733811966408449, 0.738726242817596, 0.7526461488356945, 0.7394362505242555, 0.743525443869705]"
82,"[0.7500785121083118, 0.7435794542536116, 0.7399562658478145, 0.7380935737918821, 0.7481942308588472]"
83,"[0.7605409775048271, 0.7438731476958149, 0.7386535464210111, 0.7242794398620626, 0.7453749009739503]"
84,"[0.7408402540302883, 0.7510148416963268, 0.7560541559076, 0.7436477701663637, 0.7168553986672258]"
85,"[0.7580896550119804, 0.7226487077488544, 0.7577756065787331, 0.7435720443636702, 0.7292773428398341]"
86,"[0.7322737106567102, 0.7542163910019307, 0.7631667713494776, 0.7252114497413672, 0.7425759588051634]"
87,"[0.7345476539418895, 0.7647719077860748, 0.7283917230790705, 0.7373974789132764, 0.7500495130248381]"
88,"[0.740438969921139, 0.7217821667015609, 0.7450653685998092, 0.7354985087841931, 0.7706818817279462]"
89,"[0.7306511270849327, 0.7720619024356199, 0.760250191918487, 0.719770842070926, 0.7292889929633255]"
90,"[0.7734402261148718, 0.7502268127573453, 0.7791919650126782, 0.7198582179971107, 0.6965171955822731]"
91,"[0.7575051759834368, 0.7113109777374557, 0.7638937353153279, 0.7552891560650543, 0.7279870916631718]"
92,"[0.7351321329704328, 0.7652487961476725, 0.7243352641496266, 0.7279812666014258, 0.7625996085558506]"
93,"[0.7427943331704934, 0.7411484867518088, 0.754268732407472, 0.7314559159327089, 0.7476554126473741]"
94,"[0.7463855351617932, 0.7409420289855072, 0.7378277153558053, 0.7468399040029825, 0.7457535299874178]"
95,"[0.7709598250633913, 0.7478743573638542, 0.7399533579919512, 0.7262017102381286, 0.7274628361060627]"
96,"[0.7391449740619257, 0.7271558843371252, 0.7393543396840906, 0.7489165385153084, 0.7657014539354117]"
97,"[0.7632540070253798, 0.7422127619978132, 0.7414247330588317, 0.7005568759028846, 0.7627277599142551]"
98,"[0.7617680926791821, 0.7431200130271944, 0.769767604159397, 0.7038014352952141, 0.7468515541264736]"
99,"[0.7295723125596111, 0.7419452392583804, 0.7497673715309281, 0.7711537117293443, 0.7200096696024978]"
100,"[0.7442337218228767, 0.7357224277107033, 0.727981715402331, 0.7721905727200709, 0.7318316324153036]"
101,"[0.7631580477818874, 0.7723177937515993, 0.735097238700072, 0.7177990586700218, 0.7297142224707581]"
102,"[0.7578192244166841, 0.7335357201014261, 0.7404796799032266, 0.7468544666573467, 0.7392411109557762]"
103,"[0.7623293088608184, 0.7172778979691535, 0.7306772977877033, 0.7647665315252342, 0.7334131366792488]"
104,"[0.7333234466233978, 0.7433381022169493, 0.758115825714751, 0.7405051493545831, 0.7365149820588098]"
105,"[0.7504100076767395, 0.7580954707237071, 0.7519918812664295, 0.718926208117806, 0.7422701430635164]"
106,"[0.7603490590178426, 0.7191999906948612, 0.7860254262916695, 0.7315636795750036, 0.7228726874504869]"
107,"[0.736315630306837, 0.7732948333217018, 0.7307325470491078, 0.7488379001817419, 0.7234202432545784]"
108,"[0.7460046060436876, 0.7495172959266756, 0.746507665108056, 0.7405022368237103, 0.7348315392143157]"
109,"[0.743698676344011, 0.7434747714425292, 0.7275426291669574, 0.7517824688941703, 0.754365883778368]"
110,"[0.7463186544769348, 0.7535766627119826, 0.7289005978551655, 0.7375256302716809, 0.7490942028985507]"
111,"[0.7616459627329193, 0.7367110987042593, 0.7439778305068975, 0.7556066219301925, 0.7066091150566196]"
112,"[0.7256786935585178, 0.7931235024542302, 0.7178536534301068, 0.7502475651241904, 0.7270230439442659]"
113,"[0.7444227324539977, 0.7395142717565776, 0.7649405634261521, 0.7693071671559717, 0.701914115289622]"
114,"[0.7580547607416197, 0.7427797938911763, 0.7320876078814524, 0.7739672165524955, 0.7136894776084626]"
115,"[0.7464582315583781, 0.7426547560890503, 0.700825249494033, 0.746697189990214, 0.7790699706416888]"
116,"[0.7425384418545142, 0.725376276548724, 0.7354083792774561, 0.7653286499836898, 0.7436215573885083]"
117,"[0.765368018238072, 0.7605875031986415, 0.7089614301998278, 0.7289802646908057, 0.7528688429097348]"
118,"[0.7264172889478215, 0.7542658245516087, 0.7229743876055551, 0.7569667738478028, 0.759072533668857]"
119,"[0.7145823155837812, 0.7732395840602972, 0.7673133738106869, 0.7508388088913742, 0.7120031222330957]"
120,"[0.7651092190662293, 0.7211831483937002, 0.7299823202363505, 0.746306910853255, 0.7531775711822546]"
121,"[0.7363359852978808, 0.7624834252215785, 0.7267487845162491, 0.7212183699147212, 0.7670353930751667]"
122,"[0.7603170726033452, 0.7359841347384093, 0.738653546421011, 0.7203067477515261, 0.7623695186168974]"
123,"[0.7471299462628236, 0.7311221997348035, 0.7259665712889943, 0.765695628873666, 0.7549134395824595]"
124,"[0.7570602740363366, 0.7748476283527579, 0.7172110172842951, 0.7041014259751154, 0.7653869006011463]"
125,"[0.7592702444925209, 0.7195576569660596, 0.7231372275339056, 0.7495398201220932, 0.7667849154201034]"
126,"[0.778528973875823, 0.717173215158071, 0.7212878312047828, 0.7389789831772215, 0.7547678130388182]"
127,"[0.7208894549514969, 0.7862289762021075, 0.7475399539395631, 0.7311908756232817, 0.7301219767929539]"
128,"[0.7103426617349431, 0.7135994603019518, 0.7484006792751297, 0.7801126566941607, 0.7655383522065333]"
129,"[0.7201305045711495, 0.7546758322283482, 0.7347192174378301, 0.7472505708560511, 0.7594948506454168]"
130,"[0.7600989834135902, 0.7044455300439667, 0.7826726684811687, 0.7456049909129037, 0.7194795889836432]"
131,"[0.7488891990601809, 0.7567956591527671, 0.7531899178821504, 0.7088575888904421, 0.7480631669695699]"
132,"[0.7432915765231348, 0.7500261707027707, 0.7445041524181729, 0.7207873153455426, 0.7668839414697797]"
133,"[0.7591015888524437, 0.734486588968758, 0.754856119291879, 0.739899342933035, 0.7225435714618575]"
134,"[0.7574790052806663, 0.728185265312769, 0.7320992393049062, 0.7466971899902137, 0.7415594855305465]"
135,"[0.7127561821015655, 0.7525182031777048, 0.7455684276641776, 0.7262745235099493, 0.7743778834055641]"
136,"[0.7136576174192198, 0.739313629702003, 0.7425849675483286, 0.7602812339810803, 0.7651480730695746]"
137,"[0.7883342638472097, 0.7331751459743643, 0.724925558889897, 0.713669089892353, 0.7543454960622583]"
138,"[0.7424482983227487, 0.7162921348314607, 0.7409943703910484, 0.7412973577519921, 0.7770515867468195]"
139,"[0.7466268871984553, 0.7699507990787913, 0.7236693651569079, 0.7567891094645604, 0.7098041614241111]"
140,"[0.7178798241328773, 0.7661473236094632, 0.7594476237001885, 0.738906169905401, 0.730727783214502]"
141,"[0.7317880987275223, 0.7532277200083746, 0.7395171796124409, 0.7397595414511394, 0.7494553567267812]"
142,"[0.7332623816502664, 0.761811710517133, 0.7575226231186172, 0.7324199636516147, 0.7307947714245772]"
143,"[0.7591190359876241, 0.7522710354293158, 0.736911740758834, 0.7510572487068364, 0.7182446758935644]"
144,"[0.7219101123595505, 0.7393107218461396, 0.7220991229906716, 0.7521756605620019, 0.7828649983689828]"
145,"[0.7769529159978598, 0.7296072068299718, 0.731924767953102, 0.7305064308681671, 0.7486980986998464]"
146,"[0.7069521017982181, 0.7499941842882731, 0.7496597808639821, 0.777651568106622, 0.7363198424903303]"
147,"[0.732061437178682, 0.7172546351222463, 0.7268970851652825, 0.7554901206952793, 0.7832232396663404]"
148,"[0.758043129318166, 0.7331693302626375, 0.754079721776351, 0.7301074141385899, 0.7384576401509855]"
149,"[0.7483425221578616, 0.7508025682182986, 0.7615703584804708, 0.7091896174099446, 0.7505621184584557]"
150,"[0.7463244701886615, 0.7581536278409753, 0.7375223904901482, 0.7614841092315578, 0.721034880469733]"
151,"[0.7446582687789332, 0.7363301695861539, 0.759531951520227, 0.7286220233934481, 0.7438720350435716]"
152,"[0.7577756065787331, 0.7326691790541326, 0.7622275339055994, 0.7128215434083602, 0.7499446619134164]"
153,"[0.7251640030706958, 0.7520703933747411, 0.7514219415172029, 0.72439011603523, 0.7584172142224707]"
154,"[0.7312995789424709, 0.7427070974945913, 0.7403808128038709, 0.758312363111049, 0.7397799291672491]"
155,"[0.7548822899946495, 0.7097959848326238, 0.7342655919231396, 0.748229181229321, 0.7596987278065147]"
156,"[0.7360451997115407, 0.748612952753158, 0.7370164235699166, 0.7490912903676779, 0.7502271774080804]"
157,"[0.7470834205690091, 0.7173069765277874, 0.7636087654407145, 0.7162525047765506, 0.7665693881355142]"
158,"[0.7538500011631424, 0.7622885988787307, 0.7271500686253983, 0.7543804464327322, 0.7179068223123165]"
159,"[0.7162775955521437, 0.7554173354735152, 0.7706777630446415, 0.7237289715270981, 0.7423604315205742]"
160,"[0.7457050968897573, 0.747822015958313, 0.7304388536069044, 0.740979891886854, 0.7469593177687683]"
161,"[0.7568072905762206, 0.7520500383836974, 0.7372170656244911, 0.7412216319492987, 0.7264813132019199]"
162,"[0.7441319468676577, 0.746065671016819, 0.7288540721613511, 0.7398789552169255, 0.7590288457057645]"
163,"[0.7511776816246772, 0.7438469769930444, 0.7251552795031055, 0.7208135281233982, 0.7772991518710097]"
164,"[0.7441115918766139, 0.7393746946751343, 0.7380603438248772, 0.7576366559485531, 0.7450253972692111]"
165,"[0.7670923767650685, 0.7291593970270082, 0.7457254518808012, 0.7365178945896829, 0.7289045388881122]"
166,"[0.7618611440668108, 0.7624630702305347, 0.7193250284969874, 0.730963698215201, 0.7441487254764901]"
167,"[0.7454055877358272, 0.7359957661618628, 0.7373421034266174, 0.7632054149773988, 0.7277074886993802]"
168,"[0.7656675273920023, 0.7570951683066973, 0.7481011701211995, 0.73858579150939, 0.7097255230905448]"
169,"[0.7321021471607696, 0.7502733384511595, 0.7564554400167492, 0.7448593830094599, 0.7278065147490564]"
170,"[0.7451816828343453, 0.7395666131621188, 0.7621548375090144, 0.7313918402535068, 0.7346509623002003]"
171,"[0.7526897666736454, 0.7321864749808081, 0.7810442691976643, 0.71575737452817, 0.7341791322988023]"
172,"[0.7327418754507178, 0.7483134435992277, 0.7145038034754693, 0.7601559951535487, 0.7572609394659583]"
173,"[0.7541175239025752, 0.783545025240189, 0.7450362900411752, 0.7327607297637356, 0.7054382776457429]"
174,"[0.7298805452811316, 0.735350222160188, 0.7594214529974178, 0.7431060394240179, 0.7395935271913883]"
175,"[0.7391973154674669, 0.7534109149277688, 0.7484588363923976, 0.7378518337294375, 0.7411022181835127]"
176,"[0.7440621583269361, 0.71857480168423, 0.7447106101844744, 0.7358596626124237, 0.7649267207232398]"
177,"[0.7679036685509573, 0.7587322911577918, 0.7443558517691395, 0.7245648678875996, 0.7268395544992777]"
178,"[0.7487321748435574, 0.7475544932188801, 0.715946099983716, 0.7565968824269537, 0.7471311570902651]"
179,"[0.723314606741573, 0.7271006350757205, 0.7328291111266197, 0.7719633953119902, 0.7622821426907125]"
180,"[0.7493835345569592, 0.7715355805243445, 0.7121775187847488, 0.7395935271913882, 0.738265413113379]"
181,"[0.7659205108521181, 0.7486885570056063, 0.7433497336404029, 0.7266881028938906, 0.7350121161284311]"
182,"[0.7428815688463954, 0.7452950892130179, 0.7301829622909252, 0.7308530220420337, 0.7700061745654504]"
183,"[0.7278944797264288, 0.7429862516574778, 0.7250186102775258, 0.7696217204902372, 0.747570949252062]"
184,"[0.7492526810431062, 0.7483367064461349, 0.7391246190708819, 0.7499737872221446, 0.7295685959271169]"
185,"[0.736839044362249, 0.7446437294996162, 0.7412124595808034, 0.7388566568805629, 0.7586851670627709]"
186,"[0.7542512852722916, 0.7272896457068416, 0.7396974666759718, 0.731624842723333, 0.7629578498532085]"
187,"[0.729549049712704, 0.7440796054621165, 0.7453619698978762, 0.7420720909641643, 0.7591016589775852]"
188,"[0.7320410821876381, 0.7299532416777165, 0.7284120780701142, 0.7663596859126707, 0.7660626077636423]"
189,"[0.7692703608067555, 0.7273972363737874, 0.7481215251122433, 0.7289307516659677, 0.7425701337434176]"
190,"[0.7300782794798427, 0.7458388582594737, 0.7576331216414265, 0.7479321030802927, 0.7291841418519036]"
191,"[0.7297962174610928, 0.764140903063717, 0.7295286947216602, 0.7464845752364976, 0.7460739083834289]"
192,"[0.7792966478237607, 0.7597238700072115, 0.7427100053504548, 0.718101961880796, 0.7216639871382637]"
193,"[0.7241811477888663, 0.7316339823667621, 0.7378916881847999, 0.7430332261521971, 0.774599235751899]"
194,"[0.7701136390071418, 0.742384325493754, 0.7344400632749437, 0.7139457803252716, 0.7565386318094972]"
195,"[0.7562838765208086, 0.7563943750436178, 0.7512939958592133, 0.7307423458688662, 0.7272443962906007]"
196,"[0.7155302765952497, 0.7497760950985182, 0.7414857980319632, 0.7696595833915839, 0.7305035183372944]"
197,"[0.7596511736106265, 0.7495027566473584, 0.7213023704841, 0.7396459527470991, 0.750235915000699]"
198,"[0.7483919557075395, 0.7291884755856423, 0.7435271128480703, 0.7560289389067524, 0.7402022461438091]"
199,"[0.773172703375439, 0.7290750692069696, 0.7296042989741085, 0.7472767836339065, 0.7345315485344145]"
200,"[0.7502326284690719, 0.7256525228557471, 0.7429688045222974, 0.7375460179877907, 0.7624335942960995]"
201,"[0.775205294623956, 0.7466879521715868, 0.7236809965803614, 0.7396430402162263, 0.7315607670441306]"
202,"[0.7567665805941332, 0.7428815688463954, 0.7851065438388349, 0.7455380027028287, 0.6878378535812479]"
203,"[0.7730883755554004, 0.7494678623769978, 0.7423203526647589, 0.7000675707162497, 0.7453807260356959]"
204,"[0.7372432363272619, 0.7491305510968432, 0.7389385162956242, 0.7362266415023999, 0.7528659303788621]"
205,"[0.754312350245423, 0.7393717868192708, 0.7241462535185057, 0.7431322522018732, 0.7488932382683255]"
206,"[0.7502093656221649, 0.743756833461279, 0.7380167259869262, 0.762273405098094, 0.727020131413393]"
207,"[0.7470368948751946, 0.7216832996022053, 0.7470485262986485, 0.7566230952048092, 0.7369431240971155]"
208,"[0.7337305464442738, 0.7567026077651384, 0.7575517016772514, 0.7205251875669882, 0.740709026515681]"
209,"[0.7255972735943423, 0.7263358689836462, 0.7424308511875684, 0.7545872361247029, 0.769744046786896]"
210,"[0.7617477376881383, 0.728694140088864, 0.7211337148440227, 0.7559066126100937, 0.7439011603522996]"
211,"[0.7468100821178495, 0.7500029078558634, 0.7231081489752716, 0.758851181322522, 0.7370246749615545]"
212,"[0.741956870681834, 0.7333641566054853, 0.7540855374880777, 0.7295540332727527, 0.7503465911738664]"
213,"[0.7077866564310141, 0.7439545676599902, 0.7448182008514201, 0.74276818584277, 0.7769496481662705]"
214,"[0.7822481215251122, 0.7165596575708935, 0.7394095889454951, 0.7395090637960764, 0.7339752551377045]"
215,"[0.735126317258706, 0.7435707306860213, 0.7439254891013563, 0.741113868307004, 0.7458059555431288]"
216,"[0.7358649126480099, 0.7510933538046386, 0.715989717821667, 0.7431963278810756, 0.7688382496854467]"
217,"[0.7545915044083096, 0.7132156233279829, 0.748336706446135, 0.7546600493965236, 0.7328917936530128]"
218,"[0.7750860725335567, 0.7296711796589666, 0.7427943331704934, 0.7102992916724917, 0.7597220280534973]"
219,"[0.7321719357014912, 0.7388541884755857, 0.7435154814246167, 0.7439506733771378, 0.7572958898364321]"
220,"[0.7125526321911275, 0.7411048689138575, 0.7407239397957522, 0.7384692902744769, 0.7812456312036907]"
221,"[0.7754379230930282, 0.7504187312443297, 0.7013980970991232, 0.7480864672165525, 0.7389003448436553]"
222,"[0.7324423662967874, 0.7572521925233209, 0.7366267708842208, 0.7380877487301366, 0.7580997483573326]"
223,"[0.7595377672319539, 0.7381185009421452, 0.7555598204108218, 0.7231348152290414, 0.7372314646535252]"
224,"[0.704192546583851, 0.7336374950566449, 0.7533091399725499, 0.7507514329651894, 0.763959760473461]"
225,"[0.7431374601623747, 0.7454957312675925, 0.7369640821643753, 0.7400274942914395, 0.7529212684654457]"
226,"[0.7382522623118617, 0.7529369344220346, 0.7743823714146137, 0.7456224660981406, 0.708202269444056]"
227,"[0.7414712587526462, 0.7665747784213832, 0.7442947867960081, 0.7190572720070832, 0.7480689920313156]"
228,"[0.7227243120013027, 0.7384325493753926, 0.7447803987251961, 0.755329931497274, 0.7550765413113381]"
229,"[0.7430240537837021, 0.7423145369530324, 0.7436725056412403, 0.731691830933408, 0.7472360082016869]"
230,"[0.7335618908041966, 0.7403284713983298, 0.7608928280642985, 0.723295004427047, 0.7501980520993523]"
231,"[0.73341940586689, 0.7352368157815155, 0.7532480749994185, 0.7174757677431381, 0.7780942727992917]"
232,"[0.7459755274850536, 0.7626637122851093, 0.7169231395538187, 0.7394653758329839, 0.7428497367072091]"
233,"[0.7455451648172702, 0.7627713029520553, 0.7451380649963942, 0.7159962020597418, 0.7412216319492986]"
234,"[0.7561791937097262, 0.718036848349501, 0.7650888640751856, 0.7374324292837504, 0.7332937229134628]"
235,"[0.7714192662898085, 0.7221718193872566, 0.7381039616628283, 0.7446817186262173, 0.7445390046134488]"
236,"[0.7345069439598018, 0.7374874962197875, 0.7468449763882103, 0.7485728598723147, 0.749714571974463]"
237,"[0.7293135133877683, 0.7177053527810733, 0.7779241398562355, 0.7629578498532085, 0.7302210028426301]"
238,"[0.7507851210831181, 0.7579500779305371, 0.7343208411845441, 0.7445768675147957, 0.7307831213010858]"
239,"[0.7489182776188149, 0.744033079768302, 0.7505321376230023, 0.7149156531059229, 0.7575318048371312]"
240,"[0.7259025984599995, 0.7603868611440668, 0.7274641170586457, 0.7459311943706604, 0.751080548953819]"
241,"[0.7270337543908623, 0.7465251122432363, 0.7494736780887244, 0.7568560976746354, 0.7442011510322011]"
242,"[0.7388890827459464, 0.7597878428362064, 0.7305551678414404, 0.7494699193811454, 0.7457943054196374]"
243,"[0.7393165375578663, 0.7526228859887873, 0.7373275641473005, 0.7502126147537163, 0.7409595041707442]"
244,"[0.7330908181543258, 0.7096331449042734, 0.7275280898876404, 0.7887191854233655, 0.7552279929167249]"
245,"[0.7480662758508386, 0.7389443320073511, 0.7423174448088956, 0.7506611445081318, 0.7434817559066126]"
246,"[0.7279264661409264, 0.7386768092679183, 0.7596453578988996, 0.7394216878698914, 0.7454622769001352]"
247,"[0.7410903296345406, 0.7437917277316398, 0.7492526810431059, 0.7427710983736427, 0.7376479565683397]"
248,"[0.7352949728987834, 0.740875148300649, 0.7433904436224905, 0.7728662798825667, 0.7285259098746447]"
249,"[0.743916765533766, 0.7692209272570777, 0.7488659362132737, 0.7404177734283983, 0.7164709445920128]"
250,"[0.744367483192593, 0.7215117361062648, 0.7785784074255008, 0.7172777156437858, 0.7485320844400951]"
251,"[0.7478481866610835, 0.7567200549003187, 0.7234861702375137, 0.7383935644717834, 0.7533960109977166]"
252,"[0.7593778351594669, 0.7579209993719032, 0.7206597343382882, 0.761297707255697, 0.7228610373269957]"
253,"[0.7509741317142393, 0.7626927908437434, 0.7403197478307395, 0.7363635304534228, 0.7235309194277459]"
254,"[0.7544810058855003, 0.7311774489962082, 0.7309070184009119, 0.7434176802274104, 0.7408925159606691]"
255,"[0.7173360550864214, 0.7576011352269291, 0.7347075860143766, 0.7435487441166876, 0.7691761032666946]"
256,"[0.7341958033824179, 0.7326517319189523, 0.7307150999139275, 0.7566463954517917, 0.7604501607717042]"
