,r2
30,"[0.0377112628811328, 0.03925279078395605, 0.03811637648102706, 0.038677898341077155, 0.035130955884335124, 0.03675748290156888, 0.03934212911936297, 0.037984835914976145, 0.03548101760588651, 0.046670786172142154]"
31,"[0.03556257922044581, 0.035508307258105276, 0.03536042556771157, 0.04076632320826867, 0.041643834372656396, 0.04462207909560545, 0.043361819642215194, 0.03527267650165611, 0.03778863238174657, 0.035374957531505435]"
32,"[0.040604276656673544, 0.03995002792548996, 0.03620503374788764, 0.042743038180123705, 0.03813560382215575, 0.0386538381610575, 0.0340647404264367, 0.03869187146491748, 0.03629061901591857, 0.039626502118322415]"
33,"[0.03446860889530812, 0.03103227861384461, 0.03867559332497861, 0.03760336677555021, 0.040073893054158205, 0.03746655050821868, 0.037592212991853446, 0.04822939960238526, 0.04402396400900843, 0.03576191982964161]"
34,"[0.045880572279999865, 0.0411956461014088, 0.03539843638166418, 0.035611733971195436, 0.03990992169963725, 0.038635057207232704, 0.03252654663999177, 0.03884328613772037, 0.03912057291687643, 0.038061613498444835]"
35,"[0.03817489734786328, 0.03265416457533532, 0.04100934313323523, 0.036721911880909786, 0.0395905367173498, 0.03798403127642269, 0.04102515275895802, 0.03460931183751592, 0.04563172525013759, 0.037317997335953756]"
36,"[0.038833132457558706, 0.03868035717045726, 0.04071976795817389, 0.03394283028925582, 0.04258214510905456, 0.03985425682344634, 0.04004212046972566, 0.03566464327902097, 0.03885092659035849, 0.03591903337233482]"
37,"[0.037616112367844456, 0.03616983554315678, 0.03971359879751868, 0.04003322222409422, 0.040669213379550095, 0.035593505529937786, 0.03841723398489527, 0.041725932246988506, 0.0376416900202019, 0.03762882144257684]"
38,"[0.036330274982556254, 0.03246027525561279, 0.040629577505436054, 0.04036501905426071, 0.03396592963312628, 0.03601519570995115, 0.040302964910516104, 0.041905639365447445, 0.04533809422609569, 0.03755208110252861]"
39,"[0.04149036888251789, 0.03735607153598486, 0.038907559410951364, 0.03649983824699743, 0.04146081448346439, 0.040863047740016256, 0.037469487519640965, 0.03666272556948136, 0.03992216768640622, 0.03463107675167798]"
40,"[0.04271785932434913, 0.04519820455450552, 0.037243521013429426, 0.035557357216296825, 0.03747023951599371, 0.035061765240799736, 0.04070750930274303, 0.03681077507490904, 0.036296364663304104, 0.03792052160078507]"
41,"[0.043206916252130245, 0.03233175110509323, 0.03913465763372215, 0.039842789377495746, 0.03691222795851401, 0.040563195240093886, 0.04124325450416477, 0.03782551185218952, 0.03509594923247916, 0.03851920252879826]"
42,"[0.03924165343425634, 0.03823506873705207, 0.035512902385086975, 0.03610969148744603, 0.03203231538811002, 0.04193645774034427, 0.038530531642540056, 0.04122670941383633, 0.039575821856463356, 0.042588482810824835]"
43,"[0.03980504366171567, 0.03642175627289601, 0.038565574536538305, 0.03893628035662655, 0.04539020283342443, 0.03641873281629493, 0.039980740183461316, 0.029975384538330152, 0.03852286495577073, 0.0413473491783497]"
44,"[0.03298769809843449, 0.03276981057201056, 0.04489970124093512, 0.03613483727640232, 0.042293697616049175, 0.04484465719937358, 0.036951528384857935, 0.03749309605151707, 0.035005383267358026, 0.0416659270840094]"
45,"[0.03413585052430346, 0.042189151549070325, 0.03885925454555106, 0.041780837038553065, 0.03785261707220133, 0.037065411396108305, 0.03574083459041677, 0.039917494308670864, 0.035934824425390754, 0.04154828237984742]"
46,"[0.039943745860009594, 0.04024349062360588, 0.03466143199652927, 0.03953944601276993, 0.03711873599648274, 0.03588579463045405, 0.04171036835992625, 0.035921497344086006, 0.04320016970328733, 0.03697105828373837]"
47,"[0.04194284039907392, 0.03642547051427658, 0.038788870557859845, 0.03582681061986914, 0.03873636201917008, 0.040800037674817435, 0.03740711510842443, 0.035839572844515, 0.037409751083013476, 0.04168503810867252]"
48,"[0.03959049470394771, 0.03616905453088026, 0.04167637956954251, 0.039463368441181146, 0.04043773703234432, 0.040464866442746716, 0.040965901871067856, 0.03517248978892762, 0.03627085346044612, 0.03490141593865259]"
49,"[0.04038577354583783, 0.04230685080614294, 0.04108886522802002, 0.03901575347358732, 0.03630184446440954, 0.040841676095694446, 0.033297081776090476, 0.040580561335667786, 0.03616256984872224, 0.03519477118756076]"
50,"[0.03597137674344719, 0.04119063431101333, 0.042451769789786375, 0.042676781127291896, 0.03761291296135849, 0.0373846115149189, 0.031529549401376644, 0.0403571947508885, 0.03442965532054176, 0.041101886315848435]"
51,"[0.03551493933860772, 0.03708577290195514, 0.04269370508432169, 0.039600251162276945, 0.03632000873371033, 0.038431542673918906, 0.040257298392533114, 0.03612203862317476, 0.038504161955663974, 0.04065961681566965]"
52,"[0.04385647650722313, 0.036799508946337434, 0.03651780923851988, 0.03917426111249456, 0.03780633715653725, 0.03888327199570729, 0.038338312194508894, 0.034167776899401314, 0.03872898292567506, 0.040715290440146434]"
53,"[0.03898761131988371, 0.04038640111585601, 0.04019306526462352, 0.03367715206609767, 0.036805442533800026, 0.04107617151346288, 0.0375893842701307, 0.03774430338803114, 0.03676658848517078, 0.04193340852434946]"
54,"[0.040851830702027914, 0.03897512920312174, 0.04167484050944548, 0.03776507685807862, 0.034814208100841904, 0.03831068930052994, 0.0344825537175798, 0.036931024901578624, 0.03919458265165432, 0.042262977329439066]"
55,"[0.03957714913530719, 0.03451237333590451, 0.03766949139066822, 0.03700184895061687, 0.0436338140129261, 0.036155399148151024, 0.03548535953804821, 0.035266475862509084, 0.04621256779856664, 0.039355477056545185]"
56,"[0.03961249297393421, 0.03545302699346564, 0.03704946507978091, 0.04209483175593354, 0.04093970491182741, 0.038507181444701, 0.03264305336352413, 0.03832556786633079, 0.03806494060992649, 0.04248038146628719]"
57,"[0.037516307386647796, 0.04307220328818506, 0.039238031796948625, 0.03911270267006861, 0.04181850740275905, 0.040468136070132554, 0.032674318212284836, 0.040298763688945693, 0.03938662745279897, 0.031604099452020584]"
58,"[0.04220774415696282, 0.0398516850739129, 0.04072257155582237, 0.04164906939834356, 0.03564592518137333, 0.032704089262068914, 0.042356123134257295, 0.03984590680211997, 0.03320238979596524, 0.03683169620589977]"
59,"[0.03769420829287695, 0.0404141871639202, 0.038354477414226484, 0.047599958458934166, 0.03850115346499583, 0.03058549740540628, 0.037739942509840696, 0.037782459104987565, 0.03761195871719314, 0.038643085782426256]"
60,"[0.04020465763583114, 0.04149207434634339, 0.03332303009516169, 0.04172452720331332, 0.035369451976714705, 0.04238456855886463, 0.038798079846606104, 0.038617528946175095, 0.033968281143736734, 0.03896597471018948]"
61,"[0.03839336676800276, 0.033554449552314236, 0.040534991198135084, 0.03498930070070427, 0.04634048978477201, 0.03371577723922825, 0.03796281230289378, 0.039479382590620005, 0.03706042173579993, 0.043004444738086844]"
62,"[0.03627394907077275, 0.034200147601410436, 0.04427711876827467, 0.04129836373211049, 0.04374576971785571, 0.0313699055545511, 0.03967338073040838, 0.04089625602944469, 0.03801433047057212, 0.035110474870686526]"
63,"[0.03510235894720237, 0.032469944119502214, 0.03976963418169677, 0.04134568906678859, 0.0374761762096919, 0.04109019752850274, 0.04373708253090747, 0.04119257162195744, 0.03677929102376065, 0.03603790704459153]"
64,"[0.04059342049248127, 0.04266873624612699, 0.03666946636690105, 0.035421143706465985, 0.03832673684171617, 0.03965463430450811, 0.03719450955491266, 0.03879577749384622, 0.04157458770772238, 0.0342179097035068]"
65,"[0.039665260700163185, 0.03749036970672692, 0.03906890071991831, 0.036288473679496946, 0.03825718594162608, 0.04388781315413004, 0.03962893472157214, 0.037723096670629674, 0.03521248621836748, 0.03771052961786814]"
66,"[0.03745785930525092, 0.041864764221484885, 0.036777027504175996, 0.03799186700230861, 0.03493870544930555, 0.037589743296596145, 0.038276414730708974, 0.038808588523130516, 0.03777610841400325, 0.04395178574225611]"
67,"[0.039028437901037605, 0.04341647256321113, 0.034479265629966394, 0.04095192592471342, 0.04385144947625863, 0.03074040270157674, 0.03204545467963649, 0.037022624035252916, 0.03998315229982663, 0.043491954900160446]"
68,"[0.04305637063233847, 0.034574134611650376, 0.035696936224101194, 0.04185124008164087, 0.03611926078369432, 0.036874478876852135, 0.03512582887725757, 0.03509241046912015, 0.043407956310395734, 0.04331236774907332]"
69,"[0.042671356435195706, 0.03550550790502194, 0.04252431430899095, 0.03218676810078325, 0.04020901330861437, 0.03781263013957481, 0.03624908519184433, 0.04792118271867052, 0.03542727704130133, 0.034368365239079934]"
70,"[0.038749065187788645, 0.03979057567368938, 0.03600546439560104, 0.04181402116474808, 0.035815228383958564, 0.042267955560384984, 0.036450140711319357, 0.0421894694211421, 0.04024459152436477, 0.031460396020416836]"
71,"[0.04117618934581668, 0.04085592320487896, 0.033982140002217665, 0.042948985410368956, 0.04026206515850006, 0.03864132211311144, 0.033470560239843516, 0.0373153570122825, 0.042393604540471586, 0.03397828900762356]"
72,"[0.037926999619760315, 0.03793247435322411, 0.03732935711839558, 0.03605813744192943, 0.040920504663974566, 0.03658443530282929, 0.042860280164037645, 0.036722732597607055, 0.0401960887428463, 0.03845475060475312]"
73,"[0.03765409405076514, 0.03802706202827244, 0.039602930861173835, 0.03861716595730458, 0.0367337120987532, 0.030758750612674968, 0.044400705864643175, 0.038871601568389647, 0.03935801321541288, 0.040763808755601816]"
74,"[0.04025027293781358, 0.037741212957042025, 0.04018472619086888, 0.037644253658926985, 0.03837936304502909, 0.033900218756221845, 0.04223387906469156, 0.03825500440033436, 0.03696233909235491, 0.03946432346218087]"
75,"[0.042433127131761395, 0.03698209582526635, 0.03693471669654935, 0.03566894751860428, 0.037814326677522825, 0.03965993386508071, 0.035563287545544164, 0.041500347919636416, 0.03777070486667877, 0.04065054540519575]"
76,"[0.03798208384308388, 0.03513207158470044, 0.033627184459958936, 0.04357418141082692, 0.04127092091250051, 0.041063532750195364, 0.034721835842990934, 0.04105973020694631, 0.0380640650455768, 0.038209498957066046]"
77,"[0.03802068746308995, 0.03842125611956193, 0.03610635050686373, 0.03945498185635066, 0.039581840203330776, 0.03651963200314967, 0.03794575377815346, 0.036570970513526535, 0.04059036728182297, 0.04207664518169296]"
78,"[0.031801469996319276, 0.040565555541991594, 0.0415710219533465, 0.04197921232078561, 0.035745092340448203, 0.04252190228377195, 0.03346261729682065, 0.03542060240142264, 0.03894527009207449, 0.04304482905770479]"
79,"[0.0368609999339623, 0.033972843186004464, 0.04046587553341163, 0.04061141855837558, 0.0444288192620681, 0.03936909651786258, 0.03775524040595224, 0.03883301330506628, 0.03388243434576188, 0.03884150561635158]"
80,"[0.037940893893142924, 0.03901848831762633, 0.03462193955070281, 0.041044938311564305, 0.03772780555027444, 0.03929060857385103, 0.034778117376825346, 0.04293091634150581, 0.039525429012295055, 0.038160279340985426]"
81,"[0.03632874221105942, 0.03944535517877201, 0.0402215205491574, 0.03926061515394863, 0.04031892289632588, 0.03476660641201623, 0.0420534909598268, 0.03944128914093026, 0.03862844962363654, 0.034586256881491306]"
82,"[0.03581579650419264, 0.040248537485379154, 0.0364883161925148, 0.03887171207371132, 0.03877085518147039, 0.04155282321152587, 0.03936825320114301, 0.041069458597277175, 0.03467255880758635, 0.03832038580369568]"
83,"[0.038709256066574826, 0.03445330540722291, 0.045928651046079794, 0.03909872398086056, 0.039484433139327924, 0.03602002744747601, 0.03886035647062691, 0.03843583621397395, 0.03890667994655195, 0.03542325939242508]"
84,"[0.040421881897693024, 0.04007144520072936, 0.036720708986673456, 0.034864247083611355, 0.03885667509819846, 0.030716492879785284, 0.04323593963881733, 0.03637129769742864, 0.041411288153976544, 0.04224123522617451]"
85,"[0.03629085449764824, 0.03831673723724249, 0.04708700691964829, 0.036759785515344645, 0.041428175647783894, 0.03549828174907743, 0.03627034098422621, 0.033143913888386556, 0.041945965181310996, 0.038256607262095677]"
86,"[0.03697772092329865, 0.0386218888275327, 0.040564954467928516, 0.03738934876579414, 0.03895279429027443, 0.03644125406049936, 0.04306919430114542, 0.043208885067432146, 0.03239890183716854, 0.03739086006385295]"
87,"[0.034233559764691224, 0.04092122184482727, 0.037695485627292746, 0.03869055854115955, 0.04287463044271267, 0.039317976488556394, 0.036958203090632025, 0.03776169774558813, 0.03921478567549097, 0.037350025517405294]"
88,"[0.04373206793224671, 0.03883925464315119, 0.03614544453805102, 0.03358687910525682, 0.03890384221137111, 0.043151030595182216, 0.03948560191549544, 0.03958665853565435, 0.035996546392279116, 0.035227979268931287]"
89,"[0.041039337137653065, 0.03870255037608128, 0.036376108773030325, 0.03472694075964733, 0.037806199202110036, 0.035919861007085885, 0.03988263159035077, 0.037479181890191726, 0.04296285605701555, 0.04023194417795317]"
90,"[0.04165402160751075, 0.04522660413157675, 0.04246100363207417, 0.03823737868330379, 0.03601556476175927, 0.036602859547150035, 0.04069965410191123, 0.03593241179978801, 0.0325590592902083, 0.035442209890410914]"
91,"[0.0410325738526659, 0.04086130029506696, 0.040351655375442164, 0.03754094219417303, 0.03747171899927282, 0.035172288894576464, 0.038549552023847355, 0.035093237247773135, 0.038756488994509564, 0.03996597880693242]"
92,"[0.03723441721798637, 0.03518605422647281, 0.034309590963328085, 0.03744849610121537, 0.04214611502280419, 0.038232278970375844, 0.03941754381419249, 0.03976988225360867, 0.043939535202360824, 0.03720687802961031]"
93,"[0.04308672257492574, 0.03692183845799968, 0.03574578450935528, 0.04013037399135988, 0.036394851896003555, 0.03743985370271119, 0.034749100975555836, 0.042430966135137416, 0.03252921512523954, 0.045605103721416684]"
94,"[0.03517327089854094, 0.04060922874189388, 0.03168781506194551, 0.039685545835274505, 0.04106134258290528, 0.038419743454187416, 0.04117788309091974, 0.03785640964595116, 0.03967993187215557, 0.03954358825146742]"
95,"[0.041151442440401254, 0.03789541823736009, 0.039667272516869634, 0.04278510837375338, 0.03886629225426297, 0.03468424744642351, 0.03637568718443007, 0.04053594709879482, 0.03634557585634646, 0.03670680220624889]"
96,"[0.040108718665933685, 0.03849480710622433, 0.03360435657568306, 0.03789002355134885, 0.04017395757634712, 0.037519989674152154, 0.04316092639851854, 0.036253107150910346, 0.03406547196687171, 0.04395437418029202]"
97,"[0.03301554611836577, 0.04122133282494256, 0.04223156168725395, 0.041934861700503645, 0.035666502673248224, 0.032695521907499026, 0.03726297974808457, 0.041529078766719185, 0.041585184372533335, 0.038003682453203846]"
98,"[0.041784985355530324, 0.036167695134739386, 0.03831088879142863, 0.03966987796563648, 0.036118828498456934, 0.03852365743144437, 0.04375313474661735, 0.03757215318666163, 0.03619974410222537, 0.03704135852949442]"
99,"[0.03539655694169608, 0.03472941072667235, 0.04167029674670475, 0.03794147865808384, 0.042780576386053815, 0.041025180263784766, 0.03328639364401753, 0.037483973413127925, 0.04008180988415422, 0.040631485597884764]"
100,"[0.04008699238792324, 0.033581102803958096, 0.0380699902927677, 0.040451806839487014, 0.040404584778497066, 0.04275729204694678, 0.0349096862924001, 0.03824200050346671, 0.032436134882698364, 0.044167240187925505]"
101,"[0.03921096540648639, 0.035695023942884374, 0.04054399489853455, 0.038980485164843315, 0.03144709272350632, 0.03623703571266146, 0.04231109940640776, 0.04065997859467774, 0.03691125390226058, 0.04291705931035039]"
102,"[0.036228129393035324, 0.035590980379676895, 0.04018007907141452, 0.03984738906473673, 0.03712099824993553, 0.035435614090895906, 0.03829335595659156, 0.042299398329946336, 0.04010433636692101, 0.039983188198062236]"
103,"[0.03839625919933398, 0.03629478022184618, 0.0389865168770136, 0.037548421510445906, 0.03765138393088485, 0.041037143074453386, 0.041865882947807576, 0.03645966071221751, 0.03348441964732074, 0.043225907886347836]"
104,"[0.03818422083115147, 0.04225804168161729, 0.03665054117780453, 0.038856807260726156, 0.03581275199217626, 0.03964966682000626, 0.03574749895288909, 0.03717612625824951, 0.040312411565991635, 0.040519106234506386]"
105,"[0.04074277317556796, 0.04076512258430631, 0.03856633267347598, 0.03616100481577089, 0.04212589919059828, 0.03746844452364695, 0.03100147334689718, 0.03448467320837423, 0.043061325200022815, 0.04056465009310928]"
106,"[0.040075479129576874, 0.035223192591710695, 0.03457966792364631, 0.03794215006218615, 0.03784463648044123, 0.03341210677893769, 0.03751344352504027, 0.0417217071921121, 0.04551844288073026, 0.040986371484678874]"
107,"[0.03834280540400192, 0.04083442710813279, 0.038784176456802766, 0.035855846480439935, 0.0387936037726101, 0.03565312968572265, 0.03256010095058437, 0.04108157360880926, 0.042565460885983786, 0.04080251924944289]"
108,"[0.03727469988237553, 0.0381240207327469, 0.04025894233333871, 0.04016857358741843, 0.04158612401543882, 0.03358840933753693, 0.041535717529181615, 0.03878645726935037, 0.03631507811698309, 0.037447041401129755]"
109,"[0.03814747049663736, 0.040296468181425626, 0.041238269846739395, 0.03693266325133837, 0.03765590851987122, 0.03691318130295518, 0.04194980643632751, 0.03954429692540373, 0.04066021851843038, 0.03174552307121592]"
110,"[0.03618114298182751, 0.03889983631481897, 0.0381422850900387, 0.03995957487871815, 0.03517474602340154, 0.03984477833323541, 0.03542223889207885, 0.04201531911552947, 0.040933050619509026, 0.03809116889214337]"
111,"[0.038323395605308064, 0.03850372517394329, 0.037697879838928694, 0.04173988469891299, 0.039676697356646584, 0.03622409637131585, 0.03984833896057027, 0.036883778624728025, 0.033543236983926916, 0.042415024922358824]"
112,"[0.04266493504266111, 0.03510108884806673, 0.036527305281585876, 0.03810398236172208, 0.03312487756758287, 0.04212944531612195, 0.04255384835832188, 0.03966192702180771, 0.03519041664218503, 0.040101038544077205]"
113,"[0.040984774665544954, 0.038272420952459196, 0.03770597472997783, 0.037791049643318475, 0.04072668505652299, 0.04440337096056923, 0.034736933329287956, 0.04157322057347601, 0.035231036371983104, 0.03369947496497372]"
114,"[0.03488217602142851, 0.0404021150349001, 0.041999445507877375, 0.04007276430609785, 0.034027390477843866, 0.04036341619280903, 0.03585694931798866, 0.034693840560227174, 0.04684856985249619, 0.03606569594338349]"
115,"[0.03648813715554311, 0.038980755246057486, 0.03692447069900762, 0.038003294464983295, 0.039733946190597336, 0.03719836059906667, 0.041247549128091365, 0.034325592814067996, 0.0401051792337781, 0.04209025921996268]"
116,"[0.037299492406995705, 0.03753176903724942, 0.041559900126733273, 0.040055830049935626, 0.039409251514012866, 0.03707288158690436, 0.037494036239894, 0.03909582478428408, 0.04094901565609099, 0.034551546853774706]"
117,"[0.03946181943488403, 0.04320601460527784, 0.038407495825837135, 0.03797811429161724, 0.03737371661184541, 0.03906759498215184, 0.03692181468100553, 0.03864650179269913, 0.035171572637310966, 0.03890325828892338]"
118,"[0.038386778619839634, 0.04164962165597552, 0.04304014200959205, 0.03511145297690865, 0.036674768937830726, 0.03839795091180953, 0.041048789097142824, 0.04029391284635242, 0.034864808340318576, 0.035611006328126193]"
119,"[0.03387168357399872, 0.04013372939156501, 0.03903707136292145, 0.03742085163002895, 0.040038918175640204, 0.03585237080170145, 0.041735482856296025, 0.042804206094969155, 0.03297433558224305, 0.04111137755759586]"
120,"[0.03500391445658946, 0.041670454762744, 0.04083895684102745, 0.0389795209347753, 0.03653756456215307, 0.04454743939270911, 0.03962818385543354, 0.03523202939460601, 0.03683468863939188, 0.035883001177112406]"
121,"[0.03488193971995868, 0.043178491870133784, 0.0358677086555822, 0.034566829643598695, 0.042574577305845684, 0.041704847747358054, 0.03472612647108764, 0.03896281520697964, 0.040332599650881984, 0.03833813567515487]"
122,"[0.04446608603917723, 0.03319423888512241, 0.02984951594866303, 0.04247310387148251, 0.03720936531524466, 0.03576476752101021, 0.03765389414457887, 0.038948269728374285, 0.04237601278102754, 0.043006448059848545]"
123,"[0.03309351343443234, 0.03531367226649196, 0.04361613607825532, 0.04359728833660681, 0.038176645599484194, 0.03574277848472518, 0.03619275703182412, 0.04290472142753188, 0.03740285563244139, 0.039135134446655395]"
124,"[0.03763546267310858, 0.04255181193521396, 0.036159180842210814, 0.044575279027032066, 0.04118928102042774, 0.039787542819959, 0.0396927066661259, 0.03435847687427074, 0.036368034126514015, 0.03236484900883396]"
125,"[0.038593272632820974, 0.04160376086019191, 0.03288674492394017, 0.04339934516368349, 0.03738081804533577, 0.03416167611029375, 0.042955269700845844, 0.03441759640406883, 0.03747258190197067, 0.04233037393078465]"
126,"[0.034976200094960386, 0.040465927696931026, 0.03985212845605546, 0.03739215888725467, 0.03608806976704826, 0.03453247429432238, 0.03796887985632447, 0.04191777602305646, 0.045359798365637305, 0.03626216134145954]"
127,"[0.039108325734431015, 0.0344535767514752, 0.03705007677116068, 0.036780615855076304, 0.04083852181824932, 0.04057489956929217, 0.03909497747880819, 0.03703528766129094, 0.04021652463419745, 0.040250322501159896]"
128,"[0.038455708356960105, 0.03781831144752046, 0.0405824309152355, 0.040310160039059406, 0.04011099779924887, 0.043752614188353744, 0.03533411652811835, 0.03959048206050286, 0.03890451728605593, 0.0303566158841293]"
129,"[0.04100182987501222, 0.03868162259979657, 0.04073703836218234, 0.037622408856567646, 0.03586494043570587, 0.040236930469982446, 0.03932847068021017, 0.03875730671867772, 0.04003379354967329, 0.032707298569416454]"
130,"[0.03498280867854031, 0.03837348907467619, 0.04011279203323315, 0.03733060752069994, 0.03536069229243355, 0.041192935221543325, 0.04479262870025813, 0.038847051423322565, 0.03347257723632546, 0.04071843032612643]"
131,"[0.04207891424611221, 0.04011002397910657, 0.04051238485318842, 0.03935026992859336, 0.03177214290407171, 0.038640788669479176, 0.036680551705846054, 0.037522018763693654, 0.03944155641547431, 0.0389340280431717]"
132,"[0.034903332126424935, 0.04095766928047995, 0.041176733658288, 0.03452570874497274, 0.03758171333487548, 0.04045666816416271, 0.03346825080534699, 0.04163628864002278, 0.043986329972312, 0.036531241904877554]"
