,r2
1958,"[0.1960017742147614, 0.19917717235004406, 0.10768593767082946, 0.19253205195338385, 0.12885316094562815, 0.11766179363310902, 0.12827189296637265, 0.11506672552801123, 0.16607704560610026, 0.17666287284310345]"
1959,"[0.07905006190854857, 0.16075263369720028, 0.21339428286823015, 0.19681457864670115, 0.2115489953191122, 0.147861114994703, 0.12793973833091088, 0.16739312483095237, 0.12634873986214024, 0.09588449883365058]"
1960,"[0.12244547383020343, 0.16688946459046672, 0.1188302233383507, 0.13835110968175712, 0.1146925623288757, 0.16900797487783914, 0.1883913572139263, 0.17005919489833254, 0.16107881863016027, 0.1843803248628625]"
1961,"[0.18889067950917282, 0.1765375660977423, 0.08139173968014646, 0.15469003685436356, 0.16971633289445665, 0.13827316396617884, 0.13751158075503533, 0.11861472485893176, 0.1960739239667859, 0.1959086233290689]"
1962,"[0.127827361025596, 0.16444368256756037, 0.18394451562186342, 0.13259644831787776, 0.1379403208872616, 0.15693509032684094, 0.124898316789953, 0.12718795003027616, 0.1559181672899147, 0.21871694873692837]"
1963,"[0.14889445498621956, 0.12800729709818837, 0.12111547935837341, 0.09549129353022512, 0.20606639867177812, 0.17104670251736054, 0.2227931972444206, 0.10923834985715852, 0.20217683521719387, 0.13017037833115408]"
1964,"[0.1160048056588957, 0.17616728242460677, 0.22402621615953167, 0.12545803262512933, 0.13924757771734775, 0.1659062831986089, 0.14636974381168455, 0.11016793782424383, 0.16972210559417578, 0.1578848963955869]"
1965,"[0.12744934455002377, 0.1757647883823784, 0.13165834075280292, 0.2161711966469284, 0.13742551189384078, 0.09854992772697246, 0.21299057178484482, 0.16123959513063435, 0.13172327988084676, 0.15342526380719101]"
1966,"[0.16872477275271858, 0.21611350528230833, 0.10685244989859188, 0.13038703369719407, 0.19052542348419155, 0.13898757436774345, 0.13942597405917512, 0.1941636887485223, 0.10762124749795998, 0.14194345438638423]"
1967,"[0.19722711145492988, 0.1788369215817115, 0.09845871444612786, 0.164657370243822, 0.15036021517616516, 0.1353810345061045, 0.13966154689551558, 0.1627571251806228, 0.1464439862117658, 0.1669279433352011]"
1968,"[0.0858977293719817, 0.24140779505118726, 0.1251164463086828, 0.16884780245831255, 0.17034445408734145, 0.13618784479074353, 0.14542933685791426, 0.1823884601210416, 0.15497865180407255, 0.12892260148987345]"
1969,"[0.13726176080928543, 0.14330566311694948, 0.17155349646346918, 0.11520776449077064, 0.17799743272084123, 0.11724025450650055, 0.11034942596397246, 0.17971137026063633, 0.2092944491528953, 0.17621106045810675]"
1970,"[0.1117005618132586, 0.11667023778003138, 0.16057405016322146, 0.11709733639847775, 0.15361833540641368, 0.19016738466177652, 0.2142511958807931, 0.2054145525346316, 0.1250922796861701, 0.1491501305941727]"
1971,"[0.1403286057334343, 0.11722175415785474, 0.1803838246765077, 0.2046805054881624, 0.15645908114484364, 0.12938736516545624, 0.13576609572422194, 0.15801245047385548, 0.137009338809012, 0.18218985851690217]"
1972,"[0.13449017507287309, 0.143568633907864, 0.19834450614106758, 0.1773831657095497, 0.1256610233449431, 0.15754689403064992, 0.12632833797291376, 0.19657311052928417, 0.11206943342220421, 0.16601790232159785]"
1973,"[0.1545791000505663, 0.17279922173847995, 0.2065325404960252, 0.11936793612279861, 0.16782586707380975, 0.12494502879734892, 0.16908221302418858, 0.12945383997334037, 0.1457339979185156, 0.12395001417393003]"
1974,"[0.10820093113624207, 0.12912590127852563, 0.1907734778039757, 0.1899686208979613, 0.19074882634383838, 0.061402806683872435, 0.15883978026518653, 0.13528073045332634, 0.16410703020013495, 0.19575499504422866]"
1975,"[0.1471804644195619, 0.1998772419710665, 0.10975030130900265, 0.16342606620214084, 0.11139247097869254, 0.13211393122291804, 0.187928923831029, 0.18799142505142252, 0.20147192072134612, 0.10909619674810567]"
1976,"[0.13819466565699978, 0.17615341589952205, 0.176169927281979, 0.03574387209873131, 0.16247005099368117, 0.13499304391800315, 0.17483282102844422, 0.21318020719240227, 0.1731988433430417, 0.15185078659688356]"
1977,"[0.1437521963774291, 0.18066299579053968, 0.14977976924812064, 0.16678934666290923, 0.15213177514925957, 0.11305159940295584, 0.17687267078962143, 0.16202666129334287, 0.09620071101535144, 0.19438484670145373]"
1978,"[0.12782146972598252, 0.1709981415946129, 0.17950757327359046, 0.17804076488640264, 0.2137219608341382, 0.13814662861539773, 0.13796313971617602, 0.1606978995744619, 0.12840182267279954, 0.09664930815227968]"
1979,"[0.18553541038287225, 0.2038651374339634, 0.08832176703602612, 0.07910838113604723, 0.18448532195219658, 0.13332596589051215, 0.12612694142878422, 0.1625784388851922, 0.18784972576462378, 0.16437010483620018]"
1980,"[0.16732076808263419, 0.104151533255878, 0.1561185649056691, 0.1299376117333163, 0.1547047322783821, 0.11446587842011824, 0.15399227324212228, 0.15202859209896813, 0.21705974511530424, 0.185161294152835]"
1981,"[0.11578145905165949, 0.11208525632509614, 0.179158959148081, 0.18896526876903164, 0.15843887156961944, 0.17915993275333653, 0.14241923635015374, 0.17905806317320383, 0.1945323854833637, 0.09608456873783044]"
1982,"[0.13152918787469992, 0.15644977443010166, 0.1615141455057837, 0.18077996972834454, 0.14682220396385204, 0.20173382149175423, 0.12935423455115536, 0.17171290736625577, 0.14052412730922825, 0.11390838867300979]"
1983,"[0.16174973649026136, 0.20154312263731522, 0.14120403992375363, 0.11140520047295988, 0.10091019460200668, 0.09277102533417547, 0.14560952622685164, 0.17895259908396655, 0.20854226338492865, 0.16401428561421316]"
1984,"[0.220877505092279, 0.12501421799599644, 0.18367969455064714, 0.07835297791158613, 0.1761996371527269, 0.13344647294165413, 0.2013599169853234, 0.11887765625000168, 0.15278345215017708, 0.1298207009867518]"
1985,"[0.08747189458733118, 0.1649323225685264, 0.13403777806341377, 0.1629599926545675, 0.17327215477828417, 0.14431572296566253, 0.20536880855590678, 0.13394993727743487, 0.14946452778323438, 0.1895238252862972]"
1986,"[0.16332977734130316, 0.1459404327793844, 0.0780296411443544, 0.12078365003425795, 0.20006271236335038, 0.1778717207389252, 0.14987558092750708, 0.1483894308455923, 0.19102214381698057, 0.1428843509798926]"
1987,"[0.14373009986057483, 0.05865904474799022, 0.1480091761249498, 0.13233962582198067, 0.23786918204117768, 0.14458729970913353, 0.18088928844859353, 0.12934033117172117, 0.20722587374439017, 0.15115326061530132]"
1988,"[0.1430979271763715, 0.13673637032376795, 0.15290214832808835, 0.1386065865268089, 0.1874267363243105, 0.10119029110605893, 0.1710522870684562, 0.13631688983458023, 0.18100412227824259, 0.20412715595564224]"
1989,"[0.16040446361581773, 0.13721143587617435, 0.1061123221910969, 0.19286095861158625, 0.1633836824817121, 0.20034968174362722, 0.18087441054718267, 0.10805064293218647, 0.14886682754795444, 0.1336099354950594]"
1990,"[0.16313789045940696, 0.1346098372196073, 0.1454808371952805, 0.20981144792648032, 0.14715186560813132, 0.2140577670831465, 0.10077966963522977, 0.16712474000409405, 0.12017593032800389, 0.14235997617063367]"
1991,"[0.12455358581426035, 0.12463449045674346, 0.22097957461123596, 0.19284090078436178, 0.06828049593998986, 0.1776708480858089, 0.1298603151494745, 0.18049977999819378, 0.11426489794214556, 0.18913759284633413]"
1992,"[0.1562396723406667, 0.12799999800331574, 0.1413151432416362, 0.1439880387005289, 0.19145709795402666, 0.17680108457189248, 0.13579458463812244, 0.15489056597332518, 0.15938336291039612, 0.16295646943720232]"
1993,"[0.13121031224705826, 0.1581617609132705, 0.15805059536218213, 0.16440001240793833, 0.11424916366343907, 0.15459813289320468, 0.21218920012934694, 0.14439321436302344, 0.12196254173161347, 0.1753777487621725]"
1994,"[0.17604906565720924, 0.1344940286153159, 0.18329908329927092, 0.15889534810858663, 0.11134607151403686, 0.1870515963985201, 0.20937514893069908, 0.09364255477528693, 0.14940096282553483, 0.1404719448307027]"
1995,"[0.07460992266707356, 0.13613747929789244, 0.15938566825100153, 0.22346220812417994, 0.11968846255464671, 0.1681356811055199, 0.17364276524577615, 0.17302200905987963, 0.15090875518920266, 0.14567396350020356]"
1996,"[0.2135669860668814, 0.12990437347630757, 0.14700079954212308, 0.15352834166480167, 0.14288473189826623, 0.17173356059645872, 0.15191699859026453, 0.11684583453256125, 0.19940108594278183, 0.11611980756021323]"
1997,"[0.17104690708678172, 0.18963851303982493, 0.1348318237703725, 0.13624466466799923, 0.07498216986867212, 0.171795348031489, 0.15114891130412178, 0.14465779871362372, 0.14683826234132658, 0.2082043821407693]"
1998,"[0.053435204791667856, 0.20718957282613115, 0.12542836895674447, 0.16980427425433364, 0.11853642946501108, 0.21675375256419416, 0.15486719215116673, 0.20843609661498763, 0.1619207106381999, 0.13730652341600358]"
1999,"[0.15446641856154597, 0.18124314228529415, 0.12527886788388032, 0.10879580380873599, 0.16455274890419425, 0.10759049927345277, 0.15920207405673625, 0.19055060224615428, 0.1709259008766546, 0.1571821624481774]"
2000,"[0.2327338028960978, 0.17686272766946687, 0.14742366526205464, 0.10442382492357039, 0.1898281785015451, 0.15913379073095768, 0.13145890541254213, 0.10119169181028642, 0.1646697234614678, 0.1360202537114259]"
2001,"[0.1582329886725813, 0.1407158447294441, 0.1339355827810943, 0.20036135419365364, 0.09615093840849875, 0.1107735273158762, 0.17029500227869865, 0.1804732705128277, 0.1994565814229472, 0.15406059431194874]"
2002,"[0.20720387225011216, 0.07208621547386218, 0.08038418243949719, 0.13775252132178928, 0.1681607785645357, 0.17364171394945405, 0.20705314539230213, 0.16232839002570598, 0.19686790695809464, 0.12340713257724523]"
2003,"[0.1626522908921867, 0.11501836472537852, 0.15046312789895333, 0.1311616495142931, 0.12127122828156023, 0.15480361726118175, 0.20721737857432276, 0.18094594213969395, 0.12428691709269646, 0.17488736979001174]"
2004,"[0.1875365100002031, 0.1485499158462661, 0.17634000632804037, 0.22872048775794462, 0.11083396875855323, 0.10910441705229812, 0.12275157536570369, 0.1723958812425277, 0.12580959826285376, 0.1653131095737983]"
2005,"[0.16840863881273072, 0.12903679818223956, 0.15910579398313607, 0.19227663385821292, 0.11508974366178348, 0.2187864254220825, 0.14106170536414808, 0.1649279240781012, 0.15373087949327757, 0.0994996608538451]"
2006,"[0.1601899957483841, 0.133408273976649, 0.16662436523446045, 0.10746941150165423, 0.2088638941956451, 0.14312224791666905, 0.10184758999417287, 0.196912964234783, 0.15625162352972588, 0.16336413213494094]"
2007,"[0.16893657722536493, 0.16197355800283197, 0.12882228755978264, 0.20468499985304422, 0.11422753752581316, 0.1891698721684566, 0.22013745756706082, 0.09310142521940057, 0.10312222308759933, 0.15519609862858053]"
2008,"[0.15862991083802302, 0.16471443377757433, 0.18684382043539105, 0.1888101362954523, 0.18367772885537725, 0.08590415959424647, 0.14947019566349462, 0.14078154133762844, 0.1438992148192898, 0.13817219164882655]"
2009,"[0.134934175175752, 0.2014239121835243, 0.13021681741316227, 0.19041137950865084, 0.1820958457678058, 0.13702807777306159, 0.15692680643686463, 0.16394785128772404, 0.08672809189736896, 0.14705729022273129]"
2010,"[0.14036445342192183, 0.17000644825605926, 0.18938574714235656, 0.14876157038480364, 0.11936325796281855, 0.1725760324289375, 0.18687350173824402, 0.1321314350099344, 0.134651735975161, 0.1477451816400146]"
2011,"[0.12893007925885536, 0.1130813375179428, 0.18558597064286686, 0.18075738862281743, 0.16142851109574785, 0.13913722031390352, 0.14393776526114843, 0.18589372502385382, 0.13724812348771953, 0.14314966230938808]"
2012,"[0.19711479922977948, 0.22850861188929372, 0.17241897472004364, 0.13506734270620047, 0.14475833947076966, 0.14173316849194084, 0.08235977952236817, 0.14802903163637515, 0.19037144184930066, 0.09440147045488301]"
2013,"[0.15887915086062876, 0.12249976105590477, 0.1281513832788066, 0.13923686833864535, 0.1891076537650629, 0.1305320009755474, 0.10892284489896675, 0.20094796543184767, 0.16893459105976139, 0.1570060765736696]"
2014,"[0.13819903761009766, 0.14284970059377422, 0.18195791437095987, 0.1673229543491589, 0.14049946716989248, 0.18311586626088194, 0.13185268455685506, 0.09932025331063499, 0.17594600340344801, 0.171024511106184]"
2015,"[0.13862362910942616, 0.14120782640518903, 0.11141729174109849, 0.15538257859504823, 0.10369193673905897, 0.12341705351359011, 0.1794647144863104, 0.2138766792480662, 0.22533016582982157, 0.14462062619393756]"
2016,"[0.15570875902629744, 0.14575146834220742, 0.1977670668778445, 0.17076471149224604, 0.16060572763462155, 0.15260923845705932, 0.15769509683968297, 0.12383401721809839, 0.11660466587646601, 0.15614489754550154]"
2017,"[0.20386178989444304, 0.11147194778986169, 0.12375319353167058, 0.16921446908525362, 0.15689547451170494, 0.15384320011801156, 0.18271585424955195, 0.15574850310804955, 0.12294367838768272, 0.11989756859695933]"
2018,"[0.11412832706179799, 0.1669148691052632, 0.13132296842673818, 0.11505611422552209, 0.192210055908818, 0.19067163289047562, 0.14003852626339142, 0.1575662878366697, 0.14635933286037128, 0.1832368939166661]"
2019,"[0.12205861873447355, 0.18371239978841813, 0.18520419058901683, 0.1542590742903156, 0.13685175527078064, 0.11909825000412355, 0.08471686793678512, 0.15860030350994347, 0.20011391229031983, 0.19715731080968424]"
2020,"[0.17789219418070745, 0.15762768280829376, 0.1771749030624511, 0.07922707415936658, 0.12791466588577072, 0.18719017927661352, 0.18767244144432327, 0.12865884102143665, 0.17081660736936577, 0.15556441502088036]"
2021,"[0.10407312635736865, 0.21147553056255208, 0.12014933447029863, 0.1467249643513968, 0.13848821831374913, 0.14572139746964563, 0.17677798242791753, 0.13696642874554543, 0.16070955602745995, 0.1863241835378403]"
2022,"[0.10585786666652008, 0.16706837079967274, 0.205458041693781, 0.16209743404300303, 0.1379234979608378, 0.1339590530410414, 0.15501402519192553, 0.15215188784409506, 0.1536651306183332, 0.17245909078759947]"
2023,"[0.15838198320695795, 0.18477448640374494, 0.1445148384035807, 0.1532634412113254, 0.10005566003400723, 0.1961902136717445, 0.1714080722760477, 0.1524775904659741, 0.07590105154514293, 0.17735954956431654]"
2024,"[0.12655957296936493, 0.1391243599521883, 0.15344642059253277, 0.14718652573454882, 0.14275080228717862, 0.14893952252834874, 0.16294224842207528, 0.18590352957768908, 0.13899650830718457, 0.19170028474573786]"
2025,"[0.14506499419500107, 0.13387071949196083, 0.1687637373680685, 0.13560163339700182, 0.19656859138871896, 0.1425889750313022, 0.0981101285037127, 0.19813119533576318, 0.18705131416649967, 0.11886252756606075]"
2026,"[0.14879813977930312, 0.12004639562682917, 0.15430961975384894, 0.19462183885957884, 0.17648201084200787, 0.18846168425781518, 0.16109153217498706, 0.15484792341960707, 0.12264045350119768, 0.11819211844998068]"
2027,"[0.11578184724888707, 0.07538030675159235, 0.21532204206674432, 0.19438471512416833, 0.17150748253041315, 0.17174727205772222, 0.1373057550212443, 0.16837206746563338, 0.17250877346429705, 0.11726973822166675]"
2028,"[0.12583773925952102, 0.16815667532667167, 0.19387310884640974, 0.21625494120923816, 0.14553791542409322, 0.13597207303526881, 0.16489359330832865, 0.1908374101649507, 0.12249123160797104, 0.05813043907438553]"
2029,"[0.09264213729164894, 0.11541788500347316, 0.1541187744604544, 0.14910239457587027, 0.12901261017310606, 0.16629179797969285, 0.17920404567663428, 0.1554663786093874, 0.23282173937408623, 0.14549828412014354]"
2030,"[0.1414577920373623, 0.19118104825646354, 0.18225665527724944, 0.19124984012235147, 0.11343970906557077, 0.15551818496878256, 0.13200047787855818, 0.14416851005781928, 0.11359539851535194, 0.1747955375500796]"
2031,"[0.17358113990206991, 0.20330980468357118, 0.09933038332456146, 0.10269892124217717, 0.23272665061110887, 0.11982949376976915, 0.07242494332229699, 0.12497938463972036, 0.16901217001268132, 0.21646616780486472]"
2032,"[0.15555571551877057, 0.1664907517668226, 0.1613594991349676, 0.19681239382520155, 0.19169033783986145, 0.1773880076431924, 0.11515917225507644, 0.11105653925662762, 0.08878569730019026, 0.13796205648753956]"
2033,"[0.08347610783844939, 0.14672727705462685, 0.23501751280975247, 0.1546736573161378, 0.17134244488843764, 0.1935024183548768, 0.14958731795762448, 0.14120181065400816, 0.0912053419960609, 0.1508469422753168]"
2034,"[0.17354833684122284, 0.16459252870926744, 0.09205903716289843, 0.12178091519418688, 0.1732336429734913, 0.1695054459876325, 0.22838185673615485, 0.09992514631846894, 0.15223337347810073, 0.15251007180223775]"
2035,"[0.13541522745302847, 0.13875749453550867, 0.1962034822850186, 0.12585150803599, 0.15832131203815725, 0.14422384069591587, 0.17545309221001892, 0.14602360883305432, 0.2210296687018105, 0.09755634852311457]"
2036,"[0.1828583653911262, 0.20028211005799545, 0.14927863865013324, 0.06883392891961937, 0.19169217151791584, 0.1474236298417667, 0.13327521740780335, 0.1708884029231873, 0.16960309938983686, 0.11608708347647612]"
2037,"[0.1463146266157822, 0.16625331224408113, 0.18778637631572248, 0.18541358272536979, 0.08800123069509425, 0.14886432670701777, 0.2089981625544084, 0.14638151710600644, 0.10225879108653302, 0.16645957854888838]"
2038,"[0.14121060487447923, 0.21738985823452228, 0.12944875082375473, 0.138499725335971, 0.10323920410420218, 0.19454689813207304, 0.17852511895104628, 0.15982284623758114, 0.13370188104778602, 0.14378375895144813]"
2039,"[0.11849176787650573, 0.17853800284733212, 0.13515417556626463, 0.1574654741137882, 0.1378808758530652, 0.17821744281993002, 0.21579863669772026, 0.11231901199793659, 0.10455734190628774, 0.1989157288529394]"
2040,"[0.16569437055410552, 0.12524854407010522, 0.2256509277990878, 0.15201020562077894, 0.11981619519570508, 0.11055428674619872, 0.14306346165187311, 0.16989236092512738, 0.1500638648874303, 0.18225156112678975]"
2041,"[0.163152067058711, 0.10679695017195534, 0.13123894744690712, 0.13858465318065538, 0.2089470842603569, 0.1197599589524414, 0.18675577757826334, 0.17396771849188997, 0.08274955135699047, 0.2043564674732391]"
2042,"[0.1259819083243594, 0.1627796012245284, 0.18772645613366779, 0.11019665370673992, 0.1842954608267925, 0.21243166294164506, 0.14056660319020875, 0.1315080010684505, 0.20603757402647005, 0.08105082411847542]"
2043,"[0.2147002487280183, 0.12357652327370794, 0.18124878113803422, 0.18626063611684596, 0.22539520392228518, 0.09514335475589897, 0.13410256129231657, 0.08468503122496085, 0.1282792427083952, 0.15560568751896664]"
2044,"[0.2075115692006696, 0.11255805114868955, 0.143390106942605, 0.1634147231193206, 0.1286241232044607, 0.15794583918576766, 0.19114801262655845, 0.1463527340114441, 0.1297009100204185, 0.15159819602688607]"
2045,"[0.08606756956312367, 0.1615391005821284, 0.18784123478248427, 0.15337574946079513, 0.22829027605139973, 0.09420580964675385, 0.18826408870852973, 0.11751896095436776, 0.16683903642259335, 0.14774604944313585]"
2046,"[0.16135367656222244, 0.1543266517335683, 0.11050941281133497, 0.22005942503386344, 0.14095127502844218, 0.06885654394405294, 0.1700750567675121, 0.20652401632173745, 0.11959998609474276, 0.17515086688319303]"
2047,"[0.13092865678161347, 0.20879480048654686, 0.10182105578674738, 0.10619488213291284, 0.14092851075657986, 0.2029096271028541, 0.16654939171072614, 0.15945551412969428, 0.12262761463746341, 0.1967702248675245]"
2048,"[0.11755813760486344, 0.21882834742131163, 0.11654630104140928, 0.18416987135705254, 0.1514472586039376, 0.1505850881704559, 0.13795604039306342, 0.17614140651341115, 0.108869300669719, 0.16869404685110911]"
2049,"[0.23668151326893672, 0.13325652645899222, 0.16375678966141816, 0.09548566992176255, 0.15144191073691415, 0.10494229138488698, 0.18798700535729507, 0.20267891625879586, 0.15185509149059773, 0.1248120548881011]"
2050,"[0.23132951187806206, 0.11640591741968254, 0.1501801416208074, 0.18038712732215612, 0.0746106308730089, 0.19547735454156046, 0.1663327829920772, 0.12606614404021144, 0.1208361588718273, 0.16847093154185333]"
2051,"[0.11795981880978557, 0.1523202482673236, 0.1283852320987775, 0.20091829662966143, 0.14056918481572123, 0.11767016762289173, 0.17711155455898453, 0.17998906917299629, 0.16082743098410057, 0.15778708453542245]"
2052,"[0.12643749322082343, 0.15692878461516158, 0.1315080968242306, 0.14309572463762266, 0.1561864013603378, 0.22904004226226726, 0.10630441212335873, 0.17047765744733867, 0.16458727029988662, 0.15019837028897776]"
2053,"[0.12167338867531419, 0.1592630960585134, 0.21374057527848334, 0.13419070086083074, 0.15121771465755918, 0.12780966314988818, 0.1426127379800156, 0.11469946255372043, 0.1784829164144336, 0.2003860025378016]"
2054,"[0.14371535690350346, 0.10458948291257497, 0.21836543179897316, 0.16004874990920148, 0.1191342674858622, 0.12769077991676614, 0.11269151038193059, 0.2692559487282442, 0.1291485850172749, 0.1363888446528041]"
2055,"[0.19928543023111855, 0.11984424734258958, 0.13510418979364647, 0.19792176571845466, 0.12571651948735552, 0.16805509016951425, 0.16350346167372531, 0.1700434760458457, 0.11889578086459074, 0.13870454147160227]"
2056,"[0.12587842277472705, 0.2193451846777893, 0.15572644901525767, 0.1450562905216456, 0.10606489128855712, 0.1426792979216721, 0.1196917621648822, 0.16022444248746193, 0.20254958236360698, 0.1706744350639101]"
2057,"[0.1043347884770266, 0.19953073284960743, 0.1483866035961453, 0.13872688111823928, 0.17330630453181928, 0.158414834804239, 0.11660856384216589, 0.16803086634323616, 0.18354423557566268, 0.13952874306203267]"
2058,"[0.16202227596464736, 0.18522823481377437, 0.12473685151423164, 0.12957327755543924, 0.12522035072346926, 0.12644939823974932, 0.18023684655650263, 0.18294220274232087, 0.16420006092137496, 0.14147820750936502]"
2059,"[0.18092961320657708, 0.13304008137352752, 0.16736356145648157, 0.11634217187199236, 0.197722305144158, 0.15927773778339271, 0.16398208845230466, 0.17637661670613303, 0.12061241168681358, 0.11681280755910561]"
2060,"[0.15606250434758218, 0.20419153398348122, 0.07141966785009612, 0.1297067180439554, 0.21440567416807665, 0.18669550892101494, 0.14116514750311748, 0.05136907005219504, 0.15913666348035949, 0.17782757315148212]"
2061,"[0.20461466471792744, 0.1990229868994683, 0.12113182707412484, 0.07494482885996823, 0.21514156989483746, 0.0823339549814911, 0.11234192833681556, 0.1741416482659104, 0.1849041225370368, 0.1475112234463163]"
2062,"[0.1754088761094924, 0.1347495918167767, 0.042606639826158865, 0.14354904135464241, 0.18883902051255896, 0.19884440621793364, 0.16711011263787856, 0.1517163610634904, 0.1420027963699233, 0.1979854695312815]"
2063,"[0.1599844214169388, 0.13840413011108632, 0.14243292519488882, 0.17448138009228809, 0.13727358807917733, 0.16199246801970724, 0.07382905981815191, 0.18268528568036857, 0.1518942885033926, 0.17792392556403525]"
2064,"[0.13912990838947858, 0.21277632589594064, 0.18267596113648765, 0.19583759599170647, 0.12688399263742756, 0.1312844818412937, 0.13455266497863383, 0.13902777256540766, 0.13645442287743392, 0.13516843801633938]"
2065,"[0.13211945333364383, 0.12452157582720991, 0.20153937582095904, 0.18165153741183693, 0.21625855262062277, 0.09175066318155245, 0.1299969662262741, 0.11725085328487483, 0.15253900852796498, 0.18072807468296748]"
2066,"[0.1412632476203768, 0.13020165456436117, 0.13999283001667084, 0.13507194912224385, 0.1670377457262633, 0.2131204314750792, 0.16207558003562939, 0.21365781054678035, 0.115584987354721, 0.1409300208230576]"
2067,"[0.15003447877620146, 0.17117492902967602, 0.12148502914296455, 0.15338585664455684, 0.15990955239262694, 0.060767097738845366, 0.22442249988413998, 0.14110366771686134, 0.13805436581021346, 0.21517924989999793]"
2068,"[0.10718680454378182, 0.16304462672563835, 0.1325173582668595, 0.12906158473471463, 0.11332451721922088, 0.16019885333951678, 0.19708761214527504, 0.1697336863703357, 0.16699016429856395, 0.1862167357985699]"
2069,"[0.1614237003141169, 0.11911113506526239, 0.09914228122936464, 0.17286350740775824, 0.13928781883324926, 0.1769463103934913, 0.20306292095514655, 0.18939402396356075, 0.11464594011399953, 0.1608865968908667]"
2070,"[0.14736074301509683, 0.185466065068843, 0.13094887990998372, 0.17347882940467751, 0.1082826899306416, 0.11984752291972744, 0.1892439126368941, 0.14074920501347266, 0.14786620084443436, 0.2017866683020676]"
2071,"[0.16842666818902552, 0.18151014242128027, 0.12510337788512293, 0.14390011553380277, 0.15518182619170118, 0.20062423484147496, 0.12379453113492178, 0.08953402706459135, 0.18074035119001797, 0.1665592175663434]"
2072,"[0.16215549023491505, 0.13641609349255057, 0.11516167431894675, 0.19323639690332528, 0.1866588117621707, 0.15450668732178974, 0.18273266872688154, 0.18236219612060456, 0.09096145205687678, 0.13362722171299912]"
2073,"[0.16639728413368748, 0.1415481787504015, 0.10971328923271684, 0.1316048814018399, 0.161936565126929, 0.20152202181361312, 0.13525025775135346, 0.1361379380669241, 0.16597974007276473, 0.18241819899330147]"
2074,"[0.10371317620485376, 0.16821117984779432, 0.11793665102821149, 0.1438155149411845, 0.19446955960500656, 0.2133792818262864, 0.1530269675145315, 0.1378673159269066, 0.1710194575771784, 0.13372681346120285]"
2075,"[0.16884890581877154, 0.20229571301762295, 0.1640066104352922, 0.1668073022159715, 0.14851163572827986, 0.1529301746737104, 0.11426103435146517, 0.15105209268534436, 0.15819570888923296, 0.11170232048716078]"
2076,"[0.16234003972847388, 0.14270970975962294, 0.16334205479695696, 0.10504356232328416, 0.174192936486809, 0.17678829987517308, 0.0926598517770425, 0.15756949846520563, 0.20669462677544626, 0.14072929186008165]"
2077,"[0.12384959216544089, 0.11662941787713077, 0.16607943344295406, 0.1549595487010773, 0.13016716076167167, 0.13820351836448164, 0.15137338177565018, 0.23141892144795473, 0.16271353603150773, 0.16443864306919176]"
2078,"[0.1745460479216484, 0.2632702237690572, 0.12383950124438159, 0.1163575001500784, 0.15188851502806366, 0.15590147558390166, 0.09857535421424146, 0.08815202475082018, 0.13811045282463785, 0.21576732306883728]"
2079,"[0.16292186122152574, 0.10143388958649202, 0.13158614673841462, 0.1951804672841354, 0.16988529909167516, 0.1208106366812487, 0.15444132270379562, 0.1912139821028882, 0.20343289412360488, 0.09408902479832293]"
2080,"[0.1807826212258511, 0.1010337681358392, 0.1446843957145869, 0.17520680618307916, 0.15038535173433798, 0.147097331906743, 0.20168675599888564, 0.12938254042452668, 0.14402357479702066, 0.15416592904491344]"
2081,"[0.20378533891891437, 0.12033309616070287, 0.17507299471570203, 0.10344131541601442, 0.22141776922821643, 0.15375814436621438, 0.12516390622892037, 0.16585523511511646, 0.14816854831965998, 0.13953206901642956]"
2082,"[0.15887818118455976, 0.16003280204982895, 0.1552636833917136, 0.15206281650213516, 0.14061179828940706, 0.1800424040758175, 0.13520599130703204, 0.18321548035044033, 0.12504742140517788, 0.12702136442477552]"
2083,"[0.1428574886579702, 0.1662438131210474, 0.14984234557002873, 0.18335373942422928, 0.14836830225506925, 0.13342522233366227, 0.1764543135304908, 0.08805398150641575, 0.1811095307173204, 0.155431792174323]"
2084,"[0.1478205088219786, 0.15513924577036464, 0.1806218021010234, 0.12825151635963117, 0.09126110584228264, 0.09241708673134608, 0.19258840894682516, 0.16427073737598852, 0.19290671683395844, 0.18514644770982402]"
2085,"[0.15001486747402826, 0.20351629170694063, 0.1575172290084591, 0.1666236443392871, 0.1395245679711028, 0.07398409234423675, 0.15590598901581154, 0.18819945869868415, 0.13278395062281356, 0.16399225314222243]"
2086,"[0.1418308157620758, 0.1489589211521829, 0.1871689239144403, 0.14922435400659728, 0.16825738378696864, 0.08385712823821245, 0.16401335928173644, 0.15292110169254813, 0.1023974298057907, 0.2385083705579235]"
2087,"[0.1735508003336581, 0.10107290300824878, 0.18674788086583693, 0.1500664548577858, 0.11443662193679527, 0.13741258078579366, 0.1719487760178664, 0.20338104561048798, 0.1638242474058489, 0.150912105045644]"
2088,"[0.14178233129666862, 0.18082106391074404, 0.12388737072727973, 0.15289452253662505, 0.11559173896953212, 0.16247635558429763, 0.13027164163782667, 0.17014758626449633, 0.2144644660453946, 0.14533495442390965]"
2089,"[0.09599422876981611, 0.18393421632957074, 0.16785832252199806, 0.14170829918890138, 0.1705288482005448, 0.16015614086700614, 0.14594944216565398, 0.17331947816830573, 0.16692337413868275, 0.12000473056607375]"
