,r2
1626,"[0.03262957280289036, 0.03134444978772977, 0.03478562006706576, 0.03344912902806052, 0.02934927883673022]"
1627,"[0.031796025054393384, 0.030819524179171, 0.035057046092556665, 0.030878640405694213, 0.032984249051676406]"
1628,"[0.031240076373401315, 0.0329909858469728, 0.033591225969266, 0.033164216837291094, 0.030634777399962454]"
1629,"[0.02983594724880212, 0.03043114622729448, 0.034392310207867816, 0.03477666447634287, 0.032240386007465816]"
1630,"[0.03531148236603188, 0.032495189141532044, 0.030796564832220263, 0.031963799521694036, 0.031221031413888545]"
1631,"[0.032912810378486146, 0.029183493002628347, 0.03194644066308694, 0.032583017066015185, 0.03502369108099923]"
1632,"[0.03360833809044583, 0.03194126491333271, 0.03206041036940821, 0.03157421151196771, 0.032412804802730344]"
1633,"[0.030756630563231302, 0.0353207542797811, 0.03312531189809753, 0.02808580884148859, 0.03390272595763699]"
1634,"[0.03224749543741201, 0.02939012853077594, 0.03401386492634206, 0.0340489218162946, 0.03178837030400816]"
1635,"[0.032405107195686234, 0.031478720739395616, 0.035072275258091645, 0.033240485042085766, 0.029273509513225937]"
1636,"[0.031547936495452955, 0.03175516402397305, 0.03350823906274014, 0.029707145907367782, 0.03499224401944412]"
1637,"[0.03523564284398539, 0.0340546767361426, 0.031198406036805015, 0.02935718996178871, 0.03161336113912461]"
1638,"[0.03147309630769979, 0.03182190489305525, 0.031163609957840954, 0.032855367793160895, 0.0342849131365105]"
1639,"[0.031915680353591824, 0.034384477686334125, 0.033024058803656, 0.03178456851450051, 0.03063818970051102]"
1640,"[0.03085598680395618, 0.03323073658527764, 0.03241281996455658, 0.03302429694897546, 0.032186675146105515]"
1641,"[0.034269310319506974, 0.03170853205045132, 0.030889213157311968, 0.03324591711245728, 0.03174693934167494]"
1642,"[0.03189532643838089, 0.03277469579757053, 0.031474911175163434, 0.0316838775500734, 0.033959874102818755]"
1643,"[0.0329664527527288, 0.030555670918510414, 0.029373421498940067, 0.03457256019723609, 0.03415890746830419]"
1644,"[0.0309461371861095, 0.030776730527568907, 0.03448699877372419, 0.033429409469047155, 0.03206408188578702]"
1645,"[0.02898573203133903, 0.03178645781993106, 0.03312155022546215, 0.03546089041768352, 0.03210283404485759]"
1646,"[0.03059577615413933, 0.032317093067839364, 0.02985877287576577, 0.03363326182112003, 0.0351915223976047]"
1647,"[0.031617317895829555, 0.03377501708144526, 0.03244276156935055, 0.03022068878262829, 0.03356662461776028]"
1648,"[0.031108824451131722, 0.030689802256340437, 0.031213516187298063, 0.03568016274668817, 0.03301950155325806]"
1649,"[0.03402538040517167, 0.029104126357689664, 0.03247197773984423, 0.03194920150044034, 0.03411241776636875]"
1650,"[0.030797191627683462, 0.033799985699449864, 0.03290344503616094, 0.031198604393207763, 0.032933098394058]"
1651,"[0.03256556985709036, 0.03264254270786149, 0.03076991195152501, 0.032136140279392156, 0.03345288535034485]"
1652,"[0.02877140961013136, 0.03443822774879546, 0.031815912237821764, 0.036454248929711164, 0.0301589093186464]"
1653,"[0.03461049448589881, 0.03193360850868021, 0.03238791183524059, 0.03133877432880916, 0.031374042458427676]"
1654,"[0.03278323212957124, 0.0313468393803884, 0.029820175673387128, 0.032522421021543346, 0.035143625844608506]"
1655,"[0.03537923915335528, 0.032141421257535385, 0.03482917704770405, 0.02991942939877279, 0.029022478319488343]"
1656,"[0.03244175577416619, 0.03255498407375779, 0.031183727501801095, 0.03340799146466811, 0.03195833424859651]"
1657,"[0.031064425748119073, 0.029726590634250427, 0.03524500076979753, 0.03172393808793894, 0.03372079459166588]"
1658,"[0.03292216990045971, 0.035078210723448744, 0.03131845235335218, 0.028388542519226845, 0.033825743575320644]"
1659,"[0.0326625845278673, 0.03371950880465646, 0.029084294390431586, 0.03185637790172957, 0.03441152973760542]"
1660,"[0.029970958389256896, 0.03137584561366458, 0.034006620971686385, 0.0317845534985991, 0.034359915803279684]"
1661,"[0.03069431032473635, 0.03232485948719621, 0.029935289057689163, 0.03396702124135542, 0.03436954404926218]"
1662,"[0.02973156451074388, 0.03264789711627347, 0.034114551349893385, 0.03235113174167181, 0.03295394658148543]"
1663,"[0.031490991956418135, 0.03502979542403406, 0.033311706130737084, 0.02893153954894634, 0.032825493254477034]"
1664,"[0.033292885332332656, 0.031381086562979554, 0.032955817863595915, 0.03383351235993359, 0.030364583361514152]"
1665,"[0.02968091488754876, 0.032156286819197466, 0.032281913352679714, 0.031094475609443673, 0.036095768384294846]"
1666,"[0.029596921340935056, 0.030891755578082325, 0.03130449475974861, 0.035254616123600035, 0.034623718865706254]"
1667,"[0.03343717920831879, 0.033083475706505494, 0.031862251749756765, 0.03111452400021386, 0.03205344159070389]"
1668,"[0.030222191322796244, 0.032164364903252585, 0.032637372130548736, 0.03294133862912696, 0.03373653957691636]"
1669,"[0.0335055551037059, 0.03347312178227968, 0.030984907347576862, 0.03056647340323504, 0.032997122794203415]"
1670,"[0.032655556641229766, 0.02813283543013112, 0.03214296961558061, 0.0340414556397628, 0.034504847579840736]"
1671,"[0.02995745566827679, 0.031781896889070294, 0.03373355199692574, 0.03371262742293046, 0.03237521424235634]"
1672,"[0.03264675458000732, 0.031855652516082356, 0.0341763416066988, 0.03176814637473335, 0.031190098392449683]"
1673,"[0.03234892279538637, 0.03159595003678395, 0.031747304376593566, 0.03137984332985955, 0.03473751643059264]"
1674,"[0.033803257929397645, 0.03344000705635242, 0.030231620015028215, 0.03183777969411683, 0.03231515223054637]"
1675,"[0.03397180455859783, 0.032559656903265344, 0.033469614912035706, 0.03398604239226288, 0.027417884736294917]"
1676,"[0.03603851955220938, 0.029169424721301573, 0.03188910945468637, 0.03352972539931898, 0.030782203812345088]"
1677,"[0.0331023935661634, 0.03157720811745568, 0.03144744187081738, 0.03259782818785528, 0.033035108218452236]"
1678,"[0.03186236606588466, 0.03261657639212068, 0.028887142763274087, 0.03288865882438596, 0.03533766599980359]"
1679,"[0.03440708703359585, 0.03447862916772804, 0.032366761571876235, 0.029267881680615226, 0.030834771387918236]"
1680,"[0.031924048250320025, 0.030444015837593597, 0.0353686830998764, 0.03143825490222929, 0.03242266162305618]"
1681,"[0.03232942726130461, 0.03315139735138406, 0.03417800590890674, 0.030908767587572883, 0.03097832686090396]"
1682,"[0.03178157830098638, 0.03471061167028633, 0.031010519273672044, 0.03084579689863709, 0.03321599405246789]"
1683,"[0.03290511659767226, 0.03306505144326821, 0.03233700008823703, 0.03206532786477223, 0.031377586472325025]"
1684,"[0.03134029629478896, 0.033566712632400963, 0.03215940350751845, 0.03212730505231254, 0.03252451242686394]"
1685,"[0.029473178865653926, 0.03132559913882027, 0.03084030839206864, 0.036856212018852474, 0.033174771768314515]"
1686,"[0.03134441990058923, 0.03086244623255796, 0.03287218539036996, 0.03249080983392605, 0.033970478302561724]"
1687,"[0.032176785002943964, 0.03362677477570197, 0.03147106648788611, 0.03368457517805867, 0.03066345294224393]"
1688,"[0.029742943926546306, 0.03365433177162014, 0.03437955104277102, 0.033490705511577734, 0.030230602237256154]"
1689,"[0.03471256479035911, 0.03194267360460734, 0.03064445573996155, 0.031195879749152056, 0.032961262807003955]"
1690,"[0.030707568558331566, 0.034862988644627446, 0.037340347924893824, 0.031174225956273838, 0.027356380310256556]"
1691,"[0.032154599688701935, 0.031550330929642545, 0.030750969324444988, 0.032254335287471236, 0.034881141698287044]"
1692,"[0.028490951096036277, 0.032450562324188414, 0.033864516125604927, 0.031218511820279904, 0.03561147778064444]"
1693,"[0.03120630429881599, 0.033946924733590844, 0.03161336489304556, 0.030657506939043566, 0.03401478150543802]"
1694,"[0.030163031444264132, 0.0326427596698714, 0.03218313399339667, 0.03261028825057688, 0.03415106563707304]"
1695,"[0.030504567133609606, 0.03198778261126567, 0.02913490662722118, 0.036091968211305225, 0.033799703013453364]"
1696,"[0.03189084912682816, 0.03207696884039002, 0.03207417219985853, 0.03178790266501996, 0.033854073921150585]"
1697,"[0.03222345843461183, 0.030403286873959212, 0.036038923235715004, 0.03279316343898775, 0.029961597999640044]"
1698,"[0.03590515661974225, 0.028180038229530635, 0.03414244799693289, 0.029952991993630773, 0.033203454549803446]"
1699,"[0.03463461426486325, 0.03294126634883521, 0.0311912385960067, 0.03135279971608762, 0.03162604935593394]"
1700,"[0.03428177280858591, 0.02770147116666344, 0.03417199653815961, 0.03514671628544919, 0.03002973702923306]"
1701,"[0.029365654710119427, 0.033074884291238504, 0.03166462704132511, 0.030696170963940617, 0.036848298771086974]"
1702,"[0.029556621737477085, 0.03510736846776563, 0.03133145689644723, 0.033381665573465336, 0.032245323244688096]"
1703,"[0.032637332630764626, 0.030036713509354995, 0.03040870430484066, 0.03328431847873903, 0.035278369249421626]"
1704,"[0.03301258040647648, 0.030725035653656252, 0.03108474741504985, 0.034976468683210915, 0.03172216865479138]"
1705,"[0.03181616895512096, 0.03184201593516156, 0.03388832507140804, 0.028763207591462336, 0.03531897326333877]"
1706,"[0.03254238355695094, 0.029750976927186867, 0.031550383900804, 0.03252483169615106, 0.03524734803529206]"
1707,"[0.03331979336004154, 0.0323368511049098, 0.030719392870167783, 0.03145485350500066, 0.03382332068251881]"
1708,"[0.028520051386608514, 0.03558793422938833, 0.03312467280702991, 0.030009892458965015, 0.03444603881788111]"
1709,"[0.03119085781486286, 0.032346205709114284, 0.03297082634111004, 0.031236175327250093, 0.03399113067501647]"
1710,"[0.035239252517983655, 0.03223989562262597, 0.02908872509566729, 0.03282376420728872, 0.032174953479522816]"
1711,"[0.03098213619515111, 0.03260937795103924, 0.032414912369995164, 0.03277980902467981, 0.03274359626779799]"
1712,"[0.030184590070329365, 0.035124491245818845, 0.02982158199284146, 0.03387336439270494, 0.03269794806896209]"
1713,"[0.03432130289274449, 0.030998085187474378, 0.0317447787620625, 0.034205104314089185, 0.030238321352429876]"
1714,"[0.029068969284212542, 0.03440115900297647, 0.033113948211411004, 0.030934387056480883, 0.03429667902451439]"
1715,"[0.03237047510357982, 0.03451646369518546, 0.03273880350148184, 0.030911520884884913, 0.031055526523800614]"
1716,"[0.02982389046723599, 0.029918023810599492, 0.03141481091131815, 0.034519719304587415, 0.03573305743151267]"
1717,"[0.03310739263062912, 0.030372762950028, 0.033642166680371455, 0.03545690706184779, 0.028903786417325272]"
1718,"[0.03284229982255393, 0.03378826896239584, 0.03534273058943005, 0.02930001197290899, 0.030065443964264027]"
1719,"[0.03102634126872461, 0.03250715290934569, 0.033794861318382385, 0.02851330205896596, 0.035678555920939936]"
1720,"[0.03349273247825957, 0.0331861685250886, 0.030527330833003297, 0.03281782659236532, 0.031588157043142995]"
1721,"[0.03336315025584624, 0.03245948931565923, 0.033023024990017524, 0.03074445354725941, 0.03214928633674774]"
1722,"[0.03148579262399276, 0.0319228909800543, 0.03390369737075516, 0.03350862644420838, 0.030830444856842942]"
1723,"[0.03163046938216485, 0.0320715946392649, 0.03267056706757099, 0.03179614379259377, 0.03360044180834665]"
1724,"[0.030894240434009235, 0.032846468637386717, 0.030995152479297183, 0.032382943431692346, 0.034492830956510456]"
1725,"[0.03295726560101753, 0.03456242965560874, 0.029340747543538104, 0.03164988011528991, 0.0330089066682]"
1726,"[0.03298728082487834, 0.03542587356009763, 0.030263486077950486, 0.03409466613947287, 0.028584526188923265]"
1727,"[0.032273715940671965, 0.032954212618953815, 0.03602991161869884, 0.03117972357947596, 0.029137120442656816]"
1728,"[0.0318373503307412, 0.02998105406447371, 0.03577960869350627, 0.03213161544629173, 0.032000203423435236]"
1729,"[0.030628636529042907, 0.031232495475869593, 0.0349988395342522, 0.03223665332869774, 0.03264141987293845]"
1730,"[0.032090671539358184, 0.029112789913490755, 0.034695584028494264, 0.03265259245496355, 0.03309629608193776]"
1731,"[0.030956763306030033, 0.034981574344079225, 0.03198069993296182, 0.031720239255258464, 0.0317567159431128]"
1732,"[0.03360807903834817, 0.03278421339625548, 0.030077487184077323, 0.033917804513693195, 0.031215335237789188]"
1733,"[0.031410000896185175, 0.033890571045342766, 0.03136032643900444, 0.034007743492731835, 0.030858736752232052]"
1734,"[0.03264138277300899, 0.03233358342553394, 0.029677630481550255, 0.03230756057304285, 0.034631809705158334]"
1735,"[0.03272815245475902, 0.029844867750820514, 0.034704174596125736, 0.030266442213833566, 0.03395474031772683]"
1736,"[0.03379422410801758, 0.03327525227125139, 0.029875688196075334, 0.030307769439294696, 0.03452106334233418]"
1737,"[0.03278823932762798, 0.03052163157692722, 0.030078204198746517, 0.03554811057639151, 0.03266585028199387]"
1738,"[0.03427563843557313, 0.029112338278549865, 0.031599750003657334, 0.03308035599024495, 0.033241487287266724]"
1739,"[0.030461949506255248, 0.031127744014809333, 0.03088012662533479, 0.03343951540431045, 0.03578545218859763]"
1740,"[0.030265520695413772, 0.03372225080969271, 0.028348432032586524, 0.03408759185451604, 0.03496889649692858]"
1741,"[0.02940978753764223, 0.03521209582699181, 0.032867050190856006, 0.030411384536885744, 0.03383064763331656]"
1742,"[0.03302207522054623, 0.03373831358649115, 0.03151441719915038, 0.03106860439217607, 0.03231841893644449]"
1743,"[0.033339251592073516, 0.031311606728280594, 0.032663186177439685, 0.030427532266776303, 0.033684591947012676]"
1744,"[0.03077001212776065, 0.03517651251171017, 0.032713212589340235, 0.03152147075681011, 0.03143857661303395]"
1745,"[0.03361108289706005, 0.030600368046953652, 0.033142064110553204, 0.033222056299670566, 0.03089569582959162]"
1746,"[0.03307798320260291, 0.02733773278884022, 0.033014888588598135, 0.03588370602794244, 0.03217714779335601]"
1747,"[0.03154000526597467, 0.03206127060757891, 0.03270538290739722, 0.03232391715398708, 0.033142440567637044]"
1748,"[0.030869834956156805, 0.03428474999070463, 0.029143670899024365, 0.03566781345186698, 0.031378908123358085]"
1749,"[0.03214954153268701, 0.03225758397202705, 0.03348036931152265, 0.033695378980760915, 0.030117568166637465]"
1750,"[0.035759361734981066, 0.03314114109164734, 0.031363030452663976, 0.030447910369113873, 0.03088893351425559]"
1751,"[0.033186515884050194, 0.034748299409096406, 0.03272589380430635, 0.031969891922571714, 0.02892864982683696]"
1752,"[0.03109964867982906, 0.03249068487029305, 0.033407912273502705, 0.03214172140830518, 0.032539593059805694]"
1753,"[0.03222549768634009, 0.03040493652229692, 0.028844196160150548, 0.035006936011455325, 0.035054086498270354]"
1754,"[0.03266235014967267, 0.031826645958719646, 0.035333204867790236, 0.03193906858428397, 0.029622381943838372]"
1755,"[0.029249071291126527, 0.035675685019800896, 0.03239545403137645, 0.03307971677388155, 0.031353944546822166]"
1756,"[0.03313027313981132, 0.03150802630381766, 0.0328449061439392, 0.0354812582748677, 0.028610455021013337]"
1757,"[0.02934157986991448, 0.03326384377690195, 0.033001369502887234, 0.031727348704425284, 0.0340979368301183]"
1758,"[0.03159380831678882, 0.03074841874664369, 0.03143426244914993, 0.03452853824636948, 0.03335861474144686]"
1759,"[0.031842422956835925, 0.03278828582059945, 0.03176584485258016, 0.031712986156274714, 0.03351477560526672]"
1760,"[0.03731158210827501, 0.031106375344317927, 0.033371426816676375, 0.029633499272198716, 0.03011558714115603]"
1761,"[0.03370279919316321, 0.034156854117251556, 0.030793701892178116, 0.03031052892924202, 0.03271048852983671]"
1762,"[0.03466018097766377, 0.03231052835022763, 0.03226040592431911, 0.029799743440817705, 0.03239685977770412]"
1763,"[0.031126112911731063, 0.032338023015254125, 0.028177916553492555, 0.036331713912758246, 0.033468799503393876]"
1764,"[0.031681529512957884, 0.028240260582865995, 0.032178520338784655, 0.03556043022929245, 0.03380708480980088]"
1765,"[0.029166414813184605, 0.03230531651399138, 0.03341145709352389, 0.03219055375145863, 0.034650023987387035]"
1766,"[0.028599235606988405, 0.03360902222539275, 0.03549833492221355, 0.03010086646170007, 0.033683274291291476]"
1767,"[0.02945560229507338, 0.03577463732175634, 0.03371203366414888, 0.031893758860580435, 0.03077679927021848]"
1768,"[0.030389342591968904, 0.03149170174348581, 0.030630393702211767, 0.03448852891409193, 0.034627195130947586]"
1769,"[0.03204400613952674, 0.03357115979692504, 0.03452129401176496, 0.03118649650754124, 0.030229019170389004]"
1770,"[0.03251696459276898, 0.03443825870620043, 0.02988350580151722, 0.03295725634426616, 0.031845385931700054]"
1771,"[0.03381878413640138, 0.029526150293885278, 0.030908531504262204, 0.032431207325448796, 0.034834303226290886]"
1772,"[0.03325938622316216, 0.031529735870673314, 0.03083486056263196, 0.032539892271272186, 0.03360981231299376]"
1773,"[0.03151257959001852, 0.03317961876492359, 0.03227207125880116, 0.032815961289962226, 0.03184478131534085]"
1774,"[0.03608965835256717, 0.029818313131764862, 0.03485807774347627, 0.032971254339886236, 0.02779525720195719]"
1775,"[0.034214365777013755, 0.031272778446138294, 0.03237366918633178, 0.03256651590398152, 0.031285217240630936]"
1776,"[0.028515981088984788, 0.03279202761974831, 0.033318534136539846, 0.033892540221136636, 0.032822602084649044]"
1777,"[0.030299656626899818, 0.03743084077632297, 0.028689089076301633, 0.03383669611384976, 0.03132895022763116]"
1778,"[0.0344925833158779, 0.03043526244647843, 0.03302988260169726, 0.03189565978896258, 0.03177172903963488]"
1779,"[0.03096176561336106, 0.03455766942547256, 0.03168341769632388, 0.03479970857945791, 0.02963810494277863]"
1780,"[0.03432920391822436, 0.03332281570786588, 0.032156074991982364, 0.030597144568558443, 0.03134109891397241]"
1781,"[0.034092814606452526, 0.03092102225464355, 0.03445273090116652, 0.03072297778943467, 0.03148903257576585]"
1782,"[0.03143268976470037, 0.03485943013317716, 0.0335309309948032, 0.029173417386807343, 0.03274193407701931]"
1783,"[0.03136674525106775, 0.031327275401125676, 0.031678839271271575, 0.03233029993113701, 0.034884170786730895]"
1784,"[0.030447145624479477, 0.03391698735229587, 0.03263981137232119, 0.0314987946552957, 0.033266636801164595]"
1785,"[0.03170592225872171, 0.03368045986738821, 0.03438821296988681, 0.030509735372250435, 0.03126313494369104]"
1786,"[0.030539537996495558, 0.035415477641326354, 0.02800902372411551, 0.03374349381609065, 0.03380662006003943]"
1787,"[0.035171353597123534, 0.027428164387633958, 0.03267590170290524, 0.033783114522280555, 0.03248350729290339]"
1788,"[0.03207700024255522, 0.03231382375796088, 0.03194009525994912, 0.031012539888187973, 0.03417983290836879]"
1789,"[0.030917376285365394, 0.03368368860732218, 0.03060062615673831, 0.03135342604946434, 0.03505970499550226]"
1790,"[0.033125003735424596, 0.03537010309660604, 0.030340146412993763, 0.029129554086139597, 0.03360151135089018]"
1791,"[0.031642427158760755, 0.034716785011553286, 0.03444547807181575, 0.03149250374669166, 0.029243892243876468]"
1792,"[0.030537686852753154, 0.031937620364470565, 0.033022728878026375, 0.034952270407261565, 0.03119845986899794]"
1793,"[0.031982300140397046, 0.0308587621721802, 0.030986515027798367, 0.032509887104059776, 0.03514317523378241]"
1794,"[0.03246117492621259, 0.03413009447163562, 0.03167606907685672, 0.032288326550359514, 0.0310803788190408]"
1795,"[0.02874121668478613, 0.034621232026808335, 0.031217924183991053, 0.03402485944733802, 0.03264714962685544]"
1796,"[0.03227205599734151, 0.029672436138401315, 0.03360225047733689, 0.035393283224048555, 0.030769580017658615]"
1797,"[0.03542010531001716, 0.03260770380824429, 0.03404379614939412, 0.03125490109826956, 0.028163329947776816]"
1798,"[0.03249597560948703, 0.03548671775531387, 0.033329016793926636, 0.031489888284941925, 0.028730240974800925]"
1799,"[0.03355432439701944, 0.030654614543919823, 0.033437664325011496, 0.03350838625138908, 0.03056512039382009]"
1800,"[0.03375016234349326, 0.0318589330243102, 0.03403982154229246, 0.030637598105189845, 0.031248137744835813]"
1801,"[0.034395565770068526, 0.03206314045368286, 0.03290830055740612, 0.03463953051088364, 0.027484692144045142]"
1802,"[0.03691412413275308, 0.030490267456544706, 0.03031632631451253, 0.031422156529536616, 0.032283875880723456]"
1803,"[0.03251030621229711, 0.03169566183768879, 0.03386475627921981, 0.034770061704399446, 0.028740828789872164]"
1804,"[0.032362290188408194, 0.032051147623730514, 0.03612672476373946, 0.029171649621727913, 0.03178148910179568]"
1805,"[0.02957324503927583, 0.03298813796336675, 0.033972356701139184, 0.03179942832208449, 0.03325997705258521]"
1806,"[0.03254972166417758, 0.0322687999752902, 0.031872577962419046, 0.029914220418964188, 0.035025561157509544]"
1807,"[0.0313338999993924, 0.029882247309766075, 0.03425394681555671, 0.03206794443747085, 0.03398308547354567]"
1808,"[0.0358992076773329, 0.02836213265397103, 0.0340625279148411, 0.031326220824050455, 0.03174428060250334]"
1809,"[0.03256914931939214, 0.032955519078016415, 0.031372503163046406, 0.032616536147913266, 0.03204786490745204]"
1810,"[0.03337760778751686, 0.030065505292597106, 0.03459752923832471, 0.03249160996524825, 0.03116993129029022]"
1811,"[0.03311103190737774, 0.034908788398739676, 0.029958015132419247, 0.03266180190575818, 0.03100436704871734]"
1812,"[0.032502588230087115, 0.029282441087439492, 0.03510030966196853, 0.033531029445970306, 0.031234274901875803]"
1813,"[0.03627445462535539, 0.031000213708602176, 0.029972983945607212, 0.032345835777255694, 0.031954039214735386]"
1814,"[0.03073316411776128, 0.034454088414948236, 0.030811079579576073, 0.03314762829953055, 0.03254097650164589]"
1815,"[0.03348219601046909, 0.0345023137560212, 0.030393565522057853, 0.034953867191140575, 0.02787779588635264]"
1816,"[0.031995212599250866, 0.0324007477386401, 0.03258136920679655, 0.0313621815031383, 0.033443912860159575]"
1817,"[0.03180584813153975, 0.03513550642412444, 0.030430327865919704, 0.030602613765256304, 0.03370989270038127]"
1818,"[0.03236969066912232, 0.029828653256362192, 0.032965595404228165, 0.03229046560264781, 0.034200821717146335]"
1819,"[0.028755955670106137, 0.032381669949970715, 0.03562838788413747, 0.031801562557479346, 0.033009374586188134]"
1820,"[0.03513809075835439, 0.029667646759132804, 0.034239046157013564, 0.02990246378287209, 0.03252027207080821]"
1821,"[0.033028427639899105, 0.034227454150518644, 0.03201057831516385, 0.031151670977833223, 0.031072101467950475]"
1822,"[0.03159695716661548, 0.029522006649690735, 0.033669436645164086, 0.031901350426253305, 0.03466110486799323]"
1823,"[0.03585150467591025, 0.0328871505184275, 0.032883830123732305, 0.029131584002063837, 0.030747380025350157]"
1824,"[0.0332903941776701, 0.03269619322615114, 0.03289165323583132, 0.03224979493292557, 0.03053736313850297]"
1825,"[0.03017893862144072, 0.03098468479745975, 0.03464133123682056, 0.035196125697702474, 0.03064326370839232]"
1826,"[0.026888582851629872, 0.035793011729578494, 0.031682819050168676, 0.03459883018982224, 0.03232448621534467]"
1827,"[0.03259225433592283, 0.03240691245949545, 0.030086221571803184, 0.03188327978732086, 0.03455913724785353]"
1828,"[0.03286497683753131, 0.03436939551553109, 0.03275968837993848, 0.031934129131921285, 0.02982864336963731]"
1829,"[0.03342731301017621, 0.03360318391458883, 0.02989816719821614, 0.03196411438572677, 0.032704747153432634]"
1830,"[0.034719689868013215, 0.032006487391357585, 0.03190305354317913, 0.030938862919850485, 0.03210426921679044]"
1831,"[0.03185263544877903, 0.03491998421188769, 0.032337049564125864, 0.031569805975530496, 0.030898398066530608]"
1832,"[0.03219357660544142, 0.030289087256876956, 0.034834491070909634, 0.03242965926668229, 0.03179056142808778]"
1833,"[0.031869666170817545, 0.0299345994841691, 0.0362166117569368, 0.031781628048505595, 0.031798329555793425]"
1834,"[0.03152028665777584, 0.03365176058756114, 0.032521755073888436, 0.030756600578718096, 0.033255475533278456]"
1835,"[0.03503017341317238, 0.031918887050717104, 0.03397469529624397, 0.032906435145012014, 0.02784970118967922]"
1836,"[0.03581312540567727, 0.030178702790304213, 0.031316147693439045, 0.030662242758117242, 0.03352699797411551]"
1837,"[0.0320942155853291, 0.030875398308221502, 0.032296568669966774, 0.0328327800332332, 0.03353128760025181]"
1838,"[0.03011200766782085, 0.03394868812996754, 0.029980284603718932, 0.0314710581722738, 0.03589143699535968]"
1839,"[0.03402425417359378, 0.0328623167644021, 0.031268701166065394, 0.03260556087610267, 0.030886450955180833]"
1840,"[0.03251091524065952, 0.03395725071628852, 0.0319453953299732, 0.03259423632265257, 0.030736845638061117]"
1841,"[0.03425853607726692, 0.03157531265450175, 0.03229864191394494, 0.03212848983742811, 0.0313751987983818]"
1842,"[0.03004058264223264, 0.03337015333123594, 0.03342104487142328, 0.03253112708758443, 0.032398189971188374]"
1843,"[0.035184378164925256, 0.02950009144594401, 0.03202024507689816, 0.03080452611802409, 0.03424144398809337]"
1844,"[0.031128055858834047, 0.03354535500427913, 0.029771067840388743, 0.035325368774100085, 0.031897400947143884]"
1845,"[0.029300891666146134, 0.0314382997523065, 0.03409795932808879, 0.033414464904619634, 0.03346303803596162]"
1846,"[0.0371043231725261, 0.03268261526264582, 0.034107923409060326, 0.02645690730102479, 0.030993624719362955]"
1847,"[0.03465506920592021, 0.03389598421054607, 0.03147245176203317, 0.030863167829004445, 0.030818607039840074]"
1848,"[0.02947133311964434, 0.031497207894798596, 0.03667859688709385, 0.03338301188082771, 0.030477831348526996]"
1849,"[0.03163201916378644, 0.03494687821537934, 0.034255084027974836, 0.029830539105326515, 0.031013478420443108]"
1850,"[0.03332676497156528, 0.03252493772454779, 0.031837263582439546, 0.03337589131461827, 0.030483277622506355]"
1851,"[0.0314193462710719, 0.03335237756815346, 0.033980055241921825, 0.030026202062688245, 0.03299900790171628]"
1852,"[0.03308803045712572, 0.028314259378023343, 0.03285137521540693, 0.03172342119272642, 0.03559983403762146]"
1853,"[0.029675703911299478, 0.03511511452807792, 0.031079839746696702, 0.03127951249374927, 0.034251407670158884]"
1854,"[0.03422578887643124, 0.03206327784707019, 0.0304396547995206, 0.03484206114963051, 0.030051536544941526]"
1855,"[0.030433624547294813, 0.03529574253300749, 0.03341980628706587, 0.03346085144217403, 0.028869861924636364]"
1856,"[0.02782993099768949, 0.03223103831150642, 0.038745233571365056, 0.03145418912965414, 0.031162992420413094]"
1857,"[0.03401126691417, 0.0337344088158994, 0.02818996248668748, 0.034511121693707736, 0.030922951333003712]"
1858,"[0.030857438231556067, 0.02907777164853298, 0.03232405630575885, 0.03521882426065481, 0.03403736421520598]"
1859,"[0.03177704794411196, 0.031568130284085116, 0.03161228753438594, 0.03265195161981471, 0.033927545047190755]"
1860,"[0.03204144737997261, 0.0340389372092218, 0.03244458537946837, 0.0322879251452991, 0.03092181722259746]"
1861,"[0.029538412591124552, 0.03008876298954799, 0.03502004388234248, 0.03460466824261377, 0.03244343008545647]"
1862,"[0.034687723721186, 0.030838425983646833, 0.03273110306551297, 0.0314834878814757, 0.03194627319103793]"
1863,"[0.03191460816234282, 0.033633377767557815, 0.032300349101724635, 0.03388143775144492, 0.030007543928505576]"
1864,"[0.036789267547237325, 0.03199635186716354, 0.03313924172312932, 0.030856202800784494, 0.028911037336528]"
1865,"[0.034630271188497264, 0.029807425383939767, 0.030339269027159665, 0.03580367332693424, 0.030976351892563314]"
1866,"[0.02937704668959773, 0.03347038587604223, 0.03263153403136898, 0.034323345642320424, 0.03180338962432849]"
1867,"[0.03315430703352451, 0.03238175683738698, 0.03299651522359481, 0.032867726093101624, 0.030342123945814592]"
1868,"[0.033933701251321446, 0.03232590063647045, 0.033834329317861234, 0.02796395352101888, 0.03338298583592014]"
1869,"[0.03302902667831187, 0.030368642811814728, 0.03184049740469497, 0.031155218806067753, 0.03523374600163631]"
1870,"[0.028996026512318807, 0.03332837193190141, 0.03315356443564921, 0.03294095215154058, 0.03319023900263707]"
1871,"[0.03141617925822182, 0.03168162055730217, 0.031813135565241235, 0.03448025151065337, 0.03224517564809992]"
1872,"[0.03559056615209244, 0.033485771083852534, 0.03248590701035725, 0.02921697282073099, 0.03052676882525618]"
1873,"[0.0364965157646836, 0.0292711970380235, 0.035293762543990526, 0.031629359515348954, 0.02869265909642904]"
1874,"[0.03222687882860786, 0.03561384359421005, 0.03362078322891715, 0.029967479743430947, 0.03028804252317774]"
1875,"[0.03614552292864237, 0.03023318733620406, 0.028193145132599184, 0.03500968981400876, 0.03209913050083413]"
