,r2
1642,"[0.239335460028545, 0.16031442990501443, 0.1715195538062907, 0.18392376666583077, 0.15099925375338008, 0.19283153099505124, 0.17689180345262168, 0.1554661625161855, 0.17307267793730463, 0.13340347874233272]"
1643,"[0.09528938843033696, 0.2148648722821377, 0.1819855562746715, 0.13026834142774213, 0.14524258391199563, 0.11181707256798856, 0.20415702659829804, 0.2621044027666086, 0.19766545150579606, 0.17415094800146458]"
1644,"[0.1396904850839451, 0.2498316841155237, 0.16536422015762486, 0.1714066448193139, 0.20842422514088788, 0.13595569145122688, 0.20388199416574493, 0.15583968027157458, 0.14538171836233937, 0.14386722750092384]"
1645,"[0.14290971871731295, 0.2233760945614779, 0.11419741925201676, 0.143156303166472, 0.12613932427926455, 0.22707587327990586, 0.2064396295101737, 0.20614588883602436, 0.18498552441984728, 0.16442865570256582]"
1646,"[0.12940825549404955, 0.20317763104829833, 0.16660174753699797, 0.20044965441878704, 0.1888593038940254, 0.1687997323427476, 0.17657178174471788, 0.17850617228526378, 0.17222421174724667, 0.1470401232053924]"
1647,"[0.15857626901793975, 0.17747861102352713, 0.20789379034979705, 0.16000181795628143, 0.2034819556407802, 0.13761497018214353, 0.20054259276457953, 0.1393596504209894, 0.15844816364545233, 0.18589373343777582]"
1648,"[0.15796562261321545, 0.13847882106539788, 0.259355793732333, 0.11995645790171638, 0.12448516091168182, 0.16782131741103434, 0.19374443925986118, 0.22274536734918826, 0.1254833554253061, 0.20663507797643477]"
1649,"[0.21989390492616712, 0.19155369494307806, 0.12412703117327961, 0.173769408171225, 0.18312736892605963, 0.2092720383411394, 0.12093391014777677, 0.1539254419977567, 0.1536882293295414, 0.1978690896387002]"
1650,"[0.214412525016215, 0.17844789063140987, 0.19276064553583683, 0.1703350616090038, 0.23127034304177885, 0.1468782631902168, 0.11478601319191895, 0.19328851670472313, 0.13962797847428088, 0.13755503930875201]"
1651,"[0.11956109976251073, 0.13258683521832837, 0.17701739612544243, 0.26162652427455835, 0.17161671322481198, 0.17395097079525013, 0.14627038410124693, 0.20472000781022293, 0.13816248580525414, 0.20673699860625683]"
1652,"[0.1754230612933242, 0.1780808587614966, 0.15654171797417715, 0.1988901864811884, 0.14160212670772054, 0.20252603525121704, 0.15619023802019683, 0.1573843983088533, 0.16168227529996926, 0.200568665352996]"
1653,"[0.12255897196983856, 0.23306475980726327, 0.15417772835350185, 0.22221928584589756, 0.18545318293897506, 0.22680113806598212, 0.03843420615331927, 0.17038900205944163, 0.19554653800358646, 0.16240596451089429]"
1654,"[0.2261850597643511, 0.1849059133737324, 0.14313386900499758, 0.21584446793419043, 0.15741027718686196, 0.11109438091432344, 0.16816965959062302, 0.17253300374438285, 0.13739878873011913, 0.21746529824768024]"
1655,"[0.18885625987492716, 0.18856561217722057, 0.15392400835697995, 0.15992418846938883, 0.16903552723077508, 0.18492265215016435, 0.12706482901618754, 0.21277805917464943, 0.16869977591776486, 0.16829243458192733]"
1656,"[0.20866877747886825, 0.15462149462204033, 0.1613529847411067, 0.17664548808520586, 0.2279829051665726, 0.11311749566072316, 0.16280216780197443, 0.13162148462677903, 0.20756334388065278, 0.1839459431729622]"
1657,"[0.1831739158930351, 0.1706558410051805, 0.1039665117835783, 0.22224531419942617, 0.20374144787393667, 0.15718600434810825, 0.1816089375853791, 0.1541234166744011, 0.19515179329307308, 0.1561964140983667]"
1658,"[0.2233334871099717, 0.16823149761663425, 0.19815772524611275, 0.17370876451164585, 0.13884705208512904, 0.15585910962868954, 0.16982899803489881, 0.13878970180434724, 0.2005424867498834, 0.1574209178538133]"
1659,"[0.17319728555486558, 0.16835295891993785, 0.16360133707421542, 0.20388005188047365, 0.1356704704454339, 0.0888207930910716, 0.1790682505905964, 0.2040611939466671, 0.19674047235159198, 0.22017076875309727]"
1660,"[0.17470798235209128, 0.19540232647760125, 0.16521634282426756, 0.2207235546070665, 0.20717018868965875, 0.08991616729316532, 0.18390087557660795, 0.18155241548721868, 0.1837844894054972, 0.12893486388753805]"
1661,"[0.20857374132617168, 0.18303037377329268, 0.11713052490244369, 0.20872151284100937, 0.15475404400847148, 0.2181952366166574, 0.13959397072691138, 0.16524907572421343, 0.1624373879179537, 0.17194610165899493]"
1662,"[0.09712968465515859, 0.13594463375084964, 0.26434816363070857, 0.14614579229572855, 0.19920173300941535, 0.1827738008638562, 0.1688639009912779, 0.1914239309643564, 0.17988910701613514, 0.16577986584573423]"
1663,"[0.09280977407199542, 0.16984914947943708, 0.15149823443429444, 0.21330544587021827, 0.24338950348862542, 0.18501548270659862, 0.13504354751344583, 0.13902544549137585, 0.212785966895075, 0.191875899687298]"
1664,"[0.19677222474493428, 0.15363209149395962, 0.2017488411880971, 0.17863304862903517, 0.19086661886044776, 0.19181667932094415, 0.20314560561733397, 0.09336583025781675, 0.19827717878932327, 0.1227806368686335]"
1665,"[0.20860495635590315, 0.16541833008431328, 0.1879621927288505, 0.1521552899534523, 0.15057732227862985, 0.15639597300906127, 0.2220927161941041, 0.18579709278991685, 0.18837924557609975, 0.11633445916326479]"
1666,"[0.19341202668778512, 0.21676706481420738, 0.14356720307323112, 0.18312079533590975, 0.14349097837252212, 0.17628464831999235, 0.12489262616804553, 0.19128416446981722, 0.21012278490241887, 0.1532786931416611]"
1667,"[0.21058675753718625, 0.14523928907283667, 0.15995956687254897, 0.12959156320035048, 0.1698245939564833, 0.1271536415134653, 0.2011271750905752, 0.27185200946042376, 0.19930594855615003, 0.11363405070912869]"
1668,"[0.1749200404281941, 0.1793735537681802, 0.18888384686286475, 0.15482258521519054, 0.18695992578486464, 0.21338575258960824, 0.14075497044358298, 0.24679366049729834, 0.12293240657624682, 0.11804950836087857]"
1669,"[0.2260727522333098, 0.09247620595811268, 0.17390641896558667, 0.17540729665117127, 0.15203665365530972, 0.16252737537217332, 0.12601736447907252, 0.18175097317162303, 0.2070768974310644, 0.2336903283901498]"
1670,"[0.1588056897315434, 0.20651470614464074, 0.20453196792875772, 0.17519544841672408, 0.20150773708183056, 0.14602230851180698, 0.08006697642523264, 0.18970107429075633, 0.2051792609354527, 0.16600411853706265]"
1671,"[0.12924368526063934, 0.2112135380879866, 0.14436990420838192, 0.18352299591451016, 0.20178984751240703, 0.20314735680466234, 0.11749706020273454, 0.22647242343276486, 0.19506883684536847, 0.11812292781386347]"
1672,"[0.16110634900781895, 0.12130640312209817, 0.14204353351725751, 0.22832824658051687, 0.1538166523111716, 0.1236086584914321, 0.19646977212340688, 0.19773624799127643, 0.24108816281690504, 0.16477335032434692]"
1673,"[0.21988534093486112, 0.1906449999010218, 0.16820627857846893, 0.13402259197113942, 0.21082732199879484, 0.16629961697789453, 0.21937348965513936, 0.19730456680643915, 0.12912943960154, 0.08936285526757404]"
1674,"[0.11597914937227893, 0.1855850093345387, 0.1311019249797808, 0.1557364548859419, 0.20320579750544876, 0.19398641077462253, 0.15014324740585627, 0.20440880856008048, 0.1965824684917742, 0.19032286253770636]"
1675,"[0.21040518826226962, 0.1770228016105012, 0.19413513760274081, 0.19638890912016216, 0.14150267218793366, 0.2090468194112256, 0.1496556792668079, 0.15733309277014051, 0.22220001087315389, 0.061948055547154435]"
1676,"[0.20277713057553914, 0.162222745339077, 0.18691035105690967, 0.13031635953994603, 0.15154317505741022, 0.1695133166772922, 0.13112467958019836, 0.20180167473630772, 0.17301137656245902, 0.2159988303378052]"
1677,"[0.14067287319996347, 0.1281398902704567, 0.2144369989730769, 0.15906627845362775, 0.19162335124321217, 0.1765029097734505, 0.16808413963906954, 0.22963867527766635, 0.22604814827883202, 0.10115829213005734]"
1678,"[0.18799391301425172, 0.24074063644353416, 0.0907102111804492, 0.20677971278343188, 0.1612360429313947, 0.2436584148370804, 0.17598384384309007, 0.1692981002520385, 0.0915018718930467, 0.15621838340304617]"
1679,"[0.14052362193340429, 0.1927529763064837, 0.18240653200892631, 0.12686068859288213, 0.15614527772755393, 0.21275432805881456, 0.19118523229748463, 0.1975076499279581, 0.19184463263027107, 0.14389000308072653]"
1680,"[0.17227084413246108, 0.12351088254754172, 0.1349573243745159, 0.18219492083956612, 0.14766263991034756, 0.23147804863168542, 0.2334834129064164, 0.21245607764860563, 0.16005652100260315, 0.12274719581365467]"
1681,"[0.09532022183952726, 0.18944298478158716, 0.1711527271457135, 0.26212247736027505, 0.11683673841360709, 0.16619179701395526, 0.22912843397446592, 0.19070791358528116, 0.09606449518837379, 0.19766534875350472]"
1682,"[0.17135861382525286, 0.1625527338768027, 0.2063498721031285, 0.2676604888511077, 0.11949763638136524, 0.15077336962693844, 0.16632054401703045, 0.14108827392337042, 0.26100018154966753, 0.07582012867422483]"
1683,"[0.14638883570380135, 0.1577094973744977, 0.1094673071055452, 0.2035215533489878, 0.17933389954552448, 0.18586134090715567, 0.1445149992032495, 0.1814356181108574, 0.1938801281785102, 0.22564647272717453]"
1684,"[0.18215598653499698, 0.18056422239606384, 0.15823872019963536, 0.068978650278254, 0.23435340411385897, 0.0838670126280544, 0.22445982192627312, 0.2536521567085518, 0.18025721407005169, 0.14917284748377801]"
1685,"[0.14268591164234667, 0.2176428916524994, 0.14987244358829233, 0.18443101289817254, 0.11552246549057366, 0.16681278254771403, 0.19033710734171494, 0.17999609364167735, 0.22233361832192766, 0.15431519759691636]"
1686,"[0.21764182376536456, 0.18423141897315676, 0.1476204264541192, 0.17830624087067104, 0.1305736243461465, 0.23502128190285576, 0.20903046371773792, 0.1627047385895033, 0.13173549742913349, 0.12311120836353595]"
1687,"[0.1636793839216657, 0.17407412332925398, 0.20005184124484898, 0.21428370254126827, 0.17849607903891207, 0.1439756745455879, 0.19515424574526952, 0.17932633575350265, 0.15087269789438185, 0.12782810079144136]"
1688,"[0.17806117139803435, 0.11439950652790631, 0.18811749057712035, 0.19416990877289908, 0.2212560958234917, 0.155302092376983, 0.1517269555812809, 0.17541924152224864, 0.1989751779018588, 0.15626654344510327]"
1689,"[0.15429414325133695, 0.17533963557762533, 0.262961640090254, 0.15722215036496712, 0.20999187634763727, 0.16083641436785812, 0.17877195741669527, 0.14056004804237032, 0.16443692568063029, 0.1303667584593463]"
1690,"[0.14053875546102734, 0.18242950711285222, 0.1932643474805379, 0.1523281153684507, 0.11239727979178049, 0.20106634886807107, 0.18629572116751836, 0.21758881666612018, 0.172381834487352, 0.16833335956743756]"
1691,"[0.15178113486713873, 0.21754028075542386, 0.16209869662226628, 0.18588743837521327, 0.21554215497027207, 0.16537254207712226, 0.2332905316266891, 0.14855771013506747, 0.11717695236433645, 0.1333736578051279]"
1692,"[0.18729270838656842, 0.23026792697642162, 0.2269098894992142, 0.11070265131648904, 0.14281596000679975, 0.1634024545532714, 0.16343580900607135, 0.1776344855817975, 0.15454022308897242, 0.18223575284625493]"
1693,"[0.1719339436766546, 0.12229592390331445, 0.16606291486257818, 0.15515184293147433, 0.15817987512150267, 0.14988373411103773, 0.16714235180383785, 0.24281519422956432, 0.17040819683932606, 0.2074361060028702]"
1694,"[0.2126334907109284, 0.18440313586970525, 0.17206584126488378, 0.16443807558808243, 0.19375588601779614, 0.2299123593404071, 0.14018317372202294, 0.1431084602973457, 0.14167820208819104, 0.15017704073693505]"
1695,"[0.18978963595210308, 0.16252464860894933, 0.1696290583542711, 0.25193494613493805, 0.15592362238288338, 0.14272011899865067, 0.12886160693611148, 0.14427841048462386, 0.20124409775295016, 0.18680804325538025]"
1696,"[0.13187513312533594, 0.18173835680169625, 0.19842791955173644, 0.15915755742209958, 0.16015540228623348, 0.13948335943759593, 0.20053718017559763, 0.15567440129019494, 0.1997702627409229, 0.20879117639395894]"
1697,"[0.18859500793713313, 0.08891078814258113, 0.14140681762324814, 0.1543425689712542, 0.22881079928129755, 0.1946786724319628, 0.17099440401043153, 0.11182987366432828, 0.23400186600317008, 0.20859225463185394]"
1698,"[0.18539898624839368, 0.18807543109710323, 0.18220113062497167, 0.11577361227721383, 0.1891457989703068, 0.16804455967996346, 0.18483160433679224, 0.1886115658831502, 0.14357451696397439, 0.1820124618546184]"
1699,"[0.11604060744312761, 0.14044343333557763, 0.20635441189163306, 0.09743901869833005, 0.19892711346835956, 0.15604269533005277, 0.21916286813201447, 0.19222301217578097, 0.19607891099821018, 0.21092259032435257]"
1700,"[0.14353654342279099, 0.19518217137823868, 0.19020248042784138, 0.2293147347203548, 0.16613182580041064, 0.15580850901657994, 0.162993572238599, 0.15999626398052513, 0.190758710448249, 0.1349239624786044]"
1701,"[0.17719397166880513, 0.20027140803803045, 0.16278936487865758, 0.1436967685194287, 0.19079477713326531, 0.15591245038431722, 0.17043291788219284, 0.15724708735662218, 0.17655575469805662, 0.2006337248293797]"
1702,"[0.1603981904755135, 0.18898661089792979, 0.25146505650168294, 0.19030692321461695, 0.17419742870869392, 0.21399104987185769, 0.13329663226437583, 0.15908399231856307, 0.13004746491451336, 0.1300197544596734]"
1703,"[0.17226207318204634, 0.17478422852273823, 0.2187471127759648, 0.13526128467966247, 0.17760695102178503, 0.17939943415058257, 0.13956757274139542, 0.17646251556912274, 0.1876825391932022, 0.14597657448109014]"
1704,"[0.18436984508292875, 0.18433616578770717, 0.17322144451888377, 0.15462797830588437, 0.16654878454016409, 0.1894651808138874, 0.17977625563949362, 0.16982076389785017, 0.2331929943329506, 0.09891884592933209]"
1705,"[0.11071805980036709, 0.12750958638969312, 0.22181571904235786, 0.18426253024026573, 0.14554470024398425, 0.16116445189686457, 0.22642529233838404, 0.2191581875852584, 0.18307527103215004, 0.15111590561158783]"
1706,"[0.20245278107979647, 0.1718753976766263, 0.23827742955324138, 0.14415047270312498, 0.15483070897001772, 0.1900340069430979, 0.1659844896126106, 0.1066932364304275, 0.1932859351364754, 0.16283801457900282]"
1707,"[0.21341126130340782, 0.16527223872277375, 0.18652456099901127, 0.16434875741799326, 0.16062723304969295, 0.20105804452331388, 0.09948847920174997, 0.16382792234005217, 0.13786993864748287, 0.24265106145634596]"
1708,"[0.13167297338345596, 0.21276678385260928, 0.14938089531152243, 0.23599085828079402, 0.13419541732408102, 0.15588579172805306, 0.167468869056851, 0.14240020181396174, 0.24082823236768813, 0.1647181000226089]"
1709,"[0.15091321880990138, 0.21443889152003337, 0.1995247754341144, 0.19310157330866096, 0.11623480332666214, 0.2556114115209087, 0.18609145290592932, 0.1804615583055511, 0.15722202845008737, 0.08483117505399895]"
1710,"[0.21978606213963792, 0.18671069605231583, 0.15392826915840474, 0.1624469209283873, 0.14882877133342176, 0.10410939873491631, 0.1465853458509, 0.1813900150199581, 0.1708457763905734, 0.2405894847580281]"
1711,"[0.15750261492758244, 0.11922295266628502, 0.1272391204001141, 0.17288572463998986, 0.26738477155562634, 0.1950350509163521, 0.16587572295916675, 0.15389061536953497, 0.22896222759988238, 0.13094999389293804]"
1712,"[0.20553747697303937, 0.15226854449630622, 0.15139924160372842, 0.19320954054251738, 0.258185900604871, 0.19363409917762608, 0.12765366400476508, 0.17134047813668507, 0.17599652516433117, 0.09730263972830466]"
1713,"[0.19061122094194372, 0.13223580094764154, 0.21632107929033473, 0.14920162915714985, 0.18298569132692177, 0.17888811356239942, 0.18690995113233122, 0.11829293628535964, 0.23731887850041133, 0.14041170315286056]"
1714,"[0.20159900647606477, 0.16469553413135363, 0.1686494469345361, 0.1517542571399212, 0.1309124522860694, 0.23844832109754732, 0.16833633515023072, 0.17058690481480887, 0.12908027472371486, 0.19892837871747016]"
1715,"[0.1824824778972748, 0.15295911663896444, 0.22175450250483886, 0.21468522487246966, 0.20845572152931247, 0.11087800013542948, 0.20666720455239296, 0.07546084076372328, 0.22024305238399244, 0.1316762704267762]"
1716,"[0.2088895671645301, 0.12272627306494455, 0.17059409439501783, 0.1666636372324295, 0.2271709153928011, 0.19221098206207066, 0.17208485057014078, 0.1684587601718056, 0.1501285316041553, 0.14635835445587086]"
1717,"[0.2428205596734142, 0.16403321706623253, 0.16445159700094403, 0.13438303816924402, 0.2081175895694204, 0.08760844588112093, 0.1963405337088886, 0.18702278950430673, 0.16219553412283905, 0.18141257282443635]"
1718,"[0.17158086750506796, 0.20626365547202263, 0.16272578804647986, 0.15927309807144208, 0.16505768196412807, 0.2312165522111107, 0.1949957637153047, 0.09049149759258379, 0.11944750030765228, 0.21682743584057396]"
1719,"[0.09224295445784603, 0.2077940793267148, 0.2676739864482395, 0.18594064052177028, 0.174017293465748, 0.15238866446304833, 0.11964586222299045, 0.19079230380551415, 0.21728249131436594, 0.12912278405254918]"
1720,"[0.21504485542469765, 0.12563908153122583, 0.15520770197455525, 0.19526583214554116, 0.11115735832714757, 0.2573040221139685, 0.18399585332053703, 0.12507756192175912, 0.19736242084669453, 0.14929533279061458]"
1721,"[0.1351728632447109, 0.17128412760441558, 0.19968192360137016, 0.19808314670196836, 0.1638582423826972, 0.1743404428614912, 0.1713652379834789, 0.14847828791497186, 0.16605512643398468, 0.1983924977561603]"
1722,"[0.14657923626707403, 0.13473012671856444, 0.12888479752843118, 0.1753732108662195, 0.13716704622338938, 0.24965138801911857, 0.21656616110944282, 0.19098507209787652, 0.18456173863152958, 0.1602887964713755]"
1723,"[0.185562014638746, 0.18968289723188503, 0.13459336270781153, 0.16613367417252922, 0.17784335174358046, 0.21607149959697747, 0.16670609084480992, 0.12909899119330326, 0.20189676829952885, 0.1660885052470894]"
1724,"[0.19529745772700335, 0.1800724912728887, 0.1573774564079493, 0.1703293140612283, 0.2430627956699788, 0.09038658412491452, 0.22742953989387005, 0.20205453844884624, 0.13957353616393375, 0.12281370354605181]"
1725,"[0.1573244284950035, 0.15897623995999055, 0.16185354737746915, 0.17159229440121182, 0.18586306582137402, 0.20400229148368731, 0.2191476009018163, 0.1787250845837054, 0.19363976968690122, 0.07972849555603057]"
1726,"[0.20373181981213584, 0.13419227511823018, 0.20273561169280807, 0.20399588471772467, 0.12708311531279104, 0.18664307038935735, 0.11082635210723091, 0.1491059043515417, 0.15624971919957997, 0.24268498525165583]"
1727,"[0.19423333767773032, 0.15599752855836446, 0.17227953549927055, 0.22756535212971407, 0.1604884841225641, 0.19065592431004252, 0.16184482870667816, 0.11506986988026535, 0.12706984789913445, 0.22305149389472423]"
1728,"[0.22671714115971375, 0.208731061225487, 0.12953349715495166, 0.09095750636068145, 0.15009503458868134, 0.17910232434626439, 0.1550755707143746, 0.16792033496182834, 0.2165927451509374, 0.20993298337401767]"
1729,"[0.1411515706533778, 0.15071513123335134, 0.15349755973276136, 0.22142590510280247, 0.1345049565344294, 0.18385760770219872, 0.2285118710359687, 0.13056840283558124, 0.19830582417025933, 0.17426688744313734]"
1730,"[0.14111139439902087, 0.24255696752586342, 0.13943338153889273, 0.1850085973452016, 0.1602439433209486, 0.1919621408604083, 0.17772941418613375, 0.1819436201491903, 0.10662639923005002, 0.2057460985513605]"
1731,"[0.14131474384182796, 0.10388342735463518, 0.14169524773938047, 0.18119223208343427, 0.23327808755477908, 0.2148036603160126, 0.17178261540017548, 0.19825812895762207, 0.2155959458643687, 0.127630865506682]"
1732,"[0.1320766817151906, 0.15062879114737993, 0.18703500100892956, 0.15532514533464215, 0.19581121411091962, 0.2274030889391938, 0.1597288807775341, 0.18556199689107422, 0.13043246925786078, 0.19805659818852372]"
1733,"[0.12468479695785639, 0.11593605962216147, 0.15293262658015494, 0.1676693203586812, 0.2378890102784572, 0.15682981221768344, 0.1734481578210494, 0.1853795438486684, 0.2318618696514687, 0.1781878161330238]"
1734,"[0.20129879897484848, 0.17213019903096483, 0.09934191526620628, 0.12955106369498903, 0.19752609561661527, 0.20838943324190107, 0.15353205074344956, 0.16531300259028747, 0.25794898295570745, 0.13984291980943286]"
1735,"[0.2407751630207653, 0.19147719419237952, 0.21682179319667427, 0.1576822953043422, 0.12063001565759413, 0.16945875121627796, 0.09902996951111687, 0.14022240211724857, 0.16076876317082422, 0.22865206926460757]"
1736,"[0.2320568795723097, 0.21254558028531156, 0.2102357578732853, 0.18131184445263993, 0.18168012159818203, 0.1525631872040093, 0.17787421602109965, 0.13380046804901502, 0.16283802478378662, 0.08973791631217964]"
1737,"[0.15594419369967316, 0.1461980034430873, 0.23273369298724345, 0.1707701627278837, 0.23714062077598597, 0.15069650578231442, 0.16336685992863387, 0.20499063328018174, 0.12949753825967958, 0.1417872913159126]"
1738,"[0.15608427198705344, 0.1753070614577843, 0.16903181051114535, 0.1982828315247066, 0.17609459908319458, 0.17475183700244068, 0.2026167839232752, 0.18102370105444765, 0.17847280059462656, 0.13216696355458923]"
1739,"[0.2036230111292786, 0.194975282731372, 0.11135366827685111, 0.22027593152121672, 0.1441164728197738, 0.08566489039259151, 0.2381589100002297, 0.2224693283958159, 0.14903143219695858, 0.15488823596800394]"
1740,"[0.154689816715732, 0.08602614805907804, 0.21846008384229387, 0.19665350104469415, 0.1497168231964625, 0.162946342558156, 0.1851170670742337, 0.2114740889246186, 0.15691375623053916, 0.21260918369141035]"
1741,"[0.1760853032815114, 0.1189458161551682, 0.15694855135761643, 0.15780324574297921, 0.18280607982261154, 0.1900220943931039, 0.22639551531265245, 0.15982860763092688, 0.23388383387750689, 0.1319390521352335]"
1742,"[0.1712431425112576, 0.18641370704964666, 0.2192080867914724, 0.2019681117095775, 0.1510311892117927, 0.12983802054347382, 0.26539557347383624, 0.11916359745177174, 0.14850749405007047, 0.13384886093605441]"
1743,"[0.13451498455768862, 0.2289847573715319, 0.15506125912223157, 0.1454937337836688, 0.19849478793275055, 0.2696972221674604, 0.10614893181471352, 0.15432641813211168, 0.15063470927678946, 0.17270760105195837]"
1744,"[0.15403721139099114, 0.12265694623347467, 0.15032293051303613, 0.2107651374690266, 0.17070273588193807, 0.13335625550508778, 0.18617445498861518, 0.20300057817391015, 0.21324674822968281, 0.19334732759545104]"
1745,"[0.16153267577143204, 0.0967838229579987, 0.18238036765822063, 0.17780486912308002, 0.1336661987708443, 0.13822701362411138, 0.19319208268106314, 0.18770798798300248, 0.2505995324341367, 0.21401135802525262]"
1746,"[0.2135583362042779, 0.12526607715732474, 0.14980714148479535, 0.1364870956710783, 0.10632985190804545, 0.2090228393822504, 0.11195703428858772, 0.2464512948853872, 0.220626228462955, 0.19312508060947764]"
1747,"[0.23589272016540042, 0.15777213835480164, 0.12853925610496308, 0.21002345079688478, 0.1382986140101473, 0.18615144104290016, 0.16166487766907967, 0.14777602749035368, 0.16087727482593728, 0.2076851305678935]"
1748,"[0.15163037784333666, 0.18176608510849934, 0.14653206673858177, 0.15957257117780987, 0.21714136119592298, 0.1704694403862449, 0.19789276819716728, 0.14939448192416682, 0.1633198548245809, 0.18888597323471645]"
1749,"[0.11688307174369772, 0.161734641650655, 0.1811482102855313, 0.15827469699835528, 0.10408822954612662, 0.20434897823413178, 0.17648315862404995, 0.21611942421735608, 0.16991043515335558, 0.2296883982478134]"
1750,"[0.2187344152959516, 0.1398014897498383, 0.14094545435396022, 0.21031568073583606, 0.16831450013440052, 0.18784878908327107, 0.13831995313522893, 0.21396690560830356, 0.15658344037795469, 0.1633314384554162]"
1751,"[0.17858458084488593, 0.1620521150884141, 0.19325689777206678, 0.12913498603880402, 0.1600452664880343, 0.11577270265178086, 0.11513958094838117, 0.21654597855387103, 0.2577264849470198, 0.1987884234342312]"
1752,"[0.2199004303139842, 0.21483313198756682, 0.1323618198233042, 0.19293138840570467, 0.14513114301825436, 0.19123917215238206, 0.21070926820928648, 0.14789399624213473, 0.12650691526732916, 0.14627885566116117]"
1753,"[0.20468042201046077, 0.19830648879398305, 0.20972776593376685, 0.16447881737254566, 0.18377926272354328, 0.185557619262389, 0.1851619512661995, 0.16993376301618768, 0.12031586049484755, 0.11160455601266883]"
1754,"[0.16395061416134038, 0.15322888203699303, 0.15846154224350284, 0.22439658194228784, 0.19687011606002225, 0.20590532076417822, 0.11057536063270146, 0.18851832527473045, 0.11927697200695031, 0.2014277629841701]"
1755,"[0.1784547723874168, 0.15343207482782006, 0.21490273595703369, 0.15896938306994846, 0.17919043357773057, 0.15655365066961147, 0.20396836702042864, 0.13660977575969702, 0.16688264877788883, 0.181606609996531]"
1756,"[0.1850251509942037, 0.15858064399942984, 0.1726073244061609, 0.15448913888177251, 0.12202572702523695, 0.1909553230591695, 0.18335772667409322, 0.20663175260937416, 0.16193815922411214, 0.19073091218272442]"
1757,"[0.18121291397760686, 0.12986195245306098, 0.10587044786264033, 0.23146777612982605, 0.21454727012743813, 0.13862253261956903, 0.133273543581383, 0.20242230384633064, 0.1953102147362028, 0.19692723105841525]"
1758,"[0.20867481496792084, 0.12535465150753278, 0.21647715251805466, 0.11759840782579112, 0.23014523434909273, 0.17014225180446851, 0.12232957317696647, 0.21192681532114832, 0.1402937206311261, 0.18808932769309616]"
1759,"[0.12600617435681183, 0.21672258385294318, 0.19476218227664577, 0.1408028948283102, 0.16266989614802918, 0.2463623735910102, 0.1429002331330227, 0.19172782497284202, 0.12254857325306023, 0.18158599795559704]"
1760,"[0.1531662182187009, 0.11222236249832906, 0.23091666872490257, 0.1816242910968625, 0.19490459571732177, 0.17104814419967262, 0.25274874483225973, 0.11175718170817517, 0.16009847686905954, 0.15659799104775707]"
1761,"[0.14794447959277401, 0.11030653052640071, 0.2115071603595089, 0.2517010940895248, 0.16069535025394943, 0.15606675627510536, 0.1626000106502119, 0.18307517899887937, 0.1594301064473077, 0.20048798744742735]"
1762,"[0.21373104767671014, 0.22216885955983345, 0.16012672231036706, 0.15419037617072306, 0.1833927706241245, 0.13387790865768112, 0.14906499757377412, 0.16690590777943848, 0.19677607049822132, 0.14791818580635896]"
1763,"[0.22446875864841231, 0.1915140150898882, 0.08520944429834665, 0.16475836522226084, 0.11303898107646826, 0.21402772618875132, 0.22402047320757368, 0.1552749618296514, 0.14720156691579545, 0.20904710808743598]"
1764,"[0.12059042128379804, 0.13557630286354205, 0.15285554396877377, 0.20531151957113203, 0.18934515582083966, 0.15961943676177204, 0.22980171682783046, 0.1442843482002525, 0.14866001614341007, 0.2286180298578968]"
1765,"[0.12149580673018634, 0.20055458833075201, 0.1547956092414029, 0.19785244363852916, 0.13949852336099366, 0.15347775514864848, 0.17746462762714377, 0.16532790764539562, 0.1605362755544042, 0.2582137169995231]"
1766,"[0.11049177663782761, 0.1359197858385579, 0.22588751093525372, 0.23761031366907226, 0.15186887165844898, 0.20871883398575453, 0.15552694709382664, 0.18141270766504858, 0.14308030830829765, 0.17394949753597788]"
1767,"[0.11731548910461698, 0.19878061768162503, 0.2021429257290276, 0.17602128116371318, 0.18394322907855332, 0.15308020883317208, 0.2439733443841341, 0.14699664244011046, 0.10671391972434296, 0.19792764353594383]"
1768,"[0.2342153361718292, 0.17054369474885733, 0.14586013080363391, 0.18638249728458933, 0.20615847755606242, 0.127409013599582, 0.17247534553794452, 0.19088117871316612, 0.19469252447323893, 0.09598573338035998]"
1769,"[0.16809167682910864, 0.204335678547786, 0.15490200692053113, 0.2113250993186223, 0.15535787997547923, 0.13436138408357112, 0.12242724779708647, 0.21575329422429756, 0.22120666343369066, 0.14635735480869116]"
1770,"[0.22169216440166906, 0.21742835200768929, 0.26719361116318197, 0.1725804592822806, 0.12270606369118975, 0.14217183273184386, 0.08054169235668895, 0.19600765043140123, 0.16623512301393295, 0.14422808856819702]"
1771,"[0.20822421340569797, 0.18234729117065396, 0.21570101256504137, 0.1635109416934304, 0.17706854492279078, 0.13848408988296834, 0.13645335682228543, 0.18987915975623826, 0.13701437919492288, 0.17466972400591207]"
1772,"[0.11310426625702108, 0.14528794011573676, 0.14118668069367823, 0.24024300006052668, 0.2425593087297997, 0.17199576769538705, 0.14468691538881273, 0.1722599816522602, 0.14123026751540935, 0.21827465855894712]"
1773,"[0.16128297974128403, 0.14726486525622162, 0.1518869935251721, 0.25731402670424686, 0.09842583933154092, 0.1875480808465162, 0.2160514359545278, 0.16372012496438937, 0.08995256163292453, 0.24471578177429998]"
