,imv
306,"[0.10087324135154742, 0.12136357494131464, 0.09477781794778783, 0.09967990818470056, 0.14523847209012275, 0.13312651083522814, 0.12174056439079266, 0.20114525876522693, 0.09197766311693524, 0.0931007768334785]"
307,"[0.13686128659832222, 0.13198917473025185, 0.13482920559729455, 0.11578238137831408, 0.12871725609507687, 0.11638925260053117, 0.096317793732072, 0.10893754778872834, 0.15502372346425733, 0.08979679553104594]"
308,"[0.13488163348166446, 0.1603516192871241, 0.12358378111363758, 0.1303009965462549, 0.1172697684970024, 0.1262015072827149, 0.10884819384202461, 0.1135219343222408, 0.08873580983827366, 0.11556268590527755]"
309,"[0.1697591753809391, 0.09381095659692078, 0.11841518048693604, 0.10633685317881625, 0.10289089820135423, 0.11553412423969563, 0.1166796821279634, 0.11762994888626957, 0.11980523159187687, 0.1586432142658133]"
310,"[0.09859365065477799, 0.13148874129426333, 0.15025375031786417, 0.09836343918947285, 0.1307264670709766, 0.10583781769471681, 0.14099736278846076, 0.12027952356273378, 0.12175518147394469, 0.10980845504057948]"
311,"[0.11476594379955991, 0.1127256150526887, 0.1230614929328993, 0.11022945905677234, 0.07671700523265852, 0.15103689818109506, 0.10885570950386152, 0.15233805335867875, 0.12854717207906824, 0.14199652836044624]"
312,"[0.12534888810449685, 0.11038703543314819, 0.11221540339307946, 0.13303399479082173, 0.18507296970594303, 0.09780304636246587, 0.08787004732266421, 0.11222551279242617, 0.13651973007034782, 0.10907132662430787]"
313,"[0.09639258814454013, 0.12048212367611322, 0.13825071284856072, 0.13004830954301325, 0.06569874637139782, 0.1351882916050474, 0.13776910333619136, 0.19655078051939232, 0.11764993628009823, 0.08524596114608594]"
314,"[0.13392678336979524, 0.0914104374578362, 0.16085684686624602, 0.11742862349727935, 0.13609815214221546, 0.11434025262256275, 0.14757865770560505, 0.1189526817076533, 0.10972958844846051, 0.09252615408292933]"
315,"[0.14343384475731263, 0.10460063787591986, 0.19820886405204824, 0.12744741947587868, 0.103827928085824, 0.10582269670609189, 0.06650504370969598, 0.1518025980990456, 0.12393156672770499, 0.10971632446376209]"
316,"[0.11480952227968592, 0.09846784858694936, 0.154750002308279, 0.1270925027761036, 0.11126780322333282, 0.12102628724985885, 0.10990147928063974, 0.13482549538951544, 0.10592268816912329, 0.12467887351776369]"
317,"[0.13921782990082088, 0.06230065194469939, 0.12582545934507297, 0.10105306111891757, 0.16710883281337185, 0.10705110613297728, 0.10127879287812253, 0.10522183760099187, 0.16504814148395155, 0.14339403340777707]"
318,"[0.15967725072542796, 0.059903304492435874, 0.11343262125439285, 0.06842461351331215, 0.19297427205315865, 0.10857614217817059, 0.10641681125480729, 0.14522681826156456, 0.12228883796382418, 0.16196707103403046]"
319,"[0.09033189402769104, 0.16512504010113882, 0.12316666756356101, 0.1131954444548815, 0.1551276053757706, 0.13501962343334817, 0.13242228146668028, 0.09091594225435642, 0.10320971116152115, 0.10546768129521221]"
320,"[0.1124034798643068, 0.16534582349118143, 0.04324310605923831, 0.08421531743760713, 0.16609198190645275, 0.12185452712406476, 0.13265350593826708, 0.13587084396959553, 0.14120168164441055, 0.1359821728663329]"
321,"[0.1638880857219686, 0.07990971311376113, 0.08522004517973143, 0.10801280501560777, 0.1509392139773707, 0.13338576555620094, 0.08655092174533628, 0.14184419697872247, 0.13358200704918524, 0.1373412659098266]"
322,"[0.13702445442958006, 0.13001595460632984, 0.12641569804328928, 0.15431739730736518, 0.12804650374491547, 0.09079866640216018, 0.11187112908439921, 0.07133801965377895, 0.13847770228086576, 0.11319521506545382]"
323,"[0.09412563232544634, 0.14298055238033985, 0.10914188828031726, 0.14777632306629673, 0.14594377653864576, 0.09286695324535665, 0.09971132014453196, 0.1284084788282828, 0.14035654888852891, 0.12065648564265538]"
324,"[0.13306948805316413, 0.13574137155408234, 0.09589649557630328, 0.14619675260140505, 0.1268147834034891, 0.10405749028589188, 0.10484125585990269, 0.11141805671714138, 0.10759319777331455, 0.13185989151669936]"
325,"[0.14937314231639828, 0.04985125071757471, 0.13785008618907585, 0.10855237991137591, 0.17409347666715658, 0.10258311977688897, 0.13758929690730787, 0.13475671565492614, 0.07423730090580268, 0.14972942814845638]"
326,"[0.14245842630065508, 0.11618080341574184, 0.16518357357179003, 0.10687784533224702, 0.12226512016898948, 0.08884909961915523, 0.10510811382717077, 0.12359689828573894, 0.14478238773288035, 0.12765403120084443]"
327,"[0.14795573484929544, 0.045582617957636004, 0.10012726174591043, 0.1356171396555184, 0.12316773854600385, 0.12618720028955832, 0.16751897898738619, 0.1077787467670283, 0.12022641592901807, 0.12002189541389977]"
328,"[0.11292109299296017, 0.15953905998529108, 0.10097150439309437, 0.11053649228278735, 0.12223327913101194, 0.14013033246737153, 0.12688784925390756, 0.07336102756064747, 0.14709590520503027, 0.1196222235553911]"
329,"[0.1524927470036242, 0.0973990843839596, 0.12938186275012842, 0.11251899607084512, 0.17038240991283052, 0.1635837582116382, 0.10074838357660648, 0.08131850863643894, 0.11224435868988535, 0.0885328672427982]"
330,"[0.1370534626779987, 0.10408346792733554, 0.1258128659176384, 0.13807675901037242, 0.12537538070907778, 0.09703343741846426, 0.12333246493891308, 0.0828365055632792, 0.14736732508921893, 0.10903632577768828]"
331,"[0.1236052064481923, 0.12713429195041, 0.12063319071461709, 0.11870101281283696, 0.05857525712475085, 0.12434002065209987, 0.14622822139399985, 0.14716387814564913, 0.11564489433382076, 0.13494222578546836]"
332,"[0.15215495751220942, 0.15226828304155388, 0.16657957017066877, 0.08555438724854325, 0.15351791435629156, 0.12915686679801752, 0.06050063360094593, 0.09191905046754703, 0.10947626509070085, 0.13207397907074367]"
333,"[0.11728713435726214, 0.0999616757471525, 0.11990257017770113, 0.15107987315380583, 0.13833121054282743, 0.1007893799224903, 0.13042591583551225, 0.11031335545400005, 0.0965401505395271, 0.1568460186024403]"
334,"[0.17257886704177872, 0.14197242342540223, 0.11920459219031886, 0.10110926009646251, 0.10081276347675082, 0.1439723154898254, 0.11273174157147317, 0.10631957534457603, 0.12165085521161055, 0.10968027635618205]"
335,"[0.10626583780970227, 0.1536612919616057, 0.12323087630812375, 0.12204420745883554, 0.1691351109581942, 0.11711298955364113, 0.07422005063416394, 0.09872931951303839, 0.10330029112901569, 0.12857737761956867]"
336,"[0.12860906809122039, 0.1170127127507087, 0.1936874062813161, 0.1311335295742922, 0.10282388750535873, 0.10667128998346048, 0.14322232289288647, 0.09177837704303207, 0.08922666538514439, 0.1270895155980249]"
337,"[0.08461095818954602, 0.11784811008307951, 0.08299215892918028, 0.09627409617179752, 0.16411565625907643, 0.09504594484083877, 0.1803706541473225, 0.10867695135798425, 0.16023439422575925, 0.10985054530952312]"
338,"[0.13237299860499666, 0.09981295158871083, 0.08079871549260177, 0.12071420863325583, 0.17236909292225475, 0.1179071255979101, 0.1581716480674143, 0.12468782832686616, 0.0890662406608441, 0.12368283247238067]"
339,"[0.12234817126200098, 0.08421946118915503, 0.13680335590268317, 0.09785594387223516, 0.08750328561379962, 0.12631362748722894, 0.12377890833093085, 0.1731846058590096, 0.08648987946743701, 0.1894632268340991]"
340,"[0.1283966799673326, 0.191320053121708, 0.10107153505407197, 0.09682629376137851, 0.14988268255767964, 0.08829455590422185, 0.12179977019052973, 0.09518057589466189, 0.10324468430425017, 0.11425398580152021]"
341,"[0.15146051220770176, 0.11183768191817656, 0.1058657514941362, 0.14660598351050358, 0.06774729067659872, 0.1319580114362002, 0.10811518161040307, 0.10540562555707618, 0.15084028926692855, 0.13284793539614081]"
342,"[0.07587311956602472, 0.1261001503315052, 0.10235948826681408, 0.09079565785288243, 0.12978590829926817, 0.14259578175968074, 0.1350272773062636, 0.12334245269980007, 0.14660178023839124, 0.1376666337262034]"
343,"[0.08784366594122686, 0.10794296682699399, 0.1154995831197028, 0.11598084710428214, 0.0981740214229841, 0.21450323522039055, 0.15659725447892092, 0.12550639684043752, 0.10715241999824039, 0.11753075750139963]"
344,"[0.10066060518414303, 0.11396598966459057, 0.12055879653801325, 0.11872305960334684, 0.17330305015000283, 0.09990719546359444, 0.09901541138111435, 0.1067603830770102, 0.1490116453423498, 0.13849063716108667]"
345,"[0.09244377187636568, 0.11204123104643453, 0.12981603130142771, 0.0958441069809888, 0.12458426189973092, 0.10352904645588037, 0.09480608075126319, 0.13975375893208036, 0.15174556637984365, 0.16726702793854661]"
346,"[0.13496770121624532, 0.09176749952335421, 0.092175492130422, 0.14174536767469334, 0.1615157563901437, 0.11601401856955457, 0.1149732465117757, 0.07831230540619498, 0.11759024254753841, 0.18809206903588474]"
347,"[0.14036817827917278, 0.10954857667349631, 0.14591550226532135, 0.19763194023468386, 0.12868678410693787, 0.10564675627846161, 0.09200494845253455, 0.09455519961218325, 0.14645261046408548, 0.08348154632559507]"
348,"[0.08284962553458725, 0.140218728571123, 0.12667440628403343, 0.10867964783245594, 0.10192047160628394, 0.15839108562702478, 0.060662206958145455, 0.20091160391709692, 0.11583393791878493, 0.14326508954227715]"
349,"[0.16986588572101155, 0.12697023084112286, 0.07564391988341884, 0.10455127591171096, 0.12550458301602166, 0.16523703003384785, 0.1371338589672969, 0.09001331284272023, 0.10406634787182617, 0.12378580926709697]"
350,"[0.1544768600815228, 0.1507031211053302, 0.07430275222789791, 0.09719362299322656, 0.10776906394504877, 0.14610031911691077, 0.12183347540267776, 0.12894838816834248, 0.10865975014239965, 0.12623539639863296]"
351,"[0.17221724787426684, 0.11751307233372527, 0.09011447082038511, 0.10741817949697878, 0.14059593224507846, 0.14873196298082017, 0.07682465388393193, 0.1278620776477383, 0.11481944145260266, 0.12512419193041235]"
352,"[0.12807020853692588, 0.16799445490783604, 0.11251117704699763, 0.12747530493368592, 0.08541689621418798, 0.10022666892479823, 0.14176354824359627, 0.1264334055650244, 0.08332853072200481, 0.1293217719798321]"
353,"[0.14037293146449423, 0.14849607490520592, 0.1558727695650778, 0.14317929689834555, 0.11303936365804157, 0.09241286927233314, 0.06494738169642161, 0.1819466006291522, 0.0858990308804789, 0.07041056120170082]"
354,"[0.07569588160061867, 0.09465743399977027, 0.1763091421928737, 0.13089089955290767, 0.06502999882524077, 0.0925870819907834, 0.12352895588919992, 0.1557711908008606, 0.16204040075590795, 0.13134227698671802]"
355,"[0.13769544175016912, 0.09374964413931146, 0.10892889354347507, 0.14275950649724742, 0.11189352093612039, 0.09387801093008104, 0.11820269065963424, 0.11735890513089288, 0.13991230443517866, 0.14585401834389447]"
356,"[0.19564292861021246, 0.106815237519902, 0.0815629064390822, 0.12086458448619398, 0.13821857907417748, 0.10448259904472997, 0.11367988383226521, 0.16577404814461638, 0.09182931778924923, 0.11933191964903125]"
357,"[0.1435501983153948, 0.07688344242194235, 0.17401477976629223, 0.11672350458876743, 0.0971238207836496, 0.2197276574029993, 0.07827660427764625, 0.1320594748803175, 0.11327368416895814, 0.10913531573173996]"
358,"[0.13357061839728615, 0.08602487075791664, 0.11302126949811403, 0.12127789737537795, 0.11786588011955623, 0.11996316741575609, 0.12726156927460425, 0.13091597945502642, 0.12341640609601828, 0.13746067011851446]"
359,"[0.08445774042271768, 0.11438840729358538, 0.12076990394014366, 0.13709010335548955, 0.1267962893951953, 0.18979558400887836, 0.13016227799440866, 0.09675410914542663, 0.10069910525619828, 0.11353942209502577]"
360,"[0.12907461446882934, 0.14517708243510521, 0.19961504932095636, 0.15226782861638755, 0.14193498587513892, 0.1256472028186424, 0.06737157172740986, 0.09038798597914172, 0.10644289449568309, 0.10008462906243008]"
361,"[0.1427891311938375, 0.1487041156897098, 0.13876341844986798, 0.08317497167512446, 0.1680707392000614, 0.11079808759608771, 0.11831797632659724, 0.10263700307717635, 0.06758132545746229, 0.14011061231747957]"
362,"[0.09048007448610848, 0.12345352085666912, 0.13080265856352577, 0.1520013509838579, 0.18457663623292017, 0.16025512733138125, 0.0807129600593118, 0.0988099773938749, 0.11845874889265663, 0.09414699084600446]"
363,"[0.11277564428009627, 0.1047179241077345, 0.17824767911170686, 0.08631165263965732, 0.12850680560096112, 0.09284663585750079, 0.1364856398407015, 0.12101816245019147, 0.1342525607195356, 0.11424477363650534]"
364,"[0.10602485546419767, 0.16078590801362178, 0.11262608640302119, 0.10622330278558155, 0.10350391599210869, 0.08933237559289416, 0.13579948948654977, 0.1395807792860574, 0.1553419907997257, 0.1200501371431162]"
365,"[0.10311466509039464, 0.19825638545570715, 0.15118864159635648, 0.1286651082447457, 0.1141179835084865, 0.09958363575590515, 0.09544500031451442, 0.1056247259383432, 0.11510711747565035, 0.1019134170637078]"
366,"[0.11737635909710611, 0.09016773252228104, 0.10477246057166291, 0.08134681424996147, 0.18048868846265517, 0.11707882730622285, 0.08604818961838807, 0.12107673197297401, 0.16582387719654842, 0.16123381971516762]"
367,"[0.14974409546007705, 0.10886791404739705, 0.09148360823887326, 0.0993731851136754, 0.14803030473989143, 0.12160933553361643, 0.10197393492175572, 0.12495697924310506, 0.11713167251036716, 0.14640418614811515]"
368,"[0.1335257658732963, 0.09666330348937123, 0.09376531578389273, 0.1380453000515401, 0.1327519909727764, 0.1054362456429786, 0.10564121479744513, 0.13897739953546592, 0.16039421327891265, 0.10781927651571298]"
369,"[0.12429482416985015, 0.10103170780242675, 0.09905817767248494, 0.19702258122932817, 0.10862165155277285, 0.12963889858199296, 0.1004735987921032, 0.13376947015315444, 0.08131393088347358, 0.12005071351565795]"
370,"[0.12892494222047327, 0.0903413771860167, 0.17623467976917745, 0.14744262661284638, 0.11709157499624591, 0.12825917191330705, 0.10886926559496354, 0.04559827505652699, 0.1506486010262067, 0.14038399796568904]"
371,"[0.11502145568625603, 0.1448177570852405, 0.055813732406645986, 0.11253248146858114, 0.146156814825107, 0.1253424344878213, 0.1751716242977265, 0.1139040047711198, 0.09585497689598897, 0.12691396633330046]"
372,"[0.12463838728175244, 0.13680010606299137, 0.11967507095620351, 0.08441797947053764, 0.11279830290229795, 0.09277263879189232, 0.134443793505008, 0.13962400471074535, 0.14375181336748152, 0.11455134692005459]"
373,"[0.13570371495204941, 0.1070989111746257, 0.13030728437073374, 0.1443402164029532, 0.11859837788540849, 0.11356093728828623, 0.10111451818461446, 0.13282619389500389, 0.09949093295261799, 0.12397458099552122]"
374,"[0.11759176393264328, 0.15627395698655927, 0.09892917316690156, 0.12237832051083937, 0.1288781097840192, 0.09938360220064868, 0.08259917304010791, 0.12519077755098568, 0.14143248604679376, 0.1482366578730592]"
375,"[0.11505863428275151, 0.09979784198705918, 0.10845014550160963, 0.20409258374947598, 0.1517324669918608, 0.06781558995800456, 0.11475063568806729, 0.13153980173634472, 0.11060276542646474, 0.13329158663996468]"
376,"[0.12783228945188105, 0.12557946222670785, 0.11348095357052053, 0.0873972974690966, 0.13179790392997068, 0.15132893805244607, 0.09374758787765133, 0.12176490885347763, 0.11743653978035365, 0.12508800615500762]"
377,"[0.15930060423555537, 0.1843896531991118, 0.11794743865268363, 0.12223601763930829, 0.0759774108052341, 0.08338294130111742, 0.1231442580358712, 0.0948088458365258, 0.13341555650216008, 0.12511881605351663]"
378,"[0.10069002927247066, 0.10064610220562954, 0.10263345387873403, 0.09458303258300337, 0.1378810406081191, 0.13834840265650472, 0.14860438636360762, 0.10991562363332286, 0.12899813596989643, 0.15114019560262215]"
379,"[0.10219289108429841, 0.09601176721184411, 0.09846177295597819, 0.1326470742015753, 0.12109560401997145, 0.1678209245280664, 0.12230996372167731, 0.11718911755385275, 0.13329088053885618, 0.11815260331255924]"
380,"[0.11983063786395236, 0.11835566992739131, 0.04023747124463804, 0.13828625810951514, 0.05884222857739205, 0.1076817882728092, 0.1339491320103439, 0.17265735021121237, 0.16711125944907274, 0.14068545966269738]"
381,"[0.2044930318441015, 0.12441133889074603, 0.10056868371168559, 0.10462342724417709, 0.10551102154386116, 0.10487301763049182, 0.15503742624350564, 0.0723706813309986, 0.11120855770497641, 0.15327782986072758]"
382,"[0.09695789074730511, 0.11936871501057911, 0.1536756739262071, 0.12495746421482169, 0.08637831399521953, 0.10790235826179592, 0.11860943091852535, 0.1354664623602187, 0.10335960158654017, 0.1587975349483798]"
383,"[0.10868860390649913, 0.06376251650500114, 0.12803602815712775, 0.08981649576115287, 0.11161738781758589, 0.11797405540017768, 0.11841514088966014, 0.13732414109196198, 0.19034038507924422, 0.14792885963490954]"
384,"[0.1069110495571756, 0.1599444114765781, 0.09875035028844244, 0.10810115318490628, 0.11732901663274237, 0.15616753589452062, 0.09521082369870462, 0.11188179185460263, 0.13275094359397946, 0.1226151520140506]"
385,"[0.10397402732101976, 0.07034459633236928, 0.10940591497171523, 0.1289810339037017, 0.17236381471229048, 0.11342161196406679, 0.11508472021952197, 0.14418082342676541, 0.16366575921432858, 0.10763410848468911]"
386,"[0.13245975860360945, 0.1133527944982674, 0.14810457261448115, 0.14672897819989242, 0.0656959692297316, 0.09936453278199166, 0.12867355046694356, 0.14650489103553727, 0.08616993757711938, 0.14451179427724684]"
387,"[0.16190915677895967, 0.08004726747560394, 0.10089316506826863, 0.14646592173276715, 0.0836744572511077, 0.13915763591807545, 0.15965334332396683, 0.13211913858854785, 0.1003987022454439, 0.09984033558884654]"
388,"[0.0986111516075276, 0.1335759457930422, 0.08463887384770602, 0.11371198060911142, 0.09515625417694723, 0.17776250147847455, 0.12075660715062093, 0.14589855884997835, 0.13374728241072756, 0.1067411172787996]"
389,"[0.11618605790076732, 0.14035378845896368, 0.08329773248207294, 0.11108318900478323, 0.10734119700351707, 0.165601223092652, 0.13953738446351063, 0.13031315216570646, 0.12068598817667388, 0.11225555556899407]"
390,"[0.10456026815810562, 0.10487018997134312, 0.11142863494223593, 0.19093245660858674, 0.10440117101492234, 0.1318251578522536, 0.1557924763053407, 0.11438627835640172, 0.09004043491061214, 0.11785575286516933]"
391,"[0.10285591749969178, 0.10619801308638513, 0.14099707105352371, 0.09304339458513483, 0.0951939468795607, 0.11653501475261055, 0.1742161665231743, 0.13630057912825475, 0.10343033549604289, 0.14656868673303333]"
392,"[0.06990577796403893, 0.089226664476798, 0.12813897802450175, 0.10387737329165844, 0.16906212381234223, 0.1412545492123914, 0.08998795545538524, 0.15339602756297, 0.11097602968605948, 0.1663400464030809]"
393,"[0.10036255622101789, 0.12897144292806986, 0.13951911496126637, 0.1340593226989049, 0.09236251332028696, 0.10475575238035617, 0.11682014722556311, 0.14235809034531613, 0.09576551402722094, 0.15765906697468116]"
394,"[0.133502185799012, 0.08547682299903206, 0.11051081883192224, 0.10101021177711077, 0.15802969495414765, 0.10087502233480382, 0.11520588168775205, 0.14153950618956607, 0.16040296915301466, 0.10406592830827548]"
395,"[0.10621982567789176, 0.14275250020491764, 0.08755334355930773, 0.1443758623442751, 0.1420345325606693, 0.16316412359643206, 0.10132267151240519, 0.11603116471543408, 0.11543779258398938, 0.09755266796381538]"
396,"[0.11344528550599876, 0.1223061866070474, 0.1302254791198381, 0.10595131752562402, 0.11577388111761373, 0.11507112457061873, 0.1394145863377555, 0.10330029886303632, 0.11069375665244936, 0.1645245803954815]"
397,"[0.11249614557713278, 0.14860714049150855, 0.15622289888534802, 0.15337569942585583, 0.11960616727349686, 0.11929341547968404, 0.07059889220752741, 0.13570412418110153, 0.09979743558038184, 0.10232082922384447]"
398,"[0.10329533749086577, 0.10910666540128008, 0.18539608298072166, 0.12780234850467923, 0.11182349411312197, 0.12535291798306997, 0.12169173798841573, 0.14605554413920321, 0.08783424770200085, 0.11418026226471197]"
399,"[0.11764484832926286, 0.10175414005147296, 0.1103195099325645, 0.12427048473061203, 0.12988415113321045, 0.12496864004214851, 0.13118568309393883, 0.16841413514684545, 0.08635597204721362, 0.11040419632916955]"
400,"[0.1884844098065816, 0.13440142942729977, 0.11589668122337898, 0.1041484016167888, 0.14030819204459935, 0.14078674496641538, 0.07206064750428035, 0.12376448286436331, 0.09530193827888639, 0.10788160797500683]"
401,"[0.05147608279652171, 0.13421383223782027, 0.20367732857156978, 0.09954531711780472, 0.11598145091156294, 0.13487180717992486, 0.095779346889956, 0.13396202966486637, 0.11627985725298183, 0.15367607411539377]"
402,"[0.10280710766058199, 0.11160988292990734, 0.12132944233273434, 0.13878761838730203, 0.15790892815390628, 0.11009797167853505, 0.14124561105552344, 0.0844734580836202, 0.08398109298214032, 0.16811302328461086]"
403,"[0.17476631940200382, 0.1638066818958088, 0.07060413529490178, 0.12837035749346237, 0.09018645933935229, 0.11880932724028731, 0.11169156094019027, 0.12340399280216521, 0.12647065557302636, 0.10237473074960275]"
404,"[0.10579513282977926, 0.11822552677854765, 0.09792343642452382, 0.1268545952631896, 0.14782667891822468, 0.13123341385975845, 0.14815914357070878, 0.10358404065100275, 0.10820583634498768, 0.10947261488435595]"
405,"[0.17680565550176733, 0.13930002129253757, 0.19128530287365722, 0.09976609370454077, 0.11696580554662722, 0.07187625888967615, 0.11767473625297732, 0.0871085153463719, 0.1081628986432478, 0.12149358383547873]"
406,"[0.09675284543756134, 0.12010234724271104, 0.08457253142059894, 0.09556183436251235, 0.14193072258304576, 0.12690392971556003, 0.1547189594419327, 0.10502339963143882, 0.13655174639262815, 0.141203658815181]"
407,"[0.1367288003282463, 0.10239966131446772, 0.09339580430217505, 0.13788368443107024, 0.11875705978125085, 0.14493756470637337, 0.16611655109190546, 0.13589133560311498, 0.11820001182157586, 0.05007985042720014]"
408,"[0.11578102982550965, 0.10637758367857503, 0.11628965691580055, 0.1316694959902519, 0.1493674032629315, 0.11552786281130811, 0.13309445949098928, 0.06553769872067931, 0.1632393093825172, 0.10696155519451403]"
409,"[0.10515269301356145, 0.12691304321307545, 0.14455928427073153, 0.1311716214968463, 0.1391389301522486, 0.09355967900194663, 0.14101405117877597, 0.13837145005196047, 0.09642524516330538, 0.09344114431777256]"
410,"[0.10539264797905701, 0.15160674696881504, 0.13885327021285085, 0.18435054185477112, 0.1430408345560074, 0.07188557524680143, 0.15174331972204522, 0.11211339839039054, 0.07415881522168086, 0.10455188623790539]"
411,"[0.10822943072943095, 0.16115179267503904, 0.0777710245669329, 0.12233164045011956, 0.10858880257786, 0.15657347800453006, 0.12050836288603899, 0.11895413172876548, 0.09322475402454686, 0.1432051748275659]"
412,"[0.11803558082862194, 0.12764293093368798, 0.14134856707824497, 0.09118552623443917, 0.11927107148002422, 0.10720861247050488, 0.08956767403481071, 0.2524386117223519, 0.07883795193112067, 0.15203244966373305]"
413,"[0.17096017977584815, 0.1055035800954803, 0.1328528210416174, 0.10998575547166903, 0.10595185970565388, 0.15184384478819474, 0.09710837104175625, 0.15561709663312323, 0.13263031820657994, 0.05488187731039775]"
414,"[0.13402022986758497, 0.1423741192839894, 0.06838086620005107, 0.11563117080794492, 0.12603553130573653, 0.13847716359442813, 0.10805362512407879, 0.13020263938808682, 0.08921174651827532, 0.15029017974418563]"
415,"[0.11713371669282406, 0.1127933824278957, 0.10606129467722039, 0.12849842383771135, 0.07544326431917729, 0.17285878725274112, 0.11509473140695953, 0.16234845087703553, 0.144124915835235, 0.0717455918284795]"
416,"[0.12449361632687757, 0.10998008668575052, 0.15288821910138495, 0.13540054661437032, 0.1645782025239106, 0.10975074466362725, 0.06524471028022394, 0.13698167621799007, 0.07896114448105027, 0.12274159423793382]"
417,"[0.10185745628581373, 0.16739851264674888, 0.0927795412502096, 0.157353081115303, 0.07840517264396692, 0.11985242388238264, 0.07895147971660922, 0.19262999977050463, 0.16111895492702275, 0.09420783206148127]"
418,"[0.12904109454602497, 0.11008027326960575, 0.12693739350628108, 0.09839130379437346, 0.18569853241212897, 0.14986467615769986, 0.0800997397195287, 0.11614827975242811, 0.09938514591603564, 0.11713934038418174]"
419,"[0.2030248555972833, 0.15498004690480582, 0.1519125354730667, 0.08475783996817031, 0.06363127922851285, 0.11520781478668245, 0.12066355450746884, 0.09885804920190347, 0.10861772448413703, 0.13935693413323194]"
420,"[0.1062463354766134, 0.13771021110498397, 0.08931608718326373, 0.11715083972701601, 0.09529073677742625, 0.16084010999456017, 0.15731841032209762, 0.09520872609419867, 0.16058053637143607, 0.0911366746898112]"
421,"[0.13945678170829032, 0.1317814977108084, 0.11349259692470551, 0.1471029596225193, 0.11220954699893716, 0.14389022030375911, 0.14006145862585814, 0.13215894434654468, 0.08234048059867413, 0.06733294235465793]"
422,"[0.126949263356657, 0.12610718572275595, 0.1657176304465265, 0.10656552718463486, 0.11232691463961596, 0.13622559265263823, 0.1203953463842371, 0.1409930811031034, 0.09192713825584586, 0.08000885604969307]"
423,"[0.11566786895174436, 0.10203243715281672, 0.15464913861496274, 0.06753575328668787, 0.15846593386359764, 0.14441499174820668, 0.10529927799472512, 0.12718401010415334, 0.11775436684626972, 0.1343661299794709]"
424,"[0.12740721171631497, 0.08509171335458593, 0.07413864289255845, 0.17324158796927527, 0.15293363448843275, 0.06953699685288822, 0.16507818412959407, 0.1515743664842415, 0.11990997223318797, 0.1242332753554961]"
425,"[0.1657943107357049, 0.06462702275431405, 0.12542251284695258, 0.15619541461334163, 0.1281507054995322, 0.11631716408009705, 0.14470776909751604, 0.09028900155402432, 0.09800232359445195, 0.13311978167100907]"
426,"[0.10847304227207082, 0.14350155503930798, 0.0903414389318613, 0.08082150271048248, 0.11953628619108894, 0.10530986729996075, 0.1309959953191267, 0.16488386412284875, 0.10926305431496938, 0.15452581419983222]"
427,"[0.1492715899358993, 0.08492774077266478, 0.10093061505883738, 0.1352273471614077, 0.16504123571552723, 0.09296212042944985, 0.11361273979538986, 0.13689644233272233, 0.13647717318775496, 0.08297731841956382]"
428,"[0.14598187202577328, 0.10564712103540806, 0.14271472008128178, 0.10393805364278201, 0.16580081000063904, 0.09905396265923028, 0.11982723948309223, 0.11864459405833859, 0.11317120552262507, 0.09982784231751066]"
429,"[0.13411089533793838, 0.14026178362429512, 0.1277152364990834, 0.14281798748374736, 0.10617831883976078, 0.1026554128195684, 0.10518152712192382, 0.09945008408558118, 0.11890453708327181, 0.14166859493867393]"
430,"[0.17797669899174667, 0.11354713285616905, 0.10172191012987351, 0.16460258532615374, 0.06747308017949072, 0.13209751326602223, 0.10217513312179784, 0.10815454963598237, 0.14196883620350936, 0.1286024172806359]"
431,"[0.10990131127146395, 0.159601402544647, 0.10402273768908908, 0.11150807886713936, 0.11947253315361138, 0.11603858727982058, 0.13354765102760763, 0.1026891185821823, 0.1405755344452899, 0.10002616758456603]"
432,"[0.12495771612338391, 0.09963313173918367, 0.1417731361690074, 0.09348773487366059, 0.16867204174801956, 0.06186065431834632, 0.12053859284961363, 0.13738866272129027, 0.10100772924418366, 0.14885957052675414]"
433,"[0.1367676035875297, 0.12182625588790237, 0.2028354352514515, 0.18215941885433973, 0.12779202256203057, 0.12441934086740906, 0.08273968533717735, 0.08046687698817516, 0.1039864933540792, 0.07890226785362997]"
434,"[0.10544954970788202, 0.20570850304840682, 0.1142591490658139, 0.12268964063177056, 0.07552029337253573, 0.12322796541463889, 0.10486774741953929, 0.1276013476559379, 0.10813394572711807, 0.12036700137113171]"
435,"[0.1929962143061215, 0.1435427051645949, 0.05367167679880074, 0.12083346757375601, 0.11153856442459768, 0.11477668966226898, 0.17910410202941182, 0.09415029707423338, 0.11155541152592387, 0.12050228456621673]"
436,"[0.11384567904249732, 0.13269129643271693, 0.14771848000825707, 0.08110085727582876, 0.10042739813874291, 0.12074044526537948, 0.16018921837594183, 0.1394087603387135, 0.1017847384345384, 0.12225497465972951]"
437,"[0.10466024292616509, 0.14228939085963346, 0.12730372030642925, 0.1008302782766091, 0.09809933231175676, 0.14054876846656805, 0.10918151596473459, 0.16853660448748417, 0.12654185228091078, 0.09167254081142595]"
438,"[0.10215235018411407, 0.12698194984465028, 0.13037015932297236, 0.05958421297173227, 0.13922139325465147, 0.06601319753845579, 0.13936308604750247, 0.14650786710724864, 0.13515249717759742, 0.17088600838004978]"
