,roc_auc
28,"[0.7346033653846155, 0.7714022527459714, 0.7327182465342825, 0.7541803818301513, 0.7564331572952262, 0.7361160994881927, 0.7454690346083788, 0.7445723376380311, 0.7388628762541806, 0.7285665378784173]"
29,"[0.7748653249691005, 0.7851924764592869, 0.735093820184018, 0.7619758351101634, 0.7712835933095283, 0.6838655182259445, 0.7479925736829891, 0.705219494552195, 0.728634500157679, 0.7481124824811249]"
30,"[0.7464581010776663, 0.7643389423076923, 0.7036517881085298, 0.7786243534181463, 0.7115915998894723, 0.717631894750878, 0.7863765038924275, 0.7769811681483606, 0.760838647520301, 0.69440300194403]"
31,"[0.7134195990405141, 0.7711057692307692, 0.7632333333333334, 0.7459387328846602, 0.7785204991087346, 0.7111649406640295, 0.7376686232107919, 0.7276436547764366, 0.7856834221518076, 0.7248292349726776]"
32,"[0.7076946302489782, 0.7423162845385066, 0.7815745192307693, 0.7813716900311527, 0.6916133617626155, 0.7318664307828395, 0.7547476878872228, 0.7493372640431465, 0.7469506920415225, 0.7462020597418333]"
33,"[0.7362092307692308, 0.7319930875576037, 0.7633766884581217, 0.7890492170022372, 0.7393602540834846, 0.7294633572946336, 0.7545596432552955, 0.7032101830218067, 0.7313122533358392, 0.7654769829484356]"
34,"[0.7594363544157069, 0.7534471881759193, 0.7500617408679644, 0.7227881125226862, 0.7409844054580896, 0.7299083269671505, 0.7355661309149683, 0.75453003875969, 0.7519083969465649, 0.7430466714048802]"
35,"[0.7822700568001755, 0.7203505521562128, 0.7448995261495261, 0.7470268091110661, 0.7728874024526199, 0.7643837616822431, 0.736842105263158, 0.7049585990292186, 0.7215632603406327, 0.7470998711053825]"
36,"[0.7457777777777778, 0.7611250464511333, 0.7569770654877037, 0.7336201690821256, 0.7392134009781068, 0.7399274047186934, 0.7164322587442056, 0.7545551982851018, 0.75344382788162, 0.7144864938982585]"
37,"[0.7574061336306064, 0.7541334370744991, 0.7576478895697136, 0.7302990113334942, 0.7558260658914728, 0.7517581924285501, 0.7063407441016334, 0.7547110698537943, 0.6968275450750103, 0.7722487366647951]"
38,"[0.7330269861778114, 0.754367111761478, 0.7476145573741046, 0.7343119053144582, 0.764343005425808, 0.7544216732172936, 0.7153346994535519, 0.7295776282200047, 0.7561387646331017, 0.7477189781021898]"
39,"[0.7314400921658986, 0.6995152734589354, 0.7679765886287625, 0.7778753885660223, 0.7313714525373969, 0.7400445930880714, 0.7502411381721726, 0.7069086086327466, 0.7600092464170135, 0.7777283950617284]"
40,"[0.7425491214812016, 0.7725013616557734, 0.7430852096273292, 0.7625797930882677, 0.6901528956842526, 0.7379281302638966, 0.7352323661240858, 0.7285046513769917, 0.7964019851116626, 0.7241181531402351]"
41,"[0.7334346991037131, 0.7805853460706562, 0.7546789345311405, 0.7702851907536177, 0.7074597421663531, 0.7424356323999248, 0.7234896943852168, 0.7390492170022372, 0.7597863492973904, 0.7089907604832978]"
42,"[0.7645967741935484, 0.7714585212452159, 0.7779988694177501, 0.7136179423413465, 0.7436430551572508, 0.7601604147307673, 0.6856557377049181, 0.7465476900490894, 0.7265903965420033, 0.745026899950269]"
43,"[0.7474798984843813, 0.7295103843167702, 0.7087200159471969, 0.746636615811373, 0.7448441088146969, 0.7398458879446925, 0.753033691824498, 0.756185682326622, 0.7759305210918114, 0.7346684374854373]"
44,"[0.7516656868508721, 0.7740627253064167, 0.7271918321468714, 0.7270700636942675, 0.750872287544212, 0.7543813368812222, 0.6965012112070936, 0.773809523809524, 0.7460928901606868, 0.7288318836306452]"
45,"[0.7452566964285714, 0.7799443209627085, 0.7592613034263512, 0.7157846715328466, 0.7505543237250555, 0.7248844197873324, 0.7725484877254848, 0.7266857168172959, 0.735260934274329, 0.719875669566072]"
46,"[0.7229370915032679, 0.7077853519704377, 0.7458516593362655, 0.724323127825155, 0.7869759498409132, 0.7319330601092895, 0.7658817455329083, 0.7729805655337569, 0.7503860190903987, 0.7216705607476634]"
47,"[0.7519091823669288, 0.7840421242380399, 0.7149088771310993, 0.7454814814814815, 0.7487549332832175, 0.7232527837005449, 0.7535142733564015, 0.7332878411910669, 0.7245358090185676, 0.7532026397515528]"
48,"[0.7582427875608843, 0.7585802044543536, 0.7040908990232342, 0.7273302938196555, 0.7274104105503519, 0.7586320731647674, 0.7187206352189437, 0.7703875609190067, 0.779646682954332, 0.7283696695461401]"
49,"[0.7520791990902806, 0.782273184561917, 0.7320390882569199, 0.7310450819672132, 0.762781331438048, 0.6676492177822637, 0.7197197573569961, 0.780314456785045, 0.7409721183101402, 0.7561618927897997]"
50,"[0.7605588044184536, 0.7681740059457451, 0.7251600908903117, 0.7213594647135946, 0.7913906553612435, 0.7235514061568106, 0.7452664562869461, 0.8055086848635236, 0.687233527131783, 0.7175967495734937]"
51,"[0.7318564928768554, 0.7435229103275462, 0.7350950730610715, 0.7493099838203103, 0.7011758345722394, 0.7634997688395746, 0.7636978289350552, 0.7824369219718057, 0.7253142270259696, 0.7384521506861932]"
52,"[0.7646824653428249, 0.7683237873635224, 0.7607615894039735, 0.7258485309017224, 0.7432481311791658, 0.7594698772247073, 0.7117435632399924, 0.7509335154826958, 0.7348494983277591, 0.706829440905874]"
53,"[0.7255550910442213, 0.7057080371787862, 0.7358634742740703, 0.7551362430672776, 0.7412274618585297, 0.751638382158752, 0.7322147651006712, 0.7106738696297814, 0.7640314378178455, 0.7865046362680433]"
54,"[0.7014523076923077, 0.7424989919593937, 0.7731594230048707, 0.7300927253608642, 0.7174567901234568, 0.7409810479375696, 0.7648556111186198, 0.7394190776543716, 0.7527623670827555, 0.773702460850112]"
55,"[0.747389198742225, 0.7208702491383099, 0.7443151087595531, 0.7788225952813067, 0.7615209471766848, 0.7270244382313348, 0.7131369103932963, 0.7368034447821681, 0.7644077901430844, 0.7269879796578825]"
56,"[0.7436517806670436, 0.7439977113179728, 0.7546731307477008, 0.7762444052624441, 0.7331284121668119, 0.7214324903985236, 0.7074926239649757, 0.7596485020051899, 0.6973561354366308, 0.7874149659863946]"
57,"[0.7407666666666666, 0.7622452008707699, 0.7193372398464335, 0.7466873449131515, 0.7437726860254084, 0.7731813751550594, 0.7611901768878513, 0.678597148206827, 0.7557632023149263, 0.7474200581395349]"
58,"[0.8010291595197255, 0.7599810742609949, 0.7640050167224081, 0.7553882287924841, 0.7601160862354892, 0.696297706291044, 0.7775839368005267, 0.7136966481794068, 0.7092711682743837, 0.6938469591700771]"
59,"[0.712936030617824, 0.7585177584477973, 0.7997491638795987, 0.7306755404758798, 0.7869075369075368, 0.7357474188238815, 0.7749856610266705, 0.699036214953271, 0.6810578661844484, 0.7446107357000095]"
60,"[0.7334558823529411, 0.7667137422837749, 0.7490470745187727, 0.7596343533513786, 0.7244749930920144, 0.7387220843672456, 0.7021078387357457, 0.7351844386212457, 0.7603461519996159, 0.7644319697165225]"
61,"[0.7632954545454546, 0.7393100599049783, 0.7312379807692309, 0.7556732757000564, 0.7197948328267477, 0.7622668422207592, 0.7126316725187786, 0.7606329690346084, 0.7484442260902116, 0.7489149599891496]"
62,"[0.7276077436646008, 0.750504563004563, 0.7703076475155279, 0.7361160994881926, 0.7439373601789709, 0.7628258266556139, 0.7143643620681746, 0.771471527908288, 0.7152027192253142, 0.7350868486352359]"
63,"[0.7367386134991769, 0.724025974025974, 0.7564689293489016, 0.7455219994793023, 0.7418169899181699, 0.7504099348926935, 0.7479612283890209, 0.734546925566343, 0.7276323522763235, 0.7691810344827588]"
64,"[0.7448248407643312, 0.7414197955456464, 0.8152020202020203, 0.7377043354655295, 0.7562136627906977, 0.7534327323162274, 0.6985976196727051, 0.7483668964274451, 0.7198389292196008, 0.7153374942209894]"
65,"[0.7421658986175116, 0.7422276923076923, 0.7551010768940108, 0.7205334098078578, 0.731583054626533, 0.7588609816012434, 0.7507233600072336, 0.7520074562661314, 0.7301786836670556, 0.7661007155873595]"
66,"[0.751656302996043, 0.7524836416599638, 0.7272835084556818, 0.7434165693146417, 0.7262919986951862, 0.7335325747755533, 0.7555807622504537, 0.6969919381145441, 0.7507081472946373, 0.8031390665719025]"
67,"[0.7559512563763462, 0.7737073290374369, 0.7501624350259897, 0.7155712638492004, 0.7329592413763104, 0.6960183021806855, 0.7938742487286177, 0.7592828962636342, 0.7379865771812081, 0.6985495474588072]"
68,"[0.734543979812545, 0.7317194475930511, 0.7274158653846153, 0.7226372894260968, 0.7442787794729544, 0.799501374714572, 0.7588999767927594, 0.7956087404080103, 0.7044036061026352, 0.7195582273172095]"
69,"[0.7172413793103448, 0.7957353952705106, 0.7076152582756945, 0.6992293512212607, 0.7724457494150572, 0.738735465116279, 0.7427801012546775, 0.7488947222989776, 0.7282515655268729, 0.7842581971130866]"
70,"[0.7679652540142143, 0.7487870435753172, 0.6962379557906668, 0.7814685314685316, 0.772348724436011, 0.7669154228855721, 0.6961479752177426, 0.7643737618313889, 0.7117369186046512, 0.7298625715263853]"
71,"[0.7365046153846154, 0.7481505976876347, 0.7392396313364056, 0.763643271621995, 0.7564516129032257, 0.7586998763469351, 0.6959967509863078, 0.7253433485932708, 0.7738024691358025, 0.7272497006539559]"
72,"[0.7658533158486325, 0.7428695204196328, 0.7361903087241578, 0.7098630772801113, 0.7406383606074008, 0.7699953767914933, 0.7832450390589925, 0.6966669927128675, 0.7394760312151617, 0.7422890672716168]"
73,"[0.7546668598613827, 0.7380647521492592, 0.7285949441504997, 0.7761538461538462, 0.7530296649822198, 0.7001918397903799, 0.7298308392973325, 0.7881254867601246, 0.711596949279431, 0.7667330089930708]"
74,"[0.7320983847631697, 0.7784431137724552, 0.7155957101658255, 0.7603289350552123, 0.7530544197819315, 0.7083931938583101, 0.7785759181108018, 0.7341958691111627, 0.7241511822415116, 0.757844047342771]"
75,"[0.6851563929028719, 0.7367631777819762, 0.7749547360396417, 0.7280844538806323, 0.7472776567847459, 0.7375522782302443, 0.7764460716588375, 0.7748263027295286, 0.7173680041008434, 0.7647286821705426]"
76,"[0.7036983175228209, 0.7511427233606099, 0.7134909435795416, 0.7486492200714152, 0.7918192504181925, 0.7299726121191372, 0.7374796936644232, 0.7601938580548954, 0.7427269462153183, 0.7511665325824619]"
77,"[0.7626280466266336, 0.7623355263157894, 0.7495308083663087, 0.7100181626995506, 0.7711582802115828, 0.7594366000279602, 0.7693426908592947, 0.734398689294273, 0.7086913580246914, 0.6995572785245676]"
78,"[0.7596960167714885, 0.771930024373021, 0.7637211607786589, 0.7412856811325134, 0.7271382339343504, 0.761405280962225, 0.7310375794418347, 0.7389779302575655, 0.7105095541401274, 0.7304682274247492]"
79,"[0.7302126264518547, 0.7442107226976984, 0.722142792302106, 0.732465375257346, 0.7775487678515116, 0.7598050591784637, 0.7433703703703703, 0.7499067990120695, 0.7350545370155488, 0.7362062537862901]"
80,"[0.7150483898491018, 0.7685139609808485, 0.7252568278626911, 0.756565365596044, 0.73816347453283, 0.7384326550387597, 0.7746124125788625, 0.7601014846833302, 0.7122188581314879, 0.7315096251266464]"
81,"[0.7474078341013826, 0.7298613713001123, 0.7673182441700959, 0.7869194035229985, 0.7483356449375868, 0.7529992352547557, 0.7406260502184454, 0.6953471365236071, 0.7301789709172261, 0.7495654012403684]"
82,"[0.7548289342802285, 0.7225161669606114, 0.7790783410138249, 0.7677527151211362, 0.727766393442623, 0.7717406380027739, 0.742846170726355, 0.6631261384335155, 0.7474691631038379, 0.7498728617660657]"
83,"[0.7431505245410267, 0.7367281105990784, 0.6985861474219317, 0.7621597096188748, 0.7749941023826374, 0.7572114264411204, 0.7709776574757994, 0.7128170534268754, 0.7383204937604181, 0.7428392531876138]"
84,"[0.7818986568986569, 0.7320870076425634, 0.7471905031091012, 0.7459791636660424, 0.7169981916817358, 0.7622534230679971, 0.7707021791767554, 0.707641975308642, 0.716112202882276, 0.735172839506173]"
85,"[0.7111427009294696, 0.7955460846759087, 0.7315409976044212, 0.757874486186789, 0.7640481112572826, 0.7431380676061528, 0.7111701384034671, 0.7332431068495665, 0.7854287790697675, 0.7106109324758842]"
86,"[0.6962696702884974, 0.746154202040297, 0.7235770538750671, 0.7715734843123379, 0.7428765880217787, 0.7635123161438951, 0.7089703400048228, 0.7494441923774955, 0.7918241279069766, 0.7309640193509372]"
87,"[0.7593939393939394, 0.7159397064288369, 0.7129930504494675, 0.7270032166690671, 0.7476320582877961, 0.8295715637248278, 0.7164747017688196, 0.7342168029595015, 0.7433202224332023, 0.7344816053511705]"
88,"[0.7579146061462381, 0.7215943393948175, 0.731930150562226, 0.7537291534210397, 0.730651975610927, 0.7632754994742377, 0.7649277184160904, 0.7425571504518872, 0.7320052621687654, 0.7417334438611034]"
89,"[0.6906298524844721, 0.7464103532968069, 0.7427473148671566, 0.7245196324143695, 0.7517695099818513, 0.7549210235729031, 0.7506452537998279, 0.7684697179842811, 0.7598460203860333, 0.7323277854831253]"
90,"[0.7088824884792628, 0.7404002846060271, 0.7506258265633856, 0.7189486045869025, 0.7677562276775622, 0.7049135202092031, 0.7677446102819238, 0.7483369271000597, 0.7460815047021943, 0.7821316614420062]"
91,"[0.723000187336081, 0.752249100359856, 0.7217083186153302, 0.7153460837887067, 0.7539420737413436, 0.7872381602914391, 0.7563337956541841, 0.7666666666666666, 0.699002385599653, 0.7553319573443412]"
92,"[0.7567515432098764, 0.7863448620188815, 0.6753221217238428, 0.7451625299516252, 0.7754854368932039, 0.7497563239730796, 0.6987680644397062, 0.6567629179331307, 0.780774685772974, 0.7841374960580259]"
93,"[0.7229359531456641, 0.7151140107508236, 0.7689942329321112, 0.762420291234415, 0.7076398520573278, 0.7308720691073631, 0.7453204569436161, 0.72287399972874, 0.7798518518518519, 0.7779400311526481]"
94,"[0.7521723076923077, 0.7776285891344763, 0.6665151116322476, 0.7594165262960884, 0.7516848816029145, 0.7536365423362328, 0.741208242124298, 0.7763367316212844, 0.7114916713456859, 0.7262181238615666]"
95,"[0.8079757831008161, 0.7532052006783494, 0.742607055107055, 0.739568345323741, 0.69946779624199, 0.7365289135514019, 0.7608671496510957, 0.7558622316584099, 0.7207824854883679, 0.7198336271983362]"
96,"[0.7603273299028015, 0.7082694867994674, 0.7284524370804428, 0.7511270491803279, 0.7656739811912224, 0.7191683124862848, 0.7502712600027125, 0.7776264219481884, 0.7391465385651431, 0.736111111111111]"
97,"[0.7639, 0.720516826923077, 0.7464143064633261, 0.7267983789260385, 0.7258238304749933, 0.7477657682949654, 0.709647585669782, 0.7607266435986161, 0.7627746422092321, 0.7551612607239528]"
98,"[0.7474760095961616, 0.7436626944334319, 0.7799152304233796, 0.7544512750455373, 0.7471096939945865, 0.7696535642904729, 0.7293687630540729, 0.7597960909603458, 0.697069351230425, 0.7174725879708217]"
99,"[0.7113704957014817, 0.7432488479262673, 0.7766359447004608, 0.7657998150716597, 0.7675913083680074, 0.7529850746268656, 0.7545526240321194, 0.7167003382822777, 0.7138136686009028, 0.7364000943618778]"
100,"[0.7530424066371781, 0.745759599715394, 0.6770475083608074, 0.778049238864875, 0.7521990420926592, 0.7399626517273575, 0.7529364781056194, 0.7594497006261711, 0.7407847523183746, 0.7371038355382126]"
101,"[0.7536757569875776, 0.7409983336955734, 0.7257517769272825, 0.771616496231216, 0.7181975308641976, 0.7673196024773152, 0.7336862477231331, 0.7530975496994914, 0.7517775128069246, 0.7271061020036429]"
102,"[0.7221281599059377, 0.7247926267281105, 0.7938972035767653, 0.7451456310679612, 0.7416128579449748, 0.7514871038355382, 0.7169220534936002, 0.7385947190377748, 0.7486731534719151, 0.7416155552655617]"
103,"[0.7547543404331484, 0.7761312110334404, 0.7940598134260106, 0.7432761183943776, 0.6974758197688133, 0.7237762237762237, 0.7667229322401736, 0.7298478083441355, 0.7682414019921067, 0.6887642474208227]"
104,"[0.7249548484916052, 0.7437909563676219, 0.7222385528547203, 0.7628628300745817, 0.7578043209289044, 0.7300432604735884, 0.7223310587717368, 0.7657528217873046, 0.7490635451505017, 0.7573215228767584]"
105,"[0.7796382013980729, 0.7416087433693068, 0.726399152847873, 0.7304785595830372, 0.7317221573208722, 0.7137972157320872, 0.7968817514042921, 0.7404184003698566, 0.7265698109676212, 0.7390354671280277]"
106,"[0.7563722922029112, 0.7473794549266247, 0.735862036799515, 0.7290531497944748, 0.7578627942405033, 0.7408313528123399, 0.7302109830914261, 0.78000242248062, 0.7316499442586399, 0.732905982905983]"
107,"[0.7760808270676691, 0.757258477365252, 0.7820776380535812, 0.6907556771808537, 0.7216851775675306, 0.7519918025237174, 0.6951068715774599, 0.7345617053818947, 0.7403374942209894, 0.7829121129326049]"
108,"[0.7274078612926651, 0.7788468710375177, 0.7325804365760662, 0.7229319955406912, 0.7589966555183947, 0.7090017825311943, 0.758688668224299, 0.7434956395348838, 0.7188603936321513, 0.7888466928884669]"
109,"[0.7767971465154564, 0.7835140656922837, 0.728243662066044, 0.7665900797405054, 0.7380568032940296, 0.7377301356589148, 0.708677880097726, 0.7326302729528537, 0.7381278427153127, 0.7241248795705832]"
110,"[0.7272695852534562, 0.7130616025937935, 0.734241010982398, 0.7520796600207966, 0.7660509151090342, 0.761549754553379, 0.7282843447113359, 0.7448303824841194, 0.7720091367659656, 0.7415672562731387]"
111,"[0.7781145484949832, 0.7526421578162485, 0.7220100982189956, 0.7306666666666666, 0.7495972518360579, 0.7560030634770465, 0.7654444186586216, 0.7393962420558166, 0.7478476511323227, 0.6912740775121837]"
112,"[0.7270235258738347, 0.7883796946296946, 0.7467908653846155, 0.6970704748862915, 0.7462139555359893, 0.7318373004492879, 0.7999535855186819, 0.706648886393412, 0.7467059639389737, 0.7374172507788161]"
113,"[0.7612820263975155, 0.7418013749535488, 0.722646836053157, 0.7652723340992026, 0.7329449351625633, 0.7632659746018946, 0.7283125371360664, 0.7412508702715247, 0.7374512670565301, 0.7339820712432178]"
114,"[0.7319867519826964, 0.747534224732922, 0.7336500035894613, 0.7542082577132486, 0.7926550868486353, 0.7417789886244146, 0.757872050816697, 0.7380832224618066, 0.7317291814107101, 0.7038414748268763]"
115,"[0.7448337726195486, 0.7680677728908436, 0.7339018827639752, 0.7166424418604652, 0.7464780981730132, 0.749358024691358, 0.7139661680413812, 0.7577034559643255, 0.7209544573643412, 0.7636033458067357]"
116,"[0.7667792367277537, 0.7495722183222182, 0.7525113323158925, 0.7626621923937362, 0.7486121721415839, 0.7291066997518609, 0.6998058206999812, 0.7198886052448366, 0.7615750262809086, 0.7439885362784846]"
117,"[0.6992372000755716, 0.7069281865477518, 0.7677661538461539, 0.7262443438914027, 0.7283592480854029, 0.7871117192376014, 0.7803202599210953, 0.7423548094373865, 0.7103136225476652, 0.7864224137931035]"
118,"[0.7770295548073326, 0.7297430289775835, 0.7424948482577745, 0.7314383115255427, 0.7106221364842056, 0.7652215114901681, 0.7394756624694605, 0.7412375493328321, 0.7503542209424563, 0.7420971927341353]"
119,"[0.7415937937524387, 0.7152028218694886, 0.7833259847148737, 0.7676548967355097, 0.7353579656211235, 0.7424294960702729, 0.7203722084367246, 0.6569427304721424, 0.7628752078410782, 0.7979744393537496]"
120,"[0.7516444444444444, 0.7442185906406394, 0.7442997476568132, 0.6843351548269581, 0.7001003728133066, 0.7426199686837984, 0.7154805352798053, 0.7810545905707195, 0.8010741413858987, 0.7709955178108043]"
121,"[0.699278081949841, 0.743332022484906, 0.7835076216229151, 0.7830764893816952, 0.7126098012020343, 0.7668362403100776, 0.7747287195563058, 0.7174347158218126, 0.6952716049382718, 0.7494058229352347]"
122,"[0.7642662223188196, 0.7531009615384615, 0.7665165332560369, 0.7456310912669835, 0.7054319793681496, 0.7580178442247406, 0.7384218588097491, 0.7459453980267603, 0.73985822571589, 0.7144233000696217]"
123,"[0.716856739688635, 0.7602768023135715, 0.7226874546114742, 0.7312268011801655, 0.6945695056857739, 0.7398282097649187, 0.7806243032329988, 0.7689471378504673, 0.780534973670721, 0.7406109931587638]"
124,"[0.696881736233588, 0.7641292829388909, 0.7483710562414266, 0.7503066761028544, 0.7455061494796594, 0.7449977313974592, 0.761015002027301, 0.7112346872985171, 0.7617200242322568, 0.7482542770212979]"
125,"[0.7334101382488482, 0.720115617178675, 0.7271056189369322, 0.7802004686279614, 0.7430636616683128, 0.7159459324654596, 0.7886418666079682, 0.7404352486136353, 0.7098888888888889, 0.7721361066949303]"
126,"[0.753987927195942, 0.7878199891067538, 0.753678785476085, 0.7182686594451301, 0.7320476824973825, 0.7456172839506172, 0.7799025295892319, 0.7427505330490405, 0.7012797117724124, 0.7264044690723971]"
127,"[0.7207287373548145, 0.7137543434154988, 0.8225299236976181, 0.7477372940357391, 0.7248322147651007, 0.7308716707021792, 0.7457601222307104, 0.7512111649406641, 0.7297979797979798, 0.7433333333333334]"
128,"[0.765693497670362, 0.7316616160447847, 0.6940216373173473, 0.7385420011928246, 0.729169849758085, 0.744338287331918, 0.7316881225333584, 0.7401485263402182, 0.785860655737705, 0.7671700223713647]"
129,"[0.7212097230073488, 0.7228399300095241, 0.7204115226337449, 0.7758352758352759, 0.7423827160493827, 0.7275502120322477, 0.7706014838367778, 0.7838662790697675, 0.7368678902590573, 0.7256298449612403]"
130,"[0.7497816381987576, 0.7537968357670461, 0.7191576300487192, 0.7707397529477822, 0.722638081395349, 0.7458674863387978, 0.730185628211944, 0.7437572522627058, 0.7723246435258534, 0.7315882273158822]"
131,"[0.6959014423076925, 0.7441492368569814, 0.7741623197649257, 0.772232734153264, 0.7181201465840675, 0.7417543694794212, 0.7561007957559681, 0.7616945845626725, 0.7440729483282674, 0.7246692968206081]"
132,"[0.7419369884097852, 0.7292427884615386, 0.761164618362445, 0.7447541331072489, 0.7602582326462924, 0.7474608501118567, 0.75586223165841, 0.7236651747366518, 0.7323277854831252, 0.7385705017301037]"
133,"[0.774921033073207, 0.7028150387303986, 0.7669615545432539, 0.7127312549513025, 0.6841590453367241, 0.7383842054263565, 0.7896472612560941, 0.7096679731495247, 0.7743643088303283, 0.7521677295040602]"
