,roc_auc
2053,"[0.7488600841422428, 0.7507226107226107, 0.7331450321897062, 0.7139931023119186, 0.7687093729088996]"
2054,"[0.7313532201840105, 0.7669277898354132, 0.7126126126126127, 0.768123942867882, 0.732128282682798]"
2055,"[0.7380219518014792, 0.752067281668567, 0.7378297227522729, 0.7628961644617873, 0.7244788742279619]"
2056,"[0.7417775924188186, 0.7431819798037265, 0.7319424452012311, 0.7443707087247551, 0.7569209211295823]"
2057,"[0.7466487697340349, 0.7477622099948948, 0.7302867383512543, 0.7419592630860236, 0.7419529000411353]"
2058,"[0.7635949845413947, 0.7074343842386766, 0.7386315082707685, 0.7512444373078864, 0.7493218806509945]"
2059,"[0.7574569343065694, 0.7333217491341809, 0.7386041138943615, 0.7535502699547644, 0.73112993495689]"
2060,"[0.7574385588165116, 0.7138713651764224, 0.7673366455012943, 0.71926414038162, 0.7566317641192848]"
2061,"[0.7647219545443863, 0.727093388030888, 0.7581336537771719, 0.7375316619139456, 0.7332443722441403]"
2062,"[0.7504207557009435, 0.6972057115529139, 0.761016878689615, 0.7509959012618587, 0.763973659781852]"
2063,"[0.7453904428904429, 0.7462323715111818, 0.732892476812092, 0.7444668008048291, 0.7496770372041858]"
2064,"[0.7633367704925804, 0.7773085792792129, 0.7264117058234706, 0.7310450819672131, 0.7227944643203815]"
2065,"[0.7291404428904429, 0.7747741088535137, 0.7538910858759932, 0.7115609979789059, 0.7495446265938069]"
2066,"[0.7425529811338312, 0.7204946353882524, 0.7604922249087375, 0.7666821321180229, 0.728704139707122]"
2067,"[0.7430041957047362, 0.7304868484555984, 0.7166487038402631, 0.7649789748167637, 0.7595154147744902]"
2068,"[0.7358191896679809, 0.7417775382785788, 0.7269192229737423, 0.76680805554045, 0.7422550181694741]"
2069,"[0.7275775234373183, 0.754047406355927, 0.7332192217240701, 0.7695009634353351, 0.7331918568644497]"
2070,"[0.7569480490171739, 0.750738336083411, 0.7057702792395582, 0.7516184425173864, 0.7552527472527472]"
2071,"[0.7492485229589192, 0.7236054116808626, 0.7592945390661541, 0.7225908233073838, 0.7563681529198771]"
2072,"[0.742510324750062, 0.7373757256680848, 0.7638971784339196, 0.7521581866409452, 0.7141923200440428]"
2073,"[0.7427040504900437, 0.730503913319388, 0.7668066746671238, 0.7123642757445574, 0.7583612423728036]"
2074,"[0.726498657066118, 0.728775641319811, 0.7756243967181466, 0.7468070016335595, 0.7407468894170279]"
2075,"[0.7634277721564192, 0.7540366697762269, 0.7459672861276904, 0.7353704660778049, 0.7216641065932191]"
2076,"[0.7330111748716399, 0.7258037633481615, 0.7590878206217089, 0.734236685088277, 0.7541414497046808]"
2077,"[0.735405529898057, 0.7353389996429764, 0.7221353352100929, 0.7754500552978848, 0.746512692825048]"
2078,"[0.7942226802641197, 0.6991191000535683, 0.7600723427935447, 0.7150740454800675, 0.7563968940538851]"
2079,"[0.7289417234891608, 0.7467305705020846, 0.7385349364843543, 0.7613965500820742, 0.7341381246490735]"
2080,"[0.7215522572665429, 0.7574722978227061, 0.7462481099501252, 0.7455997275595068, 0.749131457046603]"
2081,"[0.7407856133224056, 0.7313713832738803, 0.7737977223107335, 0.7336272917150151, 0.7374968753088358]"
2082,"[0.7522323012512713, 0.7404665118079752, 0.7576404020123433, 0.7369065610506018, 0.7316674704605739]"
2083,"[0.7401847309078764, 0.7405918111502708, 0.74731202346752, 0.7365795710427243, 0.7493959583114478]"
2084,"[0.7412414055211969, 0.7698086483986588, 0.6908953694004214, 0.753626770717468, 0.7711740654205608]"
2085,"[0.7711362805991963, 0.7549878836833602, 0.694742347437268, 0.7689002542764678, 0.7337355281680026]"
2086,"[0.7263265283052994, 0.7581991171558101, 0.7424407126236868, 0.722515368852459, 0.7615072094793948]"
2087,"[0.734811311809605, 0.7462710552943277, 0.7371126006288221, 0.7648821721311476, 0.7290982681049907]"
2088,"[0.7323346219931272, 0.7385692050228791, 0.7564341408249509, 0.7324795669630053, 0.7555843222682869]"
2089,"[0.7518130423197673, 0.7344392248972401, 0.7392221362229102, 0.7586679696754324, 0.7378524046434494]"
2090,"[0.7394021604479462, 0.7585232665914752, 0.7457569003943082, 0.7264098398700395, 0.7450725942666124]"
2091,"[0.7236961360194575, 0.7612478073294457, 0.7542774755291228, 0.7398431570958764, 0.7317860562386614]"
2092,"[0.7438511547554101, 0.7664391030199593, 0.7521565375623351, 0.7555898740310079, 0.7003005164769871]"
2093,"[0.7392119233804434, 0.7087015712746044, 0.7598728302864416, 0.759932337355169, 0.7509925295996993]"
2094,"[0.7513660234849826, 0.7736679689711794, 0.7185751824817519, 0.746135594813005, 0.721018532029768]"
2095,"[0.7289724899009274, 0.7720299160211227, 0.7341028394178001, 0.743516477140868, 0.7350583864118896]"
2096,"[0.753026699816236, 0.7391414724209554, 0.7209174559898466, 0.7316247388454824, 0.7655663765118217]"
2097,"[0.7512777483365718, 0.7350007096056957, 0.7113374105700438, 0.7681564889011698, 0.7472954230235784]"
2098,"[0.7505449367435237, 0.7399591737036779, 0.726529535864979, 0.760738501328114, 0.7338128167392254]"
2099,"[0.7180681818181818, 0.7236456429532053, 0.7834982040864393, 0.7704368763054071, 0.7245615059098205]"
2100,"[0.7680170749296298, 0.7177579781178471, 0.73745550980529, 0.7449123588829472, 0.7505923485899213]"
2101,"[0.7481275380636403, 0.7478845813418304, 0.7659083010773305, 0.726396440929313, 0.7207810352594991]"
2102,"[0.7533512306949807, 0.7428629125317332, 0.7450635848567791, 0.7269733763803106, 0.747294941980161]"
2103,"[0.6939824817518248, 0.7607094803447398, 0.7549737270184556, 0.7297692255710232, 0.7735188127475363]"
2104,"[0.7433256786197963, 0.7410531428103313, 0.7277666447845765, 0.7541608876560333, 0.7454127638752971]"
2105,"[0.7285495490385161, 0.7732396881138028, 0.7537365186407441, 0.7241758241758242, 0.7410475272232304]"
2106,"[0.7520505334862545, 0.7184996380308879, 0.7713851109520402, 0.7299077846148602, 0.7501729809437386]"
2107,"[0.7263320563141937, 0.737397352688022, 0.7575737022969796, 0.7249525000455271, 0.7628373543974128]"
2108,"[0.7263884755701043, 0.7591933675576799, 0.7408843383062, 0.7457541793313069, 0.746845729064728]"
2109,"[0.7508781724707471, 0.7338599173319744, 0.7515898251192369, 0.7406303808550999, 0.7372976519051306]"
2110,"[0.7369183378458997, 0.7435629964251641, 0.7503813401554187, 0.7314139194139194, 0.7548867496842141]"
2111,"[0.740387456810329, 0.7678532723394061, 0.7437318626727658, 0.7357854563736916, 0.7377615971536811]"
2112,"[0.7466698410808881, 0.7326419339949226, 0.7315902396450782, 0.7389178765880217, 0.7615522540983607]"
2113,"[0.7501093975447642, 0.7558454818764536, 0.736730399448536, 0.7045282935674642, 0.7758206153100775]"
2114,"[0.7565565565565565, 0.7647864470653918, 0.7164727311946505, 0.7393177177858439, 0.7337115455466519]"
2115,"[0.7589313868613138, 0.7173747176951719, 0.7591985428051001, 0.722089650009358, 0.7535531135531135]"
2116,"[0.7278418278069416, 0.703431020876677, 0.7618149497051683, 0.7628950824456442, 0.7605229934838116]"
2117,"[0.7684231378763866, 0.7318255687973998, 0.7477583150870608, 0.7321293133436362, 0.7347297227940716]"
2118,"[0.7394484151459081, 0.7545310015898252, 0.7530699292849927, 0.724350433044637, 0.7440230529277558]"
2119,"[0.7429245283018867, 0.7445803923448415, 0.742231858019786, 0.7626813101478215, 0.7171059988111842]"
2120,"[0.731798923623039, 0.7268156489301313, 0.744148556448876, 0.7767554189453515, 0.7329366521317828]"
2121,"[0.7062992125984252, 0.7531770839274918, 0.7491302840140049, 0.7358145741471339, 0.7609123898392949]"
2122,"[0.7132359783190266, 0.7362380311964781, 0.7431339922011564, 0.7480675980603965, 0.7833440875633304]"
2123,"[0.745236443519482, 0.7574927734672146, 0.744713974106389, 0.7280015598476853, 0.7442797406502537]"
2124,"[0.7599809226500174, 0.7294479678123296, 0.7550312900014222, 0.7444903303206307, 0.7379474798056573]"
2125,"[0.7033252562686336, 0.7329171621086008, 0.7306118881118882, 0.7733748861566483, 0.7631558370474626]"
2126,"[0.7399734555984556, 0.7594919709697696, 0.7409627773801002, 0.7207981432164099, 0.750817091668813]"
2127,"[0.758108108108108, 0.7500151168837452, 0.744559196861297, 0.7181237606604507, 0.7510097963170443]"
2128,"[0.7388629120431759, 0.7686375614597474, 0.7088321167883213, 0.754601518308137, 0.7470075632059622]"
2129,"[0.7226565814514467, 0.7598343685300206, 0.7428769605345111, 0.744441304209901, 0.7482612190689222]"
2130,"[0.7417825144997856, 0.7328549549038517, 0.7485090173203975, 0.7442869165533761, 0.7478698242567587]"
2131,"[0.7351030544117991, 0.7216806265132821, 0.7350009481818613, 0.7625215987955998, 0.759848947566247]"
2132,"[0.7415124542640023, 0.7675263498792911, 0.7105433037895179, 0.7418678511686785, 0.758752064166077]"
2133,"[0.7378436282693377, 0.7338575797291393, 0.7435370805977835, 0.7659380692167578, 0.7288976230582069]"
2134,"[0.7113675398455422, 0.7418718927043588, 0.7376633677023346, 0.7671524086120123, 0.7576405087934851]"
2135,"[0.7389955541109964, 0.7199590706632959, 0.7466775171175215, 0.7626632442952642, 0.7323666636172355]"
2136,"[0.7567701201886505, 0.7508696265306603, 0.7424749447936132, 0.7269772893772894, 0.7429567765567766]"
2137,"[0.7148751754867851, 0.7239841309434724, 0.7497610245424915, 0.7655581502377828, 0.7528924682395643]"
2138,"[0.7130386371857479, 0.7661808549810545, 0.7444579955520483, 0.7463460255364771, 0.7453245421245422]"
2139,"[0.7371995448727064, 0.7652241751181681, 0.7708492311249856, 0.7246171733212342, 0.7229740702647107]"
2140,"[0.7575524475524475, 0.7476375346093656, 0.7238446708267263, 0.7570284172358547, 0.7296954163081923]"
2141,"[0.735309950964903, 0.7394499024608081, 0.741647799592246, 0.7480691779199242, 0.7509353567780535]"
2142,"[0.7637010058966355, 0.7586469450165387, 0.7370635857648845, 0.7461602798053529, 0.7159864526411658]"
2143,"[0.7731356226153312, 0.7403943259776893, 0.7335924159453571, 0.7208510261854211, 0.7513189888516769]"
2144,"[0.7086294294582189, 0.7641531595019967, 0.7784271104301037, 0.7520294474374524, 0.7124621921359643]"
2145,"[0.7257018806539574, 0.7531825738425452, 0.7689809798964728, 0.7078875819238144, 0.7615876258572888]"
2146,"[0.7302876451020076, 0.7588494237443917, 0.7083800931121458, 0.7376042987591271, 0.7827936137812888]"
2147,"[0.7367983343801614, 0.7526732237398488, 0.7119080219555844, 0.7413644362173774, 0.766466320403472]"
2148,"[0.7663661658319422, 0.714887590724022, 0.7461837764520615, 0.7442501460280374, 0.7384703296703298]"
2149,"[0.7547864808248195, 0.7507856675197905, 0.7120517420869603, 0.7612871181117351, 0.734101098901099]"
2150,"[0.7207120757438296, 0.7609396714535153, 0.7677258511831003, 0.7301481762917933, 0.7419264700011976]"
2151,"[0.7182527557759654, 0.7534596002491365, 0.7795816903823075, 0.7311967006850273, 0.7262294089147288]"
2152,"[0.7614149997049625, 0.7176709546377793, 0.7310020538320182, 0.7566658234252467, 0.7508195976159227]"
2153,"[0.7301970112766186, 0.7369344884208144, 0.7505394645741981, 0.7489863130634399, 0.7431489164693104]"
2154,"[0.7447970863683664, 0.7615076661939273, 0.7523464288640007, 0.7188399551840041, 0.7449330522335615]"
2155,"[0.7441751824817519, 0.7521620021591002, 0.7268970480689984, 0.7371085277273776, 0.7518342957281162]"
2156,"[0.7370084847345288, 0.7573120647580502, 0.751002026826991, 0.7383738929323711, 0.729169453734671]"
2157,"[0.7649832775919733, 0.7255907032264859, 0.7281669246646028, 0.7503820184790334, 0.7405739161336176]"
2158,"[0.7123578973987608, 0.7502181897523547, 0.7653137464510271, 0.7517195395845031, 0.736730488537821]"
2159,"[0.7532572136661357, 0.7692069392812888, 0.7223623443780305, 0.734862876485217, 0.7363883243293322]"
2160,"[0.7490123842954622, 0.7529918094509898, 0.732075704515007, 0.732884390020211, 0.751392289596236]"
2161,"[0.7440095658918373, 0.748111658456486, 0.7463198492610257, 0.7244043956043956, 0.7546192739643041]"
2162,"[0.7494453503721699, 0.7512424188894777, 0.7309423262548262, 0.7497950325536533, 0.7299333526514054]"
2163,"[0.7514248900135816, 0.7497610245424915, 0.717361479126185, 0.726453488372093, 0.761859710771726]"
2164,"[0.7444708205043835, 0.7417666743595661, 0.7590164994006627, 0.7269798183134976, 0.7404526916082557]"
2165,"[0.7548564689707487, 0.7328316714453202, 0.7258415171401037, 0.7444864468864469, 0.7413863846509479]"
2166,"[0.732884736270644, 0.7393176779226205, 0.7577387365469943, 0.7263241624555492, 0.7588244741600837]"
2167,"[0.7422627977814148, 0.7358255701895278, 0.7088923165219887, 0.7508956258222139, 0.7789485073928504]"
2168,"[0.7248908049237051, 0.7538310574188545, 0.7286995128355733, 0.7595208481402511, 0.7512550245119676]"
2169,"[0.7497678386943248, 0.7136601162876279, 0.7556724714958308, 0.7479673135852911, 0.7476205683263286]"
2170,"[0.7486614659333259, 0.7533571732946366, 0.7211283808884681, 0.7443642527610792, 0.7533043447225658]"
2171,"[0.7328534416769711, 0.7468762704163379, 0.7419509577547237, 0.7572307370210042, 0.7409019056056421]"
2172,"[0.7391001988574318, 0.7659120734908136, 0.7128256273867977, 0.753372052704577, 0.7458955934139144]"
2173,"[0.7303235269161303, 0.7401392899609308, 0.7738827062356474, 0.73961934209993, 0.7329449006744047]"
2174,"[0.7526864801864801, 0.7451281848750875, 0.7337313868613138, 0.7361937279908632, 0.7468630036630035]"
2175,"[0.7301515038897974, 0.7267661001271823, 0.7564439276192638, 0.7690593889067303, 0.7367169440591772]"
2176,"[0.7232811357331074, 0.7625158316915284, 0.7610056882030608, 0.7471308091531021, 0.7278634835818324]"
2177,"[0.7067543675995068, 0.7681755116198404, 0.7665898538655472, 0.7484554125164443, 0.7225674721178559]"
2178,"[0.7153755256664233, 0.7714988474728735, 0.7359059704597462, 0.7390826621957426, 0.7558151363081513]"
2179,"[0.71279721312966, 0.7591255089396353, 0.7306440362706348, 0.7638648351338391, 0.7601399861641582]"
2180,"[0.7289267685579361, 0.7375687507015378, 0.7264613251228054, 0.760291134015824, 0.7644189417588432]"
2181,"[0.7403827868944148, 0.761811206426225, 0.7137825971107173, 0.7472651941935677, 0.7554204963923234]"
2182,"[0.7476243139182437, 0.7473191571886514, 0.7483275058275058, 0.7551024638711206, 0.7225197261545604]"
2183,"[0.7435306837144804, 0.7432253893292855, 0.7166548651678764, 0.7727043175623052, 0.7275124773139745]"
2184,"[0.7463548951048952, 0.7430894063706563, 0.7398860643536013, 0.7453081428172244, 0.7349015029913906]"
2185,"[0.7436894375668126, 0.7501934984520124, 0.7411127052446995, 0.7359317087406975, 0.7554786827263167]"
2186,"[0.7427654171840219, 0.7564996131182669, 0.747816016644252, 0.7232382741347905, 0.7455272952853598]"
2187,"[0.7416067146282973, 0.7451248139241956, 0.7379422697443898, 0.7438911307632867, 0.7517839506172839]"
2188,"[0.7334393216746159, 0.7307228444762086, 0.7694055493010602, 0.7703765856475215, 0.7124712653661531]"
2189,"[0.7555475421186246, 0.7618513884544539, 0.7312074975712899, 0.7338608849449577, 0.732442203186884]"
2190,"[0.7658011724193529, 0.7456904118245973, 0.7548813519401756, 0.7442768041721481, 0.7070296371060236]"
2191,"[0.7497238356554894, 0.7307005449768765, 0.7342497238356555, 0.7335122132847915, 0.7625789647016556]"
2192,"[0.7255103862865305, 0.7330919686129702, 0.7555383608118564, 0.7457055820381915, 0.7606544701977129]"
2193,"[0.7596608123324086, 0.7468170391223253, 0.7491810062415946, 0.7460751836381967, 0.7150746638827525]"
2194,"[0.7163607226107226, 0.7626969592066914, 0.7642365621598849, 0.7182212454212455, 0.7519653307830648]"
2195,"[0.7302786806307933, 0.7268047638195709, 0.7489052236471693, 0.7443037260598538, 0.761029432969771]"
2196,"[0.7307226682422178, 0.7548831611558351, 0.7515663486141999, 0.7201472715764727, 0.7663700390216046]"
2197,"[0.7456699006011547, 0.7561826532414768, 0.7323520462498099, 0.7653174625560601, 0.7128563239355881]"
2198,"[0.7218277100630042, 0.7509475969676898, 0.7322870239205794, 0.7621632831631638, 0.7497893897996356]"
2199,"[0.7439831245446212, 0.7395009635191707, 0.7391219684899982, 0.7603428571428572, 0.7398282907943791]"
2200,"[0.7738545741581251, 0.7284096271826332, 0.7594139928698753, 0.7447683687065766, 0.7177184992409456]"
2201,"[0.7493893502686859, 0.7394636015325671, 0.7472580241862157, 0.752589221123704, 0.7246057846361413]"
2202,"[0.7745271215132111, 0.7338942654918388, 0.7540746044735407, 0.7291540960779763, 0.7234853269336028]"
2203,"[0.7518730489073882, 0.7352406930404354, 0.7199225745861181, 0.761647854854645, 0.7545883463080916]"
2204,"[0.7294555816920034, 0.7156423523472992, 0.7540453074433657, 0.7370319568072378, 0.7807480454868514]"
2205,"[0.7574673983595916, 0.7205857790503459, 0.7441003712771704, 0.7427994432283239, 0.7397585719789392]"
2206,"[0.7635027023183046, 0.754339427116773, 0.7721278709463775, 0.7058081690665922, 0.7248561209748825]"
2207,"[0.7520158223033623, 0.7659785018630946, 0.7331190353734499, 0.7403143781784557, 0.7312229872723479]"
2208,"[0.7697840035725197, 0.7309994172494172, 0.7609568008932933, 0.7324957135227815, 0.722334660638903]"
2209,"[0.7329418039443858, 0.7557067728356472, 0.7022744525547445, 0.7532348295192094, 0.7695343445640523]"
2210,"[0.7602588079150578, 0.7491930350972903, 0.7128942486085342, 0.7319598331958679, 0.7691285125968992]"
2211,"[0.7667297446468198, 0.7622912192794082, 0.7009502744327026, 0.7393500906190468, 0.754562521701772]"
2212,"[0.7445751746249857, 0.72851966873706, 0.7768233034428078, 0.707182581663229, 0.7577847183230393]"
2213,"[0.7364229858669918, 0.7302231180694368, 0.757470212965569, 0.7465119364160182, 0.7491374797753878]"
2214,"[0.7531458940510886, 0.7530906473818009, 0.7389378459666001, 0.744940321743643, 0.7337602955426357]"
2215,"[0.7628443759630199, 0.7211186113789778, 0.7426761655962308, 0.7440526894762081, 0.7374033799030199]"
2216,"[0.7464244421320383, 0.7385208738149913, 0.7371561369065922, 0.7552134302623608, 0.7330645483214243]"
2217,"[0.7462598901288741, 0.7570286835293163, 0.7326623633995809, 0.7190185558596189, 0.7591324604859636]"
2218,"[0.7454711697811304, 0.7377073778381745, 0.7443002120043096, 0.7633409693754521, 0.7226001175234602]"
2219,"[0.7426703645007924, 0.7440399484536083, 0.7171733653956258, 0.7547567972932908, 0.7501205690860864]"
2220,"[0.7387415088804135, 0.7642503097893433, 0.7373607979777277, 0.7563931326807549, 0.7213153351122272]"
2221,"[0.7240534652299357, 0.7511674118231495, 0.7463002301292264, 0.7263936525089268, 0.7655637606347385]"
2222,"[0.7470754770398054, 0.7474227098691354, 0.7426631701631702, 0.7514591779672865, 0.7300520858805692]"
2223,"[0.7631383840822097, 0.7245042573861362, 0.7352748423035963, 0.7390113743786784, 0.74743997023554]"
2224,"[0.7317872726870003, 0.7544745414023659, 0.7516627320335063, 0.7165557245515619, 0.7635190299998262]"
2225,"[0.7480562235199817, 0.7096660155547833, 0.7532313519813519, 0.7407202726351662, 0.7501090008545667]"
2226,"[0.7345617990519135, 0.7405220146958107, 0.7583759079692768, 0.7328574203574203, 0.7582288401253918]"
2227,"[0.7305739281358478, 0.7376058394160585, 0.7409235037653588, 0.742064813933568, 0.7580674170341147]"
2228,"[0.7201201255803242, 0.7461255373020078, 0.7483048158507063, 0.7566354712229185, 0.7413682022667047]"
2229,"[0.7490516914376357, 0.7667328254784085, 0.7256152020118927, 0.7254129957567518, 0.7458139194139194]"
2230,"[0.753426020199183, 0.7626313615712909, 0.7106985206394655, 0.7466372516661745, 0.7396569325804462]"
2231,"[0.7391641044467899, 0.7372085900623355, 0.7375699545819501, 0.7603932662173779, 0.7376483812685017]"
2232,"[0.7368966132968275, 0.7385976129582268, 0.7652665589660743, 0.7054100176641418, 0.7677885946670866]"
2233,"[0.7721966178816024, 0.7574562937062936, 0.7426925336005252, 0.712178607908945, 0.7280181609957155]"
2234,"[0.7128876221113134, 0.7590661857322798, 0.7389027373052932, 0.7302583387646573, 0.7750561482313307]"
2235,"[0.7244900399359112, 0.7485311708415423, 0.7436475882760212, 0.7300947378079552, 0.7651908846040709]"
2236,"[0.7167520164628521, 0.7643848026725554, 0.7469796861834164, 0.7447886244158879, 0.7461016438816221]"
2237,"[0.7495163289658129, 0.7550561731731967, 0.7354145196381541, 0.721749123817754, 0.7571821069803383]"
2238,"[0.7364000240760804, 0.7683717148528111, 0.7406623235613463, 0.7042643923240939, 0.767793062200957]"
2239,"[0.7311448724905046, 0.7476173408230897, 0.7693199027121289, 0.7118308074201969, 0.7634144864341086]"
2240,"[0.7137074408449873, 0.7619047619047619, 0.7339875247223491, 0.7330761197493618, 0.7684906744154616]"
2241,"[0.7320800153737133, 0.7329599864237488, 0.7525107688676462, 0.7394864688892969, 0.7633595551335954]"
2242,"[0.762995377503852, 0.7256821597872586, 0.7541059489113664, 0.743088303282478, 0.7339800722153663]"
2243,"[0.7410239361702128, 0.7436666387048066, 0.7431391457257928, 0.7476939913492104, 0.7393327812184934]"
2244,"[0.7412699078456985, 0.7415415415415415, 0.7837493361656931, 0.769253242958981, 0.687372360176375]"
2245,"[0.7594565217391305, 0.7297372262773723, 0.7258974358974359, 0.7566124181353121, 0.7403148279361919]"
2246,"[0.7641732056312025, 0.7351403332987827, 0.7288833214030064, 0.7616273629047352, 0.729243209883664]"
2247,"[0.7580321167883212, 0.729492604181482, 0.7746024422687455, 0.7070329145857126, 0.748300887978142]"
2248,"[0.7319352850539291, 0.7465612739441496, 0.7428053031601806, 0.756246490735542, 0.7366633264831264]"
2249,"[0.7597518248175182, 0.7463704994192799, 0.7448323784672983, 0.7454712742567632, 0.7210639335680974]"
2250,"[0.7460314723496213, 0.743499248468031, 0.7445749902799378, 0.7605949506691705, 0.7232802013422819]"
2251,"[0.7219454537248087, 0.7502473061296591, 0.7452797202797203, 0.7393229656079684, 0.761180458694539]"
2252,"[0.7427622377622377, 0.7428718653383717, 0.763872666895683, 0.7356761731674355, 0.7231364694418883]"
2253,"[0.7236529318541995, 0.7420077465602959, 0.7379766876233307, 0.7730466885396463, 0.7426416888873792]"
2254,"[0.7500317955833044, 0.7634076108087092, 0.731436837029894, 0.733650201374082, 0.7280282331511839]"
2255,"[0.7464087966466088, 0.7396837128478256, 0.7278273097857029, 0.732446623346484, 0.7732428345095779]"
2256,"[0.7232536317096058, 0.7459416058394159, 0.7481194934240311, 0.7511570875932578, 0.7483345541796202]"
2257,"[0.7366855437827304, 0.727219191324348, 0.7670317166832599, 0.7442214111922141, 0.7422304576402654]"
2258,"[0.7322539442249923, 0.7518718005270062, 0.7418984977124512, 0.7592981128953138, 0.7347297001790769]"
2259,"[0.7576427738927739, 0.7354825413648943, 0.6945454545454546, 0.7661681171504509, 0.7596134435363399]"
2260,"[0.7609016345075824, 0.7132734145513698, 0.7559562043795621, 0.73528897413477, 0.740905854034617]"
2261,"[0.7303331148123868, 0.7639315899937602, 0.7446356549112193, 0.7159779646682954, 0.7553553304011823]"
2262,"[0.760788069664136, 0.751169303779418, 0.7214069210874323, 0.7329142857142856, 0.7518675479749095]"
2263,"[0.7333925915176142, 0.7415276762575587, 0.7458824760974248, 0.752809020920981, 0.7458787548449611]"
2264,"[0.7364796641896875, 0.7362299863103386, 0.7474877874346946, 0.7373861566484518, 0.7559653241202697]"
2265,"[0.7154557384872345, 0.7334649470671404, 0.7720360501924346, 0.7434654399622553, 0.7482545329822052]"
2266,"[0.7478028788707858, 0.7400076019432467, 0.7377314589813375, 0.7457196852170478, 0.7463214563412217]"
2267,"[0.7419988344988344, 0.7516587814447264, 0.7789704970216152, 0.7152517145775572, 0.7322590209107238]"
2268,"[0.7408035102789419, 0.742984298982751, 0.7418038590901046, 0.7257987110928288, 0.7667819722264]"
2269,"[0.7397842777124995, 0.7293590328734099, 0.7718789564116477, 0.7155575091575092, 0.7598293036779837]"
2270,"[0.7487814952498968, 0.7336819025130713, 0.7708600009481819, 0.7528540343974486, 0.7103231161100141]"
2271,"[0.7343085136722984, 0.7690275096525097, 0.7444787985865724, 0.7727357290316386, 0.7006352087114338]"
2272,"[0.7359371271772848, 0.754858394160584, 0.7365538524145414, 0.7367126680820948, 0.7567872324472105]"
2273,"[0.7204374674062486, 0.7451159704592661, 0.7684510264068649, 0.7473519127930893, 0.7295943134535368]"
2274,"[0.741722972972973, 0.752213978684567, 0.7324970862470863, 0.742830093630031, 0.7466904205672925]"
2275,"[0.7381374037218194, 0.750104622521941, 0.7457254432873628, 0.7588057698758806, 0.7285569810448451]"
2276,"[0.7511829247385565, 0.7430842607313196, 0.7276292498321429, 0.736126462190292, 0.7479190459145117]"
2277,"[0.7403383716935761, 0.7446279571421799, 0.7491119372160264, 0.7345423094373865, 0.7523295588582213]"
2278,"[0.7563144723188673, 0.7190195321185737, 0.7619105776164886, 0.7418402621890994, 0.7314407331999053]"
2279,"[0.7144851376234547, 0.7093782215050872, 0.7701882820446105, 0.7534874608150471, 0.7662849406256171]"
2280,"[0.719714472912859, 0.767380536649681, 0.7622802497393556, 0.7162723918596303, 0.7476315151801703]"
2281,"[0.7421532141979427, 0.7378068559645037, 0.7276573973757072, 0.757627567467993, 0.7465484696932544]"
2282,"[0.7616285975602514, 0.721897713117827, 0.7631252301369538, 0.7423263792944644, 0.7162777900066035]"
2283,"[0.7515541636308083, 0.7342376799294242, 0.7210074819401445, 0.7921549930651872, 0.7099413296596395]"
2284,"[0.7325262237762239, 0.740517893890295, 0.7576666100447312, 0.7417701322812718, 0.7394755350145684]"
2285,"[0.7393904525874787, 0.7495750578947968, 0.7548579753212532, 0.7626625959198952, 0.7051077344188659]"
2286,"[0.7407611756727245, 0.7439853705926054, 0.7423421718664995, 0.7285490274384514, 0.7656908424908424]"
2287,"[0.7373885022837603, 0.7430931712278543, 0.7348016442349297, 0.7562746576932002, 0.7342896958297013]"
2288,"[0.7531764268577029, 0.7526214467109036, 0.7515051579192109, 0.745721165003481, 0.7070815019104255]"
2289,"[0.7433724024687164, 0.7473210771912071, 0.7560442795736912, 0.7225202838238376, 0.7432801413131345]"
2290,"[0.7580861989383798, 0.7611307077833134, 0.6983151993552363, 0.7662852519648635, 0.7271454386279967]"
2291,"[0.7563732781869414, 0.7133598154209856, 0.7278100676961894, 0.7438039647704137, 0.7697823727996143]"
2292,"[0.7696038502133908, 0.7288675140272529, 0.7473962061560486, 0.7369472087781948, 0.7339553085299455]"
2293,"[0.735457259031189, 0.7509264578334967, 0.7415121003356296, 0.7040954779984424, 0.7758790834845735]"
2294,"[0.7456654665980913, 0.7428610398504881, 0.754935956612047, 0.7186975585990365, 0.755309068289762]"
2295,"[0.7112897751875389, 0.741308854722159, 0.752481881428045, 0.780477706258222, 0.7338304392236976]"
2296,"[0.7588544211040547, 0.7314716468991562, 0.7203857889632661, 0.7598185416036999, 0.7469804669440592]"
2297,"[0.7488670561161268, 0.7280688194205887, 0.7488768845754746, 0.7210362929245366, 0.7646078387357458]"
2298,"[0.739681215155583, 0.6978547253625402, 0.758989501312336, 0.7782967328475913, 0.7340649411870342]"
2299,"[0.7580592659108767, 0.7168620516648514, 0.7525738307543279, 0.7437712780214077, 0.7441694630872484]"
2300,"[0.7510983928777893, 0.718009559771387, 0.7347818406641937, 0.7647321927764732, 0.7505585579262587]"
2301,"[0.738194597606417, 0.7456186421937195, 0.7244419422614832, 0.7210393055220641, 0.7809754428921216]"
2302,"[0.7835576923076923, 0.73365741137312, 0.7483342426317807, 0.7141421903460837, 0.7350376660184652]"
2303,"[0.7429968849500559, 0.7187333795814546, 0.7421431382470344, 0.7655310327006202, 0.7422771700830345]"
2304,"[0.7577890041563884, 0.7456900604037887, 0.7313344732128318, 0.728518152965999, 0.7526233396305255]"
