,r2
24,"[0.1864211183361948, 0.15201146875342353, 0.15196561327706237, 0.20122698446224052, 0.17963471216806337]"
25,"[0.18091024839270553, 0.1969607285803775, 0.11358051014856929, 0.18506870678558773, 0.18387098996712625]"
26,"[0.11638568350142453, 0.15107363895517534, 0.22397653518577276, 0.17684033582838088, 0.19208349441867534]"
27,"[0.17281499559017577, 0.1335789887180885, 0.18629792594980676, 0.16532238937737487, 0.20891943052120432]"
28,"[0.17559417527085552, 0.14612606093370983, 0.19208304497186357, 0.16949068575732396, 0.17768741603741567]"
29,"[0.2082036679169147, 0.15717125663729914, 0.12739123461023627, 0.1886494378522473, 0.17769771252024325]"
30,"[0.1978472951382949, 0.18124601705007826, 0.17207800309735655, 0.17047336526653867, 0.137436594501408]"
31,"[0.1467468284820972, 0.18914476507261724, 0.1628300135833236, 0.1723876581067173, 0.20001596056021098]"
32,"[0.19861040706420519, 0.16241041571957304, 0.18034651306440608, 0.16714742156598617, 0.1559747500256493]"
33,"[0.12629358203198826, 0.1593210893448853, 0.21394812898105364, 0.20581948830923014, 0.1539691277646359]"
34,"[0.17081972246060806, 0.16651731296298267, 0.19013608482001276, 0.16141790077528417, 0.18593934959060876]"
35,"[0.1617202595474504, 0.18823805820775485, 0.19997309815731135, 0.14111019788269386, 0.17084587758685954]"
36,"[0.19153260976100894, 0.18287286856900187, 0.14910597454013053, 0.14787110003969006, 0.18497887466082996]"
37,"[0.1684177313988343, 0.18463079071415311, 0.13615821499160796, 0.20582119720302772, 0.171389921425948]"
38,"[0.14114799222877505, 0.18607284232300847, 0.23447856700921232, 0.14989058234219255, 0.14624343425155073]"
39,"[0.17079941875148708, 0.13091980834762684, 0.20742477903786316, 0.19203613516649598, 0.16710539288272563]"
40,"[0.14328176395965042, 0.22655887897439353, 0.14066353246087226, 0.1746467408201865, 0.17943011880819415]"
41,"[0.16868057474944842, 0.14899727892963166, 0.1802173692387935, 0.1786478695951298, 0.186128405936563]"
42,"[0.16334785981742528, 0.20393523210215592, 0.16776066617315266, 0.1679566267507031, 0.16808260891220084]"
43,"[0.1643720823857463, 0.15925903410055486, 0.1717938713783006, 0.17733070867896472, 0.19248053145732058]"
44,"[0.1735662257454641, 0.1417425371402924, 0.17258421702980276, 0.17859687693398085, 0.19818639011561745]"
45,"[0.1651614903453965, 0.21000917416473797, 0.17981172945821056, 0.17076717070094494, 0.14570978729071193]"
46,"[0.16059109063675303, 0.20929293031919982, 0.16470579032813715, 0.15046532860586503, 0.16883054017219545]"
47,"[0.15550305612741933, 0.1631488465686881, 0.134982413903728, 0.21176175752350979, 0.1986818950989543]"
48,"[0.17921048485052837, 0.1756580733574955, 0.19389825145162976, 0.16603663519955958, 0.15726104561468612]"
49,"[0.14836137792505621, 0.1509427750097463, 0.18994332877064235, 0.1915363810602203, 0.1765341053401881]"
50,"[0.12439210424478575, 0.216430488892548, 0.15149966563446782, 0.135343672822811, 0.2265809167387688]"
51,"[0.16506545346867696, 0.1884489306683066, 0.17730970482019814, 0.2196741670102892, 0.11971841948474182]"
52,"[0.18329137629527392, 0.17559862867968146, 0.1472800283286806, 0.1387930985487501, 0.20417652799630703]"
53,"[0.1940347020919434, 0.15267969856031027, 0.14044445809968364, 0.1869094532524881, 0.1857526163966463]"
54,"[0.20110507488231333, 0.16934023575077717, 0.1343077731224085, 0.2275005324372047, 0.1200881830384839]"
55,"[0.1433465753619907, 0.19276995964111854, 0.1794467023514108, 0.19383827238218465, 0.15677646948776702]"
56,"[0.17218954799221586, 0.17249462665035054, 0.18604138536642056, 0.15710771225761844, 0.16535787030804883]"
57,"[0.12188328456956243, 0.19363685855178425, 0.2058878297761827, 0.14187060721960432, 0.18610190079066824]"
58,"[0.19599111503691136, 0.1473927946957455, 0.19540083700090305, 0.16139067003615615, 0.16232753972351677]"
59,"[0.1705538781499637, 0.18176951209943704, 0.18959574762858922, 0.15554972927134159, 0.16836996422623518]"
60,"[0.15250144491050788, 0.19526730307819307, 0.11803577953446509, 0.17416518360022348, 0.22249589326708208]"
61,"[0.1945900050761794, 0.1660115001038177, 0.14687795886720367, 0.17135577617429287, 0.17834973689663358]"
62,"[0.19657968419439464, 0.1762098086379642, 0.1718696965810983, 0.17023447136915337, 0.13172511757252836]"
63,"[0.15753582613397887, 0.16125821347193825, 0.1622775509719463, 0.1875647230658941, 0.19811191761869296]"
64,"[0.2132771900136763, 0.0887860749599031, 0.15192281937792662, 0.1912387279047848, 0.2186505567478506]"
65,"[0.1737373214156771, 0.1529940908623002, 0.17873854620467644, 0.1883424315632688, 0.16751645027162054]"
66,"[0.15814532950941385, 0.2094932116363789, 0.14873070782347508, 0.18226484884905447, 0.1588908375547201]"
67,"[0.17112782559172246, 0.21139403750276264, 0.14228360933215423, 0.15189046426858777, 0.17851579688725594]"
68,"[0.16353871254801067, 0.1883511741034466, 0.19579524838480888, 0.1902550763150832, 0.12430355890501299]"
69,"[0.19841372436279026, 0.1956238850227744, 0.14768893027202334, 0.16585602087171425, 0.1525186031135055]"
70,"[0.16360755116875303, 0.14595144107792501, 0.21550189345242665, 0.1650520005428623, 0.1721074037066317]"
71,"[0.20207305361498806, 0.15165475633891468, 0.18483328697916301, 0.16809836616686957, 0.15728049179725967]"
72,"[0.14689284567086536, 0.20279420325359077, 0.16812627221218557, 0.15861582093680104, 0.1733638701633654]"
73,"[0.1888570796520277, 0.17222333618067065, 0.178242798433362, 0.17879323291719174, 0.14851615785029726]"
74,"[0.17620414840213894, 0.13498608002103818, 0.21846957940991452, 0.13682155279970298, 0.1853165912645055]"
75,"[0.16464564930809666, 0.22690602078135624, 0.14353707208552857, 0.176869874983707, 0.1539387096568181]"
76,"[0.13321418119580886, 0.17911717207848787, 0.19282718083238903, 0.1727088870137644, 0.16982295893281596]"
77,"[0.13672418893421845, 0.1838483714905993, 0.17579736189584283, 0.1800089097442249, 0.18217411096006397]"
78,"[0.11278036256983626, 0.21259791466178712, 0.15564501222936866, 0.20620059529901624, 0.17484305878774054]"
79,"[0.1668129152190031, 0.17790210413838914, 0.16978793737331954, 0.1412150027054292, 0.19215999225804437]"
80,"[0.1648951730043441, 0.16772960160971861, 0.16322435084249742, 0.19072348895707658, 0.17886170534493717]"
81,"[0.18192946981296487, 0.1574235114734619, 0.18819570052112122, 0.1517784033960201, 0.17807536258104673]"
82,"[0.17086433664556977, 0.17075906942486752, 0.15829097438992823, 0.17704625487062042, 0.18964910854305084]"
83,"[0.18757766126603237, 0.17531476036654015, 0.17683457602638009, 0.14056884155838523, 0.1765186288123719]"
84,"[0.16658654630249037, 0.17833758247931553, 0.18368572022666085, 0.18527505762205043, 0.14737935587798356]"
85,"[0.20114867647628687, 0.1410533903968756, 0.18723731990954995, 0.17832990790737258, 0.14807689906751165]"
86,"[0.16287695661563784, 0.19596294952089255, 0.19962997610114952, 0.1423673400120392, 0.1574208304559479]"
87,"[0.15885499346308485, 0.19319068393531624, 0.15926324197523734, 0.1771527729934299, 0.17732986251217042]"
88,"[0.17382229994634824, 0.13455867095103502, 0.18486134950665334, 0.1694902847495976, 0.20299393988357728]"
89,"[0.144817773401536, 0.2182892355888647, 0.20868342084039593, 0.13071808509324256, 0.1509068880066895]"
90,"[0.20435517451761842, 0.17417385700229415, 0.21943458123603066, 0.156816559165446, 0.11018447728752678]"
91,"[0.18871155894916103, 0.12701343397923037, 0.21337771658322569, 0.18531688273537383, 0.1469372282010888]"
92,"[0.16331819107033085, 0.19552528356601628, 0.1418504478919128, 0.15364365564285587, 0.2098398991977437]"
93,"[0.15396444233364326, 0.17657093884227926, 0.18515357560752854, 0.1823211634483226, 0.17142964736338617]"
94,"[0.1746964587319111, 0.1360031820800337, 0.18808626148907492, 0.18795700105032176, 0.18407576506531964]"
95,"[0.20509688790344371, 0.18853329246366757, 0.17480312633310335, 0.13063124242250534, 0.16012827462343193]"
96,"[0.18026844194427172, 0.14121948725907474, 0.16317390002848764, 0.18721997299335114, 0.19926984923472912]"
97,"[0.19683262659184397, 0.17463111229364892, 0.16719082533264218, 0.12800824299197344, 0.1939484568557186]"
98,"[0.19811825776100878, 0.1790441198401882, 0.2059841038973973, 0.10546545188216327, 0.18302910247171722]"
99,"[0.17002448089493172, 0.15927513713600128, 0.17512441394449352, 0.2134344382251705, 0.14019048522111355]"
100,"[0.17390174181365559, 0.15874029171685733, 0.1345210972478429, 0.2226906829859996, 0.15910671757790296]"
101,"[0.1988892507206168, 0.20626443288116936, 0.15088573187597343, 0.1405049454467635, 0.16368769580521358]"
102,"[0.17705025676175457, 0.15220194316084013, 0.17002967131394353, 0.1784432945645218, 0.18421654336484483]"
103,"[0.21290464854429803, 0.13322990392668665, 0.1501139200282896, 0.18848763126474244, 0.17335997539438341]"
104,"[0.16734445697808586, 0.15060906997627355, 0.2021688775030599, 0.16927970095972278, 0.17391842495193488]"
105,"[0.18657644954946773, 0.19080566939117505, 0.17389765483188613, 0.1400659645498611, 0.17487492099186364]"
106,"[0.1868004388435367, 0.1365618740146829, 0.23076555344089433, 0.16070818824347644, 0.15096365329441308]"
107,"[0.16878543382027777, 0.21914675264365513, 0.1459994953763737, 0.1750739299938051, 0.1507021724430756]"
108,"[0.16491379881973256, 0.18374457601230199, 0.18025130679790358, 0.16807370973285474, 0.1711242199732549]"
109,"[0.1798518183633162, 0.1726698818376019, 0.15607070478578522, 0.1685544430724516, 0.18623554786134888]"
110,"[0.18113001010877872, 0.18789203579936575, 0.14495051016049687, 0.172798386294578, 0.1767839071340095]"
111,"[0.21739493115754693, 0.17158776391466324, 0.16824333068538522, 0.1810631951017201, 0.1077496426163762]"
112,"[0.13990470370619346, 0.24388189158408513, 0.13469102233649854, 0.1868736681081027, 0.1583012184323751]"
113,"[0.1820113462507409, 0.14785331534890023, 0.22374897615807499, 0.2014098166076732, 0.10821117012157544]"
114,"[0.1916918286484336, 0.18935680448717762, 0.1452996324142516, 0.20232613640685237, 0.13070554749508823]"
115,"[0.16790871377087868, 0.19161915319878287, 0.1153284639127331, 0.1820765496811788, 0.20744379221313747]"
116,"[0.16644017267912925, 0.15347550092539075, 0.1508315341496428, 0.20798807173813727, 0.18027979000489036]"
117,"[0.21543557683535375, 0.20119708704009143, 0.11822049512996347, 0.1587202652239489, 0.16972497108684148]"
118,"[0.1468241698732522, 0.19376305673307903, 0.14579106443383716, 0.2059400737530811, 0.17375118299744519]"
119,"[0.12112932500557694, 0.22166360423265652, 0.202563791074705, 0.19135290615939693, 0.12138980440262181]"
120,"[0.19368403387199984, 0.13760089776689743, 0.16616774408240476, 0.17190813146719786, 0.19481480555940123]"
121,"[0.15839641922291636, 0.1844807365019504, 0.15292012332957106, 0.14745263151268206, 0.21694856425313713]"
122,"[0.1940059719412447, 0.16967194751050807, 0.1623044796166042, 0.1533222513384207, 0.1895827529276879]"
123,"[0.1690515345303356, 0.14485003929911777, 0.1569792679631865, 0.20389212521616562, 0.19591132883544127]"
124,"[0.17780071015534993, 0.2185839231834047, 0.13460195060649505, 0.13435145597424691, 0.20067798704191442]"
125,"[0.18327116954783962, 0.16032394950664208, 0.14438539727090582, 0.18323608524251744, 0.19974096019397414]"
126,"[0.21466789388783636, 0.1466985434231085, 0.15192817045650242, 0.1595631202540756, 0.17837344690658896]"
127,"[0.12637794753492404, 0.2395501205425522, 0.17214538434400617, 0.16537987645814112, 0.1575986019198632]"
128,"[0.12964042099644002, 0.12507311535538068, 0.1725365834064433, 0.20958928515159714, 0.21835701731104928]"
129,"[0.12962877815299167, 0.19242286180267365, 0.16548741544030254, 0.18508791060755536, 0.19331237724020445]"
130,"[0.19719748422176953, 0.11101090992595486, 0.22132331196559862, 0.1873618213845536, 0.13862601055301305]"
131,"[0.17756922209697845, 0.2018125112501059, 0.18907789732724956, 0.1139891737421953, 0.1812969987483628]"
132,"[0.17215128835402183, 0.18204250205720562, 0.16436441698041038, 0.13833947774540567, 0.21299108105622155]"
133,"[0.19897500681184777, 0.14863111235629844, 0.20758050402641193, 0.17443607022622687, 0.13066239402668367]"
134,"[0.18279166326441632, 0.14019485457368586, 0.16339823699283662, 0.18565546164646052, 0.1830815135264542]"
135,"[0.1450674521460953, 0.17945484977018233, 0.1733279538460878, 0.14859705440221604, 0.21214533819730597]"
136,"[0.12352977224685191, 0.16056484796127202, 0.17868728774636766, 0.19669682415140555, 0.20828895042267237]"
137,"[0.23898188244110574, 0.1583618382346258, 0.12737031760361184, 0.12382727995140452, 0.2053784666685029]"
138,"[0.1656017425417604, 0.1297248331795301, 0.1708018350410233, 0.1714882321221709, 0.22307446986767498]"
139,"[0.1966329131234924, 0.207394389174272, 0.1553173676356847, 0.17630422994687067, 0.11683880022072934]"
140,"[0.13210404956836896, 0.1847051216007407, 0.20000642783019373, 0.17170360488539305, 0.16900651683751478]"
141,"[0.15494284884221787, 0.18359512685442736, 0.16883273311568325, 0.17142522326544296, 0.18471802562554251]"
142,"[0.1640091222403227, 0.21060433452081906, 0.19020078607630875, 0.1555422739340272, 0.14230772930077296]"
143,"[0.1962204516762328, 0.17639718774266966, 0.14663406441738713, 0.19658047108506138, 0.14889181042598465]"
144,"[0.14484774737280148, 0.17891152468607685, 0.13080451970230622, 0.19005011646983483, 0.21809453877186624]"
145,"[0.221948159578376, 0.1433722244922353, 0.15482046331949573, 0.15130400544218614, 0.19342235154867227]"
146,"[0.1287398046135012, 0.1847444961618815, 0.18044459746332864, 0.21925278471406295, 0.1513064365571597]"
147,"[0.17942299902831615, 0.13689897772239357, 0.14749679205094857, 0.16741129217831607, 0.2323954335394386]"
148,"[0.198764737335001, 0.1345021973377879, 0.18602514686659977, 0.17110764553422186, 0.17110963202228968]"
149,"[0.18314559440287592, 0.16526091910873908, 0.1944831040683257, 0.13672267571357954, 0.18178925525502143]"
150,"[0.17005184326199219, 0.18548873917965414, 0.16535943422579202, 0.19624661825623202, 0.14789333611553512]"
151,"[0.1858370228512033, 0.15064093213325191, 0.20671277270297517, 0.14013185807243078, 0.1745512543095853]"
152,"[0.16928325694422952, 0.1693084674951283, 0.18792503908910452, 0.14056317793299133, 0.201020612396281]"
153,"[0.15464329449499925, 0.17597520713426762, 0.170246388875001, 0.15496975610612296, 0.20487145593952016]"
154,"[0.152175162373147, 0.18721147921889802, 0.1644216554019322, 0.20607768918535507, 0.1537085620298133]"
155,"[0.18904198288687812, 0.13877501956437832, 0.16097918595928828, 0.185958402432576, 0.17980794097480768]"
156,"[0.15671489032240637, 0.18550155308482585, 0.16005021492704874, 0.1811927183582227, 0.18519115672466013]"
157,"[0.1576837117175509, 0.14754071370109456, 0.19952427791379312, 0.14123715977108608, 0.20655047823022477]"
158,"[0.1825877358598328, 0.20441434431271632, 0.14762857129755058, 0.18980295081260146, 0.13165404839034456]"
159,"[0.15053444939757754, 0.20161937682885156, 0.20337036114941642, 0.14845907043867868, 0.15732347843965167]"
160,"[0.17779952695751255, 0.1868583155267577, 0.15357096910677048, 0.15837572380161347, 0.18079161296580581]"
161,"[0.18979843350876802, 0.19853446834283262, 0.1583557498937852, 0.15568323715834986, 0.16448053841071508]"
162,"[0.1770307826486981, 0.16698701815760997, 0.15083103588090074, 0.16943341604172613, 0.20241151586728123]"
163,"[0.16938966312388015, 0.1787229106741347, 0.1424974567492363, 0.1590417673124146, 0.21724547099684843]"
164,"[0.178961316709227, 0.1732346030916524, 0.15931429368277494, 0.19076604548701148, 0.17326427096584918]"
165,"[0.1995808263294646, 0.14624625935787083, 0.1960500755068597, 0.1634332530021827, 0.14590820874388277]"
166,"[0.1909204340307511, 0.21072372392870153, 0.1442171825022347, 0.1567540851087179, 0.161713662241456]"
167,"[0.17470280209322386, 0.15256604798568407, 0.16497415274313643, 0.2070645350754251, 0.15299314066548164]"
168,"[0.21104847476584065, 0.17702630655683604, 0.16191528473719463, 0.1766254397988355, 0.1217523143858803]"
169,"[0.16061996160421144, 0.1888201909676287, 0.19659981274979288, 0.16572299912457145, 0.1433362013541961]"
170,"[0.17974128327930716, 0.1674552270016314, 0.20045350444431553, 0.1474205313271395, 0.17176419074021698]"
171,"[0.18621919605504877, 0.160061187243405, 0.23295067258079116, 0.1338433520424016, 0.1501081750870864]"
172,"[0.14851040064134913, 0.18448128121467344, 0.13754912694384103, 0.19456529585912719, 0.19533445596895338]"
173,"[0.18008742065384198, 0.22599502005332817, 0.1874228221386236, 0.15675197847417477, 0.11412443943247275]"
174,"[0.14835857409958397, 0.16040041344084555, 0.191202624876878, 0.17663659513104957, 0.1832882756373747]"
175,"[0.17197221113882966, 0.18213271596129443, 0.17991933656989811, 0.16305081044224823, 0.17376976425974056]"
176,"[0.17531852477583876, 0.1413261208047304, 0.17195843109149644, 0.1640597482608358, 0.21041038786678035]"
177,"[0.2017028996622543, 0.20266365459198543, 0.17233456877844, 0.1420109875626715, 0.15068337581688296]"
178,"[0.187778525935832, 0.17361736675450357, 0.13727970067495643, 0.19456833379983662, 0.16475035428894091]"
179,"[0.14613090381546257, 0.14919966133910623, 0.1555427111742942, 0.20433948041699612, 0.2054338377698659]"
180,"[0.2006211039217204, 0.21425211723766258, 0.11980846967855707, 0.16744468405268587, 0.1512772203263586]"
181,"[0.19760348480172385, 0.1839478057041356, 0.1721356552087111, 0.14993381517701698, 0.16359852963200194]"
182,"[0.18529111338499427, 0.17411715278869966, 0.1620648369516341, 0.1461331243900853, 0.20357642393165687]"
183,"[0.154349223448626, 0.15478004283486924, 0.1482992685787382, 0.2097797001031253, 0.19038887583699915]"
184,"[0.19097461173309416, 0.19116345320312933, 0.1460699787984383, 0.18664242329782887, 0.14701828785188453]"
185,"[0.161640694293113, 0.1844454778050697, 0.1593913846017554, 0.176434082853, 0.1881942008989701]"
186,"[0.18143470678616436, 0.14809639040328082, 0.17847934719654557, 0.1462543826332856, 0.2034229281775386]"
187,"[0.1660262402296232, 0.17327874945341604, 0.16738447630476216, 0.16851222435441582, 0.19804916534364525]"
188,"[0.15083303474971432, 0.16232655000670937, 0.1562794810805337, 0.20042586313921928, 0.20215365613707914]"
189,"[0.20698033342393496, 0.1415415199986707, 0.188395495242478, 0.1584599362160929, 0.16526511571713343]"
190,"[0.16222831394339032, 0.15806063847006446, 0.19349525576480175, 0.18004596830181507, 0.16868017958800796]"
191,"[0.1444256079752385, 0.20948048902604754, 0.16800439642926257, 0.1716117847004922, 0.17587187590386777]"
192,"[0.22229847461285224, 0.2008872668294438, 0.15845993570122385, 0.135386762770613, 0.1492214199241083]"
193,"[0.15478551042589062, 0.17203740418636992, 0.15990556718196247, 0.16821786261043203, 0.20649284031841852]"
194,"[0.21782031396283463, 0.16006757629145363, 0.17212126126515348, 0.1366371261706143, 0.18119273612793407]"
195,"[0.20075485976046625, 0.188941010717269, 0.18674721118872606, 0.13953173686845766, 0.15513396624980536]"
196,"[0.14028696016471698, 0.1795726386516069, 0.17966600116906006, 0.19441228534217225, 0.16394229262990834]"
197,"[0.17898187868348647, 0.1809768981566141, 0.15588677169167442, 0.16955009592110448, 0.18751858782437947]"
198,"[0.17796158864346423, 0.1357541496003154, 0.17267789466377803, 0.19616225868432746, 0.1857457537246563]"
199,"[0.20171830395579082, 0.1672447331176693, 0.16105172758917363, 0.1788504948746622, 0.15453519316881303]"
200,"[0.18286653168126754, 0.1492720459119371, 0.16992372368735886, 0.17197810622896337, 0.19506460325403097]"
201,"[0.2255839223545827, 0.1777995380664873, 0.14782126963602638, 0.15358741968053047, 0.15592680226948796]"
202,"[0.1894905766051067, 0.16345612237665186, 0.2148203457557546, 0.19591656510074995, 0.10297983537455313]"
203,"[0.20179368419160038, 0.17471331444607308, 0.17468487668878296, 0.13005461819425124, 0.17864841238212892]"
204,"[0.1892723492603562, 0.1787514304231025, 0.1434042752464093, 0.14736452013265988, 0.1957958720236075]"
205,"[0.19084662451052725, 0.16289080396939815, 0.1598759793246881, 0.16091206182297846, 0.1746874988724012]"
206,"[0.18917769110038984, 0.16225863897243065, 0.15689409307849123, 0.19896103785958175, 0.15739154681385825]"
207,"[0.19503457023682425, 0.14710691759899497, 0.17127863599153603, 0.1859151370908041, 0.15453032109635012]"
208,"[0.15473668095329052, 0.20930783456827806, 0.18522531132391706, 0.13067998682727056, 0.17628623714728386]"
209,"[0.13999310646991858, 0.1537391664490083, 0.16959139391464362, 0.19282998525338868, 0.213168047292846]"
210,"[0.1928748061610318, 0.14708458625598264, 0.14063597942488248, 0.19434666356924946, 0.18424086058010558]"
211,"[0.1662126461801695, 0.1879324041934799, 0.15437651976953704, 0.18671744122753142, 0.17131039861116848]"
212,"[0.16058289929298297, 0.1842264063039234, 0.18123281597320362, 0.14781228145780234, 0.18571703545692775]"
213,"[0.09231671990484602, 0.1831864435162227, 0.16513173040192997, 0.18630867173653376, 0.22230779568039427]"
214,"[0.22051123286241714, 0.13794433691790464, 0.17117677434635725, 0.16735364565984678, 0.16547413882386297]"
215,"[0.1752816077176973, 0.17996974303690383, 0.17563789610145653, 0.16009496810839685, 0.16664933883480848]"
216,"[0.1516930696453792, 0.17602307507618176, 0.13948192274882287, 0.17761685577634634, 0.21445651790146325]"
217,"[0.19801676671333113, 0.1308230135473244, 0.18095715973931614, 0.1812919926158837, 0.15448228701743338]"
218,"[0.2081843173911102, 0.1616317871810634, 0.1653365688045476, 0.13157472072816712, 0.19839661242690232]"
219,"[0.14762504991816106, 0.15987727708418198, 0.16919165290775595, 0.18812162341921168, 0.1994047798730917]"
220,"[0.15918733374202831, 0.1704832676463397, 0.15641208418197816, 0.17007931057629344, 0.2080681777415445]"
221,"[0.216680313695371, 0.165842776281928, 0.13340116744978547, 0.1909978984477655, 0.15744194786981602]"
222,"[0.15312738883185573, 0.20800206453989, 0.14591825375784317, 0.16260804288310626, 0.20489141917913933]"
223,"[0.19315874738555172, 0.15941689527510106, 0.19747492374296916, 0.14868808078095164, 0.16165851776877094]"
224,"[0.1261823172837101, 0.1692777551195248, 0.19724155464762838, 0.1702589512400251, 0.1931591063757483]"
225,"[0.17105730778092554, 0.1676431888012383, 0.1674594192269906, 0.1777664670666642, 0.18568289310444264]"
226,"[0.1542812678205172, 0.17956012425398749, 0.21830125024140523, 0.1823913206501543, 0.13140401356475595]"
227,"[0.17774414951308537, 0.20168383651477428, 0.17698147435769018, 0.13583628360583855, 0.17777823394996817]"
228,"[0.13775175056221522, 0.15785090181954398, 0.18938138722103592, 0.18202944258300535, 0.20327166724871115]"
229,"[0.18382157260308318, 0.1657857578551888, 0.16130589450754973, 0.16130006626729576, 0.18687207946125195]"
230,"[0.16528388057942645, 0.16306907042541707, 0.21102319334051445, 0.1374936985981, 0.1778688942364406]"
231,"[0.16940788406325757, 0.1594371744526506, 0.1869908627636424, 0.12234161146662426, 0.21690721640878696]"
232,"[0.17805395898314913, 0.19260703776119315, 0.14524407255472482, 0.16604784521077842, 0.16897978352224052]"
233,"[0.1783378960992701, 0.20961888006369156, 0.171000783273207, 0.11464883467959797, 0.1783077472704675]"
234,"[0.2053241384412675, 0.12096440830449473, 0.20507074673773906, 0.1438443772758493, 0.1851482950624762]"
235,"[0.21957113679817408, 0.12948078513948336, 0.1746141887987257, 0.17029221644104398, 0.1723567956061145]"
236,"[0.16178042327490827, 0.16991440837459915, 0.18282870078432367, 0.17506761230810275, 0.1813358831517291]"
237,"[0.14030921824751652, 0.14794283121613294, 0.22082764439432756, 0.1871376779013625, 0.16766225419326508]"
238,"[0.16537218324467695, 0.19436174753130098, 0.16516883546599015, 0.18149089374566196, 0.15957386565399057]"
239,"[0.16513574053201352, 0.1667721082007101, 0.19313242701718925, 0.13650405057123194, 0.19700056801318377]"
240,"[0.14886391617988537, 0.2104478948790467, 0.14436094125144394, 0.17160032205325593, 0.1806801408265244]"
241,"[0.1573225445726839, 0.17198818176033426, 0.17470716879932147, 0.194057785931258, 0.17091575253104285]"
242,"[0.17944421631808738, 0.20903221084213397, 0.15798452307552513, 0.15814645189358145, 0.1677271848260532]"
243,"[0.16903040170736616, 0.1708785881152971, 0.17829908914159587, 0.18115648592389832, 0.1699530797905323]"
244,"[0.14944560257201966, 0.12638200900397978, 0.15009543253897595, 0.23743875866824993, 0.18846952654793436]"
245,"[0.17961481492270825, 0.17911667011764687, 0.1745103800013018, 0.1668613349976905, 0.17252253143982066]"
246,"[0.1700258285582552, 0.1627446789599829, 0.19895391031390852, 0.15963790746180506, 0.17175081640094636]"
247,"[0.16566308716973444, 0.1624314682450635, 0.18036221961166454, 0.18250266360059275, 0.17020947023614008]"
248,"[0.1533362569043657, 0.16458159490157387, 0.18594574154859367, 0.203720702950407, 0.15784901130235918]"
249,"[0.1766736481383836, 0.21131842080102314, 0.16503752847937947, 0.1692151695156353, 0.1470702048337833]"
250,"[0.17044738831967476, 0.14943149961547286, 0.21100679711100845, 0.14698034775922364, 0.18276527791639352]"
251,"[0.1542542087150136, 0.1922929758782569, 0.1514360939777224, 0.1724496647856647, 0.19617306087131536]"
252,"[0.1680802123210069, 0.18005475461059073, 0.16119225743839205, 0.19796702171660951, 0.15622837255425737]"
253,"[0.18023351885333605, 0.1928736898924328, 0.17416319525614476, 0.1686042556157341, 0.14606334713948976]"
254,"[0.17415492598467952, 0.1560290886699659, 0.18082433134990028, 0.17062238382129946, 0.1654870487192126]"
