,imv
42,"[0.12102791145576232, 0.1092134318662559, 0.10851337057805661, 0.09787567357859271, 0.10639163425931379]"
43,"[0.08545367502831061, 0.10588614884810232, 0.127335915607736, 0.1291169272483212, 0.09905231815782474]"
44,"[0.11803870217914834, 0.09985706791104812, 0.10691780447885496, 0.11492838196905986, 0.10426573766530026]"
45,"[0.12952375010995695, 0.10365930183358439, 0.0901021989444203, 0.13358560830103045, 0.09468369614580997]"
46,"[0.08983919522947319, 0.09610561760441644, 0.1354549388974415, 0.13280215311053994, 0.08947884036413152]"
47,"[0.1340751989530747, 0.0845846466809753, 0.09302391001062305, 0.10623204730522837, 0.12996657994354996]"
48,"[0.1136048447079802, 0.09845593272689085, 0.10155996177183675, 0.10957455135759786, 0.12000400102968894]"
49,"[0.14816187750253612, 0.10534429625222026, 0.080655525272969, 0.11643104960306197, 0.0952798610119477]"
50,"[0.09196526423658566, 0.11752971008266425, 0.13452183964626194, 0.12774749514103698, 0.07851292963128488]"
51,"[0.10310385404092713, 0.08253346953850593, 0.11110180692591615, 0.1490133041520549, 0.09775219859618943]"
52,"[0.13352694839165866, 0.09317778102458732, 0.10083589276426667, 0.11687095131514443, 0.10132453984659835]"
53,"[0.11106201812178426, 0.1179723798006417, 0.09320063539343709, 0.10307084163262627, 0.12384172952701326]"
54,"[0.07849686104706632, 0.10271892266494685, 0.10629597387970881, 0.12745360668112468, 0.13608066111824546]"
55,"[0.10392533698188179, 0.12615698733940403, 0.09667079787271304, 0.09000667449932821, 0.13547163096528395]"
56,"[0.10962605421224177, 0.12476081152148058, 0.08787930584095141, 0.10494279132371494, 0.11788703549420523]"
57,"[0.105615005574223, 0.09635793117854562, 0.13083402181776982, 0.11979689707146758, 0.10098466950122972]"
58,"[0.12033411445757172, 0.12591568069047773, 0.09982318106523602, 0.1221004918544777, 0.0752710503934704]"
59,"[0.11148801785969038, 0.1332551413681897, 0.12167744668486437, 0.1034559665993862, 0.07804099778866379]"
60,"[0.11715344024964819, 0.10435169639499184, 0.08262698765519261, 0.09738037688202975, 0.1493969355581558]"
61,"[0.09672206438999961, 0.10714857465177531, 0.11255331474997948, 0.1209969602138236, 0.11428946186369222]"
62,"[0.11876427091733156, 0.11781796988714878, 0.1281378475925486, 0.11127903084101025, 0.07502825133826654]"
63,"[0.10616585851549676, 0.09005226595222059, 0.10613448994935569, 0.12363470744003592, 0.13161495061490863]"
64,"[0.09704884471251839, 0.10901514600270516, 0.09728304612213348, 0.1518346354550307, 0.09413537592401962]"
65,"[0.08813544024956084, 0.09883180662027573, 0.10724454417252462, 0.12325776064604457, 0.13454364050188047]"
66,"[0.13724647033364687, 0.0921604371997099, 0.09784905503962125, 0.1154328859256991, 0.11301393163810763]"
67,"[0.13561523170472492, 0.09029574822589885, 0.09036598436710383, 0.1326015328177416, 0.09879591008679707]"
68,"[0.09860716738004656, 0.07850548672180839, 0.1308115839826762, 0.1405693940330553, 0.09044175311573707]"
69,"[0.1180240812895514, 0.08180658926568485, 0.1125514921609444, 0.12050501417501956, 0.11963630409175037]"
70,"[0.1177510501835562, 0.09937851297327911, 0.13734942496019473, 0.13540783857641184, 0.06320093404935634]"
71,"[0.09854093124793468, 0.11881167264769653, 0.13153520329437327, 0.10712116707830578, 0.09356475606483104]"
72,"[0.11010240113886817, 0.0833417800998325, 0.09342823741540414, 0.1129430808867727, 0.15323748264788403]"
73,"[0.1050061312688548, 0.1136104908072173, 0.09796767470049275, 0.13901074364225818, 0.09241012981319492]"
74,"[0.09812422250860876, 0.11505921412210796, 0.10597668651518112, 0.12230539132348389, 0.10969264310564164]"
75,"[0.08221248584321417, 0.11292845287763731, 0.14901561456261717, 0.10969206527699282, 0.09872944299762552]"
76,"[0.1283888050628061, 0.10634284498840348, 0.11482496108519664, 0.10964685465210357, 0.09251259195416814]"
77,"[0.13422824923070906, 0.09681179699775937, 0.13923818822378153, 0.10040461828811247, 0.07908296079772176]"
78,"[0.1286662625857069, 0.1205889687989195, 0.11584692437197158, 0.08113789655113796, 0.09755244877616023]"
79,"[0.099552478979949, 0.08859261664786393, 0.148691847318033, 0.08990795278048876, 0.11556896637157091]"
80,"[0.10073890330907667, 0.10942241007833407, 0.09226463245299946, 0.12528981066442027, 0.11791891262704358]"
81,"[0.11409074886066883, 0.1270013535074973, 0.11003211755603715, 0.08803195930146136, 0.10575986292215182]"
82,"[0.08062256282552784, 0.12198421993950068, 0.13262320142652675, 0.08953876670740268, 0.11469327806146538]"
83,"[0.11898934884195177, 0.11603201662764828, 0.12406336451536717, 0.08516951066032158, 0.10895335347714034]"
84,"[0.12451172333964965, 0.12167487642490596, 0.09741157276151023, 0.1119136206108492, 0.09056672433930127]"
85,"[0.1250569772007155, 0.09990776490057102, 0.1187554517416003, 0.10436371765072196, 0.10091766977279396]"
86,"[0.08629350764411273, 0.1267053848027971, 0.1350005210629406, 0.09523146760551841, 0.1084294616351649]"
87,"[0.1054131107942946, 0.08994257982977305, 0.14835271575273787, 0.0836933287297086, 0.12463657862109692]"
88,"[0.11168198780641266, 0.09987799903021433, 0.09495328656197756, 0.14653264532358304, 0.1005208116647344]"
89,"[0.08884579916066128, 0.09486201506883268, 0.11658376896182522, 0.12207494249925704, 0.13023240092216187]"
90,"[0.10452366992465884, 0.09362870892266266, 0.11502965561094425, 0.11271727466147649, 0.11709564336192647]"
91,"[0.08306713416214663, 0.11163331685975898, 0.1515284827219935, 0.1035880167499292, 0.09467548220937551]"
92,"[0.1415801108423729, 0.08811557170961963, 0.12164731734131849, 0.0548511163364081, 0.13502731437299056]"
93,"[0.11376284758697311, 0.1207940896520905, 0.09578573811159856, 0.0961436610960698, 0.11585764852259549]"
94,"[0.11327879092092001, 0.08189057271660564, 0.1084275082941057, 0.14211109072702313, 0.1037521258275502]"
95,"[0.12951914282658486, 0.10289675884198558, 0.0792320517824173, 0.13376832920386203, 0.10724453567676502]"
96,"[0.08621606408938236, 0.12778845648277226, 0.10029984726519972, 0.12796848272454445, 0.10874901812156533]"
97,"[0.11364392007913217, 0.09495966492117314, 0.11163661484149622, 0.11275279056028598, 0.11072044494677133]"
98,"[0.09711268647891448, 0.1327133789784338, 0.12054393061233605, 0.09309101884985602, 0.09651858135865542]"
99,"[0.09715601055564928, 0.13564285275736399, 0.11602560748242986, 0.0954292577928165, 0.10303789373377113]"
100,"[0.13818789667255826, 0.10178115146528864, 0.09708736193669405, 0.10434916816534169, 0.10572579442082823]"
101,"[0.10179785919387083, 0.12479606536533629, 0.08195364604775751, 0.12563039783306626, 0.12198087145886675]"
102,"[0.08970430075754374, 0.12527227581021727, 0.11198135580264441, 0.10089401593189991, 0.11520349953969716]"
103,"[0.13356278373479272, 0.14938055874827388, 0.06209618688893368, 0.09194707190944895, 0.10660266810437809]"
104,"[0.09908314998277808, 0.10533703339112413, 0.10020153580273751, 0.10558360247632957, 0.13072161128905233]"
105,"[0.1154459535495582, 0.10098518708713827, 0.08010905561706397, 0.12010937036618984, 0.1328142168542693]"
106,"[0.15014455647892974, 0.1005259842142825, 0.09225424082670122, 0.10050286711204877, 0.11421679035569632]"
107,"[0.09903242394077919, 0.1303197997800695, 0.09732309615414235, 0.09018152474879404, 0.13004938243769149]"
108,"[0.10776976002445098, 0.11808946263501544, 0.09683198889946465, 0.1065694401120766, 0.12526751640319586]"
109,"[0.13548767813704246, 0.1425716509312184, 0.09550189124489498, 0.08116615781553045, 0.10192219719437247]"
110,"[0.0876292393209224, 0.14981863033227413, 0.11462725946835553, 0.09114426023600741, 0.11850123717993734]"
111,"[0.1466637325248788, 0.08321316676060875, 0.11539006370388695, 0.1211485975887717, 0.08822494475361402]"
112,"[0.13744649215113441, 0.08262438597450658, 0.11260748819906206, 0.12143813596605983, 0.09678140776720479]"
113,"[0.1049986089880034, 0.12473452929311483, 0.09126365760516773, 0.10789766850713446, 0.11738960390199082]"
114,"[0.11632424225847535, 0.11212200038881309, 0.10837122389600325, 0.10532345664129032, 0.10301729743342936]"
115,"[0.11543270065051277, 0.05577948010207607, 0.13166455138485741, 0.11582621498266138, 0.12375421100075971]"
116,"[0.12294705781354842, 0.14398688569344215, 0.08909032797644797, 0.07979964774924644, 0.115358466144279]"
117,"[0.07319601591131288, 0.10337760041905193, 0.10886263187222849, 0.13047330135290575, 0.1266560526715176]"
118,"[0.170425671193421, 0.07576778116972283, 0.10164091684463139, 0.10133486953322186, 0.10763148264969599]"
119,"[0.0924526193938338, 0.11863738043831383, 0.11125387923521328, 0.07585607356743665, 0.1421074499455052]"
120,"[0.1232724168717358, 0.08209996484143928, 0.10037711014700289, 0.10403391736474135, 0.1287402166062054]"
121,"[0.09995229636281923, 0.12168592117909928, 0.11453519182787975, 0.12611644920794182, 0.07752859369223401]"
122,"[0.10597016303699117, 0.12479828013393868, 0.09875096893424595, 0.12008302826335512, 0.09908680784459926]"
123,"[0.10502745096708754, 0.10022903814466781, 0.09026233392580066, 0.12873211885647934, 0.12083511422764154]"
124,"[0.11454525585410331, 0.09756547309410771, 0.13055388816465335, 0.11656095277109481, 0.09324282934763103]"
125,"[0.1175235063171211, 0.08872379458188741, 0.08655034302752475, 0.1470915149012517, 0.10979242252370781]"
126,"[0.14073886932065183, 0.10123544810124672, 0.0848553285758138, 0.11922513996213906, 0.09640602645994203]"
127,"[0.08238147352849211, 0.12761135501954826, 0.1300938883223351, 0.09779378139048273, 0.10929118478392413]"
128,"[0.11978241720767416, 0.09631382669341158, 0.07846411851385088, 0.09431223834081973, 0.16498851248199314]"
129,"[0.10814176307831719, 0.10514678235295385, 0.08955852343939964, 0.14332681622012397, 0.1012096552455504]"
130,"[0.09257285941912566, 0.12834048957542332, 0.09648629721021726, 0.10911695147540071, 0.12206426463994756]"
131,"[0.0826227583943975, 0.14483954155684695, 0.11748883321099676, 0.11514457377685365, 0.0864436055764067]"
132,"[0.09601469375647305, 0.09933016871994853, 0.12226734878681955, 0.12028796584436599, 0.11438730459937266]"
133,"[0.10630843614961977, 0.12459739163349194, 0.07356100455995768, 0.12611290136192502, 0.11614735377560097]"
134,"[0.10727645152718707, 0.18984819841701353, 0.07175830436179957, 0.1235022958072521, 0.09325580993744843]"
135,"[0.11015936937288874, 0.08825803276990596, 0.115228901355072, 0.10048108470989031, 0.12716094420132512]"
136,"[0.11466194229380079, 0.1281749800367638, 0.11942042667607536, 0.10490722515330905, 0.08585230874757749]"
137,"[0.08316658108578111, 0.13294809621508613, 0.12122426002418137, 0.12841315871227715, 0.07711223834472272]"
138,"[0.14344115765202148, 0.12092202989328257, 0.07648900529365713, 0.1178875791779029, 0.09334667636060616]"
139,"[0.09771368155143732, 0.07391413831014958, 0.13678657810453404, 0.1256415515203611, 0.11908479550104466]"
140,"[0.1461418364648771, 0.10162347612442113, 0.09552374119278884, 0.11253628605495943, 0.08691940526339]"
141,"[0.0736098423129454, 0.12259033259331242, 0.10656591962317011, 0.1164119459582672, 0.1316125769892095]"
142,"[0.07660754967131868, 0.10729780803860572, 0.14509147570673964, 0.10810353132913193, 0.11551767069140711]"
143,"[0.1824906264986443, 0.07971287826600011, 0.10840392786033845, 0.12389238501744897, 0.06439995209575347]"
144,"[0.09750992574572516, 0.1360638904742461, 0.11403760243283718, 0.07085850281080855, 0.14089722712909164]"
145,"[0.13803647958811274, 0.11455354674632628, 0.10378572250159822, 0.0848726348746818, 0.11270179036686]"
146,"[0.1005614715109417, 0.14501387675103827, 0.10437917533515877, 0.09472300891733726, 0.11133749275080487]"
147,"[0.12206438015704638, 0.09818813439940578, 0.1031781547754827, 0.09306568085947363, 0.1343054971345839]"
148,"[0.1314453397232792, 0.09176248827435972, 0.11016423536980396, 0.12163814743070664, 0.08523377260967097]"
149,"[0.11186527025221361, 0.08303195026878742, 0.12418043588479051, 0.09995439286421239, 0.12995573196851049]"
150,"[0.047230422736924835, 0.12108247030344414, 0.1746314098423283, 0.12423720027209573, 0.09181257228289173]"
151,"[0.08125072428701162, 0.11786316375413886, 0.09599023630174097, 0.11910552336341518, 0.12707557150899407]"
152,"[0.11885775044051348, 0.09011124046173587, 0.08851154087394701, 0.12536588320949393, 0.11982753347542749]"
153,"[0.08481832743720857, 0.11293619397330966, 0.12420393002170557, 0.11940420278877935, 0.1060797933484462]"
154,"[0.11206798695093917, 0.11274093146524347, 0.09421764817923602, 0.1263566889770051, 0.10143556506897092]"
155,"[0.09237978810084903, 0.09586635956016881, 0.12549366191106232, 0.10746403832743445, 0.12060458776326125]"
156,"[0.13618274467946911, 0.1115603117259831, 0.08757855184090682, 0.09572015655554919, 0.10942048335209383]"
157,"[0.11140294840716175, 0.12122964458582647, 0.09387353560923971, 0.0939015075509858, 0.12415089224963675]"
158,"[0.10659434831837382, 0.10100105007276228, 0.12060722151513763, 0.10792964041400598, 0.10550156011301982]"
159,"[0.13488939519120763, 0.10109340838745369, 0.09091998095320368, 0.13468497087830722, 0.09291147363653722]"
160,"[0.08851129287397025, 0.11887396241793827, 0.10393558115716924, 0.11442178580362017, 0.11837008744131665]"
161,"[0.08720352189024771, 0.11362627444834704, 0.08667628519334852, 0.12593270477018056, 0.13546449082655646]"
162,"[0.10619263263512212, 0.09080462668292454, 0.11844506555504355, 0.11942845197807389, 0.11084450622920798]"
163,"[0.07293517911467527, 0.12662807621200076, 0.12378789509133137, 0.10533517439808246, 0.11612192685671556]"
164,"[0.0920929118270563, 0.13177652171960783, 0.0822243399636261, 0.10917850779515917, 0.12801882049280244]"
165,"[0.10371409767883132, 0.13994237708325125, 0.115170718143629, 0.08461417306557223, 0.10105490986757193]"
166,"[0.12752459763512, 0.09245974460055605, 0.12350741710813207, 0.10512022829817105, 0.09157575881299682]"
167,"[0.14038980204907314, 0.1182472390043748, 0.10749430803234492, 0.11657631825996458, 0.06235013836837961]"
168,"[0.11815294638380212, 0.1095065849295918, 0.1223078377338548, 0.10357822042754324, 0.09976781753821036]"
169,"[0.21424270208447968, 0.11375214064779633, 0.08749030380278713, 0.09140786095755007, 0.08052827554452043]"
170,"[0.13085101547515704, 0.12401849301444134, 0.11346967063258188, 0.11401054801581893, 0.06014841071005816]"
171,"[0.1175413884170187, 0.10645057916894568, 0.11207070968900998, 0.11601498592164815, 0.09805426219309643]"
172,"[0.10540199675702827, 0.11936738491182937, 0.10436966955542099, 0.09011357848126396, 0.13126995804956115]"
173,"[0.12199361190191706, 0.0766266164544895, 0.11233847791460662, 0.12592008024238902, 0.11127354646507076]"
174,"[0.12315031845906164, 0.09617989667109604, 0.08747679400113038, 0.12048254744903747, 0.11473109193715941]"
175,"[0.11656323512757792, 0.13009693993705682, 0.08163533888910031, 0.10485410031483106, 0.1205509167814461]"
176,"[0.1059973684638072, 0.12388686268789434, 0.10490257079221056, 0.09747973537589967, 0.10840372269143707]"
177,"[0.09504789200060224, 0.08317261240785703, 0.11325522977181798, 0.1363405049171066, 0.11458385827080562]"
178,"[0.11763224855482043, 0.11498012866989388, 0.0948089687181401, 0.12406235459271887, 0.09110856600098251]"
179,"[0.13059503192766655, 0.10141755120667294, 0.1084233511632886, 0.11638589788267713, 0.09115134555354869]"
180,"[0.11505465834075207, 0.10273244067914813, 0.11897244116525678, 0.11281387146480981, 0.09966852109507665]"
181,"[0.135119704787868, 0.07429479615799088, 0.125837264900517, 0.12240044020012321, 0.09229453094805336]"
182,"[0.14587969784164406, 0.08696036387580042, 0.08940955915433094, 0.1066224684758581, 0.11985452552694258]"
183,"[0.06947513275830573, 0.14096528706850386, 0.10802775834010038, 0.12279254565773459, 0.12159121917418422]"
184,"[0.1113054500401991, 0.10041156078306315, 0.1136747346581023, 0.11858767173326745, 0.10481656012104273]"
185,"[0.10451905448411104, 0.11383862956999696, 0.1027958901816115, 0.10068811247861366, 0.12571724077932925]"
186,"[0.08232465424611898, 0.09754986825915359, 0.08299110066449403, 0.15203140155464906, 0.1450559137374472]"
187,"[0.128213136258411, 0.11922536324945192, 0.07849114731603861, 0.09490793189136161, 0.12674659220713283]"
188,"[0.08750882005348128, 0.13625420855194942, 0.10488924970893623, 0.10043140066871156, 0.11814008721338784]"
189,"[0.08158102427019835, 0.12434411135688503, 0.10282784657568386, 0.1071354591121164, 0.12844883702181042]"
190,"[0.08687842956585881, 0.1289329089470201, 0.14507006336453854, 0.10078880275591164, 0.08449038018874319]"
191,"[0.09135566018786906, 0.12866988986482625, 0.10302281682125125, 0.10821567504541293, 0.11206198222494265]"
192,"[0.08641607227319714, 0.1323730255200996, 0.11717476899198534, 0.0769543147817411, 0.1256529685462213]"
193,"[0.10090816332374006, 0.14071798591219642, 0.09087772762465313, 0.10504280792670118, 0.11545765445871278]"
194,"[0.14176629833741952, 0.08607368118677476, 0.12145876927016269, 0.08615520672454668, 0.10321466079399362]"
195,"[0.11057606393625123, 0.08195108571381553, 0.13281928044893937, 0.10654653642498484, 0.1078092154036371]"
196,"[0.11431919171702616, 0.10914823560015789, 0.09942320058853525, 0.11821316862781213, 0.10521917406847552]"
197,"[0.08884286393574953, 0.09847989901719449, 0.11261682866936638, 0.12650714177579395, 0.12837396140966822]"
198,"[0.12386351242127672, 0.10238961247610068, 0.0957340732667881, 0.14045649551130385, 0.09733791275301858]"
199,"[0.13208341438081042, 0.12150586530610734, 0.10111598969764385, 0.08747742985573617, 0.10534449426562348]"
200,"[0.11221107259858164, 0.09888215960095542, 0.135389439885674, 0.10096360985683776, 0.10084624995436552]"
201,"[0.11010493666215188, 0.12027545195317349, 0.09183504627457852, 0.12247703037364482, 0.0976433723165484]"
202,"[0.10724658719869537, 0.13067033799453076, 0.12086110885386352, 0.06564354251661982, 0.1344511520217077]"
203,"[0.08916551944940987, 0.108537402507897, 0.10706293423154109, 0.13303688766755575, 0.11222858968039355]"
204,"[0.12716989079718555, 0.07257967750161655, 0.12427937659339507, 0.11154535063053696, 0.11161689857011677]"
205,"[0.10330113595533848, 0.11982540690871345, 0.1093948379098149, 0.11105568400649071, 0.10551667970624715]"
206,"[0.058767923498269634, 0.11386910745277745, 0.11755208947274193, 0.1133692406715001, 0.15595015857643407]"
207,"[0.08588069338201197, 0.09031725129168262, 0.15912667774042374, 0.1274325115597388, 0.09832252801703785]"
208,"[0.09314225155980575, 0.10252632129483787, 0.12566404158367578, 0.10594895447296729, 0.1308230232481672]"
209,"[0.12332526457867901, 0.11240470305309803, 0.1369794419084534, 0.0735439787041149, 0.11153277874173836]"
210,"[0.10619655129943074, 0.09698400909268874, 0.1198010770183144, 0.09670148669835646, 0.1306947335150465]"
211,"[0.09946852987289076, 0.09305261193071289, 0.14538747541018207, 0.13083083834610257, 0.08464786547594913]"
212,"[0.12522833736079883, 0.12023964070919202, 0.07333057753359283, 0.08862374665798228, 0.13254171333045878]"
213,"[0.0872560553548993, 0.08177306909853894, 0.13947935904629621, 0.11729115864292461, 0.12417074881321694]"
214,"[0.12595260619323198, 0.1142004786110445, 0.0406383435929827, 0.1251145440197354, 0.13960427522384689]"
215,"[0.12587353480330365, 0.0644641132684089, 0.08387842362076911, 0.11842676268051668, 0.15797514589821282]"
216,"[0.12778233331238265, 0.11665998572566365, 0.09034934904449311, 0.093561081625993, 0.11949696245579061]"
217,"[0.11091901126634382, 0.13883214446292053, 0.07428360048365076, 0.12915967120624092, 0.09918180834696176]"
218,"[0.11182731590330176, 0.1237027412652774, 0.09156819365985962, 0.10276317981464128, 0.11529721337341828]"
219,"[0.11912907339062102, 0.09550426944716003, 0.10500713798056399, 0.12984202067435766, 0.09969830868592212]"
220,"[0.09452972965432606, 0.09747480367595421, 0.10955879209238908, 0.12797803381371692, 0.11507595648099632]"
221,"[0.08422434130546631, 0.12132985399327025, 0.12479793962243718, 0.11581260892778636, 0.10118385415460741]"
222,"[0.11295899401174267, 0.10960411171190346, 0.11045864620737854, 0.10704086342704541, 0.09758105275172621]"
223,"[0.10386317150411357, 0.09508723206234751, 0.11110494943643677, 0.11071687612573915, 0.13064295714876195]"
224,"[0.11119416990776536, 0.11915503445546573, 0.11203584599397785, 0.08740131467716739, 0.12207125746902323]"
225,"[0.16654414228298411, 0.12809306984639518, 0.06790968878224306, 0.08345481445791131, 0.10834756393784746]"
226,"[0.10404302798474807, 0.10129200097094475, 0.11623504200768833, 0.10959507414985006, 0.11540701877929496]"
227,"[0.10026988082175975, 0.12268651662030473, 0.12373316688982641, 0.11326863363013343, 0.08771998446987045]"
228,"[0.11973729777117426, 0.08768779719557586, 0.12988144734624474, 0.10735143835791684, 0.09760088695543344]"
229,"[0.06990192076178117, 0.09114185363383884, 0.1477936319368152, 0.12253856536844152, 0.12747075294290813]"
230,"[0.1144043951923174, 0.16034322348256785, 0.08321276166584497, 0.07671252762359461, 0.12520184490588443]"
231,"[0.0919906634950386, 0.11461997463660467, 0.10560146799927833, 0.12094282451318358, 0.11050791117578027]"
232,"[0.12592969962988745, 0.08957688203494144, 0.1150169012613953, 0.12192886332215801, 0.09585719006145435]"
233,"[0.06806021200441846, 0.10872267372486664, 0.1138350830780131, 0.13013977189836679, 0.12274352667998757]"
234,"[0.1310342822210774, 0.11477386833674737, 0.11048057318080869, 0.08468210417388523, 0.10524032055076595]"
235,"[0.09484763623208543, 0.10856096411123486, 0.11289073901540432, 0.11694750889045799, 0.11281679075258633]"
236,"[0.1046042086591102, 0.11120061943066636, 0.09616712439866758, 0.09536197917968466, 0.139721136493244]"
237,"[0.11289313597915887, 0.11535546102115087, 0.11032423426509641, 0.07319022388079759, 0.1396690341793753]"
238,"[0.11262113536331035, 0.1062500818226542, 0.12148735045374803, 0.08478511435377774, 0.11903412657694505]"
239,"[0.14830169654728867, 0.09466133415397221, 0.10777488042280017, 0.1138073728313609, 0.08026363737202669]"
240,"[0.10824015527134008, 0.14815656992427928, 0.11808339159897811, 0.08716592399498863, 0.0804897623086909]"
241,"[0.14404599064599674, 0.1233271804259335, 0.0960799789476766, 0.08841945125642803, 0.0950167519135314]"
242,"[0.14971345327724225, 0.10890384664940472, 0.11509365311464714, 0.10333066443868533, 0.07344508634463713]"
243,"[0.1370476973304106, 0.09070159691735874, 0.11463662211085089, 0.11051656306160029, 0.08519913633537983]"
244,"[0.1389487920282686, 0.09285549216318063, 0.12174519030568175, 0.10145039657385496, 0.0890251056281386]"
245,"[0.09879895327541133, 0.10664555768178134, 0.1051483387741441, 0.10475304920902087, 0.12868064389286876]"
246,"[0.11806154704393604, 0.09513570960420747, 0.06751964597892532, 0.13205949266292363, 0.12540141931110563]"
247,"[0.09399609594795395, 0.07770645060720006, 0.12199497739809281, 0.11826032369854378, 0.1475817133355678]"
248,"[0.10441381874403646, 0.10457438897290022, 0.11786738755782997, 0.11011590988940875, 0.10847343838667388]"
249,"[0.09535175635901619, 0.12490953619725315, 0.11370808960966383, 0.11403192524926731, 0.10010569234658398]"
250,"[0.12294340630395037, 0.14229903106866432, 0.09841978170898835, 0.09239284683366687, 0.10009240939424428]"
251,"[0.06954827982004118, 0.13420524801587846, 0.0895865137673283, 0.14669171636980316, 0.10579006530193649]"
252,"[0.09539340197814812, 0.12971628909449032, 0.08490368540969333, 0.08675857102246082, 0.16099891911201503]"
253,"[0.11382264434619989, 0.1166835091685457, 0.0823785792570308, 0.13519489355873057, 0.09024301065243062]"
