,r2
350,"[0.07109387834761705, 0.1673419153175798, 0.1443967572672057, 0.18188453915329028, 0.14936190806992122, 0.18002968259772623, 0.24627914465227574, 0.1680157332188511, 0.13748832571937752, 0.10867648354399373]"
351,"[0.23678272534648803, 0.1022568500906803, 0.14857700433843135, 0.18230986560811901, 0.19178723597238478, 0.09525751440107011, 0.1992842473206421, 0.12053643234366662, 0.1683185741372687, 0.10974198095666932]"
352,"[0.1648911354248216, 0.16733023311514394, 0.15103875665688304, 0.19346860795965615, 0.193506839568507, 0.17975471724096326, 0.16569017219852777, 0.13337998259993478, 0.10759250831204659, 0.10011387746774969]"
353,"[0.10577214207057106, 0.17333733669328444, 0.1994598463190833, 0.16918501345955195, 0.1436019435485002, 0.14808539833637624, 0.13320905463816024, 0.184989819874109, 0.13374659173132564, 0.15305387851813035]"
354,"[0.10967803433339818, 0.1762411428857259, 0.07273130513918036, 0.21209592280875755, 0.05998620941433386, 0.14934650821366235, 0.1850886287857857, 0.17893353854824035, 0.19776345387623528, 0.20110729414794826]"
355,"[0.12129854885565794, 0.11851451837759641, 0.15099627770714896, 0.17596866497126706, 0.19479593737935552, 0.22547602570697312, 0.13601490165100183, 0.15676561606686334, 0.11966582815637106, 0.1613202745072092]"
356,"[0.1246554417815684, 0.1744787362619904, 0.12345557827961406, 0.18391954381962627, 0.10107897879489369, 0.20155682165799038, 0.15420969902388604, 0.19192435779307626, 0.12859570618108251, 0.17023059890177372]"
357,"[0.08440298061490914, 0.1599165271979791, 0.14028906505055827, 0.18891710341757928, 0.15399797781358127, 0.1623776435775346, 0.15956077733591412, 0.20835641730589327, 0.17299569779663448, 0.12898604047377893]"
358,"[0.14427386133890696, 0.16255005152814672, 0.14661017888583672, 0.15428885591017183, 0.16226492404229753, 0.09717332764790221, 0.13879283090499417, 0.14489915920149166, 0.23194928689144645, 0.17367272876467432]"
359,"[0.11684621322496402, 0.1983771387183203, 0.12502215244097215, 0.1847914940757145, 0.15277423913264898, 0.14524748962505085, 0.12121486351603916, 0.19086237792339222, 0.15876140228270152, 0.1683782502868162]"
360,"[0.18665874899961055, 0.17122104716439468, 0.16798365172735463, 0.13494431563044995, 0.17586364960102696, 0.17334341490481042, 0.16073748087632467, 0.1507709094261379, 0.078207857851881, 0.16042596235859352]"
361,"[0.14565477045984976, 0.12726189504082597, 0.16814046275251582, 0.1696599457263296, 0.1522868269587797, 0.11633839590998307, 0.14607445266131724, 0.17919660083211042, 0.1776946372289243, 0.17575713460458375]"
362,"[0.06704816447369089, 0.1543592567435229, 0.1345917015503676, 0.15076727225147213, 0.1741993129009919, 0.08680671310302923, 0.2248671964306146, 0.20114138727563258, 0.15633977644256647, 0.20630828017491543]"
363,"[0.20550431565584315, 0.16669472548652065, 0.13929846376384425, 0.06558107523570822, 0.19813704398150078, 0.17776495193092978, 0.10091209131444012, 0.15076019082237924, 0.18525708473156655, 0.148261077408553]"
364,"[0.1739049381305685, 0.18838217850003725, 0.19863014014232983, 0.15270952907997348, 0.18917112448792495, 0.19826046476883075, 0.12910941681276444, 0.07623061354412419, 0.13350912321274577, 0.10539112225506553]"
365,"[0.16126730266799094, 0.11737687371177496, 0.10243456437608567, 0.22083578591059116, 0.14185538321865288, 0.15046665484547994, 0.1516235372321859, 0.15278467328525347, 0.14553327107775693, 0.2025068799671489]"
366,"[0.17090849620907056, 0.11563198596143354, 0.13882249826014947, 0.12820896056340125, 0.15515971071247348, 0.08408395974484473, 0.21365001716508047, 0.1933029566132657, 0.18620107278833375, 0.1710271984138514]"
367,"[0.16427810753893524, 0.13419190384007063, 0.15742691537275944, 0.18324392593404526, 0.2097152479002583, 0.15854880765612223, 0.13868122891860868, 0.09610048101557811, 0.13979436661538025, 0.17363092111310297]"
368,"[0.12944440528789503, 0.11310528369750739, 0.11103709312799626, 0.12996678861816413, 0.1753682760510764, 0.15503500018511607, 0.15620772620241197, 0.1718805856880069, 0.20401344102461838, 0.2072445253209788]"
369,"[0.1757660222539532, 0.1586363959172098, 0.16391753505912598, 0.13470811337432742, 0.13837528497879814, 0.20817625163524478, 0.16632094772650885, 0.17642548179120832, 0.10787060174830088, 0.1281837601201421]"
370,"[0.13312725154742733, 0.18096360890327745, 0.14524613023110566, 0.16633489421061887, 0.07993317914643105, 0.20545633748969017, 0.1842598275715689, 0.17597363744837247, 0.16790436123931252, 0.11759509497841347]"
371,"[0.11620860479577633, 0.08273635856927042, 0.15298874598847345, 0.19370455148972288, 0.16654136031534061, 0.20810456995196935, 0.1196496229695242, 0.14184992371581306, 0.20724805256240897, 0.16060775009487482]"
372,"[0.17951481998655816, 0.1516030352747304, 0.13188822574993697, 0.18661195939594766, 0.16545326258424065, 0.13997508929856795, 0.0858821297666369, 0.19144695905074083, 0.10650437502669086, 0.21278126331531189]"
373,"[0.12627088945431786, 0.17725461078273652, 0.2420133094391249, 0.1942900951806965, 0.1299847840991306, 0.11490793000249477, 0.13699328261706867, 0.11173054554745154, 0.16222596430060532, 0.15992218733852004]"
374,"[0.13466370704093966, 0.1668355488604748, 0.20361862448722623, 0.1863571198107512, 0.13183563626057304, 0.1808684111504022, 0.11367394136556985, 0.16182891806621846, 0.17350496315934483, 0.10431616925322973]"
375,"[0.1569115094766511, 0.1309232723395296, 0.1611814877377976, 0.14423113926899256, 0.23154499429944297, 0.24011409946802365, 0.1500820565592219, 0.11705011075404548, 0.1066632606105179, 0.11805378417601697]"
376,"[0.13419997025837915, 0.2062943314661051, 0.15883851766671941, 0.15864703259185553, 0.2038481230258029, 0.14049360631185548, 0.15288224997698463, 0.21970540291692453, 0.09412828942765017, 0.09208129643764995]"
377,"[0.20561363441292346, 0.1203893694828364, 0.13783986331827058, 0.19471572146870653, 0.21055428009124377, 0.15414004803891324, 0.13637576903835003, 0.09125999682816632, 0.17630369905811594, 0.12432430542336237]"
378,"[0.12461136392316641, 0.15528336053748537, 0.08982629241926765, 0.21979489448048428, 0.10600676765161843, 0.13810549701021002, 0.1722675254806071, 0.1555918490326078, 0.1760940215147221, 0.212918251467498]"
379,"[0.11511292154457509, 0.19113958486467664, 0.14846636036397565, 0.13161993961627216, 0.17296413207180417, 0.15484133865553074, 0.13001659543688726, 0.15841788005335045, 0.1388696618510319, 0.2139505533042788]"
380,"[0.17374793644666697, 0.16016853438212875, 0.1410429481757044, 0.17787608458469806, 0.1232985670676583, 0.1809533184725779, 0.13749538417185403, 0.11744237950774117, 0.20477727699569392, 0.1393821960615812]"
381,"[0.12647013267021945, 0.09251128831402355, 0.11139218643260351, 0.13646568516171997, 0.1615459377260945, 0.21423165115782516, 0.1646341784663351, 0.15677529125056067, 0.20857904448253317, 0.18267616425348787]"
382,"[0.1185792294634288, 0.15054697751442958, 0.1263172986000608, 0.2062321815114183, 0.15429744464882622, 0.1779508824077336, 0.13339127232611736, 0.11522899679760623, 0.19234019003969716, 0.18076945229190888]"
383,"[0.15581994766112683, 0.09644424935141949, 0.167291473268384, 0.17983321399295638, 0.1648482003006747, 0.18229780156304587, 0.20794388239004258, 0.10068950878603189, 0.1664533159070668, 0.13532821915050675]"
384,"[0.13425378277906264, 0.16085350802111587, 0.07104292380489363, 0.12228969090651132, 0.21272927501695504, 0.21267864185442342, 0.15876164755231148, 0.1629744115763303, 0.1479963731837174, 0.1698191306934389]"
385,"[0.17030710914503489, 0.14140242908409562, 0.15898203540272793, 0.13398924059593353, 0.1558530115585478, 0.19468089754399598, 0.09741622243779113, 0.19314098655886747, 0.18099643849654912, 0.12760958965196845]"
386,"[0.21745636732977114, 0.06070928142801535, 0.11780469648321246, 0.15241211301770252, 0.20209880239999256, 0.22017104709205504, 0.07471537045238652, 0.18117832522194588, 0.18873062517339612, 0.13475389184691633]"
387,"[0.1449596631267791, 0.11250287368930278, 0.13484013625680447, 0.22074315443516668, 0.12062895759704229, 0.12521583507430933, 0.12531016624967073, 0.18802932850900356, 0.21869161655213587, 0.1594988126509258]"
388,"[0.1773002125821076, 0.17418391395044497, 0.18851919532724304, 0.15439749182801632, 0.14782633747323748, 0.16222408268483257, 0.20343122307049433, 0.17423834722697984, 0.049144112703609744, 0.1206179070773008]"
389,"[0.13449277776116697, 0.18099397352454305, 0.19145503307103418, 0.17404038029920454, 0.14554356407447577, 0.1401624144613759, 0.14672522734653148, 0.12198085504058243, 0.20527665793859906, 0.12016870468393592]"
390,"[0.16343214026659791, 0.2356862404694311, 0.1400229302743099, 0.12405220344490475, 0.10948433559848536, 0.18171526442022745, 0.17729743128183184, 0.15335765842835114, 0.07840230296645434, 0.19177716624696062]"
391,"[0.1970107134093, 0.13471193450567587, 0.11121221286796568, 0.20916971929076433, 0.23518733000773595, 0.18964735255029408, 0.16466492340306826, 0.08264246790384489, 0.10063347483200069, 0.12434951462030652]"
392,"[0.22944720508560168, 0.10731035832058256, 0.15445851995082338, 0.1103604854454121, 0.16891861174370815, 0.14738352187265158, 0.1961560765664575, 0.1595427066741676, 0.1300586820933204, 0.143610628647179]"
393,"[0.17197014389591536, 0.14981117472717154, 0.2074512230134159, 0.21451361237043753, 0.14479961850861656, 0.15426178697467774, 0.10365422662697976, 0.15038463530247959, 0.17330351489654172, 0.08213023657539598]"
394,"[0.17103066203805828, 0.18222872764899523, 0.17983647301079198, 0.12562794142473355, 0.19479034661574246, 0.14919078451539214, 0.1421393994757606, 0.09462508836041927, 0.13039699130117155, 0.18566327186989373]"
395,"[0.21279065549821397, 0.0885279877772891, 0.1479998090565443, 0.22274103185925465, 0.15818242567888596, 0.09801904855266874, 0.16703249704072576, 0.18576758318508957, 0.09861959695428646, 0.1668557599887842]"
396,"[0.19082054769241463, 0.17801915293462856, 0.152375462720029, 0.14459534357021497, 0.130836609350785, 0.12328313747054032, 0.1131717792575957, 0.14638754914826402, 0.2117713316852643, 0.17001069338711183]"
397,"[0.1620885250813262, 0.20357479801122746, 0.18493367478952039, 0.14334231892211835, 0.2000397935923166, 0.12373596916527829, 0.23909644471756597, 0.1314852565761666, 0.0813451127615672, 0.09057821673863553]"
398,"[0.14124533458388766, 0.17314938133005642, 0.11989304811857793, 0.072268807367588, 0.17062324789245198, 0.12461193137895876, 0.18558686620960652, 0.19329529107349452, 0.2218796178796758, 0.14769763360107346]"
399,"[0.10722909599144759, 0.07504323269815316, 0.18751921580799646, 0.13376753892254822, 0.1432762621073962, 0.19067102597369445, 0.15936664742929785, 0.1491515095565199, 0.1977314079688216, 0.20285731451321531]"
400,"[0.08414556616800806, 0.20258107897386224, 0.1822319156440273, 0.10331043794554884, 0.18039908424097484, 0.17025766801954823, 0.1840178109853262, 0.1844375350777957, 0.16778795684363979, 0.09320429485383719]"
401,"[0.11666089446859373, 0.2256236606582992, 0.1736767685323638, 0.1544975550340002, 0.14877622180723105, 0.1261382014685335, 0.17651211558832514, 0.10661372384537493, 0.1353329859654513, 0.18943231958458195]"
402,"[0.16903953253101134, 0.14406159730803836, 0.1831401252564121, 0.15152406342084002, 0.13552940764704358, 0.15022630542908555, 0.12937867412055437, 0.1105214319032789, 0.2062718833430559, 0.1777077522136452]"
403,"[0.19904542536947323, 0.11977693957410807, 0.20710619249358642, 0.1989231180711254, 0.12455009941669049, 0.10856228481569052, 0.18128190819286638, 0.17145655645862978, 0.15097664842907232, 0.0947933626481694]"
404,"[0.15636849618824478, 0.16123604199789765, 0.154357292797342, 0.20725875350647105, 0.14390164121706817, 0.10135269401167735, 0.24390114548610442, 0.12506627603708487, 0.13859632705173774, 0.129096166621817]"
405,"[0.11633687383758773, 0.16908973646473247, 0.1578918956745453, 0.15730128512465158, 0.18681499032463666, 0.14670633815866785, 0.16553593620692397, 0.15967639924311783, 0.15391011286778233, 0.13786294647179165]"
406,"[0.18949394171036693, 0.15859518844522325, 0.15153089924280938, 0.1328321306119956, 0.17419320730258314, 0.11090191354331225, 0.17287517330111102, 0.1448417641706492, 0.15011970628440674, 0.16992896762464205]"
407,"[0.10227966220674156, 0.15527075731827134, 0.15445283116479303, 0.18255512088677217, 0.156353280582048, 0.14139039297473288, 0.19841556544084193, 0.13832221052527083, 0.11941431567679406, 0.21375927390819027]"
408,"[0.11686227960277173, 0.16210175404268135, 0.1317816395571687, 0.21749991808956093, 0.09817222476829857, 0.18661066472793875, 0.17977031137344124, 0.14832425847246922, 0.0968274696904794, 0.21094207105372675]"
409,"[0.18379770040656962, 0.140607383359021, 0.22954013103133752, 0.16979149291929574, 0.13735648095237263, 0.05747329109171362, 0.197327897560041, 0.10995063555454143, 0.1646171800174624, 0.15810386274135646]"
410,"[0.1666223367479691, 0.12881030064650412, 0.149434161037013, 0.15008981970154933, 0.11610484843354074, 0.15562352735575213, 0.18149541780783085, 0.20246090172207187, 0.16153720409602568, 0.14301136684440996]"
411,"[0.216772065985251, 0.2243143362431933, 0.1863273701983572, 0.11860814774872197, 0.0877217985023887, 0.17373599436440224, 0.12787015204826802, 0.12830806644130066, 0.13381076521018342, 0.16228680948314644]"
412,"[0.1537410519209994, 0.26665465518711295, 0.13100508983673964, 0.11648509167938104, 0.18769001859463919, 0.15989438832899772, 0.1355049915254074, 0.10000132143729468, 0.12830341783589871, 0.17111437726713208]"
413,"[0.06550974608088111, 0.12856221403059576, 0.14467375211659284, 0.20884380433797445, 0.2232758119948418, 0.18635924272186088, 0.1767031173908321, 0.12398411098321449, 0.13033559078643742, 0.1648131425503776]"
414,"[0.18935129441074672, 0.13073807187599962, 0.174414444492887, 0.15172979420126942, 0.14616232432315968, 0.1908537294624847, 0.12559783538889346, 0.1821458864748805, 0.12595164831447692, 0.14326702829035642]"
415,"[0.137054170743804, 0.1910175877539323, 0.1921527204813569, 0.17418046202663562, 0.1451253461198755, 0.1595451578784488, 0.14549276238597386, 0.13594908264183447, 0.17121023250060274, 0.10468830262348627]"
416,"[0.10598177622882288, 0.1207238664498832, 0.21035422403694093, 0.1548930424911622, 0.1987157468346833, 0.18861481233276267, 0.12675946966661844, 0.09448781669516915, 0.13188831567134274, 0.21278080206384187]"
417,"[0.19716399914215232, 0.16409495679503294, 0.15957762545738585, 0.17314403800500622, 0.1579813643791106, 0.12126333444840376, 0.15767002853793421, 0.14994890975184294, 0.14013046386241057, 0.13637823723547737]"
418,"[0.09783287391641737, 0.13749496860263266, 0.13152791061941693, 0.12795378541230007, 0.16908363606327814, 0.18005953736001168, 0.14785031130800563, 0.18924117126964868, 0.12824455967681692, 0.24745690755359606]"
419,"[0.15690718901896905, 0.18048914827870255, 0.15076496738048983, 0.14348134951616265, 0.19062149005206985, 0.15288594964894286, 0.19101810704549305, 0.137021449626765, 0.1568492343482758, 0.09927735431550921]"
420,"[0.12387656344712861, 0.16719034819143086, 0.12209430744074168, 0.18004838513348864, 0.1553245864849051, 0.08625056615788329, 0.20377281604814612, 0.1528656789016849, 0.2231926165551792, 0.14181118204408494]"
421,"[0.11856834735781396, 0.20193818794500684, 0.13994849067428805, 0.08838337282255182, 0.14127652333134022, 0.19519176163915164, 0.1646273912987376, 0.14183869313490627, 0.15120085247305837, 0.21440192912166023]"
422,"[0.21395371467082624, 0.17051153829288912, 0.09787411195226037, 0.11271101174665632, 0.12229418708287354, 0.19542531275199893, 0.15277080053918068, 0.09131685326901273, 0.21149457924056858, 0.18148731365493986]"
423,"[0.16998906884319986, 0.20366619747292247, 0.12444063660597149, 0.20787104150559976, 0.12526624155493526, 0.12589761536521615, 0.15891862055850126, 0.14943903548481607, 0.15277067065191052, 0.13616454652432652]"
424,"[0.21798105144491442, 0.14732276296827673, 0.1188096935542945, 0.1647382621724165, 0.12935931777503085, 0.14330084854259906, 0.14791888553505317, 0.16820313782039753, 0.18406602686539575, 0.13337362668922914]"
425,"[0.13868409141133464, 0.1393977363498211, 0.09920569641598931, 0.1810291186977705, 0.20667271219772265, 0.1791824817574329, 0.11183640356651092, 0.12297387330072906, 0.2353828717161709, 0.13924479459954842]"
426,"[0.1437968141028254, 0.12040718183104415, 0.13937908895056428, 0.21555247003019373, 0.1956671369883083, 0.12650979800022155, 0.14407824932044644, 0.1467916383298502, 0.17459435747298147, 0.14733151475504402]"
427,"[0.1496447197807128, 0.1224548494989437, 0.13868149631214644, 0.2390964099404257, 0.233570607863129, 0.13146621352048016, 0.07666999358526028, 0.19886712159703102, 0.14997056156199484, 0.11236157761633947]"
428,"[0.19682538947991468, 0.1046766619095959, 0.07521458305900808, 0.1451675992569732, 0.16960795577848353, 0.1982943530372997, 0.14220880895895638, 0.20447227538392465, 0.1581042788025977, 0.15856153457888977]"
429,"[0.14672814332216733, 0.13027611980262677, 0.13958671032169157, 0.21921238126766274, 0.19604416600559604, 0.13433973629557971, 0.12966875432731473, 0.10782059478725525, 0.16939562471635705, 0.1826022229741191]"
430,"[0.13466970502940356, 0.18430693263140852, 0.18515668275416308, 0.14572141382056103, 0.15512057400581614, 0.18146863089553567, 0.15806854824234196, 0.17903717464593993, 0.1631646003508087, 0.0633465901602307]"
431,"[0.16056446820107895, 0.1580403405116524, 0.1465117694607857, 0.1721936976986299, 0.12169540637227438, 0.1784000291516531, 0.144782269520209, 0.16094767474373706, 0.17158119517630444, 0.14391428596850808]"
432,"[0.17881402132214574, 0.17743091858697113, 0.174567689494197, 0.1879516857144926, 0.17693353836343162, 0.10517718011285537, 0.10288096058784879, 0.13924960600122338, 0.15922618330704164, 0.15312535888836942]"
433,"[0.17838297411387538, 0.09471289150143425, 0.15208471115094324, 0.16935039783629124, 0.16421211575329442, 0.19026087300907568, 0.1622752275145729, 0.19806335665507346, 0.12283927499551972, 0.12354078375858513]"
434,"[0.16941874765445986, 0.14580919087533117, 0.145959193274235, 0.14167818266995424, 0.18306656262849785, 0.12216814351242689, 0.16742627748214056, 0.13319437532691192, 0.19287115037736613, 0.16029168855614617]"
435,"[0.16605161575350114, 0.1939896245009708, 0.16993858555155306, 0.12942108761534776, 0.17269534159030286, 0.16690357368260444, 0.09713442489193591, 0.2284079855975969, 0.11822668449318663, 0.1187780621126312]"
436,"[0.1832519951856295, 0.13857096001389146, 0.13092179994470632, 0.1315237268304058, 0.1432052173907865, 0.16461496941905618, 0.12887305310193398, 0.14359385359455867, 0.22187059083801075, 0.1722845453186671]"
437,"[0.2355831509452706, 0.14479841163948437, 0.15369884453359306, 0.18167268778105783, 0.18559229727274984, 0.1710462066787799, 0.08897183796551411, 0.12741566620565925, 0.12972433006806394, 0.12862580885961405]"
438,"[0.1306736102682874, 0.15750385385389098, 0.14821415306429764, 0.1862740952617793, 0.13971513602471164, 0.10595770057458165, 0.18884792819975527, 0.22747363624773642, 0.1427682155513892, 0.1322693254722741]"
439,"[0.15271508141849843, 0.1399632553683846, 0.2106740493785315, 0.1595943907577786, 0.19131470588580168, 0.1622033488362592, 0.1547332054862679, 0.13405659838609463, 0.08528567024949318, 0.16275396413056042]"
440,"[0.1991791085387331, 0.1460388103278797, 0.14424191768772898, 0.1431212302777134, 0.09992870443474344, 0.14879637076709873, 0.23516228389260063, 0.11866970291233914, 0.19209090029851028, 0.1348662730068313]"
441,"[0.16723442167701197, 0.17317455533572046, 0.17572743380342026, 0.1829860732972235, 0.14980866077209176, 0.16700557236190094, 0.13244575531436753, 0.15666399826560296, 0.1364332316660415, 0.11955355085428987]"
442,"[0.13389914531343716, 0.09599425502658998, 0.14957065206977582, 0.1315015045849589, 0.20121986785551071, 0.13532295945730433, 0.16818706314016052, 0.17468823220932128, 0.20234934109081837, 0.16756505713633973]"
443,"[0.1639871728269634, 0.1723617019735072, 0.1819371450774473, 0.18715112616328644, 0.08624817360586268, 0.12037393549161979, 0.19264793750809683, 0.1718893050313589, 0.16395771967302752, 0.1146351520883927]"
444,"[0.15259606628099154, 0.15099850697336625, 0.169711325789642, 0.13274128610394964, 0.21027872578646578, 0.144369825054673, 0.15469629073335556, 0.10734717493135959, 0.13490337489689774, 0.20052553175011523]"
445,"[0.13873339715107547, 0.19592539039361678, 0.04344706327498904, 0.12581514472214328, 0.17031409619069493, 0.2338827167612293, 0.14825935701429982, 0.14773370776772088, 0.1598062997701325, 0.19232514587614402]"
446,"[0.1283548445513204, 0.16103539156972813, 0.1714682111023521, 0.17849513423815455, 0.1548308398078404, 0.1536896200735458, 0.1663150725545739, 0.11589133033485399, 0.12904305835850072, 0.19741454066553477]"
447,"[0.15648601558204878, 0.07834678238423376, 0.10397586340861631, 0.1765989605959497, 0.17632409403374227, 0.08797199843303627, 0.25039316094807473, 0.2112676259495042, 0.1680238113390632, 0.14450368372609157]"
448,"[0.20661283597298286, 0.09476209705841776, 0.23985847742485156, 0.15003388076074686, 0.12120720733105572, 0.11806063674255363, 0.1426054017400442, 0.17865271790387438, 0.15082669340764254, 0.1502950634236978]"
449,"[0.09997413893525942, 0.16210579593520968, 0.18974650347460342, 0.17915090868420924, 0.14308622616175426, 0.1256575535751967, 0.18057506740555918, 0.16139119197553664, 0.2532060497053533, 0.05309447701690395]"
450,"[0.14380662895088347, 0.18000979880720058, 0.17996458138827764, 0.09238798155264705, 0.08954885535426294, 0.1870718290517821, 0.18418682802136122, 0.1809400930882319, 0.16065189138161862, 0.15904330176822046]"
451,"[0.13981415995061464, 0.048390963066136106, 0.1743218235001185, 0.19158271608152244, 0.1421550014871521, 0.21437518031488778, 0.1620082912625309, 0.16732335315189262, 0.15515864845569383, 0.15956127793748687]"
452,"[0.11136334862072717, 0.160964057854737, 0.15604817583848296, 0.17229612466503075, 0.14905396864411413, 0.17630915267483638, 0.14003186180113159, 0.16559596816614874, 0.17585938683132551, 0.14523191576662964]"
453,"[0.1397116813674828, 0.16971559106417233, 0.17303926888718701, 0.15586160310034103, 0.18424637347545503, 0.1162405883848372, 0.18465856521031987, 0.11795649872705016, 0.11503521768391434, 0.19301742597927074]"
454,"[0.13031031650972835, 0.1300365273924372, 0.1817220723841272, 0.12720776502187614, 0.19595008304937245, 0.1971013604518177, 0.11053080829333228, 0.1376286698734368, 0.20120540868599746, 0.13690422132288238]"
455,"[0.17753604151964364, 0.14670304427066516, 0.10517805414002912, 0.12471806867422763, 0.11813212618295277, 0.2022282273578886, 0.20999456611601297, 0.1862949575061773, 0.09664476117470322, 0.19119126502902306]"
456,"[0.1666505352756601, 0.15682642650103418, 0.16610189434386724, 0.19723619635682066, 0.09255774782570303, 0.18971807425007547, 0.16814680433258855, 0.1422371840899016, 0.11300546537142153, 0.16375100620850291]"
457,"[0.1779969105243291, 0.1595180978103964, 0.21336676924624076, 0.1447023491573607, 0.12449280515393091, 0.2438006686104779, 0.13116567950948, 0.162586700315135, 0.08962147785750252, 0.10818001134542132]"
458,"[0.12063101043445068, 0.1157990928465994, 0.17937052030011957, 0.1582905211855069, 0.19071155817587582, 0.1785033196460868, 0.174977287963191, 0.15042769943767487, 0.12116068785436052, 0.17017874456334414]"
459,"[0.13652727644393448, 0.13364963914613026, 0.17205795903829546, 0.11981221326046776, 0.18349509403564135, 0.1752299324101394, 0.1407428187808506, 0.1661067401069245, 0.19231287301891464, 0.14058050476889483]"
460,"[0.13469702830283414, 0.1919257962676626, 0.17063302008394132, 0.12518781851008298, 0.15817554629839425, 0.13515901410827702, 0.1465951448839926, 0.22545889693214416, 0.11968879524617448, 0.1466342610550393]"
461,"[0.21769213086850125, 0.16954269985415693, 0.15799753409950257, 0.11685378744819919, 0.11272802858317577, 0.1720212510313237, 0.14104334883626102, 0.1404464232685707, 0.16644283353330214, 0.1628332690840879]"
462,"[0.16296668858112417, 0.17220833898399823, 0.13575878765203575, 0.1486572936217423, 0.1862934609893181, 0.2036442811035114, 0.17537323698671492, 0.08618305796599735, 0.12957530383590277, 0.14718998103282055]"
463,"[0.14974113396888655, 0.1641645933817547, 0.22993995043694881, 0.12148176913954445, 0.1288870307363278, 0.12667007328515956, 0.17621863442467278, 0.12739864854912897, 0.16341610894304281, 0.16742127661288286]"
464,"[0.17640935513131417, 0.16899889283753688, 0.16414137798895045, 0.11449150468840708, 0.08621230064522145, 0.1447341522316924, 0.16843190522348728, 0.18560870438632127, 0.2123619671031901, 0.13341512975913916]"
465,"[0.16886208002329517, 0.21887847510254088, 0.11766771269255316, 0.1720017944674198, 0.17027388608185656, 0.1237578944641533, 0.1697304267496167, 0.1380111871452161, 0.18324472706891193, 0.08115192959832196]"
466,"[0.20161677982657633, 0.1581565992002506, 0.04878103878744999, 0.17910112447065996, 0.14674280945308837, 0.17069863496770787, 0.10828775817574265, 0.18369357579136103, 0.1527564631862578, 0.20352369703859285]"
467,"[0.20715459742369935, 0.12626556014052215, 0.17031572835210274, 0.0908064718783792, 0.17518115205081553, 0.1934463353955861, 0.14325375064527723, 0.18272884078821972, 0.12853055028390936, 0.13822316062234696]"
468,"[0.19620554480141772, 0.11988875224463091, 0.1171832275848439, 0.20797025672924163, 0.0955583250871953, 0.1979755911731308, 0.13363795930877598, 0.13456367409123737, 0.23074554666343072, 0.1251973095547244]"
469,"[0.17698883298193746, 0.15466332830098195, 0.13870393009554927, 0.17672699188537155, 0.14970986968190325, 0.11411837071729136, 0.21061132854268472, 0.11570593638913484, 0.11105379984638475, 0.19763133443464664]"
470,"[0.18528697286399964, 0.1402751425748131, 0.11593599583050451, 0.16696846463713744, 0.14693050331596846, 0.11981999672473453, 0.19264953060967893, 0.12200814314396291, 0.163351116036885, 0.1992064222631491]"
471,"[0.12098061736084387, 0.1497535681531862, 0.14555373406029148, 0.15523164509810095, 0.17292515750778847, 0.16089714755785844, 0.11007463165678333, 0.17333702807053486, 0.18060562071190667, 0.18389976433763544]"
472,"[0.1844936809066221, 0.12309271561380597, 0.13190109978662445, 0.18337733720961336, 0.16674039419104092, 0.10166662834824058, 0.08297064027751722, 0.20294971450303267, 0.21562708235548, 0.15099313033244022]"
473,"[0.061136825075252976, 0.2078261283857049, 0.18122727342465483, 0.1400394119071009, 0.16286307051391513, 0.20389686183207456, 0.16235519711512114, 0.13390224609987078, 0.1594509637713485, 0.13845878969753544]"
474,"[0.15826052725019935, 0.12276942510621958, 0.14888981130649714, 0.170322582118976, 0.1509610068273548, 0.19997230435912505, 0.130806548459659, 0.2017604766270078, 0.1408584795519333, 0.13443941505676982]"
475,"[0.11214600530162522, 0.18824326308998385, 0.16778837176276873, 0.15724012879314708, 0.17242120126851768, 0.12807734961649142, 0.1593717847455881, 0.16727315735632042, 0.15267597178307613, 0.1543745576788823]"
476,"[0.14534556835106605, 0.18939437014440508, 0.09534649878091583, 0.13930371975704892, 0.20493798015567, 0.10914415422231027, 0.13032515397467948, 0.21541933024964655, 0.1987439617142407, 0.11844837228928251]"
477,"[0.14070221134572125, 0.14390498175665212, 0.16130419522979245, 0.18709081973104902, 0.13593497737065974, 0.18831957151747314, 0.22753063283188935, 0.09707652199843775, 0.14128736774639783, 0.13720248039581806]"
478,"[0.1970039300866928, 0.11546505833349296, 0.10804070812886979, 0.15306221911558904, 0.16179385493953324, 0.24067679730175884, 0.15959353692108003, 0.125904229341247, 0.1322519903816176, 0.16644695277899269]"
479,"[0.19505420075925628, 0.19738625821753175, 0.1419422445032522, 0.15968815878093778, 0.14055634035936593, 0.14820949296406116, 0.1893310295371835, 0.12017311590312363, 0.13555200222202235, 0.1204956540396167]"
480,"[0.12694487409432187, 0.10890423643669278, 0.12998059819898666, 0.15285991629387685, 0.2075498809897025, 0.17258588950433196, 0.18877440707241389, 0.12449826166662115, 0.20689438182146058, 0.13319016270808837]"
481,"[0.1695604640464371, 0.17032563579607374, 0.1241994553855037, 0.10998004707648024, 0.1367416139226425, 0.22311006090932217, 0.2230760102481567, 0.08803252768243486, 0.16786493500023536, 0.13418366873177712]"
482,"[0.17877944861844275, 0.18941153875290284, 0.16813506249568, 0.16970085022438275, 0.11474505483283859, 0.15563724045320038, 0.13643087923418462, 0.17920220559358857, 0.17816648798585355, 0.08077553860333775]"
