,r2
844,"[0.04023683334433159, 0.03687499127631855, 0.0411682184544363, 0.03783402223587118, 0.036447467506767306]"
845,"[0.03972038496315955, 0.03707105108350539, 0.03389721494187958, 0.039029065335549395, 0.04277753583180954]"
846,"[0.03789664251292857, 0.037723143423475824, 0.03974911142890136, 0.03806929489759869, 0.039159026727155655]"
847,"[0.04057119321386615, 0.03624359425028634, 0.04184357825589957, 0.03483401901010108, 0.03879913411567659]"
848,"[0.037786761844685435, 0.038240831567408984, 0.037429464824749514, 0.041947347203908136, 0.036952386202924514]"
849,"[0.04298008051264557, 0.03735434712761476, 0.034597098796562364, 0.03754622190989054, 0.03982239584471359]"
850,"[0.03977131969019454, 0.03470273358060805, 0.03849614986394989, 0.03923904146213375, 0.040091051859887594]"
851,"[0.03527839639469066, 0.04414888073875034, 0.03730159785928533, 0.03836156844858596, 0.03720670842619511]"
852,"[0.03765205002113803, 0.03708630870191043, 0.040306487944299696, 0.037089706057691574, 0.04058522009047172]"
853,"[0.038775777040871096, 0.03497370278029954, 0.04239285914135715, 0.040094363182850645, 0.036323679230867545]"
854,"[0.04049603146634717, 0.03821449873934257, 0.03562399792860693, 0.041042760971700454, 0.03700964570396292]"
855,"[0.03739766419520696, 0.037624980393445306, 0.03957386176867905, 0.03924665493086377, 0.03884557964185287]"
856,"[0.038127958098844617, 0.0392498738089645, 0.03708997175367379, 0.042114028285931804, 0.0357160478684696]"
857,"[0.03752330192670794, 0.0388161873397902, 0.036544473076015715, 0.04124595962089972, 0.03845466644636808]"
858,"[0.03877207830273144, 0.041242616309282165, 0.039842697660459, 0.03598038194005282, 0.03649512321088544]"
859,"[0.039705513917408286, 0.0386630075597052, 0.03668654076594402, 0.03580638014561932, 0.04158127867520478]"
860,"[0.03776042294008719, 0.03943914248932956, 0.03944119426187087, 0.037424762628734065, 0.0384606537842459]"
861,"[0.042731759064482566, 0.03469624474189137, 0.03858296202791167, 0.03981818041435781, 0.03661208990571829]"
862,"[0.03780164363776228, 0.037069460580735236, 0.040259298781890496, 0.03740969479574274, 0.0400618616374353]"
863,"[0.04166366421982659, 0.03682187823034844, 0.04160736677299792, 0.038801191390429146, 0.033299924907622125]"
864,"[0.035356978597023914, 0.03727511408112183, 0.039606423836772264, 0.03740891684098713, 0.042776579742484944]"
865,"[0.03591572692774825, 0.03785305981164078, 0.038887995523335994, 0.0391763607467106, 0.040689238154241525]"
866,"[0.03342917839165549, 0.03802434182817782, 0.04091756442264416, 0.04148310090102991, 0.0384304298119057]"
867,"[0.041750416702888815, 0.03632449095670254, 0.039977783456540905, 0.03942239144178772, 0.03493557606075559]"
868,"[0.038924746656474496, 0.040988131341133105, 0.04046848208640874, 0.03403792782068582, 0.038084740200297285]"
869,"[0.038353811566593676, 0.03779151962588512, 0.03642278539714394, 0.04296452801200368, 0.03663072107006393]"
870,"[0.039953934506267275, 0.03826565471045151, 0.03521259040931768, 0.04318757135092777, 0.03572368215705091]"
871,"[0.03805094790424379, 0.03577943440572584, 0.03860224385736921, 0.03756733535052137, 0.04224376544338382]"
872,"[0.03774210172759429, 0.03726606780853614, 0.03569378013964064, 0.04008277440934005, 0.04174606355248511]"
873,"[0.03790077351777499, 0.04478293996233229, 0.042739622573715996, 0.03520844596312822, 0.030943866216745608]"
874,"[0.03404307532007722, 0.039254177888080166, 0.04472303690040269, 0.03769440263527246, 0.03629707612028377]"
875,"[0.03865969851419604, 0.0365788137095544, 0.037999632469275846, 0.03799164632882979, 0.04130765890541399]"
876,"[0.04334009996388488, 0.035253419177806, 0.035803719354032926, 0.04010616994117433, 0.03796561880123139]"
877,"[0.037590402629889885, 0.03959371649452603, 0.03719806928312541, 0.04030215998838449, 0.037756055278332035]"
878,"[0.03286782628998697, 0.0393650471046022, 0.041085988778262306, 0.03840030151963625, 0.040783563649468224]"
879,"[0.037771468947992215, 0.037323007340643755, 0.04254782693286274, 0.03734113650763504, 0.037307885789231277]"
880,"[0.03977839194430155, 0.04056628255131145, 0.03435879073203818, 0.0393217106205106, 0.03794042545273857]"
881,"[0.03933657794996559, 0.03517400811259952, 0.04110333140180744, 0.03857478899550426, 0.03849033990998241]"
882,"[0.040572222028042004, 0.04245837018561027, 0.035031673719208345, 0.035842686210772357, 0.03848868496553659]"
883,"[0.04393719628742043, 0.0386920725665274, 0.035218041281318, 0.036190045090092715, 0.038132924379171595]"
884,"[0.04094097688481835, 0.037284882089080096, 0.03877394977687998, 0.03940294494784191, 0.036044939627961736]"
885,"[0.0366142206316219, 0.03977311621311297, 0.038927701837753736, 0.03970871970626688, 0.037330149982313654]"
886,"[0.03839789908702207, 0.03887656058790012, 0.042150154376211724, 0.03736114217671893, 0.03573667580269502]"
887,"[0.037280926794980074, 0.03770098914286257, 0.03897605566878781, 0.039371022054549676, 0.03871459654500986]"
888,"[0.037933336261008366, 0.03670401672384627, 0.038138223603402244, 0.03735539488661488, 0.042419923240631596]"
889,"[0.03877867534338708, 0.037454162904014376, 0.03823205242710548, 0.0394134326579727, 0.038540557974435896]"
890,"[0.03841220940717549, 0.036043165468533034, 0.04121648402108968, 0.039988633292567854, 0.036952901208683775]"
891,"[0.040369445705158435, 0.039551008136235355, 0.04097866675320072, 0.03525133224491872, 0.036303775717661635]"
892,"[0.0389339630987241, 0.036029578683326235, 0.040122519405964785, 0.035167354872529755, 0.04208899134057631]"
893,"[0.033831222892833246, 0.038420136972107, 0.04194627125044226, 0.036964913320740145, 0.0412164174900167]"
894,"[0.04001381983249064, 0.038991981523279096, 0.03840228156732517, 0.04022851099482294, 0.034831448132501275]"
895,"[0.039115102681631875, 0.038134232939947, 0.037745844584052946, 0.03665812479111763, 0.040673161709670835]"
896,"[0.037024824539413914, 0.04055164207703377, 0.03928861922423854, 0.03638192701293186, 0.03893460026467077]"
897,"[0.03503631972301502, 0.04041310240821816, 0.03948590716729927, 0.037895246265113314, 0.03942181777777265]"
898,"[0.03980101109162326, 0.0361933679376214, 0.040773516972783086, 0.03897815274572658, 0.03659813077070162]"
899,"[0.03748779749674902, 0.0391977647664703, 0.03944491337926004, 0.03739976046885629, 0.03879491896000642]"
900,"[0.03756597579686127, 0.03756297596774083, 0.038673203799815536, 0.04097016898149697, 0.03766697854733014]"
901,"[0.03957893451718386, 0.03611747527764053, 0.04267449696634562, 0.03740448613141989, 0.03659582321867083]"
902,"[0.039593257783312574, 0.041117074635074746, 0.0373370075292746, 0.037653421849687896, 0.036725488390835004]"
903,"[0.03375731960681261, 0.03818687327411874, 0.0400750060096432, 0.04233247238092663, 0.037730833819467735]"
904,"[0.03715915920216173, 0.03909625717827414, 0.04101653940785244, 0.03653112696854843, 0.038600962517774784]"
905,"[0.040374625344249626, 0.036798887030981664, 0.04139864195764087, 0.039270498458008896, 0.03473919691084448]"
906,"[0.038809124770844416, 0.03914387740390868, 0.03954753050814086, 0.03583771409795411, 0.0391073636298741]"
907,"[0.03766575234557423, 0.03685357643137488, 0.040920381469005895, 0.03933036246596511, 0.03757362560206956]"
908,"[0.03867180504872736, 0.03828553318532546, 0.039755116694834336, 0.03808558946677465, 0.037633388917394095]"
909,"[0.03713177993864436, 0.041575931718289216, 0.03373529869312841, 0.04199753538045825, 0.03783989466615778]"
910,"[0.036933470352279674, 0.04024183657225333, 0.03785034816800026, 0.03922977931554528, 0.038127854828384544]"
911,"[0.038935149260391766, 0.04200986683088537, 0.03522224644760508, 0.038332561426694056, 0.037941291611221395]"
912,"[0.03864337702681864, 0.039711320134282135, 0.04020116094667836, 0.03713304984636634, 0.03680852364187237]"
913,"[0.03643511386250997, 0.034381525094426046, 0.04138296912970152, 0.035563370150030194, 0.0443428318732505]"
914,"[0.039782469193906045, 0.03926774663959964, 0.04254722188637583, 0.03408089493675737, 0.03647933263058922]"
915,"[0.03676084623418696, 0.03979789144549695, 0.037588031821428114, 0.03801939318372494, 0.040067199342769366]"
916,"[0.038028266349082296, 0.04039672269886163, 0.03860116806290215, 0.03812802343326427, 0.03726694377342854]"
917,"[0.03965375907705082, 0.0364371549105722, 0.0375916033916609, 0.03856578390804022, 0.04017896141829924]"
918,"[0.03540420130772626, 0.044091360991655004, 0.03980990485020741, 0.034133827244195225, 0.038891943539216434]"
919,"[0.035662659093989135, 0.036965276177072126, 0.04055205738076206, 0.0359708834960073, 0.04315359985487188]"
920,"[0.036674884047911305, 0.03555538983926876, 0.04126961599968837, 0.038556298841362246, 0.04042268338909438]"
921,"[0.037070428643741216, 0.03700634816944093, 0.03812970439565255, 0.039178053758680775, 0.0410214965942024]"
922,"[0.0353982427342906, 0.036403376785891894, 0.036693202253491264, 0.04047506395400613, 0.04344714628511337]"
923,"[0.03917020784293179, 0.03527375775858854, 0.041075571243044284, 0.03967983923761009, 0.03730835266742405]"
924,"[0.03444458436703257, 0.03772101923821347, 0.04018699290556926, 0.037442438903804054, 0.04254781106063388]"
925,"[0.03795514671828859, 0.040658946114762395, 0.03496720929307362, 0.04104162229930175, 0.03774251254534977]"
926,"[0.03519841784927402, 0.03607637091357563, 0.038813839076538015, 0.04016186873648653, 0.04196796409842074]"
927,"[0.03768750023044409, 0.038866786616319926, 0.03991648161973993, 0.04108872514666695, 0.03499931200811357]"
928,"[0.04068589454061855, 0.04105248905104608, 0.030278556216833286, 0.04218299160023087, 0.0379639795962301]"
929,"[0.039744773904061725, 0.03555667334306778, 0.03796475583346626, 0.04446968529095097, 0.03480667427535078]"
930,"[0.03684280957034425, 0.0413730874370436, 0.04054744596233051, 0.037814584966967324, 0.03586914008090636]"
931,"[0.038308353661015926, 0.04179731338527404, 0.03917542888064285, 0.03531377035321104, 0.037843185719172556]"
932,"[0.039167665413588404, 0.0377531587671216, 0.03906367041740422, 0.040025663102523756, 0.03630793639327079]"
933,"[0.04082116513439982, 0.035815553716397, 0.03675479400464199, 0.037694617459148816, 0.041260752479527096]"
934,"[0.03851865872851712, 0.03924911960249233, 0.037870180947159215, 0.03980675064730199, 0.03701991154160322]"
935,"[0.03995118033638145, 0.03952258619016524, 0.0408177565802329, 0.0353479219517846, 0.03662769288372303]"
936,"[0.0360958715240004, 0.03985663151053853, 0.034478089037776716, 0.039484687438486876, 0.04218136867389888]"
937,"[0.0347446679478578, 0.04021377624202138, 0.038819298918142064, 0.03959129058173094, 0.039059491836789584]"
938,"[0.03822038326083155, 0.03949984361228576, 0.038539428532565534, 0.03834985613735975, 0.03793276240456833]"
939,"[0.03754680318885395, 0.04062943365592708, 0.03607706615415418, 0.03966712700456676, 0.03848017497351652]"
940,"[0.03744042144603554, 0.04250883118562354, 0.04047428331443448, 0.03312671211951845, 0.03897035274471006]"
941,"[0.04043925504331325, 0.04075382812900974, 0.03957848106934081, 0.033674124595590715, 0.0379407651974254]"
942,"[0.03714997579804313, 0.04028917508323715, 0.038415569109130354, 0.03838074869300012, 0.038461117707154324]"
943,"[0.03944476892400317, 0.03978805882547398, 0.03791067553995442, 0.0388181198115819, 0.03658390691395219]"
944,"[0.037534441794476625, 0.03669161335270654, 0.04247117163635972, 0.038154036254257395, 0.037408461052494735]"
945,"[0.03823245909762951, 0.03705385688845897, 0.04336638898009426, 0.034998917348139424, 0.038646417902106545]"
946,"[0.03529224418225729, 0.04065111645782549, 0.038330686681640525, 0.03826334136354037, 0.03968233390412268]"
947,"[0.03836831910440641, 0.043180779064425634, 0.036963446939672906, 0.0367572102451984, 0.03693248987211095]"
948,"[0.038114910224946064, 0.04207683228769188, 0.03840414000979753, 0.03779287278093768, 0.03606940302222572]"
949,"[0.037073497224886065, 0.039756922612025236, 0.037771762493546635, 0.03992549917077204, 0.03797059090149901]"
950,"[0.040520083027771325, 0.035031400228767384, 0.039909814843535285, 0.03825793477017769, 0.03844137246527046]"
951,"[0.03532735471186588, 0.04023130481801962, 0.039727081363797656, 0.03746572139836557, 0.03941021676092171]"
952,"[0.03765724596080644, 0.03749302645127617, 0.03585308098782236, 0.04016446818650954, 0.041335359850528164]"
953,"[0.03666949202248149, 0.0419156168547854, 0.034430893257064055, 0.0408672427177702, 0.038586484654901]"
954,"[0.04213832603926304, 0.03790959754669976, 0.039908804383792185, 0.03402533229467675, 0.03812315253987697]"
955,"[0.03675614841174857, 0.040583511218586166, 0.041007182088939165, 0.034368690110973876, 0.03970576528709424]"
956,"[0.03786013454914272, 0.03550971810246206, 0.03694392587750228, 0.03919931199292226, 0.04281460009972893]"
957,"[0.04066265961173199, 0.03411142014120494, 0.04206661872189843, 0.03890901549323911, 0.036716970992016096]"
958,"[0.03721288556382485, 0.042415039142899125, 0.03433289704034914, 0.03683356288484729, 0.041044745573192154]"
959,"[0.04191518871413358, 0.03639004634913745, 0.03980085389840016, 0.03760866352834635, 0.03673675078887828]"
960,"[0.04041876763028607, 0.039545587239697255, 0.03821381230363041, 0.036153429824154815, 0.03827972342372732]"
961,"[0.03675995878393967, 0.03812493153191998, 0.04009858058715088, 0.03742537822296854, 0.03993136687298415]"
962,"[0.038887272551150875, 0.0393672167548762, 0.04112950264568194, 0.035115446491088, 0.0377447285776038]"
963,"[0.03741002428941509, 0.041783943422130654, 0.03851124339244605, 0.03850214146288777, 0.035760436767020565]"
964,"[0.03730508602762883, 0.03981278230178087, 0.03929148792730641, 0.037420644053993146, 0.03845608090238073]"
965,"[0.04031121713914654, 0.040315870623871986, 0.03827136678431409, 0.0385010816523923, 0.034875450586205115]"
966,"[0.04041326023397951, 0.038880921866458196, 0.035761456897778654, 0.036488532123543416, 0.04068752571311618]"
967,"[0.03388172847791748, 0.035550496921790686, 0.04249188491342448, 0.042626052653126356, 0.03778011480844434]"
968,"[0.04058533268433251, 0.037018393256309845, 0.03860270091342577, 0.038045548964969034, 0.03801196728065426]"
969,"[0.03892219401905017, 0.038817330483987944, 0.03763001684299094, 0.03926395156418716, 0.03756098444798295]"
970,"[0.041907533118271445, 0.03877483133148785, 0.03587179641922145, 0.039585936559063284, 0.036292830063519244]"
971,"[0.03896203878604887, 0.04100873409471528, 0.03822186467600275, 0.03724106196891819, 0.03686015622967709]"
972,"[0.03808166804376967, 0.03991296977190817, 0.04006411994576409, 0.034381313978438466, 0.04024954276457515]"
973,"[0.043561021980408565, 0.039965395216308486, 0.03844582512032535, 0.035814167894735016, 0.03469088068732884]"
974,"[0.03668842030256614, 0.04088632799583558, 0.035162782257931235, 0.03903709033242586, 0.04066497052651641]"
975,"[0.03987487009553414, 0.03938034838639226, 0.03372535496970819, 0.03885390631058372, 0.0404541891147433]"
976,"[0.03779069075068664, 0.040661942298172105, 0.03495781486134919, 0.039895752921544014, 0.038957412181558126]"
977,"[0.04056120361393589, 0.041467161881756254, 0.0345252682194398, 0.03960967610092703, 0.03626455697318498]"
978,"[0.037750167602392026, 0.04008066185387893, 0.03920994879174233, 0.034153740136599775, 0.04105194740776241]"
979,"[0.03939777291514157, 0.037284557691976916, 0.03766919785856848, 0.04015460801651238, 0.037928620550080505]"
980,"[0.038281893938745926, 0.03662636182034573, 0.03629042198270149, 0.040736116509816456, 0.04027626088977476]"
981,"[0.039758124061854305, 0.03732891797840732, 0.038151759856751455, 0.03712866886351174, 0.040157677111912427]"
982,"[0.04082879262510741, 0.04378059192595496, 0.03386545001950714, 0.03705395800271283, 0.036817619842252736]"
983,"[0.03774353045867129, 0.039088304506534666, 0.03547484458841843, 0.03931340267369443, 0.04102224926247988]"
984,"[0.03598583757360618, 0.03835314082431662, 0.03976410149508158, 0.037459151292555504, 0.040738229975122775]"
985,"[0.03798681999236386, 0.03791242480006496, 0.03984037773721616, 0.037656424407776834, 0.039331087704963075]"
986,"[0.03903586636049872, 0.03558423504996011, 0.03758214133161564, 0.040582471190221736, 0.03953659288566791]"
987,"[0.04000114010054767, 0.037663038628932055, 0.040492534426638804, 0.036423664328811056, 0.03754641762110056]"
988,"[0.03897424948051775, 0.039724245458444885, 0.04005072410770416, 0.03726364172863472, 0.036476321511927146]"
989,"[0.03631684759453968, 0.03901101277492569, 0.04143591804151059, 0.040674584109155365, 0.0350446944387649]"
990,"[0.03802281429508758, 0.03923412408542659, 0.033359432236132025, 0.04082442738864356, 0.040952136167353825]"
991,"[0.04045586461396078, 0.03432479743989014, 0.04276421372024397, 0.03724820092866321, 0.03776884070636588]"
992,"[0.03770345994617663, 0.03685289360166344, 0.03901650362928821, 0.039416226430938894, 0.03931810605378172]"
993,"[0.037703085678061465, 0.04106694639722053, 0.0396401973211179, 0.037453117800208324, 0.03645506547648025]"
994,"[0.03919343433249023, 0.035125186257505936, 0.039484643418911, 0.036406913778284755, 0.04220750201169743]"
995,"[0.04162236122117946, 0.03942767873800612, 0.03396236778306383, 0.03829244248648733, 0.039178308385676264]"
996,"[0.03776386944096122, 0.03841152582102436, 0.03440162814371284, 0.04101255180191221, 0.04067773721078005]"
997,"[0.03907212834231755, 0.03924361162505052, 0.03703427565422579, 0.0394469687028165, 0.03771369985367745]"
998,"[0.041534389917027514, 0.03682694043219781, 0.04126966808032839, 0.036369276098032755, 0.03644336915617108]"
999,"[0.04029005935834096, 0.036798572345227765, 0.04014691925952718, 0.036080173647618285, 0.03902573908062734]"
1000,"[0.039117556388458374, 0.03677710444941429, 0.03847866292388935, 0.03997097767918867, 0.037924085735112634]"
1001,"[0.038273464554198666, 0.03907485903072949, 0.03349305185338247, 0.03904633529260304, 0.04243415614005497]"
1002,"[0.03388613188203937, 0.04073630752873125, 0.03665671646761681, 0.03821611032810379, 0.04282854040203421]"
1003,"[0.0375496545385996, 0.03905976256704613, 0.03765850492896583, 0.040430003925139846, 0.037998334784343335]"
1004,"[0.03934738309325092, 0.042013084685174173, 0.035981945616177846, 0.03631624075604001, 0.03849091060929222]"
1005,"[0.0373223452273479, 0.041787031561733246, 0.036548843511470364, 0.04123401306731589, 0.03552079098232386]"
1006,"[0.03820144185401653, 0.037661543691892674, 0.03931712191137249, 0.040553820472397195, 0.03665052864759133]"
1007,"[0.042420616098717945, 0.03843570321348011, 0.036611755146406244, 0.039044982863495115, 0.0359673135216485]"
1008,"[0.037035181774954906, 0.036556213268363225, 0.03512510345953679, 0.03876556343875148, 0.04456512299166182]"
1009,"[0.03476254741950935, 0.03786674998138728, 0.03811738910621443, 0.041193071009412496, 0.04054949743394376]"
1010,"[0.04017647185401807, 0.03858792463141736, 0.0362784870208106, 0.03747903182583445, 0.04022614766500576]"
1011,"[0.041733507223520094, 0.0376219155692491, 0.04024200158531577, 0.03483296516709844, 0.03792891447326352]"
1012,"[0.039514161617339005, 0.038063721814102114, 0.03747562233071322, 0.03931658904173463, 0.03810966737934307]"
1013,"[0.03653558784632538, 0.03935422579749637, 0.03840825754974708, 0.0388159542673816, 0.039538922751108374]"
1014,"[0.03719222070109851, 0.03767070470153222, 0.04095556243458631, 0.036221362804736534, 0.04040680895863691]"
1015,"[0.039098418985137995, 0.03347627903508976, 0.04006820971147518, 0.03936184999019032, 0.04033696886230054]"
1016,"[0.0395483997352849, 0.036847903075364674, 0.04133800387357767, 0.036197043708904086, 0.038163746736640025]"
1017,"[0.03562338720019731, 0.038501274806832075, 0.037768339716864996, 0.04034675737511384, 0.04026986299780633]"
1018,"[0.03934891027461307, 0.04088443400048514, 0.03890284762100682, 0.03886477288480561, 0.034369875396297433]"
1019,"[0.03702561806115634, 0.03840614992383673, 0.04216961537351149, 0.039868359542715504, 0.034880127217191026]"
1020,"[0.03985009952232488, 0.03844155256498094, 0.03775456510278363, 0.03941959202164513, 0.0367821494703765]"
1021,"[0.034906737364208795, 0.04310280306977321, 0.036265013952868075, 0.038772466528281924, 0.039328507195635076]"
1022,"[0.03634383392350582, 0.04219578078709718, 0.03802637854209645, 0.03888708944920993, 0.03690847089943683]"
1023,"[0.03799067382182497, 0.034099748236661065, 0.03798315759230919, 0.04193815539423695, 0.04043352810664025]"
1024,"[0.03733138554394844, 0.04024053628420976, 0.037141590237568356, 0.036696135201447655, 0.04085861371550992]"
1025,"[0.03750605025683995, 0.03970406972294127, 0.03688793093576748, 0.03967866088275618, 0.03861008698715118]"
1026,"[0.03992276685224572, 0.03310345323136865, 0.03759963121041132, 0.04207807170052713, 0.03968255338678606]"
1027,"[0.03782828108654612, 0.03980025434716061, 0.039856241897952116, 0.03647930867934024, 0.03852631649731364]"
1028,"[0.03818526160310054, 0.04012629368628251, 0.03790758533754335, 0.03828782859362356, 0.037919051299512674]"
1029,"[0.03539715331692084, 0.03937017621761996, 0.03861575926157257, 0.0378341004471473, 0.04105421927014974]"
1030,"[0.0388884347756957, 0.041981384106072994, 0.03664272164778892, 0.038326373990337115, 0.036427804538938346]"
1031,"[0.035202138164825314, 0.040114519403283144, 0.04285780049555166, 0.036585666470994704, 0.03746769950812212]"
1032,"[0.04252586449294571, 0.03905774098220294, 0.03532002684989233, 0.0397672451349933, 0.03580267068609144]"
1033,"[0.0406359616588271, 0.03801495560570989, 0.038696035797399775, 0.034547798617530434, 0.04050176134361483]"
1034,"[0.03735358585355042, 0.037692901133958845, 0.040150839795891624, 0.03681401490208569, 0.040545227265677664]"
1035,"[0.036957497462730915, 0.039146524542831296, 0.03827174927599575, 0.03989024120323548, 0.038373719664984596]"
1036,"[0.03909008933167535, 0.04254953293024477, 0.03727081426808021, 0.038278730282942264, 0.03475663984592581]"
1037,"[0.039598529756222245, 0.03751604632717176, 0.03978230278882089, 0.036305227262727335, 0.03923559390777098]"
1038,"[0.038515689136905285, 0.040263682474557805, 0.04018780003395683, 0.032739444045356, 0.040560213718365934]"
1039,"[0.04048017466762022, 0.037832234922254626, 0.03797443925597377, 0.03922666532870622, 0.036793996243704274]"
1040,"[0.03898960544335017, 0.040536155525836226, 0.04036715046873196, 0.03366855516777034, 0.03886397887158022]"
1041,"[0.03498612345769159, 0.04110051828720418, 0.040133289169062114, 0.03657589124327887, 0.039667618765097945]"
1042,"[0.03635264678053862, 0.03835978869017731, 0.03624818381238226, 0.042011170623887595, 0.03918054610963184]"
1043,"[0.037561003385244374, 0.04009874519807388, 0.03672356387869835, 0.03917777901958097, 0.038910281056633966]"
1044,"[0.03819997378424922, 0.04089005612428498, 0.03511999540459976, 0.03916770958713711, 0.03916492940702632]"
1045,"[0.041225891338339316, 0.0421281623230797, 0.03765874977041839, 0.03898643421526837, 0.03239034832052001]"
1046,"[0.039410290057502295, 0.04000460940277362, 0.037391576484232525, 0.039820802051846904, 0.035709001584508515]"
1047,"[0.03673258205540775, 0.038784457513935444, 0.03879368781101289, 0.040190288689362585, 0.0380436995595167]"
1048,"[0.037211416071136205, 0.037567378014828234, 0.039674525882890554, 0.04116054693366, 0.03667849334058526]"
1049,"[0.04261372111216155, 0.0353092014774945, 0.03600825881168923, 0.0410829224545215, 0.03730797611844361]"
1050,"[0.03819244547031997, 0.03970934612042765, 0.042338142901676146, 0.03576426563927859, 0.03646931332441827]"
1051,"[0.04084260838502496, 0.040281198766677795, 0.03541590356008695, 0.036893450957031004, 0.03880197537677599]"
1052,"[0.03963801136523881, 0.03854158608426017, 0.03962971142260874, 0.0384617709134254, 0.03590476924104824]"
1053,"[0.038276928985152336, 0.038423996249855485, 0.03909310035217228, 0.037382299424087884, 0.03941336111957694]"
1054,"[0.03630396366816491, 0.04369492866766589, 0.03771028944737709, 0.03773336360832402, 0.036832039182874254]"
1055,"[0.04360245586434652, 0.037554607142855745, 0.037824693863386716, 0.03784866837347567, 0.0356911049149804]"
1056,"[0.041336171484687045, 0.04058030059849582, 0.03741571921211295, 0.03625749542325052, 0.036731399298437384]"
1057,"[0.038150092300607286, 0.037044263877803685, 0.03811700673235552, 0.039869899370479134, 0.03939731486686404]"
1058,"[0.039273165566167445, 0.03846161590155173, 0.035809953343753365, 0.03803085903266379, 0.040775384276534044]"
1059,"[0.03998833266999269, 0.03643060626175054, 0.03869193597076159, 0.03961530089305265, 0.037826663072535904]"
1060,"[0.03729692707253918, 0.04013248970754757, 0.040462319644942735, 0.03729982124527287, 0.03719521138753612]"
1061,"[0.03647329498438856, 0.038232302482308134, 0.04023532859087331, 0.03769034753942668, 0.04008274645915888]"
1062,"[0.04360713569980024, 0.03516411921061702, 0.03694232768155503, 0.03776512142765198, 0.038642136267071914]"
1063,"[0.03892856453206983, 0.04238038661210686, 0.037566671659746365, 0.03812205193354734, 0.03574090834208132]"
1064,"[0.03591608528795631, 0.03656024973525396, 0.039343769418127006, 0.03885587949777636, 0.04145308541325454]"
1065,"[0.03827033363265564, 0.03867855276852783, 0.03467211062113018, 0.04273608403508522, 0.038256422814815894]"
1066,"[0.04107484416790563, 0.03892005897874018, 0.03405354747292544, 0.037968244342973856, 0.040210748478562874]"
1067,"[0.038595320645712805, 0.039460468653192526, 0.03703602145734253, 0.03816290624922847, 0.03914150756069512]"
1068,"[0.037854495476795424, 0.04111510305012911, 0.037571145422487184, 0.03572091298445257, 0.04024025609803905]"
1069,"[0.03970167336834762, 0.036506867475962324, 0.03655791160033528, 0.03999985011587259, 0.03974193484806143]"
1070,"[0.03818866533393861, 0.04097151088161166, 0.03640189039327857, 0.03718451228997366, 0.03973978335332562]"
1071,"[0.037601012495636965, 0.03914294038627686, 0.03971688281640917, 0.03837866080307328, 0.03744475382305468]"
1072,"[0.03851223626158928, 0.039099428977951156, 0.035836552122053944, 0.038393525027951014, 0.04061206744437096]"
1073,"[0.04128291478041568, 0.03230804887221983, 0.04069202471007649, 0.03728395203851942, 0.04051757331977868]"
1074,"[0.03871371399579848, 0.042105995024021126, 0.0325822050075959, 0.037410106802352905, 0.04130030665318929]"
1075,"[0.041004400160378096, 0.04098336953230619, 0.03892629648631363, 0.033726288578311725, 0.038032398679326174]"
1076,"[0.037877066268710124, 0.036789609017229497, 0.03751558318462178, 0.040021175352491944, 0.04041118208566896]"
1077,"[0.03674104325950878, 0.04019694260012319, 0.04002005144639531, 0.03930185747110415, 0.03612920944745768]"
1078,"[0.03801480976534166, 0.04026695362547239, 0.03614228154865862, 0.03632529393005335, 0.041622229116986986]"
1079,"[0.03879222399769111, 0.03936988259688434, 0.039680264032350365, 0.03731498076018758, 0.03732024722084182]"
1080,"[0.04036275206265161, 0.03701491486539732, 0.038155518559985224, 0.039478734041592856, 0.03706413378714568]"
1081,"[0.03613331923804919, 0.04113596428789301, 0.039205686561040065, 0.0340797636685064, 0.041952193267007054]"
1082,"[0.04352537390223199, 0.03813792447714681, 0.03073481307392012, 0.03883408137402011, 0.04090045915844209]"
1083,"[0.036959032348077625, 0.04029554308924077, 0.0350967299924283, 0.03808031153097369, 0.04182307279483921]"
1084,"[0.03760217276215516, 0.03765169846816396, 0.03740236982190048, 0.037939975365703704, 0.0419256451055221]"
1085,"[0.03676966306848506, 0.04195642761357976, 0.039079507195596386, 0.03568714503757997, 0.03884731155258303]"
1086,"[0.03698139493250219, 0.038796006947062645, 0.03603675156124875, 0.04069712853045393, 0.039861231773349104]"
1087,"[0.04063895071929513, 0.03239302572518665, 0.039683592832824965, 0.04224716775486914, 0.03744480966900332]"
1088,"[0.039901178957645445, 0.03936416058345393, 0.03802770893433094, 0.03642587820752541, 0.038726914730613404]"
1089,"[0.03722412978244927, 0.04104885683188042, 0.040318338551180166, 0.03899453393509722, 0.03456555403223993]"
1090,"[0.040919012873886884, 0.036060335166838486, 0.040550232529385055, 0.03760765755403017, 0.037266750456459]"
1091,"[0.04100769895957135, 0.0376684328609701, 0.03959532205510541, 0.03723357895155499, 0.036957122224321015]"
1092,"[0.04232909091678494, 0.03542511623645239, 0.03588900744134027, 0.03939255846380585, 0.03908572321192094]"
1093,"[0.03888041352740146, 0.03962244995655051, 0.035407912879441894, 0.037988729000776544, 0.04078848239774002]"
1094,"[0.04103246085121637, 0.036061617906222754, 0.039917439813238365, 0.03627722853229409, 0.03875917757990799]"
1095,"[0.037036404146797985, 0.038625867050270046, 0.03901796140956837, 0.03705912389469823, 0.04077964715596116]"
