,r2
559,"[0.03158896910800035, 0.03489282486927725, 0.03362308212612142, 0.030587987533275518, 0.03103568773754084]"
560,"[0.03097216670059011, 0.03469572150514855, 0.03643325068668479, 0.030567453767391117, 0.028905940508600736]"
561,"[0.03232759954755471, 0.03278299693956854, 0.03217704775050734, 0.031806151542771666, 0.032676317728456694]"
562,"[0.035331705010384074, 0.03314690910740281, 0.031193971705547163, 0.03113194958604959, 0.030937288679771524]"
563,"[0.032684575057531084, 0.03230744662404095, 0.03337937987430095, 0.03281411368919451, 0.03052893861376338]"
564,"[0.028490499843449868, 0.03318299856249807, 0.035424791979999926, 0.03251560101971762, 0.032021044486327366]"
565,"[0.030560979870551952, 0.03444455097783361, 0.03369009710462301, 0.03233095234460137, 0.03069705784363297]"
566,"[0.028701936040438025, 0.036218188454573585, 0.03165719929297006, 0.03064619819750114, 0.03442569854676525]"
567,"[0.03532213320002264, 0.028812755903181775, 0.03183623097458366, 0.03410230413138848, 0.031472000448130255]"
568,"[0.03347022232915331, 0.030596261724491924, 0.03292819964188454, 0.03349168143087522, 0.031227270238511573]"
569,"[0.028775672215859305, 0.03240464941477561, 0.03224074137069799, 0.03314858617929084, 0.035119912014836885]"
570,"[0.03307511615338454, 0.029073106109346103, 0.033232593568169766, 0.033100147151758796, 0.03319296710593911]"
571,"[0.03114428509327216, 0.03021485523869394, 0.03365332683549338, 0.03175048194897956, 0.03483695215550753]"
572,"[0.03190388065111838, 0.03149039381995289, 0.03290611167517343, 0.03368408672930445, 0.031764919200749975]"
573,"[0.031323899669558286, 0.03447499511284091, 0.030747200281448284, 0.032128146522908074, 0.033073078149161605]"
574,"[0.03147488945178534, 0.03428403825778836, 0.03300280408330669, 0.032119918118707846, 0.030925199772216305]"
575,"[0.030186120246137205, 0.03390866502712986, 0.03558094593221339, 0.03262637185688355, 0.029285167359078046]"
576,"[0.03322508289380777, 0.03089596975402209, 0.032342878166848776, 0.03209970704468701, 0.03308125040060861]"
577,"[0.03321002542763685, 0.02985298294251182, 0.03375282376828004, 0.03330064703664948, 0.03160974710355102]"
578,"[0.03215047507932045, 0.03342468530831544, 0.03404893071054427, 0.029888487451397272, 0.032187453252117804]"
579,"[0.03325554018969301, 0.03036813515751502, 0.03484852181087217, 0.030925660083491735, 0.03234768829961643]"
580,"[0.03349811198172625, 0.03272202627778831, 0.030880184004615896, 0.03265237858967607, 0.03208278875822668]"
581,"[0.0300045490161025, 0.03602261546195529, 0.032125933042686516, 0.03188734019345796, 0.0315940773850546]"
582,"[0.034470205947296884, 0.03238655326726969, 0.030729751157179463, 0.03140914167316511, 0.03282186517266439]"
583,"[0.032252666027432486, 0.03189300887717683, 0.03136282641445698, 0.03354812087705694, 0.032699936493299164]"
584,"[0.03406296383716889, 0.03392939219303148, 0.03212605851802797, 0.029491926753453468, 0.03211258764719016]"
585,"[0.029501450837208565, 0.03292004756937561, 0.03191556562375064, 0.03330855823869494, 0.03405225691147318]"
586,"[0.036803523782096836, 0.03184069718718885, 0.03388504214574228, 0.028560215343222173, 0.030621218612272294]"
587,"[0.034380618541403396, 0.0331618121078483, 0.031207975271544175, 0.030988668169871114, 0.03208175378062483]"
588,"[0.030525696083432252, 0.03310543596384041, 0.030402096678045054, 0.03153226879387616, 0.03615125412787834]"
589,"[0.030989467660256342, 0.03094025495631092, 0.031087447758748277, 0.03653977802600428, 0.0321480838134256]"
590,"[0.03393829528733161, 0.02958668954354393, 0.03089791862705138, 0.033973955779739384, 0.03331666844581649]"
591,"[0.03415445239545889, 0.03295768689185563, 0.03051402194347086, 0.030134743417336574, 0.03375581416822149]"
592,"[0.03241481465878515, 0.03150097818439024, 0.03223334926943422, 0.03350223707933064, 0.0319302420189056]"
593,"[0.029254834194757717, 0.031053003073151175, 0.033605568901296956, 0.035348086039934334, 0.032440143591519144]"
594,"[0.03127504352702759, 0.030260790179294506, 0.035305381282842774, 0.03251180840918122, 0.032342240574384507]"
595,"[0.033493550353486556, 0.03174484417395507, 0.03219537351440993, 0.03302114433458225, 0.03127838034984065]"
596,"[0.03084929949192372, 0.03027176750609295, 0.03553008249656975, 0.034525889334169, 0.030400680878679087]"
597,"[0.031977215693766214, 0.03333361593071349, 0.032454185758091225, 0.03244788588270631, 0.03150713155237728]"
598,"[0.030520108668051882, 0.031227883885077357, 0.03270671578693496, 0.0350121670782636, 0.03236985102245049]"
599,"[0.030038063562905504, 0.03183528054314522, 0.03392791154072394, 0.030653681865008164, 0.03507813640079338]"
600,"[0.0329027896555234, 0.028453788203665065, 0.033615129392225884, 0.030822527126310173, 0.03579108205958237]"
601,"[0.03225218758106818, 0.03634094148639133, 0.03228106832806976, 0.027797198745723506, 0.032870448725380585]"
602,"[0.03484627351676639, 0.032698247273382, 0.030558165839913554, 0.03300349373650646, 0.030602987888601496]"
603,"[0.031174557079266974, 0.034617978912599545, 0.03267731730395729, 0.030870618993787735, 0.03232310904468272]"
604,"[0.035830166995249435, 0.0324704720065746, 0.03180994076343724, 0.03200217357159374, 0.029363653561297]"
605,"[0.0315654577486667, 0.03136747868142431, 0.03185931855627555, 0.035374082698295894, 0.03151365698490405]"
606,"[0.0317944035298412, 0.03188569671507324, 0.03206751848062306, 0.031963233534019864, 0.03395396011608909]"
607,"[0.031017012414852774, 0.029370108151848817, 0.03484160686641635, 0.034480693856404177, 0.031909108756733695]"
608,"[0.03344737209045956, 0.031215890392708556, 0.03247032384975135, 0.03370552013852213, 0.030905580743103234]"
609,"[0.03528598235005054, 0.03102139588046504, 0.03373183838470917, 0.031831916085173106, 0.029764849104125135]"
610,"[0.032757863037047974, 0.03228715197487475, 0.02914756570283994, 0.03142938414113039, 0.036077510393755396]"
611,"[0.034499036491067225, 0.030431405036815407, 0.030265242327588426, 0.03335693561926378, 0.03314544585022705]"
612,"[0.03644583980308591, 0.032504974597454384, 0.03267111465333561, 0.027653137014491458, 0.032280809489140805]"
613,"[0.03228171519436751, 0.032850625388411325, 0.03579746753429214, 0.02688159384865163, 0.03376524813380821]"
614,"[0.02902287655564928, 0.033359755886839815, 0.03160788677862314, 0.03516078682063439, 0.03253954105625423]"
615,"[0.03419877240545244, 0.029164003949720962, 0.031025285271092606, 0.03409159540591822, 0.03311018700936241]"
616,"[0.03692623716447463, 0.03138033106092741, 0.029882286870210772, 0.03501547675949679, 0.028394755051668663]"
617,"[0.035618845205984684, 0.03224036989160384, 0.03370138363209141, 0.030917803640890362, 0.029264394346344424]"
618,"[0.03073168319157027, 0.03217259139695505, 0.034183642016162086, 0.0357477960602558, 0.028750346750803124]"
619,"[0.03163534446019167, 0.03080962274867005, 0.03135500051608231, 0.03566790999772107, 0.032306138089253644]"
620,"[0.03492676020618102, 0.031697682977502084, 0.030477238750962754, 0.031127424590185804, 0.033429975333779005]"
621,"[0.03473993244595208, 0.03283111471560929, 0.03086198605265289, 0.029231388460702612, 0.03399425687670865]"
622,"[0.03274990542648459, 0.028687025458953408, 0.0304828164732458, 0.03581259374883472, 0.03391415016215604]"
623,"[0.031254107261799335, 0.03320563429193524, 0.03460772521374078, 0.03262800646704733, 0.02997825288891598]"
624,"[0.0312618177643913, 0.030484498428482, 0.032775533361414366, 0.031027889995571045, 0.035964727057880674]"
625,"[0.03344320479092633, 0.03447045219507494, 0.030633546410102186, 0.03322713318535442, 0.029839804182272056]"
626,"[0.03347326017672425, 0.03005228872894028, 0.02935237784481859, 0.03601108073299264, 0.03278034770781768]"
627,"[0.034379381547514076, 0.03204848618358602, 0.03126160435038661, 0.03507512999258744, 0.02891900487197807]"
628,"[0.031857287346823804, 0.03242988698428839, 0.032424463969407014, 0.033865784586983416, 0.03117582899557836]"
629,"[0.03423820536542499, 0.03380507437194813, 0.028447353108028595, 0.03368632731641863, 0.03134891181264865]"
630,"[0.032661814598309524, 0.03306312212934748, 0.033728518172085886, 0.0321149608124115, 0.03015318865951222]"
631,"[0.033579529914887996, 0.03256641262903215, 0.03401247570603538, 0.030376189318741975, 0.031087746594589016]"
632,"[0.035639759228900614, 0.03110736867860031, 0.03205846511301247, 0.03007508912266288, 0.032701535282832817]"
633,"[0.029915255134551066, 0.038816195646508955, 0.030247530068336248, 0.0329949910578371, 0.029461790401351995]"
634,"[0.03329661401989881, 0.029961820821585272, 0.03213211103993796, 0.034768832578394915, 0.031534613469302974]"
635,"[0.03148598623775756, 0.03324891119527551, 0.03122136544218357, 0.031166711116724644, 0.03457177851469928]"
636,"[0.03416962164686288, 0.03197614327189635, 0.03362875477738214, 0.030497445815319213, 0.031577107626537426]"
637,"[0.033552349206865784, 0.031678128910711534, 0.030760165630265512, 0.03382350565755998, 0.031852397741922056]"
638,"[0.031996649363074114, 0.03158884072774648, 0.03304888272266926, 0.03227902191119425, 0.0328604137428099]"
639,"[0.03296557763478836, 0.02944315183848145, 0.032644934994153996, 0.0381137305392264, 0.028349268852737586]"
640,"[0.033605873835558575, 0.030407133720812163, 0.031233622973370734, 0.03293729125537459, 0.03343272905539463]"
641,"[0.0294725344694865, 0.03414163104550327, 0.03125769688646407, 0.03400820654495895, 0.03267035066708668]"
642,"[0.03236377234782173, 0.03410340208112084, 0.03272336786162244, 0.030895425206687088, 0.031765320476854764]"
643,"[0.03228743822984881, 0.03451839586968841, 0.029922662017339507, 0.034206698141240666, 0.030867222390284388]"
644,"[0.03489128616449921, 0.03087090733253639, 0.033458528352771744, 0.030374402676350276, 0.032136577882431294]"
645,"[0.03184088782041872, 0.031429574418544215, 0.03252062686252344, 0.03374093653726917, 0.032284509361279023]"
646,"[0.03383296552009685, 0.03012875521924452, 0.03225485861295896, 0.034524573148936866, 0.030832327814309224]"
647,"[0.031131776914997245, 0.03619130790000258, 0.03249867986463295, 0.031237265752275256, 0.030569158296870236]"
648,"[0.03180531923844854, 0.03470887039983217, 0.031014506042179257, 0.031233425086322097, 0.03298901303921187]"
649,"[0.03328642780736113, 0.031787651970530795, 0.03283212657583856, 0.029882720051548017, 0.033930222059849524]"
650,"[0.03379271831379482, 0.030571548460087583, 0.03537674534735025, 0.030550459490390036, 0.03147146966559611]"
651,"[0.031469060213376254, 0.033900114110547386, 0.031243338821552835, 0.03089490501079406, 0.03418216371474392]"
652,"[0.032041466000189645, 0.03134153873442058, 0.03339563747170038, 0.03277055211345581, 0.03200338776428657]"
653,"[0.034569336500456904, 0.035254640356713884, 0.03016763937271849, 0.030270115671558906, 0.031448200443916385]"
654,"[0.03355856923667122, 0.030786540091974235, 0.034400630310779556, 0.032995882749338845, 0.02992020084281133]"
655,"[0.03359602612540569, 0.02949609003193021, 0.03558880067730252, 0.03447579101203402, 0.028316737265100755]"
656,"[0.029984089965167438, 0.03198876053111144, 0.03335350286797345, 0.03199595243675857, 0.03443232532922447]"
657,"[0.03316323277538291, 0.036193875224614924, 0.02790194243781896, 0.03200123676249467, 0.03231526127063855]"
658,"[0.03284519251954332, 0.034590517134488574, 0.030127262286653522, 0.03434081408844225, 0.02983007542852767]"
659,"[0.033372245054594685, 0.03186298842688673, 0.03200029562490525, 0.03287282069333752, 0.0316355490331639]"
660,"[0.03287649456491881, 0.03442618041751078, 0.033132023992881066, 0.032587487099817736, 0.02864573750875976]"
661,"[0.03568159919382874, 0.032746023500351384, 0.03403693055930801, 0.03048128237884884, 0.02871372320629173]"
662,"[0.03571183927980981, 0.03042323890823484, 0.031178206748824544, 0.030895993712475978, 0.03336610415240826]"
663,"[0.029094883495259016, 0.03395921340947505, 0.03357820442792803, 0.03548466480874235, 0.029616442345339]"
664,"[0.03348263012201347, 0.0344052373969147, 0.03102292000331963, 0.031948762226799654, 0.030901453459149186]"
665,"[0.03284469815331936, 0.03386910454863723, 0.03259420545238989, 0.03136736688506725, 0.031086703637593804]"
666,"[0.03194691771380931, 0.032443592952468125, 0.034953866038928916, 0.030803880574690967, 0.03164336965594716]"
667,"[0.033115213941549926, 0.029432687982082317, 0.0320071952541604, 0.03567347433003443, 0.0314634453079784]"
668,"[0.034346979960866664, 0.02933813122940676, 0.03427668006939111, 0.03203652658590617, 0.031724488947788565]"
669,"[0.03393954793959475, 0.02671292281799431, 0.03270123226849764, 0.034742810887407605, 0.033594641278895]"
670,"[0.031237283032745755, 0.03195330581720013, 0.03495138596788516, 0.033308139059029185, 0.03030862635622622]"
671,"[0.03294006064007027, 0.0327631433986435, 0.03174565417914876, 0.03325711903968642, 0.031111996391575247]"
672,"[0.03134521208248375, 0.0314853265283328, 0.03460136098974398, 0.0321573116907502, 0.03206882598429839]"
673,"[0.034566076270382884, 0.03196750286824512, 0.031090504727438573, 0.030896963774442954, 0.033132155597557444]"
674,"[0.03576419914878115, 0.031232543350807496, 0.033740213493826166, 0.02900820083998934, 0.031885616382037574]"
675,"[0.03283226590762289, 0.03537706983836841, 0.03163645901085821, 0.03222413960306658, 0.029604554343969358]"
676,"[0.028758388784841604, 0.03377366394278003, 0.032914218504261905, 0.03394475416715381, 0.032378633285221725]"
677,"[0.03248332407832022, 0.03171968949860693, 0.031612585144893846, 0.032716908690730295, 0.03325193428141415]"
678,"[0.03125954242747797, 0.031245146616816655, 0.03132588924177293, 0.033447142791753426, 0.03444774600538447]"
679,"[0.029708524157880722, 0.030727644151203548, 0.03241547928859545, 0.034689940032511135, 0.03413465272964178]"
680,"[0.03589666081318488, 0.03336285563122798, 0.026643628154559784, 0.03474250324661299, 0.030919687381649186]"
681,"[0.030604724365735025, 0.031363556018841554, 0.03283719388073081, 0.03623971331082265, 0.030753406733341482]"
682,"[0.03004360155302832, 0.033592861347726655, 0.03494188380671126, 0.03109465026930247, 0.031981780893072576]"
683,"[0.03414447008738364, 0.03185666810323873, 0.030422300556640303, 0.030149657783998807, 0.0351310879552309]"
684,"[0.03306356150589118, 0.03225638134702424, 0.03539435415169123, 0.03376541807370648, 0.02716650092805828]"
685,"[0.029682065582312567, 0.0330861949347232, 0.03372557982208957, 0.03320323191922259, 0.032015199354987534]"
686,"[0.03063192544661031, 0.033304451051229145, 0.0332769495854387, 0.03477862630349815, 0.029789254277753363]"
687,"[0.033637834453879134, 0.030321443699335315, 0.029887410576938, 0.03456509447610756, 0.033261441513893764]"
688,"[0.03408219701624715, 0.03072332647690179, 0.031288515964814745, 0.030632257004164942, 0.035117442441840674]"
689,"[0.030813978533195008, 0.03175598046563388, 0.03398602197996203, 0.033402405776698174, 0.03170461012459502]"
690,"[0.03481243389996902, 0.031375837674678886, 0.03203700100203111, 0.031100214868875042, 0.03229067551986664]"
691,"[0.030881365179950437, 0.036289796320998824, 0.03211261205112925, 0.03154406601384563, 0.030905887743050364]"
692,"[0.03355911536715095, 0.030569657175303244, 0.034268947842753805, 0.03172659329939065, 0.0315912439539906]"
693,"[0.03227475991530793, 0.034082641869791486, 0.029562085087078027, 0.032659200994764825, 0.033037299272240306]"
694,"[0.03202860761970672, 0.03329387221600266, 0.03353176236278088, 0.029786413467232764, 0.03306580505719159]"
695,"[0.03154906166191318, 0.03322544184912468, 0.033187382876858296, 0.03427328084385306, 0.029416032987933605]"
696,"[0.0355982779443359, 0.03228578896458911, 0.03159394606314425, 0.03075714459024137, 0.03148408336460207]"
697,"[0.03475579186046096, 0.031913101152016954, 0.03177658012506601, 0.03143285033341048, 0.03176616014448652]"
698,"[0.033172165849891244, 0.033066033530461336, 0.03235529636407597, 0.02901758922977138, 0.03416032782677325]"
699,"[0.03102646021902733, 0.037775289211069873, 0.029031432279274627, 0.03264559018833835, 0.031112564592369774]"
700,"[0.034382641021673876, 0.03203833253507771, 0.03017323704351993, 0.036279850686206205, 0.02877296841649213]"
701,"[0.0324382322915564, 0.03302066724222552, 0.03235890521835627, 0.0327996984315706, 0.031094947526991712]"
702,"[0.033948037713179335, 0.03290556710043635, 0.02866344570732038, 0.03505810353212979, 0.031074702196940862]"
703,"[0.03064318647602482, 0.03259570588058869, 0.03231351921702319, 0.03398112546323373, 0.032191079695967795]"
704,"[0.03461285332890074, 0.03337052629933712, 0.03183463987786661, 0.0279647236738928, 0.033890252106606567]"
705,"[0.03176917813202029, 0.029817943221736365, 0.032038018496654, 0.035095990468277494, 0.03298091328200303]"
706,"[0.030138525642838476, 0.031795468794420745, 0.034165513285764004, 0.03530439076585412, 0.030307228235655903]"
707,"[0.03818324189387079, 0.030704642002956195, 0.030242423459724055, 0.032292892704421594, 0.030089330467954256]"
708,"[0.03182107874808204, 0.031357279513927194, 0.029954156253552355, 0.032983098476687456, 0.03545035096878535]"
709,"[0.029074549496557633, 0.03385667768821887, 0.03305725111456859, 0.03373917993598807, 0.03197197275614416]"
710,"[0.03377171965330705, 0.03172730169127436, 0.031345839447391555, 0.032518240572571355, 0.032384789695314775]"
711,"[0.03324161564338968, 0.03458831694279363, 0.030912349868740474, 0.030363878089891272, 0.03258214392735126]"
712,"[0.03413061237553561, 0.03392068307165674, 0.029780016163458822, 0.03084449751367402, 0.032954107219025586]"
713,"[0.031227546885176705, 0.030533583715082413, 0.03384834642391521, 0.03223102126942501, 0.03393356645489165]"
714,"[0.02980435069736398, 0.03372121749986179, 0.0341469482224237, 0.03410709774733167, 0.02996429301166259]"
715,"[0.03357740301377998, 0.03179732553323933, 0.03293197270855852, 0.031825771973532424, 0.03152394648776702]"
716,"[0.03039223259445989, 0.034083488976125675, 0.033367106483785824, 0.030774255757084257, 0.03301649222183989]"
717,"[0.03367857308825972, 0.03497561595154086, 0.02884142527950817, 0.034273727028722556, 0.029827417273051937]"
718,"[0.030058910974316122, 0.03635266902561707, 0.03204401684191416, 0.031580555717756864, 0.03160905862510466]"
719,"[0.03323384900982984, 0.03144088891282337, 0.03245794426010973, 0.03298512800232478, 0.03172683011842936]"
720,"[0.03207717636587071, 0.029866507405419518, 0.03363915711310894, 0.033641625300899314, 0.03242973714927799]"
721,"[0.033995483329050336, 0.030530394914314418, 0.0330027226576749, 0.0323988207306809, 0.03186223915033626]"
722,"[0.03177667058516109, 0.034865339840453924, 0.03060015087256651, 0.031192949550418403, 0.033355621161853755]"
723,"[0.03421320994976207, 0.03551149276776111, 0.03262018635751773, 0.0298354679656343, 0.029482873781466856]"
724,"[0.03378876202245562, 0.0326396934131058, 0.03364283923431932, 0.02893946823462379, 0.03264990308440141]"
725,"[0.029277116719426677, 0.028166873130103354, 0.03143046254997339, 0.03770841009461101, 0.034810004288098995]"
726,"[0.031529674481921566, 0.03189023416909342, 0.034297011734542915, 0.0362347111218988, 0.027605229374852214]"
727,"[0.03184223455738033, 0.031131284825638317, 0.029052854258235006, 0.035722669004303986, 0.033914489740501486]"
728,"[0.031109422017831623, 0.03454325481569309, 0.03379807843537708, 0.028686098172772234, 0.03360906401092445]"
729,"[0.03142102264970559, 0.03125164629279287, 0.033135447062118795, 0.032248218870454926, 0.033695408535881044]"
730,"[0.032065143225407655, 0.031704264215093425, 0.03031420580414035, 0.03309791584968935, 0.03446110341189701]"
731,"[0.03445432432894324, 0.03280128189331499, 0.033501537102761714, 0.03223994246033457, 0.028529085639114715]"
732,"[0.03232131177099529, 0.030569070108482865, 0.03144719089002512, 0.03482952055784738, 0.03257193857492824]"
733,"[0.035344697416391346, 0.03318517002603283, 0.03203822263629774, 0.030775198588778196, 0.030281796122905602]"
734,"[0.03410924502114998, 0.032034440355418914, 0.03408452737882717, 0.031096930998757655, 0.030374969829806475]"
735,"[0.032993321576232915, 0.03186013823689826, 0.03041378140166351, 0.033351543247665094, 0.03310879252564558]"
736,"[0.03136070039314054, 0.03280654436233199, 0.03306492481625478, 0.032365836702296424, 0.03207373965645066]"
737,"[0.03284474734756082, 0.03232440119318214, 0.033312393644220784, 0.031001409999674046, 0.032323445139720186]"
738,"[0.03538922255737109, 0.03123178918599967, 0.02876226616666555, 0.029725371968868375, 0.03647262206252466]"
739,"[0.030787805599203355, 0.03279179498768847, 0.03334739046287116, 0.03462954080672964, 0.030167686602091792]"
740,"[0.03570539626034319, 0.028912302557364322, 0.0339496045328368, 0.030487504151451406, 0.03253482612364045]"
741,"[0.030098268231626535, 0.03367351084758474, 0.03003748871826417, 0.03448738627942949, 0.03341139791504877]"
742,"[0.030320188647643853, 0.03298928716719385, 0.031538690930838276, 0.03506890862758538, 0.0317990651222243]"
743,"[0.031360317528895676, 0.03178109003714824, 0.03373382882200349, 0.032890650353823436, 0.03206736207418437]"
744,"[0.032166871579370926, 0.03285750050388736, 0.032368184311000525, 0.03169655238578084, 0.032749724194437224]"
745,"[0.03148964451857672, 0.034628794437344124, 0.030678667889053268, 0.03230450717886546, 0.032526487086037115]"
746,"[0.03042628131167291, 0.03632007873429999, 0.02967270235339803, 0.032675495142406086, 0.03264630218595843]"
747,"[0.032054104822788254, 0.03138534965535944, 0.031815942895852656, 0.03167633904169376, 0.03485623718394404]"
748,"[0.032782515770254594, 0.03201753222901205, 0.031645931712595554, 0.033607969867490595, 0.031726739902240286]"
749,"[0.03409188595538093, 0.029937688826554232, 0.03411734199713745, 0.032008435493365295, 0.031681222649781904]"
750,"[0.034358545262502926, 0.028538883875098398, 0.031854425790172725, 0.032725858499456084, 0.03418138655888825]"
751,"[0.03044417923740761, 0.03094994620224112, 0.03265396590673264, 0.03468395563908999, 0.0328674063361486]"
752,"[0.03416021843629624, 0.03179395800759477, 0.034033491333866905, 0.03417472889053874, 0.02753193262800191]"
753,"[0.032635054127530205, 0.0335973776730355, 0.02839803494047677, 0.03172767096239737, 0.0353467461484156]"
754,"[0.02836312205170477, 0.03409908614752977, 0.030982884297698687, 0.034110453209320046, 0.03419726512082133]"
755,"[0.03276058246779179, 0.030815483369427854, 0.033712192520854556, 0.029976463494650885, 0.034324277388862456]"
756,"[0.032618765830484286, 0.03546198438050985, 0.03189911120412614, 0.03176045984325748, 0.0299756846500292]"
757,"[0.029418080253755252, 0.03396136285813445, 0.03521827107891384, 0.03233898171227456, 0.030831750507558375]"
758,"[0.03086627760994931, 0.03325631971472909, 0.0320748030289818, 0.03163886247414138, 0.03391995480760057]"
759,"[0.029911261521748056, 0.032647316634507484, 0.0314328633661477, 0.03264039830984278, 0.035099275923333506]"
760,"[0.03303773366599361, 0.034717396428193825, 0.029507284704933023, 0.03206414898568344, 0.03239901676979062]"
761,"[0.031347186230600066, 0.031637398889617696, 0.0345796439956606, 0.03407890463358776, 0.030130917245895228]"
762,"[0.03453468745392718, 0.0328849070852244, 0.03051297844375811, 0.03476873788567014, 0.02884782935382635]"
763,"[0.03357948603526073, 0.03524148486145762, 0.029233207778807002, 0.03178193991969391, 0.031852760699347504]"
764,"[0.033146163208817137, 0.03144919304556704, 0.03260160053369887, 0.03149906553453585, 0.03299061457272512]"
765,"[0.033154761083102224, 0.03370007423716426, 0.033165263261854316, 0.031645832395276186, 0.030086056586766108]"
766,"[0.0326607635380286, 0.02952016980617367, 0.03277164493896845, 0.03509522396235365, 0.03164862806272484]"
767,"[0.0345508517328007, 0.03300571689522358, 0.03196318213725069, 0.03125550977826219, 0.03091525424682473]"
768,"[0.03328325567107815, 0.03193733672820687, 0.029902423399569833, 0.033421979119866996, 0.033182902767947775]"
769,"[0.03189863613473376, 0.030657617176260588, 0.03362669154744846, 0.03403459003622755, 0.031540750037857945]"
770,"[0.03360728609512609, 0.035092056085933465, 0.03343668466747485, 0.03052861738551027, 0.028815097390943567]"
771,"[0.03223041533574833, 0.031906333425678945, 0.032294981479432106, 0.03181035969484547, 0.033434785526624156]"
772,"[0.03328223186398194, 0.03273397202246486, 0.0337290877736538, 0.03133316962126109, 0.030606626297096318]"
773,"[0.03623649718640565, 0.031475495066109915, 0.032122658979703234, 0.031942367371157965, 0.029958801198777807]"
774,"[0.030570598761927803, 0.03251395662701173, 0.03010602887114966, 0.03439859002295331, 0.033968460641873754]"
775,"[0.031010807876654223, 0.031276025952649444, 0.03346486175436558, 0.0320323382292641, 0.03391787556463477]"
776,"[0.033260759694089925, 0.033329617553605306, 0.031770211848126895, 0.03180375943183056, 0.03147514888315617]"
777,"[0.03135671159697573, 0.03446587474397189, 0.030679525791538875, 0.03378861801750621, 0.03139858651536798]"
778,"[0.030710923697029435, 0.03058394710247525, 0.03137440713496553, 0.03813781343603695, 0.030881652178876617]"
779,"[0.03281942470202903, 0.03384018206170325, 0.03408770543655948, 0.029382371423068987, 0.031556708480952156]"
780,"[0.030683063995674553, 0.03186709549766631, 0.030167078864180574, 0.03307528183538189, 0.035894784722374284]"
781,"[0.029979508049329695, 0.031316115143802614, 0.03497575218029336, 0.031503350925129237, 0.033925138837482494]"
782,"[0.03642755680882004, 0.033796062354755185, 0.03093478282187978, 0.027887100028541778, 0.032599850928133445]"
783,"[0.032547318284918414, 0.031594792419965545, 0.032263153306290815, 0.033137477063598375, 0.03220445621572188]"
784,"[0.029829334711015676, 0.02978543605800754, 0.03416990845094403, 0.03580925070822116, 0.032029129672133116]"
785,"[0.030352436813274708, 0.03335488074350912, 0.03214571922807441, 0.033273261342304794, 0.03269160090569467]"
786,"[0.030593766251260757, 0.030966849664158302, 0.03338930938414442, 0.034122811248989304, 0.0325981652065479]"
787,"[0.03233784287101993, 0.03437650275727355, 0.03240191149751381, 0.029574945350791193, 0.032935889260018]"
788,"[0.032560146308445725, 0.03166718621991016, 0.036267412127919174, 0.029950704824294294, 0.031013322663478893]"
789,"[0.03480253122035859, 0.03154495596151208, 0.03500200556718769, 0.02870198511050326, 0.03143453787707051]"
790,"[0.026753549258062836, 0.033984382295886295, 0.03386495260458022, 0.034051366474828426, 0.03297651850206629]"
791,"[0.029147392530963767, 0.03364960732938793, 0.03199626577420678, 0.03639718665827263, 0.030334432569597114]"
792,"[0.02977427928762677, 0.03690005953932829, 0.03434108363264432, 0.029351110630795985, 0.031101431415578973]"
793,"[0.03176322370709661, 0.033699550205230855, 0.0304125352694119, 0.031646723525039944, 0.034243845058029354]"
794,"[0.03480578464877282, 0.030367862839609905, 0.028705376265698135, 0.031488924245287486, 0.036331410285455945]"
795,"[0.029290592988029496, 0.03288857982349602, 0.032491741178554356, 0.035482659293394336, 0.03154559233021459]"
796,"[0.028980720111569713, 0.03395067508035121, 0.03705187342314331, 0.03311319625132203, 0.028441670913813444]"
797,"[0.03248020529236173, 0.03451803491860239, 0.03138207392642023, 0.031226174743867574, 0.03209886857728983]"
798,"[0.03382807451186365, 0.031916030354926406, 0.03262431586319181, 0.029638003491701426, 0.03374752455159158]"
799,"[0.031135383387504878, 0.029267021049291464, 0.03540102164118508, 0.032581374082015, 0.03336481426424942]"
800,"[0.032887902855588735, 0.030072869913050915, 0.032585381777944344, 0.03190530520564505, 0.03420795868524951]"
801,"[0.0326610476881386, 0.030536276787854644, 0.033364698125953995, 0.03198908527895661, 0.03314237166420886]"
802,"[0.031201515859687223, 0.03701564184507977, 0.0317235936017789, 0.030179843245269122, 0.0315936845467204]"
803,"[0.029744722893651154, 0.033734142630620356, 0.03596182745618337, 0.02818940645033574, 0.034042003474518356]"
804,"[0.03401149657602065, 0.035806559552040595, 0.030955206624203258, 0.030284882787032896, 0.030607332376422214]"
805,"[0.03246894554131252, 0.028857803308912966, 0.03289042821391763, 0.036146663375745125, 0.031186457206477614]"
806,"[0.03334354747245538, 0.03320492992238211, 0.02994840527344078, 0.0322313217780964, 0.032914979235929676]"
807,"[0.03224657601652403, 0.033968780840728297, 0.030902903205754395, 0.03103130352027994, 0.033649921148752204]"
808,"[0.03205290620097567, 0.031303563384443844, 0.03200369924274704, 0.03367808043964682, 0.032625547965568824]"
809,"[0.03385958355760921, 0.03075328116681375, 0.030735215134834237, 0.032021360627358386, 0.034296443462636605]"
810,"[0.03170763146995981, 0.03433642114918278, 0.03159499217908812, 0.03281745613789455, 0.03117874995554426]"
811,"[0.034658754975133155, 0.03152698589119318, 0.03192801317207805, 0.03198026054563541, 0.03161081837280033]"
812,"[0.03155431885055493, 0.032572013040187975, 0.033366983941732986, 0.030643788465723243, 0.03366944471463651]"
