,imv
2843,"[0.1204448020538175, 0.08364878041753122, 0.0963348386893445, 0.13259382022828178, 0.09409861474772081, 0.1155232768031406, 0.12493193655689543, 0.1104731224052924, 0.11043047975063308, 0.09464734570199669]"
2844,"[0.07625254826880042, 0.09181586443202336, 0.12291944039816723, 0.12589432724282107, 0.09671535619632582, 0.1157320353463784, 0.12484078206729933, 0.10682249849291807, 0.1295950892817929, 0.0907448861073305]"
2845,"[0.11594361343154089, 0.11356571561308411, 0.14002938049488478, 0.1010427598089674, 0.1266652580788228, 0.07917111033707364, 0.06419209062959251, 0.12093216541787348, 0.12402173956177634, 0.08811351404656441]"
2846,"[0.10728630861807145, 0.09169579479641661, 0.11091102675553194, 0.12546668757925977, 0.10717775646115638, 0.12668743071919694, 0.06813560446487743, 0.08714132128311372, 0.11576600128238965, 0.14583430407608333]"
2847,"[0.12309898889079396, 0.11544994960646937, 0.1028825179040073, 0.10897047328816352, 0.0999075524005533, 0.09783355043123058, 0.11999061791283061, 0.05960942651361845, 0.11680366008085956, 0.13682757664085454]"
2848,"[0.07812353380922517, 0.10816147884786881, 0.1029962017680722, 0.09687012633834777, 0.1444709227693356, 0.11211364653111532, 0.08852398384520818, 0.11906633866974332, 0.12667144617222495, 0.10441216717282152]"
2849,"[0.10492678510840073, 0.0873085504326437, 0.06868689084090102, 0.11584425431060033, 0.10431496488764766, 0.11757982705322963, 0.09875661590466901, 0.10491193012221256, 0.14722016073244662, 0.13516689424891415]"
2850,"[0.11046547835963016, 0.10249235463942523, 0.13325911861278492, 0.0905472256408, 0.12904635679991333, 0.1384683401892703, 0.09425667298132358, 0.10338527123662362, 0.0777030953561665, 0.10028386833787448]"
2851,"[0.11696677119690231, 0.10327728781169469, 0.09498175633019558, 0.11829423929258799, 0.08897435053216109, 0.1227957595805383, 0.10961697097209774, 0.11744232569309915, 0.07871947988797934, 0.12771289144590342]"
2852,"[0.07963299123162909, 0.11637925585843036, 0.09626566714211064, 0.14949981776233134, 0.14060362382790134, 0.11213346191197542, 0.0879364831514902, 0.09285121923286953, 0.09864216185823628, 0.10940025428184794]"
2853,"[0.11686105503311593, 0.11485395828161063, 0.06409273969882848, 0.11828278420695941, 0.11441753925022728, 0.13611242923284358, 0.13201130802881336, 0.1170237770097376, 0.0857322306397215, 0.07898819045023793]"
2854,"[0.09424954073427759, 0.15707270405626358, 0.0896021869545718, 0.10905827543581968, 0.11684410896153913, 0.10575306700681901, 0.10544285429711789, 0.09661392816840672, 0.08251917633517755, 0.12339625953866862]"
2855,"[0.11809720934714994, 0.09870441508537132, 0.0698661017487953, 0.12621041395751878, 0.12035709829671055, 0.1422090938660164, 0.1240667272716392, 0.0959903077296713, 0.08459228558350915, 0.1039617294889953]"
2856,"[0.10639116968113735, 0.11773108125913631, 0.07183480442374172, 0.13526609200035308, 0.1308414509624637, 0.11406644801927508, 0.10594580706078567, 0.11998493603424774, 0.08884716569460427, 0.08846801567481954]"
2857,"[0.06225735492022949, 0.10984767662790758, 0.11429889808016577, 0.0805249260469565, 0.0913185938555054, 0.08730041546860326, 0.12981998591646876, 0.09190472447904731, 0.14147625379267786, 0.16688467033693447]"
2858,"[0.08818257054024431, 0.14253409945006024, 0.0975885497917948, 0.09590058499314294, 0.10031190904969518, 0.1389702537102643, 0.11675625250202357, 0.0988655724090958, 0.07861157369365061, 0.12540668927844725]"
2859,"[0.07818002981392574, 0.14122297333586287, 0.11210123760550748, 0.1380580310596524, 0.09562987778594405, 0.09033200135410947, 0.09390103966192997, 0.13648231024563418, 0.0984965824146557, 0.10210121030164007]"
2860,"[0.10345209843192357, 0.08549702226082916, 0.10528885385289936, 0.13354921328405725, 0.09689178573416644, 0.12211232370767629, 0.1349520395203993, 0.10138179590359511, 0.09798751597052725, 0.10804207668915189]"
2861,"[0.10707680244692787, 0.09620596499910809, 0.13820436942310974, 0.06465478970843683, 0.11595792419281364, 0.13786318282582521, 0.0843040887790891, 0.11433789841364286, 0.11991090253383006, 0.09942328603538636]"
2862,"[0.06761797624026529, 0.09367283508424673, 0.09206117687460394, 0.12544942936877193, 0.12534230103822405, 0.12055051367698998, 0.1295214253256498, 0.07696092185117187, 0.1293096503863094, 0.12010114965767388]"
2863,"[0.08002373762790957, 0.07484424942621672, 0.09439807035539396, 0.08422209519987259, 0.13184200585974964, 0.10292667412382227, 0.14780012418973135, 0.11493067095951806, 0.13124971861993442, 0.11827848650478999]"
2864,"[0.09005433126827331, 0.089579849136248, 0.13247410315960598, 0.08161654613765598, 0.07513330018148101, 0.10763611372605138, 0.11271704410100732, 0.13141195852374926, 0.12482721344759738, 0.13750409143063935]"
2865,"[0.11420815155048589, 0.12941575908013367, 0.13313358140813855, 0.09440541375046124, 0.09339792948757891, 0.11324620467714273, 0.09908400369126201, 0.10556369232676362, 0.11205584753961637, 0.09323877978157863]"
2866,"[0.12366527602306794, 0.11595043780537145, 0.08650695157705139, 0.12241531103792436, 0.12000131694972702, 0.12186416513100763, 0.1125147317295953, 0.10164469564188189, 0.07742629865136147, 0.0934983893805773]"
2867,"[0.10519411891397695, 0.11900323803913004, 0.11111656663728545, 0.09032846074503705, 0.14352484895958004, 0.10530342643953625, 0.0939933686778845, 0.12362621277384908, 0.12387637437441387, 0.06934069703097065]"
2868,"[0.07228020491600619, 0.07925020175832531, 0.13222861215989487, 0.12199790544284189, 0.09516847701184662, 0.1245568930600585, 0.09120305593523172, 0.10546609812939267, 0.13155122448095968, 0.12544083908238554]"
2869,"[0.1166748113400166, 0.10621232830692637, 0.12950652250901087, 0.06388325419405459, 0.11828622190913597, 0.11611863006642933, 0.1344010967207761, 0.09171770272101494, 0.0921676497180869, 0.11599464839571491]"
2870,"[0.12213359305541101, 0.12188476132217704, 0.13570913478234556, 0.13596948864597258, 0.07463755012331158, 0.08546320586310974, 0.09482647690778918, 0.10202313987721207, 0.12071470665842175, 0.088450278445827]"
2871,"[0.08810782693760282, 0.11372099551611309, 0.11757659958428329, 0.1116782922050976, 0.0742137075104514, 0.11067768205866871, 0.14077491300613423, 0.12478628713870521, 0.0802645894148245, 0.11969088131861982]"
2872,"[0.09923366327208763, 0.11631876687250949, 0.107003775109983, 0.10054558345824481, 0.13381408062426584, 0.11536399006227273, 0.13912971862561865, 0.04363967972480685, 0.10149335550488298, 0.1197335748164636]"
2873,"[0.0755194748489353, 0.12272632557258806, 0.11841169135623844, 0.08283942501043715, 0.1245163509711672, 0.12869285030325517, 0.1063235839130103, 0.09396326529706595, 0.11756350707792977, 0.1050217381649814]"
2874,"[0.07177350006665842, 0.08917200607769978, 0.1150759040120954, 0.12078709561768994, 0.15012934892681473, 0.09032910036125644, 0.09900935305853016, 0.089838154413573, 0.11387993147794273, 0.14178614240173132]"
2875,"[0.09165867990907435, 0.05914398919339554, 0.13664207356533886, 0.11469187526065024, 0.08584797387986141, 0.12779389887706763, 0.13599909083265468, 0.12911040288628187, 0.14486273038220807, 0.038455973544871506]"
2876,"[0.08657624650152596, 0.10974111821213264, 0.12794734172363637, 0.10024381358419561, 0.09260131460729748, 0.12014279969473908, 0.1294188967150182, 0.08891504744129036, 0.10988638368736364, 0.11691239600041534]"
2877,"[0.11776375281431663, 0.13214813410102588, 0.05183878056858543, 0.07543871668193805, 0.13611305361461185, 0.10627235725401489, 0.10176681011087506, 0.15003807066952687, 0.11469308691897061, 0.08495818411296505]"
2878,"[0.12274032682880513, 0.09505384192469515, 0.10453460601970899, 0.09274755745765098, 0.13810194182531602, 0.11319650280625128, 0.1102280712453372, 0.05748928760636895, 0.10634292219812481, 0.13708780038274385]"
2879,"[0.09793377023910572, 0.12781619979694045, 0.12644767231052043, 0.07347525089475601, 0.12458708787661409, 0.11730137000221609, 0.09228762510036709, 0.12346878769365856, 0.10903589785394205, 0.08927918834347728]"
2880,"[0.1399202954212122, 0.09978635055002869, 0.09577098101241374, 0.10470066534278277, 0.1319436420482355, 0.10657164531797754, 0.09756328520915952, 0.09028278464160545, 0.10925175914736056, 0.11133821312154286]"
2881,"[0.11327510479494794, 0.09219623962518952, 0.14162975036092662, 0.061268734097006616, 0.1166785637788608, 0.09789939860408452, 0.1382972746167882, 0.10536513079941294, 0.08871638097585746, 0.12604979645577966]"
2882,"[0.1515911559289809, 0.1167126463492049, 0.10284049331198115, 0.1269946823241935, 0.10107312357444784, 0.10308935519424525, 0.11406200897627664, 0.10010152797030795, 0.05897413530887588, 0.10232502040052315]"
2883,"[0.09786773024824329, 0.1494458125693274, 0.12013678201683126, 0.1311642341142945, 0.10184309244120213, 0.04544324399066945, 0.09883457497171763, 0.12478482167064103, 0.1242454926464672, 0.08083883836142314]"
2884,"[0.09649175679977985, 0.11615980021647301, 0.11547655558230539, 0.11859274984572045, 0.10207967262482674, 0.1136696178685752, 0.09065905187172127, 0.09543259767056818, 0.11735348653599684, 0.12042981417574308]"
2885,"[0.07841766587547858, 0.12459567571221616, 0.12449678702765762, 0.13259004071303976, 0.061333220648953926, 0.1047453010546903, 0.10288825759462077, 0.14661172968852548, 0.10733860425587187, 0.09484250655044943]"
2886,"[0.09796134147664444, 0.1092275426068952, 0.11803814753798005, 0.12813535897235176, 0.10943215916658952, 0.113416831293136, 0.11744920846699787, 0.13440370303474922, 0.06852895300607462, 0.08360587726913825]"
2887,"[0.11110891966314788, 0.11367558146961304, 0.1041143456786818, 0.11262596458688968, 0.13472060078695758, 0.10009669649299388, 0.10309669151650164, 0.10911186505189474, 0.09150805589899294, 0.11128503332197646]"
2888,"[0.0634674791517305, 0.13086816496019646, 0.1048504080046834, 0.10091494802415209, 0.11415661079332551, 0.13772399809207647, 0.11720340529063764, 0.09819321961309484, 0.11697143084095903, 0.0922800782664905]"
2889,"[0.08526241265000226, 0.11468964696246377, 0.05970412849252066, 0.1091568660010615, 0.11854109220883542, 0.12845097467174896, 0.12137212957999327, 0.09116174232867863, 0.12283081698320558, 0.13141816300831477]"
2890,"[0.11487510516356031, 0.10722109663430239, 0.0865744766377246, 0.11609961439914591, 0.11806101641414816, 0.09248476659132254, 0.11752691472385642, 0.1336793381920155, 0.10897682863922771, 0.09200354684971668]"
2891,"[0.0842579113753013, 0.09356400286756827, 0.12320617739834329, 0.089031557967927, 0.10923337945285011, 0.1061391486201831, 0.12701767215438736, 0.13992768704317138, 0.11902259313238825, 0.1006003789106111]"
2892,"[0.1022194576640931, 0.10467881281234351, 0.11690628813977208, 0.11094966396939605, 0.12437616821711078, 0.12679685388138917, 0.08663924803633115, 0.12914250951652684, 0.09485576809166685, 0.0897126005630871]"
2893,"[0.1032719635382139, 0.11151326496969527, 0.13195393061181993, 0.13914406023238055, 0.07794111832892647, 0.09514040768990606, 0.09322731237987404, 0.09264688933504765, 0.10693494583135389, 0.1291342479875151]"
2894,"[0.14107943370771056, 0.1147589737393124, 0.11679963071030511, 0.08315895138525033, 0.12354318233789421, 0.08903561035455386, 0.1302165331841634, 0.05177745376870355, 0.11168711854192483, 0.11787953847453696]"
2895,"[0.13272913379860113, 0.09865225535680032, 0.09669063052141098, 0.14962867799227478, 0.1011851011467784, 0.025342913440665058, 0.10426389475105033, 0.09343087424356443, 0.1139003159975094, 0.14743717022576766]"
2896,"[0.12317821840647518, 0.10374901382353414, 0.11955260266185995, 0.08840217018619735, 0.10535735985506231, 0.12144035398581984, 0.10374608529567143, 0.04165034461301044, 0.12030874422886823, 0.1477187111139473]"
2897,"[0.12006012433561047, 0.07440280769079993, 0.09683860421276624, 0.09192463110521058, 0.11486972553745024, 0.1298677227554493, 0.12457435165956138, 0.10260247062890354, 0.10607275676775978, 0.12302627955175974]"
2898,"[0.1154591393544809, 0.10704915226463495, 0.09733245895330203, 0.10735877923779527, 0.116769738636104, 0.09116907009371901, 0.09975109631696427, 0.11018564309841865, 0.11623484739537362, 0.13126293084473237]"
2899,"[0.11482080698652043, 0.13405375361593172, 0.08481985977997956, 0.11625034016006638, 0.11504149352299711, 0.09388873650095107, 0.1136589558812298, 0.1167207581593845, 0.09630280470273646, 0.10087346959781278]"
2900,"[0.04546894902094495, 0.11597010299709312, 0.1342051414255017, 0.1142388882744691, 0.0903346425552836, 0.09649899765907459, 0.1197142516893405, 0.14268177757427747, 0.11236007315108498, 0.09429504986157419]"
2901,"[0.08160725106519413, 0.07929015063216853, 0.11245518928255581, 0.08663196112442707, 0.13648461128677775, 0.11219770845973681, 0.06513986227375834, 0.11763007287576632, 0.13223677532479708, 0.15295899575373914]"
2902,"[0.10398438119192759, 0.1329644706195052, 0.10603269001151285, 0.09855562250000383, 0.1112273085563408, 0.11532684702136747, 0.09120016399557163, 0.13189292318233073, 0.08151237616532835, 0.10928099424798278]"
2903,"[0.10555633986885717, 0.1040946454562523, 0.09510002065920567, 0.07415986178924443, 0.11292033617662435, 0.13785204526634243, 0.09535715975735108, 0.12587628870495315, 0.11975604461258751, 0.11935725015429798]"
2904,"[0.1494186166843471, 0.06860807690755204, 0.1261006139004137, 0.13939535286646113, 0.07826483492832233, 0.12208401074994162, 0.09574219458652418, 0.0961742278312025, 0.09666699584235035, 0.10113885014725242]"
2905,"[0.11296696712975392, 0.10921080284812312, 0.10821479634040981, 0.06690540119077333, 0.09412099427664604, 0.11822561992373584, 0.13680158081597052, 0.10959345890546648, 0.12899198865159606, 0.10502891080787291]"
2906,"[0.12134174430619081, 0.13810725522038406, 0.09549363110478674, 0.10370591276209604, 0.09787110180230332, 0.12621561296726191, 0.07424847083019796, 0.11050577067738118, 0.11371658000112671, 0.10544704227098171]"
2907,"[0.08849797554169814, 0.08780623638651856, 0.10847779628587977, 0.12904730168297623, 0.11646563655794803, 0.102522641867229, 0.11767877460793022, 0.13573338171592195, 0.08868826486370814, 0.10968830202046365]"
2908,"[0.09264155119657183, 0.13793775723600396, 0.10690655886074187, 0.13861029546282522, 0.1207215120898689, 0.09428572306272366, 0.114548059718986, 0.09172383252922414, 0.08477185616987652, 0.10648479332636256]"
2909,"[0.11668868043342727, 0.11357033614547597, 0.09849708179616729, 0.09441195006330398, 0.1087511712283388, 0.12701391958632477, 0.10937993012461042, 0.10248468433779748, 0.09813293532562593, 0.12277896810894964]"
2910,"[0.14208239843434056, 0.10954509884156229, 0.07957822504904259, 0.08445363785100413, 0.11532430726021585, 0.09195175432113283, 0.1135502845757478, 0.1352769614601097, 0.10957299094685886, 0.09986450712650535]"
2911,"[0.12238075165729392, 0.08251567359667032, 0.11213443655009689, 0.13677328710367942, 0.09201479538684379, 0.11305556760239972, 0.12837970248011055, 0.13295178242061712, 0.07101744764607396, 0.09269758911552119]"
2912,"[0.07781202478900397, 0.11364050492876991, 0.0939977820657293, 0.11804661004710225, 0.0799840263374338, 0.12602002489955544, 0.12920510741350302, 0.11388491331873452, 0.09081356621099528, 0.13439751635278888]"
2913,"[0.09553512168789959, 0.1123204130127981, 0.10031202461482588, 0.11785768824318543, 0.10110674306795334, 0.11226549940408219, 0.14090862248748154, 0.11891510990344621, 0.10254354460602631, 0.08172369562052176]"
2914,"[0.11941773881454673, 0.09910415356552726, 0.08840933703454706, 0.12645934683630983, 0.1342917596583175, 0.09941574537974991, 0.07450876176070005, 0.12120717810231166, 0.10819788849743854, 0.11560287144282565]"
2915,"[0.11736194980821656, 0.11202507592823831, 0.13746363214108895, 0.08026753094341119, 0.08106780465979914, 0.11506076818067192, 0.09859401797218253, 0.13901776082469794, 0.10054889833610493, 0.10146856065216016]"
2916,"[0.08513859547875541, 0.11727203919954948, 0.12582904731067074, 0.11700631785730661, 0.08420013877978198, 0.0968746630780664, 0.14140933745121456, 0.1238268372026326, 0.08733249455265658, 0.10788254674723834]"
2917,"[0.10018011607558391, 0.13130381980071276, 0.13366046526308392, 0.10559873650658584, 0.07659135772166499, 0.12538023644901658, 0.10022794527461953, 0.10199282987026002, 0.1314485451379103, 0.06856880219513271]"
2918,"[0.10858381984766682, 0.11714721622884693, 0.12416861296754216, 0.08987559873671883, 0.09214260204623402, 0.09134235666614202, 0.1186144529615988, 0.11810760083846367, 0.10756462033902647, 0.12158470288875703]"
2919,"[0.11844170430445515, 0.10375847683751199, 0.08782044064607042, 0.0890636192062355, 0.13033719194994714, 0.077087820800463, 0.10043214881516005, 0.13271441498361256, 0.09084248387698982, 0.1485257882867127]"
2920,"[0.14096597801215055, 0.1138938781746511, 0.1035936327101776, 0.08724705585869955, 0.08677272585134863, 0.13797022377163795, 0.0968259551782404, 0.07147672434771324, 0.10741790758426982, 0.13141653137827128]"
2921,"[0.11186290701732902, 0.133315774584894, 0.13066522595704655, 0.097475397678688, 0.07916803155196231, 0.08896946472363787, 0.122798256535262, 0.0968846855811884, 0.13161728686953425, 0.09006376606452975]"
2922,"[0.11317793732300108, 0.09822242887812559, 0.09429480240274968, 0.07300345306589043, 0.11673410521101918, 0.13089088066601653, 0.11320812562539836, 0.14781744646933762, 0.0992215480743302, 0.09461028341344707]"
2923,"[0.09413089067286841, 0.11927460228319116, 0.08476890107662767, 0.13575739816304694, 0.12732571300484744, 0.12617524452162993, 0.035543394420918445, 0.08690746573557577, 0.13518931051160202, 0.12760428200477789]"
2924,"[0.10023759980046582, 0.108565713477779, 0.1325975331678034, 0.11453681457400987, 0.07644579919950473, 0.08897933104079105, 0.11986370525541747, 0.10663265032603965, 0.125975045431383, 0.11188413598471673]"
2925,"[0.11748176343398363, 0.14079020668367065, 0.0920917858421642, 0.11237179657261584, 0.12136024080320763, 0.09722159965960284, 0.11457898827171618, 0.11491447238535098, 0.06950775086989047, 0.10531484464128024]"
2926,"[0.09488150781192524, 0.12496648343759813, 0.09997862367548235, 0.12700519599155083, 0.09244730184981885, 0.11974342116956294, 0.08526403521869748, 0.11791186564664091, 0.09650220993199583, 0.1261023040039965]"
2927,"[0.11077754847069363, 0.1154678255191508, 0.09766530048586941, 0.07450110498961837, 0.10268697906874676, 0.14166283040550987, 0.08285294414425283, 0.10329605819983474, 0.1387444775213489, 0.11108483537983647]"
2928,"[0.11120251852776195, 0.10360969323041644, 0.08605291831872805, 0.09122869653665061, 0.1239172968054549, 0.10383626265234605, 0.12121927423834761, 0.13113734708227076, 0.09973035431862948, 0.11650656389294435]"
2929,"[0.12772277897090753, 0.07859236515179673, 0.11076421761871895, 0.13158191648283102, 0.08778755513674948, 0.12874270835877788, 0.12082170784041138, 0.1195051964652908, 0.10770595926271748, 0.06641935018403715]"
2930,"[0.10913413652746382, 0.12671918315565595, 0.0994960183413699, 0.08581132903742623, 0.10545412032373175, 0.10249193714344511, 0.08205780439636744, 0.12309294873716857, 0.13162302152992514, 0.11909039918170587]"
2931,"[0.13472898595401944, 0.11857231927120351, 0.10218494935657695, 0.1324935225251998, 0.12311577836311924, 0.05073691773869384, 0.11163822043325727, 0.08327013300191764, 0.10690879768393056, 0.11544233119532031]"
2932,"[0.10821195119553506, 0.10250636971751416, 0.126437224660336, 0.12402079250246867, 0.12105786275087355, 0.12630958262629702, 0.10416773000164531, 0.07189716617072767, 0.09333502844926558, 0.1123429876982917]"
2933,"[0.12117976407604732, 0.11003016472543523, 0.09187413599998512, 0.1120970024857812, 0.10758288671443741, 0.0920782101799407, 0.10603431676910173, 0.09939359713423747, 0.12167710063485301, 0.124728290522227]"
2934,"[0.10888598468887616, 0.09445706883200024, 0.1345191485518911, 0.15593999078827236, 0.12181584178506516, 0.08098863019783903, 0.09599106589812931, 0.115342968705578, 0.07672536078248217, 0.09327698902234512]"
2935,"[0.09201712575100596, 0.0958450825025667, 0.12099959116004513, 0.11354147706067502, 0.08126240362314258, 0.14032488995777928, 0.09501019847744495, 0.08167625332418227, 0.1408839488100308, 0.1198593719268338]"
2936,"[0.08908592019813483, 0.14618253328254555, 0.06645710832688752, 0.10047686563647115, 0.1336306002929844, 0.12488849632173811, 0.10141104034985655, 0.10233943307808596, 0.07548788572905632, 0.13433897395586922]"
2937,"[0.08784108682902562, 0.1194754874731624, 0.09108445739284542, 0.11073299693662689, 0.11809848985683487, 0.10026391773304108, 0.12036231667055113, 0.10172513617871534, 0.12433215370538665, 0.11199102924594474]"
2938,"[0.13399157547931487, 0.0742298752218795, 0.09650005918656387, 0.09973331625363366, 0.10277108353705544, 0.13069097470666097, 0.12478734596958305, 0.08711960539702644, 0.09419275129226769, 0.1401017814280442]"
2939,"[0.09138656249955689, 0.11127225313718829, 0.12001823756592453, 0.0664453109579044, 0.09072923386674486, 0.1578690697263157, 0.11807303803954727, 0.09752493462186299, 0.12862042515951608, 0.09392208569382365]"
2940,"[0.09868103995081011, 0.10702418149156263, 0.07124646032069046, 0.13466381267989325, 0.10121185823912075, 0.11424820614163471, 0.14397487049534582, 0.1112193730525709, 0.11684443656607042, 0.08375102009305949]"
2941,"[0.09917403450288545, 0.0703596393177586, 0.08566755462374652, 0.10383142964663776, 0.11417926184627682, 0.10593896803939344, 0.15443496415530159, 0.08541319257242277, 0.11887662402308856, 0.1435527016381724]"
2942,"[0.0985195324888973, 0.09550096293918584, 0.11656520198985316, 0.10432971547864463, 0.11168047056443389, 0.09569016843934966, 0.11457573548339936, 0.06991569791210718, 0.14602482565883046, 0.12880226548942467]"
2943,"[0.10015656209372434, 0.10968542108557586, 0.12111491240086773, 0.13651083307027223, 0.11676205893321671, 0.09958825103361041, 0.0931877804903198, 0.1324299498225817, 0.07277949239234745, 0.10213893776856578]"
2944,"[0.13685270926551207, 0.1346174490255926, 0.06974058530425917, 0.11801710663342761, 0.0946014801456846, 0.09868237445844716, 0.10885096566220451, 0.11157509417626532, 0.10108303820324858, 0.10819798024870723]"
2945,"[0.11530593048881697, 0.11126163513709021, 0.13570395003549654, 0.12949983689458788, 0.09941356080030689, 0.12123341177320836, 0.055495210419110264, 0.1200387364402243, 0.11083390989985639, 0.08173748508954583]"
2946,"[0.12157197905948237, 0.11128027620527227, 0.11291710016517889, 0.0918112177836239, 0.14498942258559983, 0.11286419325969027, 0.10221721445398846, 0.045418144255019846, 0.1288911439643308, 0.10725905332697337]"
2947,"[0.09412074201062777, 0.10137894709753043, 0.11270597360949383, 0.113389839162413, 0.07431128388677505, 0.11944877244159213, 0.10503993705021993, 0.10436100509248136, 0.13504043923119666, 0.1280386887272407]"
2948,"[0.0924052867799799, 0.08643904949064189, 0.1040420026594169, 0.12508952834011955, 0.12487949448669229, 0.08101608872780952, 0.12804937412176087, 0.10289737079791922, 0.1128817898273436, 0.12079114389174364]"
2949,"[0.11600272388461833, 0.11613066844083435, 0.11365997357254214, 0.10015749106143718, 0.15087780656343364, 0.10499777780062683, 0.11619311715223352, 0.08234145658064827, 0.10033370093543305, 0.08023194384270456]"
2950,"[0.1130352861262397, 0.10240954159421778, 0.08941269304864519, 0.12619845853608908, 0.1384726519672943, 0.10612205904455349, 0.06094113331445607, 0.09758362372255192, 0.10345716844201194, 0.13595584554764045]"
2951,"[0.10246733883107573, 0.11124618796474305, 0.11112153696590973, 0.10871604454223015, 0.09988870567447924, 0.07986978180144111, 0.14104340125815046, 0.12156280149676771, 0.10807002102046069, 0.10078440260049894]"
2952,"[0.08846068132032443, 0.14087122039828542, 0.1044896433554722, 0.1322870837897789, 0.10895639071006782, 0.07617666311868368, 0.07945051858122326, 0.14003749872572557, 0.12227833448529359, 0.08313185959948596]"
2953,"[0.11593239194589186, 0.1387964418943421, 0.09965009659859743, 0.08401157379257007, 0.09752195905687164, 0.10801115840371432, 0.0841892981849308, 0.14611530577454887, 0.06868113040880124, 0.1377631098371865]"
2954,"[0.10555179557876312, 0.08916560111192674, 0.05882531889958549, 0.13378798845222262, 0.12657682179675794, 0.13147708053371487, 0.07450529461077704, 0.11004173633976454, 0.10631801312737181, 0.1431127797381226]"
2955,"[0.10185407784422836, 0.10037266888642796, 0.09138802546625628, 0.11930430130344212, 0.13738428865942096, 0.13287713451916153, 0.08261733131123401, 0.08835691532278121, 0.09044877132731813, 0.13630898792545312]"
2956,"[0.1274915018962451, 0.09001010034922771, 0.11679534399210459, 0.1005618954032754, 0.11838101290447416, 0.06692486406554103, 0.12028256394076195, 0.13006065057229446, 0.09193391010152337, 0.1204994492210653]"
2957,"[0.07873547802128063, 0.082301898292957, 0.1047657207537566, 0.10175506045185488, 0.09541572966409176, 0.12997497866610636, 0.09875886834425114, 0.11883323133787324, 0.12861560297064678, 0.1434493282170615]"
2958,"[0.06982665187741939, 0.106295515420512, 0.14265260412721276, 0.09572339371251803, 0.10899506377250849, 0.10679969086146766, 0.12801392491916533, 0.09815564558174365, 0.11796708388193303, 0.11103447858305728]"
2959,"[0.10603038022347733, 0.1065955376794255, 0.10989641362222292, 0.13530047801231282, 0.09603497418255617, 0.11381583489306664, 0.12615396258877928, 0.1212921509774887, 0.0852636865638189, 0.0860658187948766]"
2960,"[0.07867574097454887, 0.09578790638849605, 0.12541365081037517, 0.11421792793804945, 0.13540496298937044, 0.10878107853140627, 0.09918188490445522, 0.13407788718456476, 0.10754371993571542, 0.07708388823776594]"
2961,"[0.07107763097627666, 0.12341904518381767, 0.12931702747467874, 0.09725750478501977, 0.10496324550235175, 0.09787011169294324, 0.1399803758952453, 0.08897681736463468, 0.09088698534223927, 0.13138591237988478]"
2962,"[0.10048078244068506, 0.13584630828054597, 0.10861853842426815, 0.11107670529262557, 0.14606588289479086, 0.09537505956677567, 0.0829172181383475, 0.0995495989080002, 0.11101952296090532, 0.09134821174354511]"
2963,"[0.0965126894713986, 0.10575703443061396, 0.08015808288153461, 0.12567316220098282, 0.107987783516177, 0.11958279584613704, 0.1156657072416976, 0.12090645608915493, 0.08884463580798523, 0.12497151442621372]"
2964,"[0.13847225121842868, 0.09558911594374406, 0.10328843566091983, 0.08974741072378671, 0.09731607652971935, 0.10620014751587833, 0.11387334249409714, 0.12088115435656777, 0.09998566241527979, 0.11915279277533321]"
2965,"[0.08804727409800998, 0.11424904830916255, 0.11510368782228797, 0.11341309674364487, 0.1222053556346876, 0.09647519205418402, 0.11678022751274397, 0.12569020795273808, 0.10444170735689816, 0.09615224778720292]"
2966,"[0.0857169982215189, 0.08192245372640829, 0.10005473371084234, 0.0998043599868745, 0.12171029944991373, 0.11288162892905725, 0.1253216071399557, 0.10834625156662865, 0.12960792753132985, 0.12335802828503588]"
2967,"[0.1161829199833869, 0.10049821371581603, 0.12642041206685903, 0.0918863020013608, 0.08508012504496694, 0.10100112475078071, 0.11790914001215788, 0.14900228787023448, 0.1209192206923222, 0.0711978877052416]"
2968,"[0.10385815658568796, 0.10681396443001132, 0.09123852074500591, 0.12882542837821762, 0.10716045163033262, 0.10752370938992271, 0.12546493275106868, 0.08414800707010504, 0.1058590980319492, 0.12693303993644958]"
2969,"[0.11947037558288504, 0.10272585132699096, 0.12038588419368355, 0.08390551844181704, 0.10824713613867856, 0.0706576100621702, 0.10363916354826713, 0.12138554348673511, 0.1392694235987842, 0.11238013482024284]"
2970,"[0.08670343077696699, 0.1172755327195282, 0.08756833590702574, 0.10052501794277353, 0.13069021713165524, 0.12033166651100813, 0.10958444129822084, 0.11318461306173931, 0.1153893804677436, 0.10809001831676532]"
2971,"[0.10340882728056851, 0.11253378122612864, 0.08558412342373366, 0.09545171294039569, 0.12709414638199737, 0.09281715168305928, 0.11712285728832697, 0.09327289618912578, 0.1380793179230773, 0.12139758020987358]"
2972,"[0.1052108462988428, 0.10338032464586755, 0.07000571658275492, 0.13987409813798116, 0.11113238595888293, 0.09940003504275101, 0.11778995248416396, 0.14120209456911506, 0.08290881772974952, 0.10958008632195312]"
2973,"[0.11819567592041146, 0.09054429074119794, 0.10513653661058006, 0.1478986832998342, 0.12606087015308498, 0.1093442675413576, 0.11082871881405683, 0.0780635513559835, 0.12317508707847176, 0.0670779337470558]"
2974,"[0.13840869519133672, 0.0922798967099035, 0.12892527409710908, 0.11991067339320677, 0.10074077452782777, 0.10064756254167147, 0.11376681998103995, 0.08213150409129599, 0.11502645309956903, 0.09307971562220752]"
