,roc_auc
2455,"[0.69644835693825, 0.6940984551554462, 0.7045028970318454, 0.6900735321957426, 0.7014706965767702, 0.7011191419725108, 0.7033567331409551, 0.681084697084758, 0.7025704592712255, 0.7061811186170911]"
2456,"[0.6915847521164598, 0.6947502734742349, 0.6981704742109244, 0.6930384979122002, 0.7006966208973484, 0.6965731883769922, 0.7079037989924468, 0.6981013736061639, 0.6983062733177233, 0.7026969028773592]"
2457,"[0.6962298826262148, 0.7002837015421168, 0.704919407384933, 0.6900959770672975, 0.7049095559748856, 0.6956636081413069, 0.698895542530226, 0.696044226675116, 0.7006843141406696, 0.6942372252447017]"
2458,"[0.692895039590774, 0.7048276712361652, 0.6991600506200859, 0.691571105416643, 0.700730991876827, 0.6929830712461783, 0.7006472231126827, 0.6958079608073318, 0.7029771161142688, 0.700346783011618]"
2459,"[0.7005774052163153, 0.7049550722131963, 0.6964825009267136, 0.7047877662157432, 0.6962498124373244, 0.6889658886800835, 0.6997722136085689, 0.7001158689255094, 0.6859582436181084, 0.7042812627887794]"
2460,"[0.6993890391559319, 0.7057153195999896, 0.6936418899678669, 0.6949372959112436, 0.7012892989771113, 0.7025087900454597, 0.6989555135563664, 0.7009190312335823, 0.6914007321140201, 0.6922994980985411]"
2461,"[0.6877872650740601, 0.7070812698109813, 0.7069827330114069, 0.6889699155006881, 0.7030257257633657, 0.7033793323663999, 0.6931463186442848, 0.6985657472846563, 0.6983933332965171, 0.6938984951675854]"
2462,"[0.6987536822255448, 0.7047075929892752, 0.6986717157700592, 0.706815476951977, 0.6916029522560356, 0.7033893653692593, 0.6952393210760486, 0.7014777332982325, 0.6932499187621857, 0.6877342490196239]"
2463,"[0.7005068927274422, 0.6918894920938031, 0.6949779136834524, 0.6973154035975607, 0.7067659021143197, 0.700154430159123, 0.6957010162605649, 0.6998480876252143, 0.6928177116092469, 0.7013636590049284]"
2464,"[0.6942908799786097, 0.7041949519413715, 0.7008074787692126, 0.7018254472145197, 0.6931343562177987, 0.6983078173944085, 0.694233918853327, 0.6918467723847961, 0.7031671448410646, 0.6998622762908238]"
2465,"[0.6873516965553605, 0.7038699961442397, 0.6913000463660928, 0.6935246990466869, 0.6994897232905075, 0.7044432483329464, 0.6944679329702432, 0.7031936219374576, 0.7047537981948055, 0.699108637519779]"
2466,"[0.6935835714363151, 0.7066867548872391, 0.6986957677379995, 0.7047741830734109, 0.7046667936242544, 0.6991527142704838, 0.6937310202597834, 0.7013743570502202, 0.6904592626876317, 0.6885652789799553]"
2467,"[0.7029491208356522, 0.6975233409866834, 0.6885774525757207, 0.6965444967127071, 0.7059571785263812, 0.6993266620250334, 0.6964742929316141, 0.7033491607206975, 0.6958803608601153, 0.6948031378142115]"
2468,"[0.6988381455821947, 0.702707479820635, 0.6983568156748882, 0.6987276100375716, 0.686763907862059, 0.6983312837255305, 0.7007853017470553, 0.7059072586623812, 0.6921562283462712, 0.698831585145949]"
2469,"[0.7007332209285935, 0.6942467847040525, 0.7017545034427183, 0.6966183595889603, 0.7038421625059909, 0.7017927151101689, 0.6962582882818212, 0.6930606885538183, 0.6940738458635275, 0.699692888544916]"
2470,"[0.6960900334619259, 0.7035985466691439, 0.7014047057489142, 0.7018898854238337, 0.6898083567522989, 0.6913055350088334, 0.6991401253487967, 0.6984651312473851, 0.6985668719459522, 0.7015667717066277]"
2471,"[0.6967580589391795, 0.6972416859955569, 0.7019510458828925, 0.701878749244642, 0.6872623665113509, 0.7025483182607971, 0.7002048494033558, 0.6975704280028173, 0.6956527968842463, 0.7007809202892823]"
2472,"[0.6941294212697009, 0.7012324967455391, 0.6857139336836489, 0.7000181038953855, 0.6962830666210094, 0.697503688104612, 0.6928055960512571, 0.7103409379621026, 0.7012016693135565, 0.7020985187977619]"
2473,"[0.6973895434028522, 0.6946397106906903, 0.6892511891469095, 0.6981633875514387, 0.6985894633058946, 0.7136372061444688, 0.6937421019611315, 0.6950278017687104, 0.697447440478405, 0.7031984174030871]"
2474,"[0.7011918835131504, 0.6943766008654823, 0.6910127846968978, 0.7047782779913199, 0.703064963430204, 0.6989018074822376, 0.6995282482055589, 0.7029363820998953, 0.6923636009467766, 0.693415500756282]"
2475,"[0.706160108493715, 0.6940800961221599, 0.7016905419145356, 0.6946084721872177, 0.6912374649432808, 0.6926785491802093, 0.7062177369725816, 0.6967083887652958, 0.6961544703614224, 0.7019362475352534]"
2476,"[0.697161117804723, 0.7049693590276751, 0.7020491105411558, 0.6896619475476788, 0.7071874607475788, 0.6938875759627702, 0.6972881101979272, 0.7017476937122709, 0.700931815169585, 0.6866721672345079]"
2477,"[0.7006805771724144, 0.7013143633249782, 0.6954903141208805, 0.7034579484345056, 0.6836110389834551, 0.702765512343508, 0.6989714210866916, 0.6923056982789305, 0.6989761946318518, 0.7036912440968157]"
2478,"[0.6934853206454193, 0.7009636440476537, 0.701917346796818, 0.7062688144907577, 0.6967449161594159, 0.7040687267777977, 0.688792095279424, 0.6971358809436848, 0.693289397760394, 0.6982990205902254]"
2479,"[0.6893908794174881, 0.7045978337539235, 0.6974351595172094, 0.6962091538067328, 0.7030202507400861, 0.6884101329588066, 0.6950394418679552, 0.7032118402363147, 0.7035178371500089, 0.700186691654682]"
2480,"[0.7001361165240398, 0.6978957242864714, 0.6966554317615161, 0.7058571526657487, 0.7005505884978134, 0.6926559635742253, 0.6954888522987444, 0.7033921301198209, 0.6996834468289058, 0.688795763120997]"
2481,"[0.7013953310199982, 0.6986597442639325, 0.7075836417853704, 0.6959082136589791, 0.6933951915930373, 0.6997466226415475, 0.6988518149811128, 0.6886114512899346, 0.6996647405142135, 0.6981320761551464]"
2482,"[0.701235996946989, 0.6951613859809878, 0.6902107119456963, 0.7042712027631016, 0.6979165756811017, 0.6991403523398115, 0.7035552186242169, 0.7013215634799713, 0.697343072957661, 0.691506516573386]"
2483,"[0.694822261404705, 0.681353985605392, 0.7111402278034612, 0.7047019681519259, 0.6973252731668892, 0.7025284474673513, 0.6990466913072375, 0.6948127141626176, 0.6927276360944113, 0.7027118897281688]"
2484,"[0.699058068096905, 0.6999917275394524, 0.6957277194835595, 0.6971345870948998, 0.6954423645388897, 0.7071696192538065, 0.6980081620157993, 0.6949297007918844, 0.6966170962800347, 0.6975381018428631]"
2485,"[0.6976466742847272, 0.6911644237745013, 0.7001444788730292, 0.7073032397846463, 0.7068432016345387, 0.7054385903138866, 0.6930897933417506, 0.6988074881757202, 0.6932033732367471, 0.6880507894746021]"
2486,"[0.6951571821073914, 0.6954648184900851, 0.699108991261191, 0.6998845242229286, 0.7019917953098899, 0.6982780951909157, 0.7039044669997647, 0.6926596090499247, 0.6996623335351442, 0.6958672723437415]"
2487,"[0.6922263467599366, 0.7019489257868131, 0.6909865899337766, 0.6940789112290621, 0.7048600174557906, 0.7033082206212474, 0.6982768240412323, 0.6925753999232116, 0.7010782684922844, 0.7019805268671908]"
2488,"[0.697721853708867, 0.7024415280679202, 0.7054123138339999, 0.6886027393747822, 0.6913873471104289, 0.7020259529178141, 0.6990345336684786, 0.7011884014709816, 0.6994777545722792, 0.694070662293098]"
2489,"[0.6971154335930614, 0.6985711814495534, 0.6987845847823152, 0.7015040143179394, 0.6965327975957984, 0.6988329474879531, 0.6982024481652852, 0.6932684216510276, 0.698026959291862, 0.7006985879806983]"
2490,"[0.6983209374750706, 0.699004847783548, 0.6878741390752884, 0.6964491604864428, 0.6921016242768816, 0.7077236271442683, 0.6961127552625189, 0.7030710422495834, 0.6966630468729109, 0.704048630532455]"
2491,"[0.6965484327369057, 0.6878152893847616, 0.7024923604358002, 0.703547641664139, 0.7015624599644598, 0.6980662399368754, 0.6955958150047925, 0.6923947922522846, 0.6940468468247204, 0.7097455730477638]"
2492,"[0.6977777388967389, 0.6983529432081736, 0.7040143442704444, 0.6867243569476202, 0.7014573676643745, 0.7035070193521098, 0.7004132861727116, 0.6940640614768663, 0.7031603144702714, 0.6916146762215319]"
2493,"[0.6929375368485864, 0.6940464197351871, 0.7003596481958873, 0.695371248253917, 0.6944290357899275, 0.6950278971049366, 0.6977223621687404, 0.7035429157112085, 0.7062162060138654, 0.7019369242142748]"
2494,"[0.6977450158720289, 0.6918254851674174, 0.6982216334458657, 0.7111767143391986, 0.7021819411432636, 0.6992209069111844, 0.6999506376259326, 0.6877106374472453, 0.696590783003189, 0.6968137101382468]"
2495,"[0.7009246606107521, 0.6931711469214962, 0.7015154047270679, 0.6962643444020993, 0.695648022938223, 0.6973905784818801, 0.6926049586931737, 0.7002260549039692, 0.7036360198223174, 0.699959313879081]"
2496,"[0.6996132699601053, 0.6950942556582368, 0.7031541118814016, 0.6900662503239842, 0.6882960926729134, 0.707630297518576, 0.688691193233474, 0.6991563779054646, 0.7087864600106496, 0.7007371132702188]"
2497,"[0.689635434997137, 0.7000892111007178, 0.6887578922732968, 0.696007349714833, 0.7129437031957013, 0.6895010381570261, 0.7031617296998621, 0.7018334327584245, 0.6969276692435088, 0.702718792762481]"
2498,"[0.6952694064651652, 0.700501335987397, 0.7001389221329842, 0.6923614881305763, 0.7058799788822087, 0.6950458248552945, 0.6971988800299643, 0.6919296014061386, 0.7004408277711832, 0.7029998007566307]"
2499,"[0.69479250742247, 0.7112315281294802, 0.7072541915661433, 0.6955805929873323, 0.6980152895336676, 0.6946047222956512, 0.69188427130046, 0.6970458971655523, 0.6964436348355886, 0.6943147027219173]"
2500,"[0.700250538154838, 0.7001892415011703, 0.6996504964865514, 0.7000182991076584, 0.6880449634334727, 0.69698209453108, 0.699986011905697, 0.6916341090427428, 0.7081091815152146, 0.6970534497950308]"
2501,"[0.7003563976845537, 0.695155438816397, 0.6975562002060025, 0.699209194174815, 0.6912588838154481, 0.7046506863418363, 0.6876363932260869, 0.7035842099166417, 0.7023668742566523, 0.7001120026400109]"
2502,"[0.6922220520899345, 0.688487618611658, 0.6874204657532391, 0.7012730600399043, 0.7026035360950853, 0.7036625354362482, 0.7061257783726194, 0.6997376882752004, 0.7027156182749913, 0.6975839161916411]"
2503,"[0.7013170145800325, 0.6993067685324863, 0.6983814895982093, 0.6964671699535661, 0.6937086752642753, 0.6980035631778372, 0.7017747147226862, 0.6912218298021734, 0.7095068824705364, 0.6925726357252807]"
2504,"[0.6944218946525983, 0.6967570057008703, 0.7019523987493412, 0.6953254914051304, 0.6905913894971693, 0.6955612533528616, 0.6974723815038351, 0.7042611833797036, 0.7005208075983371, 0.7041201268937567]"
2505,"[0.6927631623509289, 0.7094053127773661, 0.6893499166189365, 0.6969659418504588, 0.6950389697266441, 0.7032100560869374, 0.6940429059142762, 0.7036031228080045, 0.6920442992780733, 0.7051968821682562]"
2506,"[0.6986457071395702, 0.6990287590170592, 0.6877402915534337, 0.7069211367295993, 0.6984126872432992, 0.7010386146400598, 0.6985859631044447, 0.6978526096130985, 0.7027674001152734, 0.6906451995500094]"
2507,"[0.6881760008065626, 0.6951585712924028, 0.6999733775858067, 0.690848361485334, 0.6864462793348888, 0.6979599218853096, 0.6979089487830005, 0.7102938872645311, 0.705744229208642, 0.7091692695950259]"
2508,"[0.7077204855886219, 0.6957918035868902, 0.6911632978990674, 0.700994773595439, 0.6991192875736275, 0.6994498273497262, 0.6985884872445305, 0.7006812445259981, 0.6941754612534864, 0.693484049703591]"
2509,"[0.7046382109156565, 0.6942786951009291, 0.7080404521232457, 0.6879219161441076, 0.7065569841240124, 0.6999107734638933, 0.6971156651238967, 0.6927500695091886, 0.6965674761794451, 0.6937621466155076]"
2510,"[0.7002559087622509, 0.6902594151378564, 0.7017292121038363, 0.7036711247762526, 0.6960767726468344, 0.7079732718624716, 0.6990531787104437, 0.6923591637425835, 0.691518646839602, 0.6978429661786196]"
2511,"[0.7019548093939196, 0.7031658200779508, 0.7022719113019353, 0.6953476230290846, 0.6939401834003868, 0.6941817563180996, 0.6927141322917072, 0.7049795463844244, 0.6965669357445221, 0.6963253658753512]"
2512,"[0.6960002948340894, 0.6943731869206179, 0.703538571103183, 0.6953132792885282, 0.7027773703541272, 0.698511668945263, 0.6976993770585701, 0.704852186265776, 0.6990114909362434, 0.6891979239087974]"
2513,"[0.6994978132502789, 0.7015175611417096, 0.6965248347509951, 0.7053170320855795, 0.6973564844314399, 0.6920580420020178, 0.7012139107212377, 0.6919272225403021, 0.6967217817036747, 0.699626614874048]"
2514,"[0.6936695964911475, 0.6971015871411514, 0.7008236496091151, 0.702780225901095, 0.698751494032161, 0.6907748027770407, 0.6953035958518318, 0.6978331882618625, 0.6996383863641383, 0.7041674399276157]"
2515,"[0.7000075124946297, 0.6951618989806814, 0.6953104736795838, 0.6908649409090634, 0.7027082606697264, 0.702291432529218, 0.7033053015167958, 0.6914438315545803, 0.6984754203657242, 0.7021426800514806]"
2516,"[0.7117135889478546, 0.6947215227922859, 0.6959968536503033, 0.6950545685491892, 0.7002963540212884, 0.6976929259739264, 0.6986208834021791, 0.6906400472911264, 0.6994425990534557, 0.6972409534645384]"
2517,"[0.6946766466686372, 0.7000865053678199, 0.693545323450302, 0.6930651784360933, 0.7035441187635877, 0.7006329726167664, 0.6987051606261966, 0.6968926827703051, 0.696819128111888, 0.7039310291682992]"
2518,"[0.703553575209269, 0.7038741319205315, 0.6891260308411057, 0.7041366651885618, 0.6956720749061633, 0.703150085060797, 0.7041210709058371, 0.6991060948558405, 0.6930545855984975, 0.6856312169090334]"
2519,"[0.6969778906574838, 0.7070474027515559, 0.7002335365278208, 0.6980947590879893, 0.6972287429678865, 0.6974089919930099, 0.6901156344891892, 0.6985491360821847, 0.6944452745242283, 0.7016879381246883]"
2520,"[0.6902881930587275, 0.7037588431840565, 0.6887849632217354, 0.706802039083894, 0.6959843782241235, 0.7006482763509919, 0.6868074220396182, 0.700819736284018, 0.7035617259155312, 0.7044497604065785]"
2521,"[0.7027388408992556, 0.701385815556653, 0.697039028417441, 0.6965059490985542, 0.7008821588131194, 0.6980362317247036, 0.6913488993723227, 0.7029716746628942, 0.697679318850719, 0.6927373321327382]"
2522,"[0.6965053907006575, 0.7026912499630685, 0.7045759654395465, 0.704567389719003, 0.6935427493721927, 0.6879926510841753, 0.6860363199424917, 0.6955970180571716, 0.7089264099483914, 0.7006428596030363]"
2523,"[0.7001137579090707, 0.6980317736211709, 0.6961553660158386, 0.7023560477915236, 0.6997503816127546, 0.7006326639089863, 0.6968050506190872, 0.6985534307521871, 0.7014237608181446, 0.6869560863108906]"
2524,"[0.6926739639617079, 0.7022316521755301, 0.6929704868643115, 0.6944108583494533, 0.6965043737809107, 0.704692035025113, 0.6939506885445571, 0.6999690511370624, 0.6996673881911899, 0.7050730453658696]"
2525,"[0.7012991140685962, 0.6863708093622499, 0.7008199814343141, 0.6957242192821095, 0.7036820521237106, 0.6997237147083223, 0.6974704203014663, 0.6966640664997235, 0.7030228305507081, 0.6969420202885266]"
2526,"[0.6947784203600844, 0.692560368578204, 0.6965352581784, 0.7015595544794688, 0.7019633624153616, 0.6951722361515007, 0.7021661698075474, 0.6974991936825168, 0.6970458428328774, 0.7025399950908526]"
2527,"[0.7031729839143817, 0.703728780494041, 0.692409410473645, 0.7027764169918647, 0.7001809926476883, 0.6993678563544201, 0.6950058880561305, 0.6912251484108113, 0.694604998022099, 0.6986480461797009]"
2528,"[0.7008007235166087, 0.6948339015039497, 0.6879439297327341, 0.6987898872924239, 0.7027514661395052, 0.7042536699771097, 0.7021665102940697, 0.6938864092289534, 0.6957970385110838, 0.7005053211858338]"
2529,"[0.7108369995862771, 0.6955907077069569, 0.7032503878504675, 0.7110102164297587, 0.6922341053128264, 0.6891451661836631, 0.7005458443856016, 0.6944548265090421, 0.6873173784106803, 0.6971217852932524]"
2530,"[0.695790446180621, 0.7021278855029719, 0.6894010940131591, 0.6932809742541525, 0.6979180783616202, 0.6968487963274815, 0.7078454623016138, 0.703918122779222, 0.7014854339799612, 0.6935029104282614]"
2531,"[0.6975417590376336, 0.6939291924954446, 0.7020333528249004, 0.7012061476285277, 0.6954350508883894, 0.6891559754957933, 0.6950916588810262, 0.7042155854246274, 0.7021367715990857, 0.7008674352916829]"
2532,"[0.6944362495643817, 0.6930886447672151, 0.6983572060994337, 0.7072778394900772, 0.7003865148524125, 0.697630644179254, 0.6875179538543246, 0.7002432335839779, 0.6981527353019139, 0.7040816515604055]"
2533,"[0.7012085855120278, 0.69592009890852, 0.6985812189922328, 0.7034964915088382, 0.6970823292234462, 0.7055742719231417, 0.6955036975111197, 0.6943245563655825, 0.6946977030480311, 0.6958355456347245]"
2534,"[0.6982210478090474, 0.7002604395029086, 0.6982334823768442, 0.6979778496356678, 0.7018478966258949, 0.6917238113520168, 0.6984212039461788, 0.694371225718249, 0.7008187053192022, 0.6993186396313809]"
2535,"[0.7003903237616429, 0.6893163582672915, 0.6964544312178093, 0.699943932311352, 0.6913442369768762, 0.7057711049118149, 0.7035972482805385, 0.6955884060180657, 0.6947986463004387, 0.7037639666550017]"
2536,"[0.7002919413159584, 0.6983479494058457, 0.7052639207279097, 0.6820494315972473, 0.6968947075301581, 0.6933374950168663, 0.7032353655851006, 0.7001070707537713, 0.7041381610708976, 0.6984706291149351]"
2537,"[0.7044308410040709, 0.7007025998406813, 0.6999895938239121, 0.6926273490868851, 0.703596294918276, 0.6956914780981183, 0.6981621754194189, 0.6921110852623832, 0.6896873354171293, 0.7036223863295507]"
2538,"[0.6918539180619456, 0.6974393724704462, 0.6944528426075719, 0.6914752516508649, 0.6953595128184459, 0.7054225375093119, 0.692633450605366, 0.7015764880091815, 0.707978196439139, 0.701536607263271]"
2539,"[0.700993797534075, 0.6919759847501263, 0.702462937860447, 0.6930813992140191, 0.7009620778096507, 0.7002614019448118, 0.7035375632630769, 0.6974390002051817, 0.6937562381631127, 0.6967564376608044]"
2540,"[0.7044666783455057, 0.696988609173208, 0.6998304731224569, 0.7020650589298638, 0.690823614924888, 0.6987890792044106, 0.6998518647557026, 0.7007871539937371, 0.694763508947495, 0.6934197016159787]"
2541,"[0.6973898430309917, 0.6903903844136419, 0.6991942263872913, 0.7015015991335408, 0.7093888695482456, 0.7017740155903603, 0.693065341869624, 0.7044226284691515, 0.6964773688743201, 0.6878453878720517]"
2542,"[0.7027316952221061, 0.6978420863096471, 0.6995345131575704, 0.699246511497667, 0.7063846752445906, 0.7046898059733466, 0.7012523493797035, 0.6878178725425113, 0.6803253267460462, 0.701779584988124]"
2543,"[0.7064939804979127, 0.7055299360381087, 0.7005831480889928, 0.6955332608209023, 0.7008248345022129, 0.6921487476115779, 0.7026726866378687, 0.6827275218561023, 0.6932098811631745, 0.7018000624760937]"
2544,"[0.7048894127922222, 0.6953899069153431, 0.6957459650213383, 0.6945142028187236, 0.7048967128232617, 0.6918566237948434, 0.6958559603273456, 0.6968139486668719, 0.6976274915957374, 0.7040894583472362]"
2545,"[0.6965443832171995, 0.6935564369303922, 0.6992176064618276, 0.6961423367315824, 0.6961959701685866, 0.6954413884775257, 0.7050177398925941, 0.7024628062056584, 0.7048229239087973, 0.6921690216670988]"
2546,"[0.6919362567826959, 0.7048013266589742, 0.7049098419835645, 0.7044074019118708, 0.6921799724955895, 0.6953561987496281, 0.6981717090420454, 0.6888542862776903, 0.6971754473020907, 0.7031718543453948]"
2547,"[0.6928760495224663, 0.693349330328384, 0.6908446524521503, 0.6917821162641078, 0.700901416730825, 0.7016481490725901, 0.70340246729064, 0.6991611719556996, 0.7098269788964794, 0.698271976136719]"
2548,"[0.6938391043014454, 0.7031776690089294, 0.6945564231474977, 0.6975232955884805, 0.6966648246497135, 0.7025760429433587, 0.6821203889885097, 0.7027214806264349, 0.7049781422684853, 0.7034191918813922]"
2549,"[0.7198608003931992, 0.690303528571695, 0.6884110454626866, 0.6966135564590847, 0.7006964983222005, 0.6847374728153292, 0.7038817905973749, 0.6976428472162157, 0.702087006171458, 0.6967363598221895]"
2550,"[0.6843459859517259, 0.7017573816887873, 0.7000861013238134, 0.6938828182310977, 0.7020734258186735, 0.6956239482711811, 0.6997635334721587, 0.7049477858016177, 0.7059969801768108, 0.6924331762662926]"
2551,"[0.6925160463126318, 0.6920928715033463, 0.6972145605692747, 0.709213278378748, 0.6970964798433159, 0.7119478936132699, 0.6926147964837602, 0.70225554524976, 0.6909162935152752, 0.6955681756748116]"
2552,"[0.7010535052506381, 0.7072974469739456, 0.6977629436223869, 0.7010950446063675, 0.6939203580051441, 0.6968929642391636, 0.7005749991115571, 0.6902080198322593, 0.6998507318742305, 0.6933067370926339]"
2553,"[0.6972726702690928, 0.692431051797007, 0.6875920301021321, 0.7035221369537032, 0.6944422920651986, 0.702970408053031, 0.7123084052829779, 0.6930029329599834, 0.6992241134760019, 0.699133111501298]"
2554,"[0.6927628264042268, 0.7031867077911433, 0.6938941677818432, 0.7043379744400491, 0.6939194046428814, 0.6956747397806784, 0.7048762427735368, 0.6948896323379317, 0.6986108288335239, 0.6992344316957109]"
2555,"[0.7016495700363434, 0.6943062154915774, 0.7000985131925088, 0.705176778877284, 0.6973501604617643, 0.699786627538016, 0.6927782981118034, 0.6970990857001672, 0.6959990294697075, 0.6973720974920622]"
2556,"[0.7019402683495042, 0.6992145466229467, 0.6962279486627679, 0.7024181071350013, 0.6940443041789282, 0.6988624608597123, 0.6906813551160206, 0.6997491422418131, 0.6892340649265981, 0.7096726097916708]"
2557,"[0.7027710509242722, 0.686002035219599, 0.7049129563002889, 0.6956873831802091, 0.7011071931654856, 0.7000919758512794, 0.7023610098151095, 0.6977250088839743, 0.6939521299276038, 0.6969893106150356]"
2558,"[0.6950741987321589, 0.6978976854888403, 0.7028664189292781, 0.7022239163217417, 0.6992676262018743, 0.6936320521772806, 0.7002143240083185, 0.6975183471843552, 0.6955455046568596, 0.6973404525295043]"
2559,"[0.6992893265429002, 0.7032923267103832, 0.6969241437249722, 0.6985170486323165, 0.6940399777301839, 0.6995250203933266, 0.7031044371676977, 0.6981904131016744, 0.6923799911117983, 0.6967721920200343]"
2560,"[0.6966287285385216, 0.7006506960752111, 0.6994315273341037, 0.7105759190607425, 0.6941303019948389, 0.6956409226592764, 0.6937275200583335, 0.6946383305853195, 0.69924786990527, 0.6959533876967874]"
2561,"[0.6908964835804959, 0.6947842222504256, 0.6887682385237565, 0.6992688201746128, 0.7121462883001258, 0.7021225375946604, 0.6968571722959319, 0.6942330789865719, 0.6997520411909144, 0.7027320992694119]"
2562,"[0.6886010460218108, 0.7058344127058748, 0.712434072048655, 0.701063960456785, 0.7018500258016146, 0.6924461421596786, 0.6836275185311379, 0.7048651383730872, 0.6961867920030018, 0.6946048935682901]"
2563,"[0.6959787579265944, 0.7052172241363214, 0.7097087271271822, 0.694381785340263, 0.6960198069817315, 0.6867241299566054, 0.7034359711644416, 0.6959138248768677, 0.6970382494951339, 0.6973326593670832]"
2564,"[0.7069649459954781, 0.6933079634858258, 0.6934129740691458, 0.698512581449143, 0.7002057573674156, 0.6968438706224578, 0.6992708313150049, 0.6996897159941085, 0.699901537298475, 0.6935927043719605]"
2565,"[0.7005775414109241, 0.703768989682423, 0.7022410541433678, 0.6963732546910553, 0.6960970474842867, 0.6960948093528797, 0.6938072892407948, 0.6967087247119977, 0.7000857302363948, 0.6956090489042922]"
2566,"[0.6959908293087675, 0.6896062348729782, 0.698645430210532, 0.7051822039625404, 0.6932716494632597, 0.7035386755190499, 0.6921807578845011, 0.7035726696934436, 0.6987147376658036, 0.7006051426951655]"
2567,"[0.687985187619605, 0.7069760640153887, 0.693942911832386, 0.6949702504667887, 0.6956304538336686, 0.6890573705989143, 0.7055471464968595, 0.7003287274798357, 0.7089211418432583, 0.698316214595427]"
2568,"[0.7029390651336918, 0.7013690681595727, 0.7014775834841628, 0.6988683717057408, 0.7029512500113722, 0.6911448662286565, 0.6923046450406213, 0.6948025131864074, 0.6963872615691948, 0.6989852730302664]"
2569,"[0.6873430481976922, 0.708598327940602, 0.7106165504524121, 0.6971764533176906, 0.696142327651942, 0.6966857577611089, 0.6968353085213753, 0.6992628593905611, 0.6911202963450831, 0.6982104119701811]"
2570,"[0.6932717811180485, 0.706131966147686, 0.6977390187694148, 0.6929014997550584, 0.6994558925496447, 0.6965938627186308, 0.7030382965257718, 0.7027439663563725, 0.6993486451232898, 0.6899283739343168]"
2571,"[0.6980132329950726, 0.6992652881944206, 0.6953484038781761, 0.7018746134683502, 0.7087796892216984, 0.6994025224222178, 0.7019023563101932, 0.6916651931923252, 0.6885467134508312, 0.6970518648220208]"
2572,"[0.6975662831468851, 0.6937115126519616, 0.6961348369484498, 0.7042247876403719, 0.7046060145101009, 0.6995274083388037, 0.7022588683982182, 0.6936267905255549, 0.6946782837225579, 0.6957917749474206]"
2573,"[0.6926289970416534, 0.6900210881916569, 0.7022195580942554, 0.6923567213192631, 0.7117656606866761, 0.6927585317342246, 0.7011058629981384, 0.7023171460713876, 0.7002827482854317, 0.6966792008814957]"
2574,"[0.7032505603636388, 0.6906526952304776, 0.6908701526227659, 0.6943273211161441, 0.7108790701009814, 0.6943785348289293, 0.7005993643270982, 0.7028810326108185, 0.6951312635590127, 0.6986949550227349]"
2575,"[0.7044249800960658, 0.7002707403551653, 0.6963189720597486, 0.6973505236473883, 0.6951957887392082, 0.6946372137895263, 0.7070930915030381, 0.6919354441548623, 0.6916441912346868, 0.7025556132059843]"
2576,"[0.7091176198252427, 0.6946919277037612, 0.6985567584404657, 0.7018239082154386, 0.6902937679580535, 0.6993784386755354, 0.7011000792670784, 0.6914382384959727, 0.6988045316095027, 0.6963443810099996]"
2577,"[0.7044027758349869, 0.6964482706816644, 0.7004316860643804, 0.6858807493805098, 0.6958316495896484, 0.7111477048874926, 0.6990875133713598, 0.695899202115687, 0.6887554575752591, 0.7034828269582237]"
2578,"[0.6918550711763015, 0.6979609615041579, 0.6877527352008714, 0.7058762199110017, 0.6981662839567889, 0.6953245198835867, 0.6982770328729658, 0.7085058018631023, 0.6970231173172862, 0.7007406102020743]"
2579,"[0.704490575959556, 0.705951195043228, 0.7003450481338079, 0.6900139879127104, 0.6978365976669065, 0.7064575030418158, 0.697120786041193, 0.688378740101444, 0.6974750480741843, 0.6935691432258998]"
2580,"[0.6905335476467488, 0.6981733751560949, 0.6943913053434285, 0.6961297841284577, 0.697129339062635, 0.695259904621281, 0.699560698841051, 0.7026459743352337, 0.7057309408675908, 0.7020460920687479]"
2581,"[0.7076273557150227, 0.6892466811053533, 0.6972466752580647, 0.7000214996809686, 0.691936197765032, 0.6982406734521969, 0.7000929428330029, 0.7030633472541779, 0.6934585084766356, 0.7006151384705084]"
2582,"[0.7005591006608726, 0.6929611212150361, 0.6951781606169898, 0.6952687254921206, 0.6964521249890976, 0.7071766922938312, 0.6942850644688077, 0.701816639963141, 0.7022451174474991, 0.6959236183613156]"
2583,"[0.7013889434928386, 0.6997623848976232, 0.7013053018436628, 0.6961227519468156, 0.6916177793091297, 0.6993096059201726, 0.6988145158175421, 0.7006262945411078, 0.6996887240169788, 0.6931677862782792]"
2584,"[0.6947050931826263, 0.6956514459627279, 0.6974163555815338, 0.6988818368127454, 0.6983860748167107, 0.7002203619693153, 0.6901009935687271, 0.6997787963480014, 0.7044353412395118, 0.7017919105375474]"
2585,"[0.692366949534395, 0.6972338411860814, 0.6972320070986809, 0.6972685935104649, 0.6959297687257554, 0.7001772155172001, 0.6958762941824618, 0.6981825183541757, 0.7060412504258082, 0.7012025594416651]"
2586,"[0.6917062150085407, 0.6984710693323354, 0.6896806879258705, 0.6984736978882881, 0.7043279368973695, 0.6962830484617283, 0.6990112716292701, 0.708637824377197, 0.6942759912321291, 0.7008006484347117]"
2587,"[0.6952888278164014, 0.7086428862768297, 0.7061407824787053, 0.689937037958654, 0.697510792923379, 0.6888467093176125, 0.7007474986634313, 0.7000138455439457, 0.697385494828392, 0.6974802162669785]"
