,roc_auc
52,"[0.6807379910085772, 0.6727499797115432, 0.6760480547423879, 0.6646246035392602, 0.6759170967679098]"
53,"[0.6720540513637812, 0.6713065336331044, 0.6749334630317622, 0.6733087221294646, 0.6784942510666996]"
54,"[0.670949879675695, 0.6756663534614378, 0.6713304550812113, 0.676023507917954, 0.6761283218961297]"
55,"[0.6700934255520953, 0.6749141313419769, 0.6763899667683339, 0.6669300331562437, 0.6818153015013233]"
56,"[0.6723319167399135, 0.6753457854006245, 0.6759033990433582, 0.6681417508082235, 0.6783637790389571]"
57,"[0.6778115717713175, 0.6755073644147712, 0.675253705360469, 0.668054161766743, 0.6735151284982095]"
58,"[0.677673906260592, 0.6783705303358147, 0.6673241249555392, 0.6766239650791709, 0.6699071989791903]"
59,"[0.6750854800494056, 0.676159673034152, 0.6688807986920379, 0.6762797864607321, 0.673655173340711]"
60,"[0.6780292141612829, 0.67629532172971, 0.6756106963995357, 0.672185969334391, 0.6680867976524684]"
61,"[0.6718418669727692, 0.6733822813428694, 0.6746316013004878, 0.672123614927334, 0.6780853830145277]"
62,"[0.6741196514402245, 0.675931978347091, 0.6712185348913973, 0.6782640653402444, 0.6705406711699876]"
63,"[0.6700680604411335, 0.6793438348940721, 0.6718758100741846, 0.6757561388498357, 0.6731286197170333]"
64,"[0.675813558269565, 0.6716183738893943, 0.6753428379222957, 0.6741481148399949, 0.6732091276226821]"
65,"[0.6744022597936135, 0.6754395519840203, 0.6780544498873661, 0.6750644056434223, 0.6670452066159195]"
66,"[0.6768925260103101, 0.6705539131444123, 0.6759858682839419, 0.6722793136433712, 0.6745608833061961]"
67,"[0.6755831567146512, 0.6696150601474435, 0.675366963662316, 0.674081526281503, 0.6755368449955031]"
68,"[0.6754673901620895, 0.6725519504802214, 0.6737033056556228, 0.6688275743652077, 0.6796011865250186]"
69,"[0.6793245928657378, 0.6742331991556152, 0.6722853030000459, 0.6788120156181842, 0.6653656765290838]"
70,"[0.6774143522496325, 0.6783622724026921, 0.6695153725034233, 0.671582522158461, 0.673221890240533]"
71,"[0.6761401586165999, 0.680478152123894, 0.6725690848969822, 0.6681945766718098, 0.6726527862328371]"
72,"[0.670811993983685, 0.6750119905733719, 0.6802609228575757, 0.6707262620870268, 0.6731984752695814]"
73,"[0.6752283413844624, 0.6755579731965013, 0.6701798353566979, 0.6763221994902399, 0.6729516049431822]"
74,"[0.6740669157526843, 0.6751031104415338, 0.6715831426139692, 0.6784013506057652, 0.6707500017140935]"
75,"[0.6777174272478815, 0.6722820570285326, 0.6704285993497632, 0.6720077569654289, 0.677505956985653]"
76,"[0.670850605155322, 0.6789632821876573, 0.6748147524057371, 0.6720217466925829, 0.6733028385887441]"
77,"[0.6743695867069267, 0.6764886000390897, 0.6716434461819466, 0.6765640365116894, 0.6710160846445242]"
78,"[0.6750217250830465, 0.6725303114267694, 0.6761301380982463, 0.6697163091294707, 0.6770287533618367]"
79,"[0.6676103651651673, 0.68221049080197, 0.6750241777209626, 0.6708438125743444, 0.6743298450736477]"
80,"[0.674690899298269, 0.6774471433716472, 0.6676966773636333, 0.6733848392314268, 0.6768993279527599]"
81,"[0.6751763490924964, 0.6753164536216771, 0.6716347717203118, 0.6768357770857532, 0.6711434440601394]"
82,"[0.6748306985245348, 0.6714681126472511, 0.6781127967927949, 0.675316498846699, 0.6701742967437718]"
83,"[0.6663200460904348, 0.6766357061061257, 0.6768390696262978, 0.6765078653279211, 0.6737489819306396]"
84,"[0.6737555510425708, 0.6694851622692485, 0.6709859780567967, 0.6784038207166291, 0.6771819728857201]"
85,"[0.6737145825692438, 0.6784157900742785, 0.6757051836794041, 0.670318270379334, 0.6718012892979768]"
86,"[0.6710133713324765, 0.6757328879327744, 0.6767587272915238, 0.6771916104046699, 0.6692374027637907]"
87,"[0.6719098348923651, 0.6759765128492622, 0.6762961037137566, 0.6752707745518465, 0.6705850639207025]"
88,"[0.6789956079780912, 0.6708901969281432, 0.6773476180262028, 0.6738229569833372, 0.6690645778700859]"
89,"[0.6683182763686065, 0.671985412685736, 0.6713880654007964, 0.6765877295971453, 0.6814991170942887]"
90,"[0.677699715138988, 0.6774413028928334, 0.6748511209061467, 0.6735866130071407, 0.6667593582579324]"
91,"[0.6771738734286116, 0.673253476426411, 0.6668240921235589, 0.6762340610307184, 0.6766080557943557]"
92,"[0.6763567704673576, 0.67136064602115, 0.675259351761965, 0.6713919319913093, 0.6757790963508062]"
93,"[0.6791042004796265, 0.6720294818563267, 0.6732080873030687, 0.6740795159109422, 0.6717407261753606]"
94,"[0.6741087013936649, 0.6667556895161694, 0.6774234579941959, 0.6742257235438299, 0.6775592982124434]"
95,"[0.6735657774744613, 0.6803704028939792, 0.6728207328108922, 0.6745597401988248, 0.6688738855384226]"
96,"[0.6697653701926547, 0.6774756443634798, 0.6765483894724182, 0.6730516898396214, 0.6734190688835366]"
97,"[0.6722288991377047, 0.676199502012584, 0.671335368301729, 0.6747233748271093, 0.6753752911177767]"
98,"[0.6731315073443668, 0.6771567060981536, 0.6693482685279737, 0.6806879762767646, 0.6694525214950727]"
99,"[0.6670013006040376, 0.6712076245682653, 0.681042723041235, 0.6707406162009395, 0.6800774718033893]"
100,"[0.6733198996721506, 0.6750761234797709, 0.680986504176571, 0.6692742228538562, 0.6714181621621425]"
101,"[0.672411657548498, 0.6679939493365862, 0.6681577585374545, 0.6824084924954263, 0.6791288697703519]"
102,"[0.6748862738696714, 0.6712454185722487, 0.6725472336069314, 0.6788286604874846, 0.6725430320329335]"
103,"[0.6755836924134463, 0.6729295693277683, 0.6760862652748836, 0.6681449224487354, 0.676940526359738]"
104,"[0.6732489366061127, 0.6740399015519993, 0.6767490847132102, 0.6724229013241111, 0.6736522673279299]"
105,"[0.6752443771647112, 0.6740526266682955, 0.6767657685528066, 0.6652693058802306, 0.6785105167921452]"
106,"[0.6729026550031297, 0.6712650464853085, 0.6684755050999525, 0.6777303874446081, 0.6796282124438827]"
107,"[0.6737789277122415, 0.677870006068287, 0.6722914283525834, 0.6694305708821243, 0.676637529120859]"
108,"[0.6723631461637456, 0.6711491062846203, 0.6720826000237269, 0.6836119427680762, 0.6709111037976455]"
109,"[0.6761720213453634, 0.671966692736736, 0.6767105189397762, 0.673401604427819, 0.6720068669990147]"
110,"[0.6706850367740879, 0.6741779245735733, 0.6757592654236627, 0.6731761670808416, 0.6761929715992193]"
111,"[0.6732189930863803, 0.6760948807188547, 0.673673101096223, 0.672171657221444, 0.6748872467040933]"
112,"[0.6798778085575576, 0.67063682161261, 0.6688432225994289, 0.675665053511728, 0.6750315699693185]"
113,"[0.6790224065373123, 0.6688766708604317, 0.6749118920756146, 0.6784296989874771, 0.6687916510525238]"
114,"[0.6700223614750558, 0.6791506700802, 0.6782346955076244, 0.6673694063964882, 0.675535557722654]"
115,"[0.677388970114345, 0.6670437989968052, 0.6730430239768431, 0.6764008196227423, 0.6762535540195764]"
116,"[0.6700868870759107, 0.6703365079600574, 0.6817786392611397, 0.6747225756735945, 0.6730024828700762]"
117,"[0.6709584724205644, 0.6780348878017007, 0.6702372890524829, 0.6768665899025229, 0.6742177263328756]"
118,"[0.6756586664107176, 0.6693529502176563, 0.6721969558271308, 0.6743118209834374, 0.6783641422905548]"
119,"[0.6705687606266978, 0.672057140711494, 0.6699688869317624, 0.6848463500229733, 0.6727312179285732]"
120,"[0.6763283625418409, 0.6714022341799475, 0.6797092870232198, 0.6706187237218686, 0.6721352514652321]"
121,"[0.6730074193011986, 0.6729915356049299, 0.678494936166404, 0.6753776976596108, 0.6699427510941478]"
122,"[0.6761033327292952, 0.6740128237938302, 0.6742557529828572, 0.6660551507646241, 0.679706486352206]"
123,"[0.6723686200520703, 0.679167382293673, 0.6681139719706773, 0.6747291164726744, 0.6758391418398958]"
124,"[0.6776118945852274, 0.677303073309436, 0.6776025618496492, 0.6706184569589765, 0.6666505485121828]"
125,"[0.6785285592104884, 0.6717466147331804, 0.6660886003768521, 0.6756012915047304, 0.6781016714431981]"
126,"[0.6766531492306668, 0.6752869062012655, 0.6747930134762387, 0.6690413774446095, 0.674405058587261]"
127,"[0.6753525202240369, 0.6714778562365663, 0.6748454427259086, 0.672947682961089, 0.6754062492351852]"
128,"[0.6747751322590387, 0.6770542151150992, 0.6711358250403376, 0.6777045375527914, 0.6693813525609669]"
129,"[0.6752861877747034, 0.6700424774187976, 0.6725672394600307, 0.6785025195811908, 0.6736884596738283]"
130,"[0.6753347774713561, 0.676105676411524, 0.6707508925422901, 0.6782451649055548, 0.6696845484530636]"
131,"[0.677726746363999, 0.6798925834027185, 0.6752527236243294, 0.6717127739649226, 0.6655911082002549]"
132,"[0.6752423126814305, 0.6723520065796887, 0.6761975033566977, 0.6731309933391917, 0.6732674385853928]"
133,"[0.6827759923824721, 0.6681325988533612, 0.671870157997913, 0.6741650889060556, 0.6733395735417161]"
134,"[0.6749557490096064, 0.6741610489265693, 0.671025598203495, 0.6763028892623418, 0.6735534333791803]"
135,"[0.6745341983210328, 0.6724456017848686, 0.6834975502857281, 0.6679761534861506, 0.6715677730084357]"
136,"[0.6662377652523934, 0.6760669313151885, 0.677700434700505, 0.6727461997866533, 0.6774399405484273]"
137,"[0.6744378860334045, 0.6673171234176842, 0.6780573644519977, 0.6716958770898263, 0.6783672844168744]"
138,"[0.6678413591666298, 0.6777205597238873, 0.6766120547773263, 0.6744158028884224, 0.6737109142983684]"
139,"[0.6824950240391655, 0.6696198961910163, 0.6697565652111864, 0.6775856611971419, 0.67069655718763]"
140,"[0.6759322393867581, 0.6729427472911391, 0.6736322801670559, 0.6702169595087532, 0.6775500829734759]"
141,"[0.6774946968543167, 0.6735571915393221, 0.6738897311062622, 0.6797789482349673, 0.6653010166095431]"
142,"[0.6736237986477838, 0.6806601160661354, 0.6682932733083137, 0.6729416075781184, 0.6746270677472858]"
143,"[0.6708849341414624, 0.6741696961492826, 0.6759112200187771, 0.6782723996940876, 0.6708467696693816]"
144,"[0.6786959934578647, 0.6777195178351288, 0.6718680957845424, 0.6685904266948512, 0.6732865331326551]"
145,"[0.6727651438462944, 0.6755949420881454, 0.673781689057938, 0.6709048887898423, 0.677036175046041]"
146,"[0.677272333051241, 0.6699990846814313, 0.6775438222497646, 0.6745282894214369, 0.6707055556108001]"
147,"[0.6711037739090318, 0.6687834728895278, 0.6750210418400915, 0.6787212878558678, 0.6764512866212665]"
148,"[0.6728038968873158, 0.678861291719791, 0.6748309777234832, 0.6720861250921354, 0.6717496337856316]"
149,"[0.6741288627356097, 0.6798634400263135, 0.6663946580370372, 0.676434917596148, 0.6733020099210368]"
150,"[0.6678914935371392, 0.6755714610026077, 0.6763602910979989, 0.6787552269066998, 0.6715048215065651]"
151,"[0.6680783570804372, 0.669707554446201, 0.668455031645362, 0.6741306617358895, 0.6894538083138574]"
152,"[0.6734009592985316, 0.6712945405628312, 0.6731939627871657, 0.6748545495196611, 0.6773469674371732]"
153,"[0.6710720042465842, 0.6737548360208735, 0.6741968578941274, 0.6811821289930943, 0.6698924089633603]"
154,"[0.6777746199039995, 0.672753007771682, 0.6636393468967304, 0.6774465812416965, 0.6785898918068738]"
155,"[0.6721635325351397, 0.6719664441815746, 0.6781228751938572, 0.6735775351226835, 0.6743137484872274]"
156,"[0.6797585588278722, 0.6751595812662244, 0.6731458985747125, 0.6664874519503273, 0.6754832381409819]"
157,"[0.6794801895316864, 0.6715956974870043, 0.673361044063514, 0.6729727314290685, 0.6727453972276547]"
158,"[0.6753247819220142, 0.6741642687941161, 0.6754915874042794, 0.6740823708414674, 0.67102438494353]"
159,"[0.6686031546321447, 0.6806929628009485, 0.675368214382808, 0.6727386884247107, 0.6726953695365314]"
160,"[0.6711059825316068, 0.6787663254888809, 0.671579105578769, 0.6625725578038861, 0.6859796166814759]"
161,"[0.6808678434885693, 0.6730289584786039, 0.6709729884959682, 0.6725350586603653, 0.6728193098464839]"
162,"[0.6774532290007571, 0.6693173160331798, 0.6728231491302458, 0.6703121961315249, 0.6803493894626069]"
163,"[0.6729115394314535, 0.6690208907367128, 0.6784968270015582, 0.6725152977734539, 0.677331240913318]"
164,"[0.675313364273964, 0.6757927568129583, 0.6804042881126857, 0.6741934565855084, 0.6645139230477827]"
165,"[0.6771138615440885, 0.6726845711156404, 0.6746527659427185, 0.6718803566840088, 0.6740496225747792]"
166,"[0.6691539585444313, 0.6804240817291863, 0.6719529926940309, 0.6689042034248905, 0.6794006864002188]"
167,"[0.6706307212290841, 0.6747091334864972, 0.6759572946549846, 0.6735928257446214, 0.6752902209990935]"
168,"[0.6813710893783659, 0.6675437410323795, 0.6742570547763277, 0.6727090777436971, 0.673976875766546]"
169,"[0.6707915205290946, 0.6674497962610367, 0.6701634988133546, 0.6744780653474185, 0.6873534841708349]"
170,"[0.6788341753731492, 0.6734651932159322, 0.672779592959349, 0.676685941477534, 0.6684930854831358]"
171,"[0.6769553412338676, 0.6714918456928156, 0.6736580515919344, 0.669156091163982, 0.6787686138632338]"
172,"[0.6744790258849476, 0.6771125915293599, 0.6720910055010092, 0.6771069478088731, 0.6692486056700941]"
173,"[0.677297264609364, 0.6747406307597267, 0.6695333626763104, 0.67892565433986, 0.6697155054353111]"
174,"[0.6748898750821231, 0.6720244789743579, 0.6733192311836115, 0.6721940278440522, 0.6774997283559145]"
175,"[0.6703526390765323, 0.6826752912235704, 0.676314816853026, 0.669622082800205, 0.6710281196240182]"
176,"[0.671509842675433, 0.6751431085282721, 0.6760303074498869, 0.6743531465284748, 0.673078148177864]"
177,"[0.6666724008380217, 0.6820763788355828, 0.6768685727834612, 0.6709305388932805, 0.6734179575606802]"
178,"[0.6764577950884555, 0.6729978720591112, 0.6735442405669662, 0.6780757886317053, 0.6691004637224489]"
179,"[0.6686760868452369, 0.6780685936975055, 0.6739782939206412, 0.6758672052961358, 0.6734368103185976]"
180,"[0.6760697391940428, 0.6813935376547858, 0.6716869285807638, 0.6728204620351451, 0.667903166023734]"
181,"[0.6704791400341892, 0.6724230933558294, 0.6767994517495095, 0.6682066933829137, 0.6820818623346371]"
182,"[0.6728380034222617, 0.6750681220464949, 0.6727109792503156, 0.6754881000365841, 0.6737342929441601]"
183,"[0.668935422944822, 0.6742138515764591, 0.6747546758287747, 0.674517406630604, 0.6775339341696385]"
184,"[0.672441105092863, 0.6731659555007904, 0.6737273644332937, 0.6763451796944353, 0.674320035010189]"
185,"[0.6747903202278467, 0.6757419323897637, 0.6659645475172912, 0.6770211057805452, 0.6761775856237369]"
186,"[0.6726640102695093, 0.6740690608177753, 0.6731906929815957, 0.6761546190414761, 0.6738530285398153]"
187,"[0.6778349177972015, 0.6772760125755928, 0.6732393416959123, 0.671859448149081, 0.669735404811894]"
188,"[0.6790972874682674, 0.6733304025464106, 0.6699695452057055, 0.6732737727851268, 0.6744610163607156]"
189,"[0.6755564046885884, 0.6805420841432448, 0.6776183059464437, 0.6660371732160248, 0.6705080557171648]"
190,"[0.6714777643052053, 0.6766275366994987, 0.6743209232381944, 0.6725159845460057, 0.6751677779668201]"
191,"[0.6757861491045141, 0.6789850608405832, 0.6720984666956694, 0.6610455525222534, 0.6822825894916852]"
192,"[0.6686173858338249, 0.6756138118512154, 0.6765962232889912, 0.674064748598337, 0.675086988541183]"
193,"[0.6768281978916385, 0.6687238559693707, 0.6754024083092949, 0.6746924893600202, 0.6743377923375072]"
194,"[0.6716986288326275, 0.6734551715626237, 0.6742604505619108, 0.6720887257465422, 0.6785384531103259]"
195,"[0.6757297963151513, 0.6693177836346706, 0.6695670311185977, 0.6775770021871833, 0.6777263780550993]"
196,"[0.6720806479009988, 0.6747212423221879, 0.6697979184342835, 0.6784256385157122, 0.6750689122335555]"
197,"[0.6727872584459225, 0.6761606751994829, 0.6771672032976382, 0.6753304897090141, 0.6687482345404774]"
198,"[0.6727860077254302, 0.6740659158572635, 0.6683054445665335, 0.6793418055865645, 0.6755777482605583]"
199,"[0.6763217582382621, 0.6732639395772435, 0.6692224008752483, 0.6745930481000058, 0.6767316759888379]"
200,"[0.6745907134089711, 0.6756137619131922, 0.6690270444631271, 0.6752787184102222, 0.6754784659231179]"
201,"[0.6698240814186626, 0.6714019720053253, 0.6715606614238523, 0.6780917387823252, 0.6793050274974648]"
202,"[0.6756860449319816, 0.6738612709728121, 0.6735916431006108, 0.6781400410283597, 0.6689151486495918]"
203,"[0.6702593276101211, 0.6734433850541742, 0.6701247355577377, 0.6752626433918656, 0.680759255321511]"
204,"[0.679761095452464, 0.6754192998456697, 0.6742892443721527, 0.6692124314867754, 0.6712958508085731]"
205,"[0.6673207915924853, 0.6758020850087162, 0.6727381670991269, 0.674171683057714, 0.6801242245543276]"
206,"[0.6726807656112754, 0.6742212889370627, 0.6724443419847357, 0.6733461290978924, 0.6774689030523714]"
207,"[0.6765004444302479, 0.6789018947375837, 0.6721837324655568, 0.6659635319007327, 0.6765576478242161]"
208,"[0.6716211488545516, 0.6707746834705631, 0.678682741722414, 0.6762151537850611, 0.6726630617124053]"
209,"[0.6776812970880377, 0.6690887950988245, 0.682294121101595, 0.6750730521666073, 0.6660565197690828]"
210,"[0.6744045614825049, 0.6731146521265544, 0.6794531095036072, 0.6711981486155824, 0.6719510806349075]"
211,"[0.6712749353488731, 0.6780303752203243, 0.6638978590189314, 0.6748944141121792, 0.6819104075805524]"
212,"[0.6731769815893399, 0.6726384851298822, 0.6756219052158522, 0.679155254323114, 0.6696043606628851]"
213,"[0.6778907053789371, 0.6708744505614386, 0.6750654163135973, 0.6652402116975823, 0.6810382768197849]"
214,"[0.6724116064755198, 0.6781228434151151, 0.6656615610455381, 0.6736709986235943, 0.6802537419114653]"
215,"[0.6714493779438351, 0.6717257962522476, 0.6728430301382871, 0.6799405168697901, 0.674039375474242]"
216,"[0.6720751501786174, 0.6695931169260317, 0.6839190533061885, 0.6762407073997938, 0.6683911593551612]"
217,"[0.6697079868640844, 0.6802804123061162, 0.678100043302622, 0.6713782215138212, 0.6706278140930996]"
218,"[0.6779780730856227, 0.677702197285736, 0.6727798608087464, 0.6717510323042825, 0.6698123165267263]"
219,"[0.6685491784387083, 0.6736334344163668, 0.6768765344933095, 0.6748206104688294, 0.6761924153702104]"
220,"[0.6730231690727685, 0.6722737412127011, 0.6760175664442197, 0.6766215324286279, 0.6721832097574101]"
221,"[0.6750403882842927, 0.6808525908273221, 0.6711417290766356, 0.6712312328899984, 0.6717785100173211]"
222,"[0.6775059453940608, 0.6725364833124651, 0.6694166234672498, 0.6729743762777091, 0.6776024661241778]"
223,"[0.6736881880540294, 0.6749111225760741, 0.6768174101436546, 0.6654733420323009, 0.6792070710283558]"
224,"[0.672033077394003, 0.6761344146089675, 0.6760306558810947, 0.6756385679296152, 0.6701622061413767]"
225,"[0.6725563166523932, 0.6737213673306796, 0.673458292689079, 0.6778503717176302, 0.6724833134702819]"
226,"[0.6771228163396269, 0.6732994500516168, 0.6717297413560868, 0.6709467013190528, 0.6768087137065678]"
227,"[0.6700835332836654, 0.6748935636861154, 0.6707380879791388, 0.6787914192525981, 0.6755347040813996]"
228,"[0.6744055591080155, 0.6771977460736502, 0.6716959480687413, 0.6764833549263706, 0.6702270999041334]"
229,"[0.6785675880455926, 0.6727146292658354, 0.6653648962735502, 0.678512523757222, 0.674666914177224]"
230,"[0.674585094246397, 0.6757500393738614, 0.6732703112150322, 0.6717282212391121, 0.6748762481268136]"
231,"[0.6736906826852833, 0.6739337900622571, 0.6682459343321532, 0.6765854706262725, 0.6775755798301464]"
232,"[0.6711604966937487, 0.6811926664959573, 0.6769616232102054, 0.6733515517631484, 0.6672294410152735]"
233,"[0.6775470012589285, 0.677088773362165, 0.6710525749506626, 0.6761356187125973, 0.6681481201979558]"
234,"[0.6771948258342433, 0.6784132909032043, 0.6759702308729245, 0.6745475689999815, 0.6638855885967696]"
235,"[0.6759624314616519, 0.668898147615308, 0.6754902606417972, 0.6738031064186876, 0.6759026609223875]"
236,"[0.6747527883984855, 0.6745273034689547, 0.6717965731856531, 0.672797758810293, 0.6762786921652941]"
237,"[0.6747918649017032, 0.6722665524072587, 0.6729721517072113, 0.67162593185954, 0.6784435161701222]"
238,"[0.6768685795931919, 0.6730655221912862, 0.6706923254555769, 0.6760475154430741, 0.673548627106479]"
239,"[0.6787823555943543, 0.6731909642358586, 0.675000757922999, 0.6679898934778312, 0.6752522385039156]"
240,"[0.6670669441356409, 0.6769078706029185, 0.6765493939076593, 0.6773778029571678, 0.672248876564973]"
241,"[0.6707163706137867, 0.6743740663746062, 0.6663213989568837, 0.6796438436141935, 0.6792003372518646]"
242,"[0.6672609454114028, 0.6726633746946675, 0.6769357189955831, 0.6754268172217401, 0.6779108655954106]"
243,"[0.6727085583911415, 0.6736380582233406, 0.6729833854925394, 0.6785432877620583, 0.6719919384935129]"
244,"[0.6716059449963727, 0.6739787138540188, 0.676224673046228, 0.6754679986012998, 0.6731538622975856]"
245,"[0.6701900851359766, 0.6808186477259068, 0.6750053726503319, 0.6691203426661295, 0.6751991504180821]"
246,"[0.6692889398864054, 0.6742137528353676, 0.6772831105846292, 0.6732862584236343, 0.6759881896462125]"
247,"[0.6705186035570873, 0.6732047902585772, 0.6768021620222279, 0.6726560782004407, 0.6768518452931424]"
248,"[0.6740408242704748, 0.6726929765929226, 0.6771091458057535, 0.6750090869657471, 0.6711803901531027]"
249,"[0.6769980632127847, 0.6754425879888448, 0.6697466547834751, 0.6771615604162554, 0.6704857895293908]"
250,"[0.6758621127826103, 0.675457670406831, 0.6739575855303506, 0.6700303503520794, 0.6747043461191993]"
251,"[0.6754953520502619, 0.6763299798528223, 0.6720370395221683, 0.6735905236376214, 0.6728056390996393]"
252,"[0.673162438275014, 0.6769072815612348, 0.6729831698510751, 0.6778525943633434, 0.6694110392977838]"
253,"[0.6805968877189307, 0.6723823802473943, 0.6734250509898996, 0.6719696041960644, 0.6717980506829515]"
254,"[0.6750166620484588, 0.6747731211186466, 0.6710837464917857, 0.6777538001452369, 0.6714506924778723]"
255,"[0.6740089138735983, 0.672251138582391, 0.6747356630613655, 0.6745887276763163, 0.6745199584730773]"
