,r2
34,"[0.14821556370716715, 0.15555224485070263, 0.1724986039959111, 0.1536089947967817, 0.1544288674010449]"
35,"[0.15541590208801215, 0.17303227866870063, 0.18892465451688956, 0.12339649771863459, 0.1393047531002557]"
36,"[0.1825894312605283, 0.16433633861288088, 0.14124394730641943, 0.12334577304904559, 0.16518038986449657]"
37,"[0.13196945294410034, 0.16033983782815064, 0.13931757463752614, 0.1840431872629874, 0.16174666811784277]"
38,"[0.12963497898758147, 0.16422382007038572, 0.23175412941835294, 0.12474916108612621, 0.12296600191395302]"
39,"[0.15472967156825412, 0.11752151758486451, 0.18639804934299187, 0.17689701743483255, 0.14141389777047642]"
40,"[0.1304382670221529, 0.1970071760386859, 0.1378325342402943, 0.1521165568948447, 0.15533346167364948]"
41,"[0.1430798205002517, 0.12586831390120468, 0.17788644297243517, 0.1705275413328896, 0.1593901267397172]"
42,"[0.15288883503204853, 0.1769346566508221, 0.15681418270762526, 0.15057796257513134, 0.1470414755104048]"
43,"[0.13684322971245677, 0.14445201739568125, 0.16804665232300509, 0.1624294720485845, 0.1701514699397899]"
44,"[0.15981239539006808, 0.12156740616352413, 0.14936978842113935, 0.168158544543899, 0.17795777814181435]"
45,"[0.14901367148470668, 0.17673220353973296, 0.16544951206130676, 0.14866874390109552, 0.14316331482713296]"
46,"[0.14286151623311438, 0.17264990369563582, 0.13896748181577734, 0.15399242727064832, 0.1702321446717221]"
47,"[0.12502154949854338, 0.1339329119402214, 0.1364786152369566, 0.20331918385790126, 0.18042291027173896]"
48,"[0.15646724028531567, 0.15949488702989556, 0.17139010928627008, 0.15031423049636528, 0.14059537573217507]"
49,"[0.13855167658068235, 0.1494398048204968, 0.1634282335653935, 0.1621277838399573, 0.162051945234451]"
50,"[0.12158957322882202, 0.186735862782194, 0.1358336310518673, 0.12598319229651722, 0.20460826179672498]"
51,"[0.154038086858853, 0.1681071482271479, 0.15796051490131724, 0.19142831245043335, 0.10906468640137512]"
52,"[0.15475470645186684, 0.155881843604453, 0.14268519210051323, 0.1355299097778131, 0.17731179701713118]"
53,"[0.19182248989240014, 0.13656715539839193, 0.10548008373964635, 0.17131685011840525, 0.17325495775816624]"
54,"[0.17278238435282534, 0.15406939685039078, 0.1211776306161031, 0.20069040334538046, 0.12431781672795017]"
55,"[0.1291830559263315, 0.17905786683763847, 0.16862499150383747, 0.17111349932960862, 0.12889485123018873]"
56,"[0.16043130727889543, 0.15295691891184438, 0.1661144622266112, 0.16052157964995029, 0.13970998409506785]"
57,"[0.11149904203369598, 0.17465741945425384, 0.18932419981820547, 0.13188667718744418, 0.15688904743813914]"
58,"[0.203308843963814, 0.1325544394577154, 0.161242373351844, 0.1460104002069984, 0.13323791703433574]"
59,"[0.14823767399137977, 0.17086799328600244, 0.16433946135005628, 0.14253170290615058, 0.15341493604200895]"
60,"[0.14406998986555275, 0.18104687184501234, 0.1072000298998339, 0.15294881999693222, 0.1902881466013946]"
61,"[0.17663680300358198, 0.14488130760147788, 0.1514154143766796, 0.13757103497442635, 0.16669050782668526]"
62,"[0.19717168741139302, 0.1617751157848074, 0.15342830737388868, 0.14648573992909397, 0.11159648866119709]"
63,"[0.15589376201838145, 0.15441449085007886, 0.1476290224757537, 0.15742791378952625, 0.16938870404875672]"
64,"[0.1959224401019486, 0.0868324209850243, 0.13463716128819114, 0.1697102673235189, 0.19168265950016294]"
65,"[0.16454585208849581, 0.1328628894092896, 0.16831276623990454, 0.16482924214530714, 0.14680120178984524]"
66,"[0.14380386902666342, 0.17835239613960774, 0.11764494406798365, 0.18348161396426654, 0.14839274976014427]"
67,"[0.15276355027737465, 0.1951234437320709, 0.13667537596025636, 0.12504618540660195, 0.16835205602736014]"
68,"[0.13618760343884972, 0.1808937846132901, 0.1823163201427236, 0.15934860877068457, 0.11942113699185097]"
69,"[0.19509714748245044, 0.16168847719358836, 0.12449455249185748, 0.14615002178372283, 0.14910616679682098]"
70,"[0.15056717237241368, 0.11768378313024741, 0.19808928853080943, 0.15301727029284717, 0.14800754357568235]"
71,"[0.18380256508696757, 0.15019563938118075, 0.17137591646260952, 0.1355059769688859, 0.133773323088775]"
72,"[0.13640988558663603, 0.1755352076484361, 0.15917140183328038, 0.15586999358818543, 0.14357183022254938]"
73,"[0.15879106298244894, 0.15788376573869156, 0.16229627902994992, 0.16509532300529017, 0.13165239017616948]"
74,"[0.15616565434702756, 0.12693042888901218, 0.2097716585104672, 0.12544137533201827, 0.15261167377373275]"
75,"[0.15418726774823133, 0.201590713944915, 0.13077234600929077, 0.15538385599290783, 0.13916192218696688]"
76,"[0.1177011122405136, 0.1750235702788714, 0.18334695274899337, 0.14716326470965302, 0.1540195899105098]"
77,"[0.13490502367792234, 0.16731067586402604, 0.16414167819901349, 0.1457307315393055, 0.1602220917496201]"
78,"[0.0938479195941615, 0.1971073013408774, 0.12203689295829057, 0.19063980222078625, 0.1676912976240268]"
79,"[0.15311378065733117, 0.17103965695141043, 0.14691420649990372, 0.1357240808709116, 0.1670027719530932]"
80,"[0.15425118647153524, 0.1454666891657651, 0.1534151531188931, 0.17105963006869673, 0.151842587369586]"
81,"[0.1651348268389432, 0.12644223923145947, 0.16685163619221055, 0.13423007236773754, 0.17785231174746818]"
82,"[0.1411439227790221, 0.16730798906178723, 0.14755594199794886, 0.1656798073034219, 0.1624463932904936]"
83,"[0.15096333732882616, 0.16242643979656124, 0.16720821604157277, 0.13935396855608218, 0.1591085938469291]"
84,"[0.14763413600509967, 0.16607964279100385, 0.1692165455264748, 0.1668917308938792, 0.12839243601189765]"
85,"[0.19837552138187875, 0.11434232576544046, 0.15909961308330622, 0.1704859582387025, 0.1255764774490975]"
86,"[0.14460359882166296, 0.17564222373639038, 0.17105523204965145, 0.13876881986435763, 0.14135511868466266]"
87,"[0.1456359784710758, 0.16802035551854033, 0.15108308550240934, 0.16221666513851918, 0.1523735359103997]"
88,"[0.16870819679674742, 0.11222424940208453, 0.1651758847274255, 0.15201644016926352, 0.18140583129303833]"
89,"[0.13600639639210998, 0.1929878617824311, 0.18176663515661928, 0.1306112330336816, 0.13549874352147373]"
90,"[0.1786437933074324, 0.15645979008777056, 0.2005299915369575, 0.14851008837710422, 0.09561196366757108]"
91,"[0.1619237983701548, 0.12787698984571017, 0.19579192122535438, 0.17389548877685823, 0.11913089980134794]"
92,"[0.13423929861313255, 0.17241732825127043, 0.13467066716479004, 0.1501154733957598, 0.18945245080023887]"
93,"[0.1257217358296786, 0.16372210655377506, 0.16651570269583282, 0.16527867544666963, 0.15923745290460578]"
94,"[0.16703659167996432, 0.12254226588837491, 0.1679241922403325, 0.15830868416119337, 0.16469913575535233]"
95,"[0.18877083151282004, 0.1643258749166726, 0.1453186309995631, 0.11040731663431602, 0.16811214402096297]"
96,"[0.15945656395053254, 0.11865151171626998, 0.14187975729493085, 0.1740705616343774, 0.18367210332575568]"
97,"[0.17289825254667923, 0.14831429902200755, 0.16008348716878262, 0.10995632509892916, 0.18062191048791754]"
98,"[0.1717362973355704, 0.15744111241043224, 0.18055599293383506, 0.10074901926357771, 0.1671191176557042]"
99,"[0.15453440736044743, 0.1427241700394246, 0.14246076332850488, 0.20156920485612162, 0.13091831464557946]"
100,"[0.15479348061731912, 0.1329913844453836, 0.11757690331172643, 0.21071023133521416, 0.15645255367955402]"
101,"[0.1758366135386037, 0.1849000255591201, 0.12545634052370702, 0.1295936290548816, 0.16065132470233667]"
102,"[0.15081842575352233, 0.13729417505383712, 0.17045272357890728, 0.15364649019560983, 0.1631039734249623]"
103,"[0.19888789734580126, 0.10660321499196235, 0.13478031989168515, 0.16999783425916914, 0.1577670062620291]"
104,"[0.15038133522962227, 0.12870228941082418, 0.18562518152466045, 0.1569968502980853, 0.15473662631485396]"
105,"[0.16846150095445078, 0.1675847377002635, 0.14981023036687136, 0.1289926019996821, 0.16139638825336555]"
106,"[0.18461525804146117, 0.11931556244796504, 0.202772022247228, 0.14394096838979664, 0.12552490605547717]"
107,"[0.14784834340119568, 0.21086475981568487, 0.12921222832272805, 0.15850485753089227, 0.12758552256891975]"
108,"[0.14524868797892565, 0.1631420918720119, 0.16180488520133296, 0.14701920819315917, 0.16131672655419815]"
109,"[0.1668143854595069, 0.16225562012487327, 0.1346990035019331, 0.1443952811676089, 0.16989935277848578]"
110,"[0.1563888830165331, 0.16784229106882032, 0.1564039532490542, 0.14340526927107977, 0.15800202614690395]"
111,"[0.1970431024709579, 0.161021590052965, 0.16265446060155497, 0.15365680709142893, 0.08715771940512174]"
112,"[0.1305761006887115, 0.2186217892184431, 0.12003287398955831, 0.16318691299147292, 0.13968666339541536]"
113,"[0.15367323807027833, 0.14127956715732992, 0.20332929629574592, 0.17330350690447938, 0.10272335191501658]"
114,"[0.17297883712017958, 0.1731773024458858, 0.12992082108420766, 0.1724552256232943, 0.12492626648775473]"
115,"[0.1466602235497828, 0.17821375993825428, 0.09784076472902392, 0.17086455309133686, 0.18159788168367907]"
116,"[0.1403550637791493, 0.1261048689040466, 0.13351467751542478, 0.19449543767135136, 0.1739339850805055]"
117,"[0.19138336121486232, 0.19826042462702853, 0.10551184911431521, 0.1328126139604311, 0.14430502685614466]"
118,"[0.13054822313113035, 0.17672187762499336, 0.13149113476967944, 0.20226843052735333, 0.13712372829449637]"
119,"[0.11209177585491836, 0.2093166912186608, 0.17735022023358016, 0.16437285921890765, 0.11622313268690954]"
120,"[0.16391878520097314, 0.13565748878967565, 0.15222185823617596, 0.1580710882846158, 0.17159936207974802]"
121,"[0.1396095523499017, 0.1779007203304892, 0.1497553352581359, 0.12992385608433954, 0.18149886849088392]"
122,"[0.1740481714181068, 0.14591751201408687, 0.13350771615736023, 0.14252095148112232, 0.1841541005215085]"
123,"[0.14423371107108762, 0.13850126660818152, 0.1404393394137453, 0.17969596007881472, 0.17649241925590853]"
124,"[0.16431278798816007, 0.194514100657599, 0.11910907858814979, 0.11183592870915748, 0.185674374846597]"
125,"[0.1757132208967812, 0.1394037076433121, 0.13310132457565604, 0.1629862089853017, 0.16884757951819285]"
126,"[0.19002343957715306, 0.13808849859413397, 0.14230315755988798, 0.13471578543160434, 0.16935564967839933]"
127,"[0.11844185805278618, 0.215032059152496, 0.1451332636404885, 0.15752231295388786, 0.1411299668176882]"
128,"[0.11620891576812853, 0.10956605975549505, 0.16601936030451725, 0.18138547186610976, 0.2002088071018142]"
129,"[0.11825510954447638, 0.17589896837185803, 0.15471696415583858, 0.15728277247873146, 0.17265376210478456]"
130,"[0.16506839349129598, 0.08902631270096151, 0.20440517155037685, 0.18389366445533217, 0.13174392107326982]"
131,"[0.15591464299838576, 0.18465768435822305, 0.16773408981821292, 0.10766506497257111, 0.1541137733283119]"
132,"[0.15742931285866024, 0.1721530495717215, 0.14641925039510084, 0.11541969957140297, 0.18729869949641376]"
133,"[0.17132454478508374, 0.1405069499956877, 0.1856048736969118, 0.15785657227725747, 0.1278062059609737]"
134,"[0.15057067716580186, 0.127237751952051, 0.15793588991739205, 0.16683170023713523, 0.1698158955969108]"
135,"[0.12922213963392892, 0.14932035836007018, 0.1733292192086212, 0.1248987163216283, 0.19537108689292249]"
136,"[0.1057943331352248, 0.1431746777060342, 0.16775939158953335, 0.17524804014599504, 0.18527629817266145]"
137,"[0.2216929395415732, 0.15083203426693292, 0.09712695526461756, 0.10886746103710965, 0.18920672320462573]"
138,"[0.1493980952687849, 0.11977541881351272, 0.15236079329264807, 0.15402730445133705, 0.1996966687470707]"
139,"[0.18004017971373765, 0.18308012903560322, 0.14621272050182132, 0.16675464372973925, 0.08776867303260538]"
140,"[0.11140541481485977, 0.16397859172978002, 0.19270846716139978, 0.15607320855340445, 0.14843159252378313]"
141,"[0.13790474687125898, 0.1679080667525198, 0.14761584306325337, 0.15989826572769394, 0.16400316352287303]"
142,"[0.15329619562013042, 0.1941489277641273, 0.16862105568763652, 0.1393441596633842, 0.12193589674537142]"
143,"[0.16755134906281066, 0.15519494984043203, 0.13623312469737248, 0.17170044690680275, 0.1462726716097088]"
144,"[0.13187059942048485, 0.16510857973233461, 0.1114428933549323, 0.17054377499059237, 0.1992851473726709]"
145,"[0.1901162413305414, 0.12888318719456138, 0.14795541437061377, 0.1348171765579138, 0.1772377835264991]"
146,"[0.12036746904614792, 0.16069897923464138, 0.1718801860072926, 0.19000324846570593, 0.1312232529522327]"
147,"[0.16372292143626377, 0.11835596803087278, 0.1269200686671219, 0.15685673231810948, 0.20778239266299525]"
148,"[0.17721875228732886, 0.12772172686267746, 0.1628171991985108, 0.16028902528721733, 0.14366606520920844]"
149,"[0.18675967723932618, 0.14445281590122705, 0.16784262437202724, 0.12121661949117013, 0.155502949745568]"
150,"[0.17283148729676023, 0.15935973905107437, 0.14762497266562125, 0.15567594713572863, 0.14352487691041937]"
151,"[0.1760253449144087, 0.14446888703602245, 0.18176862345609424, 0.11999070822902369, 0.15819111059201896]"
152,"[0.1644533081933992, 0.1416669370999586, 0.16021476448355287, 0.12313785255515519, 0.18560603254869912]"
153,"[0.14521835312964604, 0.16018801922476433, 0.15946810387984567, 0.12413535564902789, 0.18374316188627682]"
154,"[0.1163592076083858, 0.1760140089757639, 0.15525627600979852, 0.19027845662546516, 0.13884818466779925]"
155,"[0.16555836305202032, 0.13412018362874745, 0.14148061073703133, 0.16461928405333126, 0.16673791423292028]"
156,"[0.14212109111536042, 0.16803807605511156, 0.13691982285470294, 0.15745380933291064, 0.1703840855820935]"
157,"[0.13119695263992348, 0.13549560367273827, 0.18578953735642456, 0.13080183388560562, 0.1898603564610888]"
158,"[0.16982169427032368, 0.1857198930329369, 0.13593153165207827, 0.16294131812137436, 0.11656956166563237]"
159,"[0.1287006750239993, 0.19988028080836606, 0.1733587321719583, 0.14445121031278618, 0.13215437372233507]"
160,"[0.15264710030734052, 0.17872117203394788, 0.1492096144462638, 0.1398492533760899, 0.15222180275546515]"
161,"[0.17103703263712033, 0.18773060416955178, 0.13223157862275658, 0.1355633538132952, 0.14632569153767583]"
162,"[0.15308156996376898, 0.13665513011126784, 0.13455832201602957, 0.1642427543035372, 0.19058812087714672]"
163,"[0.15164058171173467, 0.16807654671112715, 0.11914710876302692, 0.14735576454319832, 0.19055326108545367]"
164,"[0.1466679499800413, 0.1583990153614082, 0.1492788677018888, 0.1762398007444652, 0.15052772613702703]"
165,"[0.16489159797277897, 0.1531086998761617, 0.1828295287421613, 0.14775136526887678, 0.12430135246249074]"
166,"[0.1625708422311113, 0.19308809959940387, 0.13425032124168934, 0.1548934898690435, 0.132299330564705]"
167,"[0.16370822363691862, 0.1481814788576491, 0.14469771123343877, 0.1898638496260584, 0.1311700486218399]"
168,"[0.22050170344967168, 0.1470302654190072, 0.1408025054056492, 0.1684016153590947, 0.09222106523565565]"
169,"[0.14801314197140114, 0.1788060484736077, 0.17901351716533975, 0.12823661255708974, 0.1422522519845525]"
170,"[0.17834721261244846, 0.1505649762877217, 0.1750221279013886, 0.13060068460447727, 0.14698843308425913]"
171,"[0.16773364644061883, 0.15224396731660583, 0.22064791564498554, 0.1146529007386815, 0.1175570055759052]"
172,"[0.11917920574621454, 0.1571669111446774, 0.1386479511450851, 0.17654299389568595, 0.18741031439653877]"
173,"[0.15383792991592005, 0.19434931913812536, 0.1830952539035472, 0.15192269972723071, 0.09380596097628024]"
174,"[0.13500363328681697, 0.14899971383067256, 0.1696511052283043, 0.1637110729089276, 0.16214324963328297]"
175,"[0.1509003376393725, 0.16528192097476668, 0.16002350249082176, 0.1488699803560617, 0.15558156848039129]"
176,"[0.1548317508642938, 0.1319820506775623, 0.1521476468724714, 0.133502495293513, 0.20403943510747546]"
177,"[0.18326447265362278, 0.18757006115641517, 0.1626056152827372, 0.1185321239863536, 0.12976982039134088]"
178,"[0.16397209205410168, 0.13785065979250744, 0.12156626939163706, 0.18488848169648964, 0.1603312742124453]"
179,"[0.11746515839594862, 0.1285655255827447, 0.13986307604922976, 0.20008362310994277, 0.1858190492193592]"
180,"[0.20955777714954227, 0.18531663162047884, 0.10343070658510256, 0.14156335715008894, 0.13543134494558118]"
181,"[0.17497889315061999, 0.18077226382675116, 0.1619804257558125, 0.1262451933175226, 0.13779637124731814]"
182,"[0.15931843051404349, 0.15798999856210105, 0.1410802549226805, 0.13892260238816412, 0.1798813660232671]"
183,"[0.155701049550534, 0.12453168196589559, 0.13865093797608696, 0.19983389329534318, 0.15658405328662195]"
184,"[0.179113243099846, 0.17422513577897414, 0.12775942199352208, 0.16068217041936483, 0.13934540611477486]"
185,"[0.1356358238654315, 0.18021664580048136, 0.130171631848908, 0.15303007388363998, 0.1823496106943462]"
186,"[0.16235347264058264, 0.14603602919462988, 0.15463213522754027, 0.12266961286838973, 0.18892539894710525]"
187,"[0.15330357113229054, 0.15067132795351834, 0.156784329854447, 0.15282568469965496, 0.16899209168719787]"
188,"[0.1439300812501373, 0.14467127808588842, 0.13689542111469089, 0.17659449347042633, 0.18066304853197468]"
189,"[0.19829936977991247, 0.12653333235362085, 0.1604414657804949, 0.14182196367168465, 0.1510124162057499]"
190,"[0.14939061356990457, 0.13498073973390778, 0.18049346735889182, 0.15365519084115487, 0.15310527810205143]"
191,"[0.12223918552060042, 0.18559036038763455, 0.16098691434938817, 0.15389453772448813, 0.153833146279851]"
192,"[0.20186592961028071, 0.17939070115255995, 0.14308040015823698, 0.11649350195304176, 0.13492466039698048]"
193,"[0.12657304248574952, 0.16327900085280234, 0.13548555443201016, 0.17042135490077104, 0.18221068062715007]"
194,"[0.18757840519956392, 0.15441487372380136, 0.14776038368815925, 0.137724476317987, 0.14992151739561665]"
195,"[0.17354744931357735, 0.17301005675016812, 0.15863548261932092, 0.138277940359114, 0.1385487569334266]"
196,"[0.1282855368323933, 0.16095935737055544, 0.17121012006223135, 0.17403830715824187, 0.14555793122317495]"
197,"[0.15675767978974897, 0.1671388967033144, 0.14561613315162758, 0.14968909889438708, 0.16490146398944272]"
198,"[0.15779067561242233, 0.10909842236577938, 0.16195904944242612, 0.18273246668554943, 0.16615772019534425]"
199,"[0.17356309613849052, 0.14617127326027501, 0.15794452786857394, 0.1572278886458064, 0.1446321018597726]"
200,"[0.1586874278586664, 0.11967718872911681, 0.1643947155387575, 0.152871773490597, 0.17915176637407715]"
201,"[0.20019012220378507, 0.15777613580836092, 0.11691040185431012, 0.15293144226304745, 0.14473328540840147]"
202,"[0.16437708168580345, 0.14019508339886932, 0.1954832386212022, 0.18437427953885033, 0.0938316676605081]"
203,"[0.18467329814858735, 0.16185873485120983, 0.15650834389884316, 0.1124294186486624, 0.16402390411724055]"
204,"[0.16826905673526504, 0.16051180835370726, 0.11884397105294486, 0.12338839963112602, 0.19727427506550543]"
205,"[0.17465988134184962, 0.17162644147862705, 0.13330817619460356, 0.13055413047470354, 0.16159621695324577]"
206,"[0.16655354649011034, 0.1330794177171154, 0.1361529932355393, 0.18555801025603513, 0.1599046343815499]"
207,"[0.18202436625301055, 0.1357331957188791, 0.1500132016299054, 0.15986145210310143, 0.14549442331867812]"
208,"[0.15432700063981253, 0.19043356724769467, 0.17388086222097288, 0.11026711394005861, 0.1430714910931825]"
209,"[0.11679867055632731, 0.15279978139107186, 0.15365183996321485, 0.1745263184211392, 0.1817913612654004]"
210,"[0.17160199263356712, 0.11148063311434842, 0.13391486202391456, 0.17598711054787142, 0.18293579609818733]"
211,"[0.14477202835172898, 0.16593925268903054, 0.15581133045965068, 0.17120628305860686, 0.14271915425962955]"
212,"[0.1380630991192594, 0.17996651202295721, 0.15526986806166454, 0.12583860750863218, 0.17081816403427064]"
213,"[0.08038953749453626, 0.16249091359354795, 0.15343365891877614, 0.16795780047960207, 0.20072287132534972]"
214,"[0.20078184994536385, 0.13730900575912297, 0.14335977802748023, 0.1445647113184585, 0.15125564399109936]"
215,"[0.16139156037495317, 0.15942446095868845, 0.15954722604824412, 0.13214218048154214, 0.1574247795599808]"
216,"[0.1323911060144236, 0.16308098207171318, 0.10980674445595884, 0.16958900463845583, 0.19675321786109357]"
217,"[0.16824534310971961, 0.12463350645868543, 0.17259308997512768, 0.15785512784152145, 0.14752857873112446]"
218,"[0.18638551719763308, 0.13845537687393183, 0.16122062149873062, 0.1073528882127438, 0.1829250039566419]"
219,"[0.14070376728761158, 0.13709116425367052, 0.15137578590986933, 0.16849950855134788, 0.1753665062462948]"
220,"[0.1536982010946304, 0.13439846564015212, 0.14062585536217542, 0.1495457277223593, 0.19575709626560633]"
221,"[0.19447554751952656, 0.14547743365386478, 0.12176140529233859, 0.1689060694662533, 0.14545246141697077]"
222,"[0.13042632864227022, 0.19347711706529003, 0.12359753429784481, 0.15219503459892003, 0.179358972100502]"
223,"[0.16538965629209756, 0.14178121614072614, 0.19165995380487633, 0.12239893094821541, 0.15139277019054354]"
224,"[0.10865811007175163, 0.16224909820661415, 0.16890642599324146, 0.1497780995088882, 0.18001643458410788]"
225,"[0.13924185928373278, 0.1667815831377807, 0.1545473095553851, 0.17017806230318133, 0.15090559293937922]"
226,"[0.12649598124448203, 0.16553747896998605, 0.19501861445205726, 0.16295254135543125, 0.12598833620713812]"
227,"[0.1685287119115404, 0.18680146555895982, 0.15370437801174908, 0.10617837538049824, 0.16170174233371304]"
228,"[0.12397380250870282, 0.1458030934415463, 0.1626644227434325, 0.16385688490088024, 0.18054992914190449]"
229,"[0.15249939791988187, 0.14673311955001567, 0.14633353609430066, 0.16102697577869285, 0.17275824350981206]"
230,"[0.13770773570639172, 0.14563555244375403, 0.1906225139845994, 0.12576201335510862, 0.17481136377151474]"
231,"[0.15975103810468883, 0.13615034429652162, 0.17381132953608203, 0.10972200311959546, 0.19182691790675022]"
232,"[0.15778387939200444, 0.16533881955495044, 0.1325565548676011, 0.16261777772221886, 0.15903061066300217]"
233,"[0.15986224757170375, 0.20267268957947138, 0.14644919622276165, 0.10020360989913057, 0.15730203756757588]"
234,"[0.18079607613854853, 0.10752202684793477, 0.1817238528375188, 0.1456652034980439, 0.1610717384661503]"
235,"[0.1912010048441527, 0.13758568269245564, 0.15097711611134967, 0.14371643458552674, 0.15599359209196828]"
236,"[0.1490570624155254, 0.1642447958375468, 0.15560184045230152, 0.1519750849592164, 0.1644273674130995]"
237,"[0.11568241322271355, 0.13485966563268859, 0.20461978355036703, 0.16966110116378386, 0.1530643465517092]"
238,"[0.14241658709278382, 0.18525193434583154, 0.13187307533922432, 0.16664865257261263, 0.15364249483231407]"
239,"[0.13323743951186784, 0.14829331891857478, 0.1915762754006577, 0.11289005168102983, 0.1888316080275657]"
240,"[0.1355017342844156, 0.20336321320008355, 0.12513430972702133, 0.1499421468566744, 0.15710765737030996]"
241,"[0.14187167759938246, 0.15680814092866913, 0.166357552682612, 0.1732350878116553, 0.1436109337546655]"
242,"[0.15860606772841856, 0.1913223256964397, 0.13689423032921222, 0.1369205209785248, 0.15454005868114684]"
243,"[0.15433124062109516, 0.14135760437730882, 0.16139999276196026, 0.16800800995129794, 0.15643173578977332]"
244,"[0.12928824043126108, 0.11391692197875236, 0.14764228589883088, 0.20676282153752645, 0.16791625867569093]"
245,"[0.15030874129438432, 0.16295474283371625, 0.1612849994866139, 0.14855895494392957, 0.1595007198390881]"
246,"[0.15026711042019714, 0.14486467127277347, 0.18432498194201874, 0.15172895922108864, 0.14474163479502378]"
247,"[0.1434959633463846, 0.1612442831509262, 0.15611198324547582, 0.16174091835815285, 0.15540828905922]"
248,"[0.12708242825265048, 0.15307265281687454, 0.17218450718010925, 0.1843580538519467, 0.14320287923238295]"
249,"[0.1637265537665612, 0.18846512445153518, 0.1445023305503158, 0.15575664544055856, 0.12737701311952]"
250,"[0.17350408172996012, 0.12399705331913113, 0.18942899267386826, 0.1323829838203635, 0.15808650736143348]"
251,"[0.13350342475011112, 0.16627010403262554, 0.13685236568733927, 0.1550338033954738, 0.185976674958377]"
252,"[0.156909267213731, 0.14603027559348736, 0.15614479199627784, 0.1679982862842344, 0.1569288321519775]"
253,"[0.18190077350365663, 0.16295863485909345, 0.15390006410436274, 0.1422084538434759, 0.13451961730171913]"
254,"[0.15490571659910335, 0.13393461442511, 0.17852631181764766, 0.15862162619985654, 0.14930413112258245]"
