,imv
66,"[0.11171584569387172, 0.14201911392972585, 0.10197187766569851, 0.12535987738378265, 0.11260251026015192]"
67,"[0.12104343590858992, 0.14098839002429076, 0.09848950900850471, 0.10961173047885685, 0.12214014398328449]"
68,"[0.11462359844711391, 0.12679607785656527, 0.13391120533519518, 0.12976373059177002, 0.09189415520423913]"
69,"[0.1367547857414221, 0.13140289940884559, 0.10300123094134112, 0.11513581698282432, 0.10965469804189791]"
70,"[0.1149243754760408, 0.10457884642629035, 0.144438245886265, 0.1145285103602322, 0.11989399741289634]"
71,"[0.13592096568627113, 0.10836638914333646, 0.12586159909993916, 0.11820339354701591, 0.11101383612254445]"
72,"[0.10419768691568475, 0.13770033160646392, 0.11701167241455292, 0.10920897460615252, 0.12136775998897507]"
73,"[0.12698344669181905, 0.1184586506582106, 0.12438248205189859, 0.12493835013745597, 0.10705830181594647]"
74,"[0.12061501501084247, 0.09982104924621771, 0.14422466579872123, 0.10034070753571604, 0.1251011866309256]"
75,"[0.1164179486944701, 0.14909194675439885, 0.10387004539039138, 0.12142202033924264, 0.10728892647955199]"
76,"[0.09574213512835476, 0.12106082364512044, 0.13125331860031184, 0.120775248833022, 0.11845781183263424]"
77,"[0.09922952929166441, 0.12593828544812943, 0.12113227454650331, 0.1257335570986676, 0.12330933712501754]"
78,"[0.08416944218032699, 0.1415957879552341, 0.11220670204103535, 0.1388674757214323, 0.11899697238187226]"
79,"[0.11359143099156323, 0.12283110994496564, 0.12025738926989829, 0.09960194808451468, 0.13204518612692398]"
80,"[0.1162510739070057, 0.1202032312916328, 0.11284276561252397, 0.12914471936925406, 0.1227169259594168]"
81,"[0.12226656001301806, 0.113280441623681, 0.12791943157227637, 0.10930863339961383, 0.12206661445062014]"
82,"[0.12076771159497447, 0.11878165353972273, 0.11123520278147818, 0.12059779131544972, 0.12928070860975008]"
83,"[0.1305262284326162, 0.12097791304141679, 0.12073979143281337, 0.09918968117521432, 0.12204901768490041]"
84,"[0.11661469420854209, 0.12420626677602838, 0.1264444292874615, 0.12599219516527158, 0.10317656506693315]"
85,"[0.13505022417721016, 0.10131816660483824, 0.12897628055853677, 0.12299449044482812, 0.1044211669170978]"
86,"[0.11315454250883102, 0.13184430205084277, 0.13592700575808167, 0.10173966390231687, 0.11259661608989184]"
87,"[0.11179573810149573, 0.13370667546374732, 0.10932619032769396, 0.12106882774508103, 0.122645885532784]"
88,"[0.11980132909536438, 0.09703112261059943, 0.12578791575516846, 0.11708842068299767, 0.13880582805124822]"
89,"[0.10478104315330275, 0.1452396377222176, 0.1382828026363711, 0.09395331464320024, 0.10717339765587966]"
90,"[0.1393357637399567, 0.12252087929002094, 0.146253982962924, 0.10765398969349378, 0.0789999862901838]"
91,"[0.12999535433774745, 0.0896420669352951, 0.1416154757484115, 0.12803158200552367, 0.10623820658549107]"
92,"[0.11388769671826388, 0.13481791661560188, 0.10137616098854721, 0.10817650453903005, 0.13976925505434754]"
93,"[0.11098780420622774, 0.12165482860609615, 0.12677876493040519, 0.12273149796890194, 0.12056161153501727]"
94,"[0.12124841532244282, 0.1021531503428481, 0.1262267119494386, 0.12810997844919628, 0.12517645211524042]"
95,"[0.13819527274026372, 0.12734900813609318, 0.120881205679351, 0.09664657863875097, 0.11140663078185209]"
96,"[0.12301025920448304, 0.10196060249233473, 0.11439368262780678, 0.12728888318094728, 0.13652906447822163]"
97,"[0.13496743831262112, 0.12035845824098045, 0.11755656825645232, 0.0889014189642909, 0.13193369015396814]"
98,"[0.13464759449079303, 0.12232357739036352, 0.1399355681200623, 0.07784084253090554, 0.12506555660587554]"
99,"[0.11451019219815373, 0.11392416784865382, 0.12248252853925687, 0.1433749012253849, 0.09891454734252134]"
100,"[0.1202778726743314, 0.11121474644199389, 0.0995267550898254, 0.14715224440159974, 0.11068624777666453]"
101,"[0.13484678060590163, 0.14025416242352412, 0.10819508502147725, 0.09917618698942257, 0.11281989169729402]"
102,"[0.12517344235176833, 0.10819079490937437, 0.11756999880997428, 0.1238347077460086, 0.12402639535156532]"
103,"[0.14093117517085849, 0.09605126539833518, 0.1058137799986497, 0.13154768489253083, 0.11892220898463574]"
104,"[0.1156893006839925, 0.10863071611009302, 0.13659883035256054, 0.11706745498196837, 0.11950688353363978]"
105,"[0.12796973002385234, 0.13166244104553398, 0.12204363415344682, 0.09853408582779681, 0.11993536045089515]"
106,"[0.12908457214173497, 0.09759240818849765, 0.1524074848635244, 0.11282776712433852, 0.10546835551856192]"
107,"[0.11700481759919584, 0.14584758850712223, 0.1043857131439763, 0.12270290354232231, 0.10516291451296224]"
108,"[0.1156632673138394, 0.12724709335828355, 0.12398891346217625, 0.11754756254163648, 0.11702901960208564]"
109,"[0.12325434699968882, 0.11942819183541144, 0.10927992197772687, 0.11918612540350432, 0.1281140396447818]"
110,"[0.12517523703385572, 0.12838191971861143, 0.10353607866337132, 0.11872294995994899, 0.12297299655998362]"
111,"[0.14245471589978148, 0.11846577797793496, 0.11742049347611747, 0.1268597971203578, 0.07991911936624935]"
112,"[0.10044082204361783, 0.15886712660630148, 0.09773746252680723, 0.12744080009011974, 0.10941050789599503]"
113,"[0.12342013039152049, 0.10723912028538467, 0.1466833868001494, 0.13811380589277644, 0.0788170083646324]"
114,"[0.13114487204657263, 0.1267943122965179, 0.10442879336369934, 0.13865334223035194, 0.09326870159975971]"
115,"[0.11840245985580723, 0.12868368920573367, 0.08291265198050504, 0.124888623318661, 0.1420174076240412]"
116,"[0.11721879551414202, 0.10759662959809378, 0.1079971840135861, 0.14038021934265252, 0.12235190403766949]"
117,"[0.14303936792692917, 0.13522199374892693, 0.0867229260090972, 0.11073589005213885, 0.12104623786131569]"
118,"[0.10326606083968716, 0.13167514568080993, 0.10309388301265912, 0.13781688725228872, 0.12381837976688119]"
119,"[0.08778555856659136, 0.14604957158179366, 0.13810509585899516, 0.13094844644959125, 0.087923769681584]"
120,"[0.13351674526224494, 0.0981349427618736, 0.11515381615580057, 0.11999311474068085, 0.13155374096997266]"
121,"[0.11225813416848122, 0.12792598516991763, 0.10703327974792116, 0.10405737676461513, 0.1436780148576034]"
122,"[0.13330718272155337, 0.11664389181381474, 0.11424233986761259, 0.10533416847949138, 0.1317982527984946]"
123,"[0.11901916053350355, 0.10362755645618674, 0.10950686928994358, 0.13862804997253886, 0.1320895367405389]"
124,"[0.1255261441953946, 0.14572845357003203, 0.09515975502876174, 0.09261312512837983, 0.13696592104539307]"
125,"[0.12792714826435866, 0.11053966755904025, 0.10091638016410046, 0.12621076801902179, 0.13633106908606504]"
126,"[0.14384516925912677, 0.102157242105573, 0.10407912463730935, 0.11395503807013457, 0.1257505600911358]"
127,"[0.0921404531783812, 0.15604670904546064, 0.12099645936668735, 0.11413749703634612, 0.10978529283893715]"
128,"[0.09116403493023069, 0.09079050856469617, 0.1199114647641907, 0.14246018724206636, 0.14492995669121275]"
129,"[0.09228864278074922, 0.13095372731408028, 0.11535552656494784, 0.12668204165196711, 0.13330958185192665]"
130,"[0.13415614198651912, 0.08236933417377804, 0.14783801350902134, 0.12771748984594736, 0.09663104882849348]"
131,"[0.1240053532010069, 0.13575101192009342, 0.12878342483241337, 0.08347012575432397, 0.1254927156497498]"
132,"[0.12057815070638155, 0.12487372527658189, 0.1157708092324023, 0.09961000051584495, 0.14162923194430813]"
133,"[0.1348319435566569, 0.10642019093109935, 0.13785449352515594, 0.1208492992425192, 0.09400928429966876]"
134,"[0.12720394327351203, 0.10127546414379186, 0.11168199170824027, 0.1268623318884953, 0.12455002306238287]"
135,"[0.09900975143117181, 0.12421959164336027, 0.1216743443575011, 0.10535717443715953, 0.14362191136634114]"
136,"[0.08786455427314897, 0.11307469605588356, 0.12348955861777902, 0.1343972819495614, 0.14048261269048906]"
137,"[0.1568125626242811, 0.11063684170030366, 0.09525116337764236, 0.08901553006648336, 0.13635087552040676]"
138,"[0.11617790433415853, 0.09268164801584956, 0.11855299270863458, 0.11832646411755729, 0.14889675665305382]"
139,"[0.13149064981156483, 0.14061521322093656, 0.10585151817576852, 0.12473363417493012, 0.08567132296148493]"
140,"[0.09497610810940696, 0.13004856830324132, 0.13508279394179215, 0.11862745399826925, 0.11483509675504629]"
141,"[0.10891442786868094, 0.12702348954576964, 0.11621599283444907, 0.11923997489285518, 0.1269450389097685]"
142,"[0.11332724066798472, 0.14022074381267108, 0.13044448815192078, 0.10971490372977877, 0.10381854341611688]"
143,"[0.13304545557321157, 0.12327328803881601, 0.10537836627644152, 0.1330943476148125, 0.10363310664714717]"
144,"[0.101651228715093, 0.12092691928671574, 0.09570865094905046, 0.13041039794821, 0.14747402576393015]"
145,"[0.1478004369762303, 0.10276139406806846, 0.10748737494279256, 0.10834411646305585, 0.131012086946566]"
146,"[0.08920982270502946, 0.12575107719080736, 0.12408770955468387, 0.1474284281363621, 0.10951992607533918]"
147,"[0.12085554907103997, 0.098471086914588, 0.10516642450149212, 0.1195383633703965, 0.15319544874027358]"
148,"[0.13414293585454387, 0.09952916821207887, 0.12831924372766795, 0.11706020241395199, 0.11808226913124106]"
149,"[0.12510169349079645, 0.11711614479975445, 0.1335052197310571, 0.09588375645411207, 0.12598850151284624]"
150,"[0.1191589362789754, 0.12757078442153885, 0.11533365901959365, 0.13435907760831925, 0.1041437495142643]"
151,"[0.12640592852518684, 0.10768195032807121, 0.13824022500319763, 0.10111784098421715, 0.12126042727956088]"
152,"[0.1212156021959353, 0.11644672929031576, 0.13066685622558769, 0.09815116576728634, 0.13446664482017875]"
153,"[0.10870516385381039, 0.12375035732830617, 0.12011745837021673, 0.10816739688579077, 0.13651674015266207]"
154,"[0.10774875990528526, 0.12630879373618772, 0.11499671675664638, 0.13777580164900005, 0.11166491007792394]"
155,"[0.13087157715416123, 0.09517258787819015, 0.11310842959196113, 0.12709225012916203, 0.12620347204050664]"
156,"[0.11056088372382748, 0.1271235461380097, 0.11121713132817393, 0.12621947076090978, 0.12731827644365637]"
157,"[0.11355587206288037, 0.10189243953287096, 0.1357641408460802, 0.09868185114542581, 0.14006917017675158]"
158,"[0.12689815433644874, 0.13644385462817116, 0.10514540298054405, 0.12997245613177855, 0.09506896839486964]"
159,"[0.10358950145239823, 0.13488273164425718, 0.13894443916735735, 0.10319954408072922, 0.11393375396822739]"
160,"[0.12265391218995463, 0.12691375093992766, 0.10793477605471291, 0.113211169249698, 0.12482268440326212]"
161,"[0.12968251189195887, 0.13279293400288156, 0.1124370461279326, 0.11201186414103587, 0.11298856602654823]"
162,"[0.12099652160801748, 0.11815191097011048, 0.10709019850388848, 0.11747445851246027, 0.13701749712317937]"
163,"[0.1205652632499336, 0.12221674320765323, 0.10153386599831546, 0.10942681119850212, 0.14602810038101574]"
164,"[0.12273387176825037, 0.11996289515777936, 0.11276833487099103, 0.13107132309976335, 0.1205149109648914]"
165,"[0.13638849061738992, 0.10344511092147998, 0.1310845656214762, 0.11484931352909936, 0.10431732693048347]"
166,"[0.13189135402276533, 0.14020625842612494, 0.10197683070488191, 0.10955283647279147, 0.11550030828406288]"
167,"[0.12062405140417692, 0.10836288928580853, 0.11598329588484939, 0.13963803623897533, 0.10669035337911391]"
168,"[0.1392264258500492, 0.12524836539852638, 0.11524727718311681, 0.12122172173694785, 0.08800950066171567]"
169,"[0.11058799498596866, 0.1290320414683614, 0.13334654145882993, 0.11746142588519887, 0.10307844468970957]"
170,"[0.12291542934782516, 0.11778374324278783, 0.13559506130386845, 0.10553062370801317, 0.11802957005805895]"
171,"[0.12729295102598892, 0.11160706814607141, 0.15234722777840667, 0.0966282125288811, 0.10715507108683149]"
172,"[0.10748493688420983, 0.1264641449812185, 0.09564513749668815, 0.13319582367111943, 0.1325713686928268]"
173,"[0.1257427531283247, 0.15008022541101196, 0.12747982054170967, 0.11014815107524055, 0.0821631193494102]"
174,"[0.105799270213219, 0.11304695116874157, 0.131698625310411, 0.12199628014259253, 0.1237408224652471]"
175,"[0.11889563218932431, 0.1268508540240083, 0.12382146293231389, 0.11391955278153247, 0.12014688335705204]"
176,"[0.12135623875024738, 0.10063740947509298, 0.11994829442614018, 0.11565515775200291, 0.13951639454319503]"
177,"[0.13761765826026376, 0.13694130822581163, 0.11926540866748103, 0.10173904574229324, 0.106363694902881]"
178,"[0.12791000481014111, 0.12120398544205667, 0.09666860954059929, 0.1319989474466828, 0.11701763349398772]"
179,"[0.1035144679415488, 0.10588750292793014, 0.10933118761235336, 0.1391603830884114, 0.138739092109325]"
180,"[0.13185609569128487, 0.1442789953340468, 0.08687841568176147, 0.11655271651718455, 0.10947989840762437]"
181,"[0.1356443452568408, 0.12528918150167842, 0.11984888991681462, 0.10566520672630268, 0.11419868821930619]"
182,"[0.1257855383020849, 0.11990162258721265, 0.1123939155689821, 0.10525212006157648, 0.13900487689964236]"
183,"[0.10844876833216777, 0.11104392481588772, 0.1043521815204945, 0.14099562053203543, 0.1294536380342642]"
184,"[0.12854947686649665, 0.12928550383864426, 0.10719561790687765, 0.12791138793570456, 0.10515567117554334]"
185,"[0.1135099081079668, 0.12527181188958011, 0.11336795842783146, 0.12139165217774978, 0.1300846077188111]"
186,"[0.12616722991023072, 0.10273414636127458, 0.12255137975821445, 0.1060368734602535, 0.1375126019541439]"
187,"[0.11481010515958619, 0.12078840395989611, 0.11684228334152325, 0.1181392119169109, 0.1348535202230164]"
188,"[0.1070404479526837, 0.11241249552000727, 0.10952526677344557, 0.13677529290335985, 0.13694775314289587]"
189,"[0.139404720482219, 0.1017705022499921, 0.12761100656570826, 0.11036870880566571, 0.11713326202511916]"
190,"[0.11121717199545453, 0.11414445794107843, 0.13206497938828388, 0.12411687217577709, 0.11577670464581433]"
191,"[0.10338684443103692, 0.14044940671100423, 0.11453524131368216, 0.12026643622452195, 0.12196223883249649]"
192,"[0.14745708079114536, 0.13555015674063606, 0.11237696416982482, 0.09829549819643427, 0.10447889958405131]"
193,"[0.10821038760449747, 0.1171368144869437, 0.1125313871811881, 0.11744972578128995, 0.14120485129965524]"
194,"[0.144870353360842, 0.11368275673026998, 0.11777034628210736, 0.09760096704217358, 0.125843528941489]"
195,"[0.1345450803889514, 0.12862021861002126, 0.12780446975468962, 0.1026190586222817, 0.10928306939542422]"
196,"[0.09893448823560415, 0.12396729797324285, 0.12231104488345393, 0.13418079293373528, 0.11427551371126235]"
197,"[0.12605965030513105, 0.12569371653874223, 0.10669684011469738, 0.11806154362659729, 0.12817583397719812]"
198,"[0.12395389007525881, 0.09998381532535218, 0.11814072376378698, 0.13327504731271422, 0.12584523695986374]"
199,"[0.1384945261106392, 0.11365219684352253, 0.11127525444126192, 0.1239440168650085, 0.11077229727124589]"
200,"[0.12563321468598893, 0.10561375644558671, 0.11955457219534942, 0.11793214045495168, 0.13357880254749205]"
201,"[0.14880766028404324, 0.12375319996882281, 0.10340198552503276, 0.10964831262971014, 0.11013494620860437]"
202,"[0.1303307263911502, 0.11552668046831696, 0.14615079092093064, 0.1315210646054412, 0.07068850424764588]"
203,"[0.1381207724593806, 0.12204280760736541, 0.12047697947064746, 0.0908487183631372, 0.12301091834007788]"
204,"[0.12463507596502438, 0.12459270411602914, 0.10560257204617939, 0.10695851545463247, 0.1313939907081247]"
205,"[0.1304807368228902, 0.11467219064778666, 0.10899519738068592, 0.11507050282468016, 0.12165132299304557]"
206,"[0.12901346175440614, 0.11610699117331645, 0.11107114369089577, 0.13438129641227264, 0.10963374229172893]"
207,"[0.12990915321439528, 0.10401030637791374, 0.12018096896912814, 0.12818017160501077, 0.11058933595495882]"
208,"[0.10911173300302575, 0.1379470496629117, 0.12827398874713059, 0.09552935363852617, 0.12218328730520871]"
209,"[0.1010797962809339, 0.10730864962317334, 0.11764199900919332, 0.13166679278179264, 0.14277563057895296]"
210,"[0.1326020814778438, 0.10545064703849524, 0.10031197320899338, 0.1325802894406007, 0.12448440339755666]"
211,"[0.11783993340849828, 0.12836728143584114, 0.10624981089296567, 0.12946927128809024, 0.11809572598072698]"
212,"[0.11459355881364791, 0.12273345757127582, 0.1257077782978395, 0.10530829797214405, 0.12839804161656326]"
213,"[0.07225431915697343, 0.12482404808814428, 0.11704670117928755, 0.12610998665673415, 0.14648332245218026]"
214,"[0.1481617954351574, 0.09794340466310394, 0.11876372094648939, 0.11660056999270349, 0.11392961777147799]"
215,"[0.11929765163220443, 0.12352356461606569, 0.12087815430836918, 0.1138269525216451, 0.11814981145312468]"
216,"[0.1068133627033984, 0.1228800616274486, 0.0978521505583599, 0.12268082299237129, 0.14365168937777958]"
217,"[0.133731129705495, 0.0934030781236088, 0.123920325376859, 0.12688945180996047, 0.10785286726834477]"
218,"[0.14158346630333227, 0.11091530694018882, 0.1159369499550943, 0.09339967859794547, 0.13509782413182048]"
219,"[0.10612393442669069, 0.11325785604810265, 0.11823617718330048, 0.1265352492151751, 0.13510383516897134]"
220,"[0.10514266102695777, 0.11884363556839306, 0.11061124475868281, 0.11931637154317087, 0.14299601306729026]"
221,"[0.14539413420042088, 0.1178032381393449, 0.09182035206929236, 0.129256861401912, 0.11138789877693557]"
222,"[0.10804779551839976, 0.13749762480629885, 0.10635571173603912, 0.11534849101493344, 0.1375149672687235]"
223,"[0.1325328461670365, 0.113157871453968, 0.1327441390464384, 0.10504365407514563, 0.11305609167047141]"
224,"[0.08764556518283313, 0.11664361906928872, 0.13267946740987516, 0.12037290687994842, 0.133986155480711]"
225,"[0.11956499696620276, 0.11760432560196918, 0.11621808256809807, 0.12140234638679606, 0.1282933170578836]"
226,"[0.10965778556192535, 0.12463386354228309, 0.1461266430099166, 0.1254628748540127, 0.09167785147614967]"
227,"[0.12119954699545397, 0.1370217183156339, 0.12243842577742124, 0.09882074388361595, 0.12339926066732089]"
228,"[0.09879284809914797, 0.11098041123058952, 0.1283352589275309, 0.12720148820309446, 0.13608744972186487]"
229,"[0.12514298141240682, 0.11573958504540764, 0.11447120852773308, 0.11225236378613113, 0.12808064740948819]"
230,"[0.11564867792564577, 0.11555853269486434, 0.1388953033741765, 0.0989442307026404, 0.12365560581374348]"
231,"[0.1165215499930381, 0.11305189369738075, 0.12730109177160834, 0.09101548225533486, 0.1452882830094551]"
232,"[0.12243211401672383, 0.13276539385490474, 0.10151014922548524, 0.11632584690797654, 0.11824083684670406]"
233,"[0.12187174048961721, 0.13947172144675565, 0.12001438253701453, 0.08571440505843167, 0.12363537499069527]"
234,"[0.13719542029914475, 0.089469701217936, 0.13738337159921685, 0.10582531809586532, 0.1243346491079687]"
235,"[0.14572561656353142, 0.09573521848370581, 0.1198108529853641, 0.1182104685259288, 0.11923322833100307]"
236,"[0.11285632842995542, 0.11713053821649923, 0.12470714279102915, 0.12299159022227105, 0.1261455551810799]"
237,"[0.10168155415277813, 0.10248391045402197, 0.1478634794629971, 0.12944890571754866, 0.11565169682294295]"
238,"[0.11802813424752998, 0.13245034189379146, 0.11556134480781358, 0.1243864987236767, 0.1104641079331705]"
239,"[0.1168083703973969, 0.11695549736301813, 0.1301306037962622, 0.09828086826875496, 0.13346076316863478]"
240,"[0.10502184650773208, 0.13979333871579888, 0.10269361498988452, 0.12001687080940143, 0.12533185575580974]"
241,"[0.10908785020607531, 0.12056769123413771, 0.12232880324718763, 0.1326021871154875, 0.11846632345606005]"
242,"[0.12125242337486729, 0.1391759775262059, 0.11089041024724457, 0.11546865139737024, 0.11768929005869391]"
243,"[0.11738539155988838, 0.12048947941475596, 0.12127983207665713, 0.1253318205466648, 0.11814640244534248]"
244,"[0.10743580550186956, 0.09121861520733984, 0.10612362358047811, 0.15567223527338195, 0.12839817746927962]"
245,"[0.12373015380669034, 0.12200038155795609, 0.1200211535613705, 0.11913933265827459, 0.12037264514909761]"
246,"[0.11591043497919984, 0.11449465813450789, 0.13405919411887957, 0.11251821232044143, 0.12095043662651213]"
247,"[0.11644949800876521, 0.11456261145514661, 0.12480098787740758, 0.12417218490192922, 0.11769472921334588]"
248,"[0.10929835401789748, 0.11527737071584332, 0.1264686829860176, 0.13982325091212033, 0.10928077271949609]"
249,"[0.12206353991830507, 0.14208594636516522, 0.11758201801581994, 0.11806945156477797, 0.10219552132342125]"
250,"[0.11903826881400656, 0.1054061944039321, 0.14293853224882722, 0.1021790176040986, 0.12573410369057894]"
251,"[0.1116856754542493, 0.13153429617514284, 0.105781549283716, 0.11872222607032688, 0.13288314135515225]"
252,"[0.1206035324729449, 0.12569858827995223, 0.10979801174410202, 0.13445596553555159, 0.10764583598787943]"
253,"[0.12436626450880334, 0.13251062508900666, 0.11949363759327872, 0.11708993559002129, 0.10245623295811099]"
