,imv
37,"[0.0944371615925917, 0.1103517860056198, 0.09716106640944651, 0.1266410803501651, 0.11411955372665294]"
38,"[0.0922467039920317, 0.11399886958778264, 0.14995674750752097, 0.08985012609241105, 0.0907482429241026]"
39,"[0.10815499183550291, 0.08209714850082257, 0.12702956073170735, 0.12323415144647917, 0.10027235878855587]"
40,"[0.09292890566806788, 0.13234164202164775, 0.09950381508501044, 0.10769343329387307, 0.10750449380980517]"
41,"[0.10263192506170875, 0.09103566097859543, 0.12204356186656064, 0.116410723232152, 0.11086173255401849]"
42,"[0.10735811775306105, 0.1205486932389477, 0.10921418720892669, 0.1066430489497339, 0.10464356038184494]"
43,"[0.0981889787392568, 0.1009388640913403, 0.11846969311816875, 0.11056062184359419, 0.11803298703684378]"
44,"[0.1116798634770623, 0.08797708918190165, 0.10524316063887301, 0.11612359086059904, 0.12177380206404141]"
45,"[0.1044209642726403, 0.12012734911444359, 0.11545448710049983, 0.10533099946411778, 0.1024097941458081]"
46,"[0.09915647660202351, 0.11801470246956246, 0.1012813696918363, 0.10809640303526781, 0.11803633222536775]"
47,"[0.09158887256678164, 0.09386881686781405, 0.09746327555721897, 0.13589527989593436, 0.1240520855379821]"
48,"[0.10993024330933171, 0.11032753493330012, 0.11691644237145994, 0.10698154821672477, 0.09979185694665052]"
49,"[0.09881272456133998, 0.10598369327393377, 0.1117240475362124, 0.11416604813503867, 0.11257343763372965]"
50,"[0.08906616803502089, 0.12697713322744902, 0.09578191349339349, 0.09073084544422691, 0.13645961739717113]"
51,"[0.1091100400371866, 0.11576077491293155, 0.11066890615876711, 0.12890084232562285, 0.07981639321402229]"
52,"[0.10859556476003267, 0.11012628277336269, 0.10148107193312596, 0.09416451641879074, 0.12151484658383493]"
53,"[0.12940858827384988, 0.09683107221417048, 0.07867461384999916, 0.11921239861299339, 0.11801190393823205]"
54,"[0.11832084279210603, 0.10895565315677899, 0.08879004426258642, 0.13438314179264751, 0.08881079241630954]"
55,"[0.09316201535478671, 0.1229276598696811, 0.11578984835061135, 0.11877757048395794, 0.09111231854167691]"
56,"[0.11083110972272522, 0.10747784270213996, 0.11740425421329502, 0.1121175713406768, 0.09735472365199345]"
57,"[0.07840533253593872, 0.11957515108652937, 0.1284680236490595, 0.09582570613548816, 0.11065945983048327]"
58,"[0.1356137334434795, 0.09586279636384049, 0.11239913861712023, 0.10411794632418632, 0.0941920465428309]"
59,"[0.10347969531283457, 0.11750923679558146, 0.11405317532192681, 0.10144281844744958, 0.10859918964983332]"
60,"[0.10309185986649896, 0.12352437596672923, 0.07762482451419048, 0.10736826212860548, 0.1287115576916116]"
61,"[0.11962571402596177, 0.10329736080667805, 0.10637092298666156, 0.09885148334246499, 0.11562186439423466]"
62,"[0.13201840504474072, 0.11146149100413551, 0.10894507012583976, 0.10457877105097177, 0.08131752777123503]"
63,"[0.10952758969910531, 0.10808610573578371, 0.1035713652063967, 0.11014804996298391, 0.11744007675771967]"
64,"[0.13187850021667116, 0.06400636899978464, 0.0970145379384489, 0.11697310167553793, 0.13004653629950597]"
65,"[0.11290366022073896, 0.09658294916485267, 0.11638183562384305, 0.1152419598791794, 0.10312862559109127]"
66,"[0.1023865450606135, 0.12210908558103549, 0.08320577651648867, 0.12517197214655096, 0.10562740825399239]"
67,"[0.10798478184035629, 0.13108911123701653, 0.09797788897913631, 0.0903851916289093, 0.11586458745996633]"
68,"[0.09596190792255699, 0.12268293487919205, 0.12494108695934435, 0.11080132569020283, 0.08832408485912531]"
69,"[0.13211491807382836, 0.1111133338902451, 0.0895975829083847, 0.10278559640541635, 0.10585241422254857]"
70,"[0.1061379217684876, 0.08562853833250526, 0.13308253565136569, 0.10784157055800718, 0.10423635478038357]"
71,"[0.12441520980695814, 0.10731638746009498, 0.11668111335610788, 0.09681669612041637, 0.0962046103893786]"
72,"[0.09739430176984586, 0.12083067064124428, 0.11135761108612903, 0.10838585903124717, 0.10183598635920685]"
73,"[0.11027177919296427, 0.10860754924994889, 0.11410919572622248, 0.1152587051899703, 0.09482989872413944]"
74,"[0.1085296698811262, 0.09353927593626593, 0.13866922309461613, 0.09297264328207927, 0.10461852442075938]"
75,"[0.10871183912540527, 0.1344574616398107, 0.09674624029354678, 0.1067228118909396, 0.09849070396402516]"
76,"[0.08619556070843618, 0.11878640258752117, 0.12503606595143038, 0.10486221228510288, 0.10820446690945536]"
77,"[0.09839944072029498, 0.11562587830652106, 0.11318153980314762, 0.10399227656328097, 0.10976816669060896]"
78,"[0.07137371681760307, 0.1328499238732022, 0.08884652619225115, 0.12864111360186387, 0.11440638444628953]"
79,"[0.1051808814335831, 0.11904693425632103, 0.1037530168809657, 0.098142083722092, 0.11546427026715819]"
80,"[0.10932725332057647, 0.10510462724402882, 0.1071422697837726, 0.1160675132783158, 0.10583346659668758]"
81,"[0.11263703818453562, 0.09182745997740085, 0.11479787356149344, 0.09727785586942063, 0.1226535739531071]"
82,"[0.10200627143571141, 0.11461077099581667, 0.10473251773966598, 0.11363090047162702, 0.11340061803862322]"
83,"[0.10686994828867932, 0.11201737975442924, 0.11478794261965689, 0.10079524544225048, 0.11090325501205234]"
84,"[0.10209503436020202, 0.11551347658333672, 0.11752842911163526, 0.11596150047757378, 0.092285721239072]"
85,"[0.13226030957585666, 0.08420734685964884, 0.11184226671131764, 0.11681783170088586, 0.09059165251331812]"
86,"[0.10091791960811015, 0.11999292074830799, 0.11894187566536026, 0.09762416192099067, 0.10262757589530346]"
87,"[0.10407049194093422, 0.11674651714953432, 0.106875900962916, 0.11117783652053033, 0.10594799585344936]"
88,"[0.11633645273069691, 0.08203942300097125, 0.11376479562906877, 0.1065725996273666, 0.12522853563501113]"
89,"[0.0980753237253975, 0.12987715395785124, 0.12299589587686817, 0.09433491634835843, 0.09686773342091098]"
90,"[0.12268488602090162, 0.1098374147770031, 0.1348509690784979, 0.10198241155003121, 0.07180727048459637]"
91,"[0.11200677975328695, 0.0925184991033971, 0.13082486259731763, 0.1204967317560029, 0.08730170889929943]"
92,"[0.09561879085630738, 0.11915117742745342, 0.09650790274429669, 0.10679671203791977, 0.12764832183691496]"
93,"[0.0905345279784753, 0.11466468892638142, 0.11454383309768104, 0.1121934008857915, 0.11361143762960617]"
94,"[0.11558901324651179, 0.0910070823325112, 0.11465634122729992, 0.11010103738063443, 0.11405002456842618]"
95,"[0.12802161926537572, 0.11223757229682828, 0.10326173071173582, 0.08194538598115078, 0.1166066429849409]"
96,"[0.11040520515173947, 0.08781607403179145, 0.09984729776076544, 0.11885578651493434, 0.12611718582421025]"
97,"[0.1187408318262128, 0.10507430186480599, 0.11182707601341735, 0.07876727882164804, 0.12389220420531769]"
98,"[0.11788695636271575, 0.10873086170999437, 0.12289196094493021, 0.07545492119756084, 0.11640528749599935]"
99,"[0.106311747249897, 0.10207879940326957, 0.10200847600482947, 0.13578046165541666, 0.09288603859632188]"
100,"[0.1080354458521419, 0.09586312106077738, 0.08701388018359009, 0.14029390088909502, 0.10758944456512759]"
101,"[0.11888742916550372, 0.12654328886360278, 0.09134602779182908, 0.09364773146583956, 0.1123912115659709]"
102,"[0.10686240240145804, 0.09894969556919832, 0.11728002647060605, 0.10889399702608744, 0.110884582576558]"
103,"[0.13358735866136964, 0.07684003830368742, 0.09606623546737915, 0.11835882607419701, 0.10980061033452282]"
104,"[0.10367430726248725, 0.09416252563176616, 0.12654270906982762, 0.10939131920054451, 0.10830747682640111]"
105,"[0.11637241933489573, 0.11742561157453867, 0.10569434613001369, 0.09076472291441777, 0.11244730546117641]"
106,"[0.1257857043235218, 0.08634180313246681, 0.1355226185923703, 0.10148511157614247, 0.09111130411901339]"
107,"[0.10321297012502868, 0.14063489717694833, 0.0936015247330137, 0.11137112791431307, 0.0901458806495058]"
108,"[0.10415652716784904, 0.11388441289964954, 0.1124506966055719, 0.10423690376640474, 0.10956257398534369]"
109,"[0.11515175540687676, 0.11136117303972452, 0.09733223551822659, 0.10406638955004502, 0.11645373388569234]"
110,"[0.10962104718207517, 0.11590990105349533, 0.1094260156961104, 0.1012684228873988, 0.11086138359524929]"
111,"[0.13009811884554398, 0.11260212675411568, 0.11255591543375133, 0.10899825153434241, 0.06680351014080944]"
112,"[0.09419243707316345, 0.14482504702641374, 0.087300662455322, 0.11247923305218453, 0.09864858698729799]"
113,"[0.10571635936850868, 0.10204276615656294, 0.13553741620759013, 0.11995248959453311, 0.07597752816278808]"
114,"[0.11979995771649044, 0.11769595876244182, 0.09481108892847226, 0.12012777587454086, 0.0881114646050218]"
115,"[0.10432989193376142, 0.12225795508102658, 0.07320261416859439, 0.11578116854222358, 0.12460646682431145]"
116,"[0.10057256712156973, 0.09048882384288852, 0.09637532167963482, 0.1308585583071725, 0.1189187004439141]"
117,"[0.1286606192650186, 0.13115398013423682, 0.07998271340848404, 0.09354942571531402, 0.10461666756433931]"
118,"[0.09331644502031444, 0.11915809638804012, 0.09619762144014256, 0.1346967227555134, 0.09925955854457552]"
119,"[0.08156221521099194, 0.13851768460508682, 0.12243625948553545, 0.11373047657069954, 0.08540894961966011]"
120,"[0.1139020249343802, 0.09622355336263952, 0.10764732085835273, 0.11038572123392636, 0.11820453923479828]"
121,"[0.10015338397152987, 0.12118930863065652, 0.10685985498190252, 0.09202814477241776, 0.12350468395225495]"
122,"[0.12061380848449312, 0.10154037191466846, 0.0965837067877916, 0.09962931591993379, 0.12604751033439424]"
123,"[0.10309800458863032, 0.09832441881355551, 0.10027106751973464, 0.12402185134095245, 0.11942407810457359]"
124,"[0.11635464751627163, 0.13137092685001148, 0.0866632760228498, 0.07761640530008149, 0.12627829093325998]"
125,"[0.12199000221731726, 0.09771566092186386, 0.09450088417177444, 0.11441367552082471, 0.11623000934385037]"
126,"[0.1292326219656884, 0.09709631800418583, 0.09960516226501223, 0.09672201384434419, 0.11826354885354347]"
127,"[0.08675259372597112, 0.1413692259997685, 0.1044939180713108, 0.11012579638610324, 0.09869054841985161]"
128,"[0.08386088306333479, 0.08071987347567466, 0.11604672895429452, 0.12298085041563242, 0.13418025286405325]"
129,"[0.08500563666378429, 0.12050072461786468, 0.10898476796299705, 0.10952505350878294, 0.11964582239218949]"
130,"[0.1144076686600178, 0.06651462134194944, 0.13712708528439327, 0.12466034741021677, 0.0943101076506725]"
131,"[0.10964866657559123, 0.1249394696793392, 0.11519536421385337, 0.08099418232773749, 0.10773119165281017]"
132,"[0.11081209030853832, 0.11842857972976373, 0.1037443868765155, 0.08360709566313661, 0.12679979630936034]"
133,"[0.11776306565727027, 0.10166338399946863, 0.12481018102548713, 0.11038906630252782, 0.09243028881602033]"
134,"[0.10581926962626796, 0.09261329179931699, 0.10801657989031381, 0.11529792261810301, 0.11893993990665891]"
135,"[0.09186576638909637, 0.10479421989853716, 0.11894623491618933, 0.08960580299778234, 0.13313896183430546]"
136,"[0.07837735502718628, 0.10159255413995719, 0.11595653467363222, 0.12015497105255574, 0.12572984000855378]"
137,"[0.1457182221315729, 0.10686394378672484, 0.07258852879864242, 0.0787107690038897, 0.12774199944378836]"
138,"[0.10448194074413793, 0.08724218179926482, 0.10697014107645492, 0.10802160547383867, 0.13451328827545767]"
139,"[0.12130954557428048, 0.12512985425856998, 0.1032252753005122, 0.11651589767140665, 0.06491169471335234]"
140,"[0.08022466341190446, 0.11532254949323217, 0.13000636093656298, 0.11000850814746477, 0.1027620394781419]"
141,"[0.09901186423369801, 0.11665377466448182, 0.10289982464204915, 0.1116597273851381, 0.1135828117755329]"
142,"[0.10742276587931948, 0.12994711398058162, 0.11533946603851188, 0.09884504262676891, 0.09160860784354007]"
143,"[0.11633676501723916, 0.1100262094740478, 0.09688029106040075, 0.1171374454241333, 0.10359782956114767]"
144,"[0.094027386724441, 0.11314131290384412, 0.0828073025840521, 0.11790750623238017, 0.13406943218877093]"
145,"[0.12944552361019804, 0.09219905486368746, 0.10435689456930969, 0.09656886164864241, 0.12093926960717473]"
146,"[0.086076512245277, 0.11210901354485583, 0.11853612747695236, 0.12921879625012012, 0.09421518295749447]"
147,"[0.11383007912498241, 0.08472669841844943, 0.0910416370409546, 0.11086270971407838, 0.13853877157737837]"
148,"[0.12071648777278345, 0.09365378261343657, 0.11291119859668332, 0.11080901363554051, 0.10219611237538213]"
149,"[0.12683566301564766, 0.10299444644917645, 0.11581820632348958, 0.08527127627207519, 0.11029949417372632]"
150,"[0.1190821788033491, 0.11164387675003466, 0.10580798411072213, 0.1084549731448867, 0.10035424552384141]"
151,"[0.1197666575784834, 0.10386547375002209, 0.12397389071845719, 0.08540397819316799, 0.11111335242141461]"
152,"[0.11701883548654791, 0.10007568332149008, 0.1125175727200295, 0.08899097202447917, 0.12306980783717962]"
153,"[0.10202165139655094, 0.11267999677134641, 0.11264884888493555, 0.08971507964899354, 0.12344188660911316]"
154,"[0.08470859296956483, 0.11984732150666778, 0.10824479456278191, 0.12827309774707352, 0.10058732827170382]"
155,"[0.1163049757218214, 0.09487576703605897, 0.09942514142661325, 0.1139125732516223, 0.1166246081612657]"
156,"[0.10062086239743588, 0.11570785738106787, 0.09659829122000373, 0.11102406905747089, 0.11867097185046248]"
157,"[0.09584295095131996, 0.09465111614395735, 0.12612326892546452, 0.09344327089564378, 0.1289658120264881]"
158,"[0.11752140706414951, 0.12381811273956965, 0.09742174479272481, 0.11318998738540575, 0.08664376850385642]"
159,"[0.0911396601251808, 0.13446777993484396, 0.1193195346780372, 0.10142070914147502, 0.09606708973428874]"
160,"[0.10769107693160979, 0.12153242659678191, 0.10415042304826032, 0.10102147970942923, 0.10608669724996923]"
161,"[0.11853290575263306, 0.12777172685825441, 0.09578874036632724, 0.0981453183080981, 0.09994387781126346]"
162,"[0.10778987490398248, 0.09715432931131546, 0.0951917731839678, 0.11440884853817042, 0.12959116700439]"
163,"[0.10887054033686556, 0.11561093721534109, 0.08532770013953471, 0.10319832837973249, 0.12911313485385728]"
164,"[0.10292860114283583, 0.10975577537353053, 0.10457810685579522, 0.12241228616125698, 0.10663778305036338]"
165,"[0.11563371265945682, 0.10701000458146548, 0.12465179289378152, 0.10400641625514126, 0.08892320147713628]"
166,"[0.11430753971206606, 0.1288110793197709, 0.09540213938930292, 0.10852289355296667, 0.09592916368785549]"
167,"[0.11367083287512565, 0.10484676170785565, 0.10089143459783549, 0.12911508819319023, 0.09458640709959125]"
168,"[0.14429551102272836, 0.10337896895754982, 0.10141941425217006, 0.11628686218316879, 0.06909892461023844]"
169,"[0.1036299367766573, 0.12138330849634724, 0.12222789704582385, 0.09374105394762738, 0.10159906870769876]"
170,"[0.12135992569400483, 0.10644308240511348, 0.11972786551975194, 0.09483383986135341, 0.10346699704141982]"
171,"[0.11457232179767514, 0.10613861953470631, 0.14508563971930846, 0.08434385175046176, 0.08589097673587118]"
172,"[0.08864281894912059, 0.10850618597248954, 0.09818565415083906, 0.12183943504510007, 0.12635529166558926]"
173,"[0.10846609222145588, 0.13074433757395323, 0.124035604615368, 0.10684991450531513, 0.07026153148791198]"
174,"[0.09538670990218089, 0.10635857509285455, 0.11827125214135596, 0.11427679714902801, 0.11061452571586043]"
175,"[0.10497091704986088, 0.11566040019945581, 0.11084083838116815, 0.10715646054436265, 0.10747657402402483]"
176,"[0.10844613834032338, 0.09421112047082227, 0.10755762450072773, 0.0946676977888116, 0.13660999014104397]"
177,"[0.12560082802843242, 0.12745453547183888, 0.11293146905304839, 0.08623120122908087, 0.09215578512120452]"
178,"[0.11241439566763972, 0.09875947483802526, 0.08739651591385357, 0.12589148249032253, 0.11318497366984036]"
179,"[0.08539003291481329, 0.09322761616294867, 0.09813211719149981, 0.1349107496415968, 0.1265028189677038]"
180,"[0.13820538964993226, 0.12497962668801571, 0.07641022699791288, 0.10016303620145055, 0.09950960806235436]"
181,"[0.11992564351404982, 0.12242803370410622, 0.11244244371147841, 0.09204999317425766, 0.0992019893842914]"
182,"[0.10985944201066469, 0.11011367743134425, 0.09938466846029972, 0.09878396321576616, 0.1246521984835814]"
183,"[0.10827889015868473, 0.09096217913392102, 0.09831871454139551, 0.134377046533871, 0.10917051634870856]"
184,"[0.12259707487281644, 0.11838180297201986, 0.09359529528892047, 0.1119855749196769, 0.09897681047568074]"
185,"[0.09770705569347055, 0.12259380810716242, 0.09226808454294123, 0.1070602405081238, 0.12555741120662228]"
186,"[0.11381965640610149, 0.10065183896820941, 0.10817784775866285, 0.0902886592477778, 0.12857048957867315]"
187,"[0.10789146149844538, 0.10555063206389556, 0.11034304503884723, 0.10854696296050105, 0.11553198349945083]"
188,"[0.10249778842170158, 0.10219698142494787, 0.09733580821075699, 0.12150920654700799, 0.12327875736956144]"
189,"[0.13337193201709022, 0.09169679713274004, 0.1101818882311618, 0.10021585524154665, 0.10795947401938956]"
190,"[0.10362707818920396, 0.09729879464117205, 0.1232840510653388, 0.10794317363330672, 0.10763541882654652]"
191,"[0.08899365509562239, 0.12617692699568578, 0.11007180079632643, 0.10906843131595678, 0.10746855432937676]"
192,"[0.1356436262677915, 0.12215295070711132, 0.10217218331598493, 0.08578599769335002, 0.0947479432838455]"
193,"[0.09039806915910704, 0.11137612481612452, 0.09728324883455557, 0.1184935766458086, 0.12558597159622753]"
194,"[0.1268264016306136, 0.10964207300344089, 0.10342131561637379, 0.09760182076611407, 0.10571483077344046]"
195,"[0.11803981618079663, 0.12007496104366545, 0.11085998041589175, 0.09884295074557278, 0.09866023539473785]"
196,"[0.09249493188218663, 0.11132293117056649, 0.11703234054516681, 0.12029813562382435, 0.10402641047584107]"
197,"[0.1118557461591489, 0.1156751376556102, 0.10179438928747744, 0.10434856534721151, 0.11405641835971969]"
198,"[0.11157554260765862, 0.07957871357016931, 0.11401710518633563, 0.12480924334871162, 0.11269056109908336]"
199,"[0.12058167153309624, 0.10181521133427633, 0.10987575768982734, 0.1100956627459768, 0.10261071578749777]"
200,"[0.11078834177151776, 0.08502803971576807, 0.11498927120926311, 0.10646471008095351, 0.12356124865290256]"
201,"[0.1334174422867899, 0.10998011246502519, 0.08354632986011436, 0.10922497514139928, 0.10239373384489762]"
202,"[0.11511766555186032, 0.10078950792298011, 0.1333021359741881, 0.12392936188239785, 0.06699937004648165]"
203,"[0.12771835123756142, 0.11265018904341771, 0.10863131104221385, 0.07950913337055947, 0.11418497914455822]"
204,"[0.11267744690637883, 0.11333772012944619, 0.0877829696815298, 0.09030080561453105, 0.13194043373091352]"
205,"[0.12023251271156032, 0.11825992761843403, 0.09356228288700827, 0.0939805420171857, 0.1133514429202806]"
206,"[0.11475022385712963, 0.0957170135458535, 0.09753438059762093, 0.12701048399471318, 0.11081840666891887]"
207,"[0.12220397281948847, 0.09815832197661178, 0.1050646334034397, 0.11121388776501938, 0.10471238749332053]"
208,"[0.10847731458296736, 0.12658577456927567, 0.11923651880217279, 0.08311876288040689, 0.10101198677397122]"
209,"[0.08612769972409721, 0.10740441607821888, 0.1082361702878307, 0.11958672446321937, 0.12304690630137968]"
210,"[0.11874635184601605, 0.08149943379272963, 0.09636721790188303, 0.1197326769505911, 0.12497095474884132]"
211,"[0.10284785752400094, 0.11504392787266032, 0.109338164193705, 0.11899016530218832, 0.09936229565298826]"
212,"[0.10022437077084842, 0.12097448775933949, 0.10823693933679765, 0.09081595354172, 0.11817972531041054]"
213,"[0.06369921602870655, 0.11126461363681338, 0.10866759843173308, 0.11573014816292398, 0.1336838519362978]"
214,"[0.1345564916561006, 0.0981390874870627, 0.10087461549225166, 0.10281269234001768, 0.106064452482117]"
215,"[0.11062152825588298, 0.1100712848825602, 0.11207691041651927, 0.09557053474384505, 0.11070928327755745]"
216,"[0.09427010748677533, 0.11499964251717151, 0.07895305813540314, 0.11711023538042194, 0.1322743149865164]"
217,"[0.11306355623879133, 0.09005590087071073, 0.11891315118311606, 0.11228247575340292, 0.10506160753178244]"
218,"[0.12758542757142646, 0.09749948643177528, 0.11370685905244003, 0.07714191905670954, 0.12393129349233918]"
219,"[0.10004847384778405, 0.09829386061228305, 0.10643537291111062, 0.1156071054067548, 0.12089055699322963]"
220,"[0.10394683031765373, 0.09562694719947346, 0.10035377324800282, 0.10652230775241715, 0.13316104027803696]"
221,"[0.1314778534352377, 0.1031351900062327, 0.08711352656025287, 0.11620808852004524, 0.10323908414987486]"
222,"[0.09375609389352457, 0.12866094147066875, 0.09187805220080425, 0.10679674604703782, 0.12306186141221395]"
223,"[0.11463750075154253, 0.10013809054994838, 0.12979516735978158, 0.08918180654726, 0.10534057453532002]"
224,"[0.07679397050120833, 0.11167515074864318, 0.11584323531945821, 0.10687719557887156, 0.12477897765308309]"
225,"[0.10049325859212142, 0.11647748994736412, 0.10868706169771696, 0.11585038505753682, 0.10499157025448572]"
226,"[0.09290726429203466, 0.11469544888362472, 0.13201142364869653, 0.11219973562099367, 0.08961626600913682]"
227,"[0.11582990005613454, 0.12683271666824583, 0.10924436739707442, 0.07903001139829241, 0.11121236875016213]"
228,"[0.09035405950603258, 0.1023728791642804, 0.11193669026807677, 0.1156058336382137, 0.1225473022533226]"
229,"[0.10739603946780327, 0.10354847706908572, 0.10409558420091541, 0.1119875297423143, 0.11782390240784028]"
230,"[0.09671491811223748, 0.10458089194019357, 0.1276102101937013, 0.09114244709319216, 0.12058190427980077]"
231,"[0.11154023445399767, 0.09822954972947924, 0.11867159865704123, 0.08046065401674529, 0.1294716114923909]"
232,"[0.11024000200499168, 0.11443342581542684, 0.0942605554381862, 0.11334644730243831, 0.11195251214876571]"
233,"[0.10889089546142058, 0.13519235748581487, 0.10359516147571611, 0.07746778005628557, 0.11031150726439388]"
234,"[0.12300040828083715, 0.07993626640877755, 0.12391147277333758, 0.104998921005455, 0.1093042004764936]"
235,"[0.12990983746664736, 0.0991932272065727, 0.10668186238309733, 0.10084010123703449, 0.10772641206249321]"
236,"[0.10491957838392943, 0.11338910530654034, 0.10770358567994408, 0.1077606427653632, 0.11535832469164575]"
237,"[0.08435789782081882, 0.0942412937925487, 0.13747992317608776, 0.11771568126270672, 0.10782537481138549]"
238,"[0.10298274323861294, 0.1253367469616536, 0.09437407103065387, 0.11456410331428403, 0.10744731291170777]"
239,"[0.09597340239501649, 0.10510891859891183, 0.12857029662565916, 0.0831710585038843, 0.12763284687936774]"
240,"[0.09693175951530648, 0.13477768968097206, 0.09167016067120057, 0.10699472882855733, 0.10888601326112778]"
241,"[0.09962547222808324, 0.11051198605844798, 0.11597951562362921, 0.11986721368399458, 0.10062133916573127]"
242,"[0.10715185194139529, 0.1303412984595502, 0.09732116180822326, 0.10018707507267423, 0.10839005208499213]"
243,"[0.10874303249468598, 0.10183418450218353, 0.1114475386627921, 0.11616463705280813, 0.10854179719847933]"
244,"[0.09394234772430986, 0.0833124832387137, 0.10295605704764606, 0.13798631872143277, 0.11537584300454323]"
245,"[0.10575925038597797, 0.11276919423067239, 0.11258795917162949, 0.10578396834720677, 0.11046219238433116]"
246,"[0.1036841521152463, 0.10287658831388821, 0.12460190852304256, 0.10849756888224131, 0.1024694464756404]"
247,"[0.10114171587814874, 0.11425067491176194, 0.11031534005143571, 0.11015029454967049, 0.10849555978076238]"
248,"[0.09289719363344612, 0.1070082620838079, 0.11810862102357005, 0.12586657474154558, 0.10152103301374277]"
249,"[0.11527171618508222, 0.12756145023898227, 0.10262777132132683, 0.10829831185332513, 0.0905156933325326]"
250,"[0.11949541654970049, 0.08792975090602158, 0.12927326302826753, 0.09411563649425371, 0.11075044478109634]"
251,"[0.09790425694790417, 0.1149433973322006, 0.09741992136256514, 0.10713506941012799, 0.12651884547366976]"
252,"[0.1110227210230592, 0.10380446550924533, 0.10744742510466378, 0.11731129865150268, 0.10863635867190494]"
253,"[0.1239959014932092, 0.11412501662622211, 0.10695512067267136, 0.09984623182484588, 0.09699957674470487]"
