,r2
10,"[0.03316533749136408, 0.03625645832420388, 0.04098016344722022, 0.04261522042716526, 0.040401381246737755, 0.04038849850516402, 0.04045899937756714, 0.041723855271284305, 0.03632335093249128, 0.03270445287444901]"
11,"[0.04105179307396045, 0.03545545391301952, 0.03757640293534126, 0.04563250392129403, 0.03553601136767426, 0.041943393886214375, 0.04050377712417652, 0.0362903915036622, 0.03433835996605972, 0.036314990001217184]"
12,"[0.03916800483808547, 0.04154607846871716, 0.04189215498225762, 0.03991115466367212, 0.03586415261331055, 0.03643794154276947, 0.039330678589571955, 0.04012150474328646, 0.03640212051984304, 0.03420008947199071]"
13,"[0.0402190525393592, 0.036986540795720946, 0.03828413903767547, 0.045848048600487745, 0.038208637338986495, 0.03566616374933562, 0.0344584254705973, 0.03974604697631523, 0.038053595697883025, 0.03704499419590723]"
14,"[0.03830461278164066, 0.04322666359091987, 0.03283182893363634, 0.031361065343632255, 0.039246769786611346, 0.04262753512778039, 0.03650384661529671, 0.040948507696554226, 0.047761649308167176, 0.03091128226801576]"
15,"[0.030576997859266264, 0.04027491277411288, 0.04424669875913034, 0.03593950550537983, 0.03596479103257799, 0.04382542635829523, 0.038026039103779996, 0.037140880519361485, 0.034605012268469904, 0.04384620792985394]"
16,"[0.040138713379621604, 0.042610273200844206, 0.03369274716027859, 0.03294737976389728, 0.04097635622683449, 0.03918570717009595, 0.04082709993095868, 0.039575069427574716, 0.03889276532233765, 0.03561115805612791]"
17,"[0.03626629118405744, 0.042250161490353766, 0.039027955630352995, 0.0349878880130684, 0.04044017911523656, 0.037511701710579715, 0.036815487076280684, 0.03851358337466193, 0.04092362786482362, 0.03835363716295204]"
18,"[0.03612872045771143, 0.039903807136573044, 0.040187977744449155, 0.037424341739591416, 0.04189661231950781, 0.04059131539837235, 0.03766489956911101, 0.03686863754650371, 0.0387837296458895, 0.03562024031296296]"
19,"[0.045421779870745804, 0.0399755835556459, 0.03387480690934641, 0.0374074932256202, 0.03426862123855701, 0.033719489577588746, 0.03751015792405954, 0.04205971572266898, 0.03907240602736173, 0.04115786673875188]"
20,"[0.03978212071593423, 0.04293023190623568, 0.03235584911449629, 0.03830831809766244, 0.03985320817573079, 0.036330060915289786, 0.040352482753284624, 0.03322784446264293, 0.041006113793818244, 0.039817753559511115]"
21,"[0.04253220418189385, 0.03898934806533627, 0.0374665712368627, 0.041968656917143576, 0.03418273502982727, 0.036706677969476575, 0.040480734218401704, 0.035288329910334704, 0.0396146233948278, 0.03790450767345366]"
22,"[0.03980319995018211, 0.04076847460608546, 0.0376309248449308, 0.03704088480637158, 0.03339440292853557, 0.03671615804096473, 0.03818178532428962, 0.03580499017943384, 0.04152812957567664, 0.04371806431959502]"
23,"[0.038901169277509196, 0.040667654269705755, 0.03298200934320461, 0.038680178866784765, 0.03861808653484866, 0.04326521013479756, 0.04104934223942003, 0.039849353005051436, 0.03565906230061022, 0.035434117712749846]"
24,"[0.04313686622704005, 0.04075341696549395, 0.03981942429401408, 0.03676037754009598, 0.039725161821471566, 0.037808681332572536, 0.03442116158650943, 0.04017237185437528, 0.034322179970002975, 0.037860341570899236]"
25,"[0.0422313070637832, 0.029504598281892114, 0.042583714140157714, 0.03680812924650512, 0.03718490928450979, 0.03830107296364238, 0.04214841280944237, 0.04085257698042566, 0.0399443437562238, 0.03492555570995082]"
26,"[0.03571974586255955, 0.0347198334605644, 0.041290800371199365, 0.040816849102281005, 0.040161825028520504, 0.036190321470182085, 0.03790668495862648, 0.04034567549659085, 0.0369920070951697, 0.040805732353443536]"
27,"[0.03890687038168528, 0.034374396501600235, 0.042152415097011176, 0.03635023755155675, 0.04337934970012702, 0.03980444226971225, 0.03617886499464407, 0.04107301554144149, 0.04124556430307291, 0.031186633959170207]"
28,"[0.03901829387674849, 0.03826585995524512, 0.036130126808543994, 0.03500617103485837, 0.035390076533338255, 0.04004817361127322, 0.03811159788953522, 0.04039196460046701, 0.04263050912471722, 0.03939738929875469]"
29,"[0.040180678671564274, 0.03766465124955909, 0.038277296568102526, 0.03983808088625296, 0.03737026422833378, 0.039166011480948226, 0.03988688379901395, 0.03873463497207075, 0.04329644790928944, 0.03041028676288826]"
30,"[0.04094620595073317, 0.03430282846457522, 0.044220878256705176, 0.043418418673735415, 0.0389955543898276, 0.035546223857319204, 0.033985475983901225, 0.043788900178594714, 0.03643472948653326, 0.03227536554601296]"
31,"[0.031539139790616955, 0.03765249821551586, 0.04422755208865481, 0.04057881242910022, 0.035547948018060715, 0.041560623004947894, 0.04358529820392587, 0.034023199587422503, 0.037026294787880776, 0.03886694636634758]"
32,"[0.038670767618318114, 0.03565383584691051, 0.038220199934014265, 0.039293799304826016, 0.03611599164404333, 0.04603654875631846, 0.038317027118250246, 0.036711800198018674, 0.03812453556727691, 0.03780567024960768]"
33,"[0.03927305547475357, 0.03645095757330985, 0.04064320759437967, 0.04269086501966146, 0.03276505402172347, 0.043185612910562665, 0.03931213545799428, 0.03567168753298122, 0.03750283258900444, 0.03653983474682321]"
34,"[0.037356476774296876, 0.04009197603685144, 0.03820219164779992, 0.039938178529281165, 0.04486853763198839, 0.038797785542151964, 0.033627149940557266, 0.03651468164248317, 0.03730057579198909, 0.03852746583198563]"
35,"[0.03277863013962157, 0.04151873083042168, 0.040589687736326985, 0.04160152346273571, 0.038201926335592495, 0.04034153328691836, 0.03600570659220492, 0.04207680159193905, 0.03428061676869665, 0.037525292907601426]"
36,"[0.04095393037549211, 0.04259371981054749, 0.038112770459681755, 0.0418496804988272, 0.03326653026703974, 0.04038641505312168, 0.03883925268701138, 0.03411973913611932, 0.04182120742622353, 0.03290530359332511]"
37,"[0.03692326040561067, 0.031931173427969806, 0.04010537618638721, 0.04296891500798139, 0.04032525062637404, 0.03811468049867728, 0.037141957900270306, 0.044408460780993475, 0.03755118178367567, 0.035189063026388134]"
38,"[0.03772976418695795, 0.03843622169367189, 0.03629743897580173, 0.038342151157046644, 0.039052305884662686, 0.036865041292461265, 0.0418078146074663, 0.0389563932887268, 0.04062464837921853, 0.03675741933587828]"
39,"[0.03409097525009053, 0.036339841635758874, 0.0393104911717338, 0.042815752222142955, 0.03884176811681128, 0.04019106139221962, 0.04155469182187632, 0.03626854686392955, 0.040353916140391966, 0.0353342246995092]"
40,"[0.0423209752006205, 0.0362876972233902, 0.03769077685949407, 0.03925871367385603, 0.03608131761141731, 0.04193395080270257, 0.043425032864694124, 0.033934841026039386, 0.0369940216168374, 0.037124256786837284]"
41,"[0.03436126088974922, 0.04442472069941894, 0.03194855437097821, 0.039313629538185735, 0.038732889546071125, 0.04054018633599088, 0.04034755638614651, 0.03603150918272002, 0.03753844290806385, 0.04085872466182505]"
42,"[0.04196583971691903, 0.03960790538588921, 0.038832748807746675, 0.03649756180925001, 0.035909699573165144, 0.04383750974704337, 0.03169161676191923, 0.03751562810403719, 0.03872324491746271, 0.040159156237630333]"
43,"[0.03696246325338792, 0.03744833427970384, 0.03067858267549617, 0.039558107831620726, 0.03975351340294764, 0.040137286536459094, 0.03835486544462596, 0.035858401456238975, 0.04016644653334589, 0.04526930614837266]"
44,"[0.041335613403273186, 0.03696838471120323, 0.041160699562099334, 0.03858630728140977, 0.03923831719673232, 0.03903148887486696, 0.033998910137765126, 0.038135420371653295, 0.037687678941165315, 0.03879818724060902]"
45,"[0.03891736189335748, 0.04292457941953609, 0.04249841819674749, 0.034351710900593524, 0.037526652088045176, 0.03592311617051047, 0.035447176516865575, 0.04051432504109742, 0.03838986561443203, 0.0378272931715784]"
46,"[0.041177852876848386, 0.039865316760565706, 0.03963620542371993, 0.03128946827220913, 0.04428491055603423, 0.03497068424305949, 0.038157489212120144, 0.036850154077489705, 0.0395545945439949, 0.03866416103060255]"
47,"[0.037664158073480336, 0.04039310466351298, 0.03337642561161136, 0.034604772688496044, 0.03783828019064772, 0.03921980016829152, 0.04678228152205943, 0.04092619703583866, 0.03434376395769145, 0.03908429564233995]"
48,"[0.03765527435996352, 0.039001681323144854, 0.03995678133890068, 0.03944930905778732, 0.03371398135526671, 0.03692249387416968, 0.039043703377091954, 0.04568950902137714, 0.03564859046148894, 0.037568265594163375]"
49,"[0.03909161889647583, 0.04325809802525449, 0.03580282560139836, 0.038822069759225086, 0.03329341547669451, 0.040705466158101666, 0.03856197772963976, 0.037195612247843624, 0.041129032982245906, 0.036965846806108926]"
50,"[0.04235557800269618, 0.03792848551385486, 0.038005477783698005, 0.0374308852242804, 0.03887685284269182, 0.03470110489853062, 0.04033351284662268, 0.0348143575595955, 0.038958696295562145, 0.04140888178203883]"
51,"[0.036484016742557634, 0.03910059711005587, 0.037638763628081495, 0.040785271104608056, 0.03096902787585465, 0.044084387142198644, 0.03932816464837685, 0.041376933326367604, 0.038994027984911916, 0.036132440905632834]"
52,"[0.037143288621031, 0.035466737284955974, 0.03811714039102565, 0.03769925925574058, 0.036844226272953806, 0.04447007997556229, 0.037258222405161745, 0.04705714687242368, 0.03217947650523001, 0.03836068877342336]"
53,"[0.038093189040725894, 0.037573715807180164, 0.04011480212689, 0.03270929319659899, 0.03775884114244432, 0.03725077497556584, 0.04027819797593912, 0.041337086674609336, 0.03926914639058898, 0.04002282153140302]"
54,"[0.03794633494000732, 0.03859764549811828, 0.03761952414098624, 0.04435076874705057, 0.03453854664483569, 0.040845619653132825, 0.03806194347983671, 0.036764804826573294, 0.03947960766370484, 0.03620074610464652]"
55,"[0.03506342724309652, 0.041001720025818034, 0.0415837583653883, 0.03220050329963198, 0.03862933298983162, 0.04115040127970404, 0.03828977147357271, 0.04073386275136792, 0.03545888497981531, 0.040148088697538165]"
56,"[0.03544602996519508, 0.04058945711092232, 0.03518160366855505, 0.04074818691443882, 0.040063944087665226, 0.038404554651941036, 0.04004065924656186, 0.03839486847725804, 0.03927017443775249, 0.03657174852724776]"
57,"[0.027151830481988548, 0.04004839059984022, 0.04559215040280984, 0.036406305574679054, 0.04292547672553393, 0.03969194208347204, 0.03534348920026498, 0.04006648837624338, 0.0358949667096915, 0.041435358398212885]"
58,"[0.04275924336284642, 0.04191921611788363, 0.03444303653695724, 0.04190269939831803, 0.04473805143474274, 0.034383385302137914, 0.03418715794769478, 0.038715355194711365, 0.03801990796801369, 0.033375242209825906]"
59,"[0.04060015544266038, 0.037355648280057885, 0.03128154213504486, 0.034225118445811664, 0.04526094715687379, 0.04606525944268114, 0.03904498699687198, 0.040404101688956584, 0.038400138526275884, 0.032199611456485755]"
60,"[0.03661623728024488, 0.04134885414751188, 0.04033505300133422, 0.03620372876618716, 0.03669268294095729, 0.04157593294522843, 0.03686619555164683, 0.03616532980532461, 0.0392686712595085, 0.03973411677129279]"
61,"[0.040412303349418255, 0.03577419390263936, 0.04077470837016672, 0.03794331730697553, 0.039010383615068256, 0.03629872604002282, 0.040443625835642316, 0.03847858694693751, 0.037116713321845185, 0.038511534678793424]"
62,"[0.03952429169272209, 0.03604251305150319, 0.03982952835051079, 0.04287953149546364, 0.036161673167800834, 0.0364038535369573, 0.038454666726341014, 0.039069437889194814, 0.03746808459889195, 0.03909184769594598]"
63,"[0.042009233913619326, 0.037687402469619435, 0.0447660956271857, 0.0352577310386909, 0.03489165460140198, 0.03704248840036939, 0.03624216215301057, 0.04042399786331485, 0.03904050911814638, 0.03748640684091509]"
64,"[0.040114594940470094, 0.03686140284713646, 0.039207247821362534, 0.030008142720225783, 0.03783349309297923, 0.03909882506553308, 0.043177153519898925, 0.039038696366427206, 0.041093866948580304, 0.038252926538006604]"
65,"[0.03512927431387636, 0.03855235502283816, 0.035555116535856746, 0.037266077852037394, 0.04119711815147531, 0.04004171969696291, 0.04334336634241409, 0.04036291651632151, 0.0385284160275825, 0.034555351183540584]"
66,"[0.035008092737807806, 0.03771217832364693, 0.03945086609081605, 0.036072559973723495, 0.041438706644805756, 0.039705426792915444, 0.04277163108264115, 0.044485971140251435, 0.03420793881363693, 0.03331824173884912]"
67,"[0.03365205835758833, 0.03568097474993037, 0.04239557881362821, 0.03908956352709925, 0.04290663642493098, 0.03315198831178601, 0.04181338447942551, 0.04192637130593779, 0.036520285927203355, 0.03797948655235894]"
68,"[0.0363960956580619, 0.03647208425738535, 0.04148982544755064, 0.037551749327727646, 0.040324473778405645, 0.04239808685461277, 0.033741605274539954, 0.03811621904764251, 0.039810868976399405, 0.03806404195765811]"
69,"[0.03914842293611964, 0.037320208972083546, 0.03587324866681296, 0.042621905687043715, 0.04091003387318237, 0.03792739510001886, 0.04477129043051564, 0.03316799405383919, 0.03576379119992967, 0.03744147765023875]"
70,"[0.03607673277478807, 0.03827820095727963, 0.041046187796873634, 0.03338696652997608, 0.04023780569141555, 0.03956365332988365, 0.04265427192155424, 0.03505269350111051, 0.04062123634844417, 0.03813247096561334]"
71,"[0.03997401192752503, 0.04463182402393173, 0.04009111780620911, 0.04101181091813422, 0.02920329017254142, 0.040987530299181896, 0.03798704540667186, 0.039433515858841806, 0.035514391860861805, 0.035217844726860514]"
72,"[0.043227253657269205, 0.041698883789235475, 0.038267484649838535, 0.03634717667329512, 0.03739997404547879, 0.03493174572362123, 0.03982535559427902, 0.03949971901215743, 0.03405200761194782, 0.03954333098670304]"
73,"[0.040050955136830324, 0.0400621906552433, 0.04411425660889434, 0.03482517768550397, 0.03157845572175233, 0.04143343985810888, 0.03907599158747965, 0.034871264457659756, 0.04085566375277694, 0.03719166307208277]"
74,"[0.039208342744427416, 0.0375808671057698, 0.03437501732597248, 0.037002860066738474, 0.033931308650603786, 0.0365870254929066, 0.04279818484928466, 0.038051320758043516, 0.040450307984320255, 0.044325400346111654]"
75,"[0.03709115203583191, 0.0359054429175002, 0.031590197717306534, 0.041924837988173924, 0.036835582445167714, 0.038262173838757296, 0.039364988485582675, 0.04192954571571739, 0.041199513602174664, 0.0406797422072267]"
76,"[0.040055570753723346, 0.04250481224758895, 0.037350936827016734, 0.0393544793630044, 0.03684750034900297, 0.04081349994558037, 0.03269667913355612, 0.03482286981160332, 0.04154894633418571, 0.03861819217063345]"
77,"[0.04154898669757079, 0.04322714385063475, 0.03969526527893452, 0.03165686821080327, 0.02937073250607858, 0.04147937560253434, 0.03779103537128037, 0.030089760702210366, 0.04543708876491914, 0.04339516237257535]"
78,"[0.037590763422528095, 0.04079654215761197, 0.043670484306448154, 0.04346870375375611, 0.03833043018298099, 0.03470346109653977, 0.03847150256934151, 0.0369924699776919, 0.03610095153518722, 0.034558655920128745]"
79,"[0.03759246179440645, 0.03588319792511352, 0.04072517659079422, 0.03550695885734456, 0.0356378982692207, 0.039155533963630695, 0.03824951484916772, 0.04168944111356854, 0.03953746596690022, 0.04056889100229921]"
80,"[0.04042554467897186, 0.03675655871881567, 0.03763331384391955, 0.04587827305140624, 0.03816515604324611, 0.038986897031923595, 0.03939632694891693, 0.03667101550919416, 0.03962019292046515, 0.030882062742193406]"
81,"[0.03541458641406159, 0.043097452532045, 0.04102136693774605, 0.036184011128681304, 0.03820050033764544, 0.03374944135444924, 0.03943399028416028, 0.042276490219329776, 0.04057645169133228, 0.03463256426731898]"
82,"[0.03982861075492594, 0.03961159395772007, 0.039111674700796795, 0.04099849629473551, 0.037770470139078305, 0.035266762184923084, 0.039657852698553375, 0.03720960266025475, 0.03804888591561251, 0.037110932829894305]"
83,"[0.04194682630595448, 0.041096772927881164, 0.04114765308382051, 0.03652431145655277, 0.03539325338575827, 0.036669997558418044, 0.04289128041754309, 0.03377735258904635, 0.03616506654072771, 0.03914913659982111]"
84,"[0.040738871530360266, 0.03600818085889801, 0.03339125707854551, 0.0357414816933489, 0.03548726202556829, 0.04319139451230314, 0.03855653671096915, 0.03542965822360089, 0.04299533726027882, 0.04318212024343626]"
85,"[0.03995057322641338, 0.039758098095289296, 0.037769856505998844, 0.03820398411666903, 0.04029017981101901, 0.0392762720499269, 0.03328775592826072, 0.03409940235602482, 0.040069697729993914, 0.041653745826655264]"
86,"[0.03612832536601984, 0.03065621305717592, 0.039691023011997784, 0.03878428298939618, 0.03987291649124669, 0.03642528659744704, 0.03711870078548718, 0.04241509595985005, 0.04011929514302537, 0.0432498806183782]"
87,"[0.04086063947545138, 0.039337547849490284, 0.03525124521266487, 0.03827237873639511, 0.04150353718829636, 0.03437227855234615, 0.03578529558792698, 0.03313667065354586, 0.04297265926990057, 0.043194778746457385]"
88,"[0.03324747349527857, 0.03880713304816619, 0.043821027434820636, 0.0391302344309038, 0.03657708370085666, 0.036010089099772546, 0.038286414917318656, 0.038774058540147704, 0.0411694474052261, 0.03886964682788496]"
89,"[0.03919216390846558, 0.03532577423070993, 0.03603995012465577, 0.04049804273426416, 0.04325225474873273, 0.037613883049126384, 0.04070167817525072, 0.03363616503755784, 0.04012794259134844, 0.038124523623656925]"
90,"[0.041862313961903985, 0.0332820131896332, 0.04315148597155216, 0.037852622770582656, 0.037887361505594574, 0.037413546072052384, 0.04150434900455169, 0.03986977412435255, 0.038017309043523295, 0.03417589588729997]"
91,"[0.04181154340894344, 0.0365696048164984, 0.03885878147707711, 0.034791905516656896, 0.040278463875330184, 0.03929220091697316, 0.035622091394891364, 0.03731017495183253, 0.042790831767902104, 0.03784108509679496]"
92,"[0.03429329017145033, 0.039166001004077744, 0.038029623706563265, 0.03595818683175167, 0.038156591424086894, 0.04302412155417534, 0.03891279004884196, 0.03660847252841892, 0.040193257597576526, 0.04049581907946975]"
93,"[0.03906258795089668, 0.041517240368766806, 0.04243236049180199, 0.03919766510238498, 0.03759344864717118, 0.042574086286367496, 0.035310121903008085, 0.03014565288547555, 0.03913132741656933, 0.037434678428707735]"
94,"[0.04548783377083665, 0.03796918506850311, 0.03787059844003782, 0.030178279433269006, 0.04317261933376315, 0.03916021550553761, 0.03907406173939587, 0.03821970676176378, 0.03558840468311231, 0.0379971829163025]"
95,"[0.03559391553989821, 0.03947395911818208, 0.043863631085951704, 0.03946876138719102, 0.03652808379810002, 0.03941789994804179, 0.03687291993766717, 0.03758153010136456, 0.03922993570583977, 0.036625680155003004]"
96,"[0.0373913691883464, 0.03982838505912889, 0.040047932788629836, 0.040649935355004385, 0.038574343027836244, 0.032168081190441344, 0.04007147940014888, 0.037570874924969244, 0.03990564859821011, 0.03842097206462225]"
97,"[0.03622085147430032, 0.03758716291372688, 0.03791004949188681, 0.038871797140211495, 0.0321429010894434, 0.03502182365160833, 0.03929666536212573, 0.04107349091677759, 0.04185107922967535, 0.04456500814395992]"
98,"[0.038099136551986046, 0.03966022192625274, 0.038146855022129667, 0.04476910691710401, 0.03128003346929842, 0.03553958913515254, 0.04006444243752827, 0.038456656412789836, 0.04008710530450044, 0.03867173697803317]"
99,"[0.04101312798810297, 0.04238432957836413, 0.03434460682189966, 0.03616968875876225, 0.03977678409447427, 0.034083412105623045, 0.03285768691522184, 0.03817842614231837, 0.04153690390000908, 0.044650089786493985]"
100,"[0.04270380548978414, 0.04050396495993891, 0.03743934073204436, 0.04135073266941136, 0.032667182794609784, 0.03650671155890517, 0.04041936923875766, 0.037812585119503805, 0.036448835668587476, 0.038159959891387096]"
101,"[0.03890239368119097, 0.03643213706750714, 0.03829936213879048, 0.044983165920549406, 0.03440039491421487, 0.039314434927345765, 0.03650229961465046, 0.040822525002656485, 0.03820741011681761, 0.03722950874838915]"
102,"[0.03839904356563473, 0.042312698855747066, 0.04412853795562144, 0.04101310267262659, 0.038458907397258324, 0.03170702438060913, 0.03862603421095445, 0.03986606361594269, 0.0364065154419424, 0.03392273206060492]"
103,"[0.04314930357585289, 0.044165470987064914, 0.04179760257699228, 0.03346905763617514, 0.03536417452287366, 0.033906638144103884, 0.038697044455565655, 0.04062964665943802, 0.033542786080686504, 0.040107481336507544]"
104,"[0.035603909386058286, 0.042988911162242904, 0.039730574574695754, 0.0358655491466523, 0.03903672180564777, 0.038360871318896095, 0.04040856789098235, 0.038365473088127766, 0.03815097461586403, 0.0364227355076332]"
105,"[0.03418937129449939, 0.03864380932919842, 0.04077159633590566, 0.041559351584761206, 0.037770406095541276, 0.04045119197172664, 0.03471568664160318, 0.037506211226240094, 0.034912991089266154, 0.044047806017491586]"
106,"[0.036207675978700005, 0.04096669052215507, 0.04115019654925156, 0.039725543594681945, 0.03607512622163489, 0.03604494680629322, 0.03938525589235553, 0.037086370698893756, 0.04283929375713158, 0.03488600438968548]"
107,"[0.0330453331285524, 0.0421846372734751, 0.040921736057353275, 0.039818718096762296, 0.030757206162726924, 0.03891848177191681, 0.0397810454362858, 0.04016521687295205, 0.04100052073767546, 0.0376744862728029]"
108,"[0.03802644625176965, 0.03797265290876772, 0.03604124120794128, 0.044690171200499895, 0.037649989064434175, 0.038711006476467746, 0.03403105635849202, 0.04064288150292561, 0.0369436842373182, 0.040106152101833104]"
109,"[0.03536760072257639, 0.03965107192752382, 0.03917461148279944, 0.031605515605385937, 0.03797734991212842, 0.03560791354600468, 0.03764503212280235, 0.04348554173199504, 0.043592328806890346, 0.04020269412506172]"
110,"[0.038712960882234304, 0.03480681083695869, 0.04225894863214008, 0.03601784529223073, 0.039260680324665787, 0.03707449219279779, 0.03840959173718472, 0.03784161088361604, 0.04298662377714435, 0.03751374022128695]"
111,"[0.038912011771338295, 0.032003479185671146, 0.039583351741181216, 0.03807778612035351, 0.03610648800233218, 0.0385218722155144, 0.044772322404060816, 0.032726400742785544, 0.04048663957966481, 0.042994489620554965]"
112,"[0.03508420333897111, 0.037413317990325545, 0.03461915425175932, 0.03760772754771402, 0.03671355984719449, 0.04219589537750579, 0.04306933477407737, 0.03892913377490792, 0.03847926068231211, 0.040063422249973724]"
113,"[0.044215521348109466, 0.0361739022924894, 0.040380243409116945, 0.03871378544007964, 0.041646192038933716, 0.035854242381657575, 0.03632095401190616, 0.03450620119366454, 0.03886353012271471, 0.03802758301908171]"
114,"[0.036263997300810646, 0.04234253892524065, 0.03882703629808837, 0.04117761308151102, 0.0337975148131342, 0.03736710120655018, 0.040060701978637314, 0.03949298388726841, 0.0397386184162104, 0.035544623126777086]"
115,"[0.033741205326998314, 0.03736579958592634, 0.0408388859547405, 0.03498969084576975, 0.04445522328065843, 0.034498969635005206, 0.03914754536309317, 0.038572160867186844, 0.04060495054263091, 0.039947643505416686]"
116,"[0.0374003325526443, 0.03852893267079793, 0.037952165099796265, 0.03620618359149863, 0.041637204276099404, 0.037091848098012026, 0.0405141362701531, 0.040891162313200224, 0.03898912717822922, 0.03525762836120416]"
117,"[0.03733198484865674, 0.03672382474970637, 0.04334848484294207, 0.03717917504383883, 0.03878835729380259, 0.03872847182363415, 0.03847360990322635, 0.03716385760341878, 0.03941467162248369, 0.037405876949828776]"
118,"[0.03844189234800577, 0.03868824129046089, 0.03857088334877845, 0.0416255346694695, 0.035560833741705045, 0.03687399341404507, 0.03601283461760374, 0.04093100207578737, 0.04585296381838633, 0.032003875485723476]"
119,"[0.038753267947255976, 0.03896511440047867, 0.03783333358714902, 0.04190294596971744, 0.04202491335755543, 0.03576080864701914, 0.03576688749302037, 0.03772520867169382, 0.038863117581384055, 0.03739191118041163]"
120,"[0.034799718257614076, 0.03900735215237505, 0.042693561359057886, 0.04020867397808425, 0.036239532723195134, 0.034111135318176, 0.033487728491168434, 0.03954559839788907, 0.04059200501416371, 0.04376561226777709]"
121,"[0.04112335758257579, 0.03869344630445015, 0.039090644122694806, 0.04306470867578427, 0.040799371972702114, 0.0387837060704771, 0.03607053217615408, 0.03954655415488606, 0.027258511235833338, 0.040032632811723534]"
122,"[0.038708599969852986, 0.03398295812530017, 0.036001180435349056, 0.035016332581018994, 0.044112065044773496, 0.04090499439879558, 0.03750588902161911, 0.03981694541658398, 0.032169038292932384, 0.04690700497207945]"
123,"[0.03715844743419805, 0.04216532538301221, 0.041907020734281986, 0.044901457576165815, 0.036184337160146796, 0.032890887745449016, 0.03489948558543754, 0.0401782696552514, 0.03804052756663845, 0.036210765935158484]"
124,"[0.03968658067095199, 0.041190957399135475, 0.043044558411749256, 0.03905356702240992, 0.037506400817392094, 0.027671992594354045, 0.0464659583276128, 0.03687075846007981, 0.035869934484915156, 0.03705176765247209]"
125,"[0.03750121404846285, 0.0366140655939321, 0.04076998476596516, 0.041069711735327585, 0.036517424828791056, 0.03726251286147697, 0.037115827719949035, 0.03875377041685546, 0.0386023707461457, 0.04042190972871551]"
126,"[0.03610716480409182, 0.036099955602920786, 0.03992125004792768, 0.038904593989431024, 0.04440505256100202, 0.03716616460354616, 0.03926081576119311, 0.04007232095869695, 0.0344223933873532, 0.038712659153212425]"
127,"[0.040991602510407454, 0.04141375668143943, 0.031330067078051305, 0.040981243909446796, 0.03974562642995583, 0.04016084066495751, 0.038794081989223184, 0.03759372225761648, 0.039563300442858496, 0.03430000793939547]"
128,"[0.045571497729432586, 0.03361846155099191, 0.03535347543400624, 0.0394606612642463, 0.036902272677864834, 0.03651101388565581, 0.03907907564301838, 0.03937727431738347, 0.037763054727768974, 0.041529437714989514]"
129,"[0.03909803621314534, 0.03394705055640079, 0.0404812981753051, 0.04209007172363899, 0.03427846512179766, 0.04178580466374582, 0.033361583113075244, 0.03717700941841895, 0.038266740689983814, 0.04417768362680252]"
130,"[0.04574835124178478, 0.04398377012134702, 0.036321054894031146, 0.031075938457649444, 0.03616440425588929, 0.03992057640714586, 0.032061880969247, 0.03658685595427991, 0.040067637394543776, 0.042219858352606665]"
131,"[0.03286962776229985, 0.040074217383646915, 0.04120785244377423, 0.03940178186744092, 0.04219475478893975, 0.038160267654983926, 0.03656326033003299, 0.04140250749368246, 0.03808660802203212, 0.034504230423852866]"
132,"[0.04303241554291537, 0.03998109039490372, 0.040038599560040744, 0.037121161106845046, 0.037924930468186124, 0.03984691583515343, 0.03841582656125386, 0.034840363188315626, 0.03788680711434189, 0.035452778245836924]"
