,roc_auc
697,"[0.6700013023836471, 0.6822537416699519, 0.6785001274509149, 0.6727073167502899, 0.6687020512124779, 0.6700782568775235, 0.675927715455831, 0.6687904823720685, 0.6763189418752885, 0.6769708471781558]"
698,"[0.6783919117544647, 0.6746034271757165, 0.6672871072608271, 0.6710032044049186, 0.6796043434022493, 0.6722947333417605, 0.6730190843694549, 0.6655567002762881, 0.674661091897262, 0.683860652188509]"
699,"[0.672146980350332, 0.6726979374815535, 0.687145348103342, 0.6773328397761766, 0.670363729857521, 0.6719276434724404, 0.6668340695136195, 0.6815915907201642, 0.6724429244406943, 0.6677545197798817]"
700,"[0.6738605309821035, 0.682089727042215, 0.6832383333564258, 0.6744548206980723, 0.6652927051861217, 0.6664068497244483, 0.679244099581939, 0.6758301365583393, 0.6676119812042728, 0.6721204437430316]"
701,"[0.6654239377714847, 0.6820210032425394, 0.6731427172956385, 0.6684068811763234, 0.6715298507984427, 0.6824185780051626, 0.6722367462170902, 0.6796970556123811, 0.6733538797305404, 0.671987628454569]"
702,"[0.671802049343888, 0.6770876304624048, 0.6793530461894574, 0.6744828177698518, 0.6741232594624065, 0.6665689667073005, 0.6879520923296305, 0.6736857796793613, 0.6679068679305662, 0.6674663907608627]"
703,"[0.6763982996084913, 0.6666735732466138, 0.6683064285725829, 0.6729999127083353, 0.6730361858725188, 0.6726416754885969, 0.6815565115287192, 0.6838550089262855, 0.6728890511990063, 0.6718282591913539]"
704,"[0.6772625678977794, 0.675092002636219, 0.6728629009317328, 0.6745486769429191, 0.6697567740429201, 0.6662329201291801, 0.6669938757279399, 0.6772089662395174, 0.6798182443781688, 0.6806727719039818]"
705,"[0.6824198082964635, 0.6667008575666066, 0.6727075845996875, 0.6633559270504629, 0.6720936964794911, 0.6751869711370393, 0.6783159787201553, 0.6781605534324229, 0.6748959676397378, 0.6763516767906327]"
706,"[0.6773589165039701, 0.6702361109691157, 0.6731067755383368, 0.6684397585549238, 0.6836466538736952, 0.6798009448600871, 0.6604318968936352, 0.6828633714387087, 0.676056562990842, 0.6682640908732878]"
707,"[0.675043998576385, 0.6872592794335483, 0.668516640411675, 0.6717229429751901, 0.6712005049950827, 0.674395934688983, 0.6742511008020066, 0.6704829773172963, 0.6672846638411214, 0.6802149372361589]"
708,"[0.6781841968165364, 0.6659521958012147, 0.6704557293158658, 0.6708248212459376, 0.6769861700185582, 0.6686300178838049, 0.6781344176869656, 0.6661760225613814, 0.6855890856923788, 0.679317874302866]"
709,"[0.6683641614673164, 0.66647292680889, 0.6789383790034108, 0.6813028717686537, 0.6741697699213626, 0.6774895770719754, 0.6694738978401333, 0.6725460078554509, 0.6687856741546908, 0.6826015750617059]"
710,"[0.6783955617699844, 0.6644350559548287, 0.6748970037349467, 0.677041396932487, 0.6710484391743708, 0.6744179074192268, 0.6775432922257449, 0.6773940410936179, 0.6681146583463062, 0.6773630212735532]"
711,"[0.6778179513537916, 0.6761324341123622, 0.6737671650378487, 0.6781456991404069, 0.6708954926285213, 0.66963197438292, 0.671440380020004, 0.6763666389017311, 0.6727107485476016, 0.672874423124322]"
712,"[0.6840079781712366, 0.6688944941949229, 0.6855042984017344, 0.6789571920187272, 0.6661611864286467, 0.6668691396254238, 0.6672973127768576, 0.6718275313552221, 0.674521055671591, 0.6760369574651013]"
713,"[0.6709694916993835, 0.6731181931863871, 0.6648388593509013, 0.677880995838274, 0.6868990537725189, 0.6612200369363411, 0.6807725753596098, 0.6710037037851514, 0.6748799862070108, 0.678270920154128]"
714,"[0.6726183998299273, 0.6696822846714656, 0.6754383727656981, 0.6855956486657768, 0.6811772821799215, 0.666763429909778, 0.6776840856726558, 0.671843597779258, 0.6715181222089944, 0.6681476929986665]"
715,"[0.6804993825935189, 0.6757831176395099, 0.6707277689676008, 0.6721256749736723, 0.6711689804829312, 0.6761351171461585, 0.6701502357283531, 0.6801151866813149, 0.67048502408505, 0.6733591569186134]"
716,"[0.6777539580468669, 0.6764798756394315, 0.6810286393837146, 0.6692067339553989, 0.6761591055566147, 0.6756949180107548, 0.6720346424970507, 0.6659781136352976, 0.6786966375465193, 0.6670719095987346]"
717,"[0.668953611734847, 0.6753456242370037, 0.6845923256807519, 0.6796237375145637, 0.6694086061446033, 0.666239693541065, 0.678863226818193, 0.6751112923326665, 0.670916427397809, 0.6712863709978388]"
718,"[0.6701470487745037, 0.666138332973265, 0.6785213329515284, 0.6849498546885239, 0.6767445063044394, 0.6726492025106513, 0.6814478055316766, 0.6672071428660927, 0.677739736205267, 0.6649534137829907]"
719,"[0.669116545885353, 0.682184282419388, 0.6712632271523238, 0.6729029830051465, 0.6733561796460643, 0.671824239985506, 0.6736772175782786, 0.6778539158101947, 0.6770901379691303, 0.670936655104932]"
720,"[0.6724040930729259, 0.6861755653106811, 0.6671150889299041, 0.6707522839972114, 0.6687913767166673, 0.6820598550246522, 0.6782936291848269, 0.6700944095581448, 0.6724835478893283, 0.6721635195854342]"
721,"[0.6767021497810565, 0.6767892053750963, 0.6668435078000197, 0.6699410725877497, 0.6777092498965692, 0.6714093276491635, 0.6772852488399895, 0.6741182792795393, 0.6757621349530127, 0.6735418239226325]"
722,"[0.6735768376116629, 0.6732224002215141, 0.6776083296913381, 0.6729054526673887, 0.6721433076357107, 0.6708381229194118, 0.6738068703061777, 0.6755484770273926, 0.6736183794814499, 0.6769308640767838]"
723,"[0.6757361622781647, 0.6780957247985632, 0.6778436104181176, 0.6775339855941331, 0.6685418227948701, 0.6830924689302416, 0.6821812725185301, 0.658472891797796, 0.6748850771948162, 0.6634463587729282]"
724,"[0.6696999354927854, 0.6735512511844617, 0.6831633990825823, 0.6760991209110134, 0.6799184217899462, 0.6735792119376791, 0.6701716682199813, 0.6656928721861354, 0.672109149107285, 0.6759233525944945]"
725,"[0.6705653432769684, 0.6733859154690182, 0.659811621246279, 0.6678638914297255, 0.6762501879712596, 0.6684493557350344, 0.6778620874867317, 0.6876700242148567, 0.6803644878413587, 0.6777945154157109]"
726,"[0.6786942410872298, 0.674146185554913, 0.6734331568390423, 0.6796672834708648, 0.6665817553810808, 0.6782462470803735, 0.680762614993875, 0.6734387498976498, 0.6705942736859819, 0.6642741506651909]"
727,"[0.6760484837554062, 0.6786173864693998, 0.669568494075689, 0.6790779239997401, 0.6685474521720398, 0.6738157365752202, 0.678616142558638, 0.6738676358008702, 0.6677408817456453, 0.6742310374010758]"
728,"[0.6770261885344877, 0.6609283262432538, 0.6808356334635529, 0.6793295163008513, 0.6748881556251851, 0.6785778945726249, 0.6651286723991038, 0.6725913288814886, 0.6881830052890323, 0.6627788489793391]"
729,"[0.664027747817486, 0.6783688676266305, 0.6677068272668654, 0.6748721345993525, 0.6740487383122099, 0.6747700748992265, 0.6758158996818838, 0.6758081184298929, 0.6822209590073116, 0.6724575298080286]"
730,"[0.6682088542149117, 0.6758654654399008, 0.6734224156242165, 0.6830660153973636, 0.6672629327177386, 0.665579163307124, 0.6650830063467232, 0.6772143050681882, 0.6842448378382776, 0.680036402969787]"
731,"[0.6763936599121465, 0.6735141971711871, 0.6720132917221877, 0.6724043700019644, 0.6800581574587278, 0.6739029329036895, 0.6772097607080695, 0.6755724518183878, 0.6725278590115552, 0.6668560399079674]"
732,"[0.6700822292202846, 0.6766884803821381, 0.6727761177269105, 0.6759122619075354, 0.6770497774407577, 0.6706926670770544, 0.6805252550293991, 0.6737126327164256, 0.6690784354730511, 0.6739468594609066]"
733,"[0.6914884443686516, 0.6697682098502515, 0.6804411820972949, 0.6778939116270228, 0.6697827554344872, 0.6702125720008689, 0.6622249080000878, 0.6770302970718577, 0.671546479147314, 0.6694369709005861]"
734,"[0.6784337371188729, 0.6754411511357206, 0.6780843116903332, 0.6688141620747444, 0.6768757525092631, 0.6739768457179661, 0.6705268955388621, 0.6768808552672784, 0.6683947353391178, 0.6729047556020668]"
735,"[0.6749421386283521, 0.6720458649328281, 0.6808132430698417, 0.6645587842172386, 0.6823623341714871, 0.6668140443662837, 0.6764440564572779, 0.6732907744550269, 0.6766251913593775, 0.6723016620181392]"
736,"[0.668961311270073, 0.6742067603771529, 0.6696757654895172, 0.6817676404115117, 0.6812585812818235, 0.6782311340186004, 0.6621692997412538, 0.6811232129201686, 0.6753496514040336, 0.6673552428254947]"
737,"[0.6780445519441608, 0.6690642153767745, 0.6814608302761123, 0.6717420737779272, 0.6787469801796349, 0.6812974739223189, 0.6616308725140557, 0.6744185611533497, 0.6764699412094, 0.6673381850643916]"
738,"[0.6782449123732057, 0.6743563792347239, 0.6731478336731149, 0.6730663121200182, 0.6724382643003115, 0.6688640546998228, 0.6717845120180755, 0.6707432270557164, 0.6824815394696608, 0.6753608960836107]"
739,"[0.6676781673813221, 0.6694340064391723, 0.6773354910312308, 0.6722276438773922, 0.6737348460571451, 0.6736106093348619, 0.6827963319123636, 0.6756849077069969, 0.6720570130323475, 0.6756081836634389]"
740,"[0.6772136649535261, 0.6793792772711409, 0.6758905933452518, 0.6659639720950685, 0.6763874312786973, 0.6744646948072209, 0.6709131025914584, 0.6678284263535553, 0.6773136146220509, 0.6744956279813842]"
741,"[0.6644288999585041, 0.6750493828032589, 0.6729238343997764, 0.6824362923839666, 0.6673589045188444, 0.6681836264335141, 0.6761475017759323, 0.6816638192611103, 0.6727777942683597, 0.6791893507034991]"
742,"[0.6734195146790458, 0.6714336202275798, 0.6739606022409389, 0.6795564210591803, 0.6735226911749652, 0.680108172658954, 0.6673991409461484, 0.6742003229119701, 0.6715058102839806, 0.6751433732977844]"
743,"[0.6697739935813116, 0.6695751721513479, 0.6797765614852651, 0.6687740436827684, 0.6732429701472857, 0.6820217523128888, 0.6713139006264933, 0.6785046536517526, 0.6748123137634006, 0.6722147246590338]"
744,"[0.6636726612330344, 0.6751179250101225, 0.6767335607977002, 0.6790536586602456, 0.672570908769787, 0.6757681453121662, 0.6796161923332278, 0.674144283370208, 0.6689973111954719, 0.6748466926908638]"
745,"[0.6812403266644038, 0.6730276964085609, 0.6795540149544224, 0.6755650382918407, 0.6692523682290374, 0.6673097564242951, 0.6767034300103804, 0.6704743607383701, 0.6762249061986633, 0.6708248986125919]"
746,"[0.6730730310540596, 0.6711416961629385, 0.6672925913637474, 0.6848031095372019, 0.6629897224461009, 0.676321145362522, 0.6770689491018773, 0.6791805193986611, 0.6744072918495365, 0.6737209849118563]"
747,"[0.6759243469091696, 0.6693959173468695, 0.673213220704871, 0.6711215847590168, 0.6675943804578968, 0.6774296287449364, 0.6787913660026914, 0.6672517057421409, 0.6809536709028532, 0.6789538845699308]"
748,"[0.6693974381866693, 0.682588004098695, 0.6815001632791771, 0.6718560641257971, 0.6751723438360381, 0.6719457028775868, 0.6736661494963915, 0.6669918464282664, 0.6835855344808743, 0.6637685806068044]"
749,"[0.6736180319410497, 0.6748502208867726, 0.6636431478612752, 0.6746217498904405, 0.6691951574136382, 0.6865487158400995, 0.6783060501331628, 0.6714592475131637, 0.672869786283511, 0.6752876694222611]"
750,"[0.6860170711044269, 0.6691778107602784, 0.6647452255572488, 0.6670441542377434, 0.6650177827484977, 0.6840224965165504, 0.673645901897861, 0.6692396521923819, 0.6845288204952398, 0.677247808722587]"
751,"[0.6717041390395145, 0.6706838507460351, 0.6704015964986292, 0.6744724215813687, 0.67780590267072, 0.6773736164420958, 0.6743972285377682, 0.6683213191831614, 0.6698268833439519, 0.685254551933489]"
752,"[0.6746171374330175, 0.6790794357598994, 0.6725958914008886, 0.6738861491880468, 0.6710339480679787, 0.6765176015461102, 0.6686818263130491, 0.6851311297130348, 0.6752347658389032, 0.6634299095687972]"
753,"[0.6745562039649737, 0.6792577190428336, 0.6890678757430846, 0.6696907241974003, 0.6720363040712799, 0.6615024636969183, 0.6789117801962834, 0.6635303060879408, 0.6831873611036833, 0.6686607292336383]"
754,"[0.6681962380543028, 0.6707362130333555, 0.6819807622754155, 0.6717725859101519, 0.6698107888248293, 0.673674316633108, 0.6765321652896272, 0.6789831234722711, 0.6725338810006987, 0.6762346658175692]"
755,"[0.674210809896859, 0.6697415293263583, 0.6665793628957836, 0.6734098811803729, 0.6730729811160365, 0.6820758896699457, 0.6754520512442566, 0.6786440442941915, 0.6744365071256754, 0.6721544911431889]"
756,"[0.6681626343044548, 0.6757045333501464, 0.6805643837405501, 0.6784584655200374, 0.6676823076974342, 0.6718581206643921, 0.679538988149235, 0.6737184936244307, 0.6820191814977754, 0.6622011013391595]"
757,"[0.6641893427210037, 0.6824110691423894, 0.6735338273541569, 0.681954776344028, 0.6843893548550355, 0.6648007657187782, 0.6682267274874261, 0.6752872239886863, 0.6731671208621033, 0.6725849225813803]"
758,"[0.6667729816916856, 0.676164376287981, 0.6801276757269555, 0.6681486607375766, 0.674097473283112, 0.673316251926541, 0.6713503780825902, 0.6694964062691722, 0.6778675922085524, 0.6831515516131883]"
759,"[0.6762314657523493, 0.6746458381769433, 0.67154031054441, 0.6760181214372512, 0.6702774732718534, 0.6728954741423732, 0.6661059050368742, 0.6807383768933025, 0.6746437843553118, 0.6772451337967911]"
760,"[0.6706351838724374, 0.673665563859573, 0.6766545043670257, 0.6808667357724166, 0.6662522052858072, 0.6715699101727549, 0.6747485561510125, 0.6665697747953135, 0.6770936712327452, 0.6822345289194992]"
761,"[0.6810840478904554, 0.6587839330457134, 0.6716643520544203, 0.6708593284200252, 0.6951011153267077, 0.6687680874385369, 0.6751517375917041, 0.681222825657154, 0.6636151697521534, 0.6740936533938514]"
762,"[0.677897747775175, 0.6747034621159895, 0.6737509851183056, 0.66653928082237, 0.666917434233757, 0.6804557730797337, 0.6762863839584977, 0.6793538860562125, 0.6696061224900567, 0.674415920642427]"
763,"[0.676780325486593, 0.6716151404023868, 0.6824375045159863, 0.683195005311499, 0.6650165933155794, 0.666652876205874, 0.6795418618554838, 0.6682668095608397, 0.678453133011153, 0.6686662516610881]"
764,"[0.6776017424120855, 0.6684136455085679, 0.6740701617241979, 0.6744182706048507, 0.6653831247870029, 0.6803672919821198, 0.6746126747896642, 0.6708834030870668, 0.675615495430046, 0.678913887844149]"
765,"[0.6668506489373488, 0.677524529148452, 0.6748896991640866, 0.6826046788586507, 0.6694470039446861, 0.6793030627679731, 0.675329662228835, 0.6710528972779037, 0.6684656685581466, 0.6747961506718759]"
766,"[0.6832358137561603, 0.6669692063444388, 0.6738638268916401, 0.6689389889736663, 0.6652590061000476, 0.6779784385411567, 0.685069020431534, 0.6726441042924564, 0.6716309141564811, 0.6745576462949161]"
767,"[0.6804195226146517, 0.677879334264045, 0.6718392486314122, 0.6740575773423306, 0.6793383961893548, 0.676730682551631, 0.6753498780486232, 0.6704906132950379, 0.6660680222094593, 0.6680340881280599]"
768,"[0.6762495024583944, 0.6763815431317703, 0.673726638062046, 0.6735546197311232, 0.6765291009109259, 0.667626785695186, 0.6824290967687936, 0.6647624587151011, 0.6787833614565374, 0.669900078215012]"
769,"[0.6759863472349834, 0.6633120587669206, 0.6749006719097475, 0.6680867330488878, 0.6848803636592179, 0.6703595441432061, 0.6811403643612558, 0.6714713234351571, 0.678368284728221, 0.6719053688095041]"
770,"[0.6735837971561803, 0.6717238963374528, 0.6825414573211767, 0.6735261641374934, 0.6772888398378455, 0.6699590411964903, 0.6763272060226201, 0.6737734390695008, 0.6687921139590689, 0.6726458918153556]"
771,"[0.6728826355305694, 0.6759308161530946, 0.6775521721142482, 0.6634704576369483, 0.6757210809951338, 0.677659007705328, 0.6629212664958228, 0.6783739340660834, 0.6785126444332769, 0.6772446978156765]"
772,"[0.6729469965629383, 0.6701401391680096, 0.6817874885058558, 0.6697520163112475, 0.6733273290880687, 0.6813794903158279, 0.6735780724427841, 0.6699886226655541, 0.669736680667958, 0.6775941957180259]"
773,"[0.6748472836230395, 0.675609741902318, 0.6678394898956221, 0.6812395957533359, 0.6768619650750172, 0.6743127379421965, 0.6849963787669409, 0.6649856544402466, 0.6688360935539901, 0.6706921105729489]"
774,"[0.6652262785355173, 0.673887007214083, 0.6857972893241457, 0.6749274931680698, 0.6616344771313728, 0.675465657085691, 0.6746241786943, 0.6810507074501846, 0.6731883249852639, 0.6743325801275156]"
775,"[0.6666542245325023, 0.6750276870020533, 0.681947716923464, 0.6732140469521652, 0.6838665718485852, 0.6684378336711172, 0.6711059087595269, 0.6706142144424795, 0.6746174029564169, 0.6747022421564092]"
776,"[0.6741304596173996, 0.6664827419003749, 0.6836724854511925, 0.6673053936569885, 0.6787269777314004, 0.670152959620532, 0.6810594511440792, 0.673296653522313, 0.663668404862817, 0.6818907123960476]"
777,"[0.6635163461405236, 0.6835182541361985, 0.6778925224420115, 0.6810088684663156, 0.6700974648572057, 0.6661412112193342, 0.6770470671680395, 0.679050162998616, 0.6728522198777741, 0.6693356052914736]"
778,"[0.6678700701251514, 0.6714754047336052, 0.672592336721595, 0.6658202686233462, 0.6864785892359517, 0.6714020684765066, 0.6812993352486412, 0.679292317013327, 0.6644723086231833, 0.6799764918983081]"
779,"[0.6800529321255645, 0.6692577887744735, 0.6702773007586821, 0.6750868227012591, 0.6736266757588977, 0.677155419059099, 0.6686893351758224, 0.6708243037064239, 0.6765730870747295, 0.678825333721744]"
780,"[0.6803102173613297, 0.6661235240794521, 0.6746952178023277, 0.6697057691618687, 0.6845727908340083, 0.6629531314944968, 0.6727053283089991, 0.6736099147423564, 0.6734002799289409, 0.681941990133166]"
781,"[0.6738297918588638, 0.6715287203831884, 0.6747951392470932, 0.6762155990804066, 0.6814498030526078, 0.6664956122909207, 0.6723702396329616, 0.678972849858936, 0.6687084373753821, 0.6757958689917443]"
782,"[0.6866545572105338, 0.6758396520216846, 0.6744311001370135, 0.6778740362937568, 0.6619163046356704, 0.674596204321622, 0.6694308421844243, 0.6746763139906058, 0.6711862452100209, 0.6733560778019925]"
783,"[0.6710523025614447, 0.6817332376532913, 0.6826991071208552, 0.6665871668468764, 0.6754869579225303, 0.6750642643341968, 0.6658572273003946, 0.6752682883982222, 0.6815095241164406, 0.665072236802561]"
784,"[0.6635895462030132, 0.6674380018079018, 0.6719226996081354, 0.6688972180871017, 0.6769703305855375, 0.6777231326670414, 0.6832289359284084, 0.6847607439341783, 0.6750577620479022, 0.6703319175088852]"
785,"[0.6737623255894108, 0.670189636828722, 0.6769961576232145, 0.672555827486756, 0.6774458949210652, 0.665293240884917, 0.6727754730724282, 0.6792706075926607, 0.6721316248420295, 0.6800883165126975]"
786,"[0.6651450202919981, 0.6689369324350712, 0.6851259043798715, 0.6629174394273115, 0.682460330732446, 0.6741484917836242, 0.6691090642615015, 0.6840455678833066, 0.6711626114004412, 0.6772281032845072]"
787,"[0.6739818259008333, 0.6710045118731646, 0.6775088122905792, 0.677893779972234, 0.67049459925726, 0.6834693511919452, 0.675337729489505, 0.6646055125875688, 0.6622004655333676, 0.6838319728058234]"
788,"[0.6681909355441943, 0.6766103273757029, 0.6753619267316949, 0.6725161358378879, 0.6748777730561628, 0.6762949188206585, 0.6692486864347753, 0.6796526016920201, 0.6680372853228992, 0.67899093842319]"
789,"[0.6787023083478997, 0.6771556551297545, 0.6788827889038584, 0.6766370850765411, 0.6763773801165571, 0.6785808091372563, 0.6565824425282811, 0.6764901855713288, 0.6763628442652208, 0.6647156859973912]"
790,"[0.6651175816181151, 0.6682128356373135, 0.6699256054199934, 0.6733478354563561, 0.6796917621819132, 0.6737023137048876, 0.6835681240621753, 0.6710308473707148, 0.6786700472400069, 0.6769266132609177]"
791,"[0.6705317259076594, 0.6749049620399294, 0.6676911240284535, 0.6737149026265747, 0.6786329262742808, 0.6697144039000761, 0.6820818413743569, 0.6703255726679139, 0.6776344286002448, 0.6748052608605801]"
792,"[0.670387427719478, 0.669248527541065, 0.6857957003870414, 0.6826966419984334, 0.6732991595031178, 0.6715913199652815, 0.6717680914880567, 0.6649172302687107, 0.6781195529609512, 0.6720601103148482]"
793,"[0.6765736819462552, 0.6681302472264466, 0.6798784350527588, 0.6771406737227701, 0.6759787067174213, 0.667903728352843, 0.6757497998983408, 0.6665166770571047, 0.6753866371352436, 0.6766443336551843]"
794,"[0.6729700316111319, 0.6801267042054117, 0.6687486343085588, 0.6739067281934589, 0.6735944157958581, 0.6692706818641206, 0.6699632995479301, 0.676821814904299, 0.6856159212382679, 0.6692396394901231]"
795,"[0.6649659153015897, 0.6710010888486596, 0.6739402683858228, 0.6718875341601048, 0.6755109145542444, 0.6759337397973668, 0.687456516466228, 0.6754655345105428, 0.6766458868379046, 0.66738631556284]"
796,"[0.6737167866519986, 0.6732318975255781, 0.6756515400278044, 0.6719513458742178, 0.6783063906196853, 0.68048143668388, 0.6733666076132895, 0.6706193762181586, 0.6855218083566533, 0.6574640030376258]"
797,"[0.670423968733059, 0.6818846860584424, 0.6761414683547559, 0.6766162291420909, 0.6721788952870291, 0.6713868464590463, 0.6679012450711398, 0.676378587708756, 0.6726664374253746, 0.6747267206793982]"
798,"[0.6703522259528851, 0.6810044466813451, 0.6763246183250499, 0.6693555356453161, 0.6809009841767469, 0.6659762250700534, 0.671837496260777, 0.6733771763149441, 0.6791594224165793, 0.6719725825646502]"
799,"[0.672721412892316, 0.6721156646699145, 0.6712750987824039, 0.6716818803005921, 0.6878614184988125, 0.6721932411191717, 0.6760060273559765, 0.6687380928458262, 0.6713410820862336, 0.6762454245598625]"
800,"[0.6757956475435333, 0.6665931412503889, 0.675248739932018, 0.6668469989218291, 0.6831407362996531, 0.6678489191023815, 0.6807341003825816, 0.6730023142732732, 0.6840152756156345, 0.6667261266187978]"
801,"[0.6702689157105911, 0.6810522827678283, 0.6726458203445291, 0.6704902183306721, 0.688284275520677, 0.6698943623767006, 0.667549776723466, 0.6742121900022298, 0.6669235534001294, 0.6785160505357336]"
802,"[0.6730889158852834, 0.6741164588115997, 0.6789357186687163, 0.6835662854349543, 0.6769008486358721, 0.6669342315688607, 0.6752287284041429, 0.6623254559400544, 0.6744019737882341, 0.6749378672414252]"
803,"[0.6696131250490414, 0.6685135079356694, 0.6809268475329863, 0.6761855681691336, 0.6774708911716276, 0.6741337055889128, 0.6792890846612747, 0.6607256595854972, 0.6776280750837955, 0.6756951936860632]"
804,"[0.6746430598069206, 0.6798951824498393, 0.6851005449436852, 0.6787729570313816, 0.6696144915349512, 0.6692263005808844, 0.666456656092941, 0.6774947252281934, 0.670106833175605, 0.6688619844741313]"
805,"[0.6773926700678878, 0.6745766059173942, 0.6673705309986284, 0.6620634583708195, 0.6797578211070736, 0.6720135731910465, 0.6889712502078557, 0.6754564321708446, 0.6654997208267598, 0.6769448018480367]"
806,"[0.6754089865089069, 0.6683221726693774, 0.6767351179560626, 0.6724217847526287, 0.6756931701799398, 0.663109696277124, 0.673822827774526, 0.679511472298407, 0.6819445333563338, 0.6727406450442316]"
807,"[0.6712673493091547, 0.6693583412542605, 0.6826243272009018, 0.6774296015060145, 0.6739124529068551, 0.6698901812022058, 0.6739574062074489, 0.6786630706810615, 0.6721739286345421, 0.6709944907246471]"
808,"[0.6743123066592681, 0.6709678028862326, 0.6823228150357904, 0.6690101869754045, 0.6797644855632715, 0.6719037367787495, 0.6654900375550279, 0.6774860223926817, 0.6736887223093861, 0.6753887307528871]"
809,"[0.6734164321410633, 0.6712731466596755, 0.6706242973833622, 0.6754556013837301, 0.677894065980913, 0.6700614640822403, 0.6829989486320968, 0.6645136039256299, 0.6761012555965442, 0.677875026594848]"
810,"[0.6719819942010514, 0.6773403440991298, 0.6678951571721199, 0.6701227380368063, 0.6793307057337694, 0.6695120459500999, 0.6744828858671563, 0.6788001414753279, 0.6706357827212547, 0.6800661359734995]"
811,"[0.6763390958119813, 0.6752018163494146, 0.6730417289931029, 0.672657033700666, 0.6778899937621053, 0.6677884032978053, 0.6728894543406576, 0.6775275208900284, 0.6700187695319539, 0.676951868375267]"
812,"[0.6686658779243412, 0.6767548389354383, 0.6727028949653192, 0.674334129575442, 0.6670931888367853, 0.6902325666406124, 0.6712131393149727, 0.6652416594466878, 0.6808059550515098, 0.6734521980133211]"
813,"[0.6631708294972608, 0.6710271610366327, 0.6641948495230255, 0.6841614604158813, 0.687341690791423, 0.6765202391817036, 0.6745131710083663, 0.6714832177643387, 0.6756014259561646, 0.6720887351998944]"
814,"[0.6836048512083885, 0.6770949123341633, 0.6707236195718482, 0.6729443680069858, 0.66875321952706, 0.6685826584784532, 0.682215135038135, 0.6787106797765297, 0.6717226155175562, 0.6661601095954793]"
815,"[0.6737415786106477, 0.6794613753814153, 0.6720886164205773, 0.6670498153936553, 0.6761968133040124, 0.6623282343100769, 0.6753737665830329, 0.6696908694716497, 0.6836999431916608, 0.6805300471281053]"
816,"[0.6741253114611813, 0.6763843396610743, 0.6797929366170812, 0.6721027034829629, 0.6733015610680556, 0.6718504619875488, 0.6838207015042913, 0.673666903106561, 0.6720555415960862, 0.6632722842300399]"
817,"[0.6754052502368016, 0.6753405214789884, 0.68055281627843, 0.6814366557330241, 0.6736927710026207, 0.662840226163678, 0.6715041781146558, 0.6734473528571151, 0.671163642314118, 0.6745216823944431]"
818,"[0.6861341122115372, 0.6660508006980936, 0.676167753914283, 0.6669902938097243, 0.6761347040225114, 0.6792583546176756, 0.671350391702051, 0.6696212331680942, 0.6824816575478794, 0.6664067023304062]"
819,"[0.6768395383627436, 0.6701270327068084, 0.6799653090539869, 0.665906130244648, 0.6767274728986802, 0.674272551452916, 0.6692329741167231, 0.6740294713148641, 0.68504667522982, 0.6684316075335792]"
820,"[0.6857517640061945, 0.6845732811346005, 0.670988858572776, 0.6788255690088187, 0.6695989835088121, 0.6671011880001508, 0.6740649863290575, 0.6662419316724721, 0.6758447624571431, 0.6671408854442182]"
821,"[0.6796774390488721, 0.6784358889936941, 0.6792928027740989, 0.6742078499340247, 0.6706790430763392, 0.6717557477166657, 0.6768204620378501, 0.6621315965336765, 0.6751704631659903, 0.6721963271642974]"
822,"[0.6828101465855312, 0.6780429312283144, 0.6703235070496782, 0.6714159194682368, 0.6717982177355561, 0.6755276710309654, 0.679825414491495, 0.6748460215529967, 0.6634726175521347, 0.6721252577011705]"
823,"[0.6728727750408816, 0.6795615192773754, 0.6673430287672614, 0.6697355276839241, 0.6803366118765438, 0.6771484912933237, 0.6709479593317087, 0.6745974754713057, 0.6697315624313328, 0.6779580946215626]"
824,"[0.68662907973902, 0.6678256116649701, 0.673785614867541, 0.6761150057422373, 0.6738325293705036, 0.6713180364027851, 0.6726258996130603, 0.6664298575337201, 0.6702498713129078, 0.6815634767793552]"
825,"[0.6779790786558187, 0.6675401432247932, 0.671107765546029, 0.6711750184439279, 0.6789537099765585, 0.6692867165094143, 0.6769052931199441, 0.6770684361021837, 0.6818975473083108, 0.6683036334520752]"
826,"[0.6829446705406104, 0.668991809782837, 0.6632539626865632, 0.6757461725819224, 0.6728804700362871, 0.6756338665073833, 0.669654101467054, 0.6755933168324787, 0.6768195889802576, 0.6792518322469653]"
827,"[0.6784003240414775, 0.6806002483209067, 0.6709412721764093, 0.6597391430152169, 0.6825717969402302, 0.6734776016797626, 0.6722943020588321, 0.6678862954428976, 0.6769397517334609, 0.677080877911918]"
828,"[0.6742961675981076, 0.6783078206630792, 0.676387853481985, 0.6594007584296427, 0.678050126843487, 0.6650869151320001, 0.6770947125820702, 0.6759109816782115, 0.6821447758490298, 0.6735393306556342]"
829,"[0.6751024805414676, 0.673273337005261, 0.6822544226429966, 0.6731714225793846, 0.6756495107281312, 0.6633248111221384, 0.6807966636461124, 0.682251067715796, 0.6657835172834541, 0.6684144362357275]"
830,"[0.6721637232075921, 0.6686990004532374, 0.6759898065780509, 0.6713963846214931, 0.6619127817351188, 0.6778617197612876, 0.6750145850806724, 0.6717719911936928, 0.6790569168985118, 0.6865330938004648]"
