,roc_auc
12,"[0.7845944816053512, 0.7230235042735044, 0.706626254180602, 0.7149098280441772, 0.6789575469499977, 0.7290647280861179, 0.7312782515494664, 0.7076751013560745, 0.7608579150939, 0.6924600400764248]"
13,"[0.7207357859531772, 0.7172171125975475, 0.714453270159792, 0.7268628547462604, 0.7093643692623142, 0.7496621464187521, 0.7187893191667831, 0.7139545179178899, 0.7149913789086164, 0.7505009553101263]"
14,"[0.7515445001858044, 0.746899386845039, 0.7359601449275361, 0.7082809077776225, 0.7176825574351088, 0.7176592571881263, 0.7737429516752878, 0.725569691038725, 0.6841651521506128, 0.6667831679015798]"
15,"[0.7492451690821256, 0.7532631921218879, 0.7245563916759569, 0.7511533622256396, 0.7274220606738431, 0.7137448156950464, 0.691632881308542, 0.6959201267533435, 0.6952677198378303, 0.741402208863414]"
16,"[0.7296544035674472, 0.7812383872166481, 0.7027940356744704, 0.7304627429050748, 0.739969243673983, 0.7362761545272379, 0.6716995200149123, 0.7399808937974742, 0.690246516613076, 0.7109254858101497]"
17,"[0.7244751021924936, 0.7197254738015608, 0.7093900966183575, 0.7223775572021063, 0.7174146045948088, 0.7143506221165945, 0.7324549140220887, 0.7199892818863881, 0.7328393680973018, 0.7368237103313295]"
18,"[0.7061733556298774, 0.7131294128576738, 0.7058133593459681, 0.7332937229134628, 0.7285754228994827, 0.7558949624866024, 0.6970501887320006, 0.7019548907218418, 0.7263851996831167, 0.7607297637354957]"
19,"[0.678743961352657, 0.7437058714232627, 0.7157539018952063, 0.7195815275641921, 0.7268279043757864, 0.7254881401742859, 0.7547416002609628, 0.7513514143249918, 0.6942658092175777, 0.7271075073395777]"
20,"[0.7521019137866963, 0.7353678929765886, 0.7574670196952804, 0.7863017847989188, 0.6898038119204065, 0.7214338971993103, 0.6895009087096323, 0.6734353884151172, 0.7346800876089288, 0.6981569504636749]"
21,"[0.7288415087328131, 0.6757246376811594, 0.719423541434411, 0.7368470105783121, 0.7125332028519501, 0.7574094785404727, 0.7203271354676359, 0.6988326576261709, 0.7316510555011883, 0.7699217111701384]"
22,"[0.697359253065775, 0.7551444630248978, 0.7038740245261985, 0.7134885129782377, 0.7250570856051074, 0.7288899762337482, 0.7632811407800923, 0.7016985880050328, 0.7393517871289436, 0.7062071857961695]"
23,"[0.7146506874767744, 0.7195164437012262, 0.7461213303604608, 0.6870310825294749, 0.747961228389021, 0.7333869239013935, 0.7356703481056899, 0.6730159839694302, 0.7395614893517872, 0.7404818491076005]"
24,"[0.7233138238573023, 0.7307692307692308, 0.6982069862504645, 0.7074304487627568, 0.6870893331469314, 0.7252784379514422, 0.7661354210354631, 0.7320704599468755, 0.7517009180297313, 0.7195582273172095]"
25,"[0.7291782794500187, 0.7173100148643627, 0.7456684318097361, 0.7680576914115289, 0.6879747425322708, 0.6792954005312456, 0.693823104524908, 0.7486369355515169, 0.7381984249033039, 0.7319772589589449]"
26,"[0.7073694723151246, 0.6610693050910441, 0.7080662393162395, 0.7221911552262452, 0.7408197026888486, 0.786231884057971, 0.7046460692483341, 0.7208746912717274, 0.7768302344004847, 0.705811081597465]"
27,"[0.7476193794128578, 0.6962908769973988, 0.7051282051282051, 0.677349829908197, 0.7139428677943986, 0.7503262034577566, 0.7544037466797149, 0.7058693322149214, 0.7358567500815509, 0.7516892679062398]"
28,"[0.7233718877740616, 0.7299214975845413, 0.7064404496469714, 0.7130691085325506, 0.7416235612097488, 0.7361829535393076, 0.7092711682743836, 0.7253949391863553, 0.7163078428631343, 0.7369751619367165]"
29,"[0.754180602006689, 0.7589999070977331, 0.7133965068747677, 0.7161447411342561, 0.709888624819423, 0.663998788387157, 0.7141875203877162, 0.7685236963511813, 0.7319423085884711, 0.699857868493406]"
30,"[0.7131526384243775, 0.742463303604608, 0.7468064845782237, 0.7721468847569786, 0.7486485856750082, 0.7022111934386503, 0.70087142923715, 0.7154573838482688, 0.7012325830653805, 0.67719837830281]"
31,"[0.6954083054626533, 0.6875348383500557, 0.7217112597547382, 0.7479961787594946, 0.7188359196607484, 0.7412624073815183, 0.7232746167109372, 0.7370101123071905, 0.7280278670953912, 0.7382217251502866]"
32,"[0.7277615198810852, 0.7634476031215162, 0.7197835377183204, 0.7106924833403234, 0.7326879164919149, 0.7237406216505894, 0.7263385991891514, 0.7550328533482455, 0.6776643832424624, 0.7005219255324105]"
33,"[0.7031308063916759, 0.6974986064659977, 0.6893348197696023, 0.7288899762337481, 0.739969243673983, 0.7263851996831168, 0.7557435108812153, 0.7767137331655716, 0.6779439862062538, 0.7437555338086583]"
34,"[0.7233486622073578, 0.716206800445931, 0.750801282051282, 0.7100983270422667, 0.7480194790064775, 0.737709119716669, 0.6856563679575004, 0.7419963651614708, 0.7290064774686611, 0.7028169998601985]"
35,"[0.6899735228539576, 0.7546102749907099, 0.7372027127461911, 0.7089915653105923, 0.7320471596998928, 0.7567803718719418, 0.6639521878931918, 0.7560464140919892, 0.7159000885409386, 0.7198611305279836]"
36,"[0.733416945373467, 0.7434387774061688, 0.6686640654031958, 0.7717158301878, 0.7405051493545832, 0.7075935504916353, 0.7533319353185143, 0.6442751293163708, 0.722517358684002, 0.7416818118272053]"
37,"[0.675399479747306, 0.7390723708658492, 0.7543083426235601, 0.6790740481849107, 0.6954890721841653, 0.7088168134582226, 0.7636073442378489, 0.7457360548021809, 0.7395964397222611, 0.7467263152989422]"
38,"[0.7050120772946858, 0.6917851170568562, 0.6975218320327016, 0.7666130760986066, 0.776504030942728, 0.7735332494524443, 0.6620299175171256, 0.74234586886621, 0.697784146511953, 0.7183233142271308]"
39,"[0.7460516536603493, 0.698926978818283, 0.6886496655518395, 0.6684491355608368, 0.7186844680553613, 0.7753390185935971, 0.7416934619506966, 0.7572813271820682, 0.7249871848641595, 0.7052984761638473]"
40,"[0.6587583612040133, 0.7426607209215905, 0.7727378298030472, 0.7416002609627662, 0.7474602730788946, 0.69321729810336, 0.7043315159140688, 0.7446758935644717, 0.7268628547462602, 0.705659629992078]"
41,"[0.7280750650315867, 0.718331939799331, 0.6959424934968412, 0.7166806468148562, 0.748415583205182, 0.7373246656414557, 0.7479612283890209, 0.7008481289901672, 0.7683139941283378, 0.6763479192879445]"
42,"[0.7427187848383502, 0.7005063173541435, 0.7286905425492383, 0.7369868120602079, 0.7361130527983597, 0.701325784053311, 0.7234843189337807, 0.7182417633626916, 0.6910620252574678, 0.7565124190316417]"
43,"[0.7062430323299889, 0.7267860460795244, 0.702166945373467, 0.7127778554452677, 0.7467263152989421, 0.74902138962673, 0.688732000559206, 0.7312200009320098, 0.7119623468008761, 0.7641315997949579]"
44,"[0.7334401709401709, 0.7195280564845783, 0.7319653474544778, 0.677769234353884, 0.7240318747378721, 0.7173563539773522, 0.7185330164499744, 0.7467263152989422, 0.7135700638426765, 0.7602870590428258]"
45,"[0.6971037718320328, 0.7310595503530285, 0.7381085098476401, 0.7312083508085185, 0.7220397036208583, 0.7500699007409478, 0.7223309567081412, 0.7160282398993432, 0.7775641921804372, 0.6508108485949952]"
46,"[0.7119565217391306, 0.6886380527684874, 0.731558900037161, 0.7267813038818212, 0.7039237615918728, 0.7645859546111189, 0.7077100517265483, 0.7357518989701292, 0.741437159233888, 0.7261521972132904]"
47,"[0.7434155518394648, 0.6737388517279822, 0.7316634150873281, 0.6656764061699054, 0.7460156577659725, 0.6708024605060814, 0.7566638706370286, 0.7584812899016731, 0.7496388461717692, 0.7454564518383897]"
48,"[0.7421033073206986, 0.7238363991081384, 0.7499651616499444, 0.7004170744209889, 0.7095391211146838, 0.7387459807073954, 0.7431497273871103, 0.7096439722261056, 0.6953143203317954, 0.7266298522764343]"
49,"[0.6995424563359346, 0.7290969899665551, 0.7283653846153846, 0.7201640337387576, 0.6872990353697749, 0.7397595414511393, 0.7423575189897014, 0.7354489957593551, 0.7376974695931777, 0.7197912297870357]"
50,"[0.7202712746191007, 0.6905890003716091, 0.7779868078781123, 0.7246726315298944, 0.6659793093806794, 0.7409828044177268, 0.734388834521646, 0.6774080805256536, 0.7654480637494758, 0.7463302111002377]"
51,"[0.7449948903753253, 0.7119216833890747, 0.737609160163508, 0.7183466144741134, 0.7357518989701292, 0.7254531898038119, 0.7539377417400626, 0.7323034624167015, 0.7104012302530407, 0.6744722494058437]"
52,"[0.7239525269416573, 0.7391536603493125, 0.7097733184689707, 0.7564774686611678, 0.7283424204296567, 0.7034694067757119, 0.6487837271075074, 0.7444079407241717, 0.7406333007129876, 0.74038864811967]"
53,"[0.719017094017094, 0.7737249163879599, 0.7361343366778149, 0.6787361946036629, 0.6939862062537863, 0.7091663171629621, 0.7096905727200707, 0.7735915000699007, 0.7200358823803532, 0.7361596532923249]"
54,"[0.7237667224080268, 0.7332079152731326, 0.7505458008175399, 0.7176010065706696, 0.739747891327648, 0.6668181182720537, 0.7412274570110444, 0.7631063889277225, 0.708711962346801, 0.6918542336548767]"
55,"[0.6913670568561874, 0.7247421962095876, 0.7499419360832406, 0.7332937229134631, 0.7390372337946782, 0.7203271354676359, 0.7732419963651613, 0.7145253739689641, 0.7077217018500396, 0.6910736753809591]"
56,"[0.748803883314753, 0.6935038089929395, 0.7243473615756225, 0.7204203364555665, 0.730579244139988, 0.7703760659862995, 0.7505825061745655, 0.7013723845472761, 0.7007782282492194, 0.6969220373735961]"
57,"[0.6460307506503159, 0.7091346153846154, 0.7627972872538089, 0.7082343072836572, 0.7542056945803627, 0.7613588704040265, 0.6879397921617969, 0.7427885735588797, 0.6715247681625425, 0.7942821193904654]"
58,"[0.7685107766629505, 0.7447045707915273, 0.7214209401709403, 0.713803066312503, 0.7299384873479658, 0.7196281280581573, 0.6990540099725057, 0.7486136353045342, 0.7011277319539588, 0.6979006477468661]"
59,"[0.7329988851727982, 0.6978469899665551, 0.7078920475659606, 0.7541940444568712, 0.7455496528263199, 0.7136516147071159, 0.7090731161750314, 0.7217135001631017, 0.7433710797334452, 0.7186844680553615]"
60,"[0.7342182274247492, 0.710249442586399, 0.7348220921590486, 0.7432662286220234, 0.6433547695605575, 0.7326413159979496, 0.7001957220746541, 0.7345519362505244, 0.7093061186448576, 0.7908569830840206]"
61,"[0.6867451690821256, 0.7724939613526571, 0.7251602564102563, 0.7096439722261058, 0.6926813924227597, 0.7506291066685308, 0.7321753110582974, 0.7061023346847476, 0.7293210308029265, 0.7267230532643647]"
62,"[0.7574554069119286, 0.7441819955406912, 0.753239966555184, 0.6851321124003914, 0.7642830514003449, 0.7021063423272288, 0.7177524581760567, 0.7413556083694487, 0.6538515308262267, 0.7251153362225641]"
63,"[0.7414994425863991, 0.7036649944258639, 0.710528149386845, 0.7323966634046319, 0.7410061046647094, 0.6849457104245305, 0.705170324805443, 0.7476117246842816, 0.7558600121161285, 0.7187427186728179]"
64,"[0.7544244704570792, 0.7480490523968785, 0.6804394277220362, 0.6665851158022277, 0.7015587865231373, 0.7239386737499418, 0.7421245165198751, 0.7254997902977772, 0.7744419590847663, 0.7296705345076658]"
65,"[0.7241034931252321, 0.7100171869193609, 0.7196674098848013, 0.7228785125122327, 0.7284123211706044, 0.7325015145160537, 0.7351926930425462, 0.7353208444009506, 0.6929260450160771, 0.7296355841371919]"
66,"[0.7356001486436269, 0.7242080081753994, 0.7396413972500929, 0.7325597651335104, 0.7500466004939652, 0.6197166689966913, 0.7372547649005079, 0.754904701989841, 0.7185796169439396, 0.726396849806608]"
67,"[0.7056507803790413, 0.7413484764028243, 0.7458774619100706, 0.7519339204995574, 0.7340276806934154, 0.6944405610699473, 0.6772100284263014, 0.7353208444009507, 0.7302297404352486, 0.7304860431520575]"
68,"[0.6932715533259011, 0.7095991267186919, 0.7209448160535117, 0.7511650123491309, 0.7563143669322894, 0.7340975814343632, 0.7246027307889463, 0.718707768302344, 0.7136632648306073, 0.7163544433570996]"
69,"[0.805915551839465, 0.7058365849126718, 0.6945373467112598, 0.7379654224334777, 0.6968288363856657, 0.7142690712521553, 0.6587212824455939, 0.7736963511813225, 0.721643599422154, 0.7337247774826414]"
70,"[0.7438684503901896, 0.6948625046451132, 0.6853284095131921, 0.715282631995899, 0.7740109045155878, 0.7475301738198425, 0.7369868120602079, 0.6994268139242277, 0.6742042965655436, 0.7596463022508039]"
71,"[0.7340324228911186, 0.743392326272761, 0.7316401895206242, 0.7219581527564192, 0.7377207698401604, 0.7164243440980474, 0.6933337993382731, 0.7309403979682185, 0.7074071485157741, 0.7137797660655202]"
72,"[0.7168571163136381, 0.705163043478261, 0.7024804905239688, 0.776538981313202, 0.7428002236823711, 0.7160748403933082, 0.7171117013840347, 0.7270958572160865, 0.7515145160538701, 0.6827205368376904]"
73,"[0.7036766072092159, 0.7434271646228169, 0.7028056484578223, 0.7176825574351089, 0.7619646768255746, 0.7056363297450954, 0.7728342420429657, 0.6978307470059183, 0.6958968265063609, 0.7209096416422014]"
74,"[0.692876718691936, 0.7376439985135638, 0.7152777777777778, 0.7242182767137331, 0.7361946036627989, 0.7790437578638333, 0.720327135467636, 0.7139428677943986, 0.7119273964304023, 0.7039470618388555]"
75,"[0.7184248420661464, 0.7330453363062059, 0.7420104050538834, 0.7602288084253692, 0.7529824316137751, 0.7000209702222844, 0.708117806048744, 0.7080828556782703, 0.6928444941516381, 0.7202455846031968]"
76,"[0.6789529914529915, 0.730746005202527, 0.7288647342995168, 0.723379467822359, 0.7310801994501142, 0.7658907684421454, 0.7016752877580503, 0.7360431520574118, 0.7226455100424064, 0.717542755953213]"
77,"[0.7427420104050539, 0.7134081196581197, 0.7120261984392419, 0.7515727666713267, 0.7322685120462277, 0.713278810755394, 0.7218649517684887, 0.7313947527843795, 0.7333519735309194, 0.6909105736520806]"
78,"[0.689509011519881, 0.7105049238201412, 0.7806345224823485, 0.728587073022974, 0.6910853255044505, 0.7141292697702596, 0.7577007316277552, 0.7372897152709819, 0.7341441819283285, 0.7013840346707676]"
79,"[0.7382478632478633, 0.6781052582683018, 0.7927814938684505, 0.6977142457710052, 0.753995992357519, 0.6871126333939139, 0.7033063050468336, 0.7243697283191202, 0.7186495176848875, 0.7428701244233189]"
80,"[0.7343575808249722, 0.7177396878483836, 0.7181461352657005, 0.7426138217065101, 0.7283074700591826, 0.714863227550212, 0.7172049023719651, 0.7282958199356913, 0.7046460692483341, 0.7273055594389302]"
81,"[0.7414181531029357, 0.6968715161649945, 0.718482905982906, 0.6999627196048277, 0.7252551377044596, 0.7282492194417262, 0.7042266648026471, 0.7233678176988676, 0.7609045155878653, 0.7419614147909968]"
82,"[0.7123397435897436, 0.7331382385730213, 0.6817052211073952, 0.7606598629945478, 0.6931357472389207, 0.7598443543501562, 0.7072673470338785, 0.7356819982291811, 0.7218649517684889, 0.7329791695791975]"
83,"[0.7266466926793014, 0.7299911742846524, 0.7191332218506131, 0.7258376438790252, 0.749766997530174, 0.7029218509716203, 0.7126613542103546, 0.7288783261102568, 0.730054988582879, 0.7168903490376997]"
84,"[0.7254505759940543, 0.6836910070605723, 0.715916480862133, 0.762325830653805, 0.7444428910946456, 0.7328743184677757, 0.7030150519595508, 0.7587259424949905, 0.6912833776038025, 0.719465026329279]"
85,"[0.7466787439613527, 0.749883872166481, 0.7039669267930136, 0.6995083647886667, 0.7262803485716949, 0.7370101123071906, 0.7152826319958991, 0.7394566382403653, 0.709317768768349, 0.706381937648539]"
86,"[0.730873745819398, 0.6824136008918616, 0.7632734113712374, 0.6969453376205788, 0.7512116128430962, 0.7327578172328627, 0.7230299641176197, 0.6935435015611165, 0.7302413905587399, 0.7357052984761638]"
87,"[0.7389678558156819, 0.710818468970643, 0.7729584726867336, 0.700463674914954, 0.7346101868679809, 0.7158767882939558, 0.7454797520853722, 0.6830467402954472, 0.692203737359616, 0.7357635490936204]"
88,"[0.7383523782980306, 0.7241499442586399, 0.7400362318840579, 0.6462673004333847, 0.7049023719651428, 0.7409012535532877, 0.7162845426161517, 0.7204902371965144, 0.7619180763316091, 0.7494640943193999]"
89,"[0.7304324600520252, 0.7003205128205128, 0.7460284280936456, 0.7520620718579618, 0.6870194324059835, 0.7863483852928841, 0.7235076191807633, 0.7022927443030896, 0.7008131786196933, 0.7142108206346987]"
90,"[0.7411046079524339, 0.7512309550353029, 0.686687105165366, 0.7695139568479423, 0.7695139568479425, 0.753541637541358, 0.6641269397455614, 0.7364392562561163, 0.7171466517545086, 0.6478400671047114]"
91,"[0.7335098476402824, 0.7186687105165367, 0.7235228539576366, 0.6993918635537537, 0.7343305839041894, 0.75445034717368, 0.7394682883638566, 0.74038864811967, 0.7358917004520249, 0.6545388881122141]"
92,"[0.7084378483835005, 0.7074391490152359, 0.7581405611296915, 0.7122419497646675, 0.7105759821054103, 0.7085372104944313, 0.7141292697702596, 0.7397595414511393, 0.7210960436180625, 0.7565473694021156]"
93,"[0.71686872909699, 0.6909257710888144, 0.7275873281308064, 0.7415303602218184, 0.7341558320518198, 0.7236940211566243, 0.6819749289342467, 0.7407148515774268, 0.758784193112447, 0.7252784379514423]"
94,"[0.763598569305091, 0.7064172240802675, 0.7082984949832776, 0.7297520853721049, 0.6987278065147489, 0.744943846404772, 0.7368353604548209, 0.707313947527844, 0.7631529894216879, 0.6895358590801063]"
95,"[0.7396065589000372, 0.7583263656633222, 0.7117126532887402, 0.7233561675753764, 0.7390139335476956, 0.6982035509576401, 0.6893378069807541, 0.7115312922316975, 0.7211309939885364, 0.754671699520015]"
96,"[0.7249860646599777, 0.7172403381642511, 0.7042920847268673, 0.718637867561396, 0.725872594249499, 0.691865883778368, 0.7025257467729159, 0.7596463022508039, 0.7391537350295914, 0.7531105829721795]"
97,"[0.7345201597918989, 0.7305021367521367, 0.7187383872166482, 0.7188475697842396, 0.7444545412181369, 0.7098653245724406, 0.7219931031268931, 0.657020364415863, 0.7219814530034019, 0.7745701104431707]"
98,"[0.7477587328130806, 0.7087630063173542, 0.7270415273132664, 0.7091546670394706, 0.7614753716389393, 0.7183116641036396, 0.6768721748450535, 0.7113681905028193, 0.767416934619507, 0.7112400391444149]"
99,"[0.7022946859903381, 0.7189009661835748, 0.7111320141211445, 0.746004007642481, 0.7093410690153316, 0.7226105596719324, 0.7771214874877673, 0.7500116501234912, 0.7092362179039098, 0.6887553008061884]"
100,"[0.7196209587513936, 0.7245099405425492, 0.7299098848011892, 0.6988909082436274, 0.6744489491588611, 0.7429516752877581, 0.7748497134069622, 0.7605783121301086, 0.7237289715270981, 0.6923784892119856]"
101,"[0.7232673727238944, 0.7213744890375325, 0.7722733184689707, 0.7298336362365442, 0.6977258958944965, 0.7283074700591828, 0.7030500023300248, 0.715690386318095, 0.7312433011789925, 0.7216202991751711]"
102,"[0.7383988294314382, 0.7185409698996655, 0.7040017651430696, 0.7340859313108719, 0.7556969103872501, 0.7103429796355841, 0.7713430262360781, 0.6903280674775154, 0.719197073488979, 0.7034577566522205]"
103,"[0.7486413043478262, 0.7643185618729097, 0.7011914715719063, 0.6684607856843282, 0.7039121114683815, 0.7141292697702597, 0.7607996644764434, 0.726396849806608, 0.6985647047858708, 0.7454331515914069]"
104,"[0.6985321441843182, 0.7113062058714232, 0.6952921776291342, 0.7343305839041893, 0.7482990819702688, 0.7578405331096509, 0.7230183139941284, 0.726664802646908, 0.7406333007129876, 0.7088750640756791]"
105,"[0.7479213117800074, 0.7221293199554069, 0.7595921590486808, 0.7245561302949811, 0.7238920732559765, 0.7224125075725802, 0.7302646908057226, 0.6594319399785638, 0.715236031501934, 0.7418099631856098]"
106,"[0.7774526198439242, 0.7179022668153102, 0.6804858788554441, 0.7050421734470385, 0.7365907078615033, 0.7859988815881449, 0.694382310452491, 0.7269327554872081, 0.6910969756279417, 0.7256978423971295]"
107,"[0.675503994797473, 0.7424168524712003, 0.762913415087328, 0.7819213383661866, 0.726361899436134, 0.698238501328114, 0.7094925206207187, 0.7467379654224335, 0.6810895195489073, 0.7105992823523929]"
108,"[0.7135939241917504, 0.7337304905239688, 0.718738387216648, 0.7439302856610281, 0.7375576681112819, 0.7203387855911273, 0.7215154480637496, 0.7140477189058203, 0.6881727946316231, 0.7379654224334778]"
109,"[0.7456103678929765, 0.7172519509476032, 0.7218041620215533, 0.713430262360781, 0.6962463302111003, 0.7341907824222937, 0.7178223589170045, 0.7304627429050747, 0.7174612050887741, 0.7335500256302716]"
110,"[0.7284931252322557, 0.7229886659234487, 0.7259731512448904, 0.7298802367305093, 0.7403536977491961, 0.7114846917377324, 0.7274686611678084, 0.6965142830514003, 0.7112516892679062, 0.7412507572580269]"
111,"[0.7379343180973617, 0.7360182088442958, 0.7048843366778147, 0.7600191062025257, 0.752260123957314, 0.7012558833123632, 0.7160282398993429, 0.7464583624586419, 0.6936134023020644, 0.6823710331329512]"
112,"[0.7436361947231512, 0.6791155704199183, 0.7703572092159049, 0.7965305932242882, 0.6882543454960623, 0.7093527191388228, 0.7016286872640851, 0.7385129782375693, 0.713803066312503, 0.7011393820774501]"
113,"[0.6947347640282423, 0.7209332032701599, 0.7358091787439613, 0.7161214408872734, 0.76851204622769, 0.739747891327648, 0.7355188965003029, 0.7558134116221631, 0.76183652546717, 0.611410130947388]"
114,"[0.7503832218506131, 0.7310363247863247, 0.7150106837606837, 0.7316510555011884, 0.6985647047858707, 0.7320471596998929, 0.7481942308588471, 0.7496621464187522, 0.6550048930518664, 0.7280278670953912]"
115,"[0.7065914158305463, 0.7366685247120031, 0.7352053140096618, 0.7475418239433339, 0.6915047299501376, 0.6938813551423645, 0.7181136120042874, 0.7175311058297218, 0.6967822358917004, 0.7951908290227876]"
116,"[0.7333704942400595, 0.7138494054254924, 0.6961631363805278, 0.7029801015890769, 0.7451651987511069, 0.6782235891700453, 0.7477981266601424, 0.7518174192646443, 0.7257444428910946, 0.7382100750267954]"
117,"[0.7151616499442586, 0.7768952062430323, 0.7684178743961353, 0.717612656694161, 0.7197912297870357, 0.6833729437532038, 0.6913066778507853, 0.7036674588750641, 0.7035393075166597, 0.7535649377883405]"
118,"[0.740314938684504, 0.6620796172426606, 0.7203409513192122, 0.7255230905447599, 0.7452001491215806, 0.6990540099725058, 0.7378489211985648, 0.7599375553380866, 0.7225872594249498, 0.7220280534973671]"
119,"[0.700843088071349, 0.6845503530286139, 0.780843552582683, 0.7383848268791651, 0.7337364276061327, 0.7573162775525422, 0.7049606225825995, 0.7453050002330025, 0.7090731161750314, 0.6921920872361247]"
120,"[0.7254041248606466, 0.7348917688591601, 0.7418826644370123, 0.674215946689035, 0.7098769746959318, 0.744908896034298, 0.7242299268372245, 0.7228552122652502, 0.7432895288690061, 0.7217368004100844]"
121,"[0.68938127090301, 0.7525780379041248, 0.7262518580453362, 0.7349363903257375, 0.7253949391863554, 0.7348897898317722, 0.7242998275781725, 0.6830583904189385, 0.7321054103173494, 0.7429400251642668]"
122,"[0.709459773318469, 0.7886357302118172, 0.6674447231512447, 0.7443147397362412, 0.7091779672864532, 0.7176010065706695, 0.6601076471410597, 0.7476117246842817, 0.7374295167528776, 0.7474020224614382]"
123,"[0.7266583054626532, 0.7212699739873654, 0.725752508361204, 0.6931240971154293, 0.7168320984202432, 0.7154224334777949, 0.7550561535952282, 0.7460506081364462, 0.719989281886388, 0.7280395172188826]"
124,"[0.7756526384243775, 0.7116778149386845, 0.7455290784095132, 0.7644694533762059, 0.7075586001211612, 0.6988909082436273, 0.6921687869891422, 0.6513933547695605, 0.7120671979122979, 0.7780534973670721]"
125,"[0.7658514492753624, 0.7300492382014121, 0.6962676514306948, 0.7095740714851578, 0.7203504357146187, 0.6856680180809918, 0.7400274942914395, 0.731977258958945, 0.7261405470897992, 0.7320704599468754]"
126,"[0.8001439985135635, 0.7189474173169824, 0.686965811965812, 0.7183582645976047, 0.6982967519455706, 0.7160049396523603, 0.6827671373316557, 0.7413556083694488, 0.761685073861783, 0.7154806840952515]"
127,"[0.733846618357488, 0.6773039762170197, 0.771820419918246, 0.7544503471736801, 0.7447690945524021, 0.7079081038259006, 0.7121487487767371, 0.7371266135421035, 0.6732023859452911, 0.7334451745188498]"
128,"[0.6556809736157564, 0.7269950761798588, 0.6776523597175772, 0.7119506966773848, 0.7355538468707767, 0.751887320005592, 0.7433477794864627, 0.7304277925346009, 0.7613239200335523, 0.7482524814763036]"
129,"[0.705406911928651, 0.6843993868450391, 0.7265189520624304, 0.7461438091243766, 0.743557481709306, 0.707395498392283, 0.7180786616338133, 0.7260589962253601, 0.7314180530313621, 0.7449904468987372]"
130,"[0.7320466369379413, 0.7278660349312523, 0.6875348383500557, 0.6774896313900927, 0.7424856703481058, 0.7925462509902603, 0.7629898876928096, 0.7157719371825342, 0.7140593690293117, 0.6918775339018594]"
131,"[0.6915064102564102, 0.7568863805276849, 0.7285628019323671, 0.7575492800223682, 0.7511067617316745, 0.7082692576541311, 0.6784099911459062, 0.7340043804464329, 0.6980287991052705, 0.7358450999580596]"
132,"[0.7309085841694538, 0.7274479747305834, 0.7290389260497957, 0.7358917004520249, 0.7247658325178247, 0.7160864905167995, 0.6678782795097629, 0.7223775572021065, 0.7272822591919474, 0.7580851857029685]"
133,"[0.7195745076179858, 0.7409304162021554, 0.7062662578966927, 0.7384314273731301, 0.6827554872081644, 0.7849736707209096, 0.7156088354536558, 0.7358800503285334, 0.7025723472668812, 0.7124050514935458]"
