,r2
24,"[0.03283058864265187, 0.028631195325980907, 0.03427031247354961, 0.034462874993412496, 0.03180483362909026, 0.03410514403515519, 0.03239789518388603, 0.030525991104455308, 0.02982463121806944, 0.03464662731582524]"
25,"[0.034131921601285975, 0.02858393944213522, 0.030456309620864208, 0.027018227816683282, 0.0326604996240496, 0.035277054079892345, 0.03752101665640839, 0.03388952612216345, 0.03114921525185299, 0.03263624886303751]"
26,"[0.034091395698010896, 0.03375572839287777, 0.033637353045549934, 0.03154092848220269, 0.0320632114096735, 0.02816566264233178, 0.03429680405429869, 0.028468709409732118, 0.0341827823884604, 0.033012300418114426]"
27,"[0.032775296273915955, 0.030909022182402213, 0.028106447982282345, 0.030622163669537628, 0.03470404353750833, 0.03168215935680696, 0.030426696063028502, 0.036516401472055815, 0.03503139768223307, 0.03267108621722059]"
28,"[0.03277344039243135, 0.03647464927948252, 0.031003368918576024, 0.034405068580646736, 0.029734635394352282, 0.030598774709165166, 0.03229607346293861, 0.031272385772555755, 0.03483843637712447, 0.02993557639730693]"
29,"[0.037766268775930256, 0.0317611721680644, 0.034851521463796664, 0.02927632650460421, 0.028376594680025735, 0.03158676285918682, 0.03414840689239518, 0.02904759079789332, 0.03267246972083049, 0.03403385554387117]"
30,"[0.029697931603603456, 0.032808029653027204, 0.03225303510600075, 0.03152045232416889, 0.03080892560780668, 0.03147237136204106, 0.035595848986616274, 0.031052926255855207, 0.03029012712921242, 0.037889295459580974]"
31,"[0.027188420033224636, 0.02966769446302897, 0.030807083664220913, 0.032816525997903634, 0.036298498148432445, 0.038859429679409474, 0.03463323222685866, 0.03015484700927462, 0.03272027361342389, 0.03018504547163081]"
32,"[0.03385571988483027, 0.03514599935604723, 0.031495226216252004, 0.03394701423011781, 0.03209518825349944, 0.03118808958969499, 0.02738420379660611, 0.032423271752752836, 0.030588097305758732, 0.03520808569494871]"
33,"[0.031370824376387385, 0.028127292188435016, 0.0304278881496588, 0.0310957862751452, 0.032845147546514464, 0.03127080308939911, 0.032470609251674776, 0.0396171104843257, 0.03552848486684501, 0.030510272796879123]"
34,"[0.0381420821141486, 0.03480472981594207, 0.03098740313188808, 0.03185697241066976, 0.033998324250589684, 0.0297488571800939, 0.02829295390955533, 0.031824278871073974, 0.03428697020755078, 0.029469472199671]"
35,"[0.032887998254071626, 0.028405119008138913, 0.033698091423181586, 0.03040089113321265, 0.034306521079239705, 0.030415389402781767, 0.035659985432324515, 0.028755210161206857, 0.03715733986618541, 0.031726327575759106]"
36,"[0.03243804450838639, 0.03214257043245006, 0.03184537178011637, 0.028315170836127446, 0.03587749368671622, 0.033941172813582665, 0.03518511200499974, 0.029563545593446428, 0.03346556945640344, 0.030765186769043606]"
37,"[0.031950960203697476, 0.030460354088064356, 0.03317534139728007, 0.03381014381757075, 0.03630174021125654, 0.03008683762316333, 0.03130182439036788, 0.03499381151984915, 0.032170082187079285, 0.029342368060485846]"
38,"[0.02953788082713138, 0.029346334028344856, 0.033853128614582895, 0.032917229688992244, 0.028517461870701366, 0.030467550070977456, 0.033496937771380964, 0.03178534264621591, 0.03988712576726805, 0.03350644782889356]"
39,"[0.033855578399125674, 0.030519639184173664, 0.034900296515993356, 0.030097459634667367, 0.035214904181406714, 0.034474596617236175, 0.03244547440817336, 0.03162693608727618, 0.031629433543147734, 0.028844608446877085]"
40,"[0.03406843568258189, 0.04025157247817046, 0.03226903863855635, 0.027624313305227632, 0.03240842612010286, 0.029408436023414475, 0.035617007331855244, 0.028845552984555378, 0.031252989676289866, 0.03155520699551151]"
41,"[0.03481758806899815, 0.02833869874669448, 0.03338478534959455, 0.03183289082764296, 0.031447828660954635, 0.036258271209557824, 0.034529838330978, 0.031873086405813766, 0.028051875351857825, 0.0325514248083848]"
42,"[0.02998008371045846, 0.034594698476225094, 0.027953644301374037, 0.030388424688757132, 0.027424187905975117, 0.0362130094614318, 0.03153144539249364, 0.03646116479224981, 0.032974920440513644, 0.035723625671962966]"
43,"[0.03239959736851383, 0.03105614516152888, 0.03164936043536648, 0.033875987274060826, 0.03710737829406485, 0.033409270233277666, 0.033023982087375225, 0.02558564137090802, 0.03099153155000134, 0.03446378491880209]"
44,"[0.028446353087223653, 0.0262286396807363, 0.036475673736591996, 0.0328439221734661, 0.03531268210581995, 0.038925396839191495, 0.031917554630029876, 0.030747524415890126, 0.029103783166006147, 0.03336748326081673]"
45,"[0.028030633517119208, 0.03532466696619696, 0.03394321923804411, 0.0334774609613816, 0.03079131006562874, 0.03300125257571784, 0.029094458387658673, 0.03307108286380389, 0.029956580348449946, 0.036576196027138685]"
46,"[0.0331409004823513, 0.03177385966195856, 0.027813229185959187, 0.03410694485356891, 0.03114272576221422, 0.031042256640357868, 0.03599982955196035, 0.030149959869459897, 0.03570287700722552, 0.032551229827779915]"
47,"[0.03456387049613885, 0.030299867846697803, 0.03285795879320552, 0.02928241474518445, 0.03088113128970582, 0.0339667822776889, 0.031966623395284555, 0.03019845168876567, 0.03495207337815587, 0.03434053620501898]"
48,"[0.03401114045003151, 0.027957936285230578, 0.037313613773416576, 0.032362755238565355, 0.03307575479296576, 0.036190721748630916, 0.035798551052547034, 0.02832738625196085, 0.03142938188551647, 0.027043766473741515]"
49,"[0.03300703740126587, 0.036091780845325605, 0.034234530073061875, 0.03405636626413755, 0.02896799285546392, 0.03589371323975965, 0.028836303818874143, 0.03162538236302581, 0.03270937062073298, 0.02790918062475345]"
50,"[0.030823698355882168, 0.03462499062322122, 0.034860328811707975, 0.0364453730449904, 0.02922036359531488, 0.03155154042396313, 0.026812931630566306, 0.033960774828985185, 0.031277983427849265, 0.033728288150467134]"
51,"[0.030946120964145507, 0.03009160829275903, 0.03539460688881846, 0.03132546543515258, 0.029985535733758284, 0.03297127448489123, 0.0339698192492367, 0.03125606158098915, 0.0338620940613088, 0.03351750931316355]"
52,"[0.03639306582476731, 0.034267021752346194, 0.029981328198319224, 0.03222507483484527, 0.030439741534838638, 0.03317002742763531, 0.03090882969483788, 0.028057406050388423, 0.0343389870558487, 0.03367353988012767]"
53,"[0.03226576850854079, 0.03219422514133008, 0.03451563669278668, 0.029886096578792598, 0.0304344116537707, 0.033352465821029464, 0.0321266651490999, 0.03254393133615985, 0.03015334461854713, 0.035923337404387246]"
54,"[0.03345922966324455, 0.031980496307295714, 0.03441938676870204, 0.030608574593821047, 0.028913182839120477, 0.03205556037848922, 0.030549904984917053, 0.030645508825728807, 0.03382145770120748, 0.037021513490460345]"
55,"[0.03203679839627038, 0.028347086525737253, 0.03267063504451051, 0.03168390893690587, 0.034575809433494475, 0.031541760058670265, 0.027556049386811887, 0.031509378223252615, 0.03915578763961758, 0.03432245622659136]"
56,"[0.03202182417171995, 0.029297942901406526, 0.03201067142465586, 0.0336798940866333, 0.0324581047378415, 0.03252790342581047, 0.02954308592236221, 0.03207042171668584, 0.03318116757098499, 0.0366910162045021]"
57,"[0.033035432414413535, 0.03588415514923493, 0.03291027484305986, 0.033211207315779534, 0.0341162428098013, 0.03480267143179172, 0.02689314393650344, 0.033663359252371294, 0.03253596273922965, 0.026468191310039635]"
58,"[0.03669696079214724, 0.03521538536254665, 0.03236818926084395, 0.03573620376196074, 0.028008945874607782, 0.026765532802435654, 0.036126396681051776, 0.033666386590673114, 0.027993106893817843, 0.030666296183658237]"
59,"[0.033177457432676305, 0.03525832316977673, 0.032121262900008385, 0.03722276327422969, 0.03344120048942201, 0.02554229551727083, 0.030879563475661453, 0.032852459055034755, 0.03241069934162455, 0.030425851664899195]"
60,"[0.03337831391500001, 0.03373802566458284, 0.02725131819242288, 0.03289469314379789, 0.02749860021378936, 0.035549070383530834, 0.03339986059233935, 0.034452808267756985, 0.030141255464947392, 0.03506087718304951]"
61,"[0.030877929108457103, 0.02808680613418213, 0.031688345208845003, 0.030657072828082388, 0.03969000077810836, 0.030494782663169184, 0.030247619966220163, 0.033649295815025626, 0.03138322949698835, 0.036439539640371055]"
62,"[0.031757261998277, 0.028719639202245073, 0.03706181321723079, 0.03518852058518984, 0.03593218710648105, 0.025173395639547236, 0.03208381624280843, 0.03581558215467795, 0.031560898875214294, 0.029951035174209162]"
63,"[0.02884603011325848, 0.026163252396559367, 0.03424947763163155, 0.035706628372226046, 0.032000803216661544, 0.03521946135375942, 0.03463957816326113, 0.03329646152097665, 0.03240557158038493, 0.030766964929988982]"
64,"[0.03219236987834173, 0.03439392223227289, 0.030538482253369748, 0.029584524036707083, 0.03319223396051607, 0.0365092996220483, 0.03142555389622159, 0.031611428333441105, 0.035370219078794785, 0.0287146246277864]"
65,"[0.03389457906607818, 0.03142113970368199, 0.03388865359842541, 0.031052893466794296, 0.031381841280192946, 0.038234493002675674, 0.032652682814696576, 0.03039283953164107, 0.029174087266343185, 0.03123210237605767]"
66,"[0.03396993263952097, 0.03463576400682, 0.029893005598985334, 0.031244752101528328, 0.03039033196189589, 0.03227691382222331, 0.031118349721828253, 0.032026549233236445, 0.031275318342127045, 0.03679162744386255]"
67,"[0.032256971333524564, 0.03673396138130103, 0.029201953838142947, 0.0344985121198329, 0.039304920473895444, 0.02592705984267163, 0.026052776245670706, 0.03011455279117048, 0.033696405039624344, 0.03547711202693249]"
68,"[0.035112002807333065, 0.02985962836994549, 0.02918314084417062, 0.03306300617563662, 0.03320540510014747, 0.03139402484295828, 0.03161006985185022, 0.029972183542706476, 0.03346601341990163, 0.03651028642559162]"
69,"[0.035820308314892246, 0.030106998946311636, 0.036499519351518295, 0.026086814474836628, 0.032801308125303796, 0.031507559699528453, 0.031679440600726694, 0.03925384926874609, 0.02941397746225549, 0.03003234021812684]"
70,"[0.03430043371721436, 0.03482444325274758, 0.029517684300031877, 0.03549656149363045, 0.030287065421397585, 0.03432497235974019, 0.029916827991671724, 0.035278782047627244, 0.033682574892903605, 0.0254946323811428]"
71,"[0.03739463763981765, 0.03182337454179984, 0.029492284645442512, 0.03674883891497993, 0.032412302541180216, 0.033106491811675354, 0.02761099642347198, 0.028935264708597197, 0.036456542770702094, 0.029430110890380612]"
72,"[0.033365901338588966, 0.031269973629875714, 0.03335397935115747, 0.030112045678638122, 0.03447898545300265, 0.03184130113048744, 0.03504113123887054, 0.030740630822801984, 0.030869469643100445, 0.03238442140016329]"
73,"[0.030909958289092265, 0.03203978335737934, 0.03423084231192919, 0.03435567038176013, 0.028993671805117804, 0.02420323876982189, 0.0383905513315671, 0.03289775023466934, 0.03445601949146748, 0.032861428250095415]"
74,"[0.032914450833269604, 0.03155407535443977, 0.03389116695592531, 0.0316589114390281, 0.032063011718688195, 0.03038755173628427, 0.03632665728158446, 0.032524857157531506, 0.028390839163649817, 0.03368197531932815]"
75,"[0.037409892719793336, 0.030428305368283004, 0.030230173094952906, 0.031479459127054965, 0.03244028328039983, 0.031852660922368825, 0.028986146308076277, 0.0338276215051585, 0.031172807473854425, 0.03547607174473666]"
76,"[0.03305292354964251, 0.02812301145940177, 0.02867490220974911, 0.03751589352676554, 0.036796505953093916, 0.03350994695951115, 0.029043806850914455, 0.031969611650356056, 0.031898240203618644, 0.03264364286142618]"
77,"[0.03184336522007292, 0.03570712534955345, 0.02898400921669475, 0.031754885167889046, 0.032040528564999726, 0.03292053854083965, 0.03259642737903867, 0.03077947752464738, 0.03464475521618826, 0.03219867101996421]"
78,"[0.02625133947391689, 0.033649602103009824, 0.033287557550113256, 0.03385947810309364, 0.0320907113233635, 0.03591683930977074, 0.027790937244177916, 0.030992401094543154, 0.03355348125146951, 0.03606487345901954]"
79,"[0.03027711363328356, 0.028198569346240987, 0.03409804901946534, 0.036439683158323355, 0.03589509049446871, 0.033115657563666634, 0.03180208075423607, 0.03358882696687482, 0.02820336137232371, 0.03170332800968312]"
80,"[0.03245621860305059, 0.03167605065287815, 0.029738375517325055, 0.036374271907491096, 0.031159427156521757, 0.031555685524625066, 0.030208425257274407, 0.035602817284063004, 0.032351118958076186, 0.032152755407397926]"
81,"[0.032338425778321245, 0.03294634135286312, 0.03512493759724311, 0.03149616745785089, 0.0339334505865212, 0.025818197136922794, 0.03342073217770258, 0.03639844288135197, 0.031201032976635457, 0.030766879694135163]"
82,"[0.028903396690749816, 0.034477543687809864, 0.03147680770747441, 0.03278029244248715, 0.03200251435959378, 0.03441399876464313, 0.03294669113811699, 0.03429106996766651, 0.03031679923488806, 0.031892233839432405]"
83,"[0.03261415816748792, 0.02757545298290809, 0.0385041538697094, 0.03340412877148313, 0.03346376503979975, 0.029573975133674546, 0.0326775048825394, 0.03193746210003512, 0.033357657257953144, 0.030416931640121936]"
84,"[0.03454238899929374, 0.034546463538219, 0.030341795570591024, 0.028334470587700666, 0.033065050365936655, 0.026712339494832538, 0.037053769834168304, 0.03033988631942286, 0.03439207812517975, 0.034018362592500906]"
85,"[0.029126391276737884, 0.0321378283856425, 0.03887710591913007, 0.02929299042649458, 0.03453912006031823, 0.032076977088505654, 0.030052585511443408, 0.027439321118436277, 0.03655671056240384, 0.03316984070037732]"
86,"[0.03025013591828085, 0.03096317513875846, 0.03373764991240502, 0.031991129318174605, 0.031561959885931246, 0.03156482626081425, 0.03608856443058095, 0.038609276724263286, 0.0272955831930094, 0.03132619688705329]"
87,"[0.02749155649275803, 0.03408588246970967, 0.03162552204049107, 0.033628708205559854, 0.035168931533975045, 0.0335637672137562, 0.03140990371215102, 0.03288990502488265, 0.03299584113325249, 0.030445195725895324]"
88,"[0.034908214670602455, 0.031410691571161165, 0.03093833730626494, 0.0285549616421773, 0.034254338134277806, 0.03444724009798872, 0.033797838605963304, 0.03351501631459597, 0.03143725917066964, 0.0300084869421956]"
89,"[0.032499610432585424, 0.030204168414725507, 0.031125432997721525, 0.03265143612117061, 0.03179167974778341, 0.030791708669176687, 0.03220557733995255, 0.02993999905484168, 0.03790217931244655, 0.0342458353271452]"
90,"[0.03377280584599707, 0.037570915459545495, 0.03531756540888331, 0.032152647598177375, 0.03039750932833518, 0.03298721537130911, 0.033179396454304455, 0.031772587759756776, 0.025895849411537886, 0.030283799192707628]"
91,"[0.03446898411795585, 0.03390070315691629, 0.0321272756000488, 0.030772684531966354, 0.02746135290513796, 0.03174109549287063, 0.03330249853110101, 0.030889464038555747, 0.0337191751766176, 0.03484915569350844]"
92,"[0.031014310413967405, 0.029650180389966363, 0.02614102808449037, 0.03197730476053795, 0.03476472388076679, 0.03208089185490004, 0.034738531325381405, 0.032870366180690724, 0.03623384942574093, 0.03384520815709524]"
93,"[0.03580879026643213, 0.03214274175898446, 0.029013700945931142, 0.032486644919185736, 0.030898278979981098, 0.03122193357964065, 0.030892243198789915, 0.03480353060560004, 0.027696339699707195, 0.03844124477075295]"
94,"[0.03141653708876957, 0.03147903360724569, 0.02511193244358223, 0.03561903474182848, 0.03518323867601192, 0.031220999225760937, 0.034631282817175646, 0.030765440920995757, 0.033349685142883834, 0.03441676990993259]"
95,"[0.03544344509746722, 0.030937103020464485, 0.03364039625955284, 0.03470335861138463, 0.03326783452636051, 0.028853309176550934, 0.03136344571858085, 0.03490224748228732, 0.031035678011429035, 0.02920277535930038]"
96,"[0.030733284187986043, 0.03208237492170729, 0.029909778482948624, 0.03201781709155049, 0.03411536448740271, 0.031821293363784475, 0.03696797233550375, 0.030165200771300804, 0.02880085486246564, 0.03688577917235181]"
97,"[0.026336089678612784, 0.03357898240830637, 0.03473179255080916, 0.03664278226772544, 0.02946783957187471, 0.02747288749576815, 0.03161827364258718, 0.03327462114547386, 0.03768276213509392, 0.03255011016331544]"
98,"[0.03483599450739372, 0.02973703593077104, 0.03302809312918131, 0.03314025146074928, 0.029666627066648243, 0.03092737372469856, 0.037764988235998276, 0.030773111915354145, 0.03147369337608974, 0.03196892057065648]"
99,"[0.029719793838459907, 0.029456039001084955, 0.03294861788921111, 0.03056965560706182, 0.037501150685577356, 0.03390740102810985, 0.027471605515708597, 0.03265256731621391, 0.03515263335454788, 0.03409919485228796]"
100,"[0.03245329378246753, 0.029264236286133838, 0.03168086794404534, 0.033685005392308565, 0.03433369998789071, 0.03645850675574125, 0.029607121264201286, 0.03162238687118368, 0.027062776684086076, 0.03714859150557581]"
101,"[0.03274308109305235, 0.02902793941384363, 0.03635861756145364, 0.030178526773291248, 0.02724040897933866, 0.03002962313630564, 0.03509666968793956, 0.03541958389959765, 0.03127537121707502, 0.03591973396900994]"
102,"[0.03209527087319097, 0.02869067185998231, 0.033524253232034895, 0.03321431213072412, 0.030035231583137145, 0.030018341405648963, 0.03207450316335403, 0.03816324309220642, 0.03355012351087949, 0.03202261614205404]"
103,"[0.03242651897416726, 0.030925406022539237, 0.032998169619281814, 0.030747636880288254, 0.03280405146618104, 0.03457730872692699, 0.03463584048679136, 0.029345321311178063, 0.02978184168401221, 0.035085489385679014]"
104,"[0.03244862490889189, 0.0342934801271183, 0.03120804856263648, 0.03380310616660087, 0.03071740044712279, 0.033930846019533445, 0.03064007927306245, 0.028539716319844532, 0.03386680566324407, 0.0339470300467708]"
105,"[0.033270595131390635, 0.03535207540572105, 0.033716918085889724, 0.03229248657347117, 0.035444685291678435, 0.031237319024026267, 0.028076861275839193, 0.026777445436702574, 0.035169410726818784, 0.031971335077046636]"
106,"[0.03353307457048749, 0.029220497356732156, 0.03079201536679188, 0.031216993579813335, 0.03118468306920852, 0.029020408495091132, 0.03300364796596189, 0.03361726861693681, 0.038113001454371465, 0.033594684558918564]"
107,"[0.03171182477580248, 0.035756057680666586, 0.033707089146277514, 0.02970025301215573, 0.031608109321431654, 0.030353985265621608, 0.02635710330993568, 0.03425508887531481, 0.034524049147736435, 0.035455635161105725]"
108,"[0.03108803461379328, 0.03253113298400778, 0.033383003796488064, 0.033081268332828206, 0.03154750195095535, 0.029534334604242818, 0.03499890612430656, 0.03452166579608562, 0.031030588359793776, 0.031713706284168364]"
109,"[0.03268729164845008, 0.03509584204120553, 0.03201590398270515, 0.029856361773245355, 0.032774667998503815, 0.03344378079776056, 0.03261519355482834, 0.03446608129401563, 0.03269204610984211, 0.02787429595895452]"
110,"[0.02796190519371844, 0.03415736408620895, 0.03293621017183923, 0.03402029075906721, 0.030777523149155828, 0.03359873269632896, 0.028328032999508812, 0.034611515553643835, 0.03435532691204124, 0.03244282984854008]"
111,"[0.03281453300433457, 0.031413705930892655, 0.03199025798876354, 0.03573655190936209, 0.03243855956174402, 0.031050481648347783, 0.032637860896436166, 0.032813668118170214, 0.027212546679675542, 0.03516597822496559]"
112,"[0.033470452460259814, 0.0313995693900011, 0.03140114745260347, 0.0327311144524014, 0.0273214640231485, 0.03482475030585608, 0.035481737215717124, 0.0332494440887845, 0.02968687911571022, 0.033949627891809886]"
113,"[0.03533255217699072, 0.032950976315699654, 0.030948671449374188, 0.03106164192842986, 0.03537514738931169, 0.03531583384229331, 0.02873659389215133, 0.03571115102691369, 0.028521293142703796, 0.029443147871935027]"
114,"[0.026428759076986164, 0.034757114324142524, 0.035439287447369905, 0.03352848011942999, 0.028906927411422534, 0.03361683449844288, 0.029609635824490943, 0.03041373624087229, 0.039179514772114454, 0.03161669134070777]"
115,"[0.030704065687347737, 0.03374945511820371, 0.029399417315896348, 0.03118437541638608, 0.03247905404666773, 0.03150192831905785, 0.03348896920827882, 0.03320822665698919, 0.03338936298152184, 0.03431807557746147]"
116,"[0.03464544188437102, 0.031435555454979, 0.033486252179722564, 0.031127245837388462, 0.03358621765060288, 0.03453975836269063, 0.031867578121281825, 0.030523921389259634, 0.03429296616634514, 0.02796438540010604]"
117,"[0.032634655172407934, 0.034510185448642594, 0.032732491769322136, 0.03200991877230408, 0.031158935071156413, 0.03367542717197736, 0.03226791046835287, 0.03157666621361033, 0.029601236439586565, 0.03327980768655314]"
118,"[0.03242344000734765, 0.033843292411485204, 0.036925194898579705, 0.02733363397463151, 0.029680905192772, 0.032231043431456, 0.035332571754438935, 0.03445765230946418, 0.029474660351295423, 0.03167130140983976]"
119,"[0.02792397171052796, 0.03239127124544994, 0.033336822193890225, 0.031550445141914296, 0.03416107259247814, 0.029649264862252722, 0.03603339958889484, 0.03763129781390839, 0.02717760761782484, 0.03338969849100348]"
120,"[0.029645359100415214, 0.036607674578713834, 0.033187205339575754, 0.0315090430802103, 0.029845149427442874, 0.0391407396636273, 0.03191594859406921, 0.02775599381760363, 0.032174523474798766, 0.03162273940407523]"
121,"[0.0300936462716741, 0.035564523910042056, 0.029331285142426333, 0.029433966114333354, 0.03625889609448851, 0.03461771722856166, 0.02954418471323661, 0.03164180831311347, 0.03319826872447251, 0.03365912075075517]"
122,"[0.038081552550723874, 0.026015022161700707, 0.024269272328489633, 0.03552022061785898, 0.032374769438768825, 0.03108363079281129, 0.031496355634863304, 0.031198269703844206, 0.035092764990660275, 0.037982419602002104]"
123,"[0.029421328081141063, 0.03130083549507545, 0.03436753780072288, 0.03653686739436668, 0.033379189692646194, 0.029696776095845645, 0.030974138443844224, 0.03384343189817862, 0.029153459308959406, 0.03477725360447248]"
124,"[0.03268378235339919, 0.036898898589632134, 0.030766391062175935, 0.03859825124271976, 0.03359418049639906, 0.03184069365992892, 0.03428789117249642, 0.028690739258242504, 0.029644492520926047, 0.02611545962631534]"
125,"[0.033023327115516254, 0.03530172341771132, 0.025661555339853148, 0.0351307654611096, 0.031624538585505735, 0.02724687192386166, 0.03679856870489939, 0.0297169068029004, 0.03241149701086765, 0.03633351508063387]"
126,"[0.02983748597010527, 0.034436496658648674, 0.03559658749428507, 0.031972543393342656, 0.028777186321615744, 0.030743818040773085, 0.03156324564712998, 0.033304848346758176, 0.03921336029553224, 0.027835039610141887]"
127,"[0.03538500163020408, 0.028392400955594588, 0.030087386587949627, 0.0314074928871535, 0.03460371087273861, 0.034668066665324626, 0.03130684474972112, 0.030669405162974006, 0.034754619451471847, 0.032191212015281634]"
128,"[0.03351768046891179, 0.030340445813344608, 0.03609710159279722, 0.03429606729088386, 0.03360995460269445, 0.03605515789817881, 0.030318190096800923, 0.03335363142252934, 0.03133970539123754, 0.024452698441991938]"
129,"[0.03570064797653527, 0.0322648529971592, 0.03464562353051659, 0.03175328943700795, 0.030747499585541238, 0.032636539026066114, 0.03369878722915021, 0.032511773303773306, 0.031483585355778554, 0.02779740063286118]"
130,"[0.03128952273485264, 0.03262743847190841, 0.033141818091698805, 0.031109915520928122, 0.028689862749145867, 0.03533980041297813, 0.03640780918509434, 0.03505835745734631, 0.026805126880482866, 0.032970742604397474]"
131,"[0.036798460653863274, 0.033270417678340825, 0.03429022501567569, 0.034143117771777476, 0.02687383088201123, 0.0345043833294717, 0.029794349644963636, 0.029700274720859565, 0.03273284673490762, 0.031299823356334744]"
132,"[0.02943649324959785, 0.034962569459321635, 0.033674777159577896, 0.028191517953780276, 0.03563677550368605, 0.03308067152921135, 0.025867803230910313, 0.03481525456337742, 0.03746405046548662, 0.030318720598339066]"
