,r2
254,"[0.03671582135754625, 0.029179127787497205, 0.03504192526025052, 0.030902953799687993, 0.028224193684482257, 0.03169151664445513, 0.03189139468449487, 0.03598759261346718, 0.030288463817983002, 0.03352334616442387]"
255,"[0.030920096469917002, 0.02804650406865894, 0.033062096616917835, 0.02967237066864359, 0.03563677497564821, 0.0332919126649216, 0.032253891913226806, 0.03292358675802609, 0.037575196047765824, 0.03002470028732518]"
256,"[0.028600967688337864, 0.03366629205428828, 0.031891412440070654, 0.034412519758051374, 0.03599722715520337, 0.03181008849592548, 0.030703316883299525, 0.02965775065265741, 0.03403377034138111, 0.032613428708109904]"
257,"[0.03030345838455184, 0.031712133003704235, 0.031144080417229825, 0.03489182365064947, 0.031056239568255872, 0.03470481702893702, 0.03294594445473509, 0.034799760554862336, 0.03082428872295284, 0.030835575918343294]"
258,"[0.030566724768546494, 0.03488124520797076, 0.03361914228519036, 0.02436043976114688, 0.03296818384973432, 0.03332622499600735, 0.03721420148189991, 0.029884268944708303, 0.029312261577889465, 0.037274945298737316]"
259,"[0.0346914838825686, 0.034995800807524846, 0.030811766904322746, 0.02753128805638061, 0.02998886655411681, 0.03407051582547116, 0.029104945014905237, 0.03308959370551412, 0.034829408724211475, 0.03427254640084021]"
260,"[0.029280440917036854, 0.03428697774212053, 0.030905791801329685, 0.030228126022356472, 0.034067766750157547, 0.03018561191192326, 0.03457599917861276, 0.03582627236584979, 0.032226888230862616, 0.03197777045423589]"
261,"[0.04235574963054445, 0.032690283185534574, 0.026701165308147146, 0.033032308572169544, 0.029437396356457368, 0.029917463466937688, 0.037074325295370025, 0.02909283444729094, 0.028319647571358963, 0.03469118343160926]"
262,"[0.027051563482935692, 0.03314202830512791, 0.030430429691007288, 0.035406690325351375, 0.03542806833137724, 0.030017214030090722, 0.030919400658062535, 0.035167968510272485, 0.03517798663894278, 0.030553953170966985]"
263,"[0.0306448018869665, 0.0333262899564194, 0.032144973778511, 0.028571193267396655, 0.03330436971885675, 0.03380069947850428, 0.029684138344617472, 0.03277602630344323, 0.03137361911676395, 0.03769380043135373]"
264,"[0.03174350150887584, 0.03145177643260244, 0.0365628362827537, 0.02546741636882177, 0.031817906705237764, 0.03323324832821051, 0.033444986979567215, 0.032241254769977856, 0.0327058044636086, 0.03453594854893305]"
265,"[0.03509408943641179, 0.029586795865615634, 0.03262434859649621, 0.03206439118622406, 0.03556534445310422, 0.030208200747809055, 0.033181450591875494, 0.03005855756601261, 0.029464250776930823, 0.03571322309610192]"
266,"[0.031577768705817966, 0.03467229234754787, 0.03418886981307556, 0.03778611537433796, 0.02789712921768961, 0.03122095398401359, 0.03314904668011143, 0.03424865099020269, 0.03270236139207072, 0.025711842200250024]"
267,"[0.029550996970433396, 0.03417532814595903, 0.03623839631427639, 0.029235988407514957, 0.032741786795078553, 0.030093391341371678, 0.03377956427215645, 0.02825914499675075, 0.03185190672954774, 0.037485286772529935]"
268,"[0.031991175982939435, 0.03519325552325736, 0.03358061652462274, 0.0294861822373369, 0.029222352055256806, 0.03170188048323774, 0.03491521024413058, 0.03040349695002975, 0.03244943571818937, 0.03439523287958279]"
269,"[0.031542574430735826, 0.029694775991630507, 0.0333064075850632, 0.03639261223285706, 0.028943685485240622, 0.03332021782730887, 0.033696971446866675, 0.028832668794317673, 0.033171290165824985, 0.03448584596110449]"
270,"[0.04068263784140036, 0.032109241677892864, 0.03451079371734789, 0.027665168941433893, 0.037438983970777384, 0.026780304729358217, 0.030500648874253744, 0.029187366545135984, 0.03167618801363836, 0.03271338714902228]"
271,"[0.033413414555117926, 0.02978031635923728, 0.03077675297318183, 0.031218725377929912, 0.03070702971138417, 0.032585485358548105, 0.035335356930470296, 0.03452535229214604, 0.029934978319981154, 0.03500231143472854]"
272,"[0.03343883337077058, 0.033764103019339076, 0.03197252156199071, 0.03424982301913315, 0.035682202402855134, 0.0314587589049421, 0.02348745085937398, 0.03947347415002911, 0.031358563364294656, 0.028522307213225573]"
273,"[0.03138072860008512, 0.03291921305694101, 0.03312476585462065, 0.033464305401515126, 0.03497251933336165, 0.032762593991715105, 0.029567363002215852, 0.031768126832211974, 0.030207387935771712, 0.033210858996117976]"
274,"[0.03457612929940479, 0.030172415882088743, 0.030480833623897308, 0.026887306016543988, 0.027903787509397704, 0.03633872541817118, 0.032448698508457, 0.035676818249845255, 0.03291827254242863, 0.035919047754927824]"
275,"[0.03428725678214639, 0.03375095387179605, 0.03164276496225693, 0.031769820751743394, 0.03292357256082712, 0.029371367454760877, 0.03075144061218904, 0.03820267954125267, 0.026202649046853432, 0.03442559655199362]"
276,"[0.029952957574772898, 0.034823124444102405, 0.03311274134551945, 0.03050103625348055, 0.03440914259822736, 0.03550086359108984, 0.034369918375703246, 0.031077866768793094, 0.031026128164299505, 0.028784762972161704]"
277,"[0.028896466816715094, 0.03305325254143787, 0.029806249720738198, 0.03357331039564759, 0.03090299205834035, 0.0353868414955838, 0.0338299022480435, 0.034850007766976776, 0.033271134110517075, 0.029940007081187603]"
278,"[0.030676963992393502, 0.031029626603332194, 0.03335860636444754, 0.03227677094278325, 0.0320635623279274, 0.027215311832678113, 0.03430611663079175, 0.030815836984226963, 0.038567804222128244, 0.03297253957929103]"
279,"[0.028266800821462934, 0.03293011782944388, 0.03570466030031716, 0.03992033951536467, 0.029304042680432185, 0.03437112856397351, 0.030917261918159356, 0.03087637770410745, 0.030615845610060144, 0.030574933209261523]"
280,"[0.03770878098104247, 0.03409615519021947, 0.03405869410371731, 0.03196133480696872, 0.02859577384134082, 0.028507503205320472, 0.03696013754902727, 0.026587450296348125, 0.034671115171079014, 0.030136694797221253]"
281,"[0.03001187702114283, 0.030458193401453726, 0.03440409146940859, 0.03413570312399039, 0.03335041717373055, 0.028100926169557394, 0.028703959281030866, 0.03117741098470328, 0.035442232398952056, 0.03763143763589838]"
282,"[0.03126782257537486, 0.03135048586052691, 0.028167476001504488, 0.03284865190470254, 0.035399804167217774, 0.035183312499538655, 0.02979181775631934, 0.033587774413590954, 0.03417241504315671, 0.03170104870610457]"
283,"[0.034579662180363346, 0.03032757276947351, 0.028815411336370333, 0.030041060632632677, 0.03383549414485909, 0.032643135419764824, 0.030125461944548126, 0.032607201184502554, 0.03650852444359198, 0.03401765652734057]"
284,"[0.03590801069330629, 0.034184834904019024, 0.03224732319462065, 0.034984082962607355, 0.027300475016417414, 0.034827658842306985, 0.028294400428236832, 0.03115506512731725, 0.03264731041266855, 0.03172760625328186]"
285,"[0.033478441745250054, 0.027502122688061736, 0.03308905100073589, 0.03274715373820092, 0.02971914062713954, 0.0356137784194589, 0.0315837858543222, 0.03258480674183295, 0.03487646908938957, 0.032291473030235385]"
286,"[0.02931925299729421, 0.03319352089011007, 0.037421288606194314, 0.02740894312379738, 0.03172094612528298, 0.025314924290125274, 0.03445124134194233, 0.03655247754931401, 0.03246386933775325, 0.03548729080607904]"
287,"[0.03286423777848102, 0.03101933297042747, 0.03391913977394223, 0.028657554815978648, 0.03213390134095362, 0.033524602549618754, 0.03306551336111074, 0.03248166819053877, 0.030656073804337325, 0.035163959257671795]"
288,"[0.03162033283257759, 0.033765482625636944, 0.0314526512298724, 0.03699152939195416, 0.032486934779639154, 0.031332245633242994, 0.026929580234203665, 0.0336346327626843, 0.0312141896113719, 0.034004847358514056]"
289,"[0.030231436883320417, 0.0300858152047504, 0.028659588827265048, 0.035691390209254936, 0.032827965810664606, 0.03455119023584696, 0.036547648112625786, 0.029413339560339202, 0.031431335545030525, 0.03397005844187029]"
290,"[0.03405665425108151, 0.032343281307468774, 0.03111178744037235, 0.03149896505785721, 0.0303293630638225, 0.03409040911136241, 0.0307729365589543, 0.02794269881166933, 0.034598079252926905, 0.03663101043452388]"
291,"[0.030842398322536768, 0.031381615179770894, 0.03168694245764481, 0.03540681087883957, 0.03283288700723841, 0.034166118410067114, 0.03374369625585594, 0.032918853496077594, 0.031168218856140295, 0.029302578782843258]"
292,"[0.034066033357964653, 0.030720234727033002, 0.0329566883225616, 0.03310697570417798, 0.02918086279365084, 0.03223504868551663, 0.03334672087779933, 0.037182779781233743, 0.03160432167551497, 0.028959175035432883]"
293,"[0.03718154318919897, 0.03048866603036593, 0.03300997120806726, 0.029152625504837437, 0.029491795697843215, 0.0346562667863054, 0.03462977229007025, 0.03295169262486897, 0.030395078246131413, 0.03149960522644879]"
294,"[0.03421589198020103, 0.03372682542968597, 0.032623887068131796, 0.029899665589691704, 0.03097833788971316, 0.03524510505619893, 0.030806346604459134, 0.0334033191896409, 0.03145333141116402, 0.031069626336628797]"
295,"[0.034395988069628736, 0.03275959877209034, 0.029476440393134684, 0.033256358023874055, 0.03404215576585279, 0.02904909471346573, 0.03143498947531553, 0.03506505052729081, 0.03306448252646965, 0.03077863953502946]"
296,"[0.030955749449391945, 0.03479673409812811, 0.03026938019850378, 0.03545281169554182, 0.034069665013003014, 0.033466368525782664, 0.026910800082500796, 0.03410475339396024, 0.030954360990465335, 0.032355000180983806]"
297,"[0.04064880747540711, 0.0296873745480446, 0.030699739907708135, 0.03519048394824742, 0.031113389375142075, 0.031958892999186306, 0.03101179090356132, 0.03137264696377329, 0.03215770092289505, 0.029544673224131568]"
298,"[0.03144172713176796, 0.03401898765968203, 0.0332844835148417, 0.031559930541119496, 0.03156472093038365, 0.027102766882450058, 0.03222778628914236, 0.03344818943445682, 0.03566764224635666, 0.03313890092328098]"
299,"[0.030097439906546675, 0.03386964732594033, 0.02932902844548202, 0.029810911607399126, 0.03194016660328958, 0.03711775994594457, 0.029016681542763267, 0.034660706803944286, 0.03368992087206535, 0.03378782892622223]"
300,"[0.02906860019373214, 0.03456836701586585, 0.03223175964168312, 0.034922272698841184, 0.028981187328239733, 0.03187383713513958, 0.03596082889515728, 0.032862871344760625, 0.03415222749888602, 0.028685649753558917]"
301,"[0.032021083638764325, 0.030614445468867157, 0.037809387481165024, 0.03175651063093943, 0.03288906985134876, 0.029938613210557685, 0.03023674136527732, 0.03094665120626272, 0.03228907877916232, 0.034928057023114745]"
302,"[0.03386761874661226, 0.029447570691148228, 0.03214544645790607, 0.03477485760376475, 0.026692695965826352, 0.028867374772587384, 0.03522555052265486, 0.03261813171739547, 0.03696804717396085, 0.03271288607794487]"
303,"[0.03222430834279044, 0.03472287490726156, 0.02937350624780788, 0.03585481766616039, 0.029533787040491144, 0.03553618192365393, 0.031070480116943133, 0.03415263762309717, 0.030161731039349715, 0.030743693715763132]"
304,"[0.032164391743684906, 0.03089947854871611, 0.03649604095341885, 0.03011876811549119, 0.031249301553920694, 0.032336954964788056, 0.034257371841609596, 0.03186334610410002, 0.03289949363934941, 0.031178820740446422]"
305,"[0.02775684884851659, 0.028573927598894322, 0.03446780245422487, 0.030564771887438447, 0.03333756697089241, 0.03402230988517341, 0.03367674690617051, 0.033096273469827575, 0.03383637728481692, 0.03424063075665118]"
306,"[0.0349822791495612, 0.03560466060484979, 0.026628923778822755, 0.03275622037809611, 0.02973485552633537, 0.02820956637977734, 0.03466755984231029, 0.03277098892396102, 0.03808854686560914, 0.03001610869547977]"
307,"[0.03438071350664618, 0.02984155235178565, 0.036061902907640664, 0.032651925865805786, 0.032003749188767805, 0.034666999160888445, 0.030315251981554714, 0.03387028391505742, 0.03081887393154492, 0.0288824865694548]"
308,"[0.029729748308866988, 0.03731972338969458, 0.031727581088044854, 0.03227143461566706, 0.02923455663392105, 0.030264833334682217, 0.032935073487177724, 0.0355510721029777, 0.030492922026248537, 0.033757662614284256]"
309,"[0.03064328268817873, 0.03342842953681169, 0.037420632222481265, 0.03200299008341534, 0.029071787198275745, 0.03360110218134982, 0.03186458145818638, 0.03245523192520117, 0.027258172895021526, 0.035491523549935344]"
310,"[0.030690068532669867, 0.035514213276194195, 0.03018634989582225, 0.03389834356125121, 0.030930230162718675, 0.02963228528599282, 0.03610257484424262, 0.028488787964615292, 0.03246550070702803, 0.035399788710009816]"
311,"[0.03235183829424937, 0.030005830431250047, 0.03046302385263877, 0.03278604272897634, 0.03175979086148706, 0.03059280272963416, 0.03347557735169182, 0.035135159763809765, 0.03091025120318147, 0.03581976455799574]"
312,"[0.03188203633691178, 0.027985181981345697, 0.034506374324714706, 0.033043286052118814, 0.030326506815801957, 0.03207728365815554, 0.030925014633716885, 0.03470833447459387, 0.03564708336124711, 0.03227265754756703]"
313,"[0.031610307473727284, 0.03250155909503849, 0.03288369266314828, 0.03403831656579981, 0.03155704405737936, 0.03206972938772723, 0.03260430193076902, 0.02969681199709784, 0.033015745244859396, 0.0333881648048282]"
314,"[0.03529686092524764, 0.029768980305793447, 0.031950129760037305, 0.033896291526523514, 0.03647080916732204, 0.031689156977487754, 0.03271234551061586, 0.033757032374000406, 0.025446440171482343, 0.03240449337733242]"
315,"[0.03577690959892543, 0.03183597320834197, 0.028852542172558615, 0.03056617427810049, 0.028242949389014282, 0.03210152890772189, 0.03475529876684602, 0.03153225569291829, 0.03604777688499983, 0.03369712130108127]"
316,"[0.03567907435360673, 0.028193625070784045, 0.031558325850015057, 0.034723435544610104, 0.032707726965139905, 0.03039573279473262, 0.032638298892110895, 0.03018022522476138, 0.0316830612702268, 0.03570954804905613]"
317,"[0.037160725560952845, 0.03586216004424947, 0.03216373756502611, 0.02928232432317024, 0.03513514767001236, 0.025340326681072445, 0.031193525515228915, 0.03702804165118401, 0.030946831246831952, 0.029097267495976076]"
318,"[0.0310444074793107, 0.031292207066290656, 0.03145341754675168, 0.034829567379076054, 0.031643799113595605, 0.03424378160624908, 0.03283447033840181, 0.026399855135209482, 0.03656782867026043, 0.03301384690441178]"
319,"[0.028642728977077536, 0.03323431268951449, 0.034170362011354705, 0.033686695275717105, 0.03231695416740721, 0.029531222767181897, 0.03221000347270131, 0.03213974849867096, 0.03533979694274869, 0.032063455603460134]"
320,"[0.03282988181034885, 0.02994776134363042, 0.028719495214026614, 0.032254174512468814, 0.035135082221654845, 0.03530655541278216, 0.029167308079353083, 0.030756771214213607, 0.03621354175454383, 0.03311633977278394]"
321,"[0.03166393591014438, 0.030963483951602644, 0.033558513394952305, 0.03700345263689375, 0.03287292263933095, 0.030437154637959818, 0.03971695036601508, 0.024429106479855744, 0.032493123356778786, 0.03009154051185947]"
322,"[0.032472164331444175, 0.03230811422389046, 0.04120571054990607, 0.03128558715027496, 0.031065653096307932, 0.030172162540833658, 0.029004912076544098, 0.028950731671597785, 0.030415774526248218, 0.03608722892112859]"
323,"[0.03216795532739458, 0.03052153987323547, 0.03608683074561947, 0.032198636728364094, 0.03593490498535423, 0.03361894371426466, 0.032775051139661615, 0.03413726055373578, 0.029605968619808576, 0.02639081795642728]"
324,"[0.036152547079035036, 0.03194968705332568, 0.029258258443645158, 0.03081245861709636, 0.026154173648928913, 0.03382262834087868, 0.03663745089046644, 0.030366403640534445, 0.03460375575524177, 0.0336698453015194]"
325,"[0.03331498081175932, 0.032878921871894895, 0.035319958316076705, 0.036934750605479905, 0.03055343340635841, 0.03194142995311333, 0.031021306877262123, 0.036922994747242144, 0.02529592376993206, 0.029000423793872687]"
326,"[0.03274040824450686, 0.028152121125748497, 0.03610191674946406, 0.03405172392760136, 0.031013073088974052, 0.032132691671405644, 0.03479241243872089, 0.03207423587967473, 0.031172922059179875, 0.03128112938841421]"
327,"[0.031421429608057605, 0.03282286129680434, 0.03343401119828515, 0.031027086426503536, 0.03597184591327296, 0.03306408426613128, 0.03422919504647248, 0.030828874933283235, 0.030307940910520803, 0.030367203475011095]"
328,"[0.03447603866456994, 0.0332309301921585, 0.0328440817266048, 0.03156630536479643, 0.03177337029411864, 0.02948774005757504, 0.03089948407684817, 0.03222952968976789, 0.0318812430318296, 0.03518940034980467]"
329,"[0.0300060947912687, 0.03729794846048884, 0.03133366410982452, 0.03343148772207871, 0.02890193823374332, 0.0336311511355708, 0.032877541383113384, 0.03809056842515679, 0.031256580695768865, 0.0263332521268812]"
330,"[0.03518770669501137, 0.029090962444301094, 0.034316297338703006, 0.029670144401511833, 0.03471923631131302, 0.033985293336266875, 0.0323540814720511, 0.02914246629964412, 0.02823092997903265, 0.036687923049961046]"
331,"[0.028044799367726858, 0.033300115083633286, 0.03236707667621541, 0.03430481676670971, 0.03334339501336847, 0.034782848938073485, 0.03282727524630302, 0.03092084527224437, 0.03404510496502755, 0.029472806184763]"
332,"[0.03193824501943454, 0.03717390520864172, 0.032573541933136885, 0.028970569734867335, 0.032559363252958606, 0.03403609768415505, 0.03148563360003798, 0.03467679236640331, 0.02764301788125867, 0.03234532447886529]"
333,"[0.03234560261160557, 0.03516505188215158, 0.031665621546461686, 0.029078896515606467, 0.029760933485104446, 0.03455190244715467, 0.03263278254386581, 0.0329894281406472, 0.031879378031875794, 0.03343091546622423]"
334,"[0.03114560935173427, 0.03153772703586333, 0.03430959408711576, 0.033173036598538874, 0.03620046041296554, 0.03180688224468298, 0.031936970159166966, 0.03269852357654357, 0.0300738777309425, 0.030536901873701283]"
335,"[0.028817633867865622, 0.033602070381137494, 0.03188851217967004, 0.03066837297297853, 0.037063448663053555, 0.02882871343056792, 0.03552053936690902, 0.031028178717638966, 0.03494728585485518, 0.03098612070449469]"
336,"[0.03466778013110072, 0.032939783256689226, 0.034823885662028875, 0.030788913703453824, 0.031262464877283236, 0.032007778584202895, 0.03411569844551576, 0.033544381506718346, 0.0267570557144311, 0.03260525236589007]"
337,"[0.034742788833726945, 0.03628862956213774, 0.030987903886277257, 0.029593890303298287, 0.031721547065951206, 0.033292524148038405, 0.032476983521096625, 0.031559537559223805, 0.03217053267515535, 0.03053009618344482]"
338,"[0.033746101925961725, 0.034315829761777605, 0.031032646559163712, 0.03133556337254462, 0.027677800431426758, 0.03583664296296063, 0.035450774427028375, 0.03292204148539801, 0.02978254498747157, 0.03134636574693239]"
339,"[0.03418302810773943, 0.03509033156338648, 0.028549136391418095, 0.02496162768238408, 0.030402338911754034, 0.03632857170674597, 0.03562022064196835, 0.032718470659431675, 0.03205638664366928, 0.03338019415882987]"
340,"[0.032168187852560925, 0.030848497036674916, 0.0372087664477857, 0.031157545679841192, 0.03512864457127507, 0.029905724089696162, 0.03113997946682545, 0.029147604400927674, 0.03359189155828213, 0.03298841239220596]"
341,"[0.0357381257000523, 0.03268433574009488, 0.029516239363027386, 0.03383399963292788, 0.03475530608507904, 0.03705038189473253, 0.028356241354771217, 0.034011632047295404, 0.031575737526806646, 0.025870031245437297]"
342,"[0.030042586437127206, 0.03414042236529202, 0.03206352018189762, 0.030527940499429196, 0.03400114207449201, 0.030696903627409844, 0.03315149067868972, 0.03209927108261679, 0.030850871104839972, 0.035843783306090615]"
343,"[0.02968895697397167, 0.031477114420067065, 0.03186357155599029, 0.03081497933844557, 0.03457945851987232, 0.03271496014211339, 0.030657321258955927, 0.03458735744859298, 0.03407800577185305, 0.033032048843165795]"
344,"[0.024115810813630234, 0.03383446123168066, 0.03569701522674251, 0.03451964597513846, 0.03232515858035934, 0.029075308459129312, 0.027495027978831743, 0.03572929541014125, 0.03457786822553721, 0.035919193842050445]"
345,"[0.033412550509860584, 0.0314207819261656, 0.03330180015531292, 0.030409790888614285, 0.03070969793033318, 0.03530387904735244, 0.02744518308932309, 0.03585352225221761, 0.03345441239739799, 0.03206766800805383]"
346,"[0.03197466678771421, 0.029716475489857008, 0.038268010512936046, 0.02973309606862462, 0.02898794550834738, 0.0335858411798583, 0.030416871608478724, 0.03261765412289774, 0.0370275424745542, 0.030892526383496932]"
347,"[0.027237262457930456, 0.037312973707971264, 0.031400359052064175, 0.036036134806211484, 0.030055999851047788, 0.03376309142422185, 0.030296335363135696, 0.035011051696067774, 0.03128712197773731, 0.031033570289653034]"
348,"[0.033735177465467725, 0.032605518772409026, 0.033357992210585774, 0.029977532004460294, 0.03215707120842848, 0.02920591374823367, 0.03157614235032513, 0.03567067125156875, 0.03247042863534044, 0.03260259224465456]"
349,"[0.03582985177721021, 0.03165897451119326, 0.03255562716029492, 0.03186215678220827, 0.034128873709219354, 0.028746821819645385, 0.033029800464275505, 0.033107796953766755, 0.02689738319712709, 0.03554756276331006]"
350,"[0.040016382749066715, 0.028668452913084508, 0.035506576587441385, 0.03375309747344024, 0.031849814826578005, 0.030484910396129106, 0.030774577355894284, 0.033388838465224224, 0.029999230565025403, 0.02900171446978339]"
351,"[0.030546354489646155, 0.035675391018981095, 0.03554368111744399, 0.03723356535725941, 0.02861376292936957, 0.034052885411331446, 0.027237232159860403, 0.033252614978790396, 0.03163431431693431, 0.029520216192081672]"
352,"[0.038430788018001705, 0.03381762764686702, 0.03167843685955729, 0.029512313499722276, 0.037785746543091525, 0.03083569508015238, 0.026255591131934097, 0.02927689626824992, 0.03511076153691861, 0.03073856594991775]"
353,"[0.034260734857383235, 0.031526164321257544, 0.03158923063477759, 0.03352009800203126, 0.03245760359983829, 0.03183131586377008, 0.03895388146112866, 0.02801593979539818, 0.028360528773037297, 0.03290257700551791]"
354,"[0.03232920625083746, 0.03728472494589763, 0.03431384960628603, 0.03369406282427534, 0.032280877216047, 0.031668916523763024, 0.02834268580908439, 0.029748926471660164, 0.03322492853181469, 0.0305456929134853]"
355,"[0.034361108585566846, 0.031545647485535455, 0.03379389713586112, 0.03472665983990142, 0.03221273146032477, 0.03018916226185253, 0.03612589997881288, 0.03108184417604476, 0.02872989417944971, 0.030853853084492178]"
356,"[0.031253644585586215, 0.03195156332433091, 0.03341788471414475, 0.02762450447432263, 0.03144797554700429, 0.03701274705323809, 0.026859422085310003, 0.033181942250920526, 0.03587472530001923, 0.03471325866744901]"
357,"[0.03175203040702956, 0.030293589405928523, 0.03655538189627339, 0.03327013360056097, 0.030463117267571782, 0.034894030650160945, 0.0304896709376411, 0.03715559403031565, 0.026618371210359593, 0.03185530274984527]"
358,"[0.032938995435817686, 0.03349637862126431, 0.03021551200007766, 0.0382265081786054, 0.02715341790125525, 0.03518647235366057, 0.029637094272150555, 0.03380681912192074, 0.02807161478927478, 0.03477494094584632]"
359,"[0.0343022569549436, 0.03552269801218089, 0.03159360784475995, 0.033714963698239786, 0.030812417699349393, 0.029760507101121325, 0.03402781704328217, 0.03610355461368975, 0.02675599605541068, 0.030672628344738828]"
360,"[0.031613556269945886, 0.03524634346707656, 0.03140459760773662, 0.029896449910858824, 0.030790629843619577, 0.03703014656313974, 0.02964042649357579, 0.032755256969621116, 0.030349703160921004, 0.034712740251439]"
361,"[0.030119911774300845, 0.03329063365065621, 0.03084991230219558, 0.030436573932827615, 0.02871268296223739, 0.031900345038206934, 0.03906671507173998, 0.03348335726345819, 0.03044563025528879, 0.0353098740546276]"
362,"[0.029379526648258936, 0.037375383136335594, 0.030914483199637854, 0.03372600354832833, 0.03027997541972549, 0.03517038235102332, 0.028731268802728804, 0.032670431684666434, 0.033759751117319325, 0.03137259868480091]"
363,"[0.026385990716931707, 0.03479154013594443, 0.03182817516116976, 0.030080480822990308, 0.030711858186727947, 0.034175302607339364, 0.03638403463239581, 0.033299968104316235, 0.0334925772735889, 0.03221910326127386]"
364,"[0.0340527103071776, 0.030850642392982297, 0.030055448190131617, 0.028833832472009324, 0.03283092696977585, 0.030831929694769555, 0.03497171322826598, 0.03468802637140456, 0.03347169383070403, 0.0329436618178075]"
365,"[0.030019493393421914, 0.029527726973230695, 0.030130742181052272, 0.03219803042909841, 0.03444939705145755, 0.03421744355183254, 0.031724961019606424, 0.03551317760288164, 0.032440416778393044, 0.033233776979630036]"
366,"[0.02890201328007236, 0.028156191755045246, 0.03321897677223096, 0.034288061049694396, 0.03524726963161595, 0.039509871865421764, 0.03087120639949026, 0.030470446829897746, 0.03482574707449426, 0.027860006569447537]"
367,"[0.03160502883161609, 0.03427879091721797, 0.03048740192994248, 0.03436330824652001, 0.03684368506120883, 0.0325460295617771, 0.0349170506130797, 0.026914055366700662, 0.029744815944277914, 0.03157335727004784]"
368,"[0.03272164132549038, 0.03622201493980759, 0.028796656317471747, 0.031733229410658925, 0.035213279471517756, 0.03276091499277212, 0.029719765272090748, 0.031865009033235636, 0.03465222876028706, 0.029814952363332647]"
369,"[0.03579485945816041, 0.03605820526420245, 0.0334272021030364, 0.036364150488689795, 0.031683711787867774, 0.03456616516065558, 0.028186785121022462, 0.03122280954266976, 0.02750584545893342, 0.02859674775837684]"
370,"[0.0359040954937756, 0.03366293999711811, 0.031354962686617416, 0.03698999806814596, 0.03233508700403931, 0.029543526290896183, 0.031149393229249367, 0.03148943850810193, 0.032155572486059825, 0.028907399539402467]"
371,"[0.029646089751627636, 0.034875645647080566, 0.029775140068435735, 0.02621022499921999, 0.03241769227641533, 0.03615741412665552, 0.02849710194064814, 0.03267292205948291, 0.03548280237309254, 0.03759373992957782]"
372,"[0.02780150128815262, 0.03468775734338192, 0.032671152552295246, 0.030476808651911824, 0.03374387052240457, 0.03391639702118088, 0.031029519719520504, 0.03119333386296852, 0.036596156427612714, 0.031196935649861368]"
373,"[0.027459375072909298, 0.034519908357149354, 0.030980128806155194, 0.03392519638076508, 0.034021705038695504, 0.030279829199019725, 0.036254151946532476, 0.031100107062783655, 0.03231736195614965, 0.03244303623978595]"
374,"[0.03407869455671653, 0.03316681406199995, 0.035655869617620795, 0.02958358717700249, 0.037058714405771354, 0.02582794562618651, 0.03352551471738874, 0.03596330027096628, 0.025275204253475847, 0.03313852528340633]"
375,"[0.030719532916266945, 0.03225043862107069, 0.029559390731378032, 0.03754528851397021, 0.03305322540650957, 0.036061003825307636, 0.03081943984667901, 0.03198402989641269, 0.03242120517952618, 0.029023320780623196]"
376,"[0.03196761704609319, 0.03458817996708141, 0.03305613119163109, 0.03433618208667344, 0.027817212540112157, 0.033086749820196215, 0.0270494916960623, 0.03651752846566947, 0.03265450487605237, 0.03233526398545894]"
377,"[0.030364461419956967, 0.0309844203498445, 0.03446935388987993, 0.03036027653248896, 0.034581989553724934, 0.03442499122076492, 0.024634172931316423, 0.028897894770455568, 0.04163988792902973, 0.0327557592850134]"
378,"[0.034901618239417176, 0.033144823585478544, 0.034436227193534674, 0.03393043466068091, 0.027930767480249474, 0.02807548387895653, 0.031004087206500608, 0.03382869030700564, 0.03450851626445084, 0.03164966444494344]"
379,"[0.02952212223450601, 0.032159522281100195, 0.03205938167959932, 0.03529491648539074, 0.03629179468307209, 0.03197540243096886, 0.029676985641391207, 0.031171760956369088, 0.03482737306808936, 0.030486942730633793]"
380,"[0.03399646477760021, 0.027494055633935588, 0.028115987171104306, 0.03194321550488899, 0.03212836575544986, 0.037178994574771695, 0.03691587780602623, 0.03352489256856628, 0.02751630090728785, 0.03460096245038369]"
381,"[0.03564006537844233, 0.030291776039795715, 0.03297198397806822, 0.035276247931332994, 0.02930449168370397, 0.031209953607370777, 0.0317935274022918, 0.032654072482637075, 0.03238654591216361, 0.03188103595526948]"
382,"[0.02865462306491906, 0.03124277029792011, 0.03338612977859312, 0.026744517461515516, 0.03554597762237788, 0.032335169510229855, 0.035196609925048916, 0.03265630387265639, 0.036988523522658245, 0.030736701784581766]"
383,"[0.03172662423262296, 0.035117224269862635, 0.0344067187021061, 0.030871350006606013, 0.02998627632667561, 0.0342007625042583, 0.03306493021226753, 0.03350319526952883, 0.030270775010456386, 0.030352109649248393]"
384,"[0.029727979405722138, 0.03457434890231714, 0.03232487176516585, 0.03071627994977899, 0.027391641199378536, 0.04002767896850179, 0.03068457480471254, 0.0347672050272112, 0.03084796657237676, 0.03244962955749353]"
385,"[0.030883772425199574, 0.03429817641529742, 0.03276006948931265, 0.0372582220269273, 0.03020357611232727, 0.03174889157404448, 0.03309514115280854, 0.030090567962762993, 0.033077754694934125, 0.030088371604930053]"
386,"[0.03645536414782269, 0.03179836285433024, 0.0346104208824729, 0.028627535143228022, 0.032909828425534915, 0.02903489009378135, 0.03441733333068753, 0.030906876807779038, 0.03293267674361411, 0.03172067608229745]"
